,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
380,3,0:00.0,J. Poeltl makes 2-pt jump shot from 14 ft,,77,85
381,4,11:47.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,77,85
382,4,11:45.0,Defensive rebound by Team,,77,85
383,4,11:45.0,,Loose ball foul by D. Powell (drawn by D. Wright),77,85
384,4,11:25.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by N. Powell),,80,85
385,4,11:00.0,,D. Powell misses 2-pt dunk at rim (block by J. Poeltl),80,85
386,4,10:56.0,,Offensive rebound by D. Powell,80,85
387,4,10:55.0,,D. Powell makes 2-pt layup from 1 ft,80,87
388,4,10:47.0,P. Siakam misses 3-pt jump shot from 23 ft,,80,87
389,4,10:43.0,,Defensive rebound by Y. Ferrell,80,87
390,4,10:37.0,,D. Harris makes 2-pt layup from 1 ft (assist by Y. Ferrell),80,89
391,4,10:16.0,N. Powell misses 3-pt jump shot from 25 ft,,80,89
392,4,10:14.0,Offensive rebound by J. Poeltl,,80,89
393,4,10:04.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,83,89
394,4,9:39.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),83,92
395,4,9:29.0,N. Powell misses 2-pt jump shot from 10 ft,,83,92
396,4,9:23.0,Offensive rebound by N. Powell,,83,92
397,4,9:23.0,D. Wright misses 2-pt jump shot from 9 ft,,83,92
398,4,9:19.0,,Defensive rebound by D. Powell,83,92
399,4,8:59.0,,J. Barea misses 3-pt jump shot from 27 ft,83,92
400,4,8:57.0,Defensive rebound by F. VanVleet,,83,92
401,4,8:51.0,N. Powell misses 3-pt jump shot from 25 ft,,83,92
402,4,8:47.0,Offensive rebound by J. Poeltl,,83,92
403,4,8:40.0,Turnover by N. Powell (lost ball; steal by D. Nowitzki),,83,92
404,4,8:37.0,,J. Barea makes 2-pt layup from 1 ft (assist by D. Nowitzki),83,94
405,4,8:37.0,Toronto full timeout,,83,94
406,4,8:37.0,,D. Smith enters the game for J. Barea,83,94
407,4,8:37.0,K. Lowry enters the game for J. Poeltl,,83,94
408,4,8:37.0,J. Valančiūnas enters the game for D. Wright,,83,94
409,4,8:28.0,N. Powell misses 3-pt jump shot from 26 ft,,83,94
410,4,8:24.0,,Defensive rebound by D. Powell,83,94
411,4,8:08.0,,D. Smith misses 2-pt layup from 1 ft,83,94
412,4,8:05.0,Defensive rebound by F. VanVleet,,83,94
413,4,8:05.0,Personal take foul by D. Harris (drawn by F. VanVleet),,83,94
414,4,7:53.0,K. Lowry misses 2-pt jump shot from 11 ft,,83,94
415,4,7:49.0,Offensive rebound by J. Valančiūnas,,83,94
416,4,7:48.0,Turnover by J. Valančiūnas (lost ball; steal by D. Harris),,83,94
417,4,7:32.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,83,94
418,4,7:32.0,,Offensive rebound by D. Powell,83,94
419,4,7:32.0,Loose ball foul by J. Valančiūnas (drawn by D. Powell),,83,94
420,4,7:32.0,S. Ibaka enters the game for P. Siakam,,83,94
421,4,7:25.0,,D. Smith misses 2-pt jump shot from 15 ft,83,94
422,4,7:22.0,Defensive rebound by J. Valančiūnas,,83,94
423,4,7:04.0,J. Valančiūnas makes 2-pt jump shot from 7 ft,,85,94
424,4,6:50.0,,Y. Ferrell misses 3-pt jump shot from 22 ft,85,94
425,4,6:46.0,,Offensive rebound by D. Smith,85,94
426,4,6:34.0,,Turnover by D. Nowitzki (lost ball; steal by F. VanVleet),85,94
427,4,6:29.0,Shooting foul by D. Powell (drawn by S. Ibaka),,85,94
428,4,6:29.0,S. Ibaka misses free throw 1 of 2,,85,94
429,4,6:29.0,Offensive rebound by Team,,85,94
430,4,6:29.0,,W. Matthews enters the game for D. Harris,85,94
431,4,6:29.0,,H. Barnes enters the game for D. Nowitzki,85,94
432,4,6:29.0,D. DeRozan enters the game for N. Powell,,85,94
433,4,6:29.0,S. Ibaka makes free throw 2 of 2,,86,94
434,4,6:19.0,,W. Matthews misses 3-pt jump shot from 24 ft,86,94
435,4,6:15.0,Defensive rebound by S. Ibaka,,86,94
436,4,5:56.0,Turnover by F. VanVleet (lost ball; steal by D. Powell),,86,94
437,4,5:51.0,,Personal foul by F. VanVleet (drawn by D. Smith),86,94
438,4,5:51.0,,S. Mejri enters the game for D. Powell,86,94
439,4,5:34.0,,Personal block foul by K. Lowry (drawn by D. Smith),86,94
440,4,5:23.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,86,94
441,4,5:19.0,Defensive rebound by J. Valančiūnas,,86,94
442,4,5:14.0,Personal foul by Y. Ferrell (drawn by S. Ibaka),,86,94
443,4,5:08.0,Personal foul by S. Mejri (drawn by J. Valančiūnas),,86,94
444,4,5:08.0,J. Valančiūnas misses free throw 1 of 2,,86,94
445,4,5:08.0,Offensive rebound by Team,,86,94
446,4,5:08.0,,J. Barea enters the game for Y. Ferrell,86,94
447,4,5:08.0,J. Valančiūnas makes free throw 2 of 2,,87,94
448,4,4:51.0,,W. Matthews misses 3-pt jump shot from 25 ft,87,94
449,4,4:48.0,Defensive rebound by S. Ibaka,,87,94
450,4,4:44.0,K. Lowry misses 3-pt jump shot from 26 ft,,87,94
451,4,4:41.0,,Defensive rebound by S. Mejri,87,94
452,4,4:28.0,,J. Barea misses 2-pt jump shot from 13 ft,87,94
453,4,4:25.0,Defensive rebound by D. DeRozan,,87,94
454,4,4:17.0,K. Lowry misses 2-pt layup from 5 ft (block by S. Mejri),,87,94
455,4,4:14.0,Offensive rebound by S. Ibaka,,87,94
456,4,4:11.0,K. Lowry misses 2-pt jump shot from 13 ft,,87,94
457,4,4:07.0,,Defensive rebound by J. Barea,87,94
458,4,3:55.0,,D. Smith misses 2-pt layup from 2 ft,87,94
459,4,3:55.0,,Offensive rebound by S. Mejri,87,94
460,4,3:53.0,,S. Mejri misses 2-pt layup from 1 ft,87,94
461,4,3:50.0,Defensive rebound by K. Lowry,,87,94
462,4,3:40.0,Shooting foul by S. Mejri (drawn by J. Valančiūnas),,87,94
463,4,3:40.0,J. Valančiūnas makes free throw 1 of 2,,88,94
464,4,3:40.0,J. Valančiūnas makes free throw 2 of 2,,89,94
465,4,3:17.0,,D. Smith misses 2-pt jump shot from 11 ft,89,94
466,4,3:16.0,,Offensive rebound by Team,89,94
467,4,3:16.0,,Turnover by Team (shot clock),89,94
468,4,3:16.0,,Dallas full timeout,89,94
469,4,2:56.0,F. VanVleet misses 3-pt jump shot from 23 ft,,89,94
470,4,2:54.0,,Defensive rebound by W. Matthews,89,94
471,4,2:44.0,,H. Barnes misses 2-pt jump shot from 6 ft,89,94
472,4,2:42.0,,Offensive rebound by H. Barnes,89,94
473,4,2:31.0,,J. Barea makes 2-pt jump shot from 19 ft,89,96
474,4,2:14.0,D. DeRozan makes 2-pt jump shot from 4 ft,,91,96
475,4,2:14.0,,Violation by S. Mejri (def goaltending),91,96
476,4,1:50.0,,D. Smith misses 2-pt layup from 3 ft (block by S. Ibaka),91,96
477,4,1:48.0,Defensive rebound by K. Lowry,,91,96
478,4,1:38.0,S. Ibaka makes 2-pt jump shot from 8 ft,,93,96
479,4,1:38.0,,Dallas full timeout,93,96
480,4,1:38.0,,D. Nowitzki enters the game for S. Mejri,93,96
481,4,1:38.0,D. Wright enters the game for J. Valančiūnas,,93,96
482,4,1:20.0,,Turnover by H. Barnes (lost ball; steal by D. DeRozan),93,96
483,4,1:11.0,S. Ibaka misses 3-pt jump shot from 25 ft,,93,96
484,4,1:08.0,,Defensive rebound by H. Barnes,93,96
485,4,0:47.0,,W. Matthews misses 3-pt jump shot from 24 ft,93,96
486,4,0:44.0,Defensive rebound by S. Ibaka,,93,96
487,4,0:35.0,S. Ibaka misses 2-pt hook shot from 8 ft,,93,96
488,4,0:31.0,,Defensive rebound by J. Barea,93,96
489,4,0:10.0,,J. Barea makes 2-pt layup at rim,93,98
490,4,0:10.0,Toronto full timeout,,93,98
491,4,0:10.0,,D. Harris enters the game for J. Barea,93,98
492,4,0:10.0,,M. Kleber enters the game for D. Nowitzki,93,98
493,4,0:10.0,C. Miles enters the game for D. Wright,,93,98
494,4,0:07.0,D. DeRozan misses 3-pt jump shot from 24 ft,,93,98
495,4,0:02.0,,Defensive rebound by D. Harris,93,98
