,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
0,1,11:37.0,,T. Rozier misses 2-pt jump shot from 15 ft,0,0
1,1,11:34.0,Defensive rebound by D. Lee,,0,0
2,1,11:27.0,D. Lee misses 2-pt layup from 4 ft (block by T. Rozier),,0,0
3,1,11:26.0,Offensive rebound by D. Lee,,0,0
4,1,11:26.0,D. Lee misses 2-pt jump shot from 4 ft (block by A. Baynes),,0,0
5,1,11:26.0,Offensive rebound by D. Dedmon,,0,0
6,1,11:26.0,D. Dedmon misses 2-pt jump shot from 7 ft,,0,0
7,1,11:21.0,,Defensive rebound by A. Baynes,0,0
8,1,11:13.0,,Personal foul by D. Lee (drawn by J. Tatum),0,0
9,1,11:01.0,,A. Baynes misses 2-pt hook shot from 10 ft,0,0
10,1,10:59.0,Defensive rebound by D. Dedmon,,0,0
11,1,10:44.0,Turnover by T. Prince (bad pass; steal by J. Tatum),,0,0
12,1,10:33.0,,A. Horford misses 2-pt hook shot from 7 ft,0,0
13,1,10:28.0,,Offensive rebound by J. Tatum,0,0
14,1,10:28.0,,J. Tatum makes 2-pt layup at rim,0,2
15,1,10:17.0,D. Dedmon misses 2-pt layup from 7 ft (block by A. Horford),,0,2
16,1,10:17.0,Offensive rebound by Team,,0,2
17,1,10:10.0,D. Bembry makes 3-pt jump shot from 24 ft (assist by D. Lee),,3,2
18,1,9:53.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by T. Rozier),3,4
19,1,9:35.0,D. Dedmon misses 2-pt layup from 5 ft,,3,4
20,1,9:34.0,,Defensive rebound by A. Horford,3,4
21,1,9:28.0,,J. Brown makes 2-pt jump shot from 20 ft (assist by A. Horford),3,6
22,1,9:06.0,J. Collins misses 3-pt jump shot from 22 ft,,3,6
23,1,9:04.0,,Defensive rebound by J. Brown,3,6
24,1,8:58.0,,J. Brown misses 3-pt jump shot from 27 ft,3,6
25,1,8:56.0,Defensive rebound by D. Lee,,3,6
26,1,8:47.0,D. Dedmon misses 3-pt jump shot from 26 ft,,3,6
27,1,8:44.0,,Defensive rebound by T. Rozier,3,6
28,1,8:26.0,,A. Baynes misses 3-pt jump shot from 22 ft,3,6
29,1,8:24.0,Defensive rebound by J. Collins,,3,6
30,1,8:09.0,D. Lee misses 2-pt jump shot from 14 ft,,3,6
31,1,8:05.0,,Defensive rebound by A. Horford,3,6
32,1,7:59.0,,A. Baynes misses 2-pt layup from 1 ft (block by D. Bembry),3,6
33,1,7:55.0,Defensive rebound by T. Prince,,3,6
34,1,7:49.0,Personal foul by T. Rozier (drawn by J. Collins),,3,6
35,1,7:42.0,T. Prince makes 2-pt jump shot from 7 ft,,5,6
36,1,7:21.0,,A. Horford misses 2-pt jump shot from 10 ft,5,6
37,1,7:18.0,,Offensive rebound by A. Baynes,5,6
38,1,7:17.0,,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),5,8
39,1,7:17.0,,Shooting foul by D. Dedmon (drawn by J. Tatum),5,8
40,1,7:17.0,I. Taylor enters the game for D. Bembry,,5,8
41,1,7:17.0,,J. Tatum makes free throw 1 of 1,5,9
42,1,7:07.0,Turnover by T. Prince (bad pass; steal by J. Tatum),,5,9
43,1,7:03.0,,T. Rozier makes 2-pt layup at rim (assist by J. Tatum),5,11
44,1,7:03.0,Atlanta full timeout,,5,11
45,1,6:50.0,D. Lee misses 3-pt jump shot from 24 ft,,5,11
46,1,6:48.0,,Defensive rebound by J. Tatum,5,11
47,1,6:38.0,,A. Horford misses 2-pt jump shot from 19 ft,5,11
48,1,6:38.0,Defensive rebound by Team,,5,11
49,1,6:22.0,Turnover by T. Prince (lost ball; steal by A. Horford),,5,11
50,1,6:15.0,,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),5,13
51,1,6:15.0,,Shooting foul by D. Dedmon (drawn by J. Brown),5,13
52,1,6:15.0,M. Muscala enters the game for D. Dedmon,,5,13
53,1,6:15.0,,J. Brown makes free throw 1 of 1,5,14
54,1,5:57.0,Shooting foul by A. Baynes (drawn by I. Taylor),,5,14
55,1,5:57.0,I. Taylor misses free throw 1 of 2,,5,14
56,1,5:57.0,Offensive rebound by Team,,5,14
57,1,5:57.0,I. Taylor makes free throw 2 of 2,,6,14
58,1,5:44.0,,T. Rozier misses 2-pt jump shot from 17 ft,6,14
59,1,5:40.0,Defensive rebound by J. Collins,,6,14
60,1,5:29.0,D. Lee makes 2-pt layup from 1 ft (assist by I. Taylor),,8,14
61,1,5:09.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by T. Rozier),8,17
62,1,5:01.0,Personal foul by A. Baynes (drawn by J. Collins),,8,17
63,1,5:01.0,,G. Monroe enters the game for J. Tatum,8,17
64,1,5:01.0,,S. Ojeleye enters the game for A. Baynes,8,17
65,1,5:01.0,M. Plumlee enters the game for D. Lee,,8,17
66,1,5:01.0,T. Dorsey enters the game for J. Collins,,8,17
67,1,4:45.0,T. Prince misses 2-pt hook shot from 9 ft,,8,17
68,1,4:41.0,,Defensive rebound by T. Rozier,8,17
69,1,4:38.0,,Personal foul by T. Prince (drawn by A. Horford),8,17
70,1,4:28.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Monroe),8,20
71,1,4:08.0,T. Prince makes 3-pt jump shot from 25 ft (assist by M. Muscala),,11,20
