,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
396,4,5:36.0,L. James misses 2-pt jump shot from 10 ft,,94,90
397,4,5:33.0,Offensive rebound by J. Smith,,94,90
398,4,5:31.0,J. Crowder misses 2-pt layup at rim (block by D. Nowitzki),,94,90
399,4,5:30.0,Offensive rebound by J. Crowder,,94,90
400,4,5:30.0,J. Crowder makes 2-pt layup at rim,,96,90
401,4,5:30.0,,Dallas full timeout,96,90
402,4,5:30.0,,J. Barea enters the game for D. Nowitzki,96,90
403,4,5:12.0,,H. Barnes misses 2-pt layup from 2 ft,96,90
404,4,5:10.0,Defensive rebound by K. Love,,96,90
405,4,5:02.0,Turnover by L. James (bad pass; steal by D. Smith),,96,90
406,4,4:57.0,,D. Smith misses 2-pt layup from 2 ft (block by L. James),96,90
407,4,4:54.0,Defensive rebound by J. Crowder,,96,90
408,4,4:50.0,Turnover by L. James (bad pass; steal by W. Matthews),,96,90
409,4,4:47.0,,D. Smith makes 2-pt dunk from 2 ft (assist by W. Matthews),96,92
410,4,4:24.0,J. Crowder misses 2-pt jump shot from 3 ft,,96,92
411,4,4:22.0,,Defensive rebound by H. Barnes,96,92
412,4,4:16.0,,H. Barnes makes 2-pt layup at rim (assist by D. Smith),96,94
413,4,4:01.0,Personal foul by J. Barea (drawn by J. Smith),,96,94
414,4,3:56.0,Personal foul by J. Barea (drawn by J. Smith),,96,94
415,4,3:44.0,L. James misses 2-pt jump shot from 12 ft,,96,94
416,4,3:43.0,,Defensive rebound by Team,96,94
417,4,3:23.0,,H. Barnes misses 3-pt jump shot from 25 ft,96,94
418,4,3:21.0,Defensive rebound by K. Love,,96,94
419,4,3:06.0,K. Love misses 2-pt layup from 2 ft,,96,94
420,4,3:04.0,Offensive rebound by J. Crowder,,96,94
421,4,3:03.0,J. Crowder makes 2-pt layup from 1 ft,,98,94
422,4,2:51.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),98,97
423,4,2:35.0,Turnover by L. James (out of bounds lost ball),,98,97
424,4,2:25.0,,W. Matthews misses 3-pt jump shot from 28 ft (block by K. Love),98,97
425,4,2:22.0,Defensive rebound by K. Korver,,98,97
426,4,2:14.0,L. James makes 2-pt hook shot from 2 ft,,100,97
427,4,1:57.0,,J. Barea misses 2-pt jump shot from 3 ft,100,97
428,4,1:57.0,Defensive rebound by K. Love,,100,97
429,4,1:44.0,K. Korver makes 2-pt layup from 1 ft (assist by L. James),,102,97
430,4,1:44.0,Shooting foul by Y. Ferrell (drawn by K. Korver),,102,97
431,4,1:44.0,,D. Nowitzki enters the game for J. Barea,102,97
432,4,1:44.0,J. Green enters the game for K. Love,,102,97
433,4,1:44.0,K. Korver misses free throw 1 of 1,,102,97
434,4,1:41.0,,Defensive rebound by H. Barnes,102,97
435,4,1:30.0,,D. Smith makes 2-pt jump shot from 1 ft,102,99
436,4,1:07.0,L. James makes 2-pt dunk at rim,,104,99
437,4,1:03.0,,D. Smith makes 3-pt jump shot from 25 ft,104,102
438,4,0:46.0,L. James misses 3-pt jump shot from 26 ft,,104,102
439,4,0:43.0,,Defensive rebound by D. Nowitzki,104,102
440,4,0:39.0,,H. Barnes misses 3-pt jump shot from 23 ft,104,102
441,4,0:36.0,Defensive rebound by K. Korver,,104,102
442,4,0:36.0,,Loose ball foul by Y. Ferrell (drawn by K. Korver),104,102
443,4,0:36.0,K. Korver makes free throw 1 of 2,,105,102
444,4,0:36.0,,S. Mejri enters the game for Y. Ferrell,105,102
445,4,0:36.0,,D. Powell enters the game for W. Matthews,105,102
446,4,0:36.0,K. Korver makes free throw 2 of 2,,106,102
447,4,0:36.0,,Dallas full timeout,106,102
448,4,0:36.0,,Y. Ferrell enters the game for S. Mejri,106,102
449,4,0:36.0,,W. Matthews enters the game for D. Powell,106,102
450,4,0:36.0,I. Shumpert enters the game for K. Korver,,106,102
451,4,0:30.0,,D. Smith misses 2-pt layup at rim,106,102
452,4,0:28.0,Defensive rebound by J. Green,,106,102
453,4,0:28.0,Personal take foul by H. Barnes (drawn by J. Green),,106,102
454,4,0:28.0,J. Green makes free throw 1 of 2,,107,102
455,4,0:28.0,J. Green misses free throw 2 of 2,,107,102
456,4,0:27.0,,Defensive rebound by H. Barnes,107,102
457,4,0:18.0,,W. Matthews misses 3-pt jump shot from 24 ft,107,102
458,4,0:15.0,Defensive rebound by I. Shumpert,,107,102
459,4,0:15.0,Personal take foul by Y. Ferrell (drawn by I. Shumpert),,107,102
460,4,0:15.0,I. Shumpert makes free throw 1 of 2,,108,102
461,4,0:15.0,I. Shumpert makes free throw 2 of 2,,109,102
462,4,0:11.0,,D. Smith makes 2-pt layup at rim,109,104
463,4,0:09.0,Personal take foul by D. Smith (drawn by L. James),,109,104
464,4,0:09.0,L. James makes free throw 1 of 2,,110,104
465,4,0:09.0,L. James makes free throw 2 of 2,,111,104
466,4,0:04.0,,W. Matthews misses 3-pt jump shot from 30 ft,111,104
467,4,0:00.0,Defensive rebound by L. James,,111,104
