,QUARTER,TIME_REMAINING,DENVER_ACTION,PHILADELPHIA_ACTION,DENVER_SCORE,PHILADELPHIA_SCORE
373,3,0:01.0,,J. Embiid misses 2-pt layup from 1 ft,74,70
374,3,0:00.0,,Offensive rebound by Team,74,70
375,4,11:46.0,,Turnover by H. Thompson (lost ball),74,70
376,4,11:27.0,D. Arthur makes 2-pt jump shot from 14 ft,,76,70
377,4,11:13.0,,T. McConnell misses 2-pt jump shot from 15 ft,76,70
378,4,11:11.0,Defensive rebound by D. Arthur,,76,70
379,4,10:59.0,J. Murray makes 3-pt jump shot from 24 ft (assist by J. Nelson),,79,70
380,4,10:59.0,,Philadelphia full timeout,79,70
381,4,10:59.0,,N. Stauskas enters the game for H. Thompson,79,70
382,4,10:35.0,,Turnover by Team (shot clock),79,70
383,4,10:35.0,,E. İlyasova enters the game for D. Šarić,79,70
384,4,10:35.0,,S. Rodríguez enters the game for T. McConnell,79,70
385,4,10:21.0,J. Murray misses 3-pt jump shot from 26 ft,,79,70
386,4,10:19.0,,Defensive rebound by J. Embiid,79,70
387,4,10:10.0,,G. Henderson misses 2-pt jump shot from 11 ft,79,70
388,4,10:08.0,Defensive rebound by D. Arthur,,79,70
389,4,9:54.0,Turnover by J. Murray (lost ball; steal by E. İlyasova),,79,70
390,4,9:36.0,,Turnover by J. Embiid (lost ball; steal by D. Arthur),79,70
391,4,9:20.0,W. Barton makes 2-pt jump shot from 7 ft,,81,70
392,4,9:03.0,,J. Embiid makes 2-pt hook shot from 7 ft,81,72
393,4,8:46.0,Turnover by J. Nelson (bad pass; steal by G. Henderson),,81,72
394,4,8:40.0,,G. Henderson makes 2-pt jump shot from 17 ft (assist by S. Rodríguez),81,74
395,4,8:24.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Nelson),,84,74
396,4,8:12.0,,J. Embiid misses 3-pt jump shot from 26 ft,84,74
397,4,8:10.0,Defensive rebound by J. Nelson,,84,74
398,4,8:07.0,Offensive foul by W. Barton (drawn by J. Embiid),,84,74
399,4,8:07.0,Turnover by W. Barton (offensive foul),,84,74
400,4,8:07.0,,R. Holmes enters the game for J. Embiid,84,74
401,4,8:07.0,D. Gallinari enters the game for D. Arthur,,84,74
402,4,8:07.0,J. Nurkić enters the game for J. Murray,,84,74
403,4,7:57.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,84,74
404,4,7:55.0,,Offensive rebound by E. İlyasova,84,74
405,4,7:55.0,,E. İlyasova misses 2-pt layup from 2 ft,84,74
406,4,7:53.0,,Offensive rebound by E. İlyasova,84,74
407,4,7:53.0,,E. İlyasova makes 2-pt layup from 1 ft,84,76
408,4,7:36.0,W. Chandler makes 2-pt jump shot from 7 ft (assist by W. Barton),,86,76
409,4,7:23.0,,G. Henderson misses 2-pt jump shot from 9 ft,86,76
410,4,7:20.0,Defensive rebound by W. Chandler,,86,76
411,4,7:08.0,W. Chandler misses 2-pt jump shot from 12 ft,,86,76
412,4,7:03.0,,Defensive rebound by E. İlyasova,86,76
413,4,6:52.0,,N. Stauskas misses 2-pt jump shot from 4 ft (block by W. Barton),86,76
414,4,6:50.0,,Offensive rebound by R. Holmes,86,76
415,4,6:46.0,,R. Holmes makes 2-pt hook shot from 6 ft,86,78
416,4,6:25.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Nelson),,89,78
417,4,6:10.0,,Turnover by R. Holmes (bad pass; steal by J. Nelson),89,78
418,4,6:01.0,D. Gallinari misses 3-pt jump shot from 26 ft,,89,78
419,4,5:59.0,Offensive rebound by J. Nurkić,,89,78
420,4,5:48.0,Turnover by D. Gallinari (lost ball; steal by S. Rodríguez),,89,78
421,4,5:32.0,,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by N. Stauskas),89,81
422,4,5:19.0,Personal foul by S. Rodríguez (drawn by W. Chandler),,89,81
423,4,5:19.0,Official timeout,,89,81
424,4,5:19.0,,D. Šarić enters the game for G. Henderson,89,81
425,4,5:09.0,Shooting foul by R. Holmes (drawn by W. Chandler),,89,81
426,4,5:09.0,W. Chandler makes free throw 1 of 2,,90,81
427,4,5:09.0,W. Chandler makes free throw 2 of 2,,91,81
428,4,4:59.0,,N. Stauskas misses 3-pt jump shot from 28 ft,91,81
429,4,4:57.0,,Offensive rebound by R. Holmes,91,81
430,4,4:52.0,,S. Rodríguez makes 3-pt jump shot from 26 ft (assist by R. Holmes),91,84
431,4,4:31.0,Turnover by W. Barton (lost ball; steal by E. İlyasova),,91,84
432,4,4:30.0,,Personal foul by W. Barton (drawn by E. İlyasova),91,84
433,4,4:30.0,D. Arthur enters the game for J. Nurkić,,91,84
434,4,4:04.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,91,84
435,4,4:03.0,Defensive rebound by W. Chandler,,91,84
436,4,3:50.0,J. Nelson misses 3-pt jump shot from 25 ft,,91,84
437,4,3:46.0,,Defensive rebound by N. Stauskas,91,84
438,4,3:38.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by E. İlyasova),91,87
439,4,3:38.0,Denver full timeout,,91,87
440,4,3:38.0,,J. Embiid enters the game for R. Holmes,91,87
441,4,3:18.0,D. Gallinari makes 2-pt jump shot from 16 ft (assist by D. Arthur),,93,87
442,4,2:57.0,,D. Šarić misses 3-pt jump shot from 26 ft,93,87
443,4,2:55.0,,Offensive rebound by N. Stauskas,93,87
444,4,2:42.0,,Shooting foul by W. Chandler (drawn by D. Šarić),93,87
445,4,2:42.0,,D. Šarić misses free throw 1 of 2,93,87
446,4,2:42.0,,Offensive rebound by Team,93,87
447,4,2:42.0,,D. Šarić makes free throw 2 of 2,93,88
448,4,2:27.0,,G. Henderson enters the game for N. Stauskas,93,88
449,4,2:17.0,D. Arthur makes 3-pt jump shot from 27 ft (assist by W. Chandler),,96,88
450,4,2:04.0,,Shooting foul by J. Nelson (drawn by J. Embiid),96,88
451,4,2:04.0,,J. Embiid makes free throw 1 of 2,96,89
452,4,2:04.0,,J. Embiid makes free throw 2 of 2,96,90
453,4,1:54.0,,Violation by J. Embiid (def goaltending),96,90
454,4,1:54.0,J. Nelson makes 2-pt layup from 1 ft,,98,90
455,4,1:44.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Henderson),98,93
456,4,1:27.0,W. Barton misses 2-pt layup from 1 ft,,98,93
457,4,1:26.0,,Defensive rebound by E. İlyasova,98,93
458,4,1:25.0,,Turnover by E. İlyasova (bad pass; steal by J. Nelson),98,93
459,4,1:22.0,J. Nelson makes 2-pt layup from 1 ft,,100,93
460,4,1:15.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),100,96
461,4,0:50.0,W. Barton makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,103,96
462,4,0:50.0,,Philadelphia full timeout,103,96
463,4,0:50.0,,N. Stauskas enters the game for G. Henderson,103,96
464,4,0:42.0,,J. Embiid makes 2-pt jump shot from 22 ft (assist by N. Stauskas),103,98
465,4,0:39.0,Personal foul by S. Rodríguez (drawn by D. Gallinari),,103,98
466,4,0:21.0,J. Nelson misses 2-pt jump shot from 21 ft,,103,98
467,4,0:18.0,Offensive rebound by J. Nelson,,103,98
468,4,0:13.0,Personal foul by D. Šarić (drawn by W. Barton),,103,98
469,4,0:13.0,W. Barton misses free throw 1 of 2,,103,98
470,4,0:13.0,Offensive rebound by Team,,103,98
471,4,0:13.0,W. Barton makes free throw 2 of 2,,104,98
472,4,0:13.0,,Philadelphia full timeout,104,98
473,4,0:13.0,,Turnover by Team (5 sec inbounds),104,98
474,4,0:11.0,Personal foul by N. Stauskas (drawn by W. Barton),,104,98
475,4,0:11.0,W. Barton makes free throw 1 of 2,,105,98
476,4,0:11.0,W. Barton makes free throw 2 of 2,,106,98
477,4,0:11.0,,Philadelphia full timeout,106,98
478,4,0:11.0,,Turnover by D. Šarić (bad pass),106,98
