,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
0,1,11:44.0,T. Young misses 2-pt jump shot from 7 ft,,0,0
1,1,11:43.0,,Defensive rebound by D. Rose,0,0
2,1,11:34.0,,D. Rose makes 2-pt jump shot from 18 ft,0,2
3,1,11:24.0,T. Young misses 2-pt layup from 1 ft,,0,2
4,1,11:23.0,,Defensive rebound by C. Anthony,0,2
5,1,11:17.0,,K. Porziņģis misses 2-pt layup from 2 ft,0,2
6,1,11:16.0,Defensive rebound by M. Turner,,0,2
7,1,11:07.0,P. George misses 3-pt jump shot,,0,2
8,1,11:05.0,,Defensive rebound by K. Porziņģis,0,2
9,1,10:55.0,,C. Anthony makes 3-pt jump shot from 25 ft,0,5
10,1,10:42.0,J. Teague makes 2-pt jump shot from 13 ft,,2,5
11,1,10:29.0,,C. Anthony misses 3-pt jump shot from 25 ft,2,5
12,1,10:27.0,,Offensive rebound by Team,2,5
13,1,10:17.0,,D. Rose misses 2-pt jump shot from 19 ft,2,5
14,1,10:16.0,Defensive rebound by P. George,,2,5
15,1,10:08.0,G. Robinson misses 3-pt jump shot from 23 ft,,2,5
16,1,10:07.0,,Defensive rebound by C. Anthony,2,5
17,1,9:48.0,,C. Anthony makes 2-pt jump shot from 20 ft,2,7
18,1,9:30.0,G. Robinson misses 2-pt layup from 1 ft,,2,7
19,1,9:29.0,,Defensive rebound by J. Noah,2,7
20,1,9:19.0,,D. Rose misses 2-pt layup from 2 ft (block by J. Teague),2,7
21,1,9:18.0,Defensive rebound by J. Teague,,2,7
22,1,9:13.0,Shooting foul by K. Porziņģis (drawn by J. Teague),,2,7
23,1,9:13.0,J. Teague makes free throw 1 of 2,,3,7
24,1,9:13.0,J. Teague makes free throw 2 of 2,,4,7
25,1,8:56.0,,C. Lee misses 3-pt jump shot from 26 ft,4,7
26,1,8:55.0,Defensive rebound by T. Young,,4,7
27,1,8:35.0,P. George misses 2-pt jump shot from 19 ft,,4,7
28,1,8:34.0,Offensive rebound by G. Robinson,,4,7
29,1,8:27.0,G. Robinson misses 2-pt layup from 2 ft (block by K. Porziņģis),,4,7
30,1,8:26.0,,Defensive rebound by K. Porziņģis,4,7
31,1,8:18.0,,J. Noah misses 2-pt layup from 1 ft,4,7
32,1,8:17.0,Defensive rebound by T. Young,,4,7
33,1,8:10.0,P. George misses 3-pt jump shot from 26 ft,,4,7
34,1,8:09.0,,Defensive rebound by J. Noah,4,7
