,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,J. Smith misses 3-pt jump shot from 24 ft,,0,0
1,1,11:40.0,Offensive rebound by T. Thompson,,0,0
2,1,11:32.0,Turnover by D. Williams (bad pass; steal by D. Jordan),,0,0
3,1,11:24.0,,B. Griffin misses 2-pt jump shot from 16 ft,0,0
4,1,11:23.0,Defensive rebound by I. Shumpert,,0,0
5,1,11:12.0,I. Shumpert makes 2-pt jump shot from 19 ft,,2,0
6,1,10:51.0,,J. Redick misses 2-pt jump shot from 21 ft,2,0
7,1,10:48.0,Defensive rebound by I. Shumpert,,2,0
8,1,10:39.0,I. Shumpert makes 2-pt layup from 2 ft,,4,0
9,1,10:22.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),4,2
10,1,10:11.0,Personal foul by J. Redick (drawn by T. Thompson),,4,2
11,1,10:00.0,I. Shumpert misses 2-pt jump shot from 10 ft,,4,2
12,1,9:58.0,,Defensive rebound by D. Jordan,4,2
13,1,9:47.0,,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),4,4
14,1,9:38.0,Turnover by D. Williams (lost ball; steal by L. Mbah a Moute),,4,4
15,1,9:32.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Redick),4,6
16,1,9:07.0,I. Shumpert misses 3-pt jump shot from 24 ft,,4,6
17,1,9:06.0,,Defensive rebound by J. Redick,4,6
18,1,8:55.0,,C. Paul misses 3-pt jump shot from 25 ft,4,6
19,1,8:55.0,Defensive rebound by J. Smith,,4,6
20,1,8:46.0,J. Smith misses 2-pt jump shot from 20 ft,,4,6
21,1,8:45.0,,Defensive rebound by C. Paul,4,6
22,1,8:37.0,,B. Griffin misses 3-pt jump shot from 25 ft,4,6
23,1,8:36.0,,Offensive rebound by D. Jordan,4,6
24,1,8:36.0,,Shooting foul by T. Thompson (drawn by D. Jordan),4,6
25,1,8:36.0,,D. Jordan makes free throw 1 of 2,4,7
26,1,8:36.0,,D. Jordan misses free throw 2 of 2,4,7
27,1,8:35.0,Defensive rebound by T. Thompson,,4,7
28,1,8:09.0,J. Smith misses 3-pt jump shot from 24 ft,,4,7
29,1,8:08.0,,Defensive rebound by L. Mbah a Moute,4,7
30,1,8:02.0,,J. Redick makes 3-pt jump shot from 25 ft,4,10
31,1,7:53.0,Cleveland full timeout,,4,10
32,1,7:42.0,J. Smith misses 3-pt jump shot from 25 ft,,4,10
33,1,7:41.0,,Defensive rebound by L. Mbah a Moute,4,10
34,1,7:33.0,,Personal block foul by I. Shumpert (drawn by J. Redick),4,10
35,1,7:29.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),4,12
36,1,7:07.0,T. Thompson misses 2-pt hook shot from 7 ft,,4,12
37,1,7:04.0,,Defensive rebound by C. Paul,4,12
38,1,6:42.0,,C. Paul misses 3-pt jump shot from 25 ft,4,12
39,1,6:41.0,Defensive rebound by J. Smith,,4,12
40,1,6:16.0,C. Frye makes 2-pt jump shot from 14 ft (assist by D. Williams),,6,12
41,1,5:55.0,,J. Redick misses 2-pt jump shot from 20 ft,6,12
42,1,5:55.0,Defensive rebound by D. Williams,,6,12
43,1,5:44.0,I. Shumpert misses 2-pt jump shot from 17 ft,,6,12
44,1,5:42.0,,Defensive rebound by D. Jordan,6,12
45,1,5:35.0,,Offensive foul by C. Paul (drawn by I. Shumpert),6,12
46,1,5:35.0,,Turnover by C. Paul (offensive foul),6,12
47,1,5:35.0,R. Jefferson enters the game for J. Smith,,6,12
48,1,5:16.0,R. Jefferson misses 3-pt jump shot from 25 ft,,6,12
49,1,5:15.0,,Defensive rebound by B. Griffin,6,12
50,1,5:09.0,,Turnover by C. Paul (bad pass),6,12
51,1,4:58.0,T. Thompson makes 2-pt dunk at rim (assist by D. Williams),,8,12
52,1,4:58.0,,LA Clippers full timeout,8,12
53,1,4:39.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,8,12
54,1,4:37.0,Defensive rebound by D. Williams,,8,12
55,1,4:24.0,C. Frye misses 3-pt jump shot from 24 ft,,8,12
56,1,4:24.0,,Defensive rebound by C. Paul,8,12
57,1,4:09.0,,B. Griffin misses 2-pt jump shot from 18 ft,8,12
58,1,4:09.0,,Offensive rebound by D. Jordan,8,12
59,1,4:09.0,,D. Jordan misses 2-pt layup from 1 ft,8,12
60,1,4:09.0,,Offensive rebound by Team,8,12
61,1,4:09.0,Loose ball foul by C. Frye (drawn by D. Jordan),,8,12
62,1,4:09.0,,J. Crawford enters the game for L. Mbah a Moute,8,12
63,1,4:09.0,,A. Rivers enters the game for J. Redick,8,12
64,1,4:02.0,,C. Paul misses 3-pt jump shot from 24 ft,8,12
65,1,4:01.0,Defensive rebound by I. Shumpert,,8,12
66,1,3:43.0,C. Frye misses 3-pt jump shot from 25 ft,,8,12
67,1,3:41.0,,Defensive rebound by D. Jordan,8,12
68,1,3:29.0,,B. Griffin makes 2-pt hook shot from 5 ft,8,14
69,1,3:19.0,I. Shumpert misses 2-pt jump shot from 18 ft,,8,14
70,1,3:19.0,Offensive rebound by Team,,8,14
71,1,3:19.0,,Loose ball foul by C. Paul (drawn by T. Thompson),8,14
72,1,3:19.0,,M. Speights enters the game for D. Jordan,8,14
73,1,3:19.0,D. Williams enters the game for C. Frye,,8,14
74,1,3:19.0,D. Liggins enters the game for D. Williams,,8,14
75,1,3:19.0,,R. Felton enters the game for C. Paul,8,14
76,1,3:02.0,Personal foul by A. Rivers (drawn by I. Shumpert),,8,14
77,1,2:51.0,D. Liggins misses 2-pt layup from 2 ft (block by M. Speights),,8,14
78,1,2:50.0,,Defensive rebound by M. Speights,8,14
79,1,2:33.0,,J. Crawford misses 2-pt jump shot from 9 ft,8,14
80,1,2:31.0,Defensive rebound by R. Jefferson,,8,14
81,1,2:17.0,I. Shumpert makes 2-pt jump shot from 19 ft,,10,14
82,1,1:54.0,,R. Felton misses 3-pt jump shot from 24 ft,10,14
83,1,1:53.0,Defensive rebound by T. Thompson,,10,14
84,1,1:30.0,R. Jefferson makes 2-pt dunk from 1 ft,,12,14
85,1,1:04.0,,B. Griffin misses 2-pt jump shot from 20 ft,12,14
86,1,1:03.0,Defensive rebound by D. Liggins,,12,14
87,1,0:54.0,,Offensive charge foul by D. Liggins (drawn by M. Speights),12,14
88,1,0:54.0,Turnover by D. Liggins (offensive foul),,12,14
89,1,0:54.0,J. Smith enters the game for I. Shumpert,,12,14
90,1,0:42.0,,A. Rivers misses 3-pt jump shot from 29 ft,12,14
91,1,0:42.0,Defensive rebound by D. Williams,,12,14
92,1,0:28.0,J. Smith makes 2-pt jump shot from 19 ft,,14,14
93,1,0:06.0,,Turnover by M. Speights (lost ball),14,14
94,1,0:01.0,J. Smith makes 2-pt jump shot from 15 ft,,16,14
95,2,11:37.0,,A. Rivers misses 3-pt jump shot from 25 ft,16,14
96,2,11:34.0,Defensive rebound by D. Williams,,16,14
97,2,11:15.0,J. Smith misses 2-pt jump shot from 22 ft,,16,14
98,2,11:13.0,,Defensive rebound by P. Pierce,16,14
99,2,11:01.0,,M. Speights misses 2-pt jump shot from 13 ft,16,14
100,2,10:59.0,Defensive rebound by R. Jefferson,,16,14
101,2,10:51.0,R. Jefferson misses 3-pt jump shot from 24 ft,,16,14
102,2,10:50.0,,Defensive rebound by M. Speights,16,14
103,2,10:34.0,,A. Rivers makes 2-pt layup from 2 ft (assist by M. Speights),16,16
104,2,10:34.0,,Shooting foul by D. Liggins (drawn by A. Rivers),16,16
105,2,10:34.0,,A. Rivers misses free throw 1 of 1,16,16
106,2,10:34.0,Defensive rebound by R. Jefferson,,16,16
107,2,10:34.0,K. Felder enters the game for D. Liggins,,16,16
108,2,10:13.0,D. Williams misses 3-pt jump shot from 25 ft,,16,16
109,2,10:12.0,,Defensive rebound by M. Speights,16,16
110,2,10:09.0,,Shooting foul by J. Jones (drawn by J. Crawford),16,16
111,2,10:09.0,,J. Crawford makes free throw 1 of 2,16,17
112,2,10:09.0,,J. Crawford makes free throw 2 of 2,16,18
113,2,9:56.0,D. Williams misses 2-pt jump shot from 15 ft,,16,18
114,2,9:55.0,,Defensive rebound by P. Pierce,16,18
115,2,9:45.0,,M. Speights makes 2-pt layup from 2 ft (assist by P. Pierce),16,20
116,2,9:33.0,J. Smith makes 2-pt layup from 2 ft,,18,20
117,2,9:26.0,,Turnover by R. Felton (step out of bounds),18,20
