,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:45.0,J. Crowder misses 3-pt jump shot from 24 ft,,0,0
1,1,11:43.0,,Defensive rebound by T. Gibson,0,0
2,1,11:30.0,,R. Lopez misses 2-pt layup from 2 ft,0,0
3,1,11:29.0,Defensive rebound by J. Crowder,,0,0
4,1,11:17.0,I. Thomas misses 3-pt jump shot from 26 ft,,0,0
5,1,11:16.0,,Defensive rebound by M. Carter-Williams,0,0
6,1,11:10.0,,M. Carter-Williams makes 2-pt jump shot from 10 ft (assist by J. Butler),0,2
7,1,10:52.0,A. Horford makes 2-pt layup from 1 ft,,2,2
8,1,10:28.0,,J. Grant misses 3-pt jump shot from 25 ft,2,2
9,1,10:27.0,Defensive rebound by Team,,2,2
10,1,10:27.0,,Loose ball foul by R. Lopez (drawn by A. Johnson),2,2
11,1,10:13.0,M. Smart misses 2-pt jump shot from 21 ft,,2,2
12,1,10:12.0,,Defensive rebound by M. Carter-Williams,2,2
13,1,10:05.0,,M. Carter-Williams misses 2-pt layup from 3 ft (block by A. Johnson),2,2
14,1,10:03.0,Defensive rebound by A. Johnson,,2,2
15,1,9:52.0,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),,4,2
16,1,9:33.0,,J. Butler misses 2-pt layup from 2 ft (block by A. Johnson),4,2
17,1,9:33.0,,Offensive rebound by Team,4,2
18,1,9:29.0,,T. Gibson makes 2-pt jump shot from 10 ft (assist by J. Butler),4,4
19,1,9:16.0,A. Horford makes 2-pt jump shot from 20 ft (assist by I. Thomas),,6,4
20,1,8:59.0,,Turnover by R. Lopez (lost ball),6,4
21,1,8:56.0,A. Johnson makes 2-pt dunk at rim (assist by M. Smart),,8,4
22,1,8:56.0,,Chicago full timeout,8,4
23,1,8:39.0,,Def 3 sec tech foul by A. Horford,8,4
24,1,8:39.0,,J. Butler makes technical free throw,8,5
25,1,8:26.0,,T. Gibson makes 2-pt jump shot from 7 ft (assist by J. Butler),8,7
26,1,8:05.0,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),,10,7
27,1,7:42.0,,J. Butler misses 2-pt jump shot from 18 ft,10,7
28,1,7:41.0,Defensive rebound by I. Thomas,,10,7
29,1,7:25.0,A. Horford makes 3-pt jump shot from 24 ft,,13,7
30,1,7:16.0,,Personal foul by M. Smart (drawn by M. Carter-Williams),13,7
31,1,7:03.0,,M. Carter-Williams misses 2-pt jump shot from 12 ft,13,7
32,1,7:02.0,Defensive rebound by A. Horford,,13,7
33,1,6:58.0,Turnover by J. Crowder (lost ball),,13,7
34,1,6:36.0,,Turnover by T. Gibson (lost ball; steal by A. Johnson),13,7
35,1,6:25.0,I. Thomas makes 2-pt jump shot from 10 ft,,15,7
36,1,6:12.0,,M. Carter-Williams misses 2-pt layup from 2 ft,15,7
37,1,6:11.0,,Offensive rebound by R. Lopez,15,7
38,1,6:11.0,,R. Lopez makes 2-pt layup from 3 ft,15,9
39,1,5:59.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,17,9
40,1,5:38.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by R. Lopez),17,11
41,1,5:19.0,A. Johnson makes 2-pt hook shot from 2 ft,,19,11
42,1,4:56.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,19,11
43,1,4:56.0,,Offensive rebound by R. Lopez,19,11
