,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
40,1,6:05.0,M. Plumlee enters the game for K. O'Quinn,,13,17
41,1,6:05.0,C. Lee enters the game for R. Baker,,13,17
42,1,5:56.0,,A. Horford misses 2-pt jump shot from 14 ft,13,17
43,1,5:55.0,Defensive rebound by M. Plumlee,,13,17
44,1,5:44.0,,J. Brown enters the game for A. Johnson,13,17
45,1,5:44.0,,Violation by Team (jump ball),13,17
46,1,5:35.0,C. Anthony misses 2-pt jump shot from 18 ft,,13,17
47,1,5:33.0,,Defensive rebound by J. Crowder,13,17
48,1,5:20.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Crowder),13,20
49,1,5:03.0,C. Lee misses 3-pt jump shot from 26 ft,,13,20
50,1,5:02.0,,Defensive rebound by J. Crowder,13,20
51,1,4:52.0,,J. Crowder misses 2-pt layup from 3 ft,13,20
52,1,4:50.0,Defensive rebound by Team,,13,20
53,1,4:37.0,D. Rose makes 2-pt jump shot from 18 ft (assist by C. Lee),,15,20
54,1,4:15.0,,Shooting foul by C. Anthony (drawn by J. Brown),15,20
55,1,4:15.0,,J. Brown makes free throw 1 of 2,15,21
56,1,4:15.0,,J. Brown makes free throw 2 of 2,15,22
57,1,4:01.0,Turnover by D. Rose (bad pass; steal by M. Smart),,15,22
58,1,3:56.0,,J. Crowder makes 2-pt layup from 2 ft (assist by M. Smart),15,24
59,1,3:47.0,D. Rose makes 2-pt layup at rim,,17,24
60,1,3:21.0,,J. Crowder misses 3-pt jump shot from 23 ft,17,24
61,1,3:20.0,Defensive rebound by M. Plumlee,,17,24
62,1,3:13.0,Offensive foul by M. Plumlee (drawn by J. Crowder),,17,24
63,1,3:13.0,Turnover by M. Plumlee (offensive foul),,17,24
64,1,3:13.0,,K. Olynyk enters the game for A. Horford,17,24
65,1,3:13.0,,T. Rozier enters the game for M. Smart,17,24
66,1,2:58.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),17,26
67,1,2:49.0,Shooting foul by K. Olynyk (drawn by M. Kuzminskas),,17,26
68,1,2:49.0,New York full timeout,,17,26
69,1,2:49.0,M. Kuzminskas makes free throw 1 of 2,,18,26
70,1,2:49.0,M. Kuzminskas makes free throw 2 of 2,,19,26
71,1,2:33.0,,Shooting foul by M. Plumlee (drawn by J. Crowder),19,26
72,1,2:33.0,,J. Crowder makes free throw 1 of 2,19,27
73,1,2:33.0,J. Holiday enters the game for M. Kuzminskas,,19,27
74,1,2:33.0,,J. Jerebko enters the game for I. Thomas,19,27
75,1,2:33.0,,J. Crowder makes free throw 2 of 2,19,28
76,1,2:12.0,Turnover by J. Holiday (bad pass; steal by J. Jerebko),,19,28
77,1,2:06.0,,J. Brown misses 2-pt layup from 3 ft (block by M. Plumlee),19,28
78,1,2:05.0,Defensive rebound by C. Lee,,19,28
79,1,1:59.0,D. Rose makes 2-pt layup from 1 ft (assist by C. Lee),,21,28
80,1,1:39.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Rozier),21,30
81,1,1:28.0,M. Plumlee makes 2-pt layup from 3 ft (assist by D. Rose),,23,30
82,1,1:28.0,Shooting foul by J. Crowder (drawn by M. Plumlee),,23,30
83,1,1:28.0,M. Plumlee misses free throw 1 of 1,,23,30
84,1,1:28.0,B. Jennings enters the game for C. Anthony,,23,30
85,1,1:28.0,W. Hernangómez enters the game for D. Rose,,23,30
86,1,1:27.0,,Defensive rebound by Team,23,30
87,1,1:14.0,,K. Olynyk misses 2-pt jump shot from 6 ft (block by M. Plumlee),23,30
88,1,1:13.0,Defensive rebound by C. Lee,,23,30
89,1,1:00.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by C. Lee),,26,30
90,1,0:52.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk),26,32
91,1,0:35.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by B. Jennings),,28,32
92,1,0:25.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Olynyk),28,34
93,1,0:03.0,B. Jennings makes 3-pt jump shot from 25 ft (assist by C. Lee),,31,34
94,1,0:00.0,,J. Crowder misses 3-pt jump shot from 49 ft,31,34
95,1,0:00.0,,Offensive rebound by Team,31,34
96,2,11:44.0,,J. Jerebko makes 2-pt hook shot from 6 ft (assist by G. Green),31,36
97,2,11:26.0,W. Hernangómez misses 2-pt hook shot from 4 ft,,31,36
98,2,11:25.0,,Defensive rebound by J. Brown,31,36
99,2,11:09.0,,T. Rozier misses 3-pt jump shot from 26 ft,31,36
100,2,11:08.0,Defensive rebound by W. Hernangómez,,31,36
101,2,10:56.0,Turnover by B. Jennings (bad pass),,31,36
102,2,10:42.0,,K. Olynyk misses 3-pt jump shot from 26 ft,31,36
103,2,10:41.0,Defensive rebound by B. Jennings,,31,36
104,2,10:30.0,J. Holiday misses 3-pt jump shot from 23 ft,,31,36
105,2,10:29.0,,Defensive rebound by K. Olynyk,31,36
106,2,10:24.0,,Personal foul by W. Hernangómez (drawn by K. Olynyk),31,36
107,2,10:15.0,,G. Green misses 2-pt jump shot from 11 ft (block by C. Lee),31,36
108,2,10:14.0,Defensive rebound by J. Holiday,,31,36
109,2,10:07.0,B. Jennings misses 2-pt layup from 1 ft,,31,36
110,2,10:06.0,Offensive rebound by W. Hernangómez,,31,36
111,2,10:06.0,W. Hernangómez makes 2-pt layup from 1 ft,,33,36
112,2,9:57.0,,Personal foul by W. Hernangómez (drawn by K. Olynyk),33,36
113,2,9:50.0,,T. Rozier misses 2-pt jump shot from 6 ft,33,36
114,2,9:49.0,,Offensive rebound by Team,33,36
115,2,9:49.0,Loose ball foul by B. Jennings (drawn by K. Olynyk),,33,36
116,2,9:37.0,,Turnover by K. Olynyk (3 sec),33,36
117,2,9:21.0,W. Hernangómez makes 2-pt layup from 3 ft,,35,36
118,2,8:58.0,,G. Green misses 2-pt jump shot from 13 ft,35,36
119,2,8:57.0,Defensive rebound by J. Holiday,,35,36
120,2,8:50.0,Personal foul by G. Green (drawn by W. Hernangómez),,35,36
121,2,8:50.0,Official timeout,,35,36
122,2,8:43.0,W. Hernangómez misses 2-pt jump shot from 3 ft (block by J. Brown),,35,36
123,2,8:41.0,,Defensive rebound by J. Brown,35,36
124,2,8:36.0,,J. Jerebko makes 2-pt dunk at rim,35,38
125,2,8:20.0,M. Kuzminskas misses 2-pt layup from 3 ft,,35,38
126,2,8:19.0,Offensive rebound by M. Kuzminskas,,35,38
127,2,8:19.0,M. Kuzminskas misses 2-pt layup from 2 ft,,35,38
128,2,8:18.0,Offensive rebound by W. Hernangómez,,35,38
129,2,8:18.0,W. Hernangómez makes 2-pt layup from 1 ft,,37,38
130,2,8:01.0,,J. Brown misses 2-pt layup at rim,37,38
131,2,8:00.0,Defensive rebound by W. Hernangómez,,37,38
132,2,7:52.0,J. Holiday misses 3-pt jump shot from 25 ft,,37,38
133,2,7:51.0,Offensive rebound by C. Lee,,37,38
134,2,7:46.0,C. Lee makes 2-pt jump shot from 21 ft,,39,38
135,2,7:27.0,,G. Green misses 3-pt jump shot from 26 ft,39,38
136,2,7:26.0,Defensive rebound by C. Lee,,39,38
137,2,7:20.0,Shooting foul by T. Rozier (drawn by B. Jennings),,39,38
138,2,7:20.0,B. Jennings makes free throw 1 of 2,,40,38
139,2,7:20.0,,A. Johnson enters the game for J. Brown,40,38
140,2,7:20.0,,A. Horford enters the game for K. Olynyk,40,38
141,2,7:20.0,,M. Smart enters the game for J. Jerebko,40,38
142,2,7:20.0,,I. Thomas enters the game for G. Green,40,38
143,2,7:20.0,B. Jennings makes free throw 2 of 2,,41,38
144,2,7:04.0,,I. Thomas misses 2-pt jump shot from 5 ft,41,38
145,2,7:03.0,Defensive rebound by B. Jennings,,41,38
146,2,6:58.0,B. Jennings misses 3-pt jump shot from 25 ft,,41,38
147,2,6:57.0,,Defensive rebound by T. Rozier,41,38
148,2,6:51.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by T. Rozier),41,41
149,2,6:34.0,M. Kuzminskas misses 2-pt layup from 2 ft,,41,41
150,2,6:32.0,,Defensive rebound by A. Johnson,41,41
151,2,6:27.0,,T. Rozier misses 3-pt jump shot from 25 ft,41,41
152,2,6:25.0,Defensive rebound by B. Jennings,,41,41
153,2,6:18.0,J. Holiday makes 2-pt layup from 1 ft,,43,41
154,2,6:18.0,Shooting foul by M. Smart (drawn by J. Holiday),,43,41
155,2,6:18.0,J. Holiday makes free throw 1 of 1,,44,41
156,2,6:03.0,,T. Rozier misses 2-pt layup from 3 ft,44,41
157,2,6:02.0,Defensive rebound by J. Holiday,,44,41
158,2,5:57.0,M. Kuzminskas misses 2-pt layup from 1 ft (block by M. Smart),,44,41
159,2,5:56.0,Offensive rebound by W. Hernangómez,,44,41
160,2,5:55.0,W. Hernangómez makes 2-pt dunk at rim,,46,41
161,2,5:46.0,,I. Thomas makes 2-pt layup from 1 ft,46,43
162,2,5:38.0,W. Hernangómez makes 2-pt dunk at rim (assist by B. Jennings),,48,43
163,2,5:38.0,,Boston full timeout,48,43
164,2,5:38.0,,J. Crowder enters the game for T. Rozier,48,43
165,2,5:38.0,R. Baker enters the game for J. Holiday,,48,43
166,2,5:23.0,,A. Horford misses 2-pt jump shot from 11 ft,48,43
167,2,5:22.0,Defensive rebound by W. Hernangómez,,48,43
168,2,5:09.0,B. Jennings makes 3-pt jump shot from 26 ft,,51,43
169,2,4:52.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),51,46
170,2,4:38.0,B. Jennings misses 3-pt jump shot from 25 ft,,51,46
171,2,4:37.0,,Defensive rebound by I. Thomas,51,46
172,2,4:30.0,,I. Thomas makes 2-pt layup from 1 ft,51,48
173,2,4:23.0,Offensive foul by R. Baker (drawn by J. Crowder),,51,48
174,2,4:23.0,Turnover by R. Baker (offensive foul),,51,48
175,2,4:23.0,C. Anthony enters the game for M. Kuzminskas,,51,48
176,2,4:23.0,D. Rose enters the game for R. Baker,,51,48
177,2,4:00.0,,A. Horford misses 3-pt jump shot from 23 ft,51,48
178,2,3:59.0,,Offensive rebound by A. Johnson,51,48
179,2,3:55.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Johnson),51,50
180,2,3:37.0,W. Hernangómez misses 2-pt hook shot from 4 ft,,51,50
181,2,3:36.0,,Defensive rebound by A. Horford,51,50
182,2,3:30.0,,M. Smart misses 3-pt jump shot from 24 ft,51,50
183,2,3:29.0,Defensive rebound by C. Lee,,51,50
184,2,3:23.0,D. Rose makes 2-pt layup at rim (assist by C. Lee),,53,50
185,2,3:17.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Horford),53,52
186,2,2:56.0,Shooting foul by A. Johnson (drawn by B. Jennings),,53,52
187,2,2:56.0,New York full timeout,,53,52
188,2,2:56.0,B. Jennings misses free throw 1 of 2,,53,52
189,2,2:56.0,Offensive rebound by Team,,53,52
190,2,2:56.0,M. Plumlee enters the game for W. Hernangómez,,53,52
191,2,2:56.0,,J. Jerebko enters the game for A. Johnson,53,52
192,2,2:56.0,B. Jennings makes free throw 2 of 2,,54,52
193,2,2:43.0,,A. Horford misses 3-pt jump shot from 25 ft,54,52
194,2,2:43.0,Defensive rebound by Team,,54,52
195,2,2:43.0,J. Holiday enters the game for B. Jennings,,54,52
196,2,2:31.0,D. Rose makes 2-pt jump shot from 19 ft,,56,52
197,2,2:13.0,,A. Horford misses 2-pt jump shot from 14 ft,56,52
198,2,2:12.0,Defensive rebound by C. Anthony,,56,52
199,2,1:47.0,D. Rose misses 2-pt jump shot from 6 ft,,56,52
200,2,1:46.0,Offensive rebound by M. Plumlee,,56,52
201,2,1:42.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,59,52
202,2,1:28.0,,I. Thomas makes 2-pt layup at rim,59,54
203,2,1:11.0,D. Rose makes 2-pt jump shot from 18 ft (assist by C. Lee),,61,54
204,2,0:55.0,,A. Horford misses 3-pt jump shot from 26 ft,61,54
205,2,0:54.0,Defensive rebound by J. Holiday,,61,54
206,2,0:38.0,Shooting foul by J. Crowder (drawn by J. Holiday),,61,54
207,2,0:38.0,J. Holiday makes free throw 1 of 2,,62,54
208,2,0:38.0,J. Holiday makes free throw 2 of 2,,63,54
209,2,0:31.0,,J. Jerebko misses 2-pt jump shot from 23 ft,63,54
210,2,0:30.0,Defensive rebound by M. Plumlee,,63,54
211,2,0:08.0,C. Anthony misses 3-pt jump shot from 28 ft,,63,54
212,2,0:08.0,,Defensive rebound by J. Crowder,63,54
213,2,0:01.0,,I. Thomas misses 3-pt jump shot from 31 ft,63,54
214,2,0:00.0,,Offensive rebound by Team,63,54
215,3,11:49.0,,J. Crowder misses 2-pt layup from 1 ft,63,54
216,3,11:48.0,Defensive rebound by M. Kuzminskas,,63,54
217,3,11:33.0,M. Kuzminskas makes 3-pt jump shot from 27 ft (assist by D. Rose),,66,54
218,3,11:18.0,,I. Thomas misses 3-pt jump shot from 24 ft,66,54
219,3,11:17.0,Defensive rebound by M. Kuzminskas,,66,54
220,3,11:11.0,C. Anthony misses 3-pt jump shot from 27 ft,,66,54
221,3,11:10.0,,Defensive rebound by A. Johnson,66,54
222,3,11:03.0,,Shooting foul by R. Baker (drawn by I. Thomas),66,54
223,3,11:03.0,,I. Thomas makes free throw 1 of 2,66,55
224,3,11:03.0,,I. Thomas makes free throw 2 of 2,66,56
225,3,10:45.0,Shooting foul by A. Johnson (drawn by D. Rose),,66,56
226,3,10:45.0,D. Rose makes free throw 1 of 2,,67,56
227,3,10:45.0,D. Rose makes free throw 2 of 2,,68,56
228,3,10:28.0,,I. Thomas makes 3-pt jump shot from 27 ft (assist by M. Smart),68,59
229,3,10:14.0,Turnover by D. Rose (bad pass; steal by I. Thomas),,68,59
230,3,10:02.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by A. Johnson),68,62
231,3,10:02.0,New York full timeout,,68,62
232,3,9:46.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by M. Kuzminskas),,71,62
233,3,9:33.0,,Personal foul by D. Rose (drawn by M. Smart),71,62
234,3,9:22.0,,A. Horford misses 3-pt jump shot from 26 ft,71,62
235,3,9:20.0,,Offensive rebound by M. Smart,71,62
236,3,9:17.0,,A. Johnson makes 2-pt hook shot from 6 ft (assist by A. Horford),71,64
237,3,9:01.0,D. Rose misses 2-pt layup from 1 ft,,71,64
238,3,9:00.0,,Defensive rebound by A. Johnson,71,64
239,3,8:47.0,,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),71,66
240,3,8:23.0,M. Kuzminskas misses 3-pt jump shot from 29 ft,,71,66
241,3,8:22.0,Offensive rebound by C. Anthony,,71,66
242,3,8:14.0,M. Kuzminskas makes 2-pt layup from 1 ft (assist by C. Anthony),,73,66
243,3,8:14.0,Shooting foul by A. Johnson (drawn by M. Kuzminskas),,73,66
244,3,8:14.0,M. Plumlee enters the game for K. O'Quinn,,73,66
245,3,8:14.0,M. Kuzminskas makes free throw 1 of 1,,74,66
246,3,8:01.0,,Shooting foul by R. Baker (drawn by I. Thomas),74,66
247,3,8:01.0,,I. Thomas makes free throw 1 of 2,74,67
248,3,8:01.0,C. Lee enters the game for R. Baker,,74,67
249,3,8:01.0,,I. Thomas makes free throw 2 of 2,74,68
250,3,7:50.0,Personal foul by J. Crowder (drawn by C. Anthony),,74,68
251,3,7:44.0,C. Anthony misses 3-pt jump shot from 27 ft,,74,68
252,3,7:43.0,,Defensive rebound by A. Horford,74,68
253,3,7:28.0,,A. Johnson makes 2-pt layup from 1 ft (assist by A. Horford),74,70
254,3,7:09.0,D. Rose misses 2-pt jump shot from 21 ft,,74,70
255,3,7:08.0,,Defensive rebound by A. Johnson,74,70
256,3,7:03.0,,Turnover by I. Thomas (bad pass; steal by D. Rose),74,70
257,3,6:54.0,M. Kuzminskas makes 2-pt layup from 1 ft,,76,70
258,3,6:39.0,,I. Thomas misses 3-pt jump shot from 26 ft,76,70
259,3,6:38.0,,Offensive rebound by I. Thomas,76,70
260,3,6:38.0,,Shooting foul by C. Anthony (drawn by I. Thomas),76,70
261,3,6:38.0,,I. Thomas makes free throw 1 of 2,76,71
262,3,6:38.0,,K. Olynyk enters the game for A. Horford,76,71
263,3,6:38.0,,I. Thomas makes free throw 2 of 2,76,72
264,3,6:26.0,D. Rose misses 2-pt dunk at rim (block by A. Johnson),,76,72
265,3,6:26.0,Offensive rebound by Team,,76,72
266,3,6:26.0,New York full timeout,,76,72
267,3,6:24.0,C. Anthony misses 2-pt jump shot from 17 ft,,76,72
268,3,6:23.0,Offensive rebound by M. Plumlee,,76,72
269,3,6:14.0,D. Rose makes 2-pt jump shot from 6 ft (assist by C. Anthony),,78,72
270,3,5:54.0,,K. Olynyk misses 2-pt jump shot from 5 ft (block by D. Rose),78,72
271,3,5:53.0,,Offensive rebound by K. Olynyk,78,72
272,3,5:52.0,,K. Olynyk misses 2-pt layup at rim (block by D. Rose),78,72
273,3,5:50.0,Defensive rebound by C. Anthony,,78,72
274,3,5:39.0,C. Anthony misses 3-pt jump shot from 25 ft,,78,72
275,3,5:38.0,,Defensive rebound by Team,78,72
276,3,5:38.0,Loose ball foul by M. Plumlee (drawn by M. Smart),,78,72
277,3,5:38.0,,M. Smart makes free throw 1 of 2,78,73
278,3,5:38.0,,J. Mickey enters the game for A. Johnson,78,73
279,3,5:38.0,,M. Smart makes free throw 2 of 2,78,74
280,3,5:18.0,Turnover by M. Plumlee (lost ball; steal by J. Mickey),,78,74
281,3,5:11.0,,Shooting foul by M. Kuzminskas (drawn by J. Crowder),78,74
282,3,5:11.0,,J. Crowder makes free throw 1 of 2,78,75
283,3,5:11.0,,J. Crowder misses free throw 2 of 2,78,75
284,3,5:09.0,Defensive rebound by Team,,78,75
285,3,4:46.0,C. Anthony misses 2-pt layup from 3 ft,,78,75
286,3,4:45.0,Offensive rebound by Team,,78,75
287,3,4:45.0,Turnover by Team (shot clock),,78,75
288,3,4:34.0,,Personal foul by M. Plumlee (drawn by J. Mickey),78,75
289,3,4:34.0,,J. Mickey makes free throw 1 of 2,78,76
290,3,4:34.0,W. Hernangómez enters the game for M. Plumlee,,78,76
291,3,4:34.0,B. Jennings enters the game for D. Rose,,78,76
292,3,4:34.0,,J. Mickey makes free throw 2 of 2,78,77
293,3,4:14.0,W. Hernangómez misses 2-pt jump shot from 9 ft (block by J. Mickey),,78,77
294,3,4:13.0,,Defensive rebound by J. Crowder,78,77
295,3,4:04.0,,I. Thomas misses 3-pt jump shot from 25 ft,78,77
296,3,4:03.0,Defensive rebound by M. Kuzminskas,,78,77
297,3,3:55.0,C. Anthony misses 3-pt jump shot from 27 ft,,78,77
298,3,3:54.0,Offensive rebound by C. Lee,,78,77
299,3,3:51.0,Turnover by M. Kuzminskas (step out of bounds),,78,77
300,3,3:51.0,,T. Rozier enters the game for I. Thomas,78,77
301,3,3:35.0,,J. Crowder misses 3-pt jump shot from 25 ft,78,77
302,3,3:33.0,Defensive rebound by M. Kuzminskas,,78,77
303,3,3:28.0,C. Lee makes 2-pt layup from 2 ft (assist by M. Kuzminskas),,80,77
304,3,3:12.0,,M. Smart misses 3-pt jump shot from 28 ft,80,77
305,3,3:11.0,Defensive rebound by W. Hernangómez,,80,77
306,3,2:59.0,W. Hernangómez misses 2-pt jump shot from 5 ft (block by J. Mickey),,80,77
307,3,2:58.0,,Defensive rebound by J. Crowder,80,77
308,3,2:54.0,,J. Crowder makes 2-pt layup from 1 ft,80,79
309,3,2:26.0,C. Lee makes 2-pt jump shot from 11 ft,,82,79
310,3,2:11.0,,J. Mickey misses 2-pt layup from 1 ft,82,79
311,3,2:10.0,Defensive rebound by W. Hernangómez,,82,79
312,3,2:03.0,W. Hernangómez makes 2-pt layup at rim (assist by C. Lee),,84,79
313,3,1:46.0,,M. Smart misses 2-pt jump shot from 8 ft,84,79
314,3,1:45.0,Defensive rebound by W. Hernangómez,,84,79
315,3,1:43.0,,Boston full timeout,84,79
316,3,1:43.0,J. Holiday enters the game for M. Kuzminskas,,84,79
317,3,1:43.0,,J. Brown enters the game for M. Smart,84,79
318,3,1:43.0,,A. Horford enters the game for K. Olynyk,84,79
319,3,1:22.0,C. Lee misses 2-pt jump shot from 23 ft,,84,79
320,3,1:21.0,Offensive rebound by W. Hernangómez,,84,79
321,3,1:16.0,W. Hernangómez makes 2-pt layup from 2 ft,,86,79
322,3,1:03.0,,J. Crowder makes 2-pt layup at rim (assist by A. Horford),86,81
323,3,0:38.0,Turnover by C. Anthony (bad pass; steal by T. Rozier),,86,81
324,3,0:34.0,,T. Rozier misses 2-pt layup from 2 ft,86,81
325,3,0:33.0,,Offensive rebound by J. Brown,86,81
326,3,0:33.0,,J. Brown makes 2-pt layup from 1 ft,86,83
327,3,0:10.0,C. Anthony makes 2-pt jump shot from 14 ft,,88,83
328,3,0:03.0,,T. Rozier misses 2-pt layup from 2 ft (block by B. Jennings),88,83
329,3,0:02.0,,Offensive rebound by Team,88,83
330,3,0:02.0,,K. Olynyk enters the game for J. Mickey,88,83
331,3,0:02.0,,I. Thomas enters the game for J. Brown,88,83
332,3,0:00.0,,I. Thomas misses 3-pt jump shot from 26 ft,88,83
333,3,0:00.0,,Offensive rebound by Team,88,83
334,4,11:41.0,Turnover by J. Holiday (bad pass; steal by A. Horford),,88,83
335,4,11:37.0,,Shooting foul by J. Holiday (drawn by T. Rozier),88,83
336,4,11:37.0,,T. Rozier makes free throw 1 of 2,88,84
337,4,11:37.0,,T. Rozier makes free throw 2 of 2,88,85
338,4,11:20.0,W. Hernangómez makes 2-pt dunk at rim (assist by B. Jennings),,90,85
339,4,11:20.0,Shooting foul by T. Rozier (drawn by W. Hernangómez),,90,85
340,4,11:20.0,W. Hernangómez makes free throw 1 of 1,,91,85
341,4,10:59.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Holiday),91,85
342,4,10:58.0,,Offensive rebound by I. Thomas,91,85
343,4,10:55.0,,A. Horford misses 2-pt jump shot from 21 ft,91,85
344,4,10:53.0,Defensive rebound by J. Holiday,,91,85
345,4,10:50.0,Personal foul by J. Brown (drawn by B. Jennings),,91,85
346,4,10:36.0,Turnover by W. Hernangómez (3 sec),,91,85
347,4,10:24.0,,J. Brown makes 2-pt layup from 3 ft (assist by A. Horford),91,87
348,4,10:24.0,,Shooting foul by J. Holiday (drawn by J. Brown),91,87
349,4,10:24.0,D. Rose enters the game for M. Kuzminskas,,91,87
350,4,10:24.0,,J. Brown makes free throw 1 of 1,91,88
351,4,10:04.0,B. Jennings makes 2-pt jump shot from 16 ft (assist by W. Hernangómez),,93,88
352,4,9:46.0,,Shooting foul by D. Rose (drawn by J. Brown),93,88
353,4,9:46.0,,J. Brown misses free throw 1 of 2,93,88
354,4,9:46.0,,Offensive rebound by Team,93,88
355,4,9:46.0,,J. Brown makes free throw 2 of 2,93,89
356,4,9:27.0,D. Rose makes 2-pt layup at rim,,95,89
357,4,9:16.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Horford),95,92
358,4,9:01.0,J. Holiday misses 2-pt jump shot from 21 ft,,95,92
359,4,9:00.0,,Defensive rebound by J. Brown,95,92
360,4,8:55.0,,Shooting foul by C. Lee (drawn by I. Thomas),95,92
361,4,8:55.0,Official timeout,,95,92
362,4,8:55.0,,I. Thomas makes free throw 1 of 2,95,93
363,4,8:55.0,M. Plumlee enters the game for W. Hernangómez,,95,92
364,4,8:55.0,,I. Thomas makes free throw 2 of 2,95,94
365,4,8:42.0,D. Rose makes 2-pt jump shot from 20 ft (assist by M. Plumlee),,97,94
366,4,8:18.0,,I. Thomas misses 3-pt jump shot from 28 ft,97,94
367,4,8:16.0,Defensive rebound by D. Rose,,97,94
368,4,8:03.0,C. Lee misses 2-pt jump shot from 19 ft,,97,94
369,4,8:02.0,,Defensive rebound by J. Jerebko,97,94
370,4,7:57.0,,Shooting block foul by C. Lee (drawn by J. Brown),97,94
371,4,7:57.0,,J. Brown makes free throw 1 of 2,97,95
372,4,7:57.0,,J. Brown makes free throw 2 of 2,97,96
373,4,7:39.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by B. Jennings),,100,96
374,4,7:19.0,,I. Thomas misses 2-pt jump shot from 18 ft,100,96
375,4,7:18.0,Defensive rebound by C. Lee,,100,96
376,4,7:10.0,C. Lee makes 3-pt jump shot from 26 ft,,103,96
377,4,7:10.0,,Boston full timeout,103,96
378,4,7:10.0,,A. Johnson enters the game for A. Horford,103,96
379,4,7:10.0,,M. Smart enters the game for J. Brown,103,96
380,4,7:10.0,,J. Crowder enters the game for T. Rozier,103,96
