,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
0,1,11:39.0,Turnover by J. Redick (lost ball; steal by D. Booker),,0,0
1,1,11:30.0,,M. Chriss makes 2-pt layup at rim (assist by D. Booker),0,2
2,1,11:17.0,Personal foul by D. Booker,,0,2
3,1,11:09.0,B. Griffin makes 2-pt jump shot from 20 ft,,2,2
4,1,10:55.0,,Offensive foul by A. Len (drawn by J. Redick),2,2
5,1,10:55.0,,Turnover by A. Len (offensive foul),2,2
6,1,10:41.0,B. Griffin misses 2-pt jump shot from 20 ft,,2,2
7,1,10:40.0,Offensive rebound by D. Jordan,,2,2
8,1,10:37.0,Turnover by L. Mbah a Moute (traveling),,2,2
9,1,10:18.0,,D. Booker misses 2-pt jump shot from 18 ft,2,2
10,1,10:16.0,Defensive rebound by C. Paul,,2,2
11,1,10:14.0,Shooting foul by M. Chriss (drawn by B. Griffin),,2,2
12,1,10:14.0,B. Griffin makes free throw 1 of 2,,3,2
13,1,10:14.0,B. Griffin makes free throw 2 of 2,,4,2
14,1,10:05.0,,Shooting foul by B. Griffin (drawn by A. Len),4,2
15,1,10:05.0,,A. Len makes free throw 1 of 2,4,3
16,1,10:05.0,,A. Len makes free throw 2 of 2,4,4
17,1,9:58.0,Turnover by J. Redick (bad pass; steal by T. Ulis),,4,4
18,1,9:53.0,,T. Warren makes 2-pt jump shot from 3 ft (assist by T. Ulis),4,6
19,1,9:45.0,C. Paul makes 2-pt jump shot from 8 ft,,6,6
20,1,9:35.0,,T. Ulis misses 2-pt jump shot from 16 ft,6,6
21,1,9:35.0,Defensive rebound by C. Paul,,6,6
22,1,9:24.0,Turnover by L. Mbah a Moute (step out of bounds),,6,6
23,1,9:11.0,,A. Len makes 2-pt layup from 1 ft (assist by D. Booker),6,8
24,1,8:56.0,C. Paul misses 2-pt jump shot from 7 ft (block by A. Len),,6,8
25,1,8:55.0,,Defensive rebound by D. Booker,6,8
26,1,8:52.0,,M. Chriss makes 2-pt dunk at rim (assist by D. Booker),6,10
27,1,8:38.0,J. Redick misses 2-pt jump shot from 20 ft,,6,10
28,1,8:37.0,Offensive rebound by D. Jordan,,6,10
29,1,8:37.0,D. Jordan makes 2-pt layup at rim,,8,10
30,1,8:29.0,,D. Booker makes 2-pt layup from 1 ft (assist by T. Ulis),8,12
31,1,8:29.0,,Shooting foul by J. Redick (drawn by D. Booker),8,12
32,1,8:29.0,,D. Booker makes free throw 1 of 1,8,13
33,1,8:17.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,11,13
34,1,7:54.0,,D. Booker makes 2-pt jump shot from 19 ft,11,15
35,1,7:40.0,J. Redick misses 3-pt jump shot from 25 ft,,11,15
36,1,7:40.0,Offensive rebound by C. Paul,,11,15
37,1,7:27.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,11,15
38,1,7:27.0,Offensive rebound by D. Jordan,,11,15
39,1,7:22.0,C. Paul makes 3-pt jump shot from 25 ft (assist by D. Jordan),,14,15
