,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
0,1,11:45.0,,J. Wall makes 2-pt layup from 3 ft,0,2
1,1,11:27.0,J. Henson makes 2-pt jump shot from 7 ft (assist by T. Snell),,2,2
2,1,11:14.0,,M. Morris misses 2-pt jump shot from 10 ft (block by J. Henson),2,2
3,1,11:13.0,Defensive rebound by T. Snell,,2,2
4,1,11:06.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,2,2
5,1,11:04.0,,Defensive rebound by M. Morris,2,2
6,1,10:58.0,,O. Porter misses 2-pt layup from 2 ft,2,2
7,1,10:57.0,,Offensive rebound by M. Gortat,2,2
8,1,10:55.0,,M. Gortat misses 2-pt jump shot from 3 ft,2,2
9,1,10:54.0,,Offensive rebound by M. Gortat,2,2
10,1,10:53.0,,M. Gortat misses 2-pt layup from 2 ft,2,2
11,1,10:52.0,,Offensive rebound by O. Porter,2,2
12,1,10:51.0,,J. Wall misses 3-pt jump shot from 22 ft,2,2
13,1,10:50.0,Defensive rebound by T. Snell,,2,2
14,1,10:40.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,4,2
15,1,10:29.0,,B. Beal misses 2-pt jump shot from 14 ft,4,2
16,1,10:28.0,Defensive rebound by J. Henson,,4,2
17,1,10:18.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,4,2
18,1,10:18.0,,Defensive rebound by M. Gortat,4,2
19,1,10:06.0,,Turnover by J. Wall (bad pass),4,2
20,1,9:49.0,Turnover by J. Henson (bad pass; steal by M. Morris),,4,2
21,1,9:34.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by J. Wall),4,4
22,1,9:13.0,Turnover by G. Antetokounmpo (bad pass),,4,4
23,1,9:03.0,,M. Morris misses 2-pt jump shot from 17 ft,4,4
24,1,9:00.0,Defensive rebound by G. Antetokounmpo,,4,4
25,1,8:43.0,J. Parker misses 2-pt jump shot from 18 ft,,4,4
26,1,8:42.0,,Defensive rebound by M. Gortat,4,4
27,1,8:38.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),4,6
28,1,8:27.0,Personal foul by J. Wall (drawn by M. Dellavedova),,4,6
29,1,8:20.0,J. Parker makes 2-pt layup from 1 ft (assist by M. Dellavedova),,6,6
30,1,8:13.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),6,8
31,1,7:58.0,T. Snell misses 2-pt jump shot from 21 ft,,6,8
32,1,7:57.0,,Defensive rebound by M. Morris,6,8
33,1,7:49.0,,J. Wall misses 2-pt jump shot from 17 ft,6,8
34,1,7:48.0,,Offensive rebound by M. Gortat,6,8
