,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
106,2,10:30.0,,L. Mbah a Moute enters the game for P. Pierce,23,24
107,2,10:30.0,,J. Redick makes free throw 2 of 2,23,25
108,2,10:07.0,Turnover by J. Johnson (step out of bounds),,23,25
109,2,9:55.0,,B. Bass misses 2-pt layup from 1 ft (block by D. Favors),23,25
110,2,9:53.0,Defensive rebound by J. Johnson,,23,25
111,2,9:49.0,Personal foul by J. Redick,,23,25
112,2,9:49.0,D. Exum enters the game for R. Hood,,23,25
113,2,9:49.0,R. Gobert enters the game for D. Favors,,23,25
114,2,9:36.0,Turnover by R. Neto (bad pass; steal by B. Bass),,23,25
115,2,9:35.0,,Personal foul by R. Neto (drawn by R. Felton),23,25
116,2,9:35.0,G. Hill enters the game for R. Neto,,23,25
117,2,9:18.0,,R. Felton misses 2-pt jump shot from 19 ft,23,25
118,2,9:15.0,Defensive rebound by R. Gobert,,23,25
119,2,9:07.0,Shooting foul by R. Felton (drawn by R. Gobert),,23,25
120,2,9:07.0,R. Gobert misses free throw 1 of 2,,23,25
121,2,9:07.0,Offensive rebound by Team,,23,25
122,2,9:07.0,R. Gobert makes free throw 2 of 2,,24,25
123,2,8:46.0,,Turnover by L. Mbah a Moute (bad pass; steal by R. Gobert),24,25
124,2,8:34.0,J. Johnson makes 2-pt jump shot from 19 ft,,26,25
125,2,8:22.0,,J. Crawford misses 3-pt jump shot from 27 ft,26,25
126,2,8:21.0,Defensive rebound by G. Hill,,26,25
127,2,8:13.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),,28,25
128,2,8:13.0,,LA Clippers full timeout,28,25
129,2,8:13.0,,C. Paul enters the game for R. Felton,28,25
130,2,8:13.0,,D. Jordan enters the game for B. Bass,28,25
131,2,8:13.0,G. Hayward enters the game for J. Ingles,,28,25
132,2,8:13.0,B. Diaw enters the game for J. Johnson,,28,25
133,2,7:59.0,,J. Crawford makes 2-pt jump shot from 17 ft,28,27
134,2,7:45.0,Turnover by G. Hill (lost ball),,28,27
135,2,7:45.0,,M. Speights enters the game for J. Crawford,28,27
136,2,7:31.0,,J. Redick makes 2-pt layup from 2 ft (assist by C. Paul),28,29
137,2,7:09.0,Turnover by B. Diaw (bad pass; steal by D. Jordan),,28,29
138,2,6:58.0,,Turnover by M. Speights (bad pass; steal by G. Hayward),28,29
139,2,6:42.0,B. Diaw makes 3-pt jump shot from 26 ft (assist by G. Hill),,31,29
140,2,6:26.0,,Shooting foul by G. Hayward (drawn by L. Mbah a Moute),31,29
141,2,6:26.0,,L. Mbah a Moute makes free throw 1 of 2,31,30
142,2,6:26.0,,L. Mbah a Moute makes free throw 2 of 2,31,31
143,2,6:01.0,R. Gobert makes 2-pt layup from 3 ft (assist by B. Diaw),,33,31
144,2,5:47.0,,C. Paul makes 2-pt jump shot from 14 ft,33,33
145,2,5:44.0,Utah full timeout,,33,33
146,2,5:44.0,J. Johnson enters the game for B. Diaw,,33,33
147,2,5:44.0,J. Ingles enters the game for D. Exum,,33,33
148,2,5:44.0,,Violation by J. Redick (kicked ball),33,33
149,2,5:38.0,Turnover by G. Hill (bad pass; steal by L. Mbah a Moute),,33,33
150,2,5:30.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Redick),33,36
151,2,5:02.0,J. Johnson misses 3-pt jump shot from 27 ft,,33,36
152,2,5:01.0,,Defensive rebound by J. Redick,33,36
153,2,4:53.0,,D. Jordan misses 2-pt layup from 6 ft (block by R. Gobert),33,36
154,2,4:52.0,Defensive rebound by J. Johnson,,33,36
155,2,4:45.0,J. Ingles misses 3-pt jump shot from 27 ft,,33,36
156,2,4:44.0,,Defensive rebound by D. Jordan,33,36
157,2,4:41.0,,Personal take foul by G. Hayward (drawn by C. Paul),33,36
158,2,4:41.0,R. Hood enters the game for J. Ingles,,33,36
159,2,4:41.0,,A. Rivers enters the game for M. Speights,33,36
160,2,4:27.0,,J. Redick misses 3-pt jump shot from 27 ft,33,36
161,2,4:26.0,Defensive rebound by J. Johnson,,33,36
162,2,4:03.0,J. Johnson misses 2-pt jump shot from 18 ft,,33,36
163,2,4:03.0,Offensive rebound by G. Hayward,,33,36
164,2,4:03.0,G. Hayward makes 2-pt layup from 2 ft,,35,36
165,2,4:03.0,Shooting foul by D. Jordan (drawn by G. Hayward),,35,36
166,2,4:03.0,G. Hayward makes free throw 1 of 1,,36,36
167,2,3:46.0,,J. Redick makes 2-pt jump shot from 3 ft (assist by A. Rivers),36,38
168,2,3:32.0,G. Hayward misses 2-pt jump shot from 9 ft,,36,38
169,2,3:29.0,,Defensive rebound by D. Jordan,36,38
170,2,3:10.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),36,40
171,2,2:50.0,J. Johnson makes 2-pt hook shot from 3 ft,,38,40
172,2,2:42.0,,Personal foul by J. Johnson (drawn by L. Mbah a Moute),38,40
173,2,2:42.0,Official timeout,,38,40
174,2,2:42.0,,L. Mbah a Moute makes free throw 1 of 2,38,41
175,2,2:42.0,,L. Mbah a Moute makes free throw 2 of 2,38,42
176,2,2:18.0,J. Johnson misses 3-pt jump shot from 28 ft,,38,42
177,2,2:17.0,,Defensive rebound by D. Jordan,38,42
178,2,2:11.0,,Turnover by C. Paul (bad pass; steal by R. Hood),38,42
179,2,2:06.0,R. Hood makes 2-pt dunk at rim,,40,42
180,2,1:53.0,,Offensive foul by D. Jordan (drawn by G. Hill),40,42
181,2,1:53.0,,Turnover by D. Jordan (offensive foul),40,42
182,2,1:53.0,,M. Speights enters the game for D. Jordan,40,42
183,2,1:37.0,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Johnson),,43,42
184,2,1:15.0,,C. Paul misses 2-pt jump shot from 19 ft,43,42
185,2,1:13.0,Defensive rebound by R. Hood,,43,42
186,2,1:01.0,R. Hood misses 3-pt jump shot from 26 ft,,43,42
187,2,1:00.0,,Defensive rebound by L. Mbah a Moute,43,42
188,2,0:57.0,,Shooting foul by R. Hood (drawn by M. Speights),43,42
189,2,0:57.0,,M. Speights makes free throw 1 of 2,43,43
190,2,0:57.0,,M. Speights misses free throw 2 of 2,43,43
191,2,0:55.0,Defensive rebound by R. Gobert,,43,43
192,2,0:39.0,G. Hill makes 3-pt jump shot from 26 ft (assist by G. Hayward),,46,43
193,2,0:28.0,,C. Paul misses 2-pt jump shot from 8 ft,46,43
194,2,0:26.0,,Offensive rebound by Team,46,43
195,2,0:26.0,,LA Clippers full timeout,46,43
196,2,0:26.0,,J. Crawford enters the game for L. Mbah a Moute,46,43
197,2,0:26.0,J. Ingles enters the game for G. Hayward,,46,43
198,2,0:06.0,,M. Speights misses 2-pt jump shot from 19 ft,46,43
199,2,0:05.0,Defensive rebound by J. Johnson,,46,43
200,2,0:01.0,G. Hill misses 2-pt layup from 2 ft,,46,43
201,2,0:00.0,Offensive rebound by Team,,46,43
202,3,11:35.0,G. Hill makes 2-pt jump shot from 13 ft (assist by G. Hayward),,48,43
203,3,11:09.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,48,43
204,3,11:08.0,Defensive rebound by J. Ingles,,48,43
205,3,10:49.0,G. Hayward misses 3-pt jump shot from 27 ft,,48,43
206,3,10:48.0,,Defensive rebound by D. Jordan,48,43
207,3,10:22.0,,P. Pierce misses 2-pt jump shot from 15 ft,48,43
208,3,10:20.0,Defensive rebound by R. Gobert,,48,43
209,3,10:13.0,G. Hill misses 3-pt jump shot from 27 ft,,48,43
210,3,10:11.0,,Defensive rebound by D. Jordan,48,43
211,3,10:03.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),48,45
212,3,9:39.0,B. Diaw makes 2-pt hook shot from 6 ft,,50,45
213,3,9:23.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,50,45
214,3,9:22.0,Defensive rebound by G. Hill,,50,45
215,3,9:18.0,Personal foul by P. Pierce (drawn by B. Diaw),,50,45
216,3,9:11.0,Turnover by B. Diaw (bad pass; steal by L. Mbah a Moute),,50,45
217,3,9:05.0,,C. Paul makes 2-pt jump shot from 3 ft,50,47
218,3,8:35.0,G. Hill misses 3-pt jump shot from 24 ft,,50,47
219,3,8:34.0,,Defensive rebound by J. Redick,50,47
220,3,8:28.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by C. Paul),50,50
221,3,8:11.0,G. Hayward misses 3-pt jump shot from 26 ft,,50,50
222,3,8:10.0,Offensive rebound by R. Gobert,,50,50
223,3,8:03.0,B. Diaw makes 3-pt jump shot from 26 ft (assist by R. Gobert),,53,50
224,3,7:53.0,,C. Paul makes 2-pt jump shot from 15 ft,53,52
225,3,7:36.0,J. Ingles misses 3-pt jump shot from 27 ft,,53,52
226,3,7:34.0,,Defensive rebound by L. Mbah a Moute,53,52
227,3,7:31.0,,Personal foul by B. Diaw (drawn by C. Paul),53,52
228,3,7:31.0,R. Hood enters the game for J. Ingles,,53,52
229,3,7:23.0,,Personal foul by R. Gobert (drawn by C. Paul),53,52
230,3,7:09.0,,Turnover by P. Pierce (bad pass; steal by R. Gobert),53,52
231,3,6:47.0,B. Diaw misses 2-pt jump shot from 11 ft,,53,52
232,3,6:44.0,,Defensive rebound by J. Redick,53,52
233,3,6:40.0,,Turnover by C. Paul (bad pass; steal by R. Gobert),53,52
234,3,6:38.0,Turnover by R. Hood (bad pass; steal by L. Mbah a Moute),,53,52
235,3,6:19.0,,J. Redick misses 2-pt jump shot from 5 ft,53,52
236,3,6:16.0,Defensive rebound by G. Hayward,,53,52
237,3,5:56.0,G. Hayward makes 2-pt jump shot from 7 ft,,55,52
238,3,5:56.0,,LA Clippers full timeout,55,52
239,3,5:56.0,,A. Rivers enters the game for J. Redick,55,52
240,3,5:56.0,,J. Crawford enters the game for P. Pierce,55,52
241,3,5:56.0,J. Ingles enters the game for B. Diaw,,55,52
242,3,5:56.0,J. Johnson enters the game for G. Hill,,55,52
243,3,5:39.0,,C. Paul misses 2-pt jump shot from 14 ft,55,52
244,3,5:35.0,Defensive rebound by G. Hayward,,55,52
245,3,5:28.0,G. Hayward misses 3-pt jump shot from 26 ft,,55,52
246,3,5:27.0,,Defensive rebound by C. Paul,55,52
247,3,5:14.0,,Turnover by A. Rivers (bad pass; steal by R. Gobert),55,52
248,3,4:56.0,R. Hood misses 3-pt jump shot from 26 ft,,55,52
249,3,4:54.0,,Defensive rebound by L. Mbah a Moute,55,52
250,3,4:43.0,,A. Rivers misses 2-pt layup from 4 ft,55,52
251,3,4:39.0,Defensive rebound by J. Johnson,,55,52
252,3,4:37.0,Personal foul by A. Rivers (drawn by G. Hayward),,55,52
253,3,4:29.0,R. Hood misses 2-pt layup from 3 ft (block by D. Jordan),,55,52
254,3,4:29.0,Offensive rebound by Team,,55,52
255,3,4:23.0,Turnover by G. Hayward (lost ball; steal by C. Paul),,55,52
256,3,4:23.0,,Personal foul by G. Hayward (drawn by C. Paul),55,52
257,3,4:11.0,,J. Crawford misses 2-pt jump shot from 18 ft,55,52
258,3,4:10.0,Defensive rebound by J. Johnson,,55,52
259,3,3:51.0,R. Gobert misses 2-pt jump shot from 6 ft,,55,52
260,3,3:50.0,,Defensive rebound by C. Paul,55,52
261,3,3:43.0,,C. Paul misses 2-pt jump shot from 15 ft,55,52
262,3,3:42.0,Defensive rebound by G. Hayward,,55,52
263,3,3:27.0,G. Hayward misses 2-pt jump shot from 11 ft,,55,52
264,3,3:27.0,Offensive rebound by Team,,55,52
265,3,3:27.0,,Loose ball foul by C. Paul (drawn by R. Gobert),55,52
266,3,3:27.0,Utah full timeout,,55,52
267,3,3:27.0,D. Favors enters the game for R. Gobert,,55,52
268,3,3:27.0,,W. Johnson enters the game for L. Mbah a Moute,55,52
269,3,3:18.0,Turnover by R. Hood (bad pass; steal by W. Johnson),,55,52
270,3,3:10.0,,Shooting foul by R. Hood (drawn by A. Rivers),55,52
271,3,3:10.0,,A. Rivers makes free throw 1 of 2,55,53
272,3,3:10.0,R. Neto enters the game for R. Hood,,55,53
273,3,3:10.0,,A. Rivers makes free throw 2 of 2,55,54
274,3,2:58.0,Personal foul by J. Crawford (drawn by J. Ingles),,55,54
275,3,2:58.0,,R. Felton enters the game for C. Paul,55,54
276,3,2:51.0,Turnover by D. Favors (offensive foul),,55,54
277,3,2:51.0,Offensive foul by D. Favors (drawn by A. Rivers),,55,54
278,3,2:39.0,,Turnover by A. Rivers (bad pass; steal by J. Johnson),55,54
279,3,2:31.0,J. Ingles misses 3-pt jump shot from 24 ft,,55,54
280,3,2:30.0,,Defensive rebound by W. Johnson,55,54
281,3,2:16.0,,J. Crawford misses 2-pt jump shot from 13 ft,55,54
282,3,2:14.0,Defensive rebound by R. Neto,,55,54
283,3,2:07.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,57,54
284,3,1:43.0,,Turnover by J. Crawford (bad pass; steal by G. Hayward),57,54
285,3,1:24.0,J. Johnson makes 2-pt jump shot from 16 ft,,59,54
286,3,1:07.0,,Personal block foul by D. Favors (drawn by R. Felton),59,54
287,3,1:07.0,,R. Felton makes free throw 1 of 2,59,55
288,3,1:07.0,,M. Speights enters the game for D. Jordan,59,55
289,3,1:07.0,R. Hood enters the game for J. Ingles,,59,55
290,3,1:07.0,,R. Felton makes free throw 2 of 2,59,56
291,3,0:46.0,J. Johnson makes 3-pt jump shot from 27 ft,,62,56
292,3,0:39.0,,J. Crawford makes 2-pt layup from 3 ft,62,58
293,3,0:31.0,J. Johnson misses 2-pt jump shot from 8 ft,,62,58
294,3,0:29.0,Offensive rebound by J. Johnson,,62,58
295,3,0:29.0,J. Johnson misses 2-pt layup from 8 ft,,62,58
296,3,0:26.0,,Defensive rebound by M. Speights,62,58
297,3,0:08.0,,J. Crawford misses 2-pt layup from 3 ft,62,58
298,3,0:07.0,,Offensive rebound by M. Speights,62,58
299,3,0:06.0,,M. Speights misses 2-pt layup from 2 ft (block by R. Neto),62,58
300,3,0:05.0,Defensive rebound by D. Favors,,62,58
301,3,0:00.0,G. Hayward makes 2-pt dunk at rim (assist by R. Hood),,64,58
302,4,11:41.0,,R. Felton misses 2-pt layup from 2 ft,64,58
303,4,11:40.0,Defensive rebound by R. Hood,,64,58
304,4,11:33.0,D. Favors makes 2-pt dunk at rim (assist by J. Johnson),,66,58
305,4,11:17.0,,C. Paul enters the game for A. Rivers,66,58
306,4,11:07.0,,C. Paul misses 3-pt jump shot from 24 ft,66,58
307,4,11:06.0,,Offensive rebound by Team,66,58
308,4,11:06.0,,Turnover by Team (shot clock),66,58
309,4,10:53.0,R. Hood misses 2-pt jump shot from 19 ft,,66,58
310,4,10:53.0,,Defensive rebound by Team,66,58
311,4,10:40.0,,Turnover by M. Speights (bad pass),66,58
312,4,10:40.0,,D. Jordan enters the game for M. Speights,66,58
313,4,10:40.0,,J. Redick enters the game for J. Crawford,66,58
314,4,10:33.0,Personal foul by C. Paul (drawn by J. Ingles),,66,58
315,4,10:33.0,,LA Clippers full timeout,66,58
316,4,10:26.0,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Ingles),,69,58
317,4,9:55.0,,Shooting foul by R. Neto (drawn by J. Redick),69,58
318,4,9:55.0,,J. Redick makes free throw 1 of 3,69,59
319,4,9:55.0,,J. Redick makes free throw 2 of 3,69,60
320,4,9:55.0,,J. Redick makes free throw 3 of 3,69,61
321,4,9:37.0,R. Hood misses 2-pt jump shot from 6 ft,,69,61
322,4,9:35.0,,Defensive rebound by R. Felton,69,61
323,4,9:27.0,,Shooting foul by J. Ingles (drawn by J. Redick),69,61
324,4,9:27.0,,J. Redick makes free throw 1 of 2,69,62
325,4,9:27.0,R. Gobert enters the game for D. Favors,,69,62
326,4,9:27.0,G. Hill enters the game for R. Neto,,69,62
327,4,9:27.0,,J. Redick makes free throw 2 of 2,69,63
328,4,9:06.0,R. Hood misses 2-pt jump shot from 5 ft,,69,63
329,4,9:04.0,Offensive rebound by R. Gobert,,69,63
330,4,8:59.0,Personal foul by D. Jordan (drawn by J. Johnson),,69,63
331,4,8:59.0,G. Hayward enters the game for R. Hood,,69,63
332,4,8:52.0,Personal foul by C. Paul (drawn by R. Gobert),,69,63
333,4,8:38.0,R. Gobert misses 2-pt jump shot from 7 ft,,69,63
334,4,8:38.0,Offensive rebound by Team,,69,63
335,4,8:38.0,Turnover by Team (shot clock),,69,63
336,4,8:29.0,,C. Paul makes 3-pt jump shot from 26 ft,69,66
337,4,8:02.0,J. Johnson misses 2-pt jump shot from 8 ft,,69,66
338,4,8:00.0,,Defensive rebound by R. Felton,69,66
339,4,7:43.0,,C. Paul makes 3-pt jump shot from 25 ft,69,69
340,4,7:43.0,Utah full timeout,,69,69
341,4,7:43.0,R. Hood enters the game for J. Johnson,,69,69
342,4,7:29.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by R. Hood),,71,69
343,4,7:07.0,,J. Redick misses 3-pt jump shot from 28 ft,71,69
344,4,7:06.0,Defensive rebound by R. Gobert,,71,69
345,4,6:56.0,R. Hood makes 3-pt jump shot from 27 ft (assist by G. Hill),,74,69
346,4,6:51.0,,Personal foul by J. Ingles (drawn by C. Paul),74,69
347,4,6:39.0,,R. Felton misses 2-pt jump shot from 19 ft,74,69
348,4,6:36.0,Defensive rebound by R. Gobert,,74,69
349,4,6:32.0,Personal foul by R. Felton (drawn by G. Hill),,74,69
350,4,6:13.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by G. Hill),,77,69
351,4,5:57.0,,C. Paul misses 3-pt jump shot from 26 ft,77,69
352,4,5:56.0,Defensive rebound by R. Hood,,77,69
353,4,5:39.0,R. Hood misses 3-pt jump shot from 27 ft,,77,69
354,4,5:38.0,,Defensive rebound by C. Paul,77,69
355,4,5:32.0,,Personal foul by G. Hayward (drawn by D. Jordan),77,69
356,4,5:32.0,,J. Crawford enters the game for R. Felton,77,69
357,4,5:25.0,,J. Redick makes 2-pt jump shot from 13 ft (assist by L. Mbah a Moute),77,71
358,4,5:03.0,Offensive foul by R. Gobert (drawn by J. Crawford),,77,71
359,4,5:03.0,Turnover by R. Gobert (offensive foul),,77,71
360,4,5:03.0,J. Johnson enters the game for G. Hill,,77,71
361,4,4:50.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),77,73
362,4,4:24.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,79,73
363,4,4:02.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by L. Mbah a Moute),79,76
364,4,3:43.0,Shooting block foul by J. Redick (drawn by R. Gobert),,79,76
365,4,3:43.0,R. Gobert misses free throw 1 of 2,,79,76
366,4,3:43.0,Offensive rebound by Team,,79,76
367,4,3:43.0,G. Hill enters the game for J. Ingles,,79,76
368,4,3:43.0,R. Gobert makes free throw 2 of 2,,80,76
369,4,3:28.0,,C. Paul makes 2-pt layup from 1 ft,80,78
370,4,3:04.0,G. Hill misses 3-pt jump shot from 26 ft,,80,78
371,4,3:03.0,Offensive rebound by G. Hayward,,80,78
372,4,2:59.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Hayward),,83,78
373,4,2:59.0,,LA Clippers full timeout,83,78
374,4,2:59.0,Official timeout,,83,78
375,4,2:47.0,,Shooting foul by G. Hill (drawn by D. Jordan),83,78
376,4,2:47.0,,D. Jordan misses free throw 1 of 2,83,78
377,4,2:47.0,,Offensive rebound by Team,83,78
378,4,2:47.0,,D. Jordan makes free throw 2 of 2,83,79
379,4,2:34.0,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Johnson),,86,79
380,4,2:23.0,,Shooting foul by R. Gobert (drawn by D. Jordan),86,79
381,4,2:23.0,,D. Jordan makes 2-pt layup from 1 ft (assist by J. Crawford),86,81
382,4,2:23.0,,D. Jordan misses free throw 1 of 1,86,81
383,4,2:22.0,Defensive rebound by R. Gobert,,86,81
384,4,2:01.0,J. Johnson misses 2-pt jump shot from 12 ft,,86,81
385,4,2:00.0,,Defensive rebound by D. Jordan,86,81
386,4,1:52.0,,C. Paul misses 2-pt jump shot from 8 ft,86,81
387,4,1:50.0,Defensive rebound by G. Hill,,86,81
