,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
377,4,6:18.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Holiday),100,111
378,4,5:53.0,K. Irving makes 2-pt jump shot from 14 ft (assist by L. James),,102,111
379,4,5:39.0,,J. Holiday makes 2-pt jump shot from 15 ft,102,113
380,4,5:23.0,Shooting foul by D. Cunningham (drawn by K. Love),,102,113
381,4,5:23.0,K. Love makes free throw 1 of 2,,103,113
382,4,5:23.0,K. Love misses free throw 2 of 2,,103,113
383,4,5:21.0,,Defensive rebound by D. Cunningham,103,113
384,4,5:11.0,,L. Galloway misses 3-pt jump shot from 28 ft,103,113
385,4,5:07.0,Defensive rebound by K. Irving,,103,113
386,4,5:00.0,Cleveland full timeout,,103,113
387,4,5:00.0,,S. Hill enters the game for E. Moore,103,113
388,4,4:57.0,Turnover by K. Love (bad pass; steal by J. Holiday),,103,113
389,4,4:53.0,,T. Jones makes 2-pt layup from 1 ft (assist by S. Hill),103,115
390,4,4:42.0,K. Irving makes 3-pt jump shot from 27 ft,,106,115
391,4,4:18.0,,D. Cunningham misses 3-pt jump shot from 23 ft,106,115
392,4,4:15.0,Defensive rebound by K. Love,,106,115
393,4,4:09.0,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),,109,115
394,4,3:51.0,,Shooting foul by K. Irving (drawn by J. Holiday),109,115
395,4,3:51.0,,J. Holiday makes free throw 1 of 2,109,116
396,4,3:51.0,,J. Holiday makes free throw 2 of 2,109,117
397,4,3:37.0,K. Irving misses 2-pt jump shot from 4 ft (block by T. Jones),,109,117
398,4,3:36.0,Offensive rebound by Team,,109,117
399,4,3:35.0,Shooting foul by J. Holiday (drawn by R. Jefferson),,109,117
400,4,3:35.0,R. Jefferson misses free throw 1 of 2,,109,117
401,4,3:35.0,Offensive rebound by Team,,109,117
402,4,3:35.0,R. Jefferson misses free throw 2 of 2,,109,117
403,4,3:33.0,,Defensive rebound by T. Jones,109,117
404,4,3:20.0,,D. Cunningham misses 3-pt jump shot from 23 ft,109,117
405,4,3:17.0,,Offensive rebound by L. Galloway,109,117
406,4,3:17.0,Loose ball foul by K. Irving (drawn by L. Galloway),,109,117
407,4,3:15.0,,J. Holiday misses 2-pt jump shot from 4 ft,109,117
408,4,3:14.0,Defensive rebound by K. Love,,109,117
409,4,3:01.0,L. James misses 2-pt jump shot from 4 ft (block by T. Jones),,109,117
410,4,3:00.0,,Defensive rebound by L. Galloway,109,117
411,4,2:45.0,,New Orleans full timeout,109,117
412,4,2:39.0,,Turnover by J. Holiday (lost ball; steal by K. Irving),109,117
413,4,2:35.0,K. Irving misses 2-pt layup from 2 ft (block by D. Cunningham),,109,117
414,4,2:34.0,Offensive rebound by Team,,109,117
415,4,2:34.0,,E. Moore enters the game for L. Galloway,109,117
416,4,2:33.0,L. James makes 2-pt layup from 1 ft (assist by K. Irving),,111,117
417,4,2:09.0,,J. Holiday misses 2-pt jump shot from 6 ft,111,117
418,4,2:08.0,Defensive rebound by R. Jefferson,,111,117
419,4,1:58.0,Shooting foul by J. Holiday (drawn by K. Irving),,111,117
420,4,1:58.0,K. Irving makes free throw 1 of 3,,112,117
421,4,1:58.0,K. Irving makes free throw 2 of 3,,113,117
422,4,1:58.0,,L. Galloway enters the game for S. Hill,113,117
423,4,1:58.0,K. Irving makes free throw 3 of 3,,114,117
424,4,1:39.0,,T. Jones makes 2-pt layup from 2 ft,114,119
425,4,1:39.0,Cleveland full timeout,,114,119
426,4,1:32.0,L. James makes 2-pt layup from 2 ft (assist by K. Love),,116,119
427,4,1:11.0,,Shooting foul by L. James (drawn by T. Jones),116,119
428,4,1:11.0,,T. Jones misses free throw 1 of 2,116,119
429,4,1:11.0,,Offensive rebound by Team,116,119
430,4,1:11.0,,S. Hill enters the game for D. Cunningham,116,119
431,4,1:11.0,,T. Jones makes free throw 2 of 2,116,120
432,4,0:58.0,K. Irving misses 3-pt jump shot from 26 ft,,116,120
433,4,0:58.0,,Defensive rebound by S. Hill,116,120
434,4,0:58.0,Personal foul by L. Galloway (drawn by R. Jefferson),,116,120
435,4,0:58.0,,Personal foul by R. Jefferson,116,120
436,4,0:58.0,Turnover by L. James (double personal),,116,120
437,4,0:48.0,,New Orleans full timeout,116,120
438,4,0:48.0,I. Shumpert enters the game for K. Korver,,116,120
439,4,0:38.0,,J. Holiday misses 2-pt jump shot from 18 ft,116,120
440,4,0:36.0,Defensive rebound by K. Love,,116,120
441,4,0:29.0,Turnover by L. James (lost ball; steal by L. Galloway),,116,120
442,4,0:28.0,,Personal take foul by R. Jefferson (drawn by L. Galloway),116,120
443,4,0:28.0,,L. Galloway makes free throw 1 of 2,116,121
444,4,0:28.0,,L. Galloway makes free throw 2 of 2,116,122
445,4,0:28.0,Cleveland full timeout,,116,122
446,4,0:28.0,K. Korver enters the game for I. Shumpert,,116,122
447,4,0:28.0,,D. Cunningham enters the game for L. Galloway,116,122
448,4,0:21.0,K. Irving makes 3-pt jump shot from 26 ft,,119,122
449,4,0:12.0,,Personal take foul by R. Jefferson (drawn by S. Hill),119,122
450,4,0:12.0,,S. Hill misses free throw 1 of 2,119,122
451,4,0:12.0,,Offensive rebound by Team,119,122
452,4,0:12.0,I. Shumpert enters the game for R. Jefferson,,119,122
453,4,0:12.0,,S. Hill makes free throw 2 of 2,119,123
454,4,0:07.0,K. Irving misses 3-pt jump shot from 28 ft,,119,123
455,4,0:06.0,,Defensive rebound by T. Jones,119,123
456,4,0:04.0,,Personal take foul by I. Shumpert (drawn by T. Jones),119,123
457,4,0:04.0,,T. Jones misses free throw 1 of 2,119,123
458,4,0:04.0,,Offensive rebound by Team,119,123
459,4,0:04.0,,T. Jones makes free throw 2 of 2,119,124
460,4,0:02.0,K. Love makes 3-pt jump shot from 27 ft (assist by K. Irving),,122,124
