,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
80,1,1:20.0,,Offensive rebound by T. McConnell,22,25
81,1,1:17.0,,D. Šarić makes 2-pt jump shot from 14 ft (assist by T. McConnell),22,27
82,1,1:00.0,M. Smart misses 3-pt jump shot from 25 ft,,22,27
83,1,0:59.0,,Defensive rebound by D. Šarić,22,27
84,1,0:49.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. McConnell),22,30
85,1,0:33.0,T. Rozier misses 2-pt jump shot from 21 ft,,22,30
86,1,0:31.0,,Defensive rebound by H. Thompson,22,30
87,1,0:14.0,,T. McConnell misses 2-pt jump shot from 10 ft,22,30
88,1,0:12.0,Defensive rebound by T. Rozier,,22,30
89,2,11:40.0,Personal foul by E. İlyasova (drawn by A. Horford),,22,30
90,2,11:31.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Crowder),,24,30
91,2,11:22.0,Violation by J. Crowder (kicked ball),,24,30
92,2,11:08.0,,N. Stauskas misses 2-pt layup from 1 ft,24,30
93,2,11:07.0,,Offensive rebound by D. Šarić,24,30
94,2,11:03.0,,Shooting foul by M. Smart (drawn by E. İlyasova),24,30
95,2,11:03.0,,E. İlyasova makes free throw 1 of 2,24,31
96,2,11:03.0,,E. İlyasova makes free throw 2 of 2,24,32
97,2,10:53.0,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),,26,32
98,2,10:31.0,,D. Šarić misses 2-pt jump shot from 16 ft,26,32
99,2,10:29.0,Defensive rebound by J. Brown,,26,32
100,2,10:23.0,J. Brown misses 2-pt layup from 2 ft,,26,32
101,2,10:20.0,,Defensive rebound by D. Šarić,26,32
102,2,10:09.0,,T. McConnell makes 2-pt jump shot from 8 ft,26,34
103,2,9:57.0,M. Smart makes 2-pt layup from 2 ft (assist by J. Brown),,28,34
104,2,9:49.0,,Turnover by D. Šarić (traveling),28,34
105,2,9:49.0,,J. Okafor enters the game for D. Šarić,28,34
106,2,9:49.0,G. Green enters the game for J. Brown,,28,34
107,2,9:25.0,Personal foul by H. Thompson (drawn by G. Green),,28,34
108,2,9:18.0,M. Smart misses 3-pt jump shot from 25 ft,,28,34
109,2,9:17.0,,Defensive rebound by T. McConnell,28,34
110,2,9:08.0,,T. McConnell misses 2-pt jump shot from 10 ft,28,34
111,2,9:07.0,Defensive rebound by M. Smart,,28,34
112,2,9:02.0,Personal foul by N. Stauskas (drawn by A. Horford),,28,34
113,2,9:02.0,,S. Rodríguez enters the game for T. McConnell,28,34
114,2,8:53.0,G. Green misses 3-pt jump shot from 24 ft,,28,34
115,2,8:52.0,,Defensive rebound by N. Stauskas,28,34
116,2,8:47.0,,Turnover by N. Stauskas (lost ball; steal by M. Smart),28,34
117,2,8:44.0,Shooting foul by N. Stauskas (drawn by G. Green),,28,34
118,2,8:44.0,Official timeout,,28,34
119,2,8:44.0,G. Green makes free throw 1 of 2,,29,34
120,2,8:44.0,G. Green misses free throw 2 of 2,,29,34
121,2,8:44.0,,G. Henderson enters the game for N. Stauskas,29,34
122,2,8:44.0,,T. Luwawu-Cabarrot enters the game for H. Thompson,29,34
123,2,8:42.0,,Defensive rebound by E. İlyasova,29,34
124,2,8:29.0,,Turnover by E. İlyasova (bad pass; steal by G. Green),29,34
125,2,8:09.0,G. Green misses 2-pt jump shot from 10 ft,,29,34
126,2,8:08.0,,Defensive rebound by T. Luwawu-Cabarrot,29,34
127,2,7:56.0,,J. Okafor misses 2-pt hook shot from 3 ft,29,34
128,2,7:54.0,Defensive rebound by T. Rozier,,29,34
129,2,7:48.0,T. Rozier misses 2-pt jump shot from 6 ft,,29,34
130,2,7:47.0,,Defensive rebound by T. Luwawu-Cabarrot,29,34
131,2,7:42.0,,Personal foul by M. Smart (drawn by S. Rodríguez),29,34
132,2,7:32.0,,Shooting foul by J. Crowder (drawn by G. Henderson),29,34
133,2,7:32.0,,G. Henderson misses free throw 1 of 2,29,34
134,2,7:32.0,,Offensive rebound by Team,29,34
135,2,7:32.0,,G. Henderson makes free throw 2 of 2,29,35
136,2,7:14.0,T. Rozier misses 3-pt jump shot from 24 ft,,29,35
137,2,7:12.0,,Defensive rebound by E. İlyasova,29,35
138,2,6:56.0,,J. Okafor misses 2-pt jump shot from 6 ft,29,35
139,2,6:55.0,Defensive rebound by M. Smart,,29,35
140,2,6:55.0,,Loose ball foul by J. Okafor (drawn by M. Smart),29,35
141,2,6:55.0,M. Smart misses free throw 1 of 2,,29,35
142,2,6:55.0,Offensive rebound by Team,,29,35
143,2,6:55.0,K. Olynyk enters the game for A. Horford,,29,35
144,2,6:55.0,J. Jerebko enters the game for T. Rozier,,29,35
145,2,6:55.0,I. Thomas enters the game for G. Green,,29,35
146,2,6:55.0,M. Smart makes free throw 2 of 2,,30,35
147,2,6:45.0,,S. Rodríguez makes 3-pt jump shot from 24 ft,30,38
148,2,6:28.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by I. Thomas),,33,38
149,2,6:22.0,,Turnover by S. Rodríguez (bad pass),33,38
150,2,6:22.0,A. Bradley enters the game for M. Smart,,33,38
151,2,6:13.0,I. Thomas makes 2-pt jump shot from 15 ft,,35,38
152,2,5:56.0,,S. Rodríguez makes 3-pt jump shot from 24 ft,35,41
153,2,5:35.0,A. Bradley misses 3-pt jump shot from 24 ft,,35,41
154,2,5:34.0,,Defensive rebound by J. Okafor,35,41
155,2,5:29.0,,Philadelphia full timeout,35,41
156,2,5:14.0,,Shooting foul by J. Jerebko (drawn by T. Luwawu-Cabarrot),35,41
157,2,5:14.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,35,42
158,2,5:14.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,35,43
159,2,4:57.0,,D. Šarić enters the game for E. İlyasova,35,43
160,2,4:48.0,A. Bradley misses 3-pt jump shot from 26 ft,,35,43
161,2,4:48.0,Offensive rebound by Team,,35,43
162,2,4:48.0,Turnover by Team (shot clock),,35,43
163,2,4:38.0,A. Horford enters the game for J. Jerebko,,35,43
164,2,4:38.0,M. Smart enters the game for K. Olynyk,,35,43
165,2,4:27.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),35,46
166,2,4:12.0,I. Thomas makes 2-pt jump shot from 21 ft,,37,46
167,2,3:55.0,,Turnover by J. Okafor (traveling),37,46
168,2,3:55.0,T. Zeller enters the game for J. Crowder,,37,46
169,2,3:46.0,Turnover by I. Thomas (bad pass; steal by J. Okafor),,37,46
170,2,3:31.0,,J. Okafor misses 2-pt hook shot from 8 ft,37,46
171,2,3:29.0,Defensive rebound by A. Bradley,,37,46
172,2,3:21.0,A. Bradley makes 2-pt jump shot from 20 ft,,39,46
173,2,2:58.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,39,46
174,2,2:55.0,,Offensive rebound by Team,39,46
175,2,2:55.0,Boston full timeout,,39,46
176,2,2:55.0,,H. Thompson enters the game for T. Luwawu-Cabarrot,39,46
177,2,2:48.0,,S. Rodríguez misses 2-pt layup from 2 ft,39,46
178,2,2:46.0,Defensive rebound by A. Horford,,39,46
179,2,2:26.0,A. Bradley misses 3-pt jump shot from 26 ft,,39,46
180,2,2:24.0,,Defensive rebound by S. Rodríguez,39,46
181,2,2:12.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by G. Henderson),39,49
182,2,1:54.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Bradley),,42,49
183,2,1:33.0,,G. Henderson misses 3-pt jump shot from 24 ft,42,49
184,2,1:32.0,Defensive rebound by A. Bradley,,42,49
185,2,1:25.0,I. Thomas misses 2-pt jump shot from 4 ft,,42,49
186,2,1:24.0,,Defensive rebound by D. Šarić,42,49
187,2,1:24.0,Loose ball foul by T. Zeller (drawn by D. Šarić),,42,49
188,2,1:24.0,,D. Šarić makes free throw 1 of 2,42,50
189,2,1:24.0,,T. McConnell enters the game for S. Rodríguez,42,50
190,2,1:24.0,,D. Šarić makes free throw 2 of 2,42,51
191,2,1:08.0,A. Horford misses 2-pt hook shot from 5 ft,,42,51
192,2,1:06.0,,Defensive rebound by G. Henderson,42,51
193,2,0:49.0,,G. Henderson makes 2-pt layup from 1 ft,42,53
194,2,0:42.0,A. Bradley misses 2-pt jump shot from 14 ft,,42,53
195,2,0:40.0,,Defensive rebound by D. Šarić,42,53
196,2,0:34.0,,D. Šarić misses 3-pt jump shot from 27 ft,42,53
197,2,0:32.0,Defensive rebound by A. Bradley,,42,53
198,2,0:12.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by M. Smart),,45,53
199,2,0:09.0,,Philadelphia full timeout,45,53
200,2,0:09.0,J. Crowder enters the game for I. Thomas,,45,53
201,2,0:09.0,J. Brown enters the game for T. Zeller,,45,53
202,2,0:00.0,,T. McConnell misses 2-pt jump shot from 7 ft,45,53
203,2,0:00.0,,Offensive rebound by Team,45,53
204,3,11:44.0,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),,47,53
205,3,11:29.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),47,56
206,3,11:13.0,A. Bradley makes 2-pt jump shot from 19 ft,,49,56
207,3,11:01.0,,Personal foul by J. Crowder (drawn by G. Henderson),49,56
208,3,10:50.0,,E. İlyasova misses 3-pt jump shot from 27 ft,49,56
209,3,10:48.0,Defensive rebound by A. Johnson,,49,56
210,3,10:40.0,A. Bradley makes 2-pt jump shot from 19 ft,,51,56
211,3,10:39.0,,Philadelphia full timeout,51,56
212,3,10:21.0,,N. Stauskas misses 3-pt jump shot from 27 ft,51,56
213,3,10:19.0,Defensive rebound by I. Thomas,,51,56
214,3,9:59.0,A. Horford misses 2-pt jump shot from 7 ft,,51,56
215,3,9:57.0,,Defensive rebound by J. Okafor,51,56
216,3,9:43.0,,G. Henderson misses 2-pt jump shot from 19 ft,51,56
217,3,9:42.0,Defensive rebound by A. Bradley,,51,56
218,3,9:33.0,A. Bradley misses 3-pt jump shot from 26 ft,,51,56
219,3,9:31.0,,Defensive rebound by S. Rodríguez,51,56
220,3,9:29.0,,Shooting foul by A. Johnson (drawn by E. İlyasova),51,56
221,3,9:29.0,,E. İlyasova makes 2-pt layup from 3 ft (assist by S. Rodríguez),51,58
222,3,9:29.0,,E. İlyasova makes free throw 1 of 1,51,59
223,3,9:11.0,Personal foul by G. Henderson (drawn by A. Horford),,51,59
224,3,8:59.0,A. Johnson makes 2-pt hook shot from 4 ft (assist by A. Horford),,53,59
225,3,8:48.0,,Personal block foul by A. Bradley (drawn by S. Rodríguez),53,59
226,3,8:40.0,,S. Rodríguez misses 2-pt jump shot from 16 ft,53,59
227,3,8:39.0,,Offensive rebound by Team,53,59
228,3,8:39.0,Loose ball foul by A. Horford (drawn by E. İlyasova),,53,59
229,3,8:31.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by S. Rodríguez),53,61
230,3,8:23.0,Shooting foul by J. Okafor (drawn by I. Thomas),,53,61
231,3,8:23.0,I. Thomas makes free throw 1 of 2,,54,61
232,3,8:23.0,I. Thomas makes free throw 2 of 2,,55,61
233,3,8:10.0,,Personal foul by I. Thomas (drawn by N. Stauskas),55,61
234,3,8:10.0,,N. Stauskas makes free throw 1 of 2,55,62
235,3,8:10.0,,N. Stauskas makes free throw 2 of 2,55,63
236,3,7:50.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Johnson),,58,63
237,3,7:34.0,,J. Okafor makes 2-pt jump shot from 5 ft,58,65
238,3,7:24.0,Shooting foul by J. Okafor (drawn by I. Thomas),,58,65
239,3,7:24.0,I. Thomas makes free throw 1 of 2,,59,65
240,3,7:24.0,M. Smart enters the game for A. Horford,,59,65
241,3,7:24.0,I. Thomas makes free throw 2 of 2,,60,65
242,3,7:04.0,,E. İlyasova misses 2-pt layup from 2 ft,60,65
243,3,7:03.0,Defensive rebound by J. Crowder,,60,65
244,3,6:53.0,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),,62,65
245,3,6:44.0,,E. İlyasova misses 3-pt jump shot from 23 ft,62,65
246,3,6:42.0,Defensive rebound by J. Crowder,,62,65
247,3,6:36.0,I. Thomas misses 2-pt jump shot from 8 ft,,62,65
248,3,6:34.0,Offensive rebound by A. Bradley,,62,65
249,3,6:23.0,I. Thomas misses 2-pt layup from 2 ft (block by J. Okafor),,62,65
250,3,6:23.0,Offensive rebound by Team,,62,65
251,3,6:23.0,,D. Šarić enters the game for J. Okafor,62,65
252,3,6:23.0,,R. Holmes enters the game for G. Henderson,62,65
253,3,6:13.0,J. Crowder misses 2-pt jump shot from 19 ft,,62,65
254,3,6:12.0,,Defensive rebound by E. İlyasova,62,65
255,3,6:01.0,,Turnover by S. Rodríguez (lost ball; steal by A. Bradley),62,65
256,3,5:47.0,A. Bradley makes 2-pt jump shot from 17 ft,,64,65
257,3,5:34.0,,N. Stauskas misses 2-pt jump shot from 19 ft,64,65
258,3,5:33.0,Defensive rebound by I. Thomas,,64,65
259,3,5:29.0,Shooting foul by N. Stauskas (drawn by I. Thomas),,64,65
260,3,5:29.0,I. Thomas makes free throw 1 of 3,,65,65
261,3,5:29.0,I. Thomas makes free throw 2 of 3,,66,65
262,3,5:29.0,,T. McConnell enters the game for S. Rodríguez,66,65
263,3,5:29.0,K. Olynyk enters the game for A. Johnson,,66,65
264,3,5:29.0,I. Thomas makes free throw 3 of 3,,67,65
265,3,5:21.0,,Personal foul by J. Crowder (drawn by R. Holmes),67,65
266,3,5:21.0,,R. Holmes makes free throw 1 of 2,67,66
267,3,5:21.0,,R. Holmes makes free throw 2 of 2,67,67
268,3,5:05.0,J. Crowder misses 3-pt jump shot from 25 ft,,67,67
269,3,5:03.0,Offensive rebound by A. Bradley,,67,67
270,3,5:02.0,A. Bradley makes 2-pt layup from 2 ft,,69,67
271,3,4:50.0,Offensive charge foul by R. Holmes (drawn by K. Olynyk),,69,67
272,3,4:50.0,,Turnover by R. Holmes (offensive foul),69,67
273,3,4:50.0,J. Jerebko enters the game for J. Crowder,,69,67
274,3,4:31.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),,71,67
275,3,4:14.0,,N. Stauskas misses 3-pt jump shot from 25 ft,71,67
276,3,4:12.0,,Offensive rebound by R. Holmes,71,67
277,3,4:11.0,,Personal foul by J. Jerebko (drawn by R. Holmes),71,67
278,3,4:11.0,,R. Holmes misses free throw 1 of 2,71,67
279,3,4:11.0,,Offensive rebound by Team,71,67
280,3,4:11.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,71,67
281,3,4:11.0,,R. Holmes makes free throw 2 of 2,71,68
282,3,3:54.0,Personal foul by T. Luwawu-Cabarrot (drawn by K. Olynyk),,71,68
283,3,3:54.0,K. Olynyk misses free throw 1 of 2,,71,68
284,3,3:54.0,Offensive rebound by Team,,71,68
285,3,3:54.0,K. Olynyk makes free throw 2 of 2,,72,68
286,3,3:30.0,,Turnover by Team (shot clock),72,68
287,3,3:30.0,,H. Thompson enters the game for E. İlyasova,72,68
288,3,3:23.0,Offensive foul by K. Olynyk (drawn by T. McConnell),,72,68
289,3,3:23.0,Turnover by K. Olynyk (offensive foul),,72,68
290,3,3:23.0,T. Rozier enters the game for I. Thomas,,72,68
291,3,3:07.0,,R. Holmes misses 2-pt layup from 1 ft,72,68
292,3,3:06.0,,Offensive rebound by D. Šarić,72,68
293,3,3:06.0,,D. Šarić makes 2-pt layup at rim,72,70
294,3,2:39.0,J. Jerebko makes 2-pt jump shot from 21 ft (assist by A. Bradley),,74,70
295,3,2:20.0,,D. Šarić makes 2-pt jump shot from 18 ft,74,72
296,3,1:58.0,Turnover by M. Smart (step out of bounds),,74,72
297,3,1:58.0,Boston full timeout,,74,72
298,3,1:58.0,A. Horford enters the game for J. Jerebko,,74,72
299,3,1:44.0,,Turnover by T. McConnell (traveling),74,72
300,3,1:21.0,A. Horford misses 2-pt jump shot from 12 ft,,74,72
301,3,1:19.0,Offensive rebound by T. Rozier,,74,72
302,3,1:04.0,M. Smart misses 3-pt jump shot from 27 ft,,74,72
303,3,1:02.0,,Defensive rebound by D. Šarić,74,72
304,3,0:42.0,,Shooting foul by K. Olynyk (drawn by T. Luwawu-Cabarrot),74,72
305,3,0:42.0,,T. Luwawu-Cabarrot misses free throw 1 of 2,74,72
306,3,0:42.0,,Offensive rebound by Team,74,72
307,3,0:42.0,,T. Luwawu-Cabarrot misses free throw 2 of 2,74,72
308,3,0:41.0,Defensive rebound by A. Horford,,74,72
309,3,0:23.0,Turnover by T. Rozier (lost ball; steal by D. Šarić),,74,72
310,3,0:19.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,74,72
311,3,0:19.0,J. Brown enters the game for K. Olynyk,,74,72
312,3,0:19.0,,E. İlyasova enters the game for R. Holmes,74,72
313,3,0:03.0,,T. McConnell makes 2-pt layup from 2 ft,74,74
314,3,0:01.0,A. Bradley misses 3-pt jump shot from 51 ft,,74,74
315,3,0:00.0,Offensive rebound by Team,,74,74
316,4,11:46.0,,H. Thompson makes 2-pt jump shot from 16 ft (assist by D. Šarić),74,76
317,4,11:32.0,M. Smart makes 2-pt layup from 2 ft (assist by A. Horford),,76,76
318,4,11:16.0,,D. Šarić misses 2-pt jump shot from 19 ft,76,76
319,4,11:14.0,Defensive rebound by J. Jerebko,,76,76
320,4,11:06.0,A. Horford misses 3-pt jump shot from 26 ft,,76,76
321,4,11:04.0,Offensive rebound by J. Jerebko,,76,76
322,4,11:02.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,79,76
323,4,10:35.0,,H. Thompson misses 2-pt jump shot from 22 ft,79,76
324,4,10:33.0,Defensive rebound by J. Jerebko,,79,76
325,4,10:22.0,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Smart),,82,76
326,4,10:22.0,,Philadelphia full timeout,82,76
327,4,10:22.0,,E. İlyasova enters the game for D. Šarić,82,76
328,4,10:22.0,,G. Henderson enters the game for H. Thompson,82,76
329,4,10:22.0,,S. Rodríguez enters the game for T. McConnell,82,76
330,4,10:07.0,,J. Okafor makes 2-pt layup from 2 ft (assist by E. İlyasova),82,78
331,4,9:51.0,J. Jerebko misses 2-pt jump shot from 22 ft,,82,78
332,4,9:49.0,,Defensive rebound by E. İlyasova,82,78
333,4,9:28.0,,E. İlyasova misses 2-pt jump shot from 15 ft,82,78
334,4,9:26.0,Defensive rebound by J. Jerebko,,82,78
335,4,9:10.0,Turnover by J. Jerebko (lost ball; steal by S. Rodríguez),,82,78
336,4,9:04.0,,N. Stauskas misses 3-pt jump shot from 26 ft,82,78
337,4,9:02.0,,Offensive rebound by G. Henderson,82,78
338,4,9:02.0,,Shooting foul by J. Jerebko (drawn by G. Henderson),82,78
339,4,9:02.0,,G. Henderson makes free throw 1 of 2,82,79
340,4,9:02.0,,G. Henderson makes free throw 2 of 2,82,80
341,4,8:48.0,M. Smart misses 3-pt jump shot from 25 ft,,82,80
342,4,8:46.0,Offensive rebound by J. Crowder,,82,80
343,4,8:43.0,J. Crowder makes 2-pt layup from 3 ft,,84,80
344,4,8:26.0,,Def 3 sec tech foul by J. Brown,84,80
345,4,8:26.0,,S. Rodríguez makes technical free throw,84,81
346,4,8:15.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,84,81
347,4,8:13.0,Defensive rebound by J. Brown,,84,81
348,4,7:57.0,Turnover by A. Horford (step out of bounds),,84,81
349,4,7:57.0,I. Thomas enters the game for M. Smart,,84,81
350,4,7:47.0,,Shooting foul by A. Horford (drawn by J. Okafor),84,81
351,4,7:47.0,,J. Okafor makes free throw 1 of 2,84,82
352,4,7:47.0,,J. Okafor makes free throw 2 of 2,84,83
353,4,7:35.0,Personal foul by J. Okafor (drawn by I. Thomas),,84,83
354,4,7:35.0,A. Johnson enters the game for A. Horford,,84,83
355,4,7:28.0,I. Thomas misses 3-pt jump shot from 25 ft,,84,83
356,4,7:26.0,,Defensive rebound by S. Rodríguez,84,83
357,4,7:14.0,,Turnover by J. Okafor (lost ball; steal by I. Thomas),84,83
358,4,7:11.0,J. Brown makes 2-pt dunk at rim (assist by I. Thomas),,86,83
359,4,6:48.0,,Turnover by G. Henderson (bad pass),86,83
360,4,6:38.0,Personal foul by S. Rodríguez (drawn by J. Brown),,86,83
361,4,6:38.0,,D. Šarić enters the game for J. Okafor,86,83
362,4,6:29.0,J. Crowder misses 3-pt jump shot from 27 ft,,86,83
363,4,6:27.0,,Defensive rebound by D. Šarić,86,83
364,4,6:12.0,,Turnover by D. Šarić (lost ball; steal by J. Crowder),86,83
365,4,6:09.0,Shooting foul by G. Henderson (drawn by I. Thomas),,86,83
366,4,6:09.0,I. Thomas makes free throw 1 of 2,,87,83
367,4,6:09.0,I. Thomas misses free throw 2 of 2,,87,83
368,4,6:08.0,,Defensive rebound by N. Stauskas,87,83
369,4,5:54.0,,G. Henderson misses 2-pt layup from 1 ft (block by J. Brown),87,83
370,4,5:52.0,Defensive rebound by J. Crowder,,87,83
371,4,5:48.0,J. Jerebko makes 3-pt jump shot from 27 ft (assist by I. Thomas),,90,83
372,4,5:47.0,,Philadelphia full timeout,90,83
373,4,5:47.0,Official timeout,,90,83
374,4,5:47.0,A. Bradley enters the game for J. Crowder,,90,83
375,4,5:37.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by G. Henderson),90,86
376,4,5:24.0,J. Jerebko misses 3-pt jump shot from 23 ft,,90,86
377,4,5:22.0,,Defensive rebound by D. Šarić,90,86
378,4,5:03.0,,N. Stauskas makes 2-pt layup from 2 ft,90,88
379,4,5:02.0,Boston full timeout,,90,88
380,4,5:02.0,J. Crowder enters the game for A. Johnson,,90,88
381,4,5:02.0,M. Smart enters the game for J. Brown,,90,88
