,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
103,1,0:07.0,T. Harris makes 2-pt layup from 1 ft,,26,25
104,1,0:07.0,T. Harris makes free throw 1 of 1,,27,25
105,1,0:03.0,,J. Wall makes 2-pt dunk at rim,27,27
106,1,0:01.0,T. Harris misses 3-pt jump shot from 55 ft,,27,27
107,1,0:00.0,Offensive rebound by Team,,27,27
108,2,11:46.0,,Shooting foul by R. Jackson (drawn by T. Burke),27,27
109,2,11:46.0,,T. Burke misses free throw 1 of 2,27,27
110,2,11:46.0,,Offensive rebound by Team,27,27
111,2,11:46.0,,T. Burke makes free throw 2 of 2,27,28
112,2,11:22.0,R. Jackson misses 3-pt jump shot from 27 ft,,27,28
113,2,11:21.0,,Defensive rebound by Team,27,28
114,2,11:12.0,,Personal foul by S. Johnson (drawn by K. Oubre),27,28
115,2,11:01.0,,M. Thornton makes 2-pt jump shot from 12 ft,27,30
116,2,10:50.0,Personal foul by K. Oubre (drawn by J. Leuer),,27,30
117,2,10:43.0,T. Harris makes 3-pt jump shot from 22 ft (assist by J. Leuer),,30,30
118,2,10:28.0,,Shooting foul by J. Leuer (drawn by K. Oubre),30,30
119,2,10:28.0,,K. Oubre makes free throw 1 of 2,30,31
120,2,10:28.0,,K. Oubre makes free throw 2 of 2,30,32
121,2,10:18.0,Personal foul by T. Burke (drawn by R. Jackson),,30,32
122,2,10:03.0,T. Harris makes 2-pt jump shot from 5 ft,,32,32
123,2,9:46.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by T. Satoranský),32,34
124,2,9:29.0,Personal foul by T. Burke (drawn by R. Jackson),,32,34
125,2,9:29.0,,B. Beal enters the game for T. Burke,32,34
126,2,9:26.0,Personal foul by K. Oubre (drawn by J. Leuer),,32,34
127,2,9:14.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,34,34
128,2,8:59.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by B. Beal),34,36
129,2,8:53.0,Detroit full timeout,,34,36
130,2,8:53.0,K. Caldwell-Pope enters the game for S. Johnson,,34,36
131,2,8:41.0,T. Harris misses 2-pt jump shot from 15 ft,,34,36
132,2,8:40.0,,Defensive rebound by K. Oubre,34,36
133,2,8:22.0,,B. Beal makes 2-pt jump shot from 8 ft,34,38
134,2,8:09.0,J. Leuer misses 2-pt jump shot from 12 ft,,34,38
135,2,8:07.0,,Defensive rebound by M. Thornton,34,38
136,2,8:01.0,,Shooting foul by T. Harris (drawn by M. Thornton),34,38
137,2,8:01.0,,M. Thornton makes free throw 1 of 2,34,39
138,2,8:01.0,,M. Thornton makes free throw 2 of 2,34,40
139,2,7:46.0,R. Jackson misses 2-pt layup from 3 ft,,34,40
140,2,7:45.0,Offensive rebound by A. Drummond,,34,40
141,2,7:41.0,A. Drummond makes 2-pt layup at rim,,36,40
142,2,7:25.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by T. Satoranský),36,42
143,2,7:21.0,Personal foul by T. Satoranský (drawn by R. Jackson),,36,42
144,2,7:21.0,A. Drummond makes free throw 1 of 2,,37,42
145,2,7:21.0,,M. Gortat enters the game for M. Thornton,37,42
146,2,7:21.0,,J. Wall enters the game for T. Satoranský,37,42
147,2,7:21.0,,M. Morris enters the game for J. Smith,37,42
148,2,7:21.0,A. Drummond makes free throw 2 of 2,,38,42
149,2,7:02.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),38,45
150,2,6:47.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,38,45
151,2,6:45.0,,Defensive rebound by K. Oubre,38,45
152,2,6:39.0,,Shooting foul by R. Jackson (drawn by J. Wall),38,45
153,2,6:39.0,,J. Wall misses free throw 1 of 2,38,45
154,2,6:39.0,,Offensive rebound by Team,38,45
155,2,6:39.0,,J. Wall misses free throw 2 of 2,38,45
156,2,6:38.0,Defensive rebound by J. Leuer,,38,45
157,2,6:25.0,Personal foul by M. Morris (drawn by R. Jackson),,38,45
158,2,6:25.0,R. Jackson makes free throw 1 of 2,,39,45
159,2,6:25.0,,O. Porter enters the game for M. Morris,39,45
160,2,6:25.0,M. Morris enters the game for J. Leuer,,39,45
161,2,6:25.0,R. Jackson makes free throw 2 of 2,,40,45
162,2,6:10.0,,K. Oubre misses 2-pt jump shot from 14 ft,40,45
163,2,6:09.0,Defensive rebound by T. Harris,,40,45
164,2,5:52.0,T. Harris misses 3-pt jump shot from 23 ft,,40,45
165,2,5:50.0,,Defensive rebound by O. Porter,40,45
166,2,5:35.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by B. Beal),40,48
167,2,5:23.0,Detroit full timeout,,40,48
168,2,5:23.0,Official timeout,,40,48
169,2,5:10.0,Shooting foul by M. Gortat (drawn by T. Harris),,40,48
170,2,5:10.0,T. Harris makes free throw 1 of 2,,41,48
171,2,5:10.0,T. Harris makes free throw 2 of 2,,42,48
172,2,5:01.0,,Personal foul by R. Jackson (drawn by B. Beal),42,48
173,2,5:01.0,,B. Beal makes free throw 1 of 2,42,49
174,2,5:01.0,I. Smith enters the game for R. Jackson,,42,49
175,2,5:01.0,,B. Beal makes free throw 2 of 2,42,50
176,2,4:43.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,42,50
177,2,4:42.0,,Defensive rebound by M. Gortat,42,50
178,2,4:30.0,,M. Gortat misses 2-pt layup from 1 ft,42,50
179,2,4:29.0,Defensive rebound by T. Harris,,42,50
180,2,4:26.0,T. Harris misses 2-pt dunk at rim,,42,50
181,2,4:26.0,,Defensive rebound by Team,42,50
182,2,4:12.0,,O. Porter misses 2-pt jump shot from 18 ft,42,50
183,2,4:12.0,,Offensive rebound by M. Gortat,42,50
184,2,4:07.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),42,53
185,2,3:49.0,M. Morris misses 2-pt jump shot from 15 ft,,42,53
186,2,3:48.0,,Defensive rebound by J. Wall,42,53
187,2,3:41.0,,M. Gortat makes 2-pt hook shot at rim (assist by J. Wall),42,55
188,2,3:26.0,Personal foul by M. Gortat (drawn by A. Drummond),,42,55
189,2,3:26.0,A. Drummond makes free throw 1 of 2,,43,55
190,2,3:26.0,A. Drummond misses free throw 2 of 2,,43,55
191,2,3:26.0,J. Leuer enters the game for M. Morris,,43,55
192,2,3:24.0,,Defensive rebound by M. Gortat,43,55
193,2,3:08.0,,O. Porter misses 2-pt jump shot from 5 ft,43,55
194,2,3:07.0,Defensive rebound by T. Harris,,43,55
195,2,3:00.0,T. Harris misses 2-pt jump shot from 14 ft,,43,55
196,2,2:58.0,Offensive rebound by A. Drummond,,43,55
197,2,2:56.0,A. Drummond makes 2-pt dunk at rim,,45,55
198,2,2:54.0,,Washington full timeout,45,55
199,2,2:40.0,,K. Oubre misses 3-pt jump shot from 24 ft,45,55
200,2,2:39.0,Defensive rebound by Team,,45,55
201,2,2:37.0,,Loose ball foul by O. Porter (drawn by A. Drummond),45,55
202,2,2:37.0,A. Drummond misses free throw 1 of 2,,45,55
203,2,2:37.0,Offensive rebound by Team,,45,55
204,2,2:37.0,A. Drummond misses free throw 2 of 2,,45,55
205,2,2:34.0,,Defensive rebound by O. Porter,45,55
206,2,2:21.0,,J. Wall misses 2-pt layup from 1 ft,45,55
207,2,2:20.0,Defensive rebound by I. Smith,,45,55
208,2,2:13.0,A. Drummond makes 2-pt dunk at rim (assist by J. Leuer),,47,55
209,2,1:59.0,,B. Beal makes 3-pt jump shot from 25 ft,47,58
210,2,1:36.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Leuer),,50,58
211,2,1:21.0,,B. Beal makes 2-pt jump shot from 17 ft,50,60
212,2,1:00.0,T. Harris misses 2-pt jump shot from 3 ft,,50,60
213,2,0:58.0,,Defensive rebound by M. Gortat,50,60
214,2,0:51.0,,B. Beal misses 3-pt jump shot from 26 ft,50,60
215,2,0:50.0,Defensive rebound by A. Drummond,,50,60
216,2,0:39.0,A. Drummond makes 2-pt hook shot from 5 ft (assist by I. Smith),,52,60
217,2,0:35.0,,J. Wall makes 3-pt jump shot from 26 ft,52,63
218,2,0:26.0,Personal foul by J. Wall (drawn by K. Caldwell-Pope),,52,63
219,2,0:26.0,K. Caldwell-Pope makes free throw 1 of 2,,53,63
220,2,0:26.0,S. Johnson enters the game for A. Drummond,,53,63
221,2,0:26.0,,A. Nicholson enters the game for M. Gortat,53,63
222,2,0:26.0,K. Caldwell-Pope makes free throw 2 of 2,,54,63
223,2,0:04.0,,Shooting foul by J. Leuer (drawn by J. Wall),54,63
224,2,0:04.0,,J. Wall makes free throw 1 of 2,54,64
225,2,0:04.0,,T. Satoranský enters the game for K. Oubre,54,64
226,2,0:04.0,,J. Wall makes free throw 2 of 2,54,65
227,2,0:01.0,I. Smith misses 3-pt jump shot from 30 ft,,54,65
228,2,0:00.0,,Defensive rebound by Team,54,65
229,3,11:42.0,,M. Gortat makes 2-pt jump shot from 8 ft (assist by M. Morris),54,67
230,3,11:23.0,M. Morris makes 2-pt jump shot from 18 ft,,56,67
231,3,11:03.0,,M. Morris misses 2-pt layup from 2 ft,56,67
232,3,11:01.0,Defensive rebound by A. Drummond,,56,67
233,3,10:45.0,R. Jackson makes 3-pt jump shot from 26 ft,,59,67
234,3,10:29.0,,Def 3 sec tech foul by T. Harris,59,67
235,3,10:29.0,,B. Beal makes technical free throw,59,68
236,3,10:24.0,,Personal foul by K. Caldwell-Pope (drawn by B. Beal),59,68
237,3,10:17.0,,M. Morris misses 2-pt jump shot from 21 ft,59,68
238,3,10:16.0,,Offensive rebound by M. Gortat,59,68
239,3,10:13.0,,M. Gortat makes 2-pt layup from 1 ft,59,70
240,3,9:59.0,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,,59,70
241,3,9:58.0,Offensive rebound by K. Caldwell-Pope,,59,70
242,3,9:52.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,59,70
243,3,9:52.0,,Defensive rebound by M. Gortat,59,70
244,3,9:52.0,,B. Beal misses 3-pt jump shot from 27 ft,59,70
245,3,9:52.0,,Offensive rebound by Team,59,70
246,3,9:42.0,,J. Wall makes 2-pt jump shot from 17 ft,59,72
247,3,9:26.0,Turnover by K. Caldwell-Pope (bad pass; steal by J. Wall),,59,72
248,3,9:22.0,,J. Wall makes 2-pt layup from 1 ft,59,74
249,3,9:22.0,Detroit full timeout,,59,74
250,3,9:09.0,T. Harris misses 2-pt jump shot from 5 ft,,59,74
251,3,9:07.0,,Defensive rebound by O. Porter,59,74
252,3,9:03.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by J. Wall),59,76
253,3,9:03.0,Violation by A. Drummond (def goaltending),,59,76
254,3,8:40.0,R. Jackson makes 3-pt jump shot from 25 ft,,62,76
255,3,8:17.0,,M. Gortat misses 2-pt jump shot from 11 ft,62,76
256,3,8:16.0,Defensive rebound by T. Harris,,62,76
257,3,8:01.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by T. Harris),,65,76
258,3,7:38.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by B. Beal),65,78
259,3,7:13.0,M. Morris misses 3-pt jump shot from 27 ft,,65,78
260,3,7:13.0,,Defensive rebound by M. Gortat,65,78
261,3,7:09.0,,Shooting foul by R. Jackson (drawn by J. Wall),65,78
262,3,7:09.0,,J. Wall makes free throw 1 of 2,65,79
263,3,7:09.0,J. Leuer enters the game for T. Harris,,65,79
264,3,7:09.0,I. Smith enters the game for R. Jackson,,65,79
265,3,7:09.0,,J. Wall makes free throw 2 of 2,65,80
266,3,6:51.0,J. Leuer misses 3-pt jump shot from 24 ft,,65,80
267,3,6:50.0,,Defensive rebound by O. Porter,65,80
268,3,6:43.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),65,83
269,3,6:38.0,Detroit full timeout,,65,83
270,3,6:28.0,J. Leuer makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,68,83
271,3,6:08.0,,O. Porter misses 3-pt jump shot from 24 ft,68,83
272,3,6:07.0,Defensive rebound by M. Morris,,68,83
273,3,6:04.0,M. Morris misses 2-pt jump shot from 4 ft (block by M. Morris),,68,83
274,3,6:04.0,Offensive rebound by Team,,68,83
275,3,5:58.0,Personal foul by O. Porter (drawn by A. Drummond),,68,83
276,3,5:47.0,Personal foul by M. Gortat (drawn by A. Drummond),,68,83
277,3,5:39.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,68,83
278,3,5:38.0,,Defensive rebound by M. Gortat,68,83
279,3,5:17.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by M. Gortat),68,85
280,3,4:54.0,J. Leuer misses 3-pt jump shot from 26 ft,,68,85
281,3,4:53.0,,Defensive rebound by M. Gortat,68,85
282,3,4:44.0,,B. Beal misses 3-pt jump shot from 26 ft,68,85
283,3,4:42.0,Defensive rebound by M. Morris,,68,85
284,3,4:34.0,I. Smith makes 2-pt layup from 2 ft,,70,85
285,3,4:17.0,,M. Morris misses 2-pt jump shot from 13 ft,70,85
286,3,4:15.0,Defensive rebound by A. Drummond,,70,85
287,3,4:06.0,J. Leuer misses 2-pt layup from 2 ft,,70,85
288,3,4:05.0,,Defensive rebound by M. Gortat,70,85
289,3,3:53.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),70,88
290,3,3:27.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,70,88
291,3,3:26.0,Offensive rebound by A. Drummond,,70,88
292,3,3:24.0,Turnover by A. Drummond (lost ball; steal by J. Wall),,70,88
293,3,3:16.0,,Personal foul by I. Smith (drawn by J. Wall),70,88
294,3,3:16.0,,Washington full timeout,70,88
295,3,3:16.0,,K. Oubre enters the game for O. Porter,70,88
296,3,3:16.0,A. Baynes enters the game for M. Morris,,70,88
297,3,3:16.0,T. Harris enters the game for A. Drummond,,70,88
298,3,3:08.0,,B. Beal misses 3-pt jump shot from 26 ft,70,88
299,3,3:07.0,Defensive rebound by I. Smith,,70,88
300,3,2:50.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,70,88
301,3,2:49.0,,Defensive rebound by M. Morris,70,88
302,3,2:35.0,,K. Oubre misses 3-pt jump shot from 24 ft,70,88
303,3,2:34.0,Defensive rebound by J. Leuer,,70,88
304,3,2:24.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by I. Smith),,72,88
305,3,2:03.0,,M. Morris makes 2-pt jump shot from 8 ft,72,90
306,3,1:42.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,,74,90
307,3,1:19.0,,M. Morris misses 3-pt jump shot from 25 ft,74,90
308,3,1:18.0,Defensive rebound by J. Leuer,,74,90
309,3,1:04.0,Turnover by J. Leuer (bad pass; steal by J. Wall),,74,90
310,3,1:00.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),74,92
311,3,0:44.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by T. Harris),,77,92
312,3,0:32.0,,J. Wall makes 2-pt jump shot from 19 ft,77,94
313,3,0:15.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,77,94
314,3,0:13.0,,Defensive rebound by M. Gortat,77,94
315,3,0:03.0,,Shooting foul by A. Baynes (drawn by J. Wall),77,94
316,3,0:03.0,,J. Wall misses free throw 1 of 2,77,94
317,3,0:03.0,,Offensive rebound by Team,77,94
318,3,0:03.0,,T. Burke enters the game for B. Beal,77,94
319,3,0:03.0,,M. Thornton enters the game for M. Morris,77,94
320,3,0:03.0,,J. Wall makes free throw 2 of 2,77,95
321,3,0:01.0,Personal take foul by M. Thornton (drawn by K. Caldwell-Pope),,77,95
322,4,11:48.0,Personal foul by T. Burke (drawn by R. Jackson),,77,95
323,4,11:36.0,Personal take foul by M. Thornton (drawn by A. Baynes),,77,95
324,4,11:29.0,Shooting foul by T. Burke (drawn by R. Jackson),,77,95
325,4,11:29.0,R. Jackson misses free throw 1 of 2,,77,95
326,4,11:29.0,Offensive rebound by Team,,77,95
327,4,11:29.0,R. Jackson makes free throw 2 of 2,,78,95
328,4,11:15.0,,T. Burke makes 2-pt jump shot from 20 ft (assist by O. Porter),78,97
329,4,11:01.0,R. Jackson misses 2-pt jump shot from 6 ft,,78,97
330,4,10:59.0,,Defensive rebound by O. Porter,78,97
331,4,10:48.0,,M. Thornton makes 3-pt jump shot from 26 ft,78,100
332,4,10:29.0,Personal foul by O. Porter (drawn by T. Harris),,78,100
333,4,10:19.0,Turnover by S. Johnson (lost ball; steal by T. Burke),,78,100
334,4,10:17.0,,Shooting foul by S. Johnson (drawn by T. Burke),78,100
335,4,10:17.0,,T. Burke makes free throw 1 of 2,78,101
336,4,10:17.0,,T. Burke makes free throw 2 of 2,78,102
337,4,10:02.0,J. Leuer makes 2-pt layup from 2 ft,,80,102
338,4,9:43.0,,M. Thornton makes 2-pt jump shot from 16 ft (assist by T. Burke),80,104
339,4,9:23.0,T. Harris makes 2-pt layup from 1 ft,,82,104
340,4,9:00.0,,K. Oubre makes 2-pt dunk at rim (assist by M. Gortat),82,106
341,4,8:46.0,R. Jackson makes 2-pt dunk at rim,,84,106
342,4,8:27.0,,M. Thornton makes 2-pt layup from 1 ft (assist by O. Porter),84,108
343,4,8:12.0,Official timeout,,84,108
344,4,8:12.0,K. Caldwell-Pope enters the game for J. Leuer,,84,108
345,4,8:12.0,A. Drummond enters the game for A. Baynes,,84,108
346,4,8:12.0,,A. Nicholson enters the game for M. Gortat,84,108
347,4,8:01.0,R. Jackson misses 3-pt jump shot from 27 ft,,84,108
348,4,7:58.0,,Defensive rebound by K. Oubre,84,108
349,4,7:48.0,,Turnover by O. Porter (bad pass; steal by K. Caldwell-Pope),84,108
350,4,7:42.0,K. Caldwell-Pope makes 2-pt dunk at rim,,86,108
351,4,7:24.0,,M. Thornton misses 3-pt jump shot from 25 ft,86,108
352,4,7:23.0,Defensive rebound by R. Jackson,,86,108
353,4,7:12.0,A. Drummond misses 2-pt hook shot from 4 ft,,86,108
354,4,7:09.0,,Defensive rebound by O. Porter,86,108
355,4,6:56.0,,T. Burke misses 2-pt jump shot from 17 ft,86,108
356,4,6:54.0,Defensive rebound by A. Drummond,,86,108
357,4,6:41.0,T. Harris misses 3-pt jump shot from 25 ft,,86,108
358,4,6:40.0,,Defensive rebound by O. Porter,86,108
359,4,6:34.0,,K. Oubre misses 2-pt layup from 3 ft (block by T. Harris),86,108
360,4,6:32.0,Defensive rebound by A. Drummond,,86,108
361,4,6:22.0,T. Harris misses 2-pt jump shot from 7 ft,,86,108
362,4,6:20.0,Offensive rebound by T. Harris,,86,108
363,4,6:15.0,Turnover by K. Caldwell-Pope (lost ball; steal by K. Oubre),,86,108
364,4,6:12.0,,Shooting foul by K. Caldwell-Pope (drawn by K. Oubre),86,108
365,4,6:12.0,,K. Oubre makes free throw 1 of 2,86,109
366,4,6:12.0,B. Udrih enters the game for R. Jackson,,86,109
367,4,6:12.0,,K. Oubre makes free throw 2 of 2,86,110
368,4,5:58.0,S. Johnson makes 2-pt jump shot from 5 ft (assist by B. Udrih),,88,110
369,4,5:58.0,Shooting foul by K. Oubre (drawn by S. Johnson),,88,110
370,4,5:58.0,,Washington full timeout,88,110
371,4,5:58.0,S. Johnson misses free throw 1 of 1,,88,110
372,4,5:58.0,A. Baynes enters the game for K. Caldwell-Pope,,88,110
373,4,5:58.0,J. Leuer enters the game for T. Harris,,88,110
374,4,5:58.0,D. Hilliard enters the game for A. Drummond,,88,110
375,4,5:55.0,,Defensive rebound by K. Oubre,88,110
376,4,5:51.0,,Turnover by T. Burke (bad pass),88,110
377,4,5:26.0,S. Johnson makes 2-pt jump shot from 13 ft,,90,110
378,4,5:10.0,,M. Thornton misses 2-pt jump shot from 18 ft,90,110
379,4,5:10.0,Defensive rebound by S. Johnson,,90,110
380,4,5:03.0,J. Leuer makes 2-pt layup from 1 ft (assist by S. Johnson),,92,110
381,4,4:39.0,,Turnover by A. Nicholson (lost ball; steal by J. Leuer),92,110
382,4,4:39.0,J. Leuer makes 2-pt layup from 2 ft (assist by B. Udrih),,94,110
383,4,4:39.0,,Washington full timeout,94,110
384,4,4:39.0,,J. Wall enters the game for T. Burke,94,110
