,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
167,2,5:08.0,,T. Quarterman enters the game for E. Turner,32,38
168,2,5:08.0,L. Aldridge makes free throw 2 of 2,,34,38
169,2,4:49.0,,N. Vonleh makes 2-pt jump shot from 20 ft (assist by S. Napier),34,40
170,2,4:31.0,L. Aldridge makes 2-pt jump shot from 20 ft,,36,40
171,2,4:09.0,,S. Napier makes 2-pt layup from 2 ft,36,42
172,2,4:09.0,,Shooting foul by L. Aldridge (drawn by S. Napier),36,42
173,2,4:09.0,M. Ginóbili enters the game for L. Aldridge,,36,42
174,2,4:09.0,P. Gasol enters the game for D. Green,,36,42
175,2,4:09.0,P. Mills enters the game for T. Parker,,36,42
176,2,4:09.0,,S. Napier makes free throw 1 of 1,36,43
177,2,3:56.0,Shooting foul by N. Vonleh (drawn by P. Gasol),,36,43
178,2,3:56.0,P. Gasol makes free throw 1 of 2,,37,43
179,2,3:56.0,P. Gasol makes free throw 2 of 2,,38,43
180,2,3:42.0,,S. Napier misses 2-pt jump shot from 23 ft,38,43
181,2,3:41.0,Defensive rebound by P. Gasol,,38,43
182,2,3:25.0,K. Leonard makes 2-pt layup from 2 ft,,40,43
183,2,3:09.0,,T. Quarterman misses 3-pt jump shot from 23 ft,40,43
184,2,3:08.0,Defensive rebound by P. Gasol,,40,43
185,2,2:58.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,40,43
186,2,2:57.0,,Defensive rebound by T. Quarterman,40,43
187,2,2:47.0,,T. Quarterman misses 2-pt jump shot from 18 ft,40,43
188,2,2:46.0,,Offensive rebound by N. Vonleh,40,43
189,2,2:46.0,,N. Vonleh makes 2-pt layup from 1 ft,40,45
190,2,2:29.0,Turnover by K. Leonard (bad pass),,40,45
191,2,2:29.0,San Antonio full timeout,,40,45
192,2,2:29.0,,J. Layman enters the game for P. Connaughton,40,45
193,2,2:29.0,K. Anderson enters the game for K. Leonard,,40,45
194,2,2:29.0,D. Lee enters the game for D. Bertāns,,40,45
195,2,2:17.0,,J. Layman misses 2-pt jump shot from 19 ft,40,45
196,2,2:16.0,Defensive rebound by P. Gasol,,40,45
197,2,2:03.0,Shooting foul by A. Aminu (drawn by D. Lee),,40,45
198,2,2:03.0,D. Lee misses free throw 1 of 2,,40,45
199,2,2:03.0,Offensive rebound by Team,,40,45
200,2,2:03.0,D. Lee misses free throw 2 of 2,,40,45
201,2,2:03.0,,E. Turner enters the game for T. Quarterman,40,45
202,2,2:02.0,,Defensive rebound by A. Aminu,40,45
203,2,1:40.0,,A. Aminu misses 2-pt hook shot from 6 ft,40,45
204,2,1:39.0,,Offensive rebound by J. Layman,40,45
205,2,1:39.0,,J. Layman misses 2-pt layup from 1 ft,40,45
206,2,1:38.0,Defensive rebound by Team,,40,45
207,2,1:15.0,Turnover by M. Ginóbili (bad pass; steal by J. Layman),,40,45
208,2,1:12.0,,J. Layman makes 2-pt dunk at rim (assist by S. Napier),40,47
209,2,0:58.0,Turnover by D. Lee (bad pass),,40,47
210,2,0:34.0,,J. Layman misses 2-pt layup from 2 ft (block by D. Lee),40,47
211,2,0:34.0,,Offensive rebound by J. Layman,40,47
212,2,0:34.0,,J. Layman misses 2-pt layup from 2 ft (block by D. Lee),40,47
213,2,0:34.0,,Offensive rebound by Team,40,47
214,2,0:34.0,,Turnover by E. Turner (bad pass),40,47
215,2,0:28.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Anderson),,43,47
216,2,0:18.0,,S. Napier misses 3-pt jump shot from 23 ft,43,47
217,2,0:17.0,Defensive rebound by P. Gasol,,43,47
218,2,0:00.0,P. Mills misses 3-pt jump shot from 25 ft,,43,47
219,2,0:00.0,,Defensive rebound by Team,43,47
220,3,11:28.0,D. Dedmon misses 2-pt jump shot from 18 ft,,43,47
221,3,11:28.0,,Defensive rebound by S. Napier,43,47
222,3,11:28.0,,S. Napier makes 2-pt jump shot from 20 ft,43,49
223,3,11:28.0,,Shooting foul by T. Parker (drawn by S. Napier),43,49
224,3,11:28.0,,S. Napier makes free throw 1 of 1,43,50
225,3,11:21.0,Personal foul by S. Napier (drawn by T. Parker),,43,50
226,3,11:21.0,D. Lee enters the game for D. Dedmon,,43,50
227,3,11:09.0,K. Leonard makes 3-pt jump shot from 26 ft,,46,50
228,3,10:45.0,,E. Turner makes 2-pt jump shot from 10 ft,46,52
229,3,10:26.0,L. Aldridge makes 2-pt jump shot from 16 ft,,48,52
230,3,10:08.0,,Shooting foul by T. Parker (drawn by S. Napier),48,52
231,3,10:08.0,,S. Napier makes free throw 1 of 2,48,53
232,3,10:08.0,,S. Napier misses free throw 2 of 2,48,53
233,3,10:07.0,Defensive rebound by L. Aldridge,,48,53
234,3,9:56.0,Personal foul by S. Napier (drawn by T. Parker),,48,53
235,3,9:39.0,D. Green makes 3-pt jump shot from 25 ft,,51,53
236,3,9:27.0,,E. Turner makes 2-pt jump shot from 9 ft,51,55
237,3,9:16.0,T. Parker makes 2-pt jump shot from 19 ft,,53,55
238,3,9:01.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by E. Turner),53,58
239,3,8:45.0,T. Parker makes 2-pt jump shot from 19 ft (assist by D. Green),,55,58
240,3,8:27.0,,E. Turner misses 2-pt jump shot from 4 ft,55,58
241,3,8:27.0,Defensive rebound by D. Lee,,55,58
242,3,8:13.0,L. Aldridge makes 2-pt jump shot from 9 ft (assist by D. Green),,57,58
243,3,7:47.0,,S. Napier misses 2-pt jump shot from 7 ft,57,58
244,3,7:47.0,Defensive rebound by Team,,57,58
245,3,7:31.0,D. Green misses 3-pt jump shot from 25 ft,,57,58
246,3,7:30.0,,Defensive rebound by M. Leonard,57,58
247,3,7:22.0,,P. Connaughton makes 2-pt dunk at rim (assist by S. Napier),57,60
248,3,7:22.0,San Antonio full timeout,,57,60
249,3,7:22.0,P. Gasol enters the game for L. Aldridge,,57,60
250,3,7:08.0,K. Leonard makes 2-pt jump shot from 15 ft,,59,60
251,3,6:49.0,,N. Vonleh misses 2-pt layup from 2 ft (block by K. Leonard),59,60
252,3,6:48.0,Defensive rebound by P. Gasol,,59,60
253,3,6:42.0,K. Leonard makes 2-pt jump shot from 13 ft,,61,60
254,3,6:21.0,,Turnover by S. Napier (lost ball; steal by K. Leonard),61,60
255,3,6:08.0,T. Parker makes 2-pt jump shot from 19 ft,,63,60
256,3,5:51.0,,P. Connaughton misses 2-pt layup from 2 ft,63,60
257,3,5:50.0,,Offensive rebound by N. Vonleh,63,60
258,3,5:50.0,,N. Vonleh misses 2-pt layup from 2 ft,63,60
259,3,5:49.0,Defensive rebound by D. Lee,,63,60
260,3,5:34.0,K. Leonard makes 2-pt jump shot from 12 ft (assist by T. Parker),,65,60
261,3,5:11.0,,E. Turner makes 2-pt jump shot from 17 ft,65,62
262,3,5:10.0,San Antonio full timeout,,65,62
263,3,5:10.0,M. Ginóbili enters the game for K. Leonard,,65,62
264,3,5:10.0,K. Anderson enters the game for D. Green,,65,62
265,3,5:10.0,P. Mills enters the game for T. Parker,,65,62
266,3,5:10.0,,J. Layman enters the game for P. Connaughton,65,62
267,3,5:10.0,,A. Aminu enters the game for N. Vonleh,65,62
268,3,4:59.0,M. Ginóbili misses 2-pt layup from 2 ft,,65,62
269,3,4:59.0,,Defensive rebound by Team,65,62
270,3,4:42.0,,E. Turner makes 2-pt jump shot from 14 ft,65,64
271,3,4:24.0,Turnover by P. Mills (bad pass; steal by A. Aminu),,65,64
272,3,4:19.0,,S. Napier misses 2-pt layup from 2 ft,65,64
273,3,4:19.0,Defensive rebound by K. Anderson,,65,64
274,3,4:13.0,Personal foul by J. Layman (drawn by K. Anderson),,65,64
275,3,4:01.0,P. Gasol misses 2-pt hook shot from 4 ft,,65,64
276,3,4:00.0,,Defensive rebound by J. Layman,65,64
277,3,3:47.0,,E. Turner makes 2-pt jump shot from 9 ft,65,66
278,3,3:23.0,K. Anderson misses 2-pt jump shot from 3 ft,,65,66
279,3,3:22.0,,Defensive rebound by J. Layman,65,66
280,3,3:16.0,,S. Napier misses 2-pt layup from 2 ft,65,66
281,3,3:15.0,Defensive rebound by D. Lee,,65,66
282,3,3:05.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by D. Lee),,68,66
283,3,2:42.0,,A. Aminu misses 3-pt jump shot from 24 ft,68,66
284,3,2:41.0,Defensive rebound by K. Anderson,,68,66
285,3,2:35.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Anderson),,71,66
286,3,2:34.0,,Portland full timeout,71,66
287,3,2:34.0,D. Dedmon enters the game for D. Lee,,71,66
288,3,2:22.0,,J. Layman misses 3-pt jump shot from 25 ft,71,66
289,3,2:21.0,,Offensive rebound by S. Napier,71,66
290,3,2:18.0,,Shooting foul by D. Dedmon (drawn by A. Aminu),71,66
291,3,2:18.0,,A. Aminu makes free throw 1 of 2,71,67
292,3,2:18.0,,N. Vonleh enters the game for M. Leonard,71,67
293,3,2:18.0,,T. Quarterman enters the game for S. Napier,71,67
294,3,2:18.0,,A. Aminu makes free throw 2 of 2,71,68
295,3,2:06.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Anderson),,74,68
296,3,1:53.0,,Turnover by E. Turner (bad pass),74,68
297,3,1:37.0,Turnover by P. Mills (bad pass),,74,68
298,3,1:24.0,,E. Turner misses 3-pt jump shot from 24 ft,74,68
299,3,1:23.0,Defensive rebound by P. Gasol,,74,68
300,3,1:11.0,P. Gasol misses 2-pt jump shot from 7 ft (block by A. Aminu),,74,68
301,3,1:10.0,,Defensive rebound by A. Aminu,74,68
302,3,1:03.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by A. Aminu),74,71
303,3,0:47.0,P. Mills misses 2-pt jump shot from 19 ft,,74,71
304,3,0:47.0,,Defensive rebound by Team,74,71
305,3,0:47.0,Loose ball foul by P. Gasol (drawn by A. Aminu),,74,71
306,3,0:30.0,,E. Turner misses 2-pt layup from 1 ft (block by P. Gasol),74,71
307,3,0:28.0,Defensive rebound by P. Gasol,,74,71
308,3,0:09.0,M. Ginóbili makes 2-pt jump shot from 14 ft,,76,71
309,3,0:00.0,,E. Turner misses 2-pt jump shot from 16 ft,76,71
310,3,0:00.0,,Offensive rebound by Team,76,71
311,4,11:33.0,B. Forbes misses 2-pt jump shot from 5 ft,,76,71
312,4,11:31.0,,Defensive rebound by T. Quarterman,76,71
313,4,11:29.0,,A. Aminu misses 3-pt jump shot from 26 ft,76,71
314,4,11:29.0,Defensive rebound by Team,,76,71
315,4,11:14.0,Turnover by B. Forbes (bad pass; steal by A. Aminu),,76,71
316,4,11:04.0,,T. Quarterman makes 2-pt jump shot from 9 ft,76,73
317,4,11:04.0,,Shooting foul by D. Dedmon (drawn by T. Quarterman),76,73
318,4,11:04.0,,T. Quarterman misses free throw 1 of 1,76,73
319,4,11:03.0,Defensive rebound by D. Bertāns,,76,73
320,4,10:40.0,D. Bertāns makes 2-pt dunk at rim (assist by J. Simmons),,78,73
321,4,10:17.0,,J. Layman misses 2-pt layup from 1 ft (block by D. Bertāns),78,73
322,4,10:16.0,Defensive rebound by D. Dedmon,,78,73
323,4,10:00.0,K. Anderson misses 2-pt layup from 2 ft,,78,73
324,4,9:59.0,Offensive rebound by D. Dedmon,,78,73
325,4,9:56.0,B. Forbes misses 3-pt jump shot from 25 ft,,78,73
326,4,9:54.0,,Defensive rebound by T. Quarterman,78,73
327,4,9:43.0,,T. Quarterman misses 2-pt jump shot from 15 ft (block by D. Dedmon),78,73
328,4,9:43.0,,Offensive rebound by N. Vonleh,78,73
329,4,9:43.0,,Personal foul by D. Bertāns (drawn by N. Vonleh),78,73
330,4,9:43.0,D. Lee enters the game for K. Anderson,,78,73
331,4,9:34.0,,A. Aminu misses 2-pt layup from 2 ft,78,73
332,4,9:34.0,Defensive rebound by D. Dedmon,,78,73
333,4,9:17.0,J. Simmons misses 2-pt layup from 3 ft,,78,73
334,4,9:17.0,Offensive rebound by D. Dedmon,,78,73
335,4,9:14.0,D. Dedmon misses 2-pt layup from 2 ft,,78,73
336,4,9:13.0,,Defensive rebound by A. Aminu,78,73
337,4,9:07.0,,P. Connaughton misses 2-pt layup from 2 ft (block by D. Bertāns),78,73
338,4,9:06.0,Defensive rebound by B. Forbes,,78,73
339,4,8:57.0,Shooting foul by N. Vonleh (drawn by J. Simmons),,78,73
340,4,8:57.0,Official timeout,,78,73
341,4,8:57.0,J. Simmons makes free throw 1 of 2,,79,73
342,4,8:57.0,,M. Leonard enters the game for T. Quarterman,78,73
343,4,8:57.0,,S. Napier enters the game for A. Aminu,78,73
344,4,8:57.0,J. Simmons misses free throw 2 of 2,,79,73
345,4,8:57.0,Offensive rebound by Team,,79,73
346,4,8:57.0,,Loose ball foul by M. Leonard (drawn by D. Dedmon),79,73
347,4,8:50.0,B. Forbes misses 3-pt jump shot from 23 ft,,79,73
348,4,8:50.0,,Defensive rebound by P. Connaughton,79,73
349,4,8:34.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by J. Layman),79,76
350,4,8:19.0,D. Bertāns misses 3-pt jump shot from 25 ft,,79,76
351,4,8:17.0,Offensive rebound by D. Lee,,79,76
352,4,8:16.0,D. Lee makes 2-pt layup from 2 ft,,81,76
353,4,8:03.0,,Personal foul by D. Bertāns (drawn by J. Layman),81,76
354,4,7:58.0,,S. Napier misses 3-pt jump shot from 25 ft,81,76
355,4,7:58.0,Defensive rebound by Team,,81,76
356,4,7:44.0,Offensive foul by D. Dedmon (drawn by M. Leonard),,81,76
357,4,7:44.0,Turnover by D. Dedmon (offensive foul),,81,76
358,4,7:34.0,,Personal foul by D. Dedmon (drawn by J. Layman),81,76
359,4,7:26.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by P. Connaughton),81,79
360,4,7:02.0,D. Dedmon misses 2-pt dunk at rim,,81,79
361,4,7:01.0,Offensive rebound by D. Dedmon,,81,79
362,4,6:58.0,Turnover by D. Lee (lost ball; steal by P. Connaughton),,81,79
363,4,6:42.0,,Personal foul by J. Simmons (drawn by S. Napier),81,79
364,4,6:42.0,,S. Napier makes free throw 1 of 2,81,80
365,4,6:42.0,San Antonio full timeout,,81,80
366,4,6:42.0,,S. Napier makes free throw 2 of 2,81,81
367,4,6:30.0,D. Bertāns misses 3-pt jump shot from 26 ft,,81,81
368,4,6:29.0,,Defensive rebound by S. Napier,81,81
369,4,6:12.0,Offensive charge foul by P. Connaughton (drawn by D. Dedmon),,81,81
370,4,6:12.0,,Turnover by P. Connaughton (offensive foul),81,81
371,4,6:12.0,K. Anderson enters the game for D. Bertāns,,81,81
372,4,5:47.0,K. Anderson misses 2-pt jump shot from 19 ft,,81,81
373,4,5:47.0,Offensive rebound by D. Lee,,81,81
374,4,5:45.0,D. Lee misses 2-pt jump shot at rim (block by J. Layman),,81,81
375,4,5:43.0,,Defensive rebound by S. Napier,81,81
376,4,5:39.0,,S. Napier makes 2-pt layup from 1 ft,81,83
377,4,5:26.0,J. Simmons misses 2-pt jump shot from 19 ft,,81,83
378,4,5:25.0,,Defensive rebound by N. Vonleh,81,83
379,4,5:07.0,,Turnover by S. Napier (traveling),81,83
380,4,4:50.0,J. Simmons makes 2-pt layup from 2 ft,,83,83
381,4,4:36.0,,S. Napier misses 3-pt jump shot from 24 ft,83,83
382,4,4:36.0,Defensive rebound by D. Dedmon,,83,83
383,4,4:26.0,Shooting block foul by M. Leonard (drawn by D. Lee),,83,83
384,4,4:26.0,D. Lee makes free throw 1 of 2,,84,83
385,4,4:26.0,D. Lee makes free throw 2 of 2,,85,83
386,4,4:09.0,,Turnover by J. Layman (lost ball; steal by K. Anderson),85,83
387,4,4:05.0,D. Lee misses 2-pt dunk at rim,,85,83
388,4,4:04.0,,Defensive rebound by N. Vonleh,85,83
