,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
373,4,2:25.0,T. Graham misses free throw 1 of 2,,115,88
374,4,2:25.0,Offensive rebound by Team,,115,88
375,4,2:25.0,T. Graham makes free throw 2 of 2,,116,88
376,4,2:14.0,,S. Zimmerman makes 2-pt jump shot from 14 ft (assist by M. Hezonja),116,90
377,4,1:55.0,S. Hawes misses 3-pt jump shot from 25 ft,,116,90
378,4,1:53.0,,Defensive rebound by M. Hezonja,116,90
379,4,1:47.0,,M. Hezonja makes 2-pt layup from 2 ft,116,92
380,4,1:32.0,J. Lamb makes 2-pt dunk at rim (assist by S. Hawes),,118,92
381,4,1:24.0,,M. Hezonja makes 3-pt jump shot from 25 ft,118,95
382,4,1:09.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,118,95
383,4,1:08.0,,Defensive rebound by C. Wilcox,118,95
384,4,0:55.0,,C. Watson misses 3-pt jump shot from 25 ft,118,95
385,4,0:54.0,Defensive rebound by S. Hawes,,118,95
386,4,0:45.0,S. Hawes makes 2-pt dunk at rim (assist by B. Roberts),,120,95
387,4,0:39.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by C. Watson),120,98
388,4,0:17.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,120,98
389,4,0:16.0,,Defensive rebound by S. Zimmerman,120,98
390,4,0:09.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by C. Watson),120,101
