,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
56,1,5:19.0,,H. Thompson enters the game for G. Henderson,10,17
57,1,5:19.0,,T. McConnell enters the game for S. Rodríguez,10,17
58,1,5:19.0,N. Vučević makes free throw 1 of 1,,11,17
59,1,5:04.0,,R. Covington misses 3-pt jump shot from 23 ft,11,17
60,1,5:03.0,Defensive rebound by E. Payton,,11,17
61,1,4:59.0,Personal foul by R. Covington (drawn by N. Vučević),,11,17
62,1,4:59.0,B. Biyombo enters the game for S. Ibaka,,11,17
63,1,4:44.0,A. Gordon misses 3-pt jump shot from 25 ft,,11,17
64,1,4:42.0,Offensive rebound by N. Vučević,,11,17
65,1,4:35.0,E. Payton makes 2-pt jump shot from 8 ft,,13,17
66,1,4:23.0,,T. McConnell makes 2-pt layup from 1 ft (assist by R. Holmes),13,19
67,1,4:13.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Payton),,15,19
68,1,4:02.0,,Turnover by R. Holmes (lost ball; steal by A. Gordon),15,19
69,1,3:58.0,A. Gordon makes 2-pt dunk at rim,,17,19
70,1,3:30.0,,N. Stauskas misses 2-pt jump shot from 18 ft,17,19
71,1,3:28.0,Defensive rebound by N. Vučević,,17,19
72,1,3:20.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,19,19
73,1,3:20.0,,Philadelphia full timeout,19,19
74,1,3:20.0,,J. Embiid enters the game for R. Holmes,19,19
75,1,3:20.0,M. Hezonja enters the game for A. Gordon,,19,19
76,1,3:07.0,,Shooting foul by N. Vučević (drawn by J. Embiid),19,19
77,1,3:07.0,,J. Embiid makes free throw 1 of 2,19,20
78,1,3:07.0,,J. Embiid misses free throw 2 of 2,19,20
79,1,3:07.0,J. Green enters the game for N. Vučević,,19,20
80,1,3:06.0,,Offensive rebound by J. Embiid,19,20
81,1,3:05.0,,Shooting foul by B. Biyombo (drawn by J. Embiid),19,20
82,1,3:05.0,,J. Embiid misses free throw 1 of 2,19,20
83,1,3:05.0,,Offensive rebound by Team,19,20
84,1,3:05.0,,J. Embiid makes free throw 2 of 2,19,21
85,1,2:46.0,E. Fournier makes 2-pt jump shot from 5 ft (assist by B. Biyombo),,21,21
86,1,2:29.0,,N. Stauskas misses 2-pt jump shot from 21 ft,21,21
87,1,2:28.0,Defensive rebound by E. Fournier,,21,21
88,1,2:21.0,E. Fournier misses 2-pt layup from 3 ft,,21,21
89,1,2:20.0,,Defensive rebound by R. Covington,21,21
90,1,2:13.0,,H. Thompson misses 2-pt jump shot from 5 ft (block by B. Biyombo),21,21
91,1,2:12.0,Defensive rebound by M. Hezonja,,21,21
92,1,2:09.0,E. Payton makes 2-pt layup from 1 ft (assist by M. Hezonja),,23,21
93,1,2:09.0,Shooting foul by R. Covington (drawn by E. Payton),,23,21
94,1,2:09.0,E. Payton misses free throw 1 of 1,,23,21
95,1,2:09.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,23,21
96,1,2:07.0,,Defensive rebound by J. Embiid,23,21
97,1,1:51.0,,J. Embiid makes 2-pt jump shot from 10 ft,23,23
98,1,1:34.0,J. Green misses 2-pt jump shot from 6 ft,,23,23
99,1,1:33.0,,Defensive rebound by J. Embiid,23,23
100,1,1:25.0,,J. Embiid misses 2-pt jump shot from 18 ft,23,23
101,1,1:23.0,Defensive rebound by J. Green,,23,23
102,1,1:05.0,E. Payton misses 2-pt jump shot from 17 ft,,23,23
103,1,1:03.0,,Defensive rebound by H. Thompson,23,23
104,1,1:00.0,,Personal foul by J. Green (drawn by T. McConnell),23,23
105,1,1:00.0,,D. Šarić enters the game for R. Covington,23,23
106,1,1:00.0,D. Augustin enters the game for E. Payton,,23,23
107,1,0:50.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by T. McConnell),23,26
108,1,0:50.0,,Violation by Team (jump ball),23,26
109,1,0:35.0,E. Fournier misses 3-pt jump shot from 26 ft,,23,26
110,1,0:34.0,,Defensive rebound by H. Thompson,23,26
111,1,0:19.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),23,29
112,1,0:19.0,,Violation by Team (jump ball),23,29
113,1,0:19.0,,Technical foul by Team,23,29
114,1,0:19.0,E. Fournier makes technical free throw,,24,29
115,1,0:08.0,Personal foul by T. McConnell (drawn by B. Biyombo),,24,29
116,1,0:02.0,J. Green misses 3-pt jump shot from 23 ft,,24,29
117,1,0:01.0,,Defensive rebound by H. Thompson,24,29
118,1,0:00.0,,D. Šarić misses 3-pt jump shot from 54 ft,24,29
119,1,0:00.0,,Offensive rebound by Team,24,29
120,2,11:47.0,,D. Šarić makes 2-pt jump shot from 18 ft,24,31
121,2,11:29.0,D. Augustin makes 2-pt layup at rim (assist by C. Wilcox),,26,31
122,2,11:23.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),26,34
123,2,11:11.0,M. Hezonja misses 2-pt jump shot from 18 ft,,26,34
124,2,11:10.0,,Defensive rebound by T. McConnell,26,34
125,2,11:04.0,,H. Thompson makes 2-pt layup from 2 ft (assist by T. McConnell),26,36
126,2,10:53.0,Offensive foul by B. Biyombo (drawn by T. McConnell),,26,36
127,2,10:53.0,Turnover by B. Biyombo (offensive foul),,26,36
128,2,10:53.0,,G. Henderson enters the game for T. Luwawu-Cabarrot,26,36
129,2,10:53.0,S. Ibaka enters the game for B. Biyombo,,26,36
130,2,10:39.0,,Turnover by D. Šarić (traveling),26,36
131,2,10:21.0,,Violation by R. Holmes (kicked ball),26,36
132,2,10:21.0,,S. Rodríguez enters the game for T. McConnell,26,36
133,2,10:14.0,Personal foul by R. Holmes (drawn by S. Ibaka),,26,36
134,2,10:14.0,,N. Stauskas enters the game for H. Thompson,26,36
135,2,10:03.0,J. Green makes 2-pt layup from 2 ft (assist by D. Augustin),,28,36
136,2,9:46.0,,D. Šarić makes 2-pt hook shot from 6 ft (assist by S. Rodríguez),28,38
137,2,9:33.0,Turnover by M. Hezonja (bad pass),,28,38
138,2,9:18.0,,N. Stauskas misses 3-pt jump shot from 25 ft,28,38
139,2,9:17.0,,Offensive rebound by D. Šarić,28,38
140,2,9:14.0,,D. Šarić makes 2-pt layup from 2 ft,28,40
141,2,9:12.0,Orlando full timeout,,28,40
142,2,9:12.0,N. Vučević enters the game for J. Green,,28,40
143,2,9:06.0,D. Augustin misses 2-pt layup from 2 ft,,28,40
144,2,9:04.0,,Defensive rebound by R. Holmes,28,40
145,2,8:50.0,,R. Holmes makes 2-pt layup at rim (assist by S. Rodríguez),28,42
146,2,8:42.0,C. Wilcox misses 3-pt jump shot from 27 ft,,28,42
147,2,8:41.0,Offensive rebound by S. Ibaka,,28,42
148,2,8:39.0,S. Ibaka makes 2-pt jump shot from 6 ft,,30,42
149,2,8:23.0,,G. Henderson makes 2-pt jump shot from 10 ft,30,44
150,2,8:08.0,Personal foul by G. Henderson,,30,44
151,2,8:08.0,E. Payton enters the game for C. Wilcox,,30,44
152,2,8:08.0,A. Gordon enters the game for M. Hezonja,,30,44
153,2,8:08.0,,J. Embiid enters the game for R. Holmes,30,44
154,2,8:08.0,,R. Covington enters the game for D. Šarić,30,44
155,2,8:01.0,D. Augustin makes 2-pt layup from 2 ft,,32,44
156,2,7:51.0,,J. Embiid makes 2-pt jump shot from 4 ft (assist by S. Rodríguez),32,46
157,2,7:44.0,S. Ibaka misses 2-pt jump shot from 7 ft (block by J. Embiid),,32,46
158,2,7:42.0,,Defensive rebound by R. Covington,32,46
159,2,7:31.0,,Turnover by J. Embiid (traveling),32,46
160,2,7:19.0,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),,34,46
161,2,7:01.0,,J. Embiid makes 2-pt dunk at rim (assist by S. Rodríguez),34,48
162,2,6:58.0,Orlando full timeout,,34,48
163,2,6:58.0,E. Fournier enters the game for D. Augustin,,34,48
164,2,6:58.0,B. Biyombo enters the game for N. Vučević,,34,48
165,2,6:45.0,Personal foul by N. Stauskas (drawn by E. Fournier),,34,48
166,2,6:32.0,S. Ibaka misses 2-pt hook shot from 6 ft,,34,48
167,2,6:31.0,Offensive rebound by Team,,34,48
168,2,6:19.0,E. Payton makes 3-pt jump shot from 27 ft (assist by A. Gordon),,37,48
169,2,6:13.0,,Philadelphia full timeout,37,48
170,2,6:13.0,,H. Thompson enters the game for N. Stauskas,37,48
171,2,5:57.0,,Turnover by S. Rodríguez (palming),37,48
172,2,5:36.0,E. Fournier misses 2-pt jump shot from 5 ft (block by J. Embiid),,37,48
173,2,5:34.0,,Defensive rebound by S. Rodríguez,37,48
174,2,5:30.0,,G. Henderson misses 2-pt jump shot from 3 ft (block by S. Ibaka),37,48
175,2,5:29.0,,Offensive rebound by J. Embiid,37,48
176,2,5:28.0,,J. Embiid makes 2-pt layup at rim,37,50
177,2,5:13.0,Orlando full timeout,,37,50
178,2,5:06.0,E. Payton misses 2-pt jump shot from 18 ft,,37,50
179,2,5:05.0,,Defensive rebound by J. Embiid,37,50
180,2,4:54.0,,R. Covington misses 3-pt jump shot from 27 ft,37,50
181,2,4:54.0,Defensive rebound by Team,,37,50
182,2,4:54.0,,Loose ball foul by J. Embiid (drawn by S. Ibaka),37,50
183,2,4:37.0,B. Biyombo misses 2-pt layup from 2 ft (block by J. Embiid),,37,50
184,2,4:35.0,,Defensive rebound by R. Covington,37,50
185,2,4:27.0,,Turnover by J. Embiid (lost ball; steal by E. Fournier),37,50
186,2,4:23.0,E. Fournier misses 2-pt jump shot from 5 ft (block by R. Covington),,37,50
187,2,4:23.0,Offensive rebound by Team,,37,50
188,2,4:23.0,,R. Holmes enters the game for J. Embiid,37,50
189,2,4:12.0,A. Gordon misses 2-pt jump shot from 17 ft,,37,50
190,2,4:10.0,,Defensive rebound by S. Rodríguez,37,50
191,2,3:59.0,,Turnover by R. Covington (traveling),37,50
192,2,3:47.0,A. Gordon misses 3-pt jump shot from 27 ft,,37,50
193,2,3:45.0,,Defensive rebound by H. Thompson,37,50
194,2,3:30.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),37,53
195,2,3:16.0,E. Fournier misses 2-pt jump shot from 18 ft,,37,53
196,2,3:15.0,,Defensive rebound by R. Holmes,37,53
197,2,3:00.0,,G. Henderson makes 2-pt jump shot from 13 ft (assist by S. Rodríguez),37,55
198,2,2:40.0,Def 3 sec tech foul by R. Holmes,,37,55
199,2,2:40.0,E. Fournier makes technical free throw,,38,55
200,2,2:40.0,N. Vučević enters the game for S. Ibaka,,38,55
201,2,2:40.0,,N. Stauskas enters the game for R. Covington,38,55
202,2,2:40.0,,T. McConnell enters the game for G. Henderson,38,55
203,2,2:40.0,,D. Šarić enters the game for S. Rodríguez,38,55
204,2,2:24.0,E. Payton misses 2-pt jump shot from 21 ft,,38,55
205,2,2:24.0,Offensive rebound by N. Vučević,,38,55
206,2,2:24.0,Personal foul by T. McConnell (drawn by N. Vučević),,38,55
207,2,2:24.0,N. Vučević makes free throw 1 of 2,,39,55
208,2,2:24.0,N. Vučević misses free throw 2 of 2,,39,55
209,2,2:22.0,Offensive rebound by N. Vučević,,39,55
210,2,2:12.0,Turnover by N. Vučević (offensive goaltending),,39,55
211,2,1:59.0,,N. Stauskas misses 2-pt jump shot from 6 ft,39,55
212,2,1:57.0,Defensive rebound by Team,,39,55
213,2,1:46.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,41,55
214,2,1:32.0,Violation by A. Gordon (def goaltending),,41,55
215,2,1:32.0,,H. Thompson makes 2-pt layup at rim (assist by D. Šarić),41,57
216,2,1:19.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by E. Payton),,43,57
217,2,1:03.0,,N. Stauskas misses 3-pt jump shot from 25 ft,43,57
218,2,1:02.0,Defensive rebound by B. Biyombo,,43,57
219,2,0:57.0,E. Payton misses 2-pt jump shot from 6 ft,,43,57
220,2,0:55.0,,Defensive rebound by H. Thompson,43,57
221,2,0:32.0,,D. Šarić misses 2-pt jump shot from 4 ft,43,57
222,2,0:30.0,Defensive rebound by B. Biyombo,,43,57
223,2,0:24.0,E. Payton misses 3-pt jump shot from 25 ft,,43,57
224,2,0:22.0,,Defensive rebound by Team,43,57
225,2,0:22.0,,J. Embiid enters the game for R. Holmes,43,57
226,2,0:22.0,,Philadelphia full timeout,43,57
227,2,0:22.0,S. Ibaka enters the game for B. Biyombo,,43,57
228,2,0:22.0,J. Green enters the game for N. Vučević,,43,57
229,2,0:01.0,,J. Embiid misses 2-pt jump shot from 6 ft (block by S. Ibaka),43,57
230,2,0:01.0,,Offensive rebound by Team,43,57
231,3,11:43.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,43,57
232,3,11:41.0,Defensive rebound by N. Vučević,,43,57
233,3,11:29.0,E. Fournier makes 2-pt layup at rim (assist by N. Vučević),,45,57
234,3,11:11.0,,D. Šarić makes 3-pt jump shot from 22 ft (assist by G. Henderson),45,60
235,3,10:45.0,Turnover by A. Gordon (bad pass; steal by G. Henderson),,45,60
236,3,10:42.0,,Shooting foul by N. Vučević (drawn by G. Henderson),45,60
237,3,10:42.0,,G. Henderson makes free throw 1 of 2,45,61
238,3,10:42.0,,G. Henderson makes free throw 2 of 2,45,62
239,3,10:27.0,E. Payton makes 2-pt layup at rim,,47,62
240,3,10:12.0,,G. Henderson misses 2-pt jump shot from 17 ft,47,62
241,3,10:10.0,Defensive rebound by A. Gordon,,47,62
242,3,10:03.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),,50,62
243,3,9:43.0,,G. Henderson makes 2-pt jump shot from 18 ft (assist by J. Embiid),50,64
244,3,9:23.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by E. Payton),,52,64
245,3,9:06.0,,D. Šarić makes 2-pt jump shot from 17 ft (assist by S. Rodríguez),52,66
246,3,8:48.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by N. Vučević),,55,66
247,3,8:34.0,,Turnover by S. Rodríguez (lost ball; steal by E. Payton),55,66
248,3,8:31.0,E. Payton makes 2-pt dunk at rim,,57,66
249,3,8:31.0,,Philadelphia full timeout,57,66
250,3,8:31.0,,N. Stauskas enters the game for R. Covington,57,66
251,3,8:11.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by J. Embiid),57,68
252,3,7:52.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,59,68
253,3,7:39.0,,S. Rodríguez makes 2-pt layup from 1 ft,59,70
254,3,7:23.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,61,70
255,3,7:12.0,,Personal foul by S. Ibaka (drawn by G. Henderson),61,70
256,3,7:12.0,,R. Holmes enters the game for J. Embiid,61,70
257,3,6:57.0,,Offensive foul by D. Šarić (drawn by E. Payton),61,70
258,3,6:57.0,,Turnover by D. Šarić (offensive foul),61,70
259,3,6:44.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Fournier),,63,70
260,3,6:26.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,63,70
261,3,6:24.0,Defensive rebound by E. Payton,,63,70
262,3,6:19.0,Shooting foul by R. Holmes (drawn by S. Ibaka),,63,70
263,3,6:19.0,S. Ibaka makes free throw 1 of 2,,64,70
264,3,6:19.0,,H. Thompson enters the game for G. Henderson,64,70
265,3,6:19.0,S. Ibaka makes free throw 2 of 2,,65,70
266,3,6:09.0,,S. Rodríguez makes 2-pt jump shot from 15 ft,65,72
267,3,5:56.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,67,72
268,3,5:42.0,,Turnover by S. Rodríguez (bad pass; steal by A. Gordon),67,72
269,3,5:38.0,S. Ibaka makes 2-pt dunk at rim (assist by E. Fournier),,69,72
270,3,5:21.0,,R. Covington enters the game for D. Šarić,69,72
271,3,5:21.0,,Turnover by Team (5 sec inbounds),69,72
272,3,5:08.0,A. Gordon misses 3-pt jump shot from 27 ft,,69,72
273,3,5:06.0,,Defensive rebound by R. Holmes,69,72
274,3,4:58.0,,R. Holmes makes 2-pt layup from 3 ft (assist by S. Rodríguez),69,74
275,3,4:53.0,Personal foul by S. Rodríguez (drawn by E. Payton),,69,74
276,3,4:53.0,,T. McConnell enters the game for S. Rodríguez,69,74
277,3,4:44.0,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),,71,74
278,3,4:44.0,Shooting foul by H. Thompson (drawn by A. Gordon),,71,74
279,3,4:44.0,B. Biyombo enters the game for S. Ibaka,,71,74
280,3,4:44.0,A. Gordon makes free throw 1 of 1,,72,74
281,3,4:36.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),72,76
282,3,4:20.0,E. Fournier misses 2-pt jump shot from 18 ft,,72,76
283,3,4:17.0,,Defensive rebound by R. Holmes,72,76
284,3,4:11.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by T. McConnell),72,79
285,3,4:10.0,Orlando full timeout,,72,79
286,3,4:06.0,Turnover by E. Payton (lost ball; steal by R. Covington),,72,79
287,3,3:55.0,,H. Thompson makes 2-pt jump shot from 11 ft (assist by N. Stauskas),72,81
288,3,3:33.0,E. Fournier misses 3-pt jump shot from 26 ft,,72,81
289,3,3:32.0,Offensive rebound by Team,,72,81
290,3,3:22.0,Turnover by A. Gordon (dbl dribble),,72,81
291,3,3:12.0,,Personal foul by A. Gordon (drawn by H. Thompson),72,81
292,3,3:12.0,D. Augustin enters the game for A. Gordon,,72,81
293,3,3:05.0,,T. McConnell misses 3-pt jump shot from 25 ft,72,81
294,3,3:03.0,Defensive rebound by B. Biyombo,,72,81
295,3,2:52.0,Personal foul by H. Thompson (drawn by E. Payton),,72,81
296,3,2:44.0,N. Vučević misses 2-pt jump shot from 19 ft,,72,81
297,3,2:43.0,,Defensive rebound by H. Thompson,72,81
298,3,2:27.0,,T. McConnell misses 2-pt jump shot from 12 ft,72,81
299,3,2:26.0,Defensive rebound by N. Vučević,,72,81
300,3,2:14.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,75,81
301,3,1:51.0,,R. Covington misses 3-pt jump shot from 24 ft,75,81
302,3,1:49.0,Defensive rebound by E. Fournier,,75,81
303,3,1:43.0,Personal foul by N. Stauskas (drawn by B. Biyombo),,75,81
304,3,1:43.0,B. Biyombo makes free throw 1 of 2,,76,81
305,3,1:43.0,M. Hezonja enters the game for E. Payton,,76,81
306,3,1:43.0,J. Green enters the game for N. Vučević,,76,81
307,3,1:43.0,,J. Embiid enters the game for R. Holmes,76,81
308,3,1:43.0,,D. Šarić enters the game for R. Covington,76,81
309,3,1:43.0,,G. Henderson enters the game for N. Stauskas,76,81
310,3,1:43.0,B. Biyombo makes free throw 2 of 2,,77,81
311,3,1:33.0,,Shooting foul by E. Fournier (drawn by G. Henderson),77,81
312,3,1:33.0,,G. Henderson makes free throw 1 of 2,77,82
313,3,1:33.0,,G. Henderson misses free throw 2 of 2,77,82
314,3,1:32.0,Defensive rebound by B. Biyombo,,77,82
315,3,1:20.0,J. Green misses 2-pt jump shot from 5 ft (block by H. Thompson),,77,82
316,3,1:17.0,Offensive rebound by B. Biyombo,,77,82
317,3,1:12.0,M. Hezonja makes 2-pt jump shot from 22 ft (assist by E. Fournier),,79,82
318,3,1:02.0,,J. Embiid misses 3-pt jump shot from 24 ft,79,82
319,3,1:01.0,Defensive rebound by Team,,79,82
320,3,0:51.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by B. Biyombo),,82,82
321,3,0:33.0,,Personal block foul by B. Biyombo (drawn by H. Thompson),82,82
322,3,0:33.0,,H. Thompson makes free throw 1 of 2,82,83
323,3,0:33.0,,H. Thompson makes free throw 2 of 2,82,84
324,3,0:33.0,Technical foul by B. Biyombo,,82,84
325,3,0:33.0,,J. Embiid makes technical free throw,82,85
326,3,0:24.0,D. Augustin makes 2-pt jump shot from 7 ft,,84,85
327,3,0:04.0,,J. Embiid makes 2-pt jump shot from 17 ft (assist by T. McConnell),84,87
328,3,0:01.0,D. Augustin misses 3-pt jump shot from 25 ft,,84,87
329,3,0:00.0,Offensive rebound by Team,,84,87
330,4,11:43.0,M. Hezonja misses 3-pt jump shot from 25 ft,,84,87
331,4,11:41.0,,Defensive rebound by G. Henderson,84,87
332,4,11:37.0,,D. Šarić misses 2-pt jump shot from 4 ft (block by J. Green),84,87
333,4,11:34.0,,Offensive rebound by R. Holmes,84,87
334,4,11:23.0,,D. Šarić makes 2-pt layup at rim (assist by S. Rodríguez),84,89
335,4,11:06.0,D. Augustin misses 3-pt jump shot from 27 ft,,84,89
336,4,11:04.0,,Defensive rebound by G. Henderson,84,89
337,4,10:47.0,,G. Henderson misses 2-pt jump shot from 15 ft,84,89
338,4,10:45.0,,Offensive rebound by H. Thompson,84,89
339,4,10:45.0,,H. Thompson makes 2-pt layup from 2 ft,84,91
340,4,10:22.0,D. Augustin misses 3-pt jump shot from 26 ft,,84,91
341,4,10:20.0,,Defensive rebound by D. Šarić,84,91
342,4,10:05.0,,Turnover by D. Šarić (traveling),84,91
343,4,10:05.0,,J. Embiid enters the game for R. Holmes,84,91
344,4,9:57.0,,Violation by D. Šarić (kicked ball),84,91
345,4,9:41.0,D. Augustin misses 3-pt jump shot from 27 ft,,84,91
346,4,9:39.0,Offensive rebound by B. Biyombo,,84,91
347,4,9:33.0,M. Hezonja misses 2-pt layup from 3 ft,,84,91
348,4,9:31.0,Offensive rebound by B. Biyombo,,84,91
349,4,9:26.0,J. Green misses 3-pt jump shot from 25 ft,,84,91
350,4,9:24.0,Offensive rebound by B. Biyombo,,84,91
351,4,9:21.0,D. Augustin misses 3-pt jump shot from 25 ft,,84,91
352,4,9:21.0,,Defensive rebound by Team,84,91
353,4,9:21.0,Loose ball foul by B. Biyombo (drawn by J. Embiid),,84,91
354,4,9:21.0,S. Ibaka enters the game for B. Biyombo,,84,91
355,4,9:12.0,,S. Rodríguez misses 2-pt jump shot from 13 ft,84,91
356,4,9:11.0,Defensive rebound by J. Green,,84,91
357,4,9:00.0,Turnover by M. Hezonja (bad pass; steal by D. Šarić),,84,91
358,4,8:44.0,,Personal foul by S. Ibaka (drawn by J. Embiid),84,91
359,4,8:44.0,Official timeout,,84,91
360,4,8:44.0,A. Gordon enters the game for M. Hezonja,,84,91
361,4,8:44.0,E. Payton enters the game for D. Augustin,,84,91
362,4,8:31.0,,S. Rodríguez makes 3-pt jump shot from 31 ft,84,94
363,4,8:15.0,Shooting block foul by J. Embiid (drawn by E. Payton),,84,94
364,4,8:15.0,E. Payton makes free throw 1 of 2,,85,94
365,4,8:15.0,E. Payton misses free throw 2 of 2,,85,94
366,4,8:15.0,,R. Holmes enters the game for J. Embiid,85,94
367,4,8:15.0,N. Vučević enters the game for J. Green,,85,94
368,4,8:14.0,,Defensive rebound by S. Rodríguez,85,94
369,4,8:00.0,,S. Rodríguez misses 2-pt jump shot from 13 ft,85,94
370,4,7:58.0,Defensive rebound by N. Vučević,,85,94
371,4,7:52.0,Personal foul by D. Šarić (drawn by S. Ibaka),,85,94
372,4,7:45.0,E. Payton makes 2-pt jump shot from 17 ft,,87,94
373,4,7:25.0,,Turnover by G. Henderson (traveling),87,94
374,4,7:25.0,,R. Covington enters the game for D. Šarić,87,94
375,4,7:14.0,E. Payton misses 2-pt jump shot from 9 ft,,87,94
376,4,7:12.0,,Defensive rebound by R. Holmes,87,94
377,4,6:58.0,,R. Holmes misses 2-pt jump shot from 16 ft,87,94
378,4,6:56.0,Defensive rebound by S. Ibaka,,87,94
379,4,6:47.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by C. Watson),,90,94
