,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:39.0,,J. Redick misses 3-pt jump shot from 25 ft,0,0
1,1,11:37.0,Defensive rebound by W. Cauley-Stein,,0,0
2,1,11:19.0,A. Afflalo makes 2-pt jump shot from 13 ft (assist by S. Labissière),,2,0
3,1,10:59.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Redick),2,2
4,1,10:38.0,B. Hield misses 2-pt layup from 3 ft (block by D. Jordan),,2,2
5,1,10:36.0,,Defensive rebound by B. Griffin,2,2
6,1,10:33.0,,Shooting foul by S. Labissière (drawn by L. Mbah a Moute),2,2
7,1,10:33.0,,L. Mbah a Moute misses free throw 1 of 2,2,2
8,1,10:33.0,,Offensive rebound by Team,2,2
9,1,10:33.0,,L. Mbah a Moute misses free throw 2 of 2,2,2
10,1,10:31.0,Defensive rebound by W. Cauley-Stein,,2,2
11,1,10:11.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by A. Afflalo),,4,2
12,1,10:11.0,Shooting foul by B. Griffin (drawn by W. Cauley-Stein),,4,2
13,1,10:11.0,W. Cauley-Stein makes free throw 1 of 1,,5,2
14,1,9:57.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),5,5
15,1,9:37.0,B. Hield misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),,5,5
16,1,9:34.0,,Defensive rebound by C. Paul,5,5
17,1,9:31.0,,Personal foul by L. Galloway,5,5
18,1,9:23.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,5,5
19,1,9:22.0,Defensive rebound by W. Cauley-Stein,,5,5
20,1,9:14.0,A. Afflalo misses 2-pt jump shot from 11 ft,,5,5
21,1,9:10.0,,Defensive rebound by B. Griffin,5,5
22,1,9:00.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,5,5
23,1,8:59.0,Defensive rebound by S. Labissière,,5,5
24,1,8:51.0,W. Cauley-Stein misses 2-pt jump shot from 12 ft,,5,5
25,1,8:47.0,,Defensive rebound by D. Jordan,5,5
26,1,8:40.0,,C. Paul misses 2-pt jump shot from 13 ft,5,5
27,1,8:35.0,Defensive rebound by A. Afflalo,,5,5
28,1,8:31.0,B. Hield makes 3-pt jump shot from 27 ft (assist by A. Afflalo),,8,5
29,1,8:17.0,,J. Redick misses 3-pt jump shot from 26 ft,8,5
30,1,8:16.0,Defensive rebound by A. Afflalo,,8,5
31,1,8:10.0,Personal foul by J. Redick,,8,5
32,1,8:01.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by D. Jordan),,8,5
33,1,7:59.0,,Defensive rebound by L. Mbah a Moute,8,5
34,1,7:53.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by B. Griffin),8,8
35,1,7:29.0,B. Hield makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,11,8
36,1,7:10.0,,B. Griffin misses 3-pt jump shot from 25 ft,11,8
37,1,7:08.0,Defensive rebound by B. Hield,,11,8
38,1,7:01.0,W. Cauley-Stein misses 2-pt dunk at rim,,11,8
39,1,6:56.0,,Defensive rebound by B. Griffin,11,8
40,1,6:53.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),11,10
41,1,6:34.0,W. Cauley-Stein makes 2-pt jump shot from 17 ft (assist by B. Hield),,13,10
42,1,6:17.0,,D. Jordan misses 2-pt layup from 2 ft,13,10
43,1,6:14.0,Defensive rebound by W. Cauley-Stein,,13,10
44,1,6:03.0,Turnover by S. Labissière (lost ball; steal by C. Paul),,13,10
45,1,6:00.0,,C. Paul misses 3-pt jump shot from 25 ft,13,10
46,1,5:58.0,,Offensive rebound by B. Griffin,13,10
47,1,5:58.0,,B. Griffin makes 2-pt layup from 1 ft,13,12
48,1,5:31.0,B. Hield makes 2-pt jump shot from 15 ft (assist by A. Afflalo),,15,12
49,1,5:16.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by B. Griffin),15,15
50,1,4:57.0,B. Hield misses 2-pt jump shot from 19 ft,,15,15
51,1,4:54.0,,Defensive rebound by C. Paul,15,15
52,1,4:48.0,,C. Paul makes 2-pt jump shot from 16 ft,15,17
53,1,4:31.0,L. Galloway misses 2-pt jump shot from 3 ft,,15,17
54,1,4:28.0,,Defensive rebound by D. Jordan,15,17
55,1,4:28.0,,LA Clippers full timeout,15,17
56,1,4:28.0,G. Papagiannis enters the game for S. Labissière,,15,17
57,1,4:28.0,B. McLemore enters the game for B. Hield,,15,17
58,1,4:11.0,,J. Redick makes 2-pt jump shot from 4 ft (assist by B. Griffin),15,19
59,1,4:11.0,,Shooting foul by B. McLemore (drawn by J. Redick),15,19
60,1,4:11.0,,J. Crawford enters the game for L. Mbah a Moute,15,19
61,1,4:11.0,,J. Redick makes free throw 1 of 1,15,20
62,1,3:51.0,B. McLemore makes 2-pt jump shot from 20 ft (assist by W. Cauley-Stein),,17,20
63,1,3:37.0,,Shooting foul by B. McLemore (drawn by J. Redick),17,20
64,1,3:37.0,,J. Redick makes free throw 1 of 2,17,21
65,1,3:37.0,,M. Speights enters the game for B. Griffin,17,21
66,1,3:37.0,,J. Redick makes free throw 2 of 2,17,22
67,1,3:20.0,W. Cauley-Stein misses 2-pt jump shot from 7 ft,,17,22
68,1,3:17.0,,Defensive rebound by D. Jordan,17,22
69,1,3:07.0,,M. Speights misses 3-pt jump shot from 26 ft,17,22
70,1,3:06.0,,Offensive rebound by D. Jordan,17,22
71,1,3:04.0,,D. Jordan makes 2-pt dunk at rim,17,24
72,1,2:47.0,A. Afflalo makes 2-pt jump shot from 16 ft (assist by W. Cauley-Stein),,19,24
73,1,2:30.0,,M. Speights misses 2-pt jump shot from 4 ft (block by W. Cauley-Stein),19,24
74,1,2:28.0,Defensive rebound by B. McLemore,,19,24
75,1,2:26.0,Personal block foul by C. Paul (drawn by B. McLemore),,19,24
76,1,2:26.0,Sacramento full timeout,,19,24
77,1,2:26.0,,R. Felton enters the game for C. Paul,19,24
78,1,2:15.0,A. Afflalo makes 2-pt jump shot from 16 ft (assist by L. Galloway),,21,24
79,1,1:59.0,,J. Crawford misses 3-pt jump shot from 27 ft,21,24
80,1,1:56.0,Defensive rebound by W. Cauley-Stein,,21,24
81,1,1:35.0,G. Papagiannis misses 2-pt layup from 3 ft,,21,24
82,1,1:33.0,,Defensive rebound by D. Jordan,21,24
83,1,1:21.0,,M. Speights makes 3-pt jump shot from 22 ft (assist by D. Jordan),21,27
84,1,0:59.0,Turnover by G. Papagiannis (lost ball),,21,27
85,1,0:59.0,,W. Johnson enters the game for J. Redick,21,27
86,1,0:59.0,S. Labissière enters the game for W. Cauley-Stein,,21,27
87,1,0:59.0,B. Hield enters the game for L. Galloway,,21,27
88,1,0:46.0,,R. Felton misses 2-pt layup from 2 ft,21,27
89,1,0:45.0,,Offensive rebound by D. Jordan,21,27
90,1,0:45.0,,D. Jordan misses 2-pt layup from 2 ft,21,27
91,1,0:45.0,,Offensive rebound by D. Jordan,21,27
92,1,0:45.0,,Shooting foul by B. Hield (drawn by D. Jordan),21,27
93,1,0:45.0,,D. Jordan misses free throw 1 of 2,21,27
94,1,0:45.0,,Offensive rebound by Team,21,27
95,1,0:45.0,,D. Jordan makes free throw 2 of 2,21,28
96,1,0:32.0,B. McLemore misses 2-pt jump shot from 18 ft,,21,28
97,1,0:28.0,,Defensive rebound by M. Speights,21,28
98,1,0:13.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),21,30
99,1,0:03.0,A. Afflalo makes 2-pt jump shot from 21 ft,,23,30
100,1,0:01.0,,Turnover by M. Speights (bad pass),23,30
101,2,11:42.0,S. Labissière makes 2-pt jump shot from 14 ft (assist by A. Afflalo),,25,30
102,2,11:29.0,,B. Bass makes 2-pt layup from 2 ft (assist by R. Felton),25,32
103,2,11:14.0,B. McLemore makes 2-pt dunk at rim (assist by G. Papagiannis),,27,32
104,2,10:55.0,,W. Johnson misses 3-pt jump shot from 25 ft,27,32
105,2,10:54.0,Defensive rebound by S. Labissière,,27,32
106,2,10:40.0,A. Afflalo makes 2-pt jump shot from 12 ft,,29,32
