,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
128,2,10:28.0,,Defensive rebound by T. Gibson,37,36
129,2,10:19.0,,A. Roberson makes 2-pt layup from 2 ft (assist by E. Freedom),37,38
130,2,9:59.0,Shooting foul by A. Roberson (drawn by E. Moore),,37,38
131,2,9:59.0,E. Moore makes free throw 1 of 2,,38,38
132,2,9:59.0,E. Moore makes free throw 2 of 2,,39,38
133,2,9:46.0,,T. Gibson misses 2-pt jump shot from 11 ft,39,38
134,2,9:46.0,Defensive rebound by D. Cousins,,39,38
135,2,9:36.0,D. Cousins misses 3-pt jump shot from 26 ft,,39,38
136,2,9:36.0,Offensive rebound by D. Motiejūnas,,39,38
137,2,9:30.0,E. Moore makes 2-pt layup from 2 ft,,41,38
138,2,9:16.0,,S. Christon misses 2-pt layup from 1 ft,41,38
139,2,9:14.0,,Offensive rebound by E. Freedom,41,38
140,2,9:14.0,,E. Freedom makes 2-pt layup from 1 ft,41,40
141,2,8:55.0,Personal block foul by T. Gibson (drawn by D. Motiejūnas),,41,40
142,2,8:55.0,Official timeout,,41,40
143,2,8:55.0,,J. Grant enters the game for A. Roberson,41,40
144,2,8:55.0,,S. Adams enters the game for E. Freedom,41,40
145,2,8:55.0,,R. Westbrook enters the game for S. Christon,41,40
146,2,8:44.0,D. Cousins makes 2-pt hook shot from 5 ft,,43,40
147,2,8:27.0,,Turnover by T. Gibson (bad pass; steal by E. Moore),43,40
148,2,8:26.0,Turnover by D. Cunningham (bad pass),,43,40
149,2,8:12.0,,D. McDermott misses 2-pt jump shot from 10 ft,43,40
150,2,8:11.0,Defensive rebound by D. Cousins,,43,40
151,2,7:54.0,T. Frazier misses 3-pt jump shot from 25 ft,,43,40
152,2,7:53.0,,Defensive rebound by J. Grant,43,40
153,2,7:42.0,,T. Gibson misses 2-pt jump shot from 14 ft,43,40
154,2,7:41.0,Defensive rebound by D. Cousins,,43,40
155,2,7:32.0,D. Cousins makes 2-pt jump shot from 6 ft,,45,40
156,2,7:20.0,,Turnover by R. Westbrook (bad pass; steal by E. Moore),45,40
157,2,7:07.0,Shooting foul by R. Westbrook (drawn by D. Motiejūnas),,45,40
158,2,7:07.0,D. Motiejūnas makes free throw 1 of 2,,46,40
159,2,7:07.0,D. Motiejūnas misses free throw 2 of 2,,46,40
160,2,7:07.0,,Á. Abrines enters the game for T. Gibson,46,40
161,2,7:06.0,,Defensive rebound by J. Grant,46,40
162,2,6:59.0,Violation by D. Motiejūnas (kicked ball),,46,40
163,2,6:59.0,H. Thompson enters the game for D. Motiejūnas,,46,40
164,2,6:45.0,,D. McDermott misses 2-pt jump shot from 12 ft,46,40
165,2,6:45.0,Defensive rebound by D. Cunningham,,46,40
166,2,6:24.0,D. Cousins makes 2-pt jump shot from 15 ft,,48,40
167,2,6:11.0,,Á. Abrines makes 2-pt dunk at rim (assist by R. Westbrook),48,42
168,2,5:57.0,H. Thompson misses 2-pt layup from 1 ft,,48,42
169,2,5:57.0,,Defensive rebound by J. Grant,48,42
170,2,5:51.0,,Á. Abrines makes 3-pt jump shot from 23 ft (assist by R. Westbrook),48,45
171,2,5:29.0,T. Frazier misses 2-pt layup from 1 ft,,48,45
172,2,5:29.0,,Defensive rebound by D. McDermott,48,45
173,2,5:24.0,,Personal foul by H. Thompson (drawn by R. Westbrook),48,45
174,2,5:24.0,,Oklahoma City full timeout,48,45
175,2,5:24.0,A. Davis enters the game for E. Moore,,48,45
176,2,5:24.0,J. Holiday enters the game for T. Frazier,,48,45
177,2,5:24.0,S. Hill enters the game for D. Cunningham,,48,45
178,2,5:20.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),48,47
179,2,4:56.0,D. Cousins makes 2-pt jump shot from 6 ft,,50,47
180,2,4:45.0,,S. Adams misses 2-pt dunk at rim,50,47
181,2,4:44.0,Defensive rebound by H. Thompson,,50,47
182,2,4:38.0,J. Holiday misses 2-pt jump shot from 19 ft,,50,47
183,2,4:36.0,,Defensive rebound by S. Adams,50,47
184,2,4:30.0,,R. Westbrook misses 3-pt jump shot from 24 ft,50,47
185,2,4:29.0,Defensive rebound by A. Davis,,50,47
186,2,4:06.0,D. Cousins misses 2-pt hook shot from 3 ft,,50,47
187,2,4:06.0,,Defensive rebound by R. Westbrook,50,47
188,2,3:59.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),50,49
189,2,3:40.0,D. Cousins makes 2-pt jump shot from 15 ft,,52,49
190,2,3:23.0,,Á. Abrines misses 2-pt jump shot from 16 ft,52,49
191,2,3:23.0,Defensive rebound by Team,,52,49
192,2,3:23.0,,A. Roberson enters the game for D. McDermott,52,49
193,2,3:09.0,D. Cousins misses 3-pt jump shot from 25 ft,,52,49
194,2,3:09.0,,Defensive rebound by R. Westbrook,52,49
195,2,3:03.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),52,51
196,2,2:48.0,J. Holiday misses 2-pt jump shot from 3 ft,,52,51
197,2,2:45.0,Offensive rebound by D. Cousins,,52,51
198,2,2:45.0,Personal foul by J. Grant (drawn by D. Cousins),,52,51
199,2,2:45.0,New Orleans full timeout,,52,51
200,2,2:45.0,D. Cousins makes free throw 1 of 2,,53,51
201,2,2:45.0,D. Cousins makes free throw 2 of 2,,54,51
202,2,2:27.0,,R. Westbrook misses 2-pt jump shot from 13 ft,54,51
203,2,2:27.0,,Offensive rebound by S. Adams,54,51
204,2,2:26.0,,Shooting foul by A. Davis (drawn by S. Adams),54,51
205,2,2:26.0,,S. Adams misses free throw 1 of 2,54,51
206,2,2:26.0,,Offensive rebound by Team,54,51
207,2,2:26.0,D. Motiejūnas enters the game for A. Davis,,54,51
208,2,2:26.0,,S. Adams makes free throw 2 of 2,54,52
209,2,2:14.0,Personal foul by S. Adams (drawn by D. Cousins),,54,52
210,2,2:14.0,D. Cousins makes free throw 1 of 2,,55,52
211,2,2:14.0,D. Cousins makes free throw 2 of 2,,56,52
212,2,2:03.0,,J. Grant makes 2-pt jump shot from 6 ft (assist by R. Westbrook),56,54
213,2,2:03.0,,Shooting block foul by S. Hill (drawn by J. Grant),56,54
214,2,2:03.0,,J. Grant makes free throw 1 of 1,56,55
215,2,1:52.0,Turnover by J. Holiday (bad pass; steal by R. Westbrook),,56,55
216,2,1:44.0,,J. Grant misses 3-pt jump shot from 22 ft,56,55
217,2,1:43.0,Defensive rebound by Team,,56,55
218,2,1:27.0,D. Cousins misses 3-pt jump shot from 25 ft,,56,55
219,2,1:26.0,,Defensive rebound by A. Roberson,56,55
220,2,1:19.0,,R. Westbrook makes 2-pt layup from 2 ft,56,57
221,2,0:57.0,D. Cousins makes 2-pt hook shot from 4 ft,,58,57
222,2,0:57.0,Shooting foul by S. Adams (drawn by D. Cousins),,58,57
223,2,0:57.0,,E. Freedom enters the game for S. Adams,58,57
224,2,0:57.0,D. Cousins makes free throw 1 of 1,,59,57
225,2,0:45.0,,Shooting block foul by D. Cousins (drawn by J. Grant),59,57
226,2,0:45.0,,J. Grant makes free throw 1 of 2,59,58
227,2,0:45.0,D. Cunningham enters the game for D. Cousins,,59,58
228,2,0:45.0,,J. Grant makes free throw 2 of 2,59,59
229,2,0:24.0,Turnover by J. Holiday (lost ball; steal by E. Freedom),,59,59
230,2,0:18.0,,Oklahoma City full timeout,59,59
231,2,0:18.0,,D. McDermott enters the game for A. Roberson,59,59
232,2,0:03.0,,Turnover by R. Westbrook (lost ball; steal by S. Hill),59,59
233,2,0:00.0,S. Hill misses 3-pt jump shot from 28 ft,,59,59
234,2,0:00.0,Offensive rebound by Team,,59,59
235,3,12:00.0,Technical foul by Team,,59,59
236,3,12:00.0,Technical foul by S. Hill,,59,59
237,3,12:00.0,,R. Westbrook misses technical free throw,59,59
238,3,12:00.0,,Offensive rebound by Team,59,59
239,3,12:00.0,,R. Westbrook makes technical free throw,59,60
240,3,11:51.0,,R. Westbrook makes 2-pt jump shot from 15 ft,59,62
241,3,11:37.0,A. Davis makes 3-pt jump shot from 24 ft (assist by J. Holiday),,62,62
242,3,11:25.0,,Á. Abrines misses 2-pt jump shot from 23 ft (block by J. Holiday),62,62
243,3,11:24.0,Defensive rebound by J. Holiday,,62,62
244,3,11:09.0,A. Davis misses 2-pt jump shot from 9 ft,,62,62
245,3,11:08.0,Offensive rebound by D. Cousins,,62,62
246,3,11:08.0,D. Cousins makes 2-pt layup from 1 ft,,64,62
247,3,10:44.0,,Shooting foul by S. Hill (drawn by Á. Abrines),64,62
248,3,10:44.0,,Á. Abrines makes free throw 1 of 2,64,63
249,3,10:44.0,,Á. Abrines makes free throw 2 of 2,64,64
250,3,10:35.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by J. Holiday),,67,64
251,3,10:18.0,,D. Sabonis makes 2-pt layup from 2 ft,67,66
252,3,10:18.0,,Shooting foul by D. Cousins (drawn by D. Sabonis),67,66
253,3,10:18.0,,D. Sabonis misses free throw 1 of 1,67,66
254,3,10:17.0,Defensive rebound by D. Cousins,,67,66
255,3,10:02.0,Turnover by H. Thompson (bad pass),,67,66
256,3,9:54.0,,R. Westbrook makes 2-pt jump shot from 13 ft,67,68
257,3,9:40.0,Personal foul by D. Sabonis (drawn by A. Davis),,67,68
258,3,9:35.0,J. Holiday misses 2-pt jump shot from 16 ft,,67,68
259,3,9:34.0,,Defensive rebound by D. Sabonis,67,68
260,3,9:28.0,,R. Westbrook misses 3-pt jump shot from 25 ft,67,68
261,3,9:27.0,,Offensive rebound by R. Westbrook,67,68
262,3,9:22.0,,Turnover by R. Westbrook (bad pass; steal by A. Davis),67,68
263,3,9:16.0,Shooting block foul by Á. Abrines (drawn by H. Thompson),,67,68
264,3,9:16.0,H. Thompson misses free throw 1 of 2,,67,68
265,3,9:16.0,Offensive rebound by Team,,67,68
266,3,9:16.0,,T. Gibson enters the game for D. Sabonis,67,68
267,3,9:16.0,D. Cunningham enters the game for D. Cousins,,67,68
268,3,9:16.0,H. Thompson makes free throw 2 of 2,,68,68
269,3,9:05.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),68,70
270,3,8:57.0,New Orleans full timeout,,68,70
271,3,8:41.0,J. Holiday misses 2-pt layup from 1 ft,,68,70
272,3,8:41.0,,Defensive rebound by R. Westbrook,68,70
273,3,8:35.0,,Turnover by R. Westbrook (bad pass; steal by J. Holiday),68,70
274,3,8:29.0,S. Hill misses 3-pt jump shot from 25 ft,,68,70
275,3,8:29.0,,Defensive rebound by R. Westbrook,68,70
276,3,8:18.0,,R. Westbrook misses 2-pt jump shot from 4 ft,68,70
277,3,8:17.0,,Offensive rebound by S. Adams,68,70
278,3,8:11.0,,Personal foul by H. Thompson (drawn by T. Gibson),68,70
279,3,8:05.0,,T. Gibson makes 2-pt dunk at rim (assist by Á. Abrines),68,72
280,3,7:43.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by A. Davis),,71,72
281,3,7:19.0,,T. Gibson misses 2-pt jump shot from 4 ft,71,72
282,3,7:18.0,,Offensive rebound by S. Adams,71,72
283,3,7:18.0,,S. Adams misses 2-pt layup from 2 ft,71,72
284,3,7:17.0,Defensive rebound by J. Holiday,,71,72
285,3,7:09.0,H. Thompson misses 3-pt jump shot from 23 ft,,71,72
286,3,7:08.0,,Defensive rebound by R. Westbrook,71,72
287,3,7:00.0,,Oklahoma City full timeout,71,72
288,3,6:55.0,,R. Westbrook misses 2-pt layup from 2 ft,71,72
289,3,6:55.0,Defensive rebound by A. Davis,,71,72
290,3,6:55.0,Personal take foul by R. Westbrook (drawn by A. Davis),,71,72
291,3,6:41.0,A. Davis makes 2-pt jump shot from 12 ft,,73,72
292,3,6:22.0,,Shooting foul by D. Cunningham (drawn by T. Gibson),73,72
293,3,6:22.0,,T. Gibson makes free throw 1 of 2,73,73
294,3,6:22.0,,T. Gibson makes free throw 2 of 2,73,74
295,3,6:14.0,Personal foul by A. Roberson (drawn by A. Davis),,73,74
296,3,6:02.0,A. Davis misses 2-pt jump shot from 16 ft,,73,74
297,3,6:02.0,,Defensive rebound by Á. Abrines,73,74
298,3,5:48.0,,R. Westbrook makes 2-pt layup from 1 ft,73,76
299,3,5:48.0,,Shooting block foul by A. Davis (drawn by R. Westbrook),73,76
300,3,5:48.0,,R. Westbrook makes free throw 1 of 1,73,77
301,3,5:29.0,A. Davis misses 2-pt jump shot from 4 ft,,73,77
302,3,5:29.0,,Defensive rebound by R. Westbrook,73,77
303,3,5:22.0,,T. Gibson misses 2-pt layup from 2 ft,73,77
304,3,5:21.0,Defensive rebound by J. Holiday,,73,77
305,3,5:03.0,J. Holiday makes 2-pt jump shot from 6 ft,,75,77
306,3,4:45.0,,R. Westbrook misses 2-pt jump shot from 18 ft,75,77
307,3,4:45.0,Defensive rebound by S. Hill,,75,77
308,3,4:28.0,A. Davis misses 2-pt jump shot from 16 ft,,75,77
309,3,4:27.0,Offensive rebound by S. Hill,,75,77
310,3,4:27.0,Shooting foul by Á. Abrines (drawn by S. Hill),,75,77
311,3,4:27.0,S. Hill makes free throw 1 of 2,,76,77
312,3,4:27.0,,E. Freedom enters the game for S. Adams,76,77
313,3,4:27.0,S. Hill makes free throw 2 of 2,,77,77
314,3,4:12.0,,R. Westbrook misses 3-pt jump shot from 25 ft,77,77
315,3,4:10.0,Defensive rebound by S. Hill,,77,77
316,3,4:00.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,79,77
317,3,4:00.0,Shooting foul by T. Gibson (drawn by A. Davis),,79,77
318,3,4:00.0,,Violation by A. Roberson (def goaltending),79,77
319,3,4:00.0,E. Moore enters the game for H. Thompson,,79,77
320,3,4:00.0,A. Davis makes free throw 1 of 1,,80,77
321,3,3:50.0,,E. Freedom misses 2-pt jump shot from 17 ft,80,77
322,3,3:49.0,,Offensive rebound by T. Gibson,80,77
323,3,3:43.0,,Violation by E. Freedom (kicked ball),80,77
324,3,3:43.0,,D. McDermott enters the game for Á. Abrines,80,77
325,3,3:37.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by R. Westbrook),80,79
326,3,3:18.0,A. Davis misses 2-pt jump shot from 18 ft,,80,79
327,3,3:17.0,,Defensive rebound by E. Freedom,80,79
328,3,3:03.0,,R. Westbrook makes 2-pt jump shot from 18 ft,80,81
329,3,2:41.0,A. Davis misses 2-pt hook shot from 5 ft,,80,81
330,3,2:41.0,,Defensive rebound by E. Freedom,80,81
331,3,2:34.0,,R. Westbrook misses 2-pt jump shot from 16 ft,80,81
332,3,2:33.0,,Offensive rebound by Team,80,81
333,3,2:33.0,Loose ball foul by A. Davis (drawn by E. Freedom),,80,81
334,3,2:33.0,,E. Freedom misses free throw 1 of 2,80,81
335,3,2:33.0,,Offensive rebound by Team,80,81
336,3,2:33.0,D. Cousins enters the game for A. Davis,,80,81
337,3,2:33.0,,E. Freedom makes free throw 2 of 2,80,82
338,3,2:12.0,D. Cunningham misses 3-pt jump shot from 24 ft,,80,82
339,3,2:11.0,Offensive rebound by Team,,80,82
340,3,2:11.0,,Loose ball foul by A. Roberson (drawn by D. Cousins),80,82
341,3,2:11.0,D. Cousins makes free throw 1 of 2,,81,82
342,3,2:11.0,T. Frazier enters the game for J. Holiday,,81,82
343,3,2:11.0,,S. Christon enters the game for R. Westbrook,81,82
344,3,2:11.0,D. Cousins makes free throw 2 of 2,,82,82
345,3,1:59.0,,T. Gibson makes 2-pt layup from 2 ft,82,84
346,3,1:39.0,D. Cousins misses 2-pt layup from 2 ft,,82,84
347,3,1:38.0,,Defensive rebound by T. Gibson,82,84
348,3,1:21.0,,Personal foul by S. Hill (drawn by E. Freedom),82,84
349,3,1:21.0,,E. Freedom makes free throw 1 of 2,82,85
350,3,1:21.0,,J. Grant enters the game for A. Roberson,82,85
351,3,1:21.0,H. Thompson enters the game for S. Hill,,82,85
352,3,1:21.0,,E. Freedom makes free throw 2 of 2,82,86
353,3,1:14.0,Personal foul by D. McDermott (drawn by D. Cousins),,82,86
354,3,1:14.0,D. Cousins makes free throw 1 of 2,,83,86
355,3,1:14.0,D. Cousins makes free throw 2 of 2,,84,86
356,3,1:06.0,,Turnover by J. Grant (illegal screen),84,86
357,3,0:53.0,Turnover by D. Cousins (traveling),,84,86
358,3,0:38.0,,Shooting foul by D. Cousins (drawn by S. Christon),84,86
359,3,0:38.0,,S. Christon misses free throw 1 of 2,84,86
360,3,0:38.0,,Offensive rebound by Team,84,86
361,3,0:38.0,A. Ajinça enters the game for D. Cousins,,84,86
362,3,0:38.0,,S. Christon makes free throw 2 of 2,84,87
363,3,0:26.0,E. Moore misses 2-pt jump shot from 21 ft,,84,87
364,3,0:26.0,,Defensive rebound by T. Gibson,84,87
365,3,0:01.0,,T. Gibson misses 2-pt jump shot from 9 ft,84,87
366,3,0:00.0,Defensive rebound by H. Thompson,,84,87
367,4,11:50.0,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Frazier),,87,87
368,4,11:33.0,,Shooting foul by T. Frazier (drawn by E. Freedom),87,87
369,4,11:33.0,,Technical foul by T. Gibson,87,87
370,4,11:33.0,Technical foul by D. Cunningham,,87,87
371,4,11:33.0,,E. Freedom makes free throw 1 of 2,87,88
372,4,11:33.0,,E. Freedom misses free throw 2 of 2,87,88
373,4,11:33.0,D. Motiejūnas enters the game for D. Cunningham,,87,88
374,4,11:32.0,Defensive rebound by A. Ajinça,,87,88
375,4,11:13.0,E. Moore misses 2-pt jump shot from 19 ft,,87,88
376,4,11:13.0,,Defensive rebound by D. McDermott,87,88
377,4,10:54.0,,S. Christon misses 3-pt jump shot from 25 ft,87,88
378,4,10:53.0,Defensive rebound by T. Frazier,,87,88
379,4,10:32.0,D. Motiejūnas makes 2-pt hook shot from 6 ft,,89,88
380,4,10:13.0,,T. Gibson misses 2-pt jump shot from 13 ft,89,88
381,4,10:13.0,,Offensive rebound by E. Freedom,89,88
382,4,10:12.0,,Shooting block foul by T. Frazier (drawn by E. Freedom),89,88
383,4,10:12.0,,E. Freedom makes free throw 1 of 2,89,89
384,4,10:12.0,,E. Freedom makes free throw 2 of 2,89,90
385,4,10:00.0,T. Frazier makes 2-pt layup from 2 ft,,91,90
386,4,9:47.0,,D. McDermott misses 3-pt jump shot from 25 ft,91,90
387,4,9:46.0,Defensive rebound by D. Motiejūnas,,91,90
388,4,9:33.0,D. Motiejūnas misses 2-pt hook shot from 5 ft,,91,90
