,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
24,1,8:20.0,R. Westbrook makes 2-pt jump shot from 19 ft,,11,7
25,1,8:08.0,,Shooting foul by A. Roberson (drawn by M. Gasol),11,7
26,1,8:08.0,,M. Gasol makes free throw 1 of 2,11,8
27,1,8:08.0,,M. Gasol makes free throw 2 of 2,11,9
28,1,7:56.0,R. Westbrook misses 3-pt jump shot from 26 ft,,11,9
29,1,7:55.0,,Defensive rebound by T. Allen,11,9
30,1,7:43.0,,M. Gasol misses 2-pt hook shot from 9 ft,11,9
31,1,7:40.0,Defensive rebound by T. Gibson,,11,9
32,1,7:26.0,Turnover by R. Westbrook (bad pass; steal by M. Gasol),,11,9
33,1,7:18.0,,A. Harrison misses 2-pt layup at rim (block by A. Roberson),11,9
34,1,7:14.0,Defensive rebound by S. Adams,,11,9
35,1,7:12.0,T. Gibson makes 2-pt dunk at rim (assist by R. Westbrook),,13,9
36,1,6:47.0,,M. Gasol makes 2-pt layup from 2 ft (assist by V. Carter),13,11
37,1,6:32.0,V. Oladipo misses 3-pt jump shot from 25 ft,,13,11
38,1,6:31.0,,Defensive rebound by J. Green,13,11
39,1,6:23.0,,Personal foul by A. Roberson (drawn by V. Carter),13,11
40,1,6:10.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Gasol),13,14
41,1,5:58.0,Shooting foul by T. Allen (drawn by A. Roberson),,13,14
42,1,5:58.0,,Memphis full timeout,13,14
43,1,5:58.0,A. Roberson misses free throw 1 of 2,,13,14
44,1,5:58.0,Offensive rebound by Team,,13,14
45,1,5:58.0,A. Roberson misses free throw 2 of 2,,13,14
46,1,5:58.0,,Defensive rebound by Team,13,14
47,1,5:57.0,D. McDermott enters the game for A. Roberson,,13,14
48,1,5:45.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by T. Allen),13,17
49,1,5:27.0,R. Westbrook misses 3-pt jump shot from 25 ft,,13,17
50,1,5:26.0,Offensive rebound by S. Adams,,13,17
51,1,5:26.0,S. Adams misses 2-pt layup from 2 ft,,13,17
52,1,5:23.0,,Defensive rebound by J. Green,13,17
53,1,5:18.0,,M. Gasol misses 3-pt jump shot from 29 ft,13,17
54,1,5:16.0,Defensive rebound by R. Westbrook,,13,17
55,1,5:16.0,Personal take foul by T. Allen (drawn by R. Westbrook),,13,17
56,1,5:16.0,,Z. Randolph enters the game for J. Green,13,17
57,1,5:16.0,,W. Selden enters the game for T. Allen,13,17
58,1,5:09.0,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),,15,17
59,1,4:46.0,,V. Carter makes 2-pt jump shot from 8 ft,15,19
60,1,4:36.0,R. Westbrook makes 2-pt jump shot from 9 ft,,17,19
61,1,4:20.0,,W. Selden makes 2-pt layup from 2 ft,17,21
62,1,4:15.0,Oklahoma City full timeout,,17,21
63,1,4:15.0,E. Freedom enters the game for T. Gibson,,17,21
64,1,4:15.0,S. Christon enters the game for V. Oladipo,,17,21
65,1,4:10.0,Shooting foul by V. Carter (drawn by D. McDermott),,17,21
66,1,4:10.0,D. McDermott misses free throw 1 of 3,,17,21
67,1,4:10.0,Offensive rebound by Team,,17,21
68,1,4:10.0,D. McDermott misses free throw 2 of 3,,17,21
69,1,4:10.0,Offensive rebound by Team,,17,21
70,1,4:10.0,D. McDermott makes free throw 3 of 3,,18,21
71,1,3:55.0,,B. Wright enters the game for M. Gasol,18,21
72,1,3:55.0,,T. Daniels enters the game for V. Carter,18,21
73,1,3:47.0,,Z. Randolph misses 2-pt jump shot from 18 ft,18,21
74,1,3:47.0,Defensive rebound by D. McDermott,,18,21
75,1,3:38.0,Shooting foul by B. Wright (drawn by E. Freedom),,18,21
76,1,3:38.0,E. Freedom makes free throw 1 of 2,,19,21
77,1,3:38.0,D. Sabonis enters the game for S. Adams,,19,21
78,1,3:38.0,E. Freedom makes free throw 2 of 2,,20,21
79,1,3:22.0,,Shooting foul by E. Freedom (drawn by A. Harrison),20,21
80,1,3:22.0,,A. Harrison makes free throw 1 of 2,20,22
81,1,3:22.0,,A. Harrison makes free throw 2 of 2,20,23
82,1,3:11.0,R. Westbrook makes 2-pt layup from 1 ft,,22,23
83,1,2:53.0,,Turnover by T. Daniels (bad pass; steal by R. Westbrook),22,23
84,1,2:48.0,D. Sabonis makes 2-pt layup from 1 ft (assist by R. Westbrook),,24,23
85,1,2:40.0,,Memphis full timeout,24,23
86,1,2:40.0,V. Oladipo enters the game for R. Westbrook,,24,23
87,1,2:23.0,,Z. Randolph makes 2-pt hook shot from 11 ft,24,25
88,1,2:06.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by S. Christon),,27,25
89,1,1:47.0,,B. Wright makes 2-pt dunk at rim (assist by W. Selden),27,27
90,1,1:22.0,S. Christon misses 2-pt jump shot from 19 ft,,27,27
91,1,1:22.0,,Defensive rebound by W. Selden,27,27
92,1,1:00.0,,A. Harrison misses 2-pt jump shot from 19 ft,27,27
93,1,0:59.0,Defensive rebound by V. Oladipo,,27,27
94,1,0:51.0,Shooting foul by W. Selden (drawn by V. Oladipo),,27,27
95,1,0:51.0,V. Oladipo makes free throw 1 of 2,,28,27
96,1,0:51.0,,W. Baldwin enters the game for A. Harrison,28,27
97,1,0:51.0,V. Oladipo makes free throw 2 of 2,,29,27
98,1,0:34.0,,W. Baldwin misses 3-pt jump shot from 26 ft,29,27
99,1,0:33.0,Defensive rebound by D. McDermott,,29,27
100,1,0:28.0,E. Freedom makes 2-pt layup from 1 ft (assist by V. Oladipo),,31,27
101,1,0:18.0,,Personal foul by V. Oladipo (drawn by T. Daniels),31,27
102,1,0:04.0,,Z. Randolph misses 2-pt jump shot from 20 ft (block by D. Sabonis),31,27
103,1,0:04.0,,Offensive rebound by Team,31,27
104,1,0:04.0,,Turnover by Team (shot clock),31,27
105,1,0:01.0,S. Christon makes 3-pt jump shot from 27 ft,,34,27
106,2,11:44.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by W. Baldwin),34,30
107,2,11:24.0,E. Freedom misses 2-pt hook shot from 6 ft,,34,30
108,2,11:23.0,,Defensive rebound by Z. Randolph,34,30
109,2,11:07.0,,Turnover by Z. Randolph (lost ball; steal by S. Christon),34,30
110,2,10:57.0,D. Sabonis makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,37,30
111,2,10:36.0,,W. Baldwin misses 2-pt layup from 2 ft,37,30
112,2,10:34.0,Defensive rebound by E. Freedom,,37,30
113,2,10:30.0,V. Oladipo makes 2-pt jump shot from 21 ft (assist by S. Christon),,39,30
114,2,10:21.0,,Memphis full timeout,39,30
115,2,10:21.0,,M. Gasol enters the game for B. Wright,39,30
116,2,10:05.0,,W. Selden makes 2-pt jump shot from 16 ft,39,32
117,2,9:48.0,D. McDermott misses 3-pt jump shot from 23 ft,,39,32
118,2,9:47.0,Offensive rebound by E. Freedom,,39,32
119,2,9:43.0,Turnover by E. Freedom (bad pass; steal by W. Baldwin),,39,32
120,2,9:38.0,,W. Baldwin makes 2-pt layup from 3 ft,39,34
121,2,9:18.0,Turnover by E. Freedom (lost ball; steal by Z. Randolph),,39,34
122,2,9:07.0,,Z. Randolph misses 2-pt jump shot from 16 ft,39,34
123,2,9:07.0,Defensive rebound by D. McDermott,,39,34
124,2,9:00.0,V. Oladipo makes 2-pt layup from 2 ft,,41,34
125,2,8:45.0,,Shooting foul by D. McDermott (drawn by W. Selden),41,34
126,2,8:45.0,Official timeout,,41,34
127,2,8:45.0,,W. Selden makes free throw 1 of 2,41,35
128,2,8:45.0,R. Westbrook enters the game for V. Oladipo,,41,34
129,2,8:45.0,S. Adams enters the game for D. McDermott,,41,34
130,2,8:45.0,A. Roberson enters the game for D. Sabonis,,41,34
131,2,8:45.0,,W. Selden makes free throw 2 of 2,41,36
132,2,8:33.0,E. Freedom misses 3-pt jump shot from 23 ft,,41,36
133,2,8:33.0,,Defensive rebound by Z. Randolph,41,36
134,2,8:17.0,,Turnover by Z. Randolph (bad pass; steal by R. Westbrook),41,36
135,2,8:13.0,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),,43,36
136,2,8:01.0,,Personal foul by S. Adams (drawn by M. Gasol),43,36
137,2,8:01.0,,A. Harrison enters the game for W. Baldwin,43,36
138,2,8:01.0,,T. Allen enters the game for T. Daniels,43,36
139,2,8:01.0,,J. Green enters the game for Z. Randolph,43,36
140,2,7:48.0,,J. Green misses 2-pt jump shot from 21 ft,43,36
141,2,7:47.0,,Offensive rebound by T. Allen,43,36
142,2,7:35.0,,Personal foul by R. Westbrook (drawn by A. Harrison),43,36
143,2,7:22.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by W. Selden),43,38
144,2,7:03.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Gasol),,43,38
145,2,7:03.0,,Defensive rebound by Team,43,38
146,2,6:48.0,,M. Gasol misses 3-pt jump shot from 25 ft,43,38
147,2,6:48.0,,Offensive rebound by T. Allen,43,38
148,2,6:45.0,,T. Allen makes 2-pt layup from 1 ft,43,40
149,2,6:37.0,Shooting foul by A. Harrison (drawn by R. Westbrook),,43,40
150,2,6:37.0,R. Westbrook makes free throw 1 of 3,,44,40
151,2,6:37.0,R. Westbrook makes free throw 2 of 3,,45,40
152,2,6:37.0,T. Gibson enters the game for S. Christon,,45,40
153,2,6:37.0,V. Oladipo enters the game for E. Freedom,,45,40
154,2,6:37.0,R. Westbrook makes free throw 3 of 3,,46,40
155,2,6:21.0,,W. Selden misses 2-pt jump shot from 14 ft,46,40
156,2,6:19.0,Defensive rebound by A. Roberson,,46,40
157,2,6:12.0,Turnover by R. Westbrook (bad pass; steal by M. Gasol),,46,40
158,2,6:02.0,,W. Selden misses 3-pt jump shot from 25 ft,46,40
159,2,6:01.0,,Offensive rebound by T. Allen,46,40
160,2,5:55.0,,J. Green misses 3-pt jump shot from 25 ft,46,40
161,2,5:53.0,Defensive rebound by R. Westbrook,,46,40
162,2,5:45.0,V. Oladipo misses 3-pt jump shot from 23 ft,,46,40
163,2,5:43.0,,Defensive rebound by W. Selden,46,40
164,2,5:23.0,,A. Harrison makes 2-pt layup from 1 ft,46,42
165,2,5:09.0,T. Gibson misses 2-pt jump shot from 17 ft,,46,42
166,2,5:07.0,Offensive rebound by S. Adams,,46,42
167,2,5:07.0,S. Adams makes 2-pt layup from 1 ft,,48,42
168,2,4:51.0,,Shooting foul by S. Adams (drawn by M. Gasol),48,42
169,2,4:51.0,,Memphis full timeout,48,42
170,2,4:51.0,,M. Gasol makes free throw 1 of 2,48,43
171,2,4:51.0,,V. Carter enters the game for W. Selden,48,42
172,2,4:51.0,,M. Gasol makes free throw 2 of 2,48,44
173,2,4:31.0,Turnover by R. Westbrook (bad pass),,48,44
174,2,4:13.0,,J. Green misses 2-pt layup from 2 ft (block by S. Adams),48,44
175,2,4:11.0,Defensive rebound by S. Adams,,48,44
176,2,3:58.0,T. Gibson misses 2-pt jump shot from 5 ft (block by M. Gasol),,48,44
177,2,3:55.0,Offensive rebound by T. Gibson,,48,44
178,2,3:55.0,T. Gibson makes 2-pt hook shot from 3 ft,,50,44
179,2,3:38.0,,Turnover by M. Gasol (lost ball; steal by V. Oladipo),50,44
180,2,3:32.0,R. Westbrook makes 2-pt layup from 1 ft (assist by V. Oladipo),,52,44
181,2,3:25.0,,Memphis full timeout,52,44
182,2,3:14.0,,V. Carter misses 3-pt jump shot from 26 ft,52,44
183,2,3:12.0,Defensive rebound by T. Gibson,,52,44
184,2,3:05.0,R. Westbrook misses 2-pt layup from 1 ft,,52,44
185,2,3:03.0,,Defensive rebound by M. Gasol,52,44
186,2,2:48.0,,J. Green misses 3-pt jump shot from 23 ft,52,44
187,2,2:46.0,Defensive rebound by S. Adams,,52,44
188,2,2:33.0,V. Oladipo misses 2-pt jump shot from 15 ft,,52,44
189,2,2:33.0,,Defensive rebound by A. Harrison,52,44
190,2,2:26.0,,T. Allen makes 2-pt dunk at rim (assist by A. Harrison),52,46
191,2,2:11.0,Personal foul by J. Green (drawn by T. Gibson),,52,46
192,2,2:11.0,,Z. Randolph enters the game for J. Green,52,46
193,2,2:11.0,D. McDermott enters the game for A. Roberson,,52,46
194,2,1:58.0,R. Westbrook misses 2-pt jump shot from 19 ft,,52,46
195,2,1:58.0,,Defensive rebound by Z. Randolph,52,46
196,2,1:48.0,,M. Gasol misses 2-pt hook shot from 6 ft,52,46
197,2,1:48.0,Defensive rebound by R. Westbrook,,52,46
198,2,1:48.0,Personal foul by Z. Randolph (drawn by R. Westbrook),,52,46
199,2,1:31.0,V. Oladipo misses 2-pt layup from 1 ft,,52,46
200,2,1:31.0,Offensive rebound by S. Adams,,52,46
201,2,1:28.0,S. Adams misses 2-pt hook shot from 3 ft,,52,46
202,2,1:27.0,,Defensive rebound by M. Gasol,52,46
203,2,1:10.0,,Turnover by T. Allen (lost ball; steal by R. Westbrook),52,46
204,2,1:08.0,Personal foul by V. Carter (drawn by R. Westbrook),,52,46
205,2,1:08.0,R. Westbrook makes free throw 1 of 2,,53,46
206,2,1:08.0,R. Westbrook makes free throw 2 of 2,,54,46
207,2,0:55.0,,Z. Randolph makes 2-pt hook shot from 7 ft (assist by M. Gasol),54,48
208,2,0:43.0,R. Westbrook misses 3-pt jump shot from 25 ft,,54,48
209,2,0:43.0,Offensive rebound by S. Adams,,54,48
210,2,0:41.0,S. Adams makes 2-pt layup from 1 ft,,56,48
211,2,0:41.0,Shooting foul by V. Carter (drawn by S. Adams),,56,48
212,2,0:41.0,S. Adams makes free throw 1 of 1,,57,48
213,2,0:25.0,,V. Carter misses 2-pt layup from 2 ft,57,48
214,2,0:24.0,,Offensive rebound by Z. Randolph,57,48
215,2,0:24.0,,Z. Randolph makes 2-pt layup from 1 ft,57,50
216,2,0:01.0,Turnover by R. Westbrook (lost ball),,57,50
217,3,11:41.0,,M. Gasol misses 2-pt jump shot from 8 ft,57,50
218,3,11:39.0,Defensive rebound by R. Westbrook,,57,50
219,3,11:22.0,S. Adams misses 2-pt jump shot from 10 ft,,57,50
220,3,11:19.0,,Defensive rebound by J. Green,57,50
221,3,11:11.0,,V. Carter misses 3-pt jump shot from 26 ft,57,50
222,3,11:11.0,Defensive rebound by D. McDermott,,57,50
223,3,10:56.0,R. Westbrook makes 2-pt jump shot from 19 ft,,59,50
224,3,10:35.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by T. Allen),59,52
225,3,10:23.0,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,52
226,3,10:01.0,,A. Harrison misses 2-pt layup from 2 ft,61,52
227,3,9:59.0,Defensive rebound by T. Gibson,,61,52
228,3,9:52.0,V. Oladipo misses 2-pt jump shot from 18 ft,,61,52
229,3,9:51.0,,Defensive rebound by T. Allen,61,52
230,3,9:46.0,,J. Green makes 2-pt dunk at rim (assist by T. Allen),61,54
231,3,9:24.0,T. Gibson misses 2-pt jump shot from 15 ft,,61,54
232,3,9:23.0,,Defensive rebound by M. Gasol,61,54
233,3,9:02.0,,M. Gasol misses 2-pt hook shot from 10 ft,61,54
234,3,9:01.0,,Offensive rebound by J. Green,61,54
235,3,9:01.0,,Shooting foul by T. Gibson (drawn by J. Green),61,54
236,3,9:01.0,,J. Green makes free throw 1 of 2,61,55
237,3,9:01.0,,J. Green misses free throw 2 of 2,61,55
238,3,9:01.0,Defensive rebound by T. Gibson,,61,55
239,3,8:37.0,S. Adams misses 2-pt layup from 3 ft,,61,55
240,3,8:37.0,,Defensive rebound by Team,61,55
241,3,8:21.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),61,57
242,3,8:09.0,Turnover by S. Adams (lost ball),,61,57
243,3,7:49.0,,T. Allen misses 3-pt jump shot from 23 ft,61,57
244,3,7:48.0,,Offensive rebound by Team,61,57
245,3,7:44.0,,V. Carter misses 2-pt layup from 1 ft,61,57
246,3,7:41.0,Defensive rebound by R. Westbrook,,61,57
247,3,7:32.0,T. Gibson misses 2-pt layup from 1 ft (block by M. Gasol),,61,57
248,3,7:30.0,,Defensive rebound by T. Allen,61,57
249,3,7:15.0,,Turnover by J. Green (step out of bounds),61,57
250,3,7:15.0,Oklahoma City full timeout,,61,57
251,3,7:03.0,R. Westbrook makes 3-pt jump shot from 25 ft,,64,57
252,3,6:47.0,,Turnover by V. Carter (offensive foul),64,57
253,3,6:47.0,,Offensive foul by V. Carter (drawn by S. Adams),64,57
254,3,6:38.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,67,57
255,3,6:37.0,,Memphis full timeout,67,57
256,3,6:37.0,,J. Ennis enters the game for V. Carter,67,57
257,3,6:23.0,,M. Gasol makes 2-pt jump shot from 5 ft,67,59
258,3,6:09.0,D. McDermott misses 3-pt jump shot from 24 ft,,67,59
259,3,6:08.0,,Defensive rebound by J. Ennis,67,59
260,3,5:46.0,,M. Gasol misses 2-pt jump shot from 16 ft,67,59
261,3,5:46.0,,Offensive rebound by Team,67,59
262,3,5:46.0,Loose ball foul by V. Oladipo (drawn by J. Green),,67,59
263,3,5:46.0,,Z. Randolph enters the game for J. Green,67,59
264,3,5:46.0,S. Christon enters the game for V. Oladipo,,67,59
265,3,5:46.0,,W. Selden enters the game for T. Allen,67,59
266,3,5:36.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by A. Harrison),67,62
267,3,5:19.0,R. Westbrook misses 3-pt jump shot from 26 ft,,67,62
268,3,5:19.0,Offensive rebound by Team,,67,62
269,3,5:19.0,,Loose ball foul by M. Gasol (drawn by R. Westbrook),67,62
270,3,5:19.0,,Technical foul by M. Gasol,67,62
271,3,5:19.0,R. Westbrook makes technical free throw,,68,62
272,3,5:19.0,D. Sabonis enters the game for T. Gibson,,68,62
273,3,5:15.0,R. Westbrook misses 2-pt layup from 2 ft,,68,62
274,3,5:14.0,Offensive rebound by D. Sabonis,,68,62
275,3,5:14.0,D. Sabonis misses 2-pt layup from 2 ft,,68,62
276,3,5:14.0,,Defensive rebound by Team,68,62
277,3,5:14.0,Loose ball foul by R. Westbrook (drawn by Z. Randolph),,68,62
278,3,5:05.0,,A. Harrison makes 2-pt layup from 2 ft,68,64
279,3,5:05.0,,Shooting foul by D. Sabonis (drawn by A. Harrison),68,64
280,3,5:05.0,,A. Harrison makes free throw 1 of 1,68,65
281,3,4:44.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Adams),,71,65
282,3,4:32.0,,Shooting foul by R. Westbrook (drawn by A. Harrison),71,65
283,3,4:32.0,,A. Harrison misses free throw 1 of 3,71,65
284,3,4:32.0,,Offensive rebound by Team,71,65
285,3,4:32.0,,A. Harrison makes free throw 2 of 3,71,66
286,3,4:32.0,,B. Wright enters the game for M. Gasol,71,66
287,3,4:32.0,E. Freedom enters the game for S. Adams,,71,66
288,3,4:32.0,,A. Harrison makes free throw 3 of 3,71,67
289,3,4:15.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,73,67
290,3,3:50.0,,Shooting foul by D. Sabonis (drawn by Z. Randolph),73,67
291,3,3:50.0,,Z. Randolph makes free throw 1 of 2,73,68
292,3,3:50.0,,Z. Randolph misses free throw 2 of 2,73,68
293,3,3:49.0,Defensive rebound by R. Westbrook,,73,68
294,3,3:37.0,D. Sabonis misses 3-pt jump shot from 24 ft,,73,68
295,3,3:36.0,,Defensive rebound by A. Harrison,73,68
296,3,3:23.0,,Z. Randolph makes 2-pt jump shot from 13 ft,73,70
297,3,3:05.0,R. Westbrook makes 3-pt jump shot from 25 ft,,76,70
298,3,2:41.0,,Z. Randolph makes 2-pt hook shot from 6 ft (assist by B. Wright),76,72
299,3,2:24.0,R. Westbrook makes 3-pt jump shot from 24 ft,,79,72
300,3,2:06.0,,W. Selden misses 3-pt jump shot from 25 ft,79,72
301,3,2:06.0,Defensive rebound by Team,,79,72
302,3,2:06.0,N. Collison enters the game for R. Westbrook,,79,72
303,3,2:06.0,V. Oladipo enters the game for D. Sabonis,,79,72
304,3,1:49.0,E. Freedom misses 2-pt layup from 2 ft,,79,72
305,3,1:48.0,,Defensive rebound by Z. Randolph,79,72
306,3,1:34.0,,Turnover by A. Harrison (step out of bounds),79,72
307,3,1:34.0,,W. Baldwin enters the game for A. Harrison,79,72
308,3,1:34.0,Oklahoma City full timeout,,79,72
309,3,1:21.0,D. McDermott misses 3-pt jump shot from 26 ft,,79,72
310,3,1:21.0,,Defensive rebound by W. Selden,79,72
311,3,1:00.0,,Z. Randolph misses 2-pt jump shot from 7 ft,79,72
312,3,0:58.0,Defensive rebound by N. Collison,,79,72
313,3,0:49.0,D. McDermott misses 2-pt jump shot from 8 ft,,79,72
314,3,0:49.0,,Defensive rebound by Team,79,72
315,3,0:49.0,Loose ball foul by E. Freedom (drawn by Z. Randolph),,79,72
316,3,0:49.0,,Z. Randolph makes free throw 1 of 2,79,73
317,3,0:49.0,,Z. Randolph makes free throw 2 of 2,79,74
318,3,0:38.0,S. Christon misses 2-pt layup from 1 ft,,79,74
319,3,0:37.0,,Defensive rebound by Z. Randolph,79,74
320,3,0:21.0,,Z. Randolph misses 2-pt jump shot from 16 ft,79,74
321,3,0:20.0,Defensive rebound by V. Oladipo,,79,74
322,3,0:03.0,V. Oladipo misses 3-pt jump shot from 24 ft,,79,74
323,3,0:03.0,,Defensive rebound by B. Wright,79,74
324,4,11:44.0,E. Freedom misses 2-pt layup from 1 ft (block by B. Wright),,79,74
325,4,11:43.0,,Defensive rebound by Team,79,74
326,4,11:19.0,,Z. Randolph misses 2-pt jump shot from 13 ft,79,74
327,4,11:18.0,Defensive rebound by E. Freedom,,79,74
328,4,11:07.0,V. Oladipo misses 3-pt jump shot from 26 ft,,79,74
329,4,11:06.0,Offensive rebound by D. McDermott,,79,74
330,4,10:44.0,S. Christon misses 3-pt jump shot from 26 ft,,79,74
331,4,10:44.0,,Defensive rebound by Z. Randolph,79,74
332,4,10:34.0,,W. Selden misses 3-pt jump shot from 23 ft,79,74
333,4,10:32.0,Defensive rebound by D. McDermott,,79,74
334,4,10:10.0,S. Christon misses 3-pt jump shot from 26 ft,,79,74
335,4,10:09.0,,Defensive rebound by T. Daniels,79,74
336,4,9:56.0,Violation by N. Collison (def goaltending),,79,74
337,4,9:56.0,,Z. Randolph makes 2-pt jump shot from 4 ft,79,76
338,4,9:33.0,E. Freedom misses 2-pt jump shot from 9 ft,,79,76
339,4,9:33.0,,Defensive rebound by T. Daniels,79,76
340,4,9:33.0,,Personal foul by S. Christon (drawn by T. Daniels),79,76
341,4,9:33.0,R. Westbrook enters the game for D. McDermott,,79,76
342,4,9:16.0,,T. Daniels misses 3-pt jump shot from 25 ft,79,76
343,4,9:16.0,Defensive rebound by Team,,79,76
344,4,9:07.0,Turnover by R. Westbrook (bad pass; steal by B. Wright),,79,76
345,4,9:01.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by B. Wright),79,79
346,4,8:45.0,R. Westbrook misses 3-pt jump shot from 26 ft,,79,79
347,4,8:42.0,,Defensive rebound by Z. Randolph,79,79
348,4,8:27.0,,Z. Randolph makes 3-pt jump shot from 24 ft (assist by W. Selden),79,82
349,4,8:26.0,Oklahoma City full timeout,,79,82
350,4,8:26.0,S. Adams enters the game for N. Collison,,79,82
351,4,8:03.0,V. Oladipo makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,81,82
352,4,7:43.0,,T. Daniels makes 2-pt jump shot from 21 ft (assist by Z. Randolph),81,84
353,4,7:31.0,R. Westbrook misses 2-pt jump shot from 14 ft,,81,84
354,4,7:30.0,Offensive rebound by E. Freedom,,81,84
355,4,7:30.0,E. Freedom makes 2-pt layup from 1 ft,,83,84
356,4,7:11.0,,T. Daniels misses 3-pt jump shot from 26 ft,83,84
357,4,7:11.0,Defensive rebound by E. Freedom,,83,84
358,4,7:11.0,Personal foul by Z. Randolph (drawn by E. Freedom),,83,84
359,4,7:11.0,,M. Gasol enters the game for Z. Randolph,83,84
360,4,7:03.0,Shooting foul by M. Gasol (drawn by R. Westbrook),,83,84
361,4,7:03.0,R. Westbrook misses free throw 1 of 2,,83,84
362,4,7:03.0,Offensive rebound by Team,,83,84
363,4,7:03.0,R. Westbrook misses free throw 2 of 2,,83,84
364,4,7:03.0,Offensive rebound by S. Adams,,83,84
365,4,7:03.0,,T. Allen enters the game for W. Selden,83,84
366,4,7:03.0,,A. Harrison enters the game for W. Baldwin,83,84
367,4,6:56.0,R. Westbrook makes 3-pt jump shot from 25 ft,,86,84
368,4,6:37.0,,Turnover by T. Allen (traveling),86,84
369,4,6:37.0,D. McDermott enters the game for V. Oladipo,,86,84
370,4,6:26.0,R. Westbrook misses 2-pt jump shot from 5 ft,,86,84
371,4,6:25.0,,Defensive rebound by T. Daniels,86,84
372,4,6:25.0,,Personal foul by R. Westbrook (drawn by T. Daniels),86,84
373,4,6:25.0,,V. Carter enters the game for T. Daniels,86,84
374,4,6:03.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by M. Gasol),86,87
375,4,5:45.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by S. Christon),,89,87
376,4,5:19.0,,V. Carter misses 3-pt jump shot from 26 ft,89,87
377,4,5:18.0,,Offensive rebound by A. Harrison,89,87
378,4,5:07.0,,Personal foul by S. Christon (drawn by A. Harrison),89,87
379,4,5:07.0,,Memphis full timeout,89,87
380,4,5:07.0,T. Gibson enters the game for S. Christon,,89,87
381,4,5:07.0,V. Oladipo enters the game for E. Freedom,,89,87
382,4,4:55.0,,M. Gasol makes 2-pt jump shot from 5 ft,89,89
383,4,4:40.0,Turnover by R. Westbrook (bad pass; steal by T. Allen),,89,89
384,4,4:36.0,,T. Allen makes 2-pt layup from 1 ft,89,91
