,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
0,1,11:46.0,A. Davis misses 2-pt jump shot from 6 ft,,0,0
1,1,11:45.0,,Defensive rebound by R. McGruder,0,0
2,1,11:28.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by L. Babbitt),0,3
3,1,11:14.0,D. Cousins misses 2-pt jump shot from 4 ft,,0,3
4,1,11:13.0,,Defensive rebound by G. Dragić,0,3
5,1,11:06.0,Violation by W. Selden (def goaltending),,0,3
6,1,11:06.0,,D. Waiters makes 2-pt layup from 2 ft,0,5
7,1,10:56.0,S. Hill misses 2-pt layup from 2 ft,,0,5
8,1,10:55.0,,Defensive rebound by H. Whiteside,0,5
9,1,10:40.0,,Turnover by H. Whiteside (lost ball; steal by W. Selden),0,5
10,1,10:39.0,Turnover by A. Davis (bad pass),,0,5
11,1,10:27.0,,L. Babbitt misses 3-pt jump shot from 27 ft,0,5
12,1,10:26.0,Defensive rebound by D. Cousins,,0,5
13,1,10:15.0,A. Davis misses 2-pt jump shot from 5 ft,,0,5
14,1,10:14.0,,Defensive rebound by H. Whiteside,0,5
15,1,10:05.0,,D. Waiters misses 2-pt layup from 2 ft,0,5
16,1,10:05.0,Defensive rebound by D. Cousins,,0,5
17,1,10:00.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,5
18,1,9:59.0,,Defensive rebound by Team,0,5
19,1,9:49.0,,L. Babbitt misses 3-pt jump shot from 26 ft,0,5
20,1,9:48.0,Defensive rebound by D. Cousins,,0,5
21,1,9:36.0,A. Davis makes 2-pt jump shot from 21 ft,,2,5
22,1,9:18.0,,G. Dragić misses 3-pt jump shot from 25 ft,2,5
23,1,9:17.0,Defensive rebound by D. Cousins,,2,5
24,1,9:10.0,A. Davis misses 2-pt hook shot from 6 ft,,2,5
25,1,9:09.0,,Defensive rebound by H. Whiteside,2,5
26,1,8:55.0,,R. McGruder makes 2-pt layup from 2 ft (assist by D. Waiters),2,7
27,1,8:45.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by J. Holiday),,5,7
28,1,8:14.0,,R. McGruder misses 3-pt jump shot from 24 ft,5,7
29,1,8:12.0,Defensive rebound by J. Holiday,,5,7
30,1,8:10.0,Turnover by J. Holiday (bad pass; steal by D. Waiters),,5,7
31,1,8:03.0,,G. Dragić makes 2-pt jump shot from 11 ft,5,9
32,1,7:51.0,J. Holiday makes 2-pt layup from 2 ft (assist by D. Cousins),,7,9
33,1,7:33.0,,Turnover by H. Whiteside (offensive goaltending),7,9
34,1,7:24.0,Personal foul by G. Dragić (drawn by A. Davis),,7,9
35,1,7:07.0,D. Cousins misses 2-pt jump shot from 18 ft,,7,9
36,1,7:06.0,,Defensive rebound by D. Waiters,7,9
37,1,6:55.0,,Shooting foul by W. Selden (drawn by G. Dragić),7,9
38,1,6:55.0,,G. Dragić misses free throw 1 of 3,7,9
39,1,6:55.0,,Offensive rebound by Team,7,9
40,1,6:55.0,,G. Dragić makes free throw 2 of 3,7,10
41,1,6:55.0,,W. Reed enters the game for H. Whiteside,7,10
42,1,6:55.0,,G. Dragić makes free throw 3 of 3,7,11
43,1,6:45.0,Shooting foul by W. Reed (drawn by A. Davis),,7,11
44,1,6:45.0,A. Davis makes free throw 1 of 2,,8,11
45,1,6:45.0,A. Davis misses free throw 2 of 2,,8,11
46,1,6:44.0,Offensive rebound by D. Cousins,,8,11
47,1,6:42.0,D. Cousins makes 2-pt layup from 1 ft,,10,11
48,1,6:29.0,,Turnover by D. Waiters (lost ball; steal by A. Davis),10,11
49,1,6:19.0,S. Hill misses 3-pt jump shot from 23 ft,,10,11
50,1,6:18.0,,Defensive rebound by R. McGruder,10,11
51,1,6:09.0,,G. Dragić makes 2-pt layup from 1 ft,10,13
52,1,5:59.0,D. Cousins misses 2-pt hook shot from 5 ft,,10,13
53,1,5:58.0,,Defensive rebound by G. Dragić,10,13
54,1,5:52.0,,D. Waiters makes 2-pt layup from 1 ft,10,15
55,1,5:47.0,New Orleans full timeout,,10,15
56,1,5:35.0,D. Cousins makes 2-pt layup from 1 ft (assist by A. Davis),,12,15
57,1,5:18.0,,G. Dragić misses 3-pt jump shot from 25 ft,12,15
58,1,5:17.0,,Offensive rebound by W. Reed,12,15
59,1,5:12.0,,D. Waiters misses 3-pt jump shot from 24 ft,12,15
60,1,5:11.0,Defensive rebound by W. Selden,,12,15
61,1,4:57.0,J. Holiday misses 2-pt layup from 2 ft,,12,15
62,1,4:56.0,,Defensive rebound by L. Babbitt,12,15
63,1,4:47.0,,D. Waiters makes 2-pt layup from 2 ft,12,17
64,1,4:30.0,D. Cousins makes 2-pt jump shot from 4 ft (assist by J. Holiday),,14,17
65,1,4:24.0,,Shooting foul by D. Cousins (drawn by G. Dragić),14,17
66,1,4:24.0,,G. Dragić makes free throw 1 of 2,14,18
67,1,4:24.0,,G. Dragić misses free throw 2 of 2,14,18
68,1,4:24.0,D. Cunningham enters the game for A. Davis,,14,18
69,1,4:24.0,E. Moore enters the game for W. Selden,,14,18
70,1,4:24.0,,J. Johnson enters the game for L. Babbitt,14,18
71,1,4:23.0,Defensive rebound by E. Moore,,14,18
72,1,4:00.0,S. Hill misses 2-pt jump shot from 8 ft,,14,18
73,1,3:59.0,,Defensive rebound by G. Dragić,14,18
74,1,3:52.0,,G. Dragić makes 2-pt layup at rim,14,20
75,1,3:32.0,Personal foul by W. Reed (drawn by D. Cousins),,14,20
76,1,3:32.0,Technical foul by D. Cousins,,14,20
77,1,3:32.0,,T. Johnson enters the game for G. Dragić,14,20
78,1,3:32.0,,H. Whiteside enters the game for W. Reed,14,21
79,1,3:32.0,A. Davis enters the game for D. Cousins,,14,21
80,1,3:32.0,,T. Johnson makes technical free throw,14,21
81,1,3:32.0,Turnover by D. Cousins (offensive foul),,14,21
82,1,3:32.0,Offensive foul by D. Cousins (drawn by H. Whiteside),,14,21
83,1,3:14.0,,Turnover by H. Whiteside (lost ball; steal by A. Davis),14,21
84,1,3:07.0,D. Cunningham misses 3-pt jump shot from 23 ft,,14,21
85,1,3:06.0,,Defensive rebound by T. Johnson,14,21
86,1,2:57.0,,T. Johnson misses 3-pt jump shot from 25 ft,14,21
87,1,2:56.0,Defensive rebound by A. Davis,,14,21
88,1,2:48.0,Shooting block foul by H. Whiteside (drawn by A. Davis),,14,21
89,1,2:48.0,,Miami full timeout,14,21
90,1,2:48.0,A. Davis makes free throw 1 of 2,,15,21
91,1,2:48.0,,J. Richardson enters the game for R. McGruder,14,21
92,1,2:48.0,,W. Ellington enters the game for D. Waiters,14,21
93,1,2:48.0,J. Crawford enters the game for S. Hill,,14,21
94,1,2:48.0,A. Davis makes free throw 2 of 2,,16,21
95,1,2:29.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),16,24
96,1,2:10.0,J. Crawford misses 2-pt jump shot from 20 ft,,16,24
97,1,2:09.0,,Defensive rebound by H. Whiteside,16,24
98,1,1:58.0,,J. Johnson misses 2-pt jump shot from 7 ft,16,24
99,1,1:57.0,,Offensive rebound by H. Whiteside,16,24
100,1,1:54.0,,Turnover by J. Richardson (step out of bounds),16,24
101,1,1:39.0,A. Davis misses 2-pt hook shot from 6 ft,,16,24
102,1,1:38.0,,Defensive rebound by H. Whiteside,16,24
103,1,1:35.0,,Turnover by H. Whiteside (bad pass; steal by D. Cunningham),16,24
104,1,1:33.0,D. Cunningham misses 2-pt jump shot from 14 ft (block by H. Whiteside),,16,24
105,1,1:32.0,Offensive rebound by Team,,16,24
106,1,1:32.0,T. Frazier enters the game for J. Holiday,,16,24
107,1,1:25.0,A. Davis misses 2-pt jump shot from 18 ft,,16,24
108,1,1:24.0,,Defensive rebound by T. Johnson,16,24
109,1,1:12.0,,J. Johnson makes 2-pt dunk at rim (assist by T. Johnson),16,26
110,1,0:54.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Frazier),,19,26
111,1,0:36.0,,T. Johnson misses 2-pt layup from 1 ft,19,26
112,1,0:35.0,Defensive rebound by J. Crawford,,19,26
113,1,0:31.0,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Crawford),,21,26
114,1,0:16.0,,H. Whiteside makes 2-pt layup from 3 ft (assist by T. Johnson),21,28
115,1,0:01.0,E. Moore misses 2-pt jump shot from 16 ft,,21,28
116,1,0:00.0,,Defensive rebound by H. Whiteside,21,28
117,2,11:45.0,,H. Whiteside misses 2-pt jump shot from 12 ft,21,28
118,2,11:44.0,Defensive rebound by A. Davis,,21,28
119,2,11:28.0,Shooting block foul by J. Johnson (drawn by A. Davis),,21,28
120,2,11:28.0,A. Davis makes free throw 1 of 2,,22,28
121,2,11:28.0,A. Davis makes free throw 2 of 2,,23,28
122,2,11:15.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Johnson),23,30
123,2,11:00.0,E. Moore misses 2-pt jump shot from 6 ft,,23,30
124,2,10:59.0,,Defensive rebound by H. Whiteside,23,30
125,2,10:37.0,,W. Ellington misses 3-pt jump shot from 28 ft,23,30
126,2,10:36.0,,Offensive rebound by J. Richardson,23,30
127,2,10:21.0,,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),23,32
128,2,10:10.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Frazier),,26,32
129,2,9:40.0,,J. Johnson misses 2-pt jump shot from 7 ft,26,32
130,2,9:39.0,Defensive rebound by A. Davis,,26,32
131,2,9:31.0,J. Crawford misses 2-pt jump shot from 17 ft,,26,32
132,2,9:30.0,,Defensive rebound by W. Ellington,26,32
133,2,9:23.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by T. Johnson),26,35
134,2,9:09.0,Turnover by J. Crawford (bad pass; steal by W. Ellington),,26,35
135,2,9:04.0,,W. Ellington makes 2-pt layup from 1 ft (assist by J. Richardson),26,37
136,2,8:59.0,New Orleans full timeout,,26,37
137,2,8:59.0,A. Ajinça enters the game for A. Davis,,26,37
138,2,8:51.0,T. Frazier makes 2-pt jump shot from 19 ft,,28,37
139,2,8:31.0,,T. Johnson misses 2-pt jump shot from 6 ft,28,37
140,2,8:30.0,Defensive rebound by A. Ajinça,,28,37
141,2,8:15.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by T. Frazier),,31,37
142,2,7:52.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),31,40
143,2,7:34.0,Personal foul by H. Whiteside (drawn by T. Frazier),,31,40
144,2,7:34.0,,L. Babbitt enters the game for H. Whiteside,31,40
145,2,7:29.0,T. Frazier misses 3-pt jump shot from 25 ft,,31,40
146,2,7:28.0,,Defensive rebound by J. Johnson,31,40
147,2,7:17.0,,Turnover by T. Johnson (bad pass; steal by T. Frazier),31,40
148,2,7:05.0,E. Moore misses 3-pt jump shot from 23 ft,,31,40
149,2,7:04.0,,Defensive rebound by J. Johnson,31,40
150,2,6:59.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),31,43
151,2,6:43.0,Turnover by J. Crawford (bad pass; steal by T. Johnson),,31,43
152,2,6:39.0,,J. Richardson misses 2-pt layup from 2 ft,31,43
153,2,6:38.0,,Offensive rebound by J. Richardson,31,43
154,2,6:37.0,,J. Richardson makes 2-pt layup from 1 ft,31,45
155,2,6:17.0,T. Frazier makes 3-pt jump shot from 24 ft,,34,45
156,2,6:03.0,,T. Johnson misses 3-pt jump shot from 25 ft,34,45
157,2,6:02.0,Defensive rebound by D. Cunningham,,34,45
158,2,5:52.0,A. Ajinça makes 2-pt layup from 1 ft (assist by J. Crawford),,36,45
159,2,5:52.0,,Miami full timeout,36,45
160,2,5:52.0,,G. Dragić enters the game for T. Johnson,36,45
161,2,5:52.0,,D. Waiters enters the game for J. Richardson,36,45
162,2,5:52.0,D. Cousins enters the game for D. Cunningham,,36,45
163,2,5:52.0,J. Holiday enters the game for J. Crawford,,36,45
164,2,5:52.0,A. Davis enters the game for T. Frazier,,36,45
165,2,5:52.0,S. Hill enters the game for A. Ajinça,,36,45
166,2,5:35.0,,J. Johnson misses 2-pt layup from 2 ft,36,45
167,2,5:34.0,Defensive rebound by A. Davis,,36,45
168,2,5:17.0,D. Cousins makes 2-pt jump shot from 4 ft,,38,45
169,2,5:17.0,Shooting foul by L. Babbitt (drawn by D. Cousins),,38,45
170,2,5:17.0,,H. Whiteside enters the game for J. Johnson,38,45
171,2,5:17.0,D. Cousins makes free throw 1 of 1,,39,45
172,2,5:04.0,,Personal foul by D. Cousins (drawn by D. Waiters),39,45
173,2,5:04.0,A. Ajinça enters the game for D. Cousins,,39,45
174,2,4:56.0,,H. Whiteside misses 2-pt layup from 2 ft (block by A. Davis),39,45
175,2,4:54.0,Defensive rebound by Team,,39,45
176,2,4:32.0,J. Holiday misses 3-pt jump shot from 39 ft,,39,45
177,2,4:31.0,Offensive rebound by Team,,39,45
178,2,4:30.0,Turnover by Team (shot clock),,39,45
179,2,4:21.0,,L. Babbitt misses 3-pt jump shot from 27 ft,39,45
180,2,4:20.0,Defensive rebound by A. Ajinça,,39,45
181,2,4:09.0,J. Holiday misses 2-pt jump shot from 18 ft,,39,45
