,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
54,1,4:30.0,E. Moore makes 2-pt jump shot from 9 ft (assist by T. Jones),,10,9
55,1,4:15.0,,S. Ibaka misses 2-pt jump shot from 19 ft,10,9
56,1,4:14.0,,Offensive rebound by N. Vučević,10,9
57,1,4:05.0,,J. Green misses 3-pt jump shot from 27 ft,10,9
58,1,4:04.0,Defensive rebound by T. Jones,,10,9
59,1,3:51.0,E. Moore misses 2-pt jump shot from 18 ft,,10,9
60,1,3:50.0,Offensive rebound by Team,,10,9
61,1,3:49.0,,A. Gordon enters the game for N. Vučević,10,9
62,1,3:49.0,,B. Biyombo enters the game for J. Green,10,9
63,1,3:49.0,B. Hield enters the game for E. Moore,,10,9
64,1,3:43.0,D. Cunningham makes 2-pt hook shot from 7 ft,,12,9
65,1,3:23.0,,E. Fournier makes 3-pt jump shot from 27 ft,12,12
66,1,3:13.0,Turnover by T. Frazier (bad pass; steal by E. Payton),,12,12
67,1,3:11.0,,E. Payton misses 2-pt jump shot from 3 ft (block by T. Frazier),12,12
68,1,3:11.0,,Offensive rebound by Team,12,12
69,1,3:11.0,L. Galloway enters the game for T. Frazier,,12,12
70,1,3:11.0,,D. Augustin enters the game for E. Payton,12,12
71,1,3:00.0,,B. Biyombo makes 2-pt dunk at rim (assist by A. Gordon),12,14
72,1,2:36.0,T. Jones makes 2-pt layup from 1 ft,,14,14
73,1,2:27.0,,Personal foul by B. Hield (drawn by E. Fournier),14,14
74,1,2:27.0,New Orleans full timeout,,14,14
75,1,2:27.0,S. Hill enters the game for D. Cunningham,,14,14
76,1,2:27.0,,D. Rudež enters the game for S. Ibaka,14,14
77,1,2:17.0,,B. Biyombo misses 2-pt jump shot from 4 ft (block by A. Ajinça),14,14
78,1,2:15.0,,Offensive rebound by D. Rudež,14,14
79,1,2:09.0,,E. Fournier makes 2-pt jump shot from 4 ft,14,16
80,1,1:45.0,A. Ajinça misses 2-pt hook shot from 6 ft,,14,16
81,1,1:45.0,,Defensive rebound by Team,14,16
82,1,1:45.0,Loose ball foul by T. Jones (drawn by D. Rudež),,14,16
83,1,1:45.0,D. Cunningham enters the game for T. Jones,,14,16
84,1,1:33.0,,D. Augustin makes 2-pt jump shot from 5 ft,14,18
85,1,1:19.0,L. Galloway misses 3-pt jump shot from 27 ft,,14,18
86,1,1:17.0,,Defensive rebound by B. Biyombo,14,18
87,1,1:15.0,,Personal foul by S. Hill (drawn by A. Gordon),14,18
88,1,1:15.0,,A. Gordon misses free throw 1 of 2,14,18
89,1,1:15.0,,Offensive rebound by Team,14,18
90,1,1:15.0,,A. Gordon makes free throw 2 of 2,14,19
91,1,1:03.0,B. Hield misses 3-pt jump shot from 26 ft,,14,19
92,1,1:02.0,,Defensive rebound by D. Augustin,14,19
93,1,0:58.0,,D. Augustin misses 2-pt layup from 1 ft (block by S. Hill),14,19
94,1,0:57.0,Defensive rebound by Team,,14,19
95,1,0:46.0,A. Ajinça misses 2-pt layup from 1 ft,,14,19
96,1,0:43.0,,Defensive rebound by D. Rudež,14,19
97,1,0:36.0,,D. Augustin misses 3-pt jump shot from 24 ft,14,19
98,1,0:34.0,Defensive rebound by B. Hield,,14,19
99,1,0:34.0,Personal foul by B. Biyombo (drawn by A. Ajinça),,14,19
100,1,0:24.0,L. Galloway makes 3-pt jump shot from 28 ft (assist by B. Hield),,17,19
101,1,0:06.0,,E. Fournier makes 2-pt layup from 1 ft,17,21
102,1,0:02.0,Personal foul by A. Gordon (drawn by S. Hill),,17,21
103,1,0:02.0,S. Hill makes free throw 1 of 2,,18,21
104,1,0:02.0,S. Hill makes free throw 2 of 2,,19,21
105,2,11:41.0,,Turnover by A. Gordon (lost ball; steal by D. Cunningham),19,21
106,2,11:22.0,S. Hill misses 2-pt layup from 2 ft (block by A. Gordon),,19,21
107,2,11:19.0,,Defensive rebound by A. Gordon,19,21
108,2,11:12.0,,A. Gordon misses 2-pt jump shot from 16 ft,19,21
109,2,11:11.0,Defensive rebound by B. Hield,,19,21
110,2,10:59.0,A. Ajinça misses 2-pt layup from 3 ft,,19,21
111,2,10:58.0,Offensive rebound by A. Ajinça,,19,21
112,2,10:58.0,Shooting foul by B. Biyombo (drawn by A. Ajinça),,19,21
113,2,10:58.0,A. Ajinça makes free throw 1 of 2,,20,21
114,2,10:58.0,A. Ajinça makes free throw 2 of 2,,21,21
115,2,10:47.0,,D. Rudež misses 3-pt jump shot from 25 ft,21,21
116,2,10:46.0,Defensive rebound by B. Hield,,21,21
117,2,10:35.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by B. Hield),,23,21
118,2,10:20.0,,A. Gordon misses 2-pt jump shot from 17 ft,23,21
119,2,10:19.0,Defensive rebound by D. Cunningham,,23,21
120,2,10:13.0,Turnover by B. Hield (lost ball; steal by C. Watson),,23,21
121,2,10:09.0,,Shooting foul by L. Galloway (drawn by B. Biyombo),23,21
122,2,10:09.0,,B. Biyombo misses free throw 1 of 2,23,21
123,2,10:09.0,,Offensive rebound by Team,23,21
124,2,10:09.0,,B. Biyombo makes free throw 2 of 2,23,22
125,2,9:58.0,L. Galloway misses 3-pt jump shot from 26 ft,,23,22
126,2,9:56.0,,Defensive rebound by C. Watson,23,22
127,2,9:49.0,,D. Rudež makes 3-pt jump shot from 27 ft (assist by C. Watson),23,25
128,2,9:38.0,Offensive foul by A. Ajinça (drawn by D. Augustin),,23,25
129,2,9:38.0,Turnover by A. Ajinça (offensive foul),,23,25
130,2,9:29.0,,A. Gordon misses 2-pt jump shot from 18 ft,23,25
131,2,9:27.0,,Offensive rebound by B. Biyombo,23,25
132,2,9:25.0,,A. Gordon makes 2-pt layup from 4 ft,23,27
133,2,9:25.0,,Shooting foul by A. Ajinça (drawn by A. Gordon),23,27
134,2,9:25.0,,A. Gordon misses free throw 1 of 1,23,27
135,2,9:25.0,Ö. Aşık enters the game for A. Ajinça,,23,27
136,2,9:23.0,Defensive rebound by D. Cunningham,,23,27
137,2,9:12.0,L. Galloway makes 2-pt jump shot from 12 ft (assist by B. Hield),,25,27
138,2,8:58.0,,Shooting foul by L. Galloway (drawn by D. Augustin),25,27
139,2,8:58.0,Official timeout,,25,27
140,2,8:58.0,,D. Augustin makes free throw 1 of 2,25,28
141,2,8:58.0,E. Moore enters the game for D. Cunningham,,25,27
142,2,8:58.0,T. Frazier enters the game for L. Galloway,,25,27
143,2,8:58.0,,D. Augustin makes free throw 2 of 2,25,29
144,2,8:38.0,B. Hield misses 2-pt jump shot from 14 ft,,25,29
145,2,8:36.0,,Defensive rebound by B. Biyombo,25,29
146,2,8:19.0,,D. Augustin misses 2-pt jump shot from 17 ft,25,29
147,2,8:18.0,Defensive rebound by T. Frazier,,25,29
148,2,8:08.0,B. Hield makes 3-pt jump shot from 25 ft (assist by S. Hill),,28,29
149,2,7:44.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by B. Biyombo),28,32
150,2,7:28.0,E. Moore misses 2-pt jump shot from 15 ft,,28,32
151,2,7:26.0,,Defensive rebound by C. Watson,28,32
152,2,7:16.0,Violation by T. Frazier (kicked ball),,28,32
153,2,7:16.0,,N. Vučević enters the game for D. Rudež,28,32
154,2,7:16.0,T. Jones enters the game for B. Hield,,28,32
155,2,7:08.0,,A. Gordon misses 2-pt jump shot from 21 ft,28,32
156,2,7:07.0,Defensive rebound by Ö. Aşık,,28,32
157,2,6:50.0,E. Moore misses 2-pt jump shot from 9 ft,,28,32
158,2,6:49.0,,Defensive rebound by N. Vučević,28,32
159,2,6:46.0,,Shooting foul by T. Frazier (drawn by C. Watson),28,32
160,2,6:46.0,,C. Watson makes free throw 1 of 2,28,33
161,2,6:46.0,,C. Watson makes free throw 2 of 2,28,34
162,2,6:32.0,Turnover by Ö. Aşık (lost ball; steal by A. Gordon),,28,34
163,2,6:28.0,,D. Augustin makes 2-pt layup from 1 ft (assist by A. Gordon),28,36
164,2,6:21.0,New Orleans full timeout,,28,36
165,2,6:21.0,B. Hield enters the game for S. Hill,,28,36
166,2,6:13.0,T. Frazier misses 2-pt jump shot from 16 ft,,28,36
167,2,6:11.0,,Defensive rebound by N. Vučević,28,36
168,2,5:54.0,,D. Augustin misses 3-pt jump shot from 26 ft,28,36
169,2,5:53.0,Defensive rebound by B. Hield,,28,36
170,2,5:40.0,Turnover by B. Hield (traveling),,28,36
171,2,5:24.0,,Turnover by D. Augustin (back court),28,36
172,2,5:24.0,,E. Payton enters the game for D. Augustin,28,36
173,2,5:24.0,,J. Green enters the game for A. Gordon,28,36
174,2,5:12.0,Def 3 sec tech foul by N. Vučević,,28,36
175,2,5:12.0,B. Hield makes technical free throw,,29,36
176,2,4:58.0,B. Hield misses 2-pt jump shot from 22 ft,,29,36
177,2,4:56.0,Offensive rebound by Ö. Aşık,,29,36
178,2,4:56.0,Ö. Aşık misses 2-pt layup from 3 ft,,29,36
179,2,4:54.0,,Defensive rebound by E. Payton,29,36
180,2,4:50.0,,C. Watson makes 3-pt jump shot from 27 ft (assist by E. Payton),29,39
181,2,4:33.0,T. Jones misses 2-pt jump shot from 8 ft,,29,39
182,2,4:31.0,,Defensive rebound by E. Payton,29,39
183,2,4:27.0,Violation by T. Frazier (kicked ball),,29,39
184,2,4:27.0,,S. Ibaka enters the game for B. Biyombo,29,39
185,2,4:27.0,A. Goodwin enters the game for B. Hield,,29,39
186,2,4:27.0,A. Ajinça enters the game for Ö. Aşık,,29,39
187,2,4:17.0,,N. Vučević misses 2-pt jump shot from 11 ft,29,39
188,2,4:16.0,Defensive rebound by T. Jones,,29,39
189,2,4:03.0,A. Ajinça misses 2-pt hook shot from 8 ft,,29,39
190,2,4:02.0,,Defensive rebound by C. Watson,29,39
191,2,3:54.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by C. Watson),29,42
192,2,3:33.0,Shooting foul by J. Green (drawn by T. Jones),,29,42
193,2,3:33.0,T. Jones makes free throw 1 of 2,,30,42
194,2,3:33.0,,E. Fournier enters the game for C. Watson,30,42
195,2,3:33.0,T. Jones makes free throw 2 of 2,,31,42
196,2,3:22.0,,N. Vučević misses 2-pt jump shot from 17 ft,31,42
197,2,3:21.0,Defensive rebound by T. Jones,,31,42
198,2,3:14.0,A. Ajinça makes 2-pt layup from 3 ft (assist by T. Jones),,33,42
199,2,2:56.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by E. Fournier),33,45
200,2,2:40.0,Turnover by T. Frazier (bad pass; steal by E. Fournier),,33,45
201,2,2:34.0,,S. Ibaka makes 2-pt layup from 3 ft (assist by E. Payton),33,47
202,2,2:26.0,Personal foul by E. Fournier (drawn by T. Frazier),,33,47
203,2,2:26.0,,Orlando full timeout,33,47
204,2,2:17.0,E. Moore makes 2-pt jump shot from 5 ft (assist by T. Frazier),,35,47
205,2,2:00.0,,E. Payton makes 2-pt layup from 1 ft,35,49
206,2,1:53.0,Turnover by T. Frazier (lost ball),,35,49
207,2,1:41.0,,Shooting foul by A. Ajinça (drawn by N. Vučević),35,49
208,2,1:41.0,,N. Vučević misses free throw 1 of 2,35,49
209,2,1:41.0,,Offensive rebound by Team,35,49
210,2,1:41.0,,N. Vučević misses free throw 2 of 2,35,49
211,2,1:41.0,Ö. Aşık enters the game for A. Ajinça,,35,49
212,2,1:40.0,Defensive rebound by Ö. Aşık,,35,49
213,2,1:27.0,E. Moore misses 2-pt jump shot from 18 ft,,35,49
214,2,1:26.0,,Defensive rebound by N. Vučević,35,49
215,2,1:24.0,,Turnover by E. Payton (dbl dribble),35,49
216,2,1:09.0,Shooting foul by S. Ibaka (drawn by T. Jones),,35,49
217,2,1:09.0,T. Jones makes free throw 1 of 2,,36,49
218,2,1:09.0,,Orlando full timeout,36,49
219,2,1:09.0,T. Jones makes free throw 2 of 2,,37,49
220,2,0:59.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Green),37,52
221,2,0:39.0,T. Jones makes 3-pt jump shot from 29 ft (assist by E. Moore),,40,52
222,2,0:27.0,,Turnover by N. Vučević (bad pass),40,52
223,2,0:04.0,E. Moore misses 3-pt jump shot from 26 ft,,40,52
224,2,0:03.0,,Defensive rebound by J. Green,40,52
225,2,0:00.0,,J. Green misses 3-pt jump shot from 61 ft (block by A. Goodwin),40,52
226,2,0:00.0,,Offensive rebound by Team,40,52
227,3,11:35.0,,J. Green misses 3-pt jump shot from 26 ft,40,52
228,3,11:34.0,Defensive rebound by Ö. Aşık,,40,52
229,3,11:14.0,Turnover by E. Moore (bad pass; steal by E. Payton),,40,52
230,3,11:08.0,,E. Payton makes 2-pt dunk at rim,40,54
231,3,10:47.0,T. Frazier misses 2-pt jump shot from 5 ft (block by N. Vučević),,40,54
232,3,10:45.0,,Defensive rebound by S. Ibaka,40,54
233,3,10:45.0,,Turnover by S. Ibaka (lost ball),40,54
234,3,10:27.0,T. Jones makes 2-pt layup from 3 ft,,42,54
235,3,10:12.0,,J. Green misses 2-pt jump shot from 18 ft,42,54
236,3,10:10.0,Defensive rebound by T. Jones,,42,54
237,3,10:04.0,Personal foul by E. Fournier (drawn by T. Jones),,42,54
238,3,10:04.0,D. Cunningham enters the game for S. Hill,,42,54
239,3,9:57.0,D. Cunningham misses 2-pt jump shot from 18 ft,,42,54
240,3,9:56.0,Offensive rebound by Ö. Aşık,,42,54
241,3,9:53.0,T. Frazier misses 3-pt jump shot from 26 ft,,42,54
242,3,9:51.0,Offensive rebound by D. Cunningham,,42,54
243,3,9:51.0,D. Cunningham misses 2-pt layup from 2 ft,,42,54
244,3,9:49.0,,Defensive rebound by E. Fournier,42,54
245,3,9:40.0,,N. Vučević misses 2-pt jump shot from 18 ft,42,54
246,3,9:39.0,,Offensive rebound by E. Payton,42,54
247,3,9:37.0,,E. Payton misses 3-pt jump shot from 25 ft,42,54
248,3,9:35.0,Defensive rebound by T. Jones,,42,54
249,3,9:26.0,T. Jones makes 2-pt jump shot from 8 ft (assist by E. Moore),,44,54
250,3,9:26.0,Shooting foul by S. Ibaka (drawn by T. Jones),,44,54
251,3,9:26.0,T. Jones makes free throw 1 of 1,,45,54
252,3,9:13.0,,J. Green misses 2-pt layup from 1 ft,45,54
253,3,9:11.0,Defensive rebound by T. Jones,,45,54
254,3,8:56.0,E. Moore makes 2-pt jump shot from 17 ft (assist by T. Frazier),,47,54
255,3,8:56.0,,Orlando full timeout,47,54
256,3,8:31.0,,S. Ibaka misses 2-pt hook shot from 9 ft,47,54
257,3,8:30.0,Defensive rebound by Ö. Aşık,,47,54
258,3,8:17.0,T. Jones makes 2-pt jump shot from 18 ft (assist by E. Moore),,49,54
259,3,8:05.0,,N. Vučević misses 2-pt jump shot from 6 ft (block by T. Jones),49,54
260,3,8:02.0,Defensive rebound by Ö. Aşık,,49,54
261,3,7:56.0,T. Jones makes 3-pt jump shot from 26 ft (assist by E. Moore),,52,54
262,3,7:45.0,,Personal foul by E. Moore (drawn by E. Fournier),52,54
263,3,7:33.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),52,56
264,3,7:13.0,T. Jones misses 2-pt layup from 3 ft (block by N. Vučević),,52,56
265,3,7:10.0,,Defensive rebound by E. Payton,52,56
266,3,7:06.0,,J. Green misses 3-pt jump shot from 27 ft,52,56
267,3,7:04.0,,Offensive rebound by S. Ibaka,52,56
268,3,7:02.0,,S. Ibaka makes 2-pt jump shot from 10 ft,52,58
269,3,6:47.0,E. Moore misses 3-pt jump shot from 28 ft,,52,58
270,3,6:45.0,,Defensive rebound by S. Ibaka,52,58
271,3,6:38.0,,E. Fournier misses 3-pt jump shot from 26 ft,52,58
272,3,6:38.0,Defensive rebound by D. Cunningham,,52,58
273,3,6:30.0,Shooting foul by N. Vučević (drawn by Ö. Aşık),,52,58
274,3,6:30.0,Ö. Aşık misses free throw 1 of 2,,52,58
275,3,6:30.0,Offensive rebound by Team,,52,58
276,3,6:30.0,Ö. Aşık misses free throw 2 of 2,,52,58
277,3,6:29.0,,Defensive rebound by J. Green,52,58
278,3,6:15.0,,J. Green misses 2-pt layup from 3 ft (block by D. Cunningham),52,58
279,3,6:12.0,Defensive rebound by T. Frazier,,52,58
280,3,6:08.0,T. Frazier makes 2-pt jump shot from 12 ft,,54,58
281,3,5:55.0,,J. Green misses 2-pt jump shot from 21 ft,54,58
282,3,5:53.0,,Offensive rebound by N. Vučević,54,58
283,3,5:53.0,,N. Vučević misses 2-pt layup from 1 ft,54,58
284,3,5:51.0,Defensive rebound by T. Jones,,54,58
285,3,5:36.0,T. Jones misses 2-pt jump shot from 18 ft,,54,58
286,3,5:35.0,,Defensive rebound by N. Vučević,54,58
287,3,5:27.0,,Turnover by S. Ibaka (3 sec),54,58
288,3,5:27.0,,B. Biyombo enters the game for N. Vučević,54,58
289,3,5:27.0,,A. Gordon enters the game for J. Green,54,58
290,3,5:27.0,A. Ajinça enters the game for Ö. Aşık,,54,58
291,3,5:15.0,A. Ajinça misses 2-pt jump shot from 18 ft,,54,58
292,3,5:14.0,,Defensive rebound by S. Ibaka,54,58
293,3,5:04.0,,E. Payton misses 2-pt jump shot from 3 ft (block by A. Ajinça),54,58
294,3,5:01.0,Defensive rebound by E. Moore,,54,58
295,3,4:46.0,Turnover by E. Moore (lost ball; steal by E. Payton),,54,58
296,3,4:42.0,,E. Fournier misses 2-pt layup from 1 ft (block by D. Cunningham),54,58
297,3,4:38.0,Defensive rebound by A. Ajinça,,54,58
298,3,4:35.0,Shooting foul by E. Payton (drawn by T. Frazier),,54,58
299,3,4:35.0,T. Frazier makes free throw 1 of 2,,55,58
300,3,4:35.0,B. Hield enters the game for E. Moore,,55,58
301,3,4:35.0,S. Hill enters the game for T. Jones,,55,58
302,3,4:35.0,T. Frazier makes free throw 2 of 2,,56,58
303,3,4:23.0,,Shooting foul by B. Hield (drawn by E. Fournier),56,58
304,3,4:23.0,,E. Fournier makes free throw 1 of 2,56,59
305,3,4:23.0,,E. Fournier makes free throw 2 of 2,56,60
306,3,4:09.0,Turnover by D. Cunningham (lost ball),,56,60
307,3,3:59.0,,E. Fournier makes 2-pt layup from 1 ft,56,62
308,3,3:37.0,Turnover by T. Frazier (lost ball),,56,62
309,3,3:25.0,,E. Fournier misses 2-pt layup from 3 ft,56,62
310,3,3:23.0,,Offensive rebound by B. Biyombo,56,62
311,3,3:09.0,,S. Ibaka misses 2-pt hook shot from 7 ft,56,62
312,3,3:08.0,Defensive rebound by A. Ajinça,,56,62
313,3,3:00.0,D. Cunningham misses 2-pt jump shot from 18 ft,,56,62
314,3,3:00.0,,Defensive rebound by Team,56,62
315,3,2:39.0,,E. Payton misses 3-pt jump shot from 26 ft,56,62
316,3,2:38.0,Defensive rebound by S. Hill,,56,62
317,3,2:35.0,New Orleans full timeout,,56,62
318,3,2:35.0,,D. Rudež enters the game for S. Ibaka,56,62
319,3,2:35.0,,D. Augustin enters the game for E. Payton,56,62
320,3,2:35.0,L. Galloway enters the game for T. Frazier,,56,62
321,3,2:20.0,L. Galloway misses 3-pt jump shot from 27 ft,,56,62
322,3,2:18.0,,Defensive rebound by A. Gordon,56,62
323,3,2:04.0,,A. Gordon misses 2-pt layup from 3 ft,56,62
324,3,2:04.0,,Offensive rebound by B. Biyombo,56,62
325,3,2:04.0,,Personal foul by L. Galloway (drawn by B. Biyombo),56,62
326,3,1:55.0,,Turnover by D. Augustin (bad pass; steal by L. Galloway),56,62
327,3,1:51.0,L. Galloway makes 2-pt layup from 1 ft,,58,62
328,3,1:33.0,,A. Gordon misses 2-pt jump shot from 8 ft (block by A. Ajinça),58,62
329,3,1:32.0,Defensive rebound by D. Cunningham,,58,62
330,3,1:20.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by B. Hield),,61,62
331,3,0:56.0,,E. Fournier misses 3-pt jump shot from 26 ft,61,62
332,3,0:55.0,,Offensive rebound by B. Biyombo,61,62
333,3,0:54.0,,B. Biyombo makes 2-pt layup from 2 ft,61,64
334,3,0:44.0,Turnover by S. Hill (bad pass),,61,64
335,3,0:35.0,,Shooting foul by A. Ajinça (drawn by E. Fournier),61,64
336,3,0:35.0,,Technical foul by E. Fournier,61,64
337,3,0:35.0,L. Galloway misses technical free throw,,61,64
338,3,0:35.0,,Offensive rebound by Team,61,64
339,3,0:35.0,,E. Fournier misses free throw 1 of 2,61,64
340,3,0:35.0,,Offensive rebound by Team,61,64
341,3,0:35.0,T. Jones enters the game for A. Ajinça,,61,64
342,3,0:35.0,,E. Fournier makes free throw 2 of 2,61,65
343,3,0:25.0,T. Jones makes 2-pt dunk at rim (assist by B. Hield),,63,65
344,3,0:02.0,,E. Fournier misses 2-pt jump shot from 7 ft,63,65
345,3,0:01.0,Defensive rebound by L. Galloway,,63,65
346,4,11:43.0,T. Jones misses 2-pt jump shot from 5 ft,,63,65
347,4,11:42.0,,Defensive rebound by A. Gordon,63,65
348,4,11:26.0,,A. Gordon makes 2-pt jump shot from 16 ft,63,67
349,4,11:15.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by S. Hill),,66,67
350,4,10:58.0,,A. Gordon misses 3-pt jump shot from 26 ft,66,67
351,4,10:57.0,,Offensive rebound by B. Biyombo,66,67
352,4,10:46.0,,A. Gordon makes 2-pt layup from 2 ft (assist by D. Augustin),66,69
353,4,10:27.0,Personal foul by B. Biyombo (drawn by T. Jones),,66,69
354,4,10:20.0,B. Hield makes 2-pt layup from 2 ft,,68,69
355,4,9:56.0,,B. Biyombo misses 2-pt hook shot from 5 ft,68,69
356,4,9:55.0,Defensive rebound by Team,,68,69
357,4,9:41.0,T. Jones misses 2-pt jump shot from 5 ft,,68,69
358,4,9:41.0,Offensive rebound by Team,,68,69
359,4,9:41.0,A. Ajinça enters the game for D. Cunningham,,68,69
360,4,9:30.0,B. Hield makes 2-pt jump shot from 18 ft,,70,69
361,4,9:16.0,,D. Augustin makes 2-pt jump shot from 10 ft,70,71
362,4,9:02.0,S. Hill misses 2-pt layup from 1 ft,,70,71
363,4,9:00.0,,Defensive rebound by A. Gordon,70,71
364,4,8:50.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),70,74
365,4,8:36.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by S. Hill),,73,74
366,4,8:22.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by C. Watson),73,77
367,4,8:07.0,Turnover by S. Hill (lost ball; steal by D. Augustin),,73,77
368,4,8:02.0,,D. Augustin misses 2-pt layup from 3 ft,73,77
369,4,8:02.0,,Offensive rebound by D. Rudež,73,77
370,4,8:02.0,Violation by B. Hield (def goaltending),,73,77
371,4,8:02.0,,D. Rudež makes 2-pt layup from 2 ft,73,79
372,4,8:02.0,New Orleans full timeout,,73,79
373,4,7:43.0,L. Galloway misses 3-pt jump shot from 26 ft,,73,79
374,4,7:42.0,,Defensive rebound by C. Watson,73,79
375,4,7:28.0,,D. Augustin misses 3-pt jump shot from 26 ft,73,79
376,4,7:25.0,Defensive rebound by B. Hield,,73,79
377,4,7:16.0,B. Hield misses 3-pt jump shot from 29 ft,,73,79
378,4,7:15.0,Offensive rebound by Team,,73,79
379,4,7:15.0,,Loose ball foul by C. Watson (drawn by T. Jones),73,79
380,4,7:15.0,E. Moore enters the game for B. Hield,,73,79
381,4,7:15.0,,N. Vučević enters the game for D. Rudež,73,79
382,4,7:05.0,Turnover by T. Jones (lost ball),,73,79
383,4,6:49.0,,N. Vučević misses 2-pt jump shot from 16 ft,73,79
384,4,6:48.0,Defensive rebound by T. Jones,,73,79
385,4,6:34.0,E. Moore makes 2-pt jump shot from 20 ft (assist by L. Galloway),,75,79
386,4,6:14.0,D. Cunningham enters the game for S. Hill,,75,79
387,4,6:14.0,,E. Fournier enters the game for C. Watson,75,79
388,4,6:14.0,,E. Payton enters the game for D. Augustin,75,79
