,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
0,1,11:36.0,,M. Conley misses 3-pt jump shot from 25 ft,0,0
1,1,11:35.0,Defensive rebound by T. Chandler,,0,0
2,1,11:29.0,E. Bledsoe makes 2-pt layup from 2 ft,,2,0
3,1,11:11.0,,T. Allen misses 2-pt jump shot from 14 ft (block by M. Chriss),2,0
4,1,11:10.0,Defensive rebound by T. Warren,,2,0
5,1,10:55.0,D. Booker makes 2-pt jump shot from 18 ft,,4,0
6,1,10:39.0,,T. Allen misses 2-pt layup from 2 ft,4,0
7,1,10:38.0,Defensive rebound by T. Chandler,,4,0
8,1,10:32.0,D. Booker misses 3-pt jump shot from 24 ft,,4,0
9,1,10:30.0,,Defensive rebound by J. Green,4,0
10,1,10:24.0,,Turnover by J. Green (lost ball),4,0
11,1,10:10.0,D. Booker misses 3-pt jump shot from 25 ft,,4,0
12,1,10:10.0,,Defensive rebound by C. Parsons,4,0
13,1,10:05.0,,T. Allen makes 2-pt layup from 2 ft (assist by C. Parsons),4,2
14,1,9:54.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,4,2
15,1,9:53.0,Offensive rebound by T. Chandler,,4,2
16,1,9:38.0,Offensive foul by T. Chandler (drawn by T. Allen),,4,2
17,1,9:38.0,Turnover by T. Chandler (offensive foul),,4,2
18,1,9:18.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by M. Conley),4,5
19,1,9:10.0,Turnover by E. Bledsoe (bad pass),,4,5
20,1,8:58.0,,M. Gasol misses 2-pt jump shot from 13 ft,4,5
21,1,8:57.0,Defensive rebound by M. Chriss,,4,5
22,1,8:49.0,T. Chandler makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,6,5
23,1,8:38.0,,M. Conley makes 2-pt layup from 2 ft (assist by T. Allen),6,7
24,1,8:18.0,T. Warren misses 2-pt jump shot from 19 ft,,6,7
25,1,8:16.0,,Defensive rebound by C. Parsons,6,7
26,1,8:08.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by C. Parsons),6,9
27,1,7:55.0,Offensive foul by T. Chandler (drawn by M. Conley),,6,9
28,1,7:55.0,Turnover by T. Chandler (offensive foul),,6,9
29,1,7:55.0,A. Len enters the game for T. Chandler,,6,9
30,1,7:40.0,,M. Gasol misses 2-pt jump shot from 8 ft,6,9
31,1,7:38.0,Defensive rebound by D. Booker,,6,9
32,1,7:29.0,Turnover by M. Chriss (bad pass; steal by M. Conley),,6,9
33,1,7:24.0,,J. Green makes 2-pt dunk at rim (assist by M. Conley),6,11
34,1,7:07.0,Shooting foul by T. Allen (drawn by E. Bledsoe),,6,11
35,1,7:07.0,E. Bledsoe makes free throw 1 of 2,,7,11
36,1,7:07.0,E. Bledsoe makes free throw 2 of 2,,8,11
37,1,6:53.0,,T. Allen misses 2-pt jump shot from 19 ft,8,11
38,1,6:52.0,Defensive rebound by A. Len,,8,11
39,1,6:41.0,E. Bledsoe misses 2-pt layup from 2 ft (block by T. Allen),,8,11
40,1,6:40.0,,Defensive rebound by M. Gasol,8,11
41,1,6:34.0,,T. Allen makes 2-pt layup from 3 ft (assist by M. Gasol),8,13
42,1,6:15.0,Turnover by D. Booker (bad pass; steal by T. Allen),,8,13
43,1,6:07.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by T. Allen),8,16
44,1,6:06.0,Phoenix full timeout,,8,16
45,1,6:06.0,P. Tucker enters the game for T. Warren,,8,16
46,1,6:00.0,Shooting foul by M. Conley (drawn by E. Bledsoe),,8,16
47,1,6:00.0,E. Bledsoe makes free throw 1 of 2,,9,16
48,1,6:00.0,E. Bledsoe makes free throw 2 of 2,,10,16
49,1,5:44.0,,M. Conley misses 2-pt jump shot from 21 ft,10,16
50,1,5:42.0,Defensive rebound by P. Tucker,,10,16
51,1,5:40.0,Personal foul by M. Conley (drawn by D. Booker),,10,16
52,1,5:40.0,,T. Douglas enters the game for M. Conley,10,16
53,1,5:40.0,,J. Ennis enters the game for C. Parsons,10,16
54,1,5:32.0,P. Tucker misses 3-pt jump shot from 23 ft,,10,16
55,1,5:31.0,,Defensive rebound by T. Allen,10,16
56,1,5:08.0,,J. Ennis makes 2-pt layup from 3 ft (assist by J. Green),10,18
57,1,5:03.0,Turnover by P. Tucker (lost ball),,10,18
58,1,4:47.0,,T. Douglas misses 2-pt jump shot from 18 ft,10,18
59,1,4:46.0,Defensive rebound by A. Len,,10,18
60,1,4:39.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,10,18
61,1,4:36.0,,Defensive rebound by T. Douglas,10,18
62,1,4:20.0,,T. Allen misses 2-pt layup from 3 ft,10,18
63,1,4:18.0,Defensive rebound by A. Len,,10,18
64,1,4:11.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by D. Booker),,13,18
65,1,3:51.0,,Shooting foul by E. Bledsoe (drawn by J. Ennis),13,18
66,1,3:51.0,,J. Ennis makes free throw 1 of 2,13,19
67,1,3:51.0,,T. Daniels enters the game for T. Allen,13,19
68,1,3:51.0,,B. Wright enters the game for J. Green,13,19
69,1,3:51.0,B. Knight enters the game for E. Bledsoe,,13,19
70,1,3:51.0,,J. Ennis makes free throw 2 of 2,13,20
71,1,3:35.0,D. Booker misses 2-pt jump shot from 11 ft (block by J. Ennis),,13,20
72,1,3:34.0,,Defensive rebound by T. Daniels,13,20
73,1,3:18.0,,Personal foul by B. Knight (drawn by T. Douglas),13,20
74,1,3:09.0,,T. Daniels makes 2-pt jump shot from 19 ft (assist by T. Douglas),13,22
75,1,2:48.0,M. Chriss misses 2-pt layup from 2 ft,,13,22
76,1,2:47.0,,Defensive rebound by M. Gasol,13,22
77,1,2:37.0,,T. Douglas misses 2-pt jump shot from 22 ft,13,22
78,1,2:35.0,,Offensive rebound by B. Wright,13,22
79,1,2:26.0,,T. Daniels misses 3-pt jump shot from 23 ft,13,22
80,1,2:26.0,Defensive rebound by B. Knight,,13,22
81,1,2:13.0,M. Chriss misses 3-pt jump shot from 23 ft,,13,22
82,1,2:12.0,,Defensive rebound by J. Ennis,13,22
83,1,2:03.0,,Turnover by T. Douglas (bad pass; steal by A. Len),13,22
84,1,1:59.0,P. Tucker misses 2-pt layup from 2 ft (block by J. Ennis),,13,22
85,1,1:59.0,,Defensive rebound by Team,13,22
86,1,1:59.0,,Memphis full timeout,13,22
87,1,1:59.0,J. Dudley enters the game for M. Chriss,,13,22
88,1,1:59.0,,C. Parsons enters the game for M. Gasol,13,22
89,1,1:42.0,,Turnover by C. Parsons (bad pass),13,22
90,1,1:31.0,A. Len makes 2-pt jump shot from 18 ft (assist by B. Knight),,15,22
