,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
385,4,2:52.0,,K. Lowry makes free throw 3 of 3,94,94
386,4,2:31.0,J. Holiday makes 2-pt jump shot from 19 ft,,96,94
387,4,2:08.0,,P. Patterson makes 2-pt layup from 2 ft (assist by K. Lowry),96,96
388,4,1:53.0,E. Moore misses 3-pt jump shot from 24 ft,,96,96
389,4,1:52.0,,Defensive rebound by K. Lowry,96,96
390,4,1:38.0,,P. Patterson misses 3-pt jump shot from 26 ft,96,96
391,4,1:38.0,,Offensive rebound by J. Valančiūnas,96,96
392,4,1:36.0,,J. Valančiūnas misses 2-pt layup from 3 ft,96,96
393,4,1:36.0,Defensive rebound by A. Davis,,96,96
394,4,1:27.0,New Orleans full timeout,,96,96
395,4,1:17.0,J. Holiday misses 2-pt jump shot from 20 ft (block by N. Powell),,96,96
396,4,1:16.0,,Defensive rebound by P. Patterson,96,96
397,4,1:02.0,,K. Lowry misses 3-pt jump shot from 25 ft (block by A. Davis),96,96
398,4,1:01.0,Defensive rebound by Team,,96,96
399,4,1:01.0,,Loose ball foul by K. Lowry (drawn by A. Davis),96,96
400,4,0:50.0,A. Davis misses 2-pt jump shot from 19 ft,,96,96
401,4,0:49.0,,Defensive rebound by D. Carroll,96,96
402,4,0:48.0,,Toronto full timeout,96,96
403,4,0:41.0,,Turnover by N. Powell (lost ball; steal by A. Davis),96,96
404,4,0:28.0,J. Holiday misses 2-pt layup from 4 ft,,96,96
405,4,0:28.0,,Defensive rebound by K. Lowry,96,96
406,4,0:24.0,,Turnover by K. Lowry (lost ball; steal by J. Holiday),96,96
407,4,0:21.0,New Orleans full timeout,,96,96
408,4,0:01.0,J. Holiday misses 2-pt jump shot from 4 ft,,96,96
409,4,0:00.0,Offensive rebound by Team,,96,96
410,1OT,4:51.0,,Defensive rebound by D. Carroll,96,96
411,1OT,4:34.0,,Personal foul by A. Davis (drawn by J. Valančiūnas),96,96
412,1OT,4:23.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,96,96
413,1OT,4:22.0,Defensive rebound by A. Davis,,96,96
414,1OT,4:02.0,B. Hield makes 2-pt jump shot from 17 ft,,98,96
415,1OT,3:44.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by N. Powell),98,99
416,1OT,3:34.0,J. Holiday makes 2-pt jump shot from 1 ft,,100,99
417,1OT,3:23.0,,K. Lowry makes 2-pt jump shot from 7 ft,100,101
418,1OT,3:17.0,Shooting foul by J. Valančiūnas (drawn by A. Davis),,100,101
419,1OT,3:17.0,A. Davis misses free throw 1 of 2,,100,101
420,1OT,3:17.0,Offensive rebound by Team,,100,101
421,1OT,3:17.0,A. Davis makes free throw 2 of 2,,101,101
422,1OT,3:06.0,,Shooting foul by B. Hield (drawn by J. Valančiūnas),101,101
423,1OT,3:06.0,,J. Valančiūnas makes free throw 1 of 2,101,102
424,1OT,3:06.0,,J. Valančiūnas makes free throw 2 of 2,101,103
425,1OT,2:54.0,Shooting foul by D. Carroll (drawn by A. Davis),,101,103
426,1OT,2:54.0,A. Davis makes free throw 1 of 2,,102,103
427,1OT,2:54.0,A. Davis misses free throw 2 of 2,,102,103
428,1OT,2:53.0,,Defensive rebound by K. Lowry,102,103
429,1OT,2:34.0,,D. Carroll misses 2-pt hook shot from 5 ft,102,103
430,1OT,2:32.0,,Offensive rebound by D. Carroll,102,103
431,1OT,2:28.0,,Turnover by D. Carroll (lost ball; steal by T. Jones),102,103
432,1OT,2:21.0,J. Holiday misses 3-pt jump shot from 26 ft,,102,103
433,1OT,2:21.0,,Defensive rebound by P. Patterson,102,103
434,1OT,1:57.0,,K. Lowry makes 3-pt jump shot from 27 ft,102,106
435,1OT,1:57.0,New Orleans full timeout,,102,106
436,1OT,1:34.0,E. Moore misses 2-pt jump shot from 12 ft,,102,106
437,1OT,1:34.0,,Defensive rebound by D. Carroll,102,106
438,1OT,1:11.0,,K. Lowry misses 3-pt jump shot from 29 ft,102,106
439,1OT,1:10.0,,Offensive rebound by J. Valančiūnas,102,106
440,1OT,1:10.0,,Turnover by Team (shot clock),102,106
441,1OT,1:10.0,New Orleans full timeout,,102,106
442,1OT,1:04.0,A. Davis makes 2-pt hook shot from 5 ft,,104,106
443,1OT,0:46.0,,D. Carroll misses 2-pt jump shot from 8 ft,104,106
444,1OT,0:45.0,Defensive rebound by E. Moore,,104,106
445,1OT,0:33.0,A. Davis misses 3-pt jump shot from 26 ft,,104,106
446,1OT,0:32.0,Offensive rebound by E. Moore,,104,106
447,1OT,0:29.0,A. Davis makes 2-pt jump shot from 5 ft (assist by E. Moore),,106,106
448,1OT,0:29.0,,Toronto full timeout,106,106
449,1OT,0:29.0,S. Hill enters the game for B. Hield,,106,106
450,1OT,0:29.0,,T. Ross enters the game for D. Carroll,106,106
451,1OT,0:04.0,,K. Lowry makes 2-pt jump shot from 21 ft,106,108
452,1OT,0:04.0,New Orleans full timeout,,106,108
453,1OT,0:04.0,,D. Carroll enters the game for T. Ross,106,108
454,1OT,0:04.0,B. Hield enters the game for S. Hill,,106,108
455,1OT,0:04.0,L. Galloway enters the game for T. Jones,,106,108
456,1OT,0:02.0,E. Moore misses 3-pt jump shot from 23 ft,,106,108
457,1OT,0:01.0,,Defensive rebound by N. Powell,106,108
458,1OT,0:01.0,,Personal take foul by B. Hield (drawn by N. Powell),106,108
459,1OT,0:01.0,,Toronto full timeout,106,108
460,1OT,0:01.0,,T. Ross enters the game for P. Patterson,106,108
