,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
31,1,7:49.0,Defensive rebound by D. Howard,,8,8
32,1,7:40.0,D. Schröder misses 2-pt jump shot from 19 ft,,8,8
33,1,7:40.0,,Defensive rebound by G. Dieng,8,8
34,1,7:25.0,,G. Dieng misses 2-pt jump shot from 18 ft,8,8
35,1,7:24.0,Defensive rebound by D. Howard,,8,8
36,1,7:05.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by D. Howard),,11,8
37,1,6:59.0,,Personal foul by K. Bazemore (drawn by A. Wiggins),11,8
38,1,6:59.0,K. Korver enters the game for T. Sefolosha,,11,8
39,1,6:42.0,,K. Towns makes 2-pt jump shot from 5 ft,11,10
40,1,6:22.0,Turnover by K. Bazemore (bad pass; steal by G. Dieng),,11,10
41,1,6:16.0,,R. Rubio misses 3-pt jump shot from 26 ft,11,10
42,1,6:15.0,,Offensive rebound by G. Dieng,11,10
43,1,6:13.0,,Turnover by G. Dieng (bad pass; steal by D. Howard),11,10
44,1,6:06.0,K. Bazemore misses 3-pt jump shot from 22 ft,,11,10
45,1,6:05.0,Offensive rebound by D. Howard,,11,10
46,1,6:03.0,D. Howard makes 2-pt layup at rim,,13,10
47,1,5:36.0,,Turnover by Z. LaVine (bad pass; steal by D. Howard),13,10
48,1,5:30.0,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),,15,10
49,1,5:30.0,,Minnesota full timeout,15,10
50,1,5:30.0,M. Muscala enters the game for P. Millsap,,15,10
51,1,5:17.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),15,13
52,1,4:53.0,D. Schröder misses 3-pt jump shot from 24 ft,,15,13
53,1,4:51.0,,Defensive rebound by G. Dieng,15,13
54,1,4:48.0,,Shooting block foul by K. Korver (drawn by A. Wiggins),15,13
55,1,4:48.0,,A. Wiggins makes free throw 1 of 2,15,14
56,1,4:48.0,,S. Muhammad enters the game for Z. LaVine,15,13
57,1,4:48.0,,A. Wiggins makes free throw 2 of 2,15,15
58,1,4:32.0,D. Schröder makes 2-pt layup from 1 ft (assist by D. Howard),,17,15
59,1,4:14.0,,S. Muhammad misses 3-pt jump shot from 24 ft,17,15
60,1,4:13.0,,Offensive rebound by G. Dieng,17,15
61,1,4:10.0,,Shooting foul by K. Bazemore (drawn by S. Muhammad),17,15
62,1,4:10.0,,S. Muhammad misses free throw 1 of 2,17,15
63,1,4:10.0,,Offensive rebound by Team,17,15
64,1,4:10.0,M. Scott enters the game for D. Howard,,17,15
65,1,4:10.0,,S. Muhammad makes free throw 2 of 2,17,16
66,1,3:54.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by D. Schröder),,20,16
67,1,3:38.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),20,18
68,1,3:32.0,Personal foul by R. Rubio (drawn by D. Schröder),,20,18
69,1,3:32.0,,N. Bjelica enters the game for G. Dieng,20,18
70,1,3:32.0,T. Sefolosha enters the game for K. Bazemore,,20,18
71,1,3:32.0,Turnover by D. Schröder (offensive foul),,20,18
72,1,3:32.0,Offensive foul by D. Schröder (drawn by R. Rubio),,20,18
73,1,3:32.0,M. Delaney enters the game for D. Schröder,,20,18
74,1,3:08.0,,A. Wiggins misses 3-pt jump shot from 26 ft,20,18
75,1,3:07.0,Defensive rebound by K. Korver,,20,18
76,1,2:55.0,T. Sefolosha misses 2-pt jump shot from 16 ft,,20,18
77,1,2:54.0,,Defensive rebound by K. Towns,20,18
78,1,2:43.0,,Offensive foul by K. Towns (drawn by M. Delaney),20,18
79,1,2:43.0,,Turnover by K. Towns (offensive foul),20,18
80,1,2:43.0,Atlanta full timeout,,20,18
81,1,2:27.0,K. Korver misses 3-pt jump shot from 25 ft,,20,18
82,1,2:26.0,,Defensive rebound by K. Towns,20,18
83,1,2:08.0,,R. Rubio misses 3-pt jump shot from 23 ft,20,18
84,1,2:07.0,Defensive rebound by T. Sefolosha,,20,18
85,1,1:57.0,K. Korver makes 3-pt jump shot from 24 ft (assist by M. Muscala),,23,18
86,1,1:42.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by R. Rubio),23,21
87,1,1:29.0,M. Muscala misses 3-pt jump shot from 25 ft,,23,21
88,1,1:28.0,Offensive rebound by T. Sefolosha,,23,21
89,1,1:16.0,K. Korver misses 3-pt jump shot from 23 ft,,23,21
90,1,1:14.0,Offensive rebound by M. Muscala,,23,21
91,1,1:01.0,M. Scott makes 2-pt jump shot from 10 ft (assist by M. Muscala),,25,21
92,1,0:41.0,,S. Muhammad misses 3-pt jump shot from 25 ft,25,21
93,1,0:40.0,Defensive rebound by M. Scott,,25,21
94,1,0:35.0,T. Sefolosha misses 2-pt layup from 2 ft (block by K. Towns),,25,21
95,1,0:33.0,Offensive rebound by M. Muscala,,25,21
96,1,0:30.0,M. Muscala misses 3-pt jump shot from 24 ft,,25,21
97,1,0:28.0,,Defensive rebound by N. Bjelica,25,21
98,1,0:07.0,,K. Towns makes 2-pt layup from 1 ft,25,23
99,1,0:01.0,M. Delaney misses 3-pt jump shot from 26 ft,,25,23
100,1,0:00.0,Offensive rebound by Team,,25,23
101,2,11:49.0,,Personal foul by D. Bembry,25,23
102,2,11:35.0,,G. Dieng makes 2-pt hook shot from 5 ft,25,25
103,2,11:17.0,D. Bembry makes 2-pt layup from 2 ft,,27,25
104,2,10:56.0,,N. Bjelica misses 3-pt jump shot from 26 ft,27,25
105,2,10:55.0,Defensive rebound by D. Bembry,,27,25
106,2,10:43.0,Turnover by D. Bembry (lost ball),,27,25
107,2,10:31.0,,Z. LaVine misses 2-pt jump shot from 20 ft,27,25
108,2,10:29.0,,Offensive rebound by N. Bjelica,27,25
109,2,10:29.0,,N. Bjelica makes 2-pt layup at rim,27,27
110,2,10:07.0,P. Millsap misses 2-pt jump shot from 11 ft,,27,27
111,2,10:06.0,,Defensive rebound by N. Bjelica,27,27
112,2,9:57.0,Offensive charge foul by S. Muhammad (drawn by K. Korver),,27,27
113,2,9:57.0,,Turnover by S. Muhammad (offensive foul),27,27
114,2,9:57.0,D. Howard enters the game for M. Muscala,,27,27
115,2,9:45.0,Turnover by M. Delaney (bad pass; steal by N. Bjelica),,27,27
116,2,9:29.0,,S. Muhammad misses 2-pt layup from 1 ft,27,27
117,2,9:28.0,,Offensive rebound by S. Muhammad,27,27
118,2,9:26.0,,S. Muhammad misses 2-pt layup from 2 ft (block by D. Howard),27,27
119,2,9:25.0,Defensive rebound by P. Millsap,,27,27
120,2,9:23.0,D. Schröder enters the game for K. Korver,,27,27
121,2,9:23.0,Turnover by P. Millsap (lost ball; steal by G. Dieng),,27,27
122,2,9:12.0,,Personal block foul by D. Bembry,27,27
123,2,9:08.0,,Shooting foul by D. Bembry (drawn by S. Muhammad),27,27
124,2,9:08.0,,S. Muhammad makes free throw 1 of 2,27,28
125,2,9:08.0,,S. Muhammad makes free throw 2 of 2,27,29
126,2,8:51.0,M. Delaney misses 3-pt jump shot from 24 ft,,27,29
127,2,8:50.0,,Defensive rebound by Z. LaVine,27,29
128,2,8:45.0,,Shooting foul by P. Millsap (drawn by G. Dieng),27,29
129,2,8:45.0,,Minnesota full timeout,27,29
130,2,8:45.0,,G. Dieng makes free throw 1 of 2,27,30
131,2,8:45.0,K. Bazemore enters the game for M. Delaney,,27,29
132,2,8:45.0,,G. Dieng makes free throw 2 of 2,27,31
133,2,8:36.0,Personal foul by N. Bjelica (drawn by P. Millsap),,27,31
134,2,8:28.0,D. Schröder misses 2-pt jump shot from 5 ft,,27,31
135,2,8:26.0,Offensive rebound by D. Howard,,27,31
136,2,8:26.0,D. Howard makes 2-pt dunk at rim,,29,31
137,2,8:09.0,,S. Muhammad makes 2-pt jump shot from 7 ft (assist by Z. LaVine),29,33
138,2,7:53.0,Personal foul by G. Dieng (drawn by P. Millsap),,29,33
139,2,7:53.0,M. Muscala enters the game for D. Howard,,29,33
140,2,7:47.0,P. Millsap misses 3-pt jump shot from 23 ft,,29,33
141,2,7:45.0,,Defensive rebound by K. Dunn,29,33
142,2,7:40.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by K. Dunn),29,36
143,2,7:29.0,P. Millsap makes 2-pt layup from 1 ft (assist by M. Muscala),,31,36
144,2,7:11.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by N. Bjelica),31,39
145,2,7:02.0,Atlanta full timeout,,31,39
146,2,7:02.0,D. Howard enters the game for M. Muscala,,31,39
147,2,7:02.0,T. Sefolosha enters the game for D. Bembry,,31,39
148,2,6:50.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,33,39
149,2,6:28.0,,G. Dieng misses 2-pt jump shot from 18 ft,33,39
150,2,6:27.0,Defensive rebound by P. Millsap,,33,39
151,2,6:11.0,Turnover by D. Howard (bad pass; steal by Z. LaVine),,33,39
152,2,6:03.0,,K. Dunn misses 3-pt jump shot from 24 ft,33,39
153,2,6:01.0,Defensive rebound by D. Schröder,,33,39
154,2,5:52.0,P. Millsap misses 2-pt jump shot from 4 ft,,33,39
155,2,5:51.0,,Defensive rebound by Team,33,39
156,2,5:51.0,,K. Towns enters the game for N. Bjelica,33,39
157,2,5:39.0,,Z. LaVine misses 3-pt jump shot from 24 ft,33,39
158,2,5:37.0,Defensive rebound by T. Sefolosha,,33,39
159,2,5:23.0,T. Sefolosha makes 2-pt layup from 1 ft,,35,39
160,2,4:58.0,,Z. LaVine misses 2-pt layup from 2 ft,35,39
161,2,4:57.0,Defensive rebound by D. Howard,,35,39
162,2,4:51.0,D. Schröder misses 2-pt jump shot from 10 ft,,35,39
163,2,4:50.0,,Defensive rebound by K. Towns,35,39
164,2,4:45.0,,Turnover by S. Muhammad (bad pass; steal by P. Millsap),35,39
165,2,4:42.0,Turnover by D. Schröder (bad pass; steal by K. Dunn),,35,39
166,2,4:38.0,,K. Dunn makes 2-pt dunk at rim,35,41
167,2,4:19.0,Turnover by P. Millsap (bad pass),,35,41
168,2,4:19.0,,R. Rubio enters the game for K. Dunn,35,41
169,2,4:19.0,,A. Wiggins enters the game for S. Muhammad,35,41
170,2,3:54.0,,Z. LaVine misses 2-pt jump shot from 19 ft,35,41
171,2,3:53.0,Defensive rebound by K. Bazemore,,35,41
172,2,3:46.0,D. Schröder misses 3-pt jump shot from 23 ft,,35,41
173,2,3:45.0,Offensive rebound by D. Howard,,35,41
174,2,3:40.0,Turnover by D. Howard (3 sec),,35,41
175,2,3:40.0,K. Korver enters the game for K. Bazemore,,35,41
176,2,3:28.0,,A. Wiggins misses 2-pt jump shot from 19 ft,35,41
177,2,3:27.0,,Offensive rebound by R. Rubio,35,41
178,2,3:22.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by R. Rubio),35,43
179,2,3:09.0,P. Millsap misses 2-pt jump shot from 15 ft (block by K. Towns),,35,43
180,2,3:09.0,,Defensive rebound by Team,35,43
181,2,3:09.0,M. Muscala enters the game for D. Howard,,35,43
182,2,2:56.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),35,46
183,2,2:41.0,K. Korver makes 3-pt jump shot from 22 ft (assist by M. Muscala),,38,46
184,2,2:21.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by G. Dieng),38,49
185,2,2:06.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Schröder),,41,49
186,2,1:41.0,,G. Dieng misses 2-pt jump shot from 6 ft,41,49
187,2,1:39.0,,Offensive rebound by A. Wiggins,41,49
188,2,1:39.0,,A. Wiggins makes 2-pt layup at rim,41,51
189,2,1:27.0,P. Millsap misses 3-pt jump shot from 25 ft,,41,51
190,2,1:26.0,,Defensive rebound by A. Wiggins,41,51
191,2,1:07.0,,Z. LaVine misses 2-pt layup from 2 ft,41,51
192,2,1:06.0,,Offensive rebound by K. Towns,41,51
193,2,1:06.0,,K. Towns makes 2-pt layup from 1 ft,41,53
194,2,1:06.0,,Shooting foul by P. Millsap (drawn by K. Towns),41,53
195,2,1:06.0,,Minnesota full timeout,41,53
196,2,1:06.0,D. Howard enters the game for P. Millsap,,41,53
197,2,1:06.0,K. Bazemore enters the game for T. Sefolosha,,41,53
198,2,1:06.0,,K. Towns makes free throw 1 of 1,41,54
199,2,0:50.0,D. Schröder makes 2-pt jump shot from 18 ft,,43,54
200,2,0:37.0,,Turnover by Z. LaVine (bad pass; steal by D. Schröder),43,54
201,2,0:37.0,Personal foul by K. Towns (drawn by D. Schröder),,43,54
202,2,0:37.0,,N. Bjelica enters the game for K. Towns,43,54
203,2,0:30.0,D. Schröder makes 2-pt jump shot from 19 ft,,45,54
204,2,0:09.0,,A. Wiggins misses 2-pt jump shot from 18 ft (block by K. Bazemore),45,54
205,2,0:07.0,Defensive rebound by D. Howard,,45,54
206,2,0:03.0,K. Korver misses 3-pt jump shot from 27 ft,,45,54
207,2,0:02.0,Offensive rebound by D. Schröder,,45,54
208,3,11:47.0,,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),45,56
209,3,11:25.0,P. Millsap misses 2-pt jump shot from 9 ft,,45,56
210,3,11:24.0,Offensive rebound by P. Millsap,,45,56
211,3,11:23.0,P. Millsap misses 2-pt layup from 3 ft,,45,56
212,3,11:22.0,Offensive rebound by D. Howard,,45,56
213,3,11:22.0,D. Howard makes 2-pt layup from 1 ft,,47,56
214,3,11:18.0,,Personal take foul by D. Schröder (drawn by R. Rubio),47,56
215,3,11:18.0,M. Muscala enters the game for P. Millsap,,47,56
216,3,11:09.0,,A. Wiggins misses 2-pt jump shot from 14 ft (block by T. Sefolosha),47,56
217,3,11:07.0,Defensive rebound by D. Howard,,47,56
218,3,11:00.0,D. Schröder misses 2-pt jump shot from 5 ft,,47,56
219,3,10:59.0,Offensive rebound by D. Howard,,47,56
220,3,10:59.0,D. Howard makes 2-pt layup at rim,,49,56
221,3,10:35.0,,R. Rubio misses 2-pt layup from 2 ft,49,56
222,3,10:33.0,,Offensive rebound by K. Towns,49,56
223,3,10:22.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by Z. LaVine),49,59
224,3,9:55.0,T. Sefolosha misses 2-pt jump shot from 21 ft,,49,59
225,3,9:54.0,,Defensive rebound by A. Wiggins,49,59
226,3,9:43.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),49,62
227,3,9:20.0,D. Howard makes 2-pt dunk at rim,,51,62
228,3,8:53.0,,A. Wiggins makes 2-pt jump shot from 13 ft (assist by R. Rubio),51,64
229,3,8:36.0,D. Schröder makes 2-pt layup from 2 ft,,53,64
230,3,8:17.0,,Personal foul by K. Bazemore (drawn by K. Towns),53,64
231,3,8:11.0,,Turnover by Z. LaVine (lost ball; steal by K. Bazemore),53,64
232,3,8:08.0,K. Bazemore makes 2-pt layup from 1 ft,,55,64
233,3,8:03.0,,Personal foul by D. Schröder (drawn by R. Rubio),55,64
234,3,8:03.0,K. Korver enters the game for T. Sefolosha,,55,64
235,3,7:56.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by K. Towns),55,66
236,3,7:33.0,K. Korver misses 3-pt jump shot from 26 ft,,55,66
237,3,7:32.0,,Defensive rebound by Team,55,66
238,3,7:18.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),55,69
239,3,6:59.0,Turnover by K. Bazemore (lost ball; steal by A. Wiggins),,55,69
240,3,6:56.0,,Shooting foul by D. Schröder (drawn by Z. LaVine),55,69
241,3,6:56.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Towns),55,71
242,3,6:56.0,M. Delaney enters the game for D. Schröder,,55,71
243,3,6:56.0,,Z. LaVine makes free throw 1 of 1,55,72
244,3,6:39.0,D. Howard makes 2-pt layup from 1 ft (assist by M. Delaney),,57,72
245,3,6:39.0,Shooting foul by A. Wiggins (drawn by D. Howard),,57,72
246,3,6:39.0,D. Howard makes free throw 1 of 1,,58,72
247,3,6:19.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by R. Rubio),58,74
248,3,6:03.0,M. Muscala misses 3-pt jump shot from 23 ft,,58,74
249,3,6:01.0,,Defensive rebound by G. Dieng,58,74
250,3,5:51.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),58,77
251,3,5:50.0,Atlanta full timeout,,58,77
252,3,5:50.0,P. Millsap enters the game for D. Howard,,58,77
253,3,5:43.0,Turnover by K. Bazemore (bad pass),,58,77
254,3,5:18.0,,Z. LaVine makes 3-pt jump shot from 26 ft,58,80
255,3,5:02.0,P. Millsap misses 2-pt jump shot from 3 ft,,58,80
256,3,4:59.0,,Defensive rebound by K. Towns,58,80
257,3,4:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),58,82
258,3,4:33.0,Offensive foul by M. Delaney (drawn by R. Rubio),,58,82
259,3,4:33.0,Turnover by M. Delaney (offensive foul),,58,82
260,3,4:33.0,,S. Muhammad enters the game for Z. LaVine,58,82
261,3,4:33.0,M. Scott enters the game for M. Muscala,,58,82
262,3,4:18.0,,S. Muhammad misses 2-pt jump shot from 21 ft,58,82
263,3,4:17.0,Defensive rebound by K. Korver,,58,82
264,3,4:11.0,K. Bazemore misses 3-pt jump shot from 24 ft,,58,82
265,3,4:10.0,,Defensive rebound by Team,58,82
266,3,4:10.0,Loose ball foul by K. Bazemore (drawn by A. Wiggins),,58,82
267,3,4:10.0,,A. Wiggins misses free throw 1 of 2,58,82
268,3,4:10.0,,Offensive rebound by Team,58,82
269,3,4:10.0,,K. Dunn enters the game for R. Rubio,58,82
270,3,4:10.0,,A. Wiggins makes free throw 2 of 2,58,83
271,3,3:57.0,K. Korver misses 2-pt jump shot from 18 ft,,58,83
272,3,3:56.0,,Defensive rebound by K. Towns,58,83
273,3,3:46.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by A. Wiggins),58,86
274,3,3:24.0,M. Delaney makes 2-pt jump shot from 18 ft,,60,86
275,3,3:02.0,,Turnover by G. Dieng (step out of bounds),60,86
276,3,2:47.0,Shooting foul by A. Wiggins (drawn by P. Millsap),,60,86
277,3,2:47.0,,Minnesota full timeout,60,86
278,3,2:47.0,P. Millsap makes free throw 1 of 2,,61,86
279,3,2:47.0,T. Sefolosha enters the game for K. Bazemore,,60,86
280,3,2:47.0,,N. Bjelica enters the game for K. Towns,60,86
281,3,2:47.0,P. Millsap makes free throw 2 of 2,,62,86
282,3,2:26.0,,N. Bjelica misses 3-pt jump shot from 25 ft,62,86
283,3,2:25.0,Defensive rebound by M. Scott,,62,86
284,3,2:16.0,M. Delaney misses 2-pt layup from 1 ft,,62,86
285,3,2:15.0,,Defensive rebound by K. Dunn,62,86
286,3,2:05.0,,K. Dunn misses 2-pt layup from 3 ft (block by M. Scott),62,86
287,3,2:02.0,,Offensive rebound by Team,62,86
288,3,1:54.0,,A. Wiggins misses 2-pt jump shot from 11 ft,62,86
289,3,1:53.0,Defensive rebound by K. Korver,,62,86
290,3,1:37.0,Turnover by T. Sefolosha (lost ball; steal by S. Muhammad),,62,86
291,3,1:33.0,,Turnover by N. Bjelica (lost ball),62,86
292,3,1:22.0,P. Millsap misses 3-pt jump shot from 24 ft,,62,86
293,3,1:21.0,,Defensive rebound by K. Dunn,62,86
294,3,1:12.0,,G. Dieng misses 2-pt layup from 1 ft (block by T. Sefolosha),62,86
295,3,1:08.0,Defensive rebound by T. Sefolosha,,62,86
296,3,1:08.0,Turnover by M. Scott (lost ball; steal by N. Bjelica),,62,86
297,3,1:02.0,,G. Dieng makes 2-pt layup from 1 ft (assist by N. Bjelica),62,88
298,3,0:59.0,P. Millsap makes 2-pt layup at rim (assist by K. Korver),,64,88
299,3,0:47.0,,Shooting foul by P. Millsap (drawn by K. Dunn),64,88
300,3,0:47.0,,K. Dunn makes free throw 1 of 2,64,89
301,3,0:47.0,,K. Dunn misses free throw 2 of 2,64,89
302,3,0:47.0,Defensive rebound by T. Sefolosha,,64,89
303,3,0:41.0,Shooting foul by N. Bjelica (drawn by P. Millsap),,64,89
304,3,0:41.0,P. Millsap makes free throw 1 of 2,,65,89
305,3,0:41.0,P. Millsap misses free throw 2 of 2,,65,89
306,3,0:41.0,,Defensive rebound by G. Dieng,65,89
307,3,0:24.0,,Turnover by K. Dunn (bad pass),65,89
308,3,0:04.0,M. Delaney misses 2-pt jump shot from 20 ft,,65,89
309,3,0:03.0,,Defensive rebound by A. Wiggins,65,89
310,3,0:01.0,,A. Wiggins misses 3-pt jump shot from 32 ft,65,89
311,3,0:00.0,,Offensive rebound by Team,65,89
312,4,11:45.0,Turnover by M. Delaney (bad pass; steal by K. Dunn),,65,89
313,4,11:27.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by G. Dieng),65,92
314,4,11:15.0,Turnover by D. Bembry (lost ball; steal by G. Dieng),,65,92
315,4,11:04.0,,S. Muhammad misses 2-pt jump shot from 10 ft,65,92
316,4,11:03.0,Defensive rebound by D. Bembry,,65,92
317,4,10:54.0,M. Delaney misses 3-pt jump shot from 23 ft,,65,92
318,4,10:53.0,,Defensive rebound by N. Bjelica,65,92
319,4,10:53.0,M. Scott enters the game for P. Millsap,,65,92
320,4,10:31.0,,Z. LaVine misses 3-pt jump shot from 26 ft,65,92
321,4,10:29.0,Defensive rebound by M. Delaney,,65,92
322,4,10:20.0,M. Scott misses 3-pt jump shot from 26 ft,,65,92
323,4,10:19.0,Offensive rebound by K. Humphries,,65,92
324,4,10:18.0,K. Humphries misses 2-pt layup from 2 ft,,65,92
325,4,10:17.0,,Defensive rebound by K. Dunn,65,92
326,4,10:08.0,,G. Dieng makes 2-pt layup from 1 ft (assist by N. Bjelica),65,94
327,4,9:55.0,Shooting foul by G. Dieng (drawn by K. Humphries),,65,94
328,4,9:55.0,K. Humphries makes free throw 1 of 2,,66,94
329,4,9:55.0,,K. Towns enters the game for G. Dieng,66,94
330,4,9:55.0,T. Prince enters the game for K. Korver,,66,94
331,4,9:55.0,K. Humphries makes free throw 2 of 2,,67,94
332,4,9:38.0,,Turnover by Z. LaVine (bad pass; steal by M. Scott),67,94
333,4,9:32.0,T. Prince misses 2-pt jump shot from 11 ft,,67,94
334,4,9:31.0,,Defensive rebound by K. Towns,67,94
335,4,9:27.0,Offensive charge foul by S. Muhammad (drawn by M. Delaney),,67,94
336,4,9:27.0,,Turnover by S. Muhammad (offensive foul),67,94
337,4,9:17.0,D. Bembry makes 2-pt layup from 1 ft (assist by M. Scott),,69,94
338,4,8:53.0,,Z. LaVine misses 2-pt jump shot from 20 ft,69,94
339,4,8:50.0,,Offensive rebound by Team,69,94
340,4,8:50.0,,Turnover by Team (shot clock),69,94
341,4,8:50.0,Atlanta full timeout,,69,94
342,4,8:33.0,M. Scott misses 3-pt jump shot from 23 ft,,69,94
343,4,8:32.0,,Defensive rebound by K. Dunn,69,94
344,4,8:12.0,,Z. LaVine misses 2-pt layup from 2 ft (block by T. Prince),69,94
345,4,8:10.0,,Offensive rebound by K. Towns,69,94
346,4,8:08.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by Z. LaVine),69,96
347,4,7:51.0,Shooting foul by K. Towns (drawn by K. Humphries),,69,96
348,4,7:51.0,K. Humphries makes free throw 1 of 2,,70,96
349,4,7:51.0,,T. Jones enters the game for Z. LaVine,70,96
350,4,7:51.0,R. Kelly enters the game for M. Delaney,,70,96
351,4,7:51.0,K. Humphries makes free throw 2 of 2,,71,96
352,4,7:26.0,,N. Bjelica misses 3-pt jump shot from 27 ft,71,96
353,4,7:25.0,Defensive rebound by Team,,71,96
354,4,7:11.0,M. Scott makes 3-pt jump shot from 24 ft (assist by K. Humphries),,74,96
355,4,7:00.0,,S. Muhammad misses 2-pt jump shot from 16 ft,74,96
356,4,7:00.0,Defensive rebound by Team,,74,96
357,4,6:42.0,R. Kelly misses 3-pt jump shot from 24 ft,,74,96
358,4,6:41.0,Offensive rebound by K. Humphries,,74,96
359,4,6:41.0,K. Humphries makes 2-pt layup from 1 ft,,76,96
360,4,6:41.0,Shooting foul by K. Towns (drawn by K. Humphries),,76,96
361,4,6:41.0,K. Humphries misses free throw 1 of 1,,76,96
362,4,6:41.0,,Defensive rebound by K. Towns,76,96
363,4,6:21.0,,S. Muhammad misses 2-pt jump shot from 10 ft,76,96
364,4,6:19.0,Defensive rebound by T. Prince,,76,96
365,4,5:59.0,D. Bembry misses 2-pt layup from 1 ft (block by K. Towns),,76,96
366,4,5:58.0,,Defensive rebound by N. Bjelica,76,96
367,4,5:43.0,,N. Bjelica misses 2-pt jump shot from 7 ft,76,96
368,4,5:41.0,,Offensive rebound by S. Muhammad,76,96
369,4,5:39.0,,S. Muhammad makes 2-pt layup from 2 ft,76,98
370,4,5:31.0,Atlanta full timeout,,76,98
371,4,5:31.0,M. Delaney enters the game for K. Humphries,,76,98
372,4,5:31.0,,J. Hill enters the game for K. Towns,76,98
373,4,5:28.0,Turnover by R. Kelly (back court),,76,98
374,4,5:16.0,,S. Muhammad misses 2-pt jump shot from 7 ft,76,98
375,4,5:15.0,Defensive rebound by R. Kelly,,76,98
376,4,4:57.0,M. Scott misses 3-pt jump shot from 26 ft,,76,98
377,4,4:56.0,,Defensive rebound by T. Jones,76,98
378,4,4:44.0,,N. Bjelica makes 2-pt jump shot from 7 ft,76,100
379,4,4:25.0,Shooting foul by N. Bjelica (drawn by D. Bembry),,76,100
