,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
67,1,3:32.0,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Drummond),,27,24
68,1,3:19.0,,K. Porziņģis misses 2-pt jump shot from 6 ft,27,24
69,1,3:18.0,Defensive rebound by A. Drummond,,27,24
70,1,3:10.0,Turnover by M. Morris (bad pass; steal by D. Rose),,27,24
71,1,3:04.0,,D. Rose makes 2-pt layup from 3 ft,27,26
72,1,2:43.0,J. Leuer makes 2-pt jump shot from 9 ft (assist by I. Smith),,29,26
73,1,2:34.0,,K. Porziņģis makes 2-pt dunk at rim (assist by M. Kuzminskas),29,28
74,1,2:16.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by I. Smith),,32,28
75,1,2:04.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by D. Rose),32,30
76,1,1:56.0,Detroit full timeout,,32,30
77,1,1:56.0,,K. O'Quinn enters the game for W. Hernangómez,32,30
78,1,1:56.0,S. Johnson enters the game for M. Morris,,32,30
79,1,1:50.0,Shooting foul by K. O'Quinn (drawn by I. Smith),,32,30
80,1,1:50.0,I. Smith makes free throw 1 of 2,,33,30
81,1,1:50.0,I. Smith misses free throw 2 of 2,,33,30
82,1,1:50.0,A. Baynes enters the game for A. Drummond,,33,30
83,1,1:49.0,,Defensive rebound by C. Lee,33,30
84,1,1:30.0,,Turnover by K. O'Quinn (bad pass; steal by K. Caldwell-Pope),33,30
85,1,1:26.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,33,30
86,1,1:25.0,Offensive rebound by Team,,33,30
87,1,1:25.0,,Loose ball foul by K. O'Quinn (drawn by A. Baynes),33,30
88,1,1:25.0,A. Baynes misses free throw 1 of 2,,33,30
89,1,1:25.0,Offensive rebound by Team,,33,30
90,1,1:25.0,A. Baynes makes free throw 2 of 2,,34,30
91,1,1:09.0,,Turnover by M. Kuzminskas (traveling),34,30
92,1,0:59.0,J. Leuer makes 2-pt jump shot from 8 ft (assist by K. Caldwell-Pope),,36,30
93,1,0:47.0,,Shooting foul by J. Leuer (drawn by K. Porziņģis),36,30
94,1,0:47.0,,K. Porziņģis makes free throw 1 of 2,36,31
95,1,0:47.0,,K. Porziņģis makes free throw 2 of 2,36,32
96,1,0:36.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by K. Porziņģis),,36,32
97,1,0:34.0,,Defensive rebound by K. Porziņģis,36,32
98,1,0:30.0,,D. Rose makes 2-pt jump shot from 19 ft,36,34
99,1,0:21.0,J. Leuer misses 3-pt jump shot from 25 ft,,36,34
100,1,0:20.0,,Defensive rebound by D. Rose,36,34
101,1,0:02.0,,D. Rose misses 2-pt jump shot from 4 ft,36,34
102,1,0:00.0,Defensive rebound by I. Smith,,36,34
103,2,11:41.0,,R. Baker misses 2-pt jump shot from 23 ft,36,34
104,2,11:40.0,Defensive rebound by A. Baynes,,36,34
105,2,11:31.0,S. Johnson makes 2-pt jump shot from 9 ft,,38,34
106,2,11:11.0,,J. Holiday misses 3-pt jump shot from 25 ft,38,34
107,2,11:10.0,Defensive rebound by B. Udrih,,38,34
108,2,10:53.0,S. Johnson misses 2-pt jump shot from 19 ft,,38,34
109,2,10:51.0,,Defensive rebound by R. Baker,38,34
110,2,10:42.0,,Turnover by K. O'Quinn (traveling),38,34
111,2,10:19.0,Turnover by B. Udrih (lost ball; steal by C. Anthony),,38,34
112,2,10:17.0,,Turnover by C. Anthony (bad pass),38,34
113,2,9:58.0,T. Harris misses 2-pt layup from 1 ft,,38,34
114,2,9:57.0,Offensive rebound by J. Leuer,,38,34
115,2,9:57.0,J. Leuer makes 2-pt dunk at rim,,40,34
116,2,9:38.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by R. Baker),40,36
117,2,9:22.0,Turnover by S. Johnson (bad pass; steal by R. Baker),,40,36
118,2,9:12.0,,C. Anthony makes 2-pt jump shot from 23 ft (assist by M. Kuzminskas),40,38
119,2,8:53.0,B. Udrih misses 2-pt jump shot from 18 ft,,40,38
120,2,8:52.0,,Defensive rebound by K. O'Quinn,40,38
121,2,8:45.0,,M. Kuzminskas makes 3-pt jump shot from 24 ft (assist by R. Baker),40,41
122,2,8:38.0,Detroit full timeout,,40,41
123,2,8:31.0,Turnover by B. Udrih (bad pass; steal by M. Kuzminskas),,40,41
124,2,8:22.0,,New York full timeout,40,41
125,2,8:20.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by M. Kuzminskas),40,43
126,2,7:53.0,B. Udrih makes 2-pt layup from 1 ft,,42,43
127,2,7:30.0,,M. Kuzminskas misses 3-pt jump shot from 23 ft,42,43
128,2,7:29.0,,Offensive rebound by K. O'Quinn,42,43
129,2,7:21.0,,C. Anthony makes 2-pt jump shot from 23 ft (assist by J. Holiday),42,45
130,2,7:09.0,B. Udrih makes 2-pt jump shot from 11 ft (assist by J. Leuer),,44,45
131,2,6:53.0,,C. Anthony makes 2-pt jump shot from 9 ft,44,47
132,2,6:41.0,Turnover by B. Udrih (bad pass; steal by C. Anthony),,44,47
133,2,6:36.0,,C. Anthony makes 3-pt jump shot from 25 ft,44,50
134,2,6:09.0,A. Baynes makes 2-pt jump shot from 8 ft (assist by T. Harris),,46,50
135,2,5:54.0,,J. Holiday misses 3-pt jump shot from 23 ft,46,50
136,2,5:53.0,Defensive rebound by B. Udrih,,46,50
137,2,5:46.0,Turnover by B. Udrih (bad pass; steal by J. Holiday),,46,50
138,2,5:42.0,,J. Holiday makes 2-pt dunk at rim,46,52
139,2,5:28.0,Turnover by B. Udrih (bad pass; steal by R. Baker),,46,52
140,2,5:17.0,,M. Kuzminskas misses 2-pt jump shot from 8 ft (block by A. Baynes),46,52
141,2,5:16.0,Defensive rebound by T. Harris,,46,52
142,2,5:08.0,Turnover by J. Leuer (step out of bounds),,46,52
143,2,5:08.0,Official timeout,,46,52
144,2,5:08.0,A. Drummond enters the game for J. Leuer,,46,52
145,2,5:08.0,I. Smith enters the game for S. Johnson,,46,52
146,2,5:08.0,M. Morris enters the game for A. Baynes,,46,52
147,2,5:08.0,K. Caldwell-Pope enters the game for B. Udrih,,46,52
148,2,5:08.0,,K. Porziņģis enters the game for M. Kuzminskas,46,52
149,2,4:45.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,46,52
150,2,4:44.0,Defensive rebound by K. Caldwell-Pope,,46,52
151,2,4:35.0,A. Drummond misses 2-pt hook shot from 7 ft,,46,52
152,2,4:33.0,,Defensive rebound by K. O'Quinn,46,52
153,2,4:26.0,,C. Anthony misses 2-pt jump shot from 15 ft,46,52
154,2,4:25.0,Defensive rebound by Team,,46,52
155,2,4:25.0,,Loose ball foul by K. Porziņģis (drawn by A. Drummond),46,52
156,2,4:08.0,T. Harris misses 2-pt jump shot from 20 ft,,46,52
157,2,4:07.0,,Defensive rebound by K. Porziņģis,46,52
158,2,3:56.0,,R. Baker misses 3-pt jump shot from 26 ft,46,52
159,2,3:55.0,Defensive rebound by A. Drummond,,46,52
160,2,3:46.0,I. Smith misses 2-pt layup from 3 ft,,46,52
161,2,3:45.0,Offensive rebound by T. Harris,,46,52
162,2,3:43.0,T. Harris misses 2-pt layup from 1 ft,,46,52
163,2,3:41.0,,Defensive rebound by K. O'Quinn,46,52
164,2,3:35.0,,Turnover by J. Holiday (lost ball; steal by I. Smith),46,52
165,2,3:31.0,T. Harris makes 2-pt dunk at rim (assist by I. Smith),,48,52
166,2,3:13.0,,C. Anthony misses 2-pt jump shot from 22 ft,48,52
167,2,3:12.0,Defensive rebound by A. Drummond,,48,52
168,2,3:04.0,I. Smith makes 2-pt layup from 1 ft,,50,52
169,2,3:03.0,,New York full timeout,50,52
170,2,3:03.0,,D. Rose enters the game for K. O'Quinn,50,52
171,2,3:03.0,,W. Hernangómez enters the game for J. Holiday,50,52
172,2,3:03.0,,C. Lee enters the game for R. Baker,50,52
173,2,2:52.0,,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by C. Anthony),50,54
174,2,2:37.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Drummond),,53,54
175,2,2:24.0,,K. Porziņģis makes 2-pt jump shot from 12 ft,53,56
176,2,1:56.0,M. Morris misses 2-pt jump shot from 6 ft,,53,56
177,2,1:55.0,,Defensive rebound by C. Anthony,53,56
178,2,1:41.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,53,56
179,2,1:40.0,Defensive rebound by T. Harris,,53,56
180,2,1:31.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,55,56
181,2,1:19.0,,D. Rose makes 2-pt jump shot from 6 ft,55,58
182,2,1:03.0,Turnover by M. Morris (bad pass; steal by W. Hernangómez),,55,58
183,2,0:55.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),55,61
184,2,0:43.0,T. Harris misses 2-pt jump shot from 4 ft,,55,61
185,2,0:42.0,Offensive rebound by T. Harris,,55,61
186,2,0:41.0,T. Harris makes 2-pt layup from 1 ft,,57,61
187,2,0:36.0,,D. Rose misses 2-pt jump shot from 21 ft,57,61
188,2,0:34.0,Defensive rebound by A. Drummond,,57,61
189,2,0:26.0,I. Smith makes 2-pt layup from 1 ft,,59,61
190,2,0:03.0,,C. Anthony makes 3-pt jump shot from 24 ft,59,64
191,2,0:01.0,I. Smith misses 3-pt jump shot from 27 ft,,59,64
192,2,0:00.0,Offensive rebound by Team,,59,64
193,3,11:44.0,,K. Porziņģis makes 2-pt jump shot from 8 ft,59,66
194,3,11:32.0,A. Drummond misses 2-pt dunk at rim,,59,66
195,3,11:30.0,,Defensive rebound by C. Anthony,59,66
196,3,11:26.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by C. Anthony),59,69
197,3,11:25.0,Detroit full timeout,,59,69
198,3,11:16.0,T. Harris misses 3-pt jump shot from 26 ft,,59,69
199,3,11:15.0,,Defensive rebound by K. Porziņģis,59,69
200,3,11:02.0,,D. Rose misses 2-pt jump shot from 6 ft,59,69
201,3,11:01.0,Defensive rebound by A. Drummond,,59,69
202,3,10:56.0,M. Morris misses 3-pt jump shot from 25 ft,,59,69
203,3,10:54.0,,Defensive rebound by C. Lee,59,69
204,3,10:32.0,,D. Rose makes 2-pt layup from 1 ft (assist by C. Lee),59,71
205,3,10:05.0,Turnover by K. Caldwell-Pope (bad pass; steal by C. Anthony),,59,71
206,3,9:59.0,,D. Rose makes 2-pt layup from 1 ft (assist by W. Hernangómez),59,73
207,3,9:58.0,Detroit full timeout,,59,73
208,3,9:58.0,J. Leuer enters the game for T. Harris,,59,73
209,3,9:36.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,59,73
210,3,9:35.0,,Defensive rebound by K. Porziņģis,59,73
211,3,9:21.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,59,73
212,3,9:20.0,Defensive rebound by I. Smith,,59,73
213,3,9:10.0,M. Morris misses 2-pt jump shot from 16 ft,,59,73
214,3,9:09.0,,Defensive rebound by W. Hernangómez,59,73
215,3,8:52.0,,Turnover by C. Anthony (bad pass),59,73
216,3,8:37.0,M. Morris misses 2-pt jump shot from 19 ft,,59,73
217,3,8:36.0,,Defensive rebound by C. Lee,59,73
218,3,8:28.0,,Turnover by C. Lee (bad pass),59,73
219,3,8:17.0,I. Smith misses 2-pt jump shot from 15 ft,,59,73
220,3,8:16.0,,Defensive rebound by W. Hernangómez,59,73
221,3,8:06.0,,D. Rose makes 2-pt jump shot from 11 ft,59,75
222,3,7:50.0,J. Leuer misses 3-pt jump shot from 25 ft,,59,75
223,3,7:49.0,,Defensive rebound by K. Porziņģis,59,75
224,3,7:38.0,,W. Hernangómez misses 2-pt jump shot from 3 ft,59,75
225,3,7:37.0,Defensive rebound by A. Drummond,,59,75
226,3,7:29.0,Turnover by A. Drummond (bad pass),,59,75
227,3,7:16.0,,Personal foul by M. Morris (drawn by C. Anthony),59,75
228,3,7:03.0,,D. Rose misses 2-pt jump shot from 10 ft,59,75
229,3,7:00.0,Defensive rebound by Team,,59,75
230,3,6:48.0,Turnover by M. Morris (bad pass),,59,75
231,3,6:33.0,,C. Lee misses 3-pt jump shot from 26 ft,59,75
232,3,6:32.0,Defensive rebound by A. Drummond,,59,75
233,3,6:09.0,J. Leuer misses 2-pt jump shot from 4 ft,,59,75
234,3,6:08.0,,Defensive rebound by D. Rose,59,75
235,3,5:58.0,,K. Porziņģis makes 2-pt layup from 3 ft (assist by D. Rose),59,77
236,3,5:48.0,Personal foul by W. Hernangómez (drawn by A. Drummond),,59,77
237,3,5:48.0,A. Baynes enters the game for A. Drummond,,59,77
238,3,5:37.0,I. Smith misses 2-pt jump shot from 5 ft,,59,77
239,3,5:36.0,,Defensive rebound by K. Porziņģis,59,77
240,3,5:27.0,,C. Anthony misses 2-pt jump shot from 15 ft,59,77
241,3,5:26.0,,Offensive rebound by W. Hernangómez,59,77
242,3,5:25.0,,Personal foul by J. Leuer (drawn by W. Hernangómez),59,77
243,3,5:25.0,,M. Kuzminskas enters the game for K. Porziņģis,59,77
244,3,5:06.0,,W. Hernangómez makes 2-pt layup from 2 ft,59,79
245,3,4:52.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Leuer),,62,79
246,3,4:34.0,,Shooting foul by M. Morris (drawn by C. Anthony),62,79
247,3,4:34.0,,C. Anthony makes free throw 1 of 2,62,80
248,3,4:34.0,T. Harris enters the game for J. Leuer,,62,80
249,3,4:34.0,,C. Anthony makes free throw 2 of 2,62,81
250,3,4:24.0,Personal foul by C. Lee (drawn by A. Baynes),,62,81
251,3,4:11.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft (block by C. Lee),,62,81
252,3,4:10.0,Offensive rebound by Team,,62,81
253,3,4:10.0,Turnover by Team (shot clock),,62,81
254,3,3:54.0,,C. Anthony misses 3-pt jump shot from 25 ft,62,81
255,3,3:53.0,Defensive rebound by A. Baynes,,62,81
256,3,3:40.0,A. Baynes misses 2-pt hook shot from 6 ft,,62,81
257,3,3:39.0,Offensive rebound by A. Baynes,,62,81
258,3,3:38.0,Shooting foul by M. Kuzminskas (drawn by A. Baynes),,62,81
259,3,3:38.0,A. Baynes makes free throw 1 of 2,,63,81
260,3,3:38.0,A. Baynes makes free throw 2 of 2,,64,81
261,3,3:20.0,,D. Rose makes 2-pt jump shot from 17 ft,64,83
262,3,2:52.0,I. Smith makes 3-pt jump shot from 27 ft,,67,83
263,3,2:37.0,,Turnover by C. Lee (step out of bounds),67,83
264,3,2:37.0,,K. O'Quinn enters the game for W. Hernangómez,67,83
265,3,2:29.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Baynes),,70,83
266,3,2:28.0,,New York full timeout,70,83
267,3,2:28.0,,K. Porziņģis enters the game for C. Anthony,70,83
268,3,2:09.0,,Shooting foul by M. Morris (drawn by D. Rose),70,83
269,3,2:09.0,,D. Rose makes free throw 1 of 2,70,84
270,3,2:09.0,,D. Rose makes free throw 2 of 2,70,85
271,3,1:55.0,M. Morris makes 2-pt jump shot from 16 ft,,72,85
272,3,1:30.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,72,85
273,3,1:29.0,Defensive rebound by A. Baynes,,72,85
274,3,1:21.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,72,85
275,3,1:19.0,Offensive rebound by A. Baynes,,72,85
276,3,1:19.0,A. Baynes makes 2-pt layup from 1 ft,,74,85
277,3,1:03.0,,M. Kuzminskas makes 2-pt layup from 2 ft,74,87
278,3,0:47.0,T. Harris misses 3-pt jump shot from 23 ft,,74,87
279,3,0:46.0,,Defensive rebound by C. Lee,74,87
280,3,0:32.0,,K. O'Quinn misses 2-pt jump shot from 8 ft,74,87
281,3,0:31.0,Defensive rebound by I. Smith,,74,87
282,3,0:21.0,T. Harris misses 2-pt layup from 1 ft (block by K. Porziņģis),,74,87
283,3,0:20.0,,Defensive rebound by K. O'Quinn,74,87
284,3,0:00.0,,D. Rose makes 2-pt jump shot from 21 ft,74,89
285,4,11:44.0,Turnover by J. Leuer (lost ball; steal by K. Porziņģis),,74,89
286,4,11:28.0,,R. Baker makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),74,91
287,4,11:05.0,Personal foul by M. Kuzminskas (drawn by J. Leuer),,74,91
288,4,10:52.0,J. Leuer misses 2-pt jump shot from 22 ft,,74,91
289,4,10:51.0,,Defensive rebound by K. Porziņģis,74,91
290,4,10:33.0,,M. Kuzminskas misses 2-pt jump shot from 7 ft,74,91
291,4,10:32.0,Defensive rebound by J. Leuer,,74,91
292,4,10:23.0,,Violation by M. Kuzminskas (kicked ball),74,91
293,4,10:09.0,S. Johnson misses 2-pt jump shot from 8 ft (block by K. O'Quinn),,74,91
294,4,10:08.0,Offensive rebound by Team,,74,91
295,4,10:08.0,Turnover by Team (shot clock),,74,91
296,4,9:54.0,,K. O'Quinn misses 2-pt layup from 1 ft (block by J. Leuer),74,91
297,4,9:53.0,Defensive rebound by B. Udrih,,74,91
298,4,9:42.0,T. Harris misses 2-pt layup from 3 ft (block by K. Porziņģis),,74,91
299,4,9:41.0,,Defensive rebound by J. Holiday,74,91
300,4,9:37.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by M. Kuzminskas),74,94
301,4,9:36.0,Detroit full timeout,,74,94
302,4,9:20.0,T. Harris makes 2-pt jump shot from 16 ft (assist by B. Udrih),,76,94
303,4,9:06.0,,Personal foul by J. Leuer (drawn by K. Porziņģis),76,94
304,4,8:53.0,,M. Kuzminskas misses 3-pt jump shot from 28 ft,76,94
305,4,8:52.0,Defensive rebound by A. Baynes,,76,94
306,4,8:42.0,B. Udrih makes 2-pt layup from 1 ft,,78,94
307,4,8:27.0,,J. Holiday misses 3-pt jump shot from 25 ft,78,94
308,4,8:26.0,Defensive rebound by J. Leuer,,78,94
309,4,8:15.0,A. Baynes misses 2-pt jump shot from 11 ft,,78,94
310,4,8:14.0,,Defensive rebound by J. Holiday,78,94
311,4,8:04.0,,R. Baker misses 3-pt jump shot from 23 ft,78,94
312,4,8:03.0,Defensive rebound by Team,,78,94
313,4,7:51.0,Turnover by A. Baynes (offensive foul),,78,94
314,4,7:51.0,Offensive foul by A. Baynes (drawn by K. Porziņģis),,78,94
315,4,7:40.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,78,94
316,4,7:39.0,Defensive rebound by Team,,78,94
317,4,7:25.0,T. Harris makes 2-pt dunk at rim (assist by B. Udrih),,80,94
318,4,7:03.0,,Turnover by K. Porziņģis (bad pass; steal by B. Udrih),80,94
319,4,6:56.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by B. Udrih),,83,94
320,4,6:55.0,,New York full timeout,83,94
321,4,6:55.0,,C. Anthony enters the game for M. Kuzminskas,83,94
322,4,6:55.0,,C. Lee enters the game for J. Holiday,83,94
323,4,6:55.0,,D. Rose enters the game for R. Baker,83,94
324,4,6:55.0,I. Smith enters the game for T. Harris,,83,94
325,4,6:55.0,M. Morris enters the game for B. Udrih,,83,94
326,4,6:42.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,83,94
327,4,6:41.0,Defensive rebound by I. Smith,,83,94
328,4,6:25.0,S. Johnson misses 3-pt jump shot from 26 ft,,83,94
329,4,6:24.0,Offensive rebound by A. Baynes,,83,94
330,4,6:18.0,S. Johnson misses 3-pt jump shot from 25 ft,,83,94
331,4,6:17.0,,Defensive rebound by C. Lee,83,94
332,4,6:08.0,,C. Lee misses 2-pt jump shot from 16 ft (block by S. Johnson),83,94
333,4,6:07.0,Defensive rebound by I. Smith,,83,94
334,4,5:58.0,M. Morris misses 2-pt jump shot from 20 ft,,83,94
335,4,5:57.0,,Defensive rebound by C. Lee,83,94
336,4,5:34.0,,C. Anthony misses 2-pt jump shot from 22 ft,83,94
337,4,5:33.0,Defensive rebound by A. Baynes,,83,94
338,4,5:24.0,J. Leuer makes 2-pt layup from 1 ft (assist by I. Smith),,85,94
339,4,5:05.0,,K. O'Quinn misses 2-pt layup from 3 ft,85,94
340,4,5:04.0,,Offensive rebound by K. O'Quinn,85,94
341,4,5:03.0,,Personal foul by A. Baynes (drawn by K. O'Quinn),85,94
342,4,5:03.0,,W. Hernangómez enters the game for K. O'Quinn,85,94
343,4,4:53.0,,D. Rose makes 2-pt layup from 1 ft (assist by W. Hernangómez),85,96
344,4,4:34.0,I. Smith misses 2-pt jump shot from 9 ft,,85,96
345,4,4:33.0,,Defensive rebound by D. Rose,85,96
346,4,4:23.0,,Personal foul by M. Morris (drawn by W. Hernangómez),85,96
347,4,4:23.0,A. Drummond enters the game for A. Baynes,,85,96
348,4,4:16.0,,K. Porziņģis makes 2-pt dunk at rim (assist by D. Rose),85,98
349,4,4:00.0,Shooting foul by K. Porziņģis (drawn by M. Morris),,85,98
350,4,4:00.0,M. Morris makes free throw 1 of 2,,86,98
351,4,4:00.0,T. Harris enters the game for J. Leuer,,86,98
352,4,4:00.0,K. Caldwell-Pope enters the game for S. Johnson,,86,98
353,4,4:00.0,M. Morris makes free throw 2 of 2,,87,98
354,4,3:51.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by D. Rose),87,100
355,4,3:51.0,,Shooting foul by T. Harris (drawn by W. Hernangómez),87,100
356,4,3:51.0,,W. Hernangómez makes free throw 1 of 1,87,101
357,4,3:36.0,Turnover by K. Caldwell-Pope (lost ball; steal by C. Lee),,87,101
358,4,3:21.0,,W. Hernangómez misses 2-pt jump shot from 21 ft,87,101
359,4,3:20.0,Defensive rebound by M. Morris,,87,101
360,4,3:14.0,M. Morris misses 2-pt jump shot from 14 ft,,87,101
361,4,3:13.0,,Defensive rebound by C. Lee,87,101
362,4,2:57.0,,D. Rose makes 2-pt jump shot from 19 ft (assist by C. Lee),87,103
363,4,2:57.0,,Shooting foul by I. Smith (drawn by D. Rose),87,103
364,4,2:57.0,Official timeout,,87,103
365,4,2:57.0,,D. Rose makes free throw 1 of 1,87,104
366,4,2:46.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,87,104
367,4,2:45.0,Offensive rebound by A. Drummond,,87,104
368,4,2:44.0,Shooting foul by K. Porziņģis (drawn by A. Drummond),,87,104
369,4,2:44.0,A. Drummond misses free throw 1 of 2,,87,104
370,4,2:44.0,Offensive rebound by Team,,87,104
371,4,2:44.0,A. Drummond misses free throw 2 of 2,,87,104
372,4,2:44.0,Offensive rebound by Team,,87,104
373,4,2:44.0,,Loose ball foul by W. Hernangómez (drawn by M. Morris),87,104
374,4,2:40.0,Shooting foul by C. Lee (drawn by K. Caldwell-Pope),,87,104
375,4,2:40.0,K. Caldwell-Pope makes free throw 1 of 3,,88,104
376,4,2:40.0,K. Caldwell-Pope makes free throw 2 of 3,,89,104
