,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
55,1,4:45.0,,M. Brogdon misses 2-pt jump shot from 3 ft (block by T. Johnson),19,6
56,1,4:43.0,Defensive rebound by H. Whiteside,,19,6
57,1,4:38.0,L. Babbitt misses 3-pt jump shot from 28 ft,,19,6
58,1,4:36.0,,Defensive rebound by K. Middleton,19,6
59,1,4:26.0,,J. Parker makes 2-pt jump shot from 17 ft,19,8
60,1,4:08.0,Turnover by H. Whiteside (traveling),,19,8
61,1,4:08.0,J. Johnson enters the game for L. Babbitt,,19,8
62,1,3:58.0,,J. Parker misses 2-pt jump shot from 20 ft,19,8
63,1,3:56.0,Defensive rebound by H. Whiteside,,19,8
64,1,3:47.0,H. Whiteside makes 2-pt hook shot from 3 ft (assist by R. McGruder),,21,8
65,1,3:34.0,,K. Middleton misses 2-pt jump shot from 20 ft,21,8
66,1,3:32.0,Defensive rebound by H. Whiteside,,21,8
67,1,3:20.0,T. Johnson misses 3-pt jump shot from 27 ft,,21,8
68,1,3:19.0,,Defensive rebound by T. Snell,21,8
69,1,3:14.0,,G. Monroe misses 2-pt layup from 2 ft (block by T. Johnson),21,8
70,1,3:11.0,Defensive rebound by T. Johnson,,21,8
71,1,3:01.0,Miami full timeout,,21,8
72,1,3:01.0,W. Reed enters the game for H. Whiteside,,21,8
73,1,3:01.0,O. White enters the game for W. Ellington,,21,8
74,1,3:01.0,,M. Teletović enters the game for J. Parker,21,8
75,1,3:01.0,,G. Antetokounmpo enters the game for T. Snell,21,8
76,1,3:01.0,,J. Terry enters the game for K. Middleton,21,8
77,1,2:50.0,R. McGruder misses 3-pt jump shot from 25 ft,,21,8
78,1,2:49.0,,Defensive rebound by G. Antetokounmpo,21,8
79,1,2:32.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Terry),21,10
80,1,2:17.0,T. Johnson misses 2-pt layup from 1 ft,,21,10
81,1,2:15.0,,Defensive rebound by G. Antetokounmpo,21,10
82,1,2:10.0,,M. Teletović misses 2-pt layup from 3 ft,21,10
83,1,2:08.0,,Offensive rebound by G. Antetokounmpo,21,10
84,1,2:08.0,,G. Antetokounmpo makes 2-pt layup at rim,21,12
85,1,1:47.0,O. White misses 3-pt jump shot from 26 ft,,21,12
86,1,1:46.0,,Defensive rebound by M. Teletović,21,12
87,1,1:40.0,,Shooting foul by W. Reed (drawn by G. Monroe),21,12
88,1,1:40.0,,G. Monroe misses free throw 1 of 2,21,12
89,1,1:40.0,,Offensive rebound by Team,21,12
90,1,1:40.0,G. Dragić enters the game for R. McGruder,,21,12
91,1,1:40.0,,G. Monroe makes free throw 2 of 2,21,13
92,1,1:21.0,J. Johnson makes 2-pt layup at rim,,23,13
93,1,1:12.0,,M. Teletović misses 3-pt jump shot from 25 ft,23,13
94,1,1:11.0,Defensive rebound by J. Johnson,,23,13
95,1,1:01.0,T. Johnson misses 2-pt layup from 1 ft,,23,13
96,1,1:00.0,,Defensive rebound by G. Monroe,23,13
97,1,0:57.0,,M. Teletović misses 2-pt layup at rim,23,13
98,1,0:55.0,Defensive rebound by O. White,,23,13
99,1,0:44.0,T. Johnson misses 3-pt jump shot from 23 ft,,23,13
100,1,0:44.0,Offensive rebound by O. White,,23,13
101,1,0:44.0,O. White makes 2-pt dunk at rim,,25,13
102,1,0:32.0,,M. Brogdon misses 2-pt layup from 1 ft,25,13
103,1,0:30.0,,Offensive rebound by G. Monroe,25,13
104,1,0:30.0,,G. Monroe misses 2-pt layup from 1 ft,25,13
105,1,0:24.0,Defensive rebound by Team,,25,13
106,1,0:09.0,Turnover by G. Dragić (bad pass; steal by M. Brogdon),,25,13
107,1,0:06.0,,M. Brogdon makes 2-pt dunk at rim,25,15
108,1,0:00.0,W. Reed makes 3-pt jump shot from 26 ft (assist by T. Johnson),,28,15
109,2,11:49.0,,G. Antetokounmpo makes 2-pt dunk at rim,28,17
110,2,11:28.0,Turnover by W. Reed (lost ball; steal by J. Terry),,28,17
111,2,11:17.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),28,19
112,2,10:58.0,Shooting foul by G. Monroe (drawn by O. White),,28,19
113,2,10:58.0,O. White makes free throw 1 of 2,,29,19
114,2,10:58.0,O. White makes free throw 2 of 2,,30,19
115,2,10:51.0,,Shooting foul by G. Dragić (drawn by M. Brogdon),30,19
116,2,10:51.0,,M. Brogdon makes free throw 1 of 2,30,20
117,2,10:51.0,,M. Brogdon misses free throw 2 of 2,30,20
118,2,10:49.0,Defensive rebound by O. White,,30,20
119,2,10:26.0,J. Johnson misses 3-pt jump shot from 24 ft,,30,20
120,2,10:26.0,Offensive rebound by Team,,30,20
121,2,10:26.0,,Loose ball foul by M. Brogdon (drawn by G. Dragić),30,20
122,2,10:26.0,W. Ellington enters the game for T. Johnson,,30,20
123,2,10:11.0,Turnover by J. Johnson (bad pass),,30,20
124,2,10:00.0,,G. Monroe misses 2-pt layup from 1 ft,30,20
125,2,9:59.0,Defensive rebound by W. Reed,,30,20
126,2,9:53.0,G. Dragić misses 3-pt jump shot from 26 ft,,30,20
127,2,9:52.0,,Defensive rebound by M. Teletović,30,20
128,2,9:42.0,,Turnover by G. Antetokounmpo (bad pass),30,20
129,2,9:17.0,W. Reed makes 2-pt jump shot from 5 ft (assist by O. White),,32,20
130,2,8:55.0,,M. Teletović makes 3-pt jump shot from 27 ft (assist by M. Brogdon),32,23
131,2,8:55.0,Loose ball foul by W. Reed (drawn by G. Monroe),,32,23
132,2,8:55.0,Technical foul by W. Reed,,32,23
133,2,8:55.0,,Technical foul by G. Monroe,32,23
134,2,8:55.0,Official timeout,,32,23
135,2,8:55.0,,G. Monroe makes free throw 1 of 1,32,24
136,2,8:35.0,W. Ellington misses 3-pt jump shot from 23 ft,,32,24
137,2,8:33.0,Offensive rebound by G. Dragić,,32,24
138,2,8:29.0,Personal block foul by J. Terry (drawn by W. Ellington),,32,24
139,2,8:19.0,O. White makes 3-pt jump shot from 25 ft (assist by G. Dragić),,35,24
140,2,8:06.0,,Shooting foul by W. Reed (drawn by J. Terry),35,24
141,2,8:06.0,,J. Terry misses free throw 1 of 2,35,24
142,2,8:06.0,,Offensive rebound by Team,35,24
143,2,8:06.0,,J. Henson enters the game for G. Monroe,35,24
144,2,8:06.0,,K. Middleton enters the game for M. Teletović,35,24
145,2,8:06.0,H. Whiteside enters the game for W. Reed,,35,24
146,2,8:06.0,,J. Terry makes free throw 2 of 2,35,25
147,2,7:50.0,Shooting foul by G. Antetokounmpo (drawn by J. Johnson),,35,25
148,2,7:50.0,J. Johnson misses free throw 1 of 2,,35,25
149,2,7:50.0,Offensive rebound by Team,,35,25
150,2,7:50.0,J. Johnson makes free throw 2 of 2,,36,25
151,2,7:29.0,,J. Terry makes 2-pt layup at rim,36,27
152,2,7:29.0,Loose ball foul by H. Whiteside (drawn by J. Terry),,36,27
153,2,7:29.0,,J. Henson misses free throw 1 of 1,36,27
154,2,7:25.0,Defensive rebound by G. Dragić,,36,27
155,2,7:20.0,G. Dragić makes 2-pt layup at rim,,38,27
156,2,7:06.0,,Shooting foul by O. White (drawn by K. Middleton),38,27
157,2,7:06.0,,K. Middleton misses free throw 1 of 2,38,27
158,2,7:06.0,,Offensive rebound by Team,38,27
159,2,7:06.0,R. McGruder enters the game for W. Ellington,,38,27
160,2,7:06.0,T. Johnson enters the game for G. Dragić,,38,27
161,2,7:06.0,,T. Snell enters the game for J. Terry,38,27
162,2,7:06.0,,K. Middleton makes free throw 2 of 2,38,28
163,2,6:51.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,40,28
164,2,6:40.0,,Personal foul by O. White (drawn by J. Henson),40,28
165,2,6:40.0,,J. Henson misses free throw 1 of 2,40,28
166,2,6:40.0,,Offensive rebound by Team,40,28
167,2,6:40.0,L. Babbitt enters the game for O. White,,40,28
168,2,6:40.0,,M. Dellavedova enters the game for M. Brogdon,40,28
169,2,6:40.0,,J. Henson makes free throw 2 of 2,40,29
170,2,6:25.0,Turnover by J. Johnson (bad pass; steal by J. Henson),,40,29
171,2,6:17.0,,T. Snell misses 3-pt jump shot from 27 ft,40,29
172,2,6:16.0,Defensive rebound by H. Whiteside,,40,29
173,2,5:57.0,J. Johnson misses 2-pt jump shot from 18 ft,,40,29
174,2,5:56.0,Offensive rebound by L. Babbitt,,40,29
175,2,5:46.0,T. Johnson misses 2-pt jump shot from 17 ft,,40,29
176,2,5:45.0,,Defensive rebound by Team,40,29
177,2,5:45.0,,Milwaukee full timeout,40,29
178,2,5:45.0,,J. Parker enters the game for G. Antetokounmpo,40,29
179,2,5:35.0,,Turnover by J. Henson (traveling),40,29
180,2,5:16.0,R. McGruder misses 2-pt jump shot from 5 ft (block by J. Henson),,40,29
181,2,5:14.0,Offensive rebound by H. Whiteside,,40,29
182,2,5:14.0,H. Whiteside makes 2-pt dunk at rim,,42,29
183,2,5:05.0,,J. Parker misses 2-pt jump shot from 17 ft,42,29
184,2,5:03.0,Defensive rebound by R. McGruder,,42,29
185,2,4:57.0,Personal foul by J. Parker (drawn by H. Whiteside),,42,29
186,2,4:57.0,H. Whiteside makes free throw 1 of 2,,43,29
187,2,4:57.0,G. Dragić enters the game for J. Johnson,,43,29
188,2,4:57.0,H. Whiteside makes free throw 2 of 2,,44,29
189,2,4:34.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Middleton),44,32
190,2,4:20.0,R. McGruder misses 2-pt jump shot from 5 ft (block by K. Middleton),,44,32
191,2,4:18.0,,Defensive rebound by M. Dellavedova,44,32
192,2,4:16.0,,Shooting foul by T. Johnson (drawn by J. Parker),44,32
193,2,4:16.0,,J. Parker makes free throw 1 of 2,44,33
194,2,4:16.0,,J. Parker makes free throw 2 of 2,44,34
195,2,4:12.0,Miami full timeout,,44,34
196,2,4:12.0,,G. Antetokounmpo enters the game for K. Middleton,44,34
197,2,4:03.0,T. Johnson misses 2-pt jump shot from 4 ft,,44,34
198,2,4:02.0,Offensive rebound by T. Johnson,,44,34
199,2,4:02.0,T. Johnson makes 2-pt layup from 1 ft,,46,34
200,2,3:45.0,,M. Dellavedova makes 2-pt jump shot from 5 ft (assist by J. Parker),46,36
201,2,3:25.0,H. Whiteside makes 2-pt layup from 1 ft,,48,36
202,2,3:12.0,,M. Dellavedova misses 2-pt hook shot from 3 ft,48,36
203,2,3:11.0,Defensive rebound by H. Whiteside,,48,36
204,2,3:02.0,Turnover by H. Whiteside (lost ball; steal by J. Henson),,48,36
205,2,2:58.0,,Turnover by J. Parker (lost ball),48,36
206,2,2:58.0,J. Johnson enters the game for L. Babbitt,,48,36
207,2,2:32.0,R. McGruder misses 2-pt jump shot from 18 ft,,48,36
208,2,2:30.0,,Defensive rebound by J. Parker,48,36
209,2,2:23.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by J. Parker),48,39
210,2,2:02.0,Shooting foul by J. Henson (drawn by H. Whiteside),,48,39
211,2,2:02.0,H. Whiteside makes 2-pt layup from 1 ft (assist by T. Johnson),,50,39
212,2,2:02.0,H. Whiteside misses free throw 1 of 1,,50,39
213,2,2:00.0,,Defensive rebound by J. Henson,50,39
214,2,1:51.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),50,42
215,2,1:36.0,Shooting foul by J. Henson (drawn by H. Whiteside),,50,42
216,2,1:36.0,H. Whiteside misses free throw 1 of 2,,50,42
217,2,1:36.0,Offensive rebound by Team,,50,42
218,2,1:36.0,,G. Monroe enters the game for J. Henson,50,42
219,2,1:36.0,H. Whiteside makes free throw 2 of 2,,51,42
220,2,1:25.0,,T. Snell misses 2-pt layup from 1 ft (block by H. Whiteside),51,42
221,2,1:22.0,Defensive rebound by H. Whiteside,,51,42
222,2,1:18.0,G. Dragić misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,51,42
223,2,1:16.0,,Defensive rebound by G. Monroe,51,42
224,2,1:07.0,,J. Parker makes 2-pt dunk at rim (assist by G. Monroe),51,44
225,2,1:07.0,,Shooting foul by T. Johnson (drawn by J. Parker),51,44
226,2,1:07.0,,J. Parker misses free throw 1 of 1,51,44
227,2,1:07.0,W. Ellington enters the game for T. Johnson,,51,44
228,2,1:05.0,Defensive rebound by H. Whiteside,,51,44
229,2,0:44.0,W. Ellington makes 2-pt jump shot from 5 ft (assist by G. Dragić),,53,44
230,2,0:34.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,53,44
231,2,0:33.0,Defensive rebound by H. Whiteside,,53,44
232,2,0:30.0,Offensive foul by H. Whiteside (drawn by G. Monroe),,53,44
233,2,0:30.0,Turnover by H. Whiteside (offensive foul),,53,44
234,2,0:30.0,W. Reed enters the game for H. Whiteside,,53,44
235,2,0:25.0,,J. Parker misses 2-pt layup from 2 ft (block by J. Johnson),53,44
236,2,0:22.0,Defensive rebound by W. Reed,,53,44
237,2,0:03.0,G. Dragić makes 2-pt layup from 1 ft,,55,44
238,2,0:00.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,55,44
239,2,0:00.0,,Offensive rebound by Team,55,44
240,3,11:44.0,,Turnover by G. Antetokounmpo (bad pass; steal by G. Dragić),55,44
241,3,11:31.0,L. Babbitt misses 3-pt jump shot from 26 ft,,55,44
242,3,11:29.0,,Defensive rebound by T. Snell,55,44
243,3,11:23.0,,Turnover by G. Antetokounmpo (traveling),55,44
244,3,11:07.0,H. Whiteside makes 2-pt jump shot from 3 ft (assist by W. Ellington),,57,44
245,3,11:07.0,Shooting foul by J. Parker (drawn by H. Whiteside),,57,44
246,3,11:07.0,H. Whiteside misses free throw 1 of 1,,57,44
247,3,11:03.0,,Defensive rebound by G. Antetokounmpo,57,44
248,3,10:50.0,,T. Snell misses 3-pt jump shot from 25 ft,57,44
249,3,10:49.0,Defensive rebound by R. McGruder,,57,44
250,3,10:43.0,G. Dragić makes 2-pt layup from 1 ft,,59,44
251,3,10:17.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by T. Snell),59,47
252,3,10:17.0,,Loose ball foul by J. Parker (drawn by G. Dragić),59,47
253,3,10:01.0,Turnover by G. Dragić (bad pass; steal by G. Antetokounmpo),,59,47
254,3,9:57.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,59,47
255,3,9:57.0,,Offensive rebound by G. Antetokounmpo,59,47
256,3,9:57.0,,Shooting foul by L. Babbitt (drawn by G. Antetokounmpo),59,47
257,3,9:57.0,,G. Antetokounmpo makes free throw 1 of 2,59,48
258,3,9:57.0,,G. Antetokounmpo makes free throw 2 of 2,59,49
259,3,9:41.0,R. McGruder makes 2-pt dunk at rim (assist by L. Babbitt),,61,49
260,3,9:20.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,61,49
261,3,9:19.0,Defensive rebound by G. Dragić,,61,49
262,3,9:05.0,R. McGruder makes 3-pt jump shot from 27 ft (assist by G. Dragić),,64,49
263,3,9:05.0,,Milwaukee full timeout,64,49
264,3,9:05.0,,M. Brogdon enters the game for J. Henson,64,49
265,3,9:05.0,,G. Monroe enters the game for M. Dellavedova,64,49
266,3,8:55.0,,J. Parker misses 2-pt hook shot from 3 ft,64,49
267,3,8:54.0,,Offensive rebound by G. Monroe,64,49
268,3,8:39.0,,M. Brogdon misses 3-pt jump shot from 25 ft,64,49
269,3,8:39.0,Defensive rebound by Team,,64,49
270,3,8:25.0,R. McGruder misses 3-pt jump shot from 26 ft,,64,49
271,3,8:24.0,,Defensive rebound by G. Antetokounmpo,64,49
272,3,8:10.0,,J. Parker makes 2-pt layup at rim,64,51
273,3,7:49.0,Turnover by W. Ellington (bad pass; steal by G. Antetokounmpo),,64,51
274,3,7:42.0,,G. Monroe makes 2-pt layup from 2 ft (assist by M. Brogdon),64,53
275,3,7:23.0,W. Ellington misses 3-pt jump shot from 27 ft,,64,53
276,3,7:20.0,,Defensive rebound by G. Monroe,64,53
277,3,7:14.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,64,55
278,3,6:55.0,H. Whiteside makes 2-pt jump shot from 19 ft (assist by G. Dragić),,66,55
279,3,6:34.0,,Shooting foul by L. Babbitt (drawn by J. Parker),66,55
280,3,6:34.0,,Milwaukee full timeout,66,55
281,3,6:34.0,,J. Henson makes free throw 1 of 2,66,56
282,3,6:34.0,,J. Henson enters the game for J. Parker,66,55
283,3,6:34.0,J. Johnson enters the game for L. Babbitt,,66,55
284,3,6:34.0,T. Johnson enters the game for G. Dragić,,66,55
285,3,6:34.0,,J. Henson makes free throw 2 of 2,66,57
286,3,6:33.0,Personal take foul by M. Brogdon (drawn by T. Johnson),,66,57
287,3,6:33.0,,K. Middleton enters the game for J. Henson,66,57
288,3,6:10.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Johnson),,69,57
289,3,5:50.0,,T. Snell misses 2-pt jump shot from 19 ft,69,57
290,3,5:49.0,Defensive rebound by H. Whiteside,,69,57
291,3,5:34.0,Turnover by R. McGruder (bad pass; steal by M. Brogdon),,69,57
292,3,5:23.0,,K. Middleton misses 3-pt jump shot from 25 ft,69,57
293,3,5:22.0,Defensive rebound by W. Ellington,,69,57
294,3,5:03.0,R. McGruder misses 3-pt jump shot from 28 ft,,69,57
295,3,5:02.0,,Defensive rebound by G. Monroe,69,57
296,3,4:52.0,,Turnover by G. Antetokounmpo (bad pass; steal by R. McGruder),69,57
297,3,4:42.0,R. McGruder makes 2-pt layup from 1 ft (assist by T. Johnson),,71,57
298,3,4:30.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,71,57
299,3,4:28.0,Defensive rebound by T. Johnson,,71,57
300,3,4:14.0,,Offensive charge foul by J. Johnson (drawn by K. Middleton),71,57
301,3,4:14.0,Turnover by J. Johnson (offensive foul),,71,57
302,3,4:02.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),71,59
303,3,4:01.0,Miami full timeout,,71,59
304,3,4:01.0,W. Reed enters the game for H. Whiteside,,71,59
305,3,3:38.0,W. Ellington makes 3-pt jump shot from 26 ft,,74,59
306,3,3:16.0,,Personal foul by T. Johnson (drawn by M. Brogdon),74,59
307,3,3:08.0,,M. Brogdon misses 2-pt layup from 3 ft,74,59
308,3,3:07.0,Defensive rebound by T. Johnson,,74,59
309,3,2:49.0,J. Johnson misses 3-pt jump shot from 26 ft,,74,59
310,3,2:48.0,Offensive rebound by W. Reed,,74,59
311,3,2:45.0,W. Reed misses 2-pt hook shot from 5 ft,,74,59
312,3,2:43.0,Offensive rebound by R. McGruder,,74,59
313,3,2:33.0,,Violation by G. Monroe (kicked ball),74,59
314,3,2:33.0,O. White enters the game for W. Ellington,,74,59
315,3,2:23.0,W. Reed misses 2-pt jump shot from 5 ft,,74,59
316,3,2:22.0,,Defensive rebound by K. Middleton,74,59
317,3,2:13.0,,K. Middleton makes 2-pt jump shot from 7 ft,74,61
318,3,1:56.0,J. Johnson makes 2-pt layup from 1 ft (assist by T. Johnson),,76,61
319,3,1:45.0,,K. Middleton makes 2-pt jump shot from 18 ft,76,63
320,3,1:21.0,R. McGruder misses 3-pt jump shot from 23 ft,,76,63
321,3,1:20.0,,Defensive rebound by G. Antetokounmpo,76,63
322,3,1:03.0,,K. Middleton misses 2-pt jump shot from 9 ft,76,63
323,3,1:02.0,Defensive rebound by O. White,,76,63
324,3,0:56.0,T. Johnson makes 2-pt layup from 1 ft (assist by J. Johnson),,78,63
325,3,0:38.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,78,63
326,3,0:36.0,Defensive rebound by W. Reed,,78,63
327,3,0:17.0,R. McGruder misses 3-pt jump shot from 26 ft,,78,63
328,3,0:14.0,Offensive rebound by R. McGruder,,78,63
329,3,0:02.0,J. Johnson makes 2-pt layup from 1 ft,,80,63
330,3,0:02.0,Shooting foul by G. Monroe (drawn by J. Johnson),,80,63
331,3,0:02.0,J. Johnson makes free throw 1 of 1,,81,63
332,4,11:42.0,Shooting foul by J. Terry (drawn by T. Johnson),,81,63
333,4,11:42.0,T. Johnson makes free throw 1 of 2,,82,63
334,4,11:42.0,T. Johnson makes free throw 2 of 2,,83,63
335,4,11:28.0,,J. Terry makes 2-pt jump shot from 4 ft (assist by M. Brogdon),83,65
336,4,11:28.0,,Violation by Team (jump ball),83,65
337,4,11:09.0,L. Babbitt misses 3-pt jump shot from 25 ft,,83,65
338,4,11:08.0,,Defensive rebound by J. Terry,83,65
339,4,11:00.0,,J. Henson makes 2-pt dunk at rim (assist by J. Terry),83,67
340,4,10:30.0,W. Reed misses 2-pt jump shot from 21 ft,,83,67
341,4,10:29.0,,Defensive rebound by M. Brogdon,83,67
342,4,10:07.0,,M. Beasley misses 2-pt jump shot from 5 ft,83,67
343,4,10:06.0,Defensive rebound by W. Reed,,83,67
344,4,9:50.0,G. Dragić misses 3-pt jump shot from 26 ft,,83,67
345,4,9:49.0,,Defensive rebound by J. Henson,83,67
346,4,9:30.0,,Shooting foul by G. Dragić (drawn by M. Brogdon),83,67
347,4,9:30.0,,M. Brogdon makes free throw 1 of 2,83,68
348,4,9:30.0,,M. Brogdon misses free throw 2 of 2,83,68
349,4,9:30.0,H. Whiteside enters the game for L. Babbitt,,83,68
350,4,9:30.0,J. Johnson enters the game for W. Reed,,83,68
351,4,9:29.0,Defensive rebound by J. Johnson,,83,68
352,4,9:15.0,Shooting foul by J. Henson (drawn by G. Dragić),,83,68
353,4,9:15.0,G. Dragić makes free throw 1 of 2,,84,68
354,4,9:15.0,G. Dragić misses free throw 2 of 2,,84,68
355,4,9:14.0,,Defensive rebound by J. Henson,84,68
356,4,8:55.0,,M. Beasley makes 2-pt jump shot from 18 ft (assist by J. Terry),84,70
357,4,8:35.0,T. Johnson misses 2-pt jump shot from 10 ft,,84,70
358,4,8:35.0,Offensive rebound by Team,,84,70
359,4,8:35.0,,Loose ball foul by J. Terry (drawn by O. White),84,70
360,4,8:35.0,Official timeout,,84,70
361,4,8:13.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),,87,70
362,4,7:56.0,,M. Teletović misses 3-pt jump shot from 28 ft,87,70
363,4,7:54.0,Defensive rebound by O. White,,87,70
364,4,7:41.0,J. Johnson makes 2-pt jump shot from 8 ft,,89,70
365,4,7:15.0,,M. Beasley makes 2-pt jump shot from 18 ft (assist by M. Brogdon),89,72
366,4,6:58.0,T. Johnson makes 2-pt hook shot from 9 ft,,91,72
367,4,6:39.0,,M. Beasley makes 2-pt layup from 1 ft,91,74
368,4,6:24.0,T. Johnson misses 2-pt jump shot from 21 ft,,91,74
369,4,6:22.0,,Defensive rebound by M. Beasley,91,74
370,4,6:12.0,,Turnover by M. Beasley (lost ball; steal by J. Johnson),91,74
371,4,6:08.0,G. Dragić misses 2-pt layup from 3 ft (block by J. Henson),,91,74
372,4,6:07.0,,Defensive rebound by M. Beasley,91,74
373,4,6:07.0,,Personal foul by T. Johnson (drawn by M. Beasley),91,74
374,4,6:07.0,,G. Antetokounmpo enters the game for M. Teletović,91,74
375,4,6:07.0,R. McGruder enters the game for T. Johnson,,91,74
376,4,6:07.0,W. Ellington enters the game for O. White,,91,74
377,4,5:54.0,,M. Beasley misses 2-pt layup from 2 ft (block by J. Johnson),91,74
378,4,5:51.0,Defensive rebound by H. Whiteside,,91,74
379,4,5:38.0,W. Ellington misses 2-pt jump shot from 16 ft,,91,74
380,4,5:36.0,,Defensive rebound by G. Antetokounmpo,91,74
381,4,5:32.0,,Turnover by M. Brogdon (bad pass; steal by J. Johnson),91,74
382,4,5:31.0,Shooting foul by J. Henson (drawn by J. Johnson),,91,74
383,4,5:31.0,,Milwaukee full timeout,91,74
384,4,5:31.0,J. Johnson makes free throw 1 of 2,,92,74
