,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
158,2,6:50.0,,Personal foul by A. Gordon (drawn by K. Korver),52,49
159,2,6:45.0,,T. Hardaway makes 2-pt hook shot from 5 ft,52,51
160,2,6:34.0,Personal foul by M. Muscala (drawn by E. Payton),,52,51
161,2,6:23.0,J. Meeks makes 2-pt jump shot from 19 ft (assist by S. Ibaka),,54,51
162,2,6:23.0,Shooting foul by T. Hardaway (drawn by J. Meeks),,54,51
163,2,6:23.0,J. Meeks makes free throw 1 of 1,,55,51
164,2,6:11.0,,M. Muscala misses 2-pt jump shot from 16 ft,55,51
165,2,6:11.0,,Offensive rebound by Team,55,51
166,2,6:04.0,,T. Hardaway misses 3-pt jump shot from 23 ft,55,51
167,2,6:04.0,Defensive rebound by Team,,55,51
168,2,5:54.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by E. Payton),,57,51
169,2,5:45.0,,Turnover by D. Schröder (lost ball; steal by E. Payton),57,51
170,2,5:41.0,E. Payton makes 2-pt dunk from 1 ft,,59,51
171,2,5:22.0,,D. Schröder makes 2-pt dunk at rim,59,53
172,2,5:09.0,J. Green misses 3-pt jump shot from 24 ft,,59,53
173,2,5:08.0,,Defensive rebound by D. Schröder,59,53
174,2,4:59.0,,M. Muscala misses 2-pt layup from 1 ft,59,53
175,2,4:57.0,Defensive rebound by S. Ibaka,,59,53
176,2,4:51.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Payton),,62,53
177,2,4:27.0,,M. Muscala misses 2-pt layup from 2 ft,62,53
178,2,4:25.0,Defensive rebound by E. Payton,,62,53
179,2,4:17.0,S. Ibaka misses 3-pt jump shot from 25 ft,,62,53
180,2,4:16.0,,Defensive rebound by P. Millsap,62,53
181,2,4:13.0,,Turnover by T. Hardaway (bad pass),62,53
182,2,4:13.0,,K. Bazemore enters the game for T. Hardaway,62,53
183,2,4:13.0,Orlando full timeout,,62,53
184,2,4:13.0,,D. Howard enters the game for P. Millsap,62,53
185,2,4:13.0,,T. Sefolosha enters the game for K. Korver,62,53
186,2,4:13.0,D. Augustin enters the game for E. Payton,,62,53
187,2,4:13.0,E. Fournier enters the game for J. Meeks,,62,53
188,2,3:55.0,S. Ibaka misses 3-pt jump shot from 25 ft,,62,53
189,2,3:54.0,,Defensive rebound by K. Bazemore,62,53
190,2,3:43.0,,T. Sefolosha makes 2-pt jump shot from 17 ft (assist by D. Schröder),62,55
191,2,3:19.0,S. Ibaka makes 2-pt hook shot from 9 ft (assist by E. Fournier),,64,55
192,2,2:59.0,,D. Schröder misses 2-pt jump shot from 10 ft,64,55
193,2,2:57.0,Defensive rebound by S. Ibaka,,64,55
194,2,2:52.0,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),,66,55
195,2,2:52.0,Shooting foul by K. Bazemore (drawn by E. Fournier),,66,55
196,2,2:52.0,E. Fournier misses free throw 1 of 1,,66,55
197,2,2:50.0,,Defensive rebound by D. Howard,66,55
198,2,2:39.0,,K. Bazemore misses 2-pt jump shot from 17 ft,66,55
199,2,2:38.0,,Offensive rebound by D. Howard,66,55
200,2,2:38.0,,D. Howard makes 2-pt layup from 1 ft,66,57
201,2,2:22.0,E. Fournier makes 2-pt jump shot from 18 ft,,68,57
202,2,2:07.0,,Shooting foul by A. Gordon (drawn by T. Sefolosha),68,57
203,2,2:07.0,,T. Sefolosha makes free throw 1 of 2,68,58
204,2,2:07.0,E. Payton enters the game for A. Gordon,,68,58
205,2,2:07.0,,T. Sefolosha makes free throw 2 of 2,68,59
206,2,1:48.0,J. Green misses 2-pt jump shot from 13 ft,,68,59
207,2,1:43.0,,Defensive rebound by T. Sefolosha,68,59
208,2,1:35.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,68,59
209,2,1:32.0,Defensive rebound by E. Payton,,68,59
210,2,1:30.0,Personal foul by T. Sefolosha (drawn by S. Ibaka),,68,59
211,2,1:30.0,S. Ibaka makes free throw 1 of 2,,69,59
212,2,1:30.0,,P. Millsap enters the game for M. Muscala,69,59
213,2,1:30.0,S. Ibaka makes free throw 2 of 2,,70,59
214,2,1:10.0,,K. Bazemore misses 3-pt jump shot from 24 ft,70,59
215,2,1:08.0,,Offensive rebound by D. Howard,70,59
216,2,1:00.0,,Shooting block foul by S. Ibaka (drawn by K. Bazemore),70,59
217,2,1:00.0,,K. Bazemore makes free throw 1 of 2,70,60
218,2,1:00.0,,K. Bazemore misses free throw 2 of 2,70,60
219,2,1:00.0,D. Rudež enters the game for S. Ibaka,,70,60
220,2,1:00.0,,K. Korver enters the game for D. Howard,70,60
221,2,0:58.0,Defensive rebound by J. Green,,70,60
222,2,0:46.0,Orlando full timeout,,70,60
223,2,0:44.0,Turnover by J. Green (bad pass; steal by T. Sefolosha),,70,60
224,2,0:39.0,,T. Sefolosha misses 2-pt dunk from 2 ft,70,60
225,2,0:36.0,Defensive rebound by J. Green,,70,60
226,2,0:22.0,E. Fournier makes 2-pt jump shot from 5 ft,,72,60
227,2,0:03.0,,Personal block foul by D. Rudež (drawn by D. Schröder),72,60
228,2,0:03.0,,D. Schröder makes free throw 1 of 2,72,61
229,2,0:03.0,,D. Schröder makes free throw 2 of 2,72,62
230,2,0:01.0,Turnover by J. Green (bad pass; steal by P. Millsap),,72,62
231,2,0:01.0,,D. Schröder misses 3-pt jump shot from 25 ft,72,62
232,2,0:00.0,,Offensive rebound by Team,72,62
233,3,11:35.0,S. Ibaka misses 2-pt jump shot from 16 ft,,72,62
234,3,11:33.0,,Defensive rebound by P. Millsap,72,62
235,3,11:28.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),72,64
236,3,11:11.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,75,64
237,3,10:56.0,,P. Millsap makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),75,67
238,3,10:37.0,Offensive foul by A. Gordon (drawn by P. Millsap),,75,67
239,3,10:37.0,Turnover by A. Gordon (offensive foul),,75,67
240,3,10:26.0,,T. Sefolosha makes 2-pt layup from 4 ft (assist by D. Schröder),75,69
241,3,10:07.0,S. Ibaka misses 2-pt jump shot from 21 ft,,75,69
242,3,10:04.0,,Defensive rebound by D. Howard,75,69
243,3,9:53.0,,D. Schröder misses 2-pt layup from 4 ft,75,69
244,3,9:50.0,Defensive rebound by A. Gordon,,75,69
245,3,9:37.0,Turnover by B. Biyombo (bad pass),,75,69
246,3,9:37.0,J. Meeks enters the game for A. Gordon,,75,69
247,3,9:21.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by D. Schröder),75,72
248,3,9:21.0,Orlando full timeout,,75,72
249,3,8:58.0,Turnover by J. Meeks (bad pass; steal by P. Millsap),,75,72
250,3,8:45.0,,D. Schröder misses 2-pt layup at rim,75,72
251,3,8:43.0,Defensive rebound by S. Ibaka,,75,72
252,3,8:36.0,E. Fournier makes 2-pt layup at rim,,77,72
253,3,8:24.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),77,74
254,3,8:10.0,D. Augustin misses 3-pt jump shot from 27 ft,,77,74
255,3,8:09.0,,Defensive rebound by D. Howard,77,74
256,3,8:01.0,,T. Hardaway makes 2-pt dunk at rim (assist by D. Howard),77,76
257,3,7:45.0,J. Meeks misses 2-pt layup from 2 ft (block by P. Millsap),,77,76
258,3,7:45.0,Offensive rebound by Team,,77,76
259,3,7:34.0,E. Fournier misses 3-pt jump shot from 25 ft (block by T. Sefolosha),,77,76
260,3,7:32.0,,Defensive rebound by P. Millsap,77,76
261,3,7:24.0,,Shooting foul by J. Meeks (drawn by T. Hardaway),77,76
262,3,7:24.0,,T. Hardaway makes free throw 1 of 3,77,77
263,3,7:24.0,,T. Hardaway makes free throw 2 of 3,77,78
264,3,7:24.0,E. Payton enters the game for D. Augustin,,77,78
265,3,7:24.0,J. Green enters the game for J. Meeks,,77,78
266,3,7:24.0,,T. Hardaway makes free throw 3 of 3,77,79
267,3,7:11.0,Turnover by E. Payton (lost ball; steal by D. Schröder),,77,79
268,3,7:00.0,,Turnover by D. Schröder (discontinued dribble),77,79
269,3,6:50.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),,80,79
270,3,6:32.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,80,79
271,3,6:30.0,Defensive rebound by B. Biyombo,,80,79
272,3,6:22.0,E. Payton misses 2-pt jump shot from 4 ft,,80,79
273,3,6:20.0,,Defensive rebound by P. Millsap,80,79
274,3,6:13.0,,D. Schröder misses 3-pt jump shot from 29 ft,80,79
275,3,6:10.0,Defensive rebound by B. Biyombo,,80,79
276,3,5:55.0,J. Green misses 2-pt jump shot from 18 ft,,80,79
277,3,5:54.0,Offensive rebound by B. Biyombo,,80,79
278,3,5:54.0,,Violation by D. Howard (def goaltending),80,79
279,3,5:54.0,B. Biyombo makes 2-pt layup from 1 ft,,82,79
280,3,5:35.0,,Personal foul by E. Fournier (drawn by P. Millsap),82,79
281,3,5:35.0,,M. Muscala enters the game for D. Howard,82,79
282,3,5:30.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Sefolosha),82,81
283,3,5:13.0,Turnover by J. Green (bad pass; steal by T. Sefolosha),,82,81
284,3,5:03.0,,T. Hardaway misses 3-pt jump shot from 27 ft,82,81
285,3,5:01.0,Defensive rebound by B. Biyombo,,82,81
286,3,4:50.0,S. Ibaka misses 2-pt jump shot from 6 ft,,82,81
287,3,4:48.0,,Defensive rebound by T. Sefolosha,82,81
288,3,4:25.0,,P. Millsap misses 3-pt jump shot from 26 ft,82,81
289,3,4:23.0,,Offensive rebound by Team,82,81
290,3,4:23.0,J. Meeks enters the game for B. Biyombo,,82,81
291,3,4:23.0,,K. Bazemore enters the game for P. Millsap,82,81
292,3,4:23.0,,K. Korver enters the game for T. Hardaway,82,81
293,3,4:18.0,,T. Sefolosha makes 2-pt jump shot from 18 ft (assist by D. Schröder),82,83
294,3,3:55.0,E. Payton makes 3-pt jump shot from 26 ft (assist by E. Fournier),,85,83
295,3,3:49.0,,Atlanta full timeout,85,83
296,3,3:41.0,,Turnover by D. Schröder (bad pass; steal by S. Ibaka),85,83
297,3,3:33.0,J. Green makes 2-pt layup from 2 ft (assist by E. Fournier),,87,83
298,3,3:13.0,,K. Bazemore misses 2-pt jump shot from 12 ft,87,83
299,3,3:11.0,Defensive rebound by J. Meeks,,87,83
300,3,2:59.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),,90,83
301,3,2:44.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by M. Muscala),90,86
302,3,2:18.0,E. Fournier makes 2-pt layup from 1 ft,,92,86
303,3,1:57.0,,D. Schröder makes 3-pt jump shot from 27 ft (assist by M. Muscala),92,89
304,3,1:46.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by E. Payton),,94,89
305,3,1:27.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by D. Schröder),94,91
306,3,1:00.0,E. Payton misses 2-pt layup from 2 ft,,94,91
307,3,1:00.0,,Defensive rebound by K. Korver,94,91
308,3,0:57.0,,Shooting foul by E. Fournier (drawn by T. Sefolosha),94,91
309,3,0:57.0,,T. Sefolosha makes free throw 1 of 2,94,92
310,3,0:57.0,Violation by E. Payton (lane),,94,92
311,3,0:57.0,,D. Howard enters the game for D. Schröder,94,92
312,3,0:57.0,,M. Delaney enters the game for K. Korver,94,92
313,3,0:57.0,B. Biyombo enters the game for S. Ibaka,,94,92
314,3,0:57.0,,T. Sefolosha makes free throw 2 of 2,94,93
315,3,0:46.0,,K. Korver enters the game for T. Sefolosha,94,93
316,3,0:36.0,J. Green makes 2-pt jump shot from 22 ft,,96,93
317,3,0:30.0,,K. Bazemore misses 3-pt jump shot from 25 ft,96,93
318,3,0:28.0,,Offensive rebound by D. Howard,96,93
319,3,0:05.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by M. Delaney),96,96
320,3,0:01.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by E. Payton),,99,96
321,3,0:00.0,,K. Bazemore misses 3-pt jump shot from 27 ft,99,96
322,3,0:00.0,,Offensive rebound by Team,99,96
323,4,11:43.0,,M. Delaney makes 2-pt jump shot from 20 ft,99,98
324,4,11:28.0,B. Biyombo makes 2-pt jump shot from 12 ft (assist by E. Payton),,101,98
325,4,11:10.0,,M. Delaney misses 2-pt jump shot from 20 ft,101,98
326,4,11:09.0,Defensive rebound by J. Meeks,,101,98
327,4,11:00.0,Shooting foul by P. Millsap (drawn by E. Payton),,101,98
328,4,11:00.0,E. Payton makes free throw 1 of 2,,102,98
329,4,11:00.0,,T. Hardaway enters the game for K. Bazemore,102,98
330,4,11:00.0,E. Payton makes free throw 2 of 2,,103,98
331,4,10:57.0,,Personal foul by E. Payton (drawn by M. Delaney),103,98
332,4,10:47.0,,K. Korver misses 2-pt jump shot from 19 ft,103,98
333,4,10:44.0,Defensive rebound by J. Green,,103,98
334,4,10:35.0,D. Rudež misses 3-pt jump shot from 25 ft,,103,98
335,4,10:33.0,,Defensive rebound by T. Hardaway,103,98
336,4,10:27.0,,P. Millsap makes 2-pt layup from 2 ft (assist by T. Hardaway),103,100
337,4,10:15.0,Personal foul by M. Delaney (drawn by E. Payton),,103,100
338,4,10:08.0,J. Meeks makes 2-pt jump shot from 18 ft (assist by B. Biyombo),,105,100
339,4,9:49.0,,Turnover by D. Howard (offensive goaltending),105,100
340,4,9:32.0,Def 3 sec tech foul by D. Howard,,105,100
341,4,9:32.0,J. Meeks misses technical free throw,,105,100
342,4,9:32.0,Offensive rebound by Team,,105,100
343,4,9:23.0,E. Payton makes 3-pt jump shot from 24 ft (assist by J. Meeks),,108,100
344,4,9:09.0,,K. Korver misses 3-pt jump shot from 25 ft,108,100
345,4,9:07.0,Defensive rebound by B. Biyombo,,108,100
346,4,8:52.0,Turnover by J. Meeks (traveling),,108,100
347,4,8:52.0,Official timeout,,108,100
348,4,8:34.0,,P. Millsap misses 3-pt jump shot from 24 ft,108,100
349,4,8:33.0,Defensive rebound by Team,,108,100
350,4,8:12.0,J. Green makes 2-pt jump shot from 22 ft,,110,100
351,4,7:56.0,,T. Hardaway misses 3-pt jump shot from 24 ft,110,100
352,4,7:54.0,,Offensive rebound by D. Howard,110,100
353,4,7:54.0,,Shooting foul by J. Green (drawn by D. Howard),110,100
354,4,7:54.0,,Technical foul by D. Howard,110,100
355,4,7:54.0,J. Green makes technical free throw,,111,100
356,4,7:54.0,,D. Howard misses free throw 1 of 2,111,100
357,4,7:54.0,,Offensive rebound by Team,111,100
358,4,7:54.0,,D. Schröder enters the game for M. Delaney,111,100
359,4,7:54.0,,D. Howard makes free throw 2 of 2,111,101
360,4,7:39.0,J. Green misses 3-pt jump shot from 24 ft,,111,101
361,4,7:38.0,,Defensive rebound by P. Millsap,111,101
362,4,7:30.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by D. Schröder),111,103
363,4,7:10.0,J. Green misses 2-pt hook shot from 9 ft,,111,103
364,4,7:07.0,,Defensive rebound by D. Howard,111,103
365,4,6:57.0,,P. Millsap misses 3-pt jump shot from 25 ft,111,103
366,4,6:56.0,Defensive rebound by Team,,111,103
367,4,6:56.0,S. Ibaka enters the game for D. Rudež,,111,103
368,4,6:56.0,,T. Sefolosha enters the game for K. Korver,111,103
369,4,6:56.0,,M. Muscala enters the game for D. Howard,111,103
370,4,6:42.0,J. Meeks makes 2-pt jump shot from 14 ft (assist by E. Payton),,113,103
371,4,6:28.0,,T. Sefolosha misses 2-pt jump shot from 17 ft,113,103
372,4,6:26.0,Defensive rebound by J. Meeks,,113,103
373,4,6:12.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by E. Payton),,116,103
374,4,6:11.0,,Atlanta full timeout,116,103
375,4,6:11.0,E. Fournier enters the game for J. Green,,116,103
376,4,6:02.0,,D. Schröder makes 2-pt layup from 2 ft,116,105
377,4,5:32.0,E. Payton makes 2-pt jump shot from 19 ft (assist by S. Ibaka),,118,105
