,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
82,1,1:33.0,,J. Teague makes 2-pt jump shot from 19 ft (assist by L. Allen),32,24
83,1,1:26.0,Personal foul by J. Teague (drawn by M. Plumlee),,32,24
84,1,1:26.0,K. Faried enters the game for N. Jokić,,32,24
85,1,1:26.0,J. Murray enters the game for J. Nelson,,32,24
86,1,1:26.0,,R. Stuckey enters the game for P. George,32,24
87,1,1:26.0,,A. Brooks enters the game for M. Turner,32,24
88,1,1:26.0,,A. Jefferson enters the game for J. Teague,32,24
89,1,1:11.0,J. Murray misses 3-pt jump shot from 25 ft,,32,24
90,1,1:11.0,,Defensive rebound by A. Jefferson,32,24
91,1,0:52.0,,A. Jefferson misses 2-pt jump shot from 12 ft,32,24
92,1,0:52.0,,Offensive rebound by L. Allen,32,24
93,1,0:44.0,,M. Ellis makes 2-pt layup from 2 ft (assist by A. Jefferson),32,26
94,1,0:31.0,W. Chandler makes 2-pt jump shot from 12 ft (assist by M. Plumlee),,34,26
95,1,0:13.0,,A. Brooks misses 2-pt jump shot from 11 ft,34,26
96,1,0:13.0,,Offensive rebound by L. Allen,34,26
97,1,0:06.0,,Personal take foul by J. Murray (drawn by M. Ellis),34,26
98,1,0:00.0,,R. Stuckey misses 2-pt jump shot from 21 ft,34,26
99,1,0:00.0,,Offensive rebound by Team,34,26
100,2,11:33.0,M. Plumlee misses 2-pt jump shot from 12 ft,,34,26
101,2,11:33.0,,Defensive rebound by A. Jefferson,34,26
102,2,11:18.0,,A. Jefferson makes 2-pt jump shot from 6 ft,34,28
103,2,11:08.0,Shooting foul by M. Ellis (drawn by W. Barton),,34,28
104,2,11:08.0,W. Barton makes free throw 1 of 2,,35,28
105,2,11:08.0,W. Barton makes free throw 2 of 2,,36,28
106,2,10:48.0,,A. Jefferson misses 2-pt jump shot from 7 ft,36,28
107,2,10:47.0,Defensive rebound by W. Barton,,36,28
108,2,10:41.0,W. Barton makes 2-pt layup from 1 ft,,38,28
109,2,10:24.0,,Turnover by A. Jefferson (lost ball; steal by M. Plumlee),38,28
110,2,10:15.0,W. Barton misses 3-pt jump shot from 26 ft,,38,28
111,2,10:15.0,,Defensive rebound by A. Jefferson,38,28
112,2,10:04.0,,A. Brooks makes 2-pt layup from 2 ft,38,30
113,2,9:44.0,J. Murray misses 2-pt jump shot from 13 ft,,38,30
114,2,9:44.0,,Defensive rebound by L. Allen,38,30
115,2,9:26.0,,A. Jefferson makes 2-pt jump shot from 12 ft,38,32
116,2,9:13.0,J. Murray misses 3-pt jump shot from 25 ft,,38,32
117,2,9:12.0,,Defensive rebound by A. Jefferson,38,32
118,2,9:06.0,,A. Brooks makes 3-pt jump shot from 25 ft,38,35
119,2,9:05.0,Denver full timeout,,38,35
120,2,8:50.0,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),,41,35
121,2,8:33.0,,R. Stuckey misses 2-pt jump shot from 16 ft,41,35
122,2,8:32.0,,Offensive rebound by L. Allen,41,35
123,2,8:25.0,Violation by M. Plumlee (def goaltending),,41,35
124,2,8:25.0,,L. Allen makes 2-pt layup from 2 ft,41,37
125,2,8:04.0,W. Barton misses 2-pt jump shot from 20 ft,,41,37
126,2,8:03.0,,Defensive rebound by M. Ellis,41,37
127,2,7:45.0,,M. Ellis makes 2-pt jump shot from 18 ft,41,39
128,2,7:39.0,K. Faried misses 2-pt layup from 3 ft (block by L. Allen),,41,39
129,2,7:39.0,Offensive rebound by Team,,41,39
130,2,7:29.0,K. Faried makes 2-pt layup from 3 ft (assist by J. Murray),,43,39
131,2,7:29.0,Shooting block foul by A. Jefferson (drawn by K. Faried),,43,39
132,2,7:29.0,K. Faried makes free throw 1 of 1,,44,39
133,2,7:18.0,,M. Ellis makes 2-pt layup from 4 ft,44,41
134,2,7:00.0,Turnover by G. Harris (bad pass; steal by L. Allen),,44,41
135,2,6:57.0,,Personal foul by M. Plumlee (drawn by M. Ellis),44,41
136,2,6:57.0,N. Jokić enters the game for M. Plumlee,,44,41
137,2,6:45.0,,A. Jefferson misses 2-pt jump shot from 15 ft,44,41
138,2,6:45.0,Defensive rebound by N. Jokić,,44,41
139,2,6:30.0,J. Murray misses 3-pt jump shot from 25 ft,,44,41
140,2,6:30.0,,Defensive rebound by R. Stuckey,44,41
141,2,6:22.0,,Turnover by R. Stuckey (lost ball; steal by G. Harris),44,41
142,2,6:17.0,W. Barton makes 2-pt dunk from 3 ft,,46,41
143,2,6:17.0,,Indiana full timeout,46,41
144,2,6:17.0,D. Gallinari enters the game for G. Harris,,46,41
145,2,6:17.0,W. Chandler enters the game for K. Faried,,46,41
146,2,6:17.0,,P. George enters the game for L. Allen,46,41
147,2,6:17.0,,T. Young enters the game for A. Jefferson,46,41
148,2,6:17.0,,M. Turner enters the game for R. Stuckey,46,41
149,2,6:02.0,,M. Turner misses 2-pt jump shot from 17 ft,46,41
150,2,6:02.0,,Offensive rebound by M. Ellis,46,41
151,2,5:50.0,,M. Turner misses 2-pt jump shot from 17 ft,46,41
152,2,5:50.0,Defensive rebound by N. Jokić,,46,41
153,2,5:42.0,N. Jokić makes 2-pt layup from 4 ft (assist by W. Barton),,48,41
154,2,5:23.0,,P. George makes 2-pt jump shot from 21 ft,48,43
155,2,5:06.0,D. Gallinari makes 2-pt layup at rim (assist by N. Jokić),,50,43
156,2,4:58.0,,P. George misses 2-pt jump shot from 17 ft,50,43
157,2,4:58.0,Defensive rebound by W. Barton,,50,43
158,2,4:47.0,Shooting foul by P. George (drawn by N. Jokić),,50,43
159,2,4:47.0,N. Jokić makes free throw 1 of 2,,51,43
160,2,4:47.0,,J. Teague enters the game for M. Ellis,51,43
161,2,4:47.0,,C. Miles enters the game for A. Brooks,51,43
162,2,4:47.0,J. Nelson enters the game for J. Murray,,51,43
163,2,4:47.0,N. Jokić makes free throw 2 of 2,,52,43
164,2,4:35.0,,M. Turner misses 2-pt jump shot from 3 ft,52,43
165,2,4:34.0,Defensive rebound by N. Jokić,,52,43
166,2,4:20.0,N. Jokić makes 2-pt layup from 4 ft (assist by W. Barton),,54,43
167,2,4:11.0,,P. George misses 2-pt jump shot from 14 ft,54,43
168,2,4:10.0,Defensive rebound by D. Gallinari,,54,43
169,2,4:02.0,W. Barton makes 2-pt jump shot from 12 ft,,56,43
170,2,3:55.0,,Indiana full timeout,56,43
171,2,3:45.0,,T. Young misses 2-pt jump shot from 6 ft (block by D. Gallinari),56,43
172,2,3:44.0,Defensive rebound by D. Gallinari,,56,43
173,2,3:30.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Nelson),,58,43
174,2,3:06.0,,J. Teague misses 3-pt jump shot from 26 ft,58,43
175,2,3:05.0,Defensive rebound by W. Barton,,58,43
176,2,2:55.0,D. Gallinari misses 3-pt jump shot from 24 ft,,58,43
177,2,2:53.0,Offensive rebound by N. Jokić,,58,43
178,2,2:51.0,N. Jokić misses 2-pt layup from 4 ft,,58,43
179,2,2:50.0,Offensive rebound by N. Jokić,,58,43
180,2,2:47.0,Shooting foul by T. Young (drawn by D. Gallinari),,58,43
181,2,2:47.0,Official timeout,,58,43
182,2,2:47.0,D. Gallinari makes free throw 1 of 2,,59,43
183,2,2:47.0,D. Gallinari makes free throw 2 of 2,,60,43
184,2,2:32.0,,M. Turner misses 2-pt jump shot from 13 ft,60,43
185,2,2:31.0,,Offensive rebound by C. Miles,60,43
186,2,2:31.0,,C. Miles makes 2-pt layup from 1 ft,60,45
187,2,2:17.0,W. Barton misses 2-pt layup from 3 ft (block by M. Turner),,60,45
188,2,2:15.0,Offensive rebound by Team,,60,45
189,2,2:07.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Nelson),,62,45
190,2,1:51.0,,P. George makes 2-pt jump shot from 12 ft,62,47
191,2,1:33.0,N. Jokić misses 2-pt jump shot from 4 ft,,62,47
192,2,1:32.0,,Defensive rebound by M. Turner,62,47
193,2,1:15.0,,Personal foul by W. Chandler (drawn by J. Teague),62,47
194,2,1:15.0,,R. Stuckey enters the game for P. George,62,47
195,2,1:15.0,G. Harris enters the game for W. Barton,,62,47
196,2,1:01.0,,M. Turner makes 2-pt layup from 4 ft,62,49
197,2,0:47.0,Turnover by N. Jokić (lost ball; steal by J. Teague),,62,49
198,2,0:43.0,,J. Teague makes 2-pt layup from 1 ft,62,51
199,2,0:35.0,N. Jokić makes 2-pt jump shot from 5 ft,,64,51
200,2,0:17.0,,J. Teague makes 2-pt layup from 1 ft,64,53
201,2,0:00.0,J. Nelson misses 3-pt jump shot from 25 ft,,64,53
202,2,0:00.0,Offensive rebound by Team,,64,53
203,3,11:35.0,W. Chandler makes 2-pt jump shot from 15 ft,,66,53
204,3,11:16.0,,J. Teague makes 3-pt jump shot from 26 ft,66,56
205,3,11:04.0,Turnover by N. Jokić (bad pass; steal by M. Turner),,66,56
206,3,10:59.0,,T. Young makes 2-pt dunk from 2 ft,66,58
207,3,10:47.0,W. Chandler makes 3-pt jump shot from 25 ft,,69,58
208,3,10:47.0,Shooting foul by T. Young (drawn by W. Chandler),,69,58
209,3,10:47.0,W. Chandler makes free throw 1 of 1,,70,58
210,3,10:36.0,,Turnover by T. Young (3 sec),70,58
211,3,10:23.0,W. Chandler misses 3-pt jump shot from 25 ft,,70,58
212,3,10:21.0,Offensive rebound by N. Jokić,,70,58
213,3,10:12.0,W. Chandler misses 2-pt jump shot from 12 ft,,70,58
214,3,10:11.0,,Defensive rebound by P. George,70,58
215,3,10:01.0,,J. Teague misses 2-pt layup from 4 ft,70,58
216,3,10:01.0,Defensive rebound by N. Jokić,,70,58
217,3,9:54.0,Personal foul by J. Teague (drawn by D. Gallinari),,70,58
218,3,9:43.0,W. Chandler makes 2-pt jump shot from 10 ft,,72,58
219,3,9:26.0,,T. Young misses 2-pt hook shot from 6 ft,72,58
220,3,9:26.0,Defensive rebound by N. Jokić,,72,58
221,3,9:14.0,N. Jokić misses 2-pt layup from 3 ft (block by M. Turner),,72,58
222,3,9:13.0,,Defensive rebound by M. Ellis,72,58
223,3,9:05.0,,P. George misses 2-pt jump shot from 12 ft,72,58
224,3,9:04.0,Defensive rebound by W. Chandler,,72,58
225,3,8:53.0,Shooting foul by J. Teague (drawn by D. Gallinari),,72,58
226,3,8:53.0,D. Gallinari makes free throw 1 of 2,,73,58
227,3,8:53.0,D. Gallinari makes free throw 2 of 2,,74,58
228,3,8:39.0,,T. Young makes 2-pt layup from 1 ft,74,60
229,3,8:33.0,Personal foul by M. Ellis (drawn by G. Harris),,74,60
230,3,8:29.0,Turnover by G. Harris (offensive foul),,74,60
231,3,8:29.0,Offensive foul by G. Harris (drawn by M. Ellis),,74,60
232,3,8:18.0,,P. George misses 2-pt jump shot from 19 ft,74,60
233,3,8:17.0,Defensive rebound by D. Gallinari,,74,60
234,3,8:17.0,,Loose ball foul by M. Turner (drawn by D. Gallinari),74,60
235,3,8:17.0,D. Gallinari makes free throw 1 of 2,,75,60
236,3,8:17.0,D. Gallinari makes free throw 2 of 2,,76,60
237,3,8:03.0,,Personal foul by J. Nelson (drawn by T. Young),76,60
238,3,7:55.0,,M. Turner misses 2-pt jump shot from 17 ft,76,60
239,3,7:55.0,Defensive rebound by D. Gallinari,,76,60
240,3,7:44.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,78,60
241,3,7:44.0,,Indiana full timeout,78,60
242,3,7:29.0,,M. Ellis makes 2-pt layup from 3 ft,78,62
243,3,7:19.0,Personal foul by P. George (drawn by D. Gallinari),,78,62
244,3,7:19.0,D. Gallinari makes free throw 1 of 2,,79,62
245,3,7:19.0,D. Gallinari makes free throw 2 of 2,,80,62
246,3,7:04.0,,Turnover by J. Teague (bad pass; steal by G. Harris),80,62
247,3,6:53.0,D. Gallinari misses 3-pt jump shot from 26 ft,,80,62
248,3,6:53.0,,Defensive rebound by P. George,80,62
249,3,6:36.0,,Turnover by P. George (bad pass; steal by J. Nelson),80,62
250,3,6:26.0,J. Nelson makes 3-pt jump shot from 25 ft,,83,62
251,3,6:09.0,,M. Turner makes 2-pt layup from 4 ft (assist by J. Teague),83,64
252,3,6:09.0,,Shooting foul by N. Jokić (drawn by M. Turner),83,64
253,3,6:09.0,,A. Brooks enters the game for J. Teague,83,64
254,3,6:09.0,,L. Allen enters the game for T. Young,83,64
255,3,6:09.0,,M. Turner makes free throw 1 of 1,83,65
256,3,5:56.0,N. Jokić misses 2-pt jump shot from 19 ft,,83,65
257,3,5:55.0,,Defensive rebound by P. George,83,65
258,3,5:46.0,Violation by G. Harris (kicked ball),,83,65
259,3,5:39.0,,L. Allen misses 2-pt jump shot from 18 ft,83,65
260,3,5:38.0,Defensive rebound by N. Jokić,,83,65
261,3,5:24.0,D. Gallinari misses 3-pt jump shot from 25 ft,,83,65
262,3,5:23.0,Offensive rebound by J. Nelson,,83,65
263,3,5:10.0,N. Jokić makes 2-pt jump shot from 8 ft,,85,65
264,3,4:54.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by A. Brooks),85,67
265,3,4:37.0,W. Chandler misses 3-pt jump shot from 26 ft,,85,67
266,3,4:37.0,,Defensive rebound by M. Ellis,85,67
267,3,4:32.0,,Personal foul by G. Harris (drawn by M. Ellis),85,67
268,3,4:32.0,K. Faried enters the game for D. Gallinari,,85,67
269,3,4:32.0,,C. Miles enters the game for P. George,85,67
270,3,4:32.0,,R. Stuckey enters the game for M. Turner,85,67
271,3,4:32.0,,A. Jefferson enters the game for M. Ellis,85,67
272,3,4:25.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by L. Allen),85,70
273,3,4:13.0,Personal block foul by A. Brooks (drawn by J. Nelson),,85,70
274,3,4:13.0,J. Nelson misses free throw 1 of 2,,85,70
275,3,4:13.0,Offensive rebound by Team,,85,70
276,3,4:13.0,W. Barton enters the game for G. Harris,,85,70
277,3,4:13.0,J. Nelson makes free throw 2 of 2,,86,70
278,3,3:58.0,,L. Allen misses 2-pt jump shot from 14 ft,86,70
279,3,3:57.0,,Offensive rebound by L. Allen,86,70
280,3,3:51.0,,R. Stuckey misses 3-pt jump shot from 25 ft,86,70
281,3,3:51.0,,Offensive rebound by L. Allen,86,70
282,3,3:48.0,,L. Allen misses 2-pt hook shot from 4 ft,86,70
283,3,3:47.0,Defensive rebound by N. Jokić,,86,70
284,3,3:38.0,J. Nelson misses 2-pt jump shot from 19 ft,,86,70
285,3,3:38.0,,Defensive rebound by C. Miles,86,70
286,3,3:30.0,,A. Brooks makes 3-pt jump shot from 26 ft (assist by R. Stuckey),86,73
287,3,3:30.0,Denver full timeout,,86,73
288,3,3:30.0,J. Murray enters the game for W. Chandler,,86,73
289,3,3:16.0,Personal foul by C. Miles,,86,73
290,3,3:16.0,K. Faried makes free throw 1 of 2,,87,73
291,3,3:16.0,K. Faried makes free throw 2 of 2,,88,73
292,3,3:01.0,,A. Brooks misses 3-pt jump shot from 24 ft,88,73
293,3,3:00.0,Defensive rebound by W. Barton,,88,73
294,3,2:51.0,J. Murray misses 3-pt jump shot from 25 ft,,88,73
295,3,2:50.0,Offensive rebound by K. Faried,,88,73
296,3,2:49.0,K. Faried makes 2-pt layup from 2 ft,,90,73
297,3,2:41.0,,Turnover by A. Brooks (bad pass),90,73
298,3,2:22.0,W. Barton misses 2-pt jump shot from 12 ft,,90,73
299,3,2:21.0,,Defensive rebound by A. Jefferson,90,73
300,3,2:15.0,,C. Miles misses 2-pt layup from 4 ft,90,73
301,3,2:14.0,,Offensive rebound by L. Allen,90,73
302,3,2:04.0,,Turnover by A. Brooks (lost ball),90,73
303,3,2:04.0,M. Plumlee enters the game for N. Jokić,,90,73
304,3,1:57.0,Turnover by J. Murray (discontinued dribble),,90,73
305,3,1:48.0,,Offensive foul by R. Stuckey (drawn by M. Plumlee),90,73
306,3,1:48.0,,Turnover by R. Stuckey (offensive foul),90,73
307,3,1:30.0,M. Plumlee misses 2-pt jump shot from 4 ft (block by L. Allen),,90,73
308,3,1:29.0,,Defensive rebound by A. Jefferson,90,73
309,3,1:26.0,,Shooting foul by J. Murray (drawn by C. Miles),90,73
310,3,1:26.0,,C. Miles makes free throw 1 of 2,90,74
311,3,1:26.0,,C. Miles makes free throw 2 of 2,90,75
312,3,1:14.0,Personal block foul by C. Miles,,90,75
313,3,1:14.0,J. Murray makes free throw 1 of 2,,91,75
314,3,1:14.0,D. Gallinari enters the game for J. Nelson,,91,75
315,3,1:14.0,J. Murray makes free throw 2 of 2,,92,75
316,3,0:51.0,,A. Brooks misses 2-pt jump shot from 19 ft,92,75
317,3,0:50.0,Defensive rebound by J. Murray,,92,75
318,3,0:36.0,Personal foul by R. Stuckey (drawn by M. Plumlee),,92,75
319,3,0:36.0,M. Plumlee makes free throw 1 of 2,,93,75
320,3,0:36.0,M. Plumlee makes free throw 2 of 2,,94,75
321,3,0:18.0,,A. Jefferson misses 2-pt jump shot from 4 ft,94,75
322,3,0:16.0,Defensive rebound by M. Plumlee,,94,75
323,3,0:13.0,,Offensive charge foul by M. Plumlee (drawn by R. Stuckey),94,75
324,3,0:13.0,Turnover by M. Plumlee (offensive foul),,94,75
325,3,0:04.0,,A. Brooks misses 3-pt jump shot from 25 ft,94,75
326,3,0:03.0,Defensive rebound by K. Faried,,94,75
327,3,0:00.0,K. Faried misses 3-pt jump shot from 79 ft,,94,75
328,3,0:00.0,Offensive rebound by Team,,94,75
329,4,11:52.0,,Personal foul by W. Barton,94,75
330,4,11:44.0,,Turnover by A. Jefferson (lost ball; steal by M. Plumlee),94,75
331,4,11:29.0,Personal foul by A. Brooks (drawn by D. Gallinari),,94,75
332,4,11:29.0,,P. George enters the game for A. Brooks,94,75
333,4,11:29.0,,M. Turner enters the game for A. Jefferson,94,75
334,4,11:29.0,,J. Teague enters the game for R. Stuckey,94,75
335,4,11:22.0,J. Murray makes 2-pt jump shot from 19 ft,,96,75
336,4,11:12.0,,C. Miles misses 3-pt jump shot from 26 ft,96,75
337,4,11:10.0,,Offensive rebound by L. Allen,96,75
338,4,10:54.0,,J. Teague misses 2-pt jump shot from 5 ft,96,75
339,4,10:54.0,Defensive rebound by K. Faried,,96,75
340,4,10:49.0,K. Faried misses 2-pt layup from 4 ft (block by J. Teague),,96,75
341,4,10:49.0,Offensive rebound by Team,,96,75
342,4,10:36.0,K. Faried makes 2-pt layup from 1 ft (assist by J. Murray),,98,75
343,4,10:25.0,,C. Miles makes 3-pt jump shot from 26 ft,98,78
344,4,10:09.0,Personal foul by C. Miles,,98,78
345,4,10:09.0,,M. Ellis enters the game for C. Miles,98,78
346,4,10:09.0,,T. Young enters the game for L. Allen,98,78
347,4,10:01.0,W. Barton makes 2-pt layup from 2 ft,,100,78
348,4,9:42.0,,M. Turner makes 2-pt jump shot from 16 ft (assist by J. Teague),100,80
349,4,9:31.0,Shooting foul by M. Turner (drawn by J. Murray),,100,80
350,4,9:31.0,J. Murray makes free throw 1 of 2,,101,80
351,4,9:31.0,J. Murray makes free throw 2 of 2,,102,80
352,4,9:19.0,,Shooting foul by J. Murray (drawn by J. Teague),102,80
353,4,9:19.0,,J. Teague misses free throw 1 of 2,102,80
354,4,9:19.0,,Offensive rebound by Team,102,80
355,4,9:19.0,,J. Teague makes free throw 2 of 2,102,81
356,4,9:06.0,M. Plumlee makes 2-pt dunk from 2 ft,,104,81
357,4,8:54.0,,Shooting foul by M. Plumlee (drawn by P. George),104,81
358,4,8:54.0,Official timeout,,104,81
359,4,8:54.0,,P. George makes free throw 1 of 2,104,82
360,4,8:54.0,,P. George makes free throw 2 of 2,104,83
361,4,8:32.0,W. Barton misses 3-pt jump shot from 26 ft,,104,83
362,4,8:29.0,,Defensive rebound by P. George,104,83
363,4,8:23.0,,Turnover by P. George (bad pass; steal by J. Murray),104,83
364,4,8:03.0,Shooting foul by J. Teague (drawn by M. Plumlee),,104,83
365,4,8:03.0,M. Plumlee makes free throw 1 of 2,,105,83
366,4,8:03.0,W. Chandler enters the game for K. Faried,,105,83
367,4,8:03.0,M. Plumlee makes free throw 2 of 2,,106,83
368,4,7:57.0,,J. Teague makes 2-pt jump shot from 9 ft,106,85
369,4,7:43.0,Personal foul by P. George (drawn by D. Gallinari),,106,85
370,4,7:43.0,D. Gallinari makes free throw 1 of 2,,107,85
371,4,7:43.0,D. Gallinari misses free throw 2 of 2,,107,85
372,4,7:43.0,,Defensive rebound by P. George,107,85
373,4,7:43.0,N. Jokić enters the game for M. Plumlee,,107,85
374,4,7:35.0,,P. George makes 3-pt jump shot from 25 ft,107,88
375,4,7:19.0,W. Chandler misses 2-pt jump shot from 3 ft (block by M. Turner),,107,88
376,4,7:17.0,,Defensive rebound by T. Young,107,88
377,4,7:12.0,,P. George makes 3-pt jump shot from 25 ft,107,91
378,4,7:12.0,Denver full timeout,,107,91
379,4,7:12.0,J. Nelson enters the game for W. Barton,,107,91
380,4,7:12.0,G. Harris enters the game for J. Murray,,107,91
381,4,6:51.0,N. Jokić misses 2-pt jump shot from 3 ft,,107,91
382,4,6:50.0,Offensive rebound by W. Chandler,,107,91
383,4,6:50.0,W. Chandler misses 2-pt layup from 1 ft,,107,91
384,4,6:49.0,Offensive rebound by W. Chandler,,107,91
385,4,6:49.0,W. Chandler makes 2-pt layup from 3 ft,,109,91
386,4,6:30.0,,P. George makes 2-pt dunk from 4 ft,109,93
387,4,6:15.0,D. Gallinari misses 3-pt jump shot from 25 ft,,109,93
388,4,6:14.0,,Defensive rebound by P. George,109,93
389,4,6:06.0,,P. George makes 3-pt jump shot from 26 ft,109,96
