,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
0,1,11:45.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,0,0
1,1,11:44.0,,Defensive rebound by C. Paul,0,0
2,1,11:39.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),0,2
3,1,11:23.0,D. Rose misses 2-pt jump shot from 5 ft,,0,2
4,1,11:20.0,Offensive rebound by K. Porziņģis,,0,2
5,1,11:20.0,K. Porziņģis misses 2-pt layup from 2 ft,,0,2
6,1,11:16.0,Offensive rebound by D. Rose,,0,2
7,1,11:15.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Rose),,3,2
8,1,10:52.0,,J. Redick misses 2-pt jump shot from 19 ft,3,2
9,1,10:51.0,Defensive rebound by K. Porziņģis,,3,2
10,1,10:42.0,W. Hernangómez misses 2-pt jump shot from 7 ft,,3,2
11,1,10:39.0,,Defensive rebound by D. Jordan,3,2
12,1,10:27.0,,B. Griffin misses 2-pt jump shot from 4 ft,3,2
13,1,10:26.0,Defensive rebound by K. Porziņģis,,3,2
14,1,10:17.0,Shooting foul by J. Redick (drawn by D. Rose),,3,2
15,1,10:17.0,D. Rose makes free throw 1 of 2,,4,2
16,1,10:17.0,D. Rose makes free throw 2 of 2,,5,2
17,1,10:05.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),5,5
18,1,9:52.0,C. Lee makes 2-pt jump shot from 16 ft (assist by C. Anthony),,7,5
19,1,9:38.0,,J. Redick misses 3-pt jump shot from 26 ft,7,5
20,1,9:37.0,Defensive rebound by C. Lee,,7,5
21,1,9:31.0,C. Lee misses 2-pt layup from 3 ft,,7,5
22,1,9:28.0,,Defensive rebound by C. Paul,7,5
23,1,9:17.0,,C. Paul misses 3-pt jump shot from 26 ft,7,5
24,1,9:14.0,Defensive rebound by K. Porziņģis,,7,5
25,1,9:08.0,Turnover by D. Rose (bad pass; steal by L. Mbah a Moute),,7,5
26,1,9:02.0,,C. Paul misses 2-pt jump shot from 7 ft,7,5
27,1,9:00.0,Defensive rebound by D. Rose,,7,5
28,1,8:52.0,C. Anthony misses 3-pt jump shot from 25 ft,,7,5
29,1,8:50.0,,Defensive rebound by D. Jordan,7,5
30,1,8:41.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Mbah a Moute),7,7
31,1,8:26.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,7,7
32,1,8:25.0,,Defensive rebound by D. Jordan,7,7
33,1,8:19.0,,Turnover by B. Griffin (bad pass),7,7
34,1,7:58.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,7,7
35,1,7:57.0,,Defensive rebound by L. Mbah a Moute,7,7
36,1,7:50.0,,Personal foul by C. Lee,7,7
37,1,7:41.0,,J. Redick misses 2-pt jump shot from 22 ft,7,7
38,1,7:40.0,Defensive rebound by K. Porziņģis,,7,7
39,1,7:33.0,D. Rose makes 2-pt layup from 1 ft,,9,7
40,1,7:28.0,,Shooting foul by C. Anthony (drawn by B. Griffin),9,7
41,1,7:28.0,,B. Griffin misses free throw 1 of 2,9,7
42,1,7:28.0,,Offensive rebound by Team,9,7
43,1,7:28.0,,B. Griffin makes free throw 2 of 2,9,8
44,1,7:11.0,C. Lee misses 3-pt jump shot from 26 ft,,9,8
45,1,7:09.0,,Defensive rebound by D. Jordan,9,8
46,1,7:04.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,9,8
47,1,7:02.0,Defensive rebound by W. Hernangómez,,9,8
48,1,6:53.0,D. Rose misses 2-pt jump shot from 20 ft,,9,8
49,1,6:51.0,,Defensive rebound by J. Redick,9,8
50,1,6:45.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),9,10
51,1,6:21.0,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by D. Rose),,11,10
52,1,6:12.0,,B. Griffin makes 2-pt layup from 3 ft,11,12
53,1,6:12.0,,Shooting foul by K. Porziņģis (drawn by B. Griffin),11,12
54,1,6:12.0,,B. Griffin makes free throw 1 of 1,11,13
55,1,5:49.0,C. Anthony misses 2-pt layup from 3 ft,,11,13
56,1,5:44.0,Offensive rebound by C. Anthony,,11,13
57,1,5:44.0,C. Anthony makes 2-pt layup from 2 ft,,13,13
58,1,5:27.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by C. Paul),13,16
59,1,5:04.0,W. Hernangómez makes 2-pt dunk at rim (assist by C. Lee),,15,16
60,1,4:45.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),15,18
61,1,4:24.0,W. Hernangómez makes 2-pt jump shot from 16 ft (assist by K. Porziņģis),,17,18
62,1,4:03.0,,C. Paul makes 2-pt jump shot from 19 ft (assist by B. Griffin),17,20
63,1,3:55.0,New York full timeout,,17,20
