,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
360,4,6:01.0,R. Foye misses 3-pt jump shot from 25 ft,,87,93
361,4,6:00.0,Offensive rebound by S. Dinwiddie,,87,93
362,4,5:54.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,87,93
363,4,5:50.0,,Defensive rebound by H. Whiteside,87,93
364,4,5:39.0,,D. Waiters misses 2-pt jump shot from 21 ft,87,93
365,4,5:38.0,Defensive rebound by S. Dinwiddie,,87,93
366,4,5:30.0,B. Bogdanović misses 2-pt layup from 1 ft,,87,93
367,4,5:29.0,,Defensive rebound by Team,87,93
368,4,5:29.0,,Miami full timeout,87,93
369,4,5:29.0,C. LeVert enters the game for R. Foye,,87,93
370,4,5:29.0,I. Whitehead enters the game for S. Dinwiddie,,87,93
371,4,5:29.0,,G. Dragić enters the game for T. Johnson,87,93
372,4,5:29.0,,R. McGruder enters the game for O. White,87,93
373,4,5:18.0,,D. Waiters makes 2-pt layup from 2 ft,87,95
374,4,5:00.0,Shooting foul by H. Whiteside (drawn by T. Booker),,87,95
375,4,5:00.0,T. Booker makes free throw 1 of 2,,88,95
376,4,5:00.0,T. Booker misses free throw 2 of 2,,88,95
377,4,5:00.0,,W. Reed enters the game for H. Whiteside,88,95
378,4,4:59.0,Offensive rebound by B. Lopez,,88,95
379,4,4:55.0,B. Lopez misses 2-pt layup from 3 ft,,88,95
380,4,4:54.0,Offensive rebound by C. LeVert,,88,95
381,4,4:51.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,88,95
382,4,4:49.0,Offensive rebound by T. Booker,,88,95
383,4,4:47.0,T. Booker makes 2-pt dunk at rim,,90,95
384,4,4:18.0,,R. McGruder misses 2-pt jump shot from 8 ft,90,95
385,4,4:17.0,Defensive rebound by T. Booker,,90,95
386,4,4:06.0,Offensive foul by T. Booker (drawn by D. Waiters),,90,95
387,4,4:06.0,Turnover by T. Booker (offensive foul),,90,95
388,4,3:50.0,,J. Johnson misses 2-pt jump shot from 14 ft,90,95
389,4,3:49.0,Defensive rebound by T. Booker,,90,95
390,4,3:32.0,B. Lopez misses 2-pt jump shot from 6 ft,,90,95
391,4,3:31.0,,Defensive rebound by D. Waiters,90,95
392,4,3:28.0,,G. Dragić misses 2-pt layup from 1 ft (block by T. Booker),90,95
393,4,3:27.0,Defensive rebound by B. Bogdanović,,90,95
394,4,3:18.0,B. Lopez misses 3-pt jump shot from 25 ft,,90,95
395,4,3:17.0,,Defensive rebound by Team,90,95
396,4,3:02.0,,W. Reed makes 2-pt layup from 2 ft (assist by G. Dragić),90,97
397,4,3:02.0,Brooklyn full timeout,,90,97
398,4,2:48.0,C. LeVert misses 2-pt jump shot from 16 ft,,90,97
399,4,2:47.0,Offensive rebound by C. LeVert,,90,97
400,4,2:34.0,Shooting foul by W. Reed (drawn by T. Booker),,90,97
401,4,2:34.0,T. Booker makes free throw 1 of 2,,91,97
402,4,2:34.0,T. Booker misses free throw 2 of 2,,91,97
403,4,2:33.0,,Defensive rebound by R. McGruder,91,97
404,4,2:11.0,,D. Waiters misses 2-pt layup from 2 ft,91,97
405,4,2:10.0,Defensive rebound by B. Bogdanović,,91,97
406,4,2:00.0,T. Booker makes 2-pt hook shot from 9 ft,,93,97
407,4,1:41.0,,G. Dragić misses 2-pt jump shot from 12 ft,93,97
408,4,1:40.0,,Offensive rebound by W. Reed,93,97
409,4,1:30.0,,Shooting foul by I. Whitehead (drawn by G. Dragić),93,97
410,4,1:30.0,,G. Dragić makes free throw 1 of 2,93,98
411,4,1:30.0,,H. Whiteside enters the game for W. Reed,93,98
412,4,1:30.0,,G. Dragić makes free throw 2 of 2,93,99
413,4,1:20.0,Turnover by C. LeVert (bad pass; steal by J. Johnson),,93,99
414,4,0:59.0,,R. McGruder misses 3-pt jump shot from 25 ft,93,99
415,4,0:58.0,,Offensive rebound by J. Johnson,93,99
416,4,0:57.0,,J. Johnson makes 2-pt dunk at rim,93,101
417,4,0:57.0,Brooklyn full timeout,,93,101
418,4,0:53.0,Offensive foul by T. Booker (drawn by R. McGruder),,93,101
419,4,0:53.0,Turnover by T. Booker (offensive foul),,93,101
420,4,0:53.0,R. Hollis-Jefferson enters the game for B. Lopez,,93,101
421,4,0:46.0,,Personal foul by I. Whitehead (drawn by G. Dragić),93,101
422,4,0:46.0,,G. Dragić makes free throw 1 of 2,93,102
423,4,0:46.0,,G. Dragić misses free throw 2 of 2,93,102
424,4,0:46.0,Defensive rebound by C. LeVert,,93,102
425,4,0:46.0,Brooklyn full timeout,,93,102
