,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
0,1,11:49.0,,Personal foul by J. Ennis (drawn by C. Anthony),0,0
1,1,11:45.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Noah),0,2
2,1,11:22.0,M. Conley makes 2-pt jump shot from 21 ft,,2,2
3,1,11:04.0,,C. Lee makes 2-pt jump shot from 5 ft (assist by D. Rose),2,4
4,1,10:47.0,M. Conley misses 2-pt layup from 2 ft (block by D. Rose),,2,4
5,1,10:45.0,,Defensive rebound by C. Anthony,2,4
6,1,10:35.0,,Shooting foul by J. Ennis (drawn by K. Porziņģis),2,4
7,1,10:35.0,,K. Porziņģis makes free throw 1 of 2,2,5
8,1,10:35.0,V. Carter enters the game for J. Ennis,,2,5
9,1,10:35.0,,K. Porziņģis makes free throw 2 of 2,2,6
10,1,10:14.0,M. Gasol misses 2-pt jump shot from 13 ft,,2,6
11,1,10:12.0,Offensive rebound by M. Conley,,2,6
12,1,10:05.0,J. Green misses 3-pt jump shot from 25 ft,,2,6
13,1,10:03.0,,Defensive rebound by J. Noah,2,6
14,1,9:56.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Noah),2,9
15,1,9:48.0,V. Carter misses 3-pt jump shot from 24 ft,,2,9
16,1,9:46.0,,Defensive rebound by C. Anthony,2,9
17,1,9:40.0,,Turnover by C. Anthony (lost ball),2,9
18,1,9:27.0,A. Harrison misses 3-pt jump shot from 23 ft,,2,9
19,1,9:25.0,,Defensive rebound by K. Porziņģis,2,9
20,1,9:20.0,,C. Lee makes 2-pt jump shot from 14 ft,2,11
21,1,9:13.0,Memphis full timeout,,2,11
22,1,8:59.0,M. Conley makes 2-pt layup from 2 ft,,4,11
23,1,8:40.0,,C. Anthony misses 3-pt jump shot from 23 ft,4,11
24,1,8:38.0,Defensive rebound by J. Green,,4,11
25,1,8:30.0,J. Green makes 2-pt jump shot from 18 ft (assist by A. Harrison),,6,11
26,1,8:13.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Rose),6,14
27,1,7:50.0,Turnover by M. Conley (traveling),,6,14
28,1,7:34.0,,J. Noah makes 2-pt dunk at rim (assist by C. Anthony),6,16
29,1,7:21.0,Personal foul by J. Noah (drawn by M. Gasol),,6,16
30,1,7:14.0,M. Gasol misses 2-pt jump shot from 16 ft,,6,16
31,1,7:12.0,,Defensive rebound by C. Anthony,6,16
32,1,7:04.0,,D. Rose misses 2-pt jump shot from 13 ft,6,16
33,1,7:02.0,Defensive rebound by M. Conley,,6,16
34,1,6:54.0,J. Green misses 3-pt jump shot from 23 ft,,6,16
35,1,6:52.0,Offensive rebound by Team,,6,16
36,1,6:52.0,,Loose ball foul by D. Rose (drawn by M. Gasol),6,16
37,1,6:45.0,M. Conley misses 3-pt jump shot from 24 ft,,6,16
38,1,6:43.0,,Defensive rebound by K. Porziņģis,6,16
39,1,6:37.0,,D. Rose misses 2-pt jump shot from 12 ft,6,16
40,1,6:35.0,,Offensive rebound by D. Rose,6,16
41,1,6:28.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by J. Noah),6,18
42,1,6:10.0,J. Green misses 2-pt layup from 3 ft (block by J. Noah),,6,18
43,1,6:08.0,Offensive rebound by M. Conley,,6,18
44,1,6:05.0,V. Carter makes 3-pt jump shot from 23 ft (assist by M. Conley),,9,18
45,1,5:52.0,,Shooting foul by J. Green (drawn by J. Noah),9,18
46,1,5:52.0,,J. Noah misses free throw 1 of 2,9,18
47,1,5:52.0,,Offensive rebound by Team,9,18
48,1,5:52.0,,J. Noah misses free throw 2 of 2,9,18
49,1,5:52.0,W. Baldwin enters the game for M. Conley,,9,18
50,1,5:50.0,Defensive rebound by M. Gasol,,9,18
51,1,5:43.0,Personal foul by K. Porziņģis (drawn by J. Green),,9,18
52,1,5:35.0,Turnover by A. Harrison (traveling),,9,18
53,1,5:25.0,,B. Jennings enters the game for D. Rose,9,18
54,1,5:25.0,T. Daniels enters the game for A. Harrison,,9,18
55,1,5:20.0,,C. Lee makes 2-pt layup from 2 ft (assist by C. Anthony),9,20
56,1,5:00.0,M. Gasol misses 2-pt jump shot from 15 ft,,9,20
57,1,4:59.0,,Defensive rebound by K. Porziņģis,9,20
58,1,4:53.0,,K. O'Quinn enters the game for J. Noah,9,20
59,1,4:46.0,,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by K. Porziņģis),9,22
60,1,4:31.0,M. Gasol makes 2-pt hook shot from 4 ft,,11,22
61,1,4:31.0,Shooting foul by C. Anthony (drawn by M. Gasol),,11,22
62,1,4:31.0,M. Gasol makes free throw 1 of 1,,12,22
63,1,4:24.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by B. Jennings),12,24
64,1,4:13.0,Turnover by W. Baldwin (bad pass),,12,24
65,1,4:13.0,Loose ball foul by W. Baldwin (drawn by B. Jennings),,12,24
66,1,3:54.0,,C. Anthony misses 2-pt layup from 2 ft,12,24
67,1,3:52.0,,Offensive rebound by Team,12,24
68,1,3:52.0,Loose ball foul by T. Daniels (drawn by K. O'Quinn),,12,24
69,1,3:52.0,,Technical foul by C. Anthony,12,24
70,1,3:52.0,M. Gasol makes technical free throw,,13,24
71,1,3:52.0,,K. O'Quinn makes free throw 1 of 2,13,25
72,1,3:52.0,Z. Randolph enters the game for M. Gasol,,13,25
73,1,3:52.0,,L. Thomas enters the game for K. Porziņģis,13,25
74,1,3:52.0,,K. O'Quinn makes free throw 2 of 2,13,26
75,1,3:31.0,Z. Randolph misses 2-pt jump shot from 18 ft,,13,26
76,1,3:29.0,,Defensive rebound by L. Thomas,13,26
77,1,3:16.0,,C. Anthony makes 2-pt jump shot from 17 ft,13,28
78,1,2:59.0,T. Daniels misses 2-pt jump shot from 20 ft,,13,28
79,1,2:57.0,,Defensive rebound by K. O'Quinn,13,28
80,1,2:47.0,,C. Lee misses 2-pt jump shot from 17 ft,13,28
81,1,2:45.0,Defensive rebound by V. Carter,,13,28
82,1,2:33.0,T. Daniels misses 3-pt jump shot from 24 ft,,13,28
83,1,2:31.0,,Defensive rebound by C. Lee,13,28
84,1,2:27.0,,New York full timeout,13,28
85,1,2:27.0,,J. Holiday enters the game for C. Anthony,13,28
86,1,2:27.0,J. Martin enters the game for J. Green,,13,28
87,1,2:15.0,,J. Holiday misses 3-pt jump shot from 24 ft,13,28
88,1,2:14.0,,Offensive rebound by Team,13,28
89,1,2:14.0,Loose ball foul by Z. Randolph (drawn by K. O'Quinn),,13,28
90,1,2:14.0,,K. O'Quinn makes free throw 1 of 2,13,29
91,1,2:14.0,,K. O'Quinn misses free throw 2 of 2,13,29
92,1,2:13.0,Defensive rebound by Z. Randolph,,13,29
93,1,2:03.0,J. Martin makes 2-pt layup from 1 ft (assist by Z. Randolph),,15,29
94,1,1:44.0,,L. Thomas misses 2-pt hook shot from 4 ft,15,29
95,1,1:42.0,Defensive rebound by Z. Randolph,,15,29
96,1,1:24.0,Z. Randolph misses 2-pt jump shot from 15 ft,,15,29
97,1,1:22.0,,Defensive rebound by C. Lee,15,29
98,1,1:16.0,,Offensive foul by B. Jennings (drawn by W. Baldwin),15,29
99,1,1:16.0,,Turnover by B. Jennings (offensive foul),15,29
100,1,1:02.0,W. Baldwin makes 2-pt dunk at rim (assist by Z. Randolph),,17,29
101,1,0:46.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by C. Lee),17,32
102,1,0:27.0,Z. Randolph makes 2-pt layup from 1 ft,,19,32
103,1,0:07.0,,B. Jennings misses 3-pt jump shot from 25 ft,19,32
104,1,0:05.0,Defensive rebound by Team,,19,32
105,2,11:44.0,Z. Randolph misses 2-pt hook shot from 5 ft,,19,32
106,2,11:43.0,Offensive rebound by J. Martin,,19,32
107,2,11:43.0,J. Martin misses 2-pt dunk at rim,,19,32
108,2,11:42.0,Offensive rebound by Z. Randolph,,19,32
109,2,11:39.0,Z. Randolph misses 2-pt layup from 1 ft,,19,32
110,2,11:37.0,,Defensive rebound by B. Jennings,19,32
111,2,11:36.0,,Personal foul by J. Martin (drawn by K. O'Quinn),19,32
112,2,11:36.0,J. Ennis enters the game for V. Carter,,19,32
113,2,11:21.0,,Offensive foul by K. O'Quinn (drawn by J. Martin),19,32
114,2,11:21.0,,Turnover by K. O'Quinn (offensive foul),19,32
115,2,11:09.0,T. Daniels misses 3-pt jump shot from 25 ft,,19,32
