,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
53,1,5:05.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by T. Parker),10,24
54,1,4:46.0,D. Carroll misses 2-pt layup from 2 ft (block by P. Gasol),,10,24
55,1,4:45.0,,Defensive rebound by P. Gasol,10,24
56,1,4:34.0,,L. Aldridge makes 2-pt jump shot from 2 ft (assist by P. Gasol),10,26
57,1,4:28.0,Toronto full timeout,,10,26
58,1,4:28.0,,D. Lee enters the game for P. Gasol,10,26
59,1,4:28.0,C. Joseph enters the game for K. Lowry,,10,26
60,1,4:28.0,,P. Mills enters the game for T. Parker,10,26
61,1,4:28.0,T. Ross enters the game for D. Carroll,,10,26
62,1,4:06.0,D. DeRozan makes 2-pt jump shot from 11 ft,,12,26
63,1,3:48.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by M. Ginóbili),12,29
64,1,3:38.0,C. Joseph misses 2-pt jump shot from 17 ft,,12,29
65,1,3:33.0,Offensive rebound by L. Nogueira,,12,29
66,1,3:33.0,L. Nogueira misses 2-pt layup from 1 ft (block by K. Leonard),,12,29
67,1,3:30.0,,Defensive rebound by K. Leonard,12,29
68,1,3:25.0,,Turnover by M. Ginóbili (bad pass),12,29
69,1,3:10.0,T. Ross misses 2-pt jump shot from 21 ft,,12,29
70,1,3:09.0,,Defensive rebound by P. Mills,12,29
71,1,2:58.0,,L. Aldridge misses 2-pt jump shot from 17 ft,12,29
72,1,2:57.0,Defensive rebound by C. Joseph,,12,29
73,1,2:44.0,T. Ross misses 2-pt jump shot from 17 ft,,12,29
74,1,2:42.0,,Defensive rebound by D. Lee,12,29
75,1,2:33.0,,K. Leonard misses 2-pt jump shot from 14 ft,12,29
76,1,2:30.0,Defensive rebound by J. Valančiūnas,,12,29
77,1,2:20.0,,San Antonio full timeout,12,29
78,1,2:20.0,,J. Simmons enters the game for K. Leonard,12,29
79,1,2:20.0,,P. Gasol enters the game for L. Aldridge,12,29
80,1,2:19.0,Turnover by J. Valančiūnas (lost ball; steal by D. Lee),,12,29
81,1,1:56.0,,J. Simmons misses 2-pt jump shot from 6 ft,12,29
82,1,1:50.0,Defensive rebound by J. Valančiūnas,,12,29
83,1,1:42.0,Shooting foul by P. Gasol (drawn by D. DeRozan),,12,29
84,1,1:42.0,D. DeRozan makes free throw 1 of 2,,13,29
85,1,1:42.0,J. Poeltl enters the game for J. Valančiūnas,,13,29
86,1,1:42.0,D. DeRozan makes free throw 2 of 2,,14,29
87,1,1:24.0,,P. Gasol misses 2-pt hook shot at rim,14,29
88,1,1:23.0,Defensive rebound by D. DeRozan,,14,29
89,1,1:14.0,D. DeRozan misses 2-pt jump shot from 12 ft,,14,29
90,1,1:13.0,,Defensive rebound by P. Gasol,14,29
91,1,0:55.0,,Turnover by J. Simmons (bad pass; steal by T. Ross),14,29
92,1,0:53.0,D. DeRozan makes 2-pt jump shot from 19 ft,,16,29
93,1,0:53.0,Shooting foul by M. Ginóbili (drawn by D. DeRozan),,16,29
94,1,0:53.0,D. DeRozan misses free throw 1 of 1,,16,29
95,1,0:52.0,,Defensive rebound by J. Simmons,16,29
96,1,0:38.0,,M. Ginóbili misses 2-pt layup from 4 ft (block by L. Nogueira),16,29
97,1,0:34.0,Defensive rebound by T. Ross,,16,29
98,1,0:25.0,T. Ross misses 3-pt jump shot from 27 ft,,16,29
99,1,0:23.0,,Defensive rebound by P. Mills,16,29
100,1,0:07.0,,D. Lee misses 2-pt layup from 1 ft,16,29
101,1,0:06.0,Defensive rebound by J. Poeltl,,16,29
102,1,0:00.0,D. DeRozan makes 2-pt jump shot from 18 ft,,18,29
103,2,11:44.0,L. Nogueira misses 2-pt dunk at rim (block by D. Dedmon),,18,29
104,2,11:43.0,Offensive rebound by J. Poeltl,,18,29
105,2,11:43.0,Personal foul by D. Dedmon (drawn by J. Poeltl),,18,29
106,2,11:32.0,T. Ross makes 2-pt jump shot from 17 ft (assist by C. Joseph),,20,29
107,2,11:23.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,20,29
108,2,11:22.0,Defensive rebound by C. Joseph,,20,29
109,2,11:12.0,L. Nogueira misses 2-pt jump shot from 9 ft (block by D. Lee),,20,29
110,2,11:11.0,,Defensive rebound by D. Dedmon,20,29
111,2,11:02.0,,D. Lee misses 2-pt jump shot from 19 ft,20,29
112,2,11:01.0,Defensive rebound by T. Ross,,20,29
113,2,10:48.0,K. Lowry misses 3-pt jump shot from 26 ft,,20,29
114,2,10:47.0,,Defensive rebound by P. Mills,20,29
115,2,10:35.0,,J. Simmons makes 2-pt jump shot from 15 ft (assist by D. Lee),20,31
116,2,10:20.0,Turnover by C. Joseph (bad pass),,20,31
117,2,10:04.0,,J. Simmons misses 3-pt jump shot from 25 ft,20,31
118,2,10:03.0,Defensive rebound by T. Ross,,20,31
119,2,9:54.0,T. Ross makes 3-pt jump shot from 25 ft,,23,31
120,2,9:53.0,,San Antonio full timeout,23,31
121,2,9:53.0,,L. Aldridge enters the game for D. Lee,23,31
122,2,9:53.0,,K. Leonard enters the game for M. Ginóbili,23,31
123,2,9:43.0,Violation by T. Ross (kicked ball),,23,31
124,2,9:29.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),23,34
125,2,9:12.0,J. Poeltl misses 2-pt layup from 4 ft (block by J. Simmons),,23,34
126,2,9:10.0,,Defensive rebound by J. Simmons,23,34
127,2,9:03.0,,K. Leonard misses 3-pt jump shot from 25 ft,23,34
128,2,9:02.0,,Offensive rebound by K. Leonard,23,34
129,2,8:57.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by K. Leonard),23,37
130,2,8:38.0,Personal foul by P. Mills,,23,37
131,2,8:26.0,T. Ross makes 2-pt jump shot from 20 ft (assist by K. Lowry),,25,37
132,2,8:16.0,,Personal foul by K. Lowry,25,37
133,2,8:13.0,,Personal foul by L. Nogueira (drawn by L. Aldridge),25,37
134,2,7:59.0,,P. Mills misses 3-pt jump shot from 23 ft,25,37
135,2,7:58.0,Defensive rebound by T. Ross,,25,37
136,2,7:48.0,C. Joseph misses 2-pt jump shot from 22 ft,,25,37
137,2,7:48.0,Offensive rebound by J. Poeltl,,25,37
138,2,7:48.0,Shooting foul by J. Simmons (drawn by J. Poeltl),,25,37
139,2,7:48.0,J. Poeltl misses free throw 1 of 2,,25,37
140,2,7:48.0,Offensive rebound by Team,,25,37
141,2,7:48.0,,T. Parker enters the game for P. Mills,25,37
142,2,7:48.0,,D. Green enters the game for J. Simmons,25,37
143,2,7:48.0,D. DeRozan enters the game for C. Joseph,,25,37
144,2,7:48.0,J. Poeltl makes free throw 2 of 2,,26,37
145,2,7:31.0,,L. Aldridge misses 2-pt jump shot from 5 ft (block by L. Nogueira),26,37
146,2,7:29.0,Defensive rebound by J. Poeltl,,26,37
147,2,7:17.0,D. DeRozan misses 2-pt jump shot from 15 ft,,26,37
148,2,7:16.0,,Defensive rebound by D. Dedmon,26,37
149,2,7:01.0,,Personal block foul by J. Poeltl (drawn by K. Leonard),26,37
150,2,6:53.0,,D. Dedmon makes 2-pt layup from 3 ft (assist by T. Parker),26,39
151,2,6:39.0,K. Lowry misses 3-pt jump shot from 24 ft,,26,39
152,2,6:37.0,Offensive rebound by J. Poeltl,,26,39
153,2,6:33.0,T. Ross misses 3-pt jump shot from 25 ft,,26,39
154,2,6:32.0,,Defensive rebound by K. Leonard,26,39
155,2,6:25.0,,K. Leonard misses 2-pt jump shot from 17 ft,26,39
156,2,6:24.0,,Offensive rebound by D. Dedmon,26,39
157,2,6:09.0,,Turnover by D. Green (bad pass; steal by J. Poeltl),26,39
158,2,6:02.0,K. Lowry makes 2-pt layup from 1 ft (assist by D. DeRozan),,28,39
159,2,5:45.0,,T. Parker makes 2-pt layup from 2 ft,28,41
160,2,5:28.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by L. Aldridge),,28,41
161,2,5:26.0,,Defensive rebound by D. Green,28,41
162,2,5:22.0,,T. Parker makes 2-pt jump shot from 7 ft,28,43
163,2,5:20.0,Toronto full timeout,,28,43
164,2,5:20.0,J. Valančiūnas enters the game for J. Poeltl,,28,43
165,2,5:20.0,P. Siakam enters the game for L. Nogueira,,28,43
166,2,5:04.0,D. DeRozan makes 2-pt jump shot from 4 ft,,30,43
167,2,4:48.0,,Personal foul by P. Siakam (drawn by D. Dedmon),30,43
168,2,4:37.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by T. Parker),30,45
169,2,4:25.0,D. DeRozan makes 2-pt jump shot from 11 ft,,32,45
170,2,4:02.0,,Shooting foul by J. Valančiūnas (drawn by D. Dedmon),32,45
171,2,4:02.0,,D. Dedmon makes free throw 1 of 2,32,46
172,2,4:02.0,,D. Dedmon misses free throw 2 of 2,32,46
173,2,4:01.0,Defensive rebound by J. Valančiūnas,,32,46
174,2,3:47.0,Turnover by T. Ross (lost ball; steal by D. Green),,32,46
175,2,3:42.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),32,48
176,2,3:18.0,P. Siakam misses 2-pt jump shot from 9 ft,,32,48
177,2,3:17.0,,Defensive rebound by D. Green,32,48
178,2,3:10.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by T. Parker),32,51
179,2,2:49.0,K. Lowry misses 3-pt jump shot from 24 ft,,32,51
180,2,2:47.0,,Defensive rebound by D. Green,32,51
181,2,2:39.0,Official timeout,,32,51
182,2,2:39.0,,P. Gasol enters the game for D. Dedmon,32,51
183,2,2:39.0,D. Carroll enters the game for T. Ross,,32,51
184,2,2:39.0,C. Joseph enters the game for K. Lowry,,32,51
185,2,2:28.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),32,54
186,2,2:02.0,D. Carroll misses 3-pt jump shot from 24 ft,,32,54
187,2,2:01.0,Offensive rebound by J. Valančiūnas,,32,54
188,2,2:01.0,J. Valančiūnas makes 2-pt layup from 2 ft,,34,54
189,2,1:42.0,,L. Aldridge misses 2-pt jump shot from 19 ft,34,54
190,2,1:42.0,,Offensive rebound by Team,34,54
191,2,1:42.0,,Personal foul by P. Siakam (drawn by P. Gasol),34,54
192,2,1:42.0,,P. Gasol makes free throw 1 of 2,34,55
193,2,1:42.0,,M. Ginóbili enters the game for K. Leonard,34,55
194,2,1:42.0,,P. Gasol makes free throw 2 of 2,34,56
195,2,1:29.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,37,56
196,2,1:14.0,,T. Parker misses 2-pt jump shot from 18 ft,37,56
197,2,1:13.0,Defensive rebound by C. Joseph,,37,56
198,2,1:07.0,C. Joseph makes 2-pt layup from 4 ft,,39,56
199,2,0:43.0,,L. Aldridge makes 2-pt hook shot from 6 ft,39,58
200,2,0:35.0,C. Joseph misses 2-pt jump shot from 13 ft,,39,58
201,2,0:34.0,Offensive rebound by D. Carroll,,39,58
202,2,0:32.0,D. Carroll makes 2-pt jump shot from 7 ft,,41,58
203,2,0:26.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),41,60
204,2,0:06.0,Personal foul by L. Aldridge (drawn by C. Joseph),,41,60
205,2,0:06.0,,D. Dedmon enters the game for P. Gasol,41,60
206,2,0:06.0,,J. Simmons enters the game for T. Parker,41,60
207,2,0:00.0,Turnover by D. DeRozan (lost ball; steal by J. Simmons),,41,60
208,3,11:32.0,Turnover by Team (shot clock),,41,60
209,3,11:06.0,,P. Gasol misses 2-pt jump shot from 19 ft,41,60
210,3,11:06.0,Defensive rebound by D. Carroll,,41,60
211,3,10:59.0,J. Valančiūnas misses 2-pt jump shot from 9 ft (block by P. Gasol),,41,60
212,3,10:57.0,,Defensive rebound by L. Aldridge,41,60
213,3,10:56.0,,Turnover by L. Aldridge (bad pass; steal by D. Carroll),41,60
214,3,10:55.0,Shooting foul by L. Aldridge (drawn by D. Carroll),,41,60
215,3,10:55.0,D. Carroll makes free throw 1 of 2,,42,60
216,3,10:55.0,D. Carroll makes free throw 2 of 2,,43,60
217,3,10:37.0,,P. Gasol misses 2-pt jump shot from 18 ft,43,60
218,3,10:37.0,Defensive rebound by K. Lowry,,43,60
219,3,10:16.0,L. Nogueira misses 2-pt jump shot from 16 ft (block by K. Leonard),,43,60
220,3,10:15.0,Offensive rebound by D. DeRozan,,43,60
221,3,10:11.0,D. DeRozan makes 2-pt jump shot from 9 ft,,45,60
222,3,9:59.0,,Shooting foul by K. Lowry (drawn by T. Parker),45,60
223,3,9:59.0,,T. Parker makes free throw 1 of 2,45,61
224,3,9:59.0,,T. Parker makes free throw 2 of 2,45,62
225,3,9:47.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,48,62
226,3,9:28.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by T. Parker),48,64
227,3,9:16.0,D. DeRozan makes 2-pt jump shot from 8 ft,,50,64
228,3,8:53.0,,T. Parker makes 2-pt jump shot from 17 ft (assist by P. Gasol),50,66
229,3,8:43.0,L. Nogueira misses 3-pt jump shot from 24 ft,,50,66
230,3,8:42.0,Offensive rebound by D. Carroll,,50,66
231,3,8:42.0,Shooting foul by D. Green (drawn by D. Carroll),,50,66
232,3,8:42.0,D. Carroll misses free throw 1 of 2,,50,66
233,3,8:42.0,Offensive rebound by Team,,50,66
234,3,8:42.0,,M. Ginóbili enters the game for D. Green,50,66
235,3,8:42.0,D. Carroll makes free throw 2 of 2,,51,66
236,3,8:27.0,,Personal foul by L. Nogueira (drawn by L. Aldridge),51,66
237,3,8:24.0,,Personal foul by L. Nogueira (drawn by L. Aldridge),51,66
238,3,8:19.0,Violation by L. Nogueira (def goaltending),,51,66
239,3,8:19.0,,T. Parker makes 2-pt layup from 2 ft,51,68
240,3,8:01.0,D. DeRozan misses 2-pt jump shot from 13 ft,,51,68
241,3,7:58.0,,Defensive rebound by L. Aldridge,51,68
242,3,7:54.0,,T. Parker misses 2-pt layup from 1 ft (block by L. Nogueira),51,68
243,3,7:51.0,Defensive rebound by K. Lowry,,51,68
244,3,7:51.0,Personal foul by K. Leonard (drawn by K. Lowry),,51,68
245,3,7:38.0,K. Lowry misses 3-pt jump shot from 24 ft,,51,68
246,3,7:38.0,,Defensive rebound by L. Aldridge,51,68
247,3,7:25.0,,Shooting foul by D. DeRozan (drawn by K. Leonard),51,68
248,3,7:25.0,,K. Leonard makes free throw 1 of 3,51,69
249,3,7:25.0,,K. Leonard makes free throw 2 of 3,51,70
250,3,7:25.0,,K. Leonard makes free throw 3 of 3,51,71
251,3,7:14.0,D. DeRozan makes 2-pt jump shot from 13 ft,,53,71
252,3,7:02.0,,Shooting foul by D. Carroll (drawn by K. Leonard),53,71
253,3,7:02.0,,K. Leonard makes free throw 1 of 2,53,72
254,3,7:02.0,,K. Leonard misses free throw 2 of 2,53,72
255,3,7:01.0,Defensive rebound by K. Lowry,,53,72
256,3,6:36.0,D. DeRozan makes 2-pt jump shot from 18 ft,,55,72
257,3,6:15.0,,T. Parker makes 3-pt jump shot from 25 ft (assist by L. Aldridge),55,75
258,3,5:55.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,55,75
259,3,5:53.0,,Defensive rebound by P. Gasol,55,75
260,3,5:44.0,,T. Parker misses 2-pt jump shot from 19 ft,55,75
261,3,5:43.0,Defensive rebound by J. Valančiūnas,,55,75
262,3,5:31.0,K. Lowry misses 3-pt jump shot from 25 ft,,55,75
263,3,5:31.0,,Defensive rebound by P. Gasol,55,75
264,3,5:19.0,,L. Aldridge misses 2-pt layup from 1 ft,55,75
265,3,5:19.0,Defensive rebound by J. Valančiūnas,,55,75
266,3,5:12.0,Personal foul by T. Parker (drawn by L. Nogueira),,55,75
267,3,5:12.0,,San Antonio full timeout,55,75
268,3,5:12.0,J. Poeltl enters the game for J. Valančiūnas,,55,75
269,3,5:12.0,,P. Mills enters the game for T. Parker,55,75
270,3,5:12.0,,D. Dedmon enters the game for P. Gasol,55,75
271,3,5:00.0,D. DeRozan misses 2-pt jump shot from 7 ft,,55,75
272,3,4:58.0,,Defensive rebound by M. Ginóbili,55,75
273,3,4:42.0,,Personal foul by D. Carroll (drawn by M. Ginóbili),55,75
274,3,4:42.0,,M. Ginóbili makes free throw 1 of 2,55,76
275,3,4:42.0,,M. Ginóbili misses free throw 2 of 2,55,76
276,3,4:40.0,Defensive rebound by L. Nogueira,,55,76
277,3,4:22.0,K. Lowry misses 3-pt jump shot from 26 ft,,55,76
278,3,4:21.0,Offensive rebound by D. Carroll,,55,76
279,3,4:18.0,D. Carroll misses 2-pt jump shot from 7 ft,,55,76
280,3,4:18.0,,Defensive rebound by L. Aldridge,55,76
281,3,4:02.0,,L. Aldridge makes 2-pt hook shot from 8 ft,55,78
282,3,3:40.0,Turnover by L. Nogueira (offensive foul),,55,78
283,3,3:40.0,Offensive foul by L. Nogueira (drawn by P. Mills),,55,78
284,3,3:40.0,C. Joseph enters the game for K. Lowry,,55,78
285,3,3:40.0,T. Ross enters the game for D. Carroll,,55,78
286,3,3:30.0,,L. Aldridge misses 2-pt jump shot from 17 ft,55,78
287,3,3:29.0,Defensive rebound by D. DeRozan,,55,78
288,3,3:10.0,Offensive foul by J. Poeltl (drawn by M. Ginóbili),,55,78
289,3,3:10.0,Turnover by J. Poeltl (offensive foul),,55,78
290,3,2:53.0,,P. Mills misses 3-pt jump shot from 25 ft,55,78
291,3,2:52.0,Defensive rebound by T. Ross,,55,78
292,3,2:41.0,C. Joseph misses 2-pt jump shot from 17 ft,,55,78
293,3,2:41.0,,Defensive rebound by L. Aldridge,55,78
294,3,2:33.0,,K. Leonard misses 3-pt jump shot from 26 ft,55,78
295,3,2:32.0,Defensive rebound by L. Nogueira,,55,78
296,3,2:21.0,D. DeRozan makes 2-pt jump shot from 18 ft,,57,78
297,3,2:00.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by L. Aldridge),57,81
298,3,1:47.0,Turnover by D. DeRozan (lost ball; steal by K. Leonard),,57,81
299,3,1:41.0,,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),57,83
300,3,1:41.0,Toronto full timeout,,57,83
301,3,1:41.0,P. Siakam enters the game for L. Nogueira,,57,83
302,3,1:41.0,,J. Simmons enters the game for K. Leonard,57,83
303,3,1:41.0,,D. Lee enters the game for L. Aldridge,57,83
304,3,1:20.0,Shooting foul by D. Dedmon (drawn by J. Poeltl),,57,83
305,3,1:20.0,J. Poeltl misses free throw 1 of 2,,57,83
306,3,1:20.0,Offensive rebound by Team,,57,83
307,3,1:20.0,J. Poeltl makes free throw 2 of 2,,58,83
308,3,1:01.0,,Turnover by J. Simmons (lost ball; steal by J. Poeltl),58,83
309,3,0:54.0,C. Joseph misses 2-pt layup from 1 ft,,58,83
310,3,0:52.0,,Defensive rebound by D. Dedmon,58,83
311,3,0:43.0,,D. Lee makes 2-pt layup from 1 ft (assist by M. Ginóbili),58,85
312,3,0:33.0,Turnover by D. DeRozan (bad pass; steal by P. Mills),,58,85
313,3,0:25.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),58,88
314,3,0:01.0,Turnover by Team (shot clock),,58,88
315,4,11:36.0,,J. Simmons misses 3-pt jump shot from 24 ft,58,88
316,4,11:36.0,,Offensive rebound by D. Lee,58,88
317,4,11:18.0,,D. Green misses 3-pt jump shot from 25 ft,58,88
318,4,11:17.0,,Offensive rebound by Team,58,88
319,4,11:02.0,,Turnover by P. Mills (bad pass; steal by T. Ross),58,88
320,4,10:58.0,Shooting foul by J. Simmons (drawn by T. Ross),,58,88
321,4,10:58.0,T. Ross misses free throw 1 of 2,,58,88
322,4,10:58.0,Offensive rebound by Team,,58,88
323,4,10:58.0,T. Ross makes free throw 2 of 2,,59,88
324,4,10:35.0,,D. Green misses 2-pt jump shot from 13 ft,59,88
325,4,10:34.0,,Offensive rebound by D. Dedmon,59,88
326,4,10:22.0,,Personal foul by K. Lowry (drawn by D. Green),59,88
327,4,10:16.0,,J. Simmons misses 2-pt layup from 1 ft,59,88
328,4,10:15.0,,Offensive rebound by D. Lee,59,88
329,4,10:13.0,,D. Lee makes 2-pt layup from 1 ft,59,90
330,4,9:51.0,C. Joseph misses 2-pt jump shot from 9 ft,,59,90
331,4,9:49.0,,Defensive rebound by D. Lee,59,90
332,4,9:45.0,,J. Simmons makes 2-pt layup from 1 ft (assist by P. Mills),59,92
333,4,9:22.0,T. Ross makes 2-pt jump shot from 19 ft,,61,92
334,4,9:04.0,,J. Simmons makes 2-pt layup from 1 ft,61,94
335,4,8:43.0,K. Lowry makes 2-pt layup from 1 ft,,63,94
336,4,8:43.0,,San Antonio full timeout,63,94
337,4,8:25.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),63,97
338,4,8:03.0,Shooting foul by D. Dedmon (drawn by C. Joseph),,63,97
339,4,8:03.0,C. Joseph makes free throw 1 of 2,,64,97
340,4,8:03.0,,D. Bertāns enters the game for D. Dedmon,64,97
341,4,8:03.0,N. Powell enters the game for K. Lowry,,64,97
342,4,8:03.0,,D. Murray enters the game for P. Mills,64,97
343,4,8:03.0,C. Joseph makes free throw 2 of 2,,65,97
344,4,7:50.0,,Turnover by D. Murray (lost ball; steal by C. Joseph),65,97
345,4,7:43.0,C. Joseph misses 2-pt layup at rim (block by D. Murray),,65,97
346,4,7:41.0,,Defensive rebound by D. Bertāns,65,97
347,4,7:41.0,,Turnover by D. Murray (lost ball),65,97
348,4,7:41.0,,K. Anderson enters the game for D. Green,65,97
349,4,7:27.0,T. Ross makes 2-pt layup from 1 ft (assist by C. Joseph),,67,97
350,4,7:16.0,,Turnover by D. Bertāns (traveling),67,97
351,4,7:01.0,T. Ross makes 3-pt jump shot from 26 ft (assist by N. Powell),,70,97
352,4,6:47.0,,D. Lee makes 2-pt dunk at rim (assist by D. Bertāns),70,99
353,4,6:31.0,T. Ross makes 2-pt jump shot from 11 ft (assist by C. Joseph),,72,99
354,4,6:14.0,,D. Lee makes 2-pt layup from 1 ft (assist by J. Simmons),72,101
355,4,5:59.0,Shooting foul by D. Murray (drawn by C. Joseph),,72,101
356,4,5:59.0,Official timeout,,72,101
357,4,5:59.0,C. Joseph misses free throw 1 of 2,,72,101
358,4,5:59.0,Offensive rebound by Team,,72,101
359,4,5:59.0,C. Joseph makes free throw 2 of 2,,73,101
360,4,5:46.0,,Turnover by D. Murray (bad pass),73,101
361,4,5:46.0,,D. Dedmon enters the game for D. Lee,73,101
362,4,5:27.0,N. Powell misses 3-pt jump shot from 24 ft,,73,101
363,4,5:26.0,Offensive rebound by J. Poeltl,,73,101
364,4,5:13.0,C. Joseph makes 2-pt layup from 1 ft,,75,101
365,4,4:59.0,,D. Murray misses 3-pt jump shot from 23 ft,75,101
366,4,4:58.0,Defensive rebound by N. Powell,,75,101
367,4,4:53.0,Shooting foul by K. Anderson (drawn by N. Powell),,75,101
368,4,4:53.0,N. Powell makes free throw 1 of 2,,76,101
369,4,4:53.0,F. VanVleet enters the game for T. Ross,,76,101
370,4,4:53.0,N. Powell makes free throw 2 of 2,,77,101
371,4,4:34.0,,D. Murray makes 2-pt jump shot from 7 ft (assist by K. Anderson),77,103
372,4,4:16.0,N. Powell misses 2-pt jump shot from 21 ft,,77,103
373,4,4:15.0,,Defensive rebound by D. Bertāns,77,103
374,4,4:03.0,,Turnover by D. Murray (step out of bounds),77,103
375,4,3:50.0,C. Joseph misses 3-pt jump shot from 25 ft,,77,103
376,4,3:49.0,,Defensive rebound by D. Murray,77,103
377,4,3:37.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by K. Anderson),77,106
378,4,3:15.0,,Violation by D. Dedmon (def goaltending),77,106
