,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
83,1,3:27.0,W. Matthews misses 3-pt jump shot from 25 ft,,12,21
84,1,3:26.0,,Defensive rebound by K. Olynyk,12,21
85,1,3:03.0,,A. Bradley makes 3-pt jump shot from 23 ft,12,24
86,1,2:37.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by A. Bogut),,15,24
87,1,2:20.0,,Shooting foul by A. Bogut (drawn by I. Thomas),15,24
88,1,2:20.0,,Boston full timeout,15,24
89,1,2:20.0,,I. Thomas misses free throw 1 of 2,15,24
90,1,2:20.0,,Offensive rebound by Team,15,24
91,1,2:20.0,,J. Brown enters the game for K. Olynyk,15,24
92,1,2:20.0,,T. Zeller enters the game for A. Bradley,15,24
93,1,2:20.0,,I. Thomas makes free throw 2 of 2,15,25
94,1,2:04.0,W. Matthews misses 3-pt jump shot from 25 ft,,15,25
95,1,2:03.0,,Defensive rebound by I. Thomas,15,25
96,1,1:58.0,,J. Brown makes 2-pt dunk at rim (assist by I. Thomas),15,27
97,1,1:37.0,J. Barea makes 2-pt jump shot from 21 ft,,17,27
98,1,1:10.0,,J. Brown makes 2-pt jump shot from 10 ft,17,29
99,1,0:53.0,J. Barea misses 2-pt jump shot from 13 ft,,17,29
100,1,0:52.0,,Defensive rebound by T. Zeller,17,29
101,1,0:42.0,,T. Zeller misses 2-pt jump shot from 19 ft,17,29
102,1,0:41.0,Defensive rebound by A. Bogut,,17,29
103,1,0:30.0,J. Barea misses 2-pt layup from 3 ft (block by T. Rozier),,17,29
104,1,0:29.0,,Defensive rebound by T. Rozier,17,29
105,1,0:22.0,,Turnover by T. Rozier (bad pass; steal by J. Barea),17,29
106,1,0:00.0,Turnover by S. Curry (bad pass),,17,29
107,1,0:00.0,J. Anderson enters the game for W. Matthews,,17,29
108,2,11:44.0,,T. Rozier misses 2-pt jump shot from 19 ft,17,29
109,2,11:42.0,,Offensive rebound by M. Smart,17,29
110,2,11:37.0,,Turnover by J. Brown (traveling),17,29
111,2,11:24.0,Personal foul by J. Jerebko (drawn by D. Powell),,17,29
112,2,11:10.0,H. Barnes misses 2-pt jump shot from 6 ft,,17,29
113,2,11:09.0,,Defensive rebound by J. Brown,17,29
114,2,11:04.0,,M. Smart misses 3-pt jump shot from 26 ft,17,29
115,2,11:03.0,,Offensive rebound by J. Brown,17,29
116,2,10:59.0,,M. Smart misses 3-pt jump shot from 26 ft,17,29
117,2,10:52.0,Defensive rebound by S. Curry,,17,29
118,2,10:38.0,D. Powell misses 2-pt layup from 3 ft,,17,29
119,2,10:37.0,,Defensive rebound by M. Smart,17,29
120,2,10:22.0,,J. Brown misses 2-pt layup from 2 ft,17,29
121,2,10:21.0,Defensive rebound by J. Anderson,,17,29
122,2,10:11.0,S. Curry makes 2-pt jump shot from 23 ft,,19,29
123,2,9:49.0,,Turnover by T. Rozier (bad pass; steal by D. Powell),19,29
124,2,9:41.0,D. Powell misses 3-pt jump shot from 24 ft,,19,29
125,2,9:41.0,,Defensive rebound by M. Smart,19,29
126,2,9:30.0,,J. Jerebko misses 3-pt jump shot from 26 ft,19,29
127,2,9:29.0,Defensive rebound by J. Barea,,19,29
128,2,9:17.0,Personal foul by M. Smart,,19,29
129,2,9:17.0,,J. Young enters the game for J. Jerebko,19,29
130,2,9:12.0,Offensive foul by D. Powell (drawn by M. Smart),,19,29
131,2,9:12.0,Turnover by D. Powell (offensive foul),,19,29
132,2,9:02.0,,Personal foul by S. Curry (drawn by M. Smart),19,29
133,2,9:02.0,D. Williams enters the game for J. Barea,,19,29
134,2,8:50.0,,M. Smart misses 3-pt jump shot from 25 ft,19,29
135,2,8:48.0,,Offensive rebound by T. Zeller,19,29
136,2,8:48.0,,T. Zeller makes 2-pt layup from 3 ft,19,31
137,2,8:30.0,D. Powell misses 2-pt jump shot from 17 ft,,19,31
138,2,8:29.0,,Defensive rebound by T. Rozier,19,31
139,2,8:23.0,,Turnover by T. Rozier (lost ball),19,31
140,2,8:23.0,Official timeout,,19,31
141,2,8:02.0,H. Barnes misses 2-pt layup from 2 ft,,19,31
142,2,8:02.0,Offensive rebound by Team,,19,31
143,2,7:58.0,D. Powell misses 2-pt jump shot from 19 ft (block by M. Smart),,19,31
144,2,7:58.0,,Defensive rebound by J. Brown,19,31
145,2,7:44.0,,J. Young misses 3-pt jump shot from 25 ft,19,31
146,2,7:42.0,Defensive rebound by D. Powell,,19,31
147,2,7:30.0,S. Curry makes 2-pt jump shot from 22 ft,,21,31
148,2,7:08.0,,T. Zeller makes 2-pt hook shot from 5 ft,21,33
149,2,6:51.0,D. Williams misses 2-pt jump shot from 17 ft,,21,33
150,2,6:51.0,,Defensive rebound by T. Zeller,21,33
151,2,6:37.0,,T. Zeller misses 2-pt jump shot from 3 ft,21,33
152,2,6:36.0,,Offensive rebound by T. Zeller,21,33
153,2,6:35.0,,T. Zeller misses 2-pt hook shot from 1 ft,21,33
154,2,6:33.0,Defensive rebound by S. Curry,,21,33
155,2,6:25.0,S. Curry misses 2-pt jump shot from 20 ft,,21,33
156,2,6:24.0,,Defensive rebound by T. Rozier,21,33
157,2,6:11.0,,T. Zeller misses 2-pt layup from 2 ft (block by J. Anderson),21,33
158,2,6:10.0,Defensive rebound by D. Powell,,21,33
159,2,6:04.0,H. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),,23,33
160,2,5:56.0,,Boston full timeout,23,33
161,2,5:56.0,,A. Bradley enters the game for T. Rozier,23,33
162,2,5:56.0,,K. Olynyk enters the game for J. Brown,23,33
163,2,5:56.0,,A. Johnson enters the game for T. Zeller,23,33
164,2,5:56.0,A. Bogut enters the game for D. Williams,,23,33
165,2,5:56.0,J. Barea enters the game for D. Powell,,23,33
166,2,5:56.0,W. Matthews enters the game for S. Curry,,23,33
167,2,5:42.0,,M. Smart misses 2-pt jump shot from 5 ft,23,33
168,2,5:41.0,Defensive rebound by A. Bogut,,23,33
169,2,5:25.0,H. Barnes misses 2-pt hook shot from 5 ft,,23,33
170,2,5:25.0,,Defensive rebound by A. Johnson,23,33
171,2,5:12.0,,A. Johnson misses 2-pt hook shot from 4 ft,23,33
172,2,5:10.0,Defensive rebound by J. Barea,,23,33
173,2,4:57.0,H. Barnes misses 3-pt jump shot from 26 ft,,23,33
174,2,4:57.0,,Defensive rebound by A. Bradley,23,33
175,2,4:52.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Bradley),23,35
176,2,4:26.0,W. Matthews misses 3-pt jump shot from 26 ft,,23,35
177,2,4:26.0,,Defensive rebound by A. Bradley,23,35
178,2,4:17.0,,A. Bradley misses 2-pt jump shot from 5 ft,23,35
179,2,4:16.0,,Offensive rebound by Team,23,35
180,2,4:16.0,Loose ball foul by H. Barnes (drawn by A. Johnson),,23,35
181,2,4:02.0,,K. Olynyk misses 3-pt jump shot from 23 ft,23,35
182,2,4:01.0,Defensive rebound by H. Barnes,,23,35
183,2,3:38.0,A. Bogut makes 2-pt hook shot from 4 ft (assist by J. Barea),,25,35
184,2,3:17.0,,M. Smart makes 2-pt jump shot from 5 ft,25,37
185,2,2:55.0,H. Barnes makes 2-pt jump shot from 20 ft,,27,37
186,2,2:38.0,,A. Johnson makes 2-pt layup from 2 ft (assist by M. Smart),27,39
187,2,2:38.0,Dallas full timeout,,27,39
188,2,2:38.0,,I. Thomas enters the game for J. Young,27,39
189,2,2:38.0,S. Curry enters the game for J. Anderson,,27,39
190,2,2:25.0,S. Curry misses 3-pt jump shot from 26 ft,,27,39
191,2,2:24.0,,Defensive rebound by K. Olynyk,27,39
192,2,2:06.0,,Turnover by M. Smart (bad pass),27,39
193,2,1:47.0,A. Bogut makes 2-pt layup from 2 ft,,29,39
194,2,1:33.0,,Turnover by A. Johnson (bad pass; steal by W. Matthews),29,39
195,2,1:27.0,H. Barnes misses 2-pt jump shot from 15 ft,,29,39
196,2,1:26.0,,Defensive rebound by A. Bradley,29,39
197,2,1:10.0,,A. Bradley misses 3-pt jump shot from 25 ft,29,39
198,2,1:09.0,Defensive rebound by Team,,29,39
199,2,1:09.0,,Loose ball foul by A. Johnson (drawn by W. Matthews),29,39
200,2,0:57.0,W. Matthews makes 2-pt jump shot from 10 ft,,31,39
201,2,0:46.0,,I. Thomas misses 2-pt jump shot from 17 ft,31,39
202,2,0:45.0,Defensive rebound by S. Curry,,31,39
203,2,0:38.0,Offensive foul by A. Bogut (drawn by I. Thomas),,31,39
204,2,0:38.0,Turnover by A. Bogut (offensive foul),,31,39
205,2,0:23.0,,I. Thomas misses 2-pt jump shot from 5 ft,31,39
206,2,0:22.0,Defensive rebound by A. Bogut,,31,39
207,2,0:01.0,J. Barea misses 2-pt jump shot from 6 ft,,31,39
208,2,0:00.0,Offensive rebound by Team,,31,39
209,3,11:41.0,,Turnover by A. Bradley (lost ball; steal by H. Barnes),31,39
210,3,11:28.0,H. Barnes misses 2-pt jump shot from 17 ft,,31,39
211,3,11:28.0,,Defensive rebound by K. Olynyk,31,39
212,3,11:14.0,,I. Thomas misses 2-pt jump shot from 16 ft,31,39
213,3,11:13.0,,Offensive rebound by I. Thomas,31,39
214,3,11:04.0,,Turnover by I. Thomas (bad pass),31,39
215,3,10:44.0,J. Barea misses 3-pt jump shot from 25 ft,,31,39
216,3,10:43.0,,Defensive rebound by A. Bradley,31,39
217,3,10:31.0,,Offensive foul by K. Olynyk (drawn by J. Barea),31,39
218,3,10:31.0,,Turnover by K. Olynyk (offensive foul),31,39
219,3,10:14.0,Personal foul by K. Olynyk (drawn by H. Barnes),,31,39
220,3,10:02.0,D. Finney-Smith misses 2-pt jump shot from 14 ft,,31,39
221,3,10:01.0,,Defensive rebound by A. Bradley,31,39
222,3,9:43.0,,K. Olynyk misses 2-pt jump shot from 5 ft,31,39
223,3,9:43.0,,Offensive rebound by A. Johnson,31,39
224,3,9:39.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by A. Johnson),31,41
225,3,9:18.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),,34,41
226,3,9:04.0,,A. Bradley misses 2-pt jump shot from 15 ft,34,41
227,3,9:03.0,Defensive rebound by W. Matthews,,34,41
228,3,8:48.0,A. Bogut misses 2-pt layup from 2 ft,,34,41
229,3,8:48.0,,Defensive rebound by A. Johnson,34,41
230,3,8:34.0,,I. Thomas misses 3-pt jump shot from 25 ft,34,41
231,3,8:32.0,Defensive rebound by D. Finney-Smith,,34,41
232,3,8:22.0,A. Bogut misses 2-pt jump shot from 7 ft,,34,41
233,3,8:21.0,,Defensive rebound by Team,34,41
234,3,8:21.0,,J. Jerebko enters the game for A. Johnson,34,41
235,3,8:21.0,Loose ball foul by A. Bogut (drawn by A. Johnson),,34,41
236,3,8:10.0,,K. Olynyk makes 2-pt jump shot from 18 ft (assist by M. Smart),34,43
237,3,7:44.0,W. Matthews misses 3-pt jump shot from 25 ft,,34,43
238,3,7:43.0,,Defensive rebound by K. Olynyk,34,43
239,3,7:31.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by I. Thomas),34,46
240,3,7:31.0,Dallas full timeout,,34,46
241,3,7:31.0,D. Powell enters the game for A. Bogut,,34,46
242,3,7:18.0,Shooting foul by K. Olynyk (drawn by H. Barnes),,34,46
243,3,7:18.0,H. Barnes makes free throw 1 of 2,,35,46
244,3,7:18.0,H. Barnes makes free throw 2 of 2,,36,46
245,3,6:57.0,,Turnover by K. Olynyk (lost ball; steal by W. Matthews),36,46
246,3,6:47.0,H. Barnes misses 2-pt layup from 2 ft,,36,46
247,3,6:46.0,,Defensive rebound by J. Jerebko,36,46
248,3,6:22.0,,I. Thomas misses 2-pt jump shot from 19 ft,36,46
249,3,6:21.0,Defensive rebound by W. Matthews,,36,46
250,3,6:11.0,D. Powell misses 2-pt jump shot from 18 ft,,36,46
251,3,6:10.0,Offensive rebound by D. Finney-Smith,,36,46
252,3,6:02.0,Shooting foul by I. Thomas (drawn by H. Barnes),,36,46
253,3,6:02.0,H. Barnes makes free throw 1 of 2,,37,46
254,3,6:02.0,S. Curry enters the game for J. Barea,,37,46
255,3,6:02.0,H. Barnes makes free throw 2 of 2,,38,46
256,3,5:49.0,,I. Thomas misses 2-pt layup from 2 ft,38,46
257,3,5:48.0,Defensive rebound by D. Powell,,38,46
258,3,5:30.0,H. Barnes makes 2-pt jump shot from 8 ft,,40,46
259,3,5:29.0,,Boston full timeout,40,46
260,3,5:29.0,,T. Rozier enters the game for K. Olynyk,40,46
261,3,5:29.0,,A. Johnson enters the game for I. Thomas,40,46
262,3,5:15.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by A. Johnson),40,48
263,3,4:57.0,D. Powell misses 2-pt layup from 3 ft (block by T. Rozier),,40,48
264,3,4:56.0,Offensive rebound by Team,,40,48
265,3,4:48.0,H. Barnes makes 2-pt jump shot from 13 ft,,42,48
266,3,4:31.0,,A. Bradley misses 2-pt jump shot from 14 ft,42,48
267,3,4:30.0,,Offensive rebound by A. Bradley,42,48
268,3,4:27.0,,A. Bradley misses 2-pt layup from 3 ft,42,48
269,3,4:26.0,,Offensive rebound by Team,42,48
270,3,4:26.0,Loose ball foul by D. Finney-Smith (drawn by A. Johnson),,42,48
271,3,4:10.0,,Turnover by A. Bradley (lost ball; steal by H. Barnes),42,48
272,3,4:01.0,Def 3 sec tech foul by A. Johnson,,42,48
273,3,4:01.0,W. Matthews makes technical free throw,,43,48
274,3,4:01.0,,G. Green enters the game for M. Smart,43,48
275,3,3:52.0,Personal foul by A. Bradley (drawn by H. Barnes),,43,48
276,3,3:44.0,D. Powell makes 2-pt jump shot from 16 ft (assist by S. Curry),,45,48
277,3,3:19.0,,G. Green misses 2-pt jump shot from 5 ft,45,48
278,3,3:18.0,,Offensive rebound by G. Green,45,48
279,3,3:18.0,,G. Green makes 2-pt layup from 1 ft,45,50
280,3,2:56.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),,48,50
281,3,2:38.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Green),48,53
282,3,2:18.0,Shooting foul by G. Green (drawn by D. Powell),,48,53
283,3,2:18.0,D. Powell makes free throw 1 of 2,,49,53
284,3,2:18.0,D. Powell misses free throw 2 of 2,,49,53
285,3,2:18.0,,Defensive rebound by J. Jerebko,49,53
286,3,2:00.0,,Shooting foul by D. Powell (drawn by A. Johnson),49,53
287,3,2:00.0,,A. Johnson makes free throw 1 of 2,49,54
288,3,2:00.0,A. Bogut enters the game for H. Barnes,,49,54
289,3,2:00.0,J. Barea enters the game for D. Finney-Smith,,49,54
290,3,2:00.0,,A. Johnson makes free throw 2 of 2,49,55
291,3,1:45.0,Turnover by S. Curry (bad pass; steal by A. Johnson),,49,55
292,3,1:36.0,,A. Johnson makes 2-pt layup from 1 ft (assist by G. Green),49,57
293,3,1:20.0,J. Barea misses 2-pt jump shot from 19 ft,,49,57
294,3,1:19.0,,Defensive rebound by J. Jerebko,49,57
295,3,1:12.0,,G. Green misses 3-pt jump shot from 25 ft,49,57
296,3,1:11.0,Defensive rebound by S. Curry,,49,57
297,3,0:47.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by J. Barea),,52,57
298,3,0:30.0,,T. Rozier misses 2-pt jump shot from 19 ft,52,57
299,3,0:29.0,Defensive rebound by D. Powell,,52,57
300,3,0:09.0,J. Barea makes 2-pt layup from 2 ft,,54,57
301,3,0:02.0,,A. Bradley misses 3-pt jump shot from 25 ft,54,57
302,3,0:01.0,Defensive rebound by A. Bogut,,54,57
303,4,11:53.0,J. Anderson makes 2-pt dunk at rim (assist by J. Barea),,56,57
304,4,11:38.0,,Shooting foul by A. Bogut (drawn by I. Thomas),56,57
305,4,11:38.0,,I. Thomas makes free throw 1 of 2,56,58
306,4,11:38.0,,J. Brown enters the game for J. Jerebko,56,58
307,4,11:38.0,,I. Thomas makes free throw 2 of 2,56,59
308,4,11:26.0,A. Bogut makes 2-pt layup from 2 ft (assist by J. Barea),,58,59
309,4,11:14.0,,I. Thomas misses 3-pt jump shot from 26 ft,58,59
310,4,11:13.0,Defensive rebound by J. Anderson,,58,59
311,4,10:53.0,J. Anderson makes 2-pt layup from 1 ft (assist by A. Bogut),,60,59
312,4,10:39.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Green),60,61
313,4,10:22.0,Turnover by H. Barnes (lost ball; steal by J. Brown),,60,61
314,4,10:21.0,,Personal foul by A. Bogut (drawn by J. Brown),60,61
315,4,10:21.0,D. Powell enters the game for A. Bogut,,60,61
316,4,10:11.0,,T. Rozier makes 2-pt layup from 1 ft,60,63
317,4,9:47.0,Personal foul by T. Rozier (drawn by D. Powell),,60,63
318,4,9:40.0,D. Powell misses 2-pt jump shot from 17 ft,,60,63
319,4,9:39.0,,Defensive rebound by G. Green,60,63
320,4,9:29.0,,G. Green misses 3-pt jump shot from 25 ft,60,63
321,4,9:28.0,Defensive rebound by D. Powell,,60,63
322,4,9:13.0,Turnover by J. Anderson (bad pass; steal by G. Green),,60,63
323,4,9:09.0,Offensive charge foul by J. Brown (drawn by S. Curry),,60,63
324,4,9:09.0,,Turnover by J. Brown (offensive foul),60,63
325,4,8:55.0,H. Barnes misses 2-pt layup from 3 ft,,60,63
326,4,8:53.0,Offensive rebound by J. Anderson,,60,63
327,4,8:43.0,J. Barea makes 2-pt jump shot from 18 ft,,62,63
328,4,8:32.0,,Offensive foul by J. Brown (drawn by J. Barea),62,63
329,4,8:32.0,,Turnover by J. Brown (offensive foul),62,63
330,4,8:32.0,Official timeout,,62,63
331,4,8:32.0,,M. Smart enters the game for J. Brown,62,63
332,4,8:32.0,,A. Johnson enters the game for G. Green,62,63
333,4,8:13.0,H. Barnes makes 2-pt jump shot from 15 ft,,64,63
334,4,7:58.0,,M. Smart misses 2-pt layup from 3 ft,64,63
335,4,7:57.0,,Offensive rebound by A. Johnson,64,63
336,4,7:56.0,,A. Johnson makes 2-pt layup from 2 ft,64,65
337,4,7:38.0,Turnover by J. Barea (lost ball; steal by M. Smart),,64,65
338,4,7:37.0,,Shooting foul by H. Barnes (drawn by M. Smart),64,65
339,4,7:37.0,Dallas full timeout,,64,65
340,4,7:37.0,,M. Smart misses free throw 1 of 2,64,65
341,4,7:37.0,,Offensive rebound by Team,64,65
342,4,7:37.0,W. Matthews enters the game for J. Barea,,64,65
343,4,7:37.0,,M. Smart makes free throw 2 of 2,64,66
344,4,7:20.0,H. Barnes makes 2-pt jump shot from 16 ft,,66,66
345,4,7:01.0,,Turnover by I. Thomas (bad pass),66,66
346,4,6:43.0,Shooting foul by T. Rozier (drawn by W. Matthews),,66,66
347,4,6:43.0,W. Matthews misses free throw 1 of 2,,66,66
348,4,6:43.0,Offensive rebound by Team,,66,66
349,4,6:43.0,,A. Bradley enters the game for T. Rozier,66,66
350,4,6:43.0,W. Matthews makes free throw 2 of 2,,67,66
351,4,6:31.0,,A. Bradley misses 3-pt jump shot from 24 ft,67,66
352,4,6:30.0,Defensive rebound by H. Barnes,,67,66
353,4,6:15.0,W. Matthews makes 3-pt jump shot from 25 ft,,70,66
354,4,5:58.0,,I. Thomas makes 3-pt jump shot from 25 ft,70,69
355,4,5:45.0,Personal foul by M. Smart (drawn by H. Barnes),,70,69
356,4,5:45.0,,J. Jerebko enters the game for K. Olynyk,70,69
357,4,5:45.0,A. Bogut enters the game for D. Powell,,70,69
358,4,5:36.0,Personal foul by M. Smart (drawn by H. Barnes),,70,69
359,4,5:27.0,H. Barnes makes 2-pt jump shot from 12 ft (assist by S. Curry),,72,69
360,4,5:17.0,,Shooting foul by A. Bogut (drawn by I. Thomas),72,69
361,4,5:17.0,,I. Thomas makes free throw 1 of 3,72,70
362,4,5:17.0,,I. Thomas makes free throw 2 of 3,72,71
363,4,5:17.0,D. Powell enters the game for A. Bogut,,72,69
364,4,5:17.0,,I. Thomas makes free throw 3 of 3,72,72
365,4,5:04.0,W. Matthews misses 3-pt jump shot from 23 ft,,72,72
366,4,5:03.0,,Defensive rebound by J. Jerebko,72,72
367,4,4:49.0,,I. Thomas makes 2-pt layup from 2 ft,72,74
368,4,4:30.0,H. Barnes makes 2-pt jump shot from 14 ft,,74,74
369,4,4:12.0,,Shooting foul by J. Anderson (drawn by I. Thomas),74,74
370,4,4:12.0,,I. Thomas makes free throw 1 of 2,74,75
371,4,4:12.0,,I. Thomas makes free throw 2 of 2,74,76
372,4,3:53.0,H. Barnes makes 2-pt jump shot from 18 ft,,76,76
373,4,3:42.0,,Turnover by I. Thomas (lost ball; steal by D. Powell),76,76
374,4,3:22.0,Turnover by H. Barnes (lost ball; steal by M. Smart),,76,76
375,4,3:17.0,,I. Thomas makes 2-pt layup from 1 ft,76,78
376,4,3:17.0,Dallas full timeout,,76,78
377,4,3:04.0,H. Barnes misses 2-pt jump shot from 16 ft,,76,78
378,4,3:03.0,,Defensive rebound by Team,76,78
379,4,3:03.0,,Personal foul by D. Powell (drawn by I. Thomas),76,78
380,4,3:03.0,,I. Thomas misses free throw 1 of 2,76,78
381,4,3:03.0,,Offensive rebound by Team,76,78
382,4,3:03.0,,I. Thomas makes free throw 2 of 2,76,79
383,4,2:40.0,S. Curry misses 2-pt layup from 3 ft,,76,79
384,4,2:39.0,,Defensive rebound by J. Jerebko,76,79
385,4,2:21.0,,A. Bradley misses 3-pt jump shot from 23 ft,76,79
386,4,2:18.0,,Offensive rebound by J. Jerebko,76,79
387,4,2:13.0,,Boston full timeout,76,79
388,4,2:07.0,,A. Bradley makes 2-pt layup from 2 ft (assist by A. Johnson),76,81
389,4,1:52.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by S. Curry),,79,81
390,4,1:31.0,,I. Thomas makes 3-pt jump shot from 29 ft,79,84
