,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,0,0
1,1,11:40.0,Offensive rebound by K. Lowry,,0,0
2,1,11:35.0,K. Lowry makes 3-pt jump shot from 23 ft,,3,0
3,1,11:10.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),3,3
4,1,10:43.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. Carroll),,6,3
5,1,10:18.0,,J. Parker misses 3-pt jump shot from 24 ft,6,3
6,1,10:18.0,Defensive rebound by Team,,6,3
7,1,10:18.0,,Loose ball foul by G. Antetokounmpo (drawn by P. Siakam),6,3
8,1,9:56.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,9,3
9,1,9:41.0,,J. Parker misses 2-pt jump shot from 14 ft,9,3
10,1,9:39.0,Defensive rebound by K. Lowry,,9,3
11,1,9:29.0,Shooting foul by T. Snell (drawn by D. DeRozan),,9,3
12,1,9:29.0,D. DeRozan makes free throw 1 of 2,,10,3
13,1,9:29.0,D. DeRozan makes free throw 2 of 2,,11,3
14,1,9:11.0,,Shooting block foul by P. Siakam (drawn by M. Plumlee),11,3
15,1,9:11.0,,M. Plumlee makes free throw 1 of 2,11,4
16,1,9:11.0,,M. Plumlee misses free throw 2 of 2,11,4
17,1,9:10.0,Defensive rebound by D. Carroll,,11,4
18,1,8:50.0,D. Carroll misses 2-pt jump shot from 11 ft,,11,4
19,1,8:48.0,,Defensive rebound by T. Snell,11,4
20,1,8:41.0,,T. Snell misses 3-pt jump shot from 25 ft,11,4
21,1,8:38.0,Defensive rebound by D. DeRozan,,11,4
22,1,8:28.0,K. Lowry misses 3-pt jump shot from 25 ft,,11,4
23,1,8:26.0,Offensive rebound by P. Siakam,,11,4
24,1,8:24.0,P. Siakam makes 2-pt layup from 1 ft,,13,4
25,1,8:11.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),13,7
26,1,7:48.0,Turnover by D. DeRozan (bad pass; steal by G. Antetokounmpo),,13,7
27,1,7:41.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),13,9
28,1,7:21.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,16,9
29,1,7:04.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Dellavedova),16,11
30,1,6:42.0,J. Valančiūnas misses 2-pt layup from 2 ft,,16,11
31,1,6:40.0,,Defensive rebound by G. Antetokounmpo,16,11
32,1,6:35.0,,G. Antetokounmpo makes 2-pt dunk at rim,16,13
