,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
0,1,11:35.0,S. Vujačić misses 3-pt jump shot from 24 ft,,0,0
1,1,11:34.0,,Defensive rebound by A. Davis,0,0
2,1,11:15.0,,J. Holiday misses 2-pt jump shot from 8 ft,0,0
3,1,11:14.0,Defensive rebound by C. Anthony,,0,0
4,1,11:04.0,Turnover by D. Rose (offensive goaltending),,0,0
5,1,10:46.0,,D. Cunningham misses 2-pt layup from 3 ft (block by J. Noah),0,0
6,1,10:44.0,Defensive rebound by K. Porziņģis,,0,0
7,1,10:36.0,C. Anthony misses 2-pt jump shot from 16 ft,,0,0
8,1,10:35.0,,Defensive rebound by A. Davis,0,0
9,1,10:26.0,,B. Hield makes 3-pt jump shot from 25 ft,0,3
10,1,10:05.0,D. Rose makes 3-pt jump shot from 25 ft (assist by C. Anthony),,3,3
11,1,9:47.0,,B. Hield misses 2-pt layup from 1 ft,3,3
12,1,9:46.0,Defensive rebound by J. Noah,,3,3
13,1,9:43.0,Turnover by J. Noah (bad pass),,3,3
14,1,9:34.0,,Turnover by B. Hield (bad pass; steal by D. Rose),3,3
15,1,9:31.0,D. Rose misses 2-pt layup from 2 ft (block by D. Cunningham),,3,3
16,1,9:31.0,Offensive rebound by Team,,3,3
17,1,9:28.0,J. Noah misses 2-pt layup from 1 ft,,3,3
18,1,9:28.0,,Defensive rebound by A. Davis,3,3
19,1,9:28.0,Loose ball foul by J. Noah (drawn by A. Davis),,3,3
20,1,9:13.0,,A. Davis makes 2-pt jump shot from 4 ft,3,5
21,1,9:00.0,Turnover by C. Anthony (bad pass; steal by A. Davis),,3,5
22,1,8:52.0,,D. Cunningham makes 2-pt layup from 3 ft (assist by A. Davis),3,7
23,1,8:39.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Noah),,5,7
24,1,8:25.0,,J. Holiday misses 2-pt jump shot from 5 ft,5,7
25,1,8:24.0,Defensive rebound by K. Porziņģis,,5,7
26,1,8:18.0,K. Porziņģis misses 3-pt jump shot from 29 ft,,5,7
27,1,8:17.0,,Defensive rebound by A. Davis,5,7
28,1,8:10.0,,D. Cunningham misses 2-pt layup from 1 ft,5,7
29,1,8:09.0,Defensive rebound by C. Anthony,,5,7
30,1,8:05.0,Turnover by C. Anthony (bad pass; steal by J. Holiday),,5,7
31,1,8:01.0,,J. Holiday makes 2-pt layup from 2 ft,5,9
32,1,7:40.0,D. Rose makes 2-pt jump shot from 11 ft,,7,9
33,1,7:25.0,,B. Hield misses 3-pt jump shot from 25 ft,7,9
34,1,7:25.0,Defensive rebound by J. Noah,,7,9
35,1,7:09.0,K. Porziņģis makes 2-pt jump shot from 14 ft,,9,9
36,1,6:47.0,,A. Davis misses 2-pt jump shot from 10 ft,9,9
37,1,6:46.0,Defensive rebound by K. Porziņģis,,9,9
38,1,6:31.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,9,9
39,1,6:30.0,,Defensive rebound by A. Davis,9,9
40,1,6:20.0,,A. Davis misses 2-pt jump shot from 14 ft,9,9
41,1,6:20.0,Defensive rebound by K. Porziņģis,,9,9
42,1,6:10.0,D. Rose misses 2-pt jump shot from 18 ft,,9,9
43,1,6:10.0,,Defensive rebound by A. Davis,9,9
44,1,6:05.0,,A. Davis makes 2-pt layup from 2 ft,9,11
