,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
99,1,1:19.0,,Turnover by J. Crawford (bad pass; steal by B. Biyombo),25,26
100,1,1:14.0,E. Fournier makes 2-pt layup from 3 ft (assist by A. Gordon),,27,26
101,1,0:56.0,,B. Bass misses 2-pt dunk at rim (block by B. Biyombo),27,26
102,1,0:56.0,,Offensive rebound by Team,27,26
103,1,0:56.0,,Turnover by B. Bass (illegal assist),27,26
104,1,0:54.0,,W. Johnson enters the game for A. Rivers,27,26
105,1,0:46.0,J. Meeks makes 3-pt jump shot from 30 ft (assist by E. Fournier),,30,26
106,1,0:39.0,Violation by B. Biyombo (def goaltending),,30,26
107,1,0:39.0,,R. Felton makes 2-pt layup from 3 ft,30,28
108,1,0:27.0,D. Augustin misses 2-pt jump shot from 5 ft,,30,28
109,1,0:24.0,,Defensive rebound by D. Jordan,30,28
110,1,0:08.0,,Turnover by R. Felton (bad pass; steal by J. Meeks),30,28
111,1,0:02.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by D. Augustin),,33,28
112,2,11:38.0,A. Gordon misses 3-pt jump shot from 26 ft,,33,28
113,2,11:37.0,Offensive rebound by Team,,33,28
114,2,11:25.0,A. Gordon misses 2-pt jump shot from 12 ft,,33,28
115,2,11:22.0,,Defensive rebound by W. Johnson,33,28
116,2,11:08.0,,R. Felton misses 3-pt jump shot from 25 ft,33,28
117,2,11:07.0,Defensive rebound by J. Meeks,,33,28
118,2,10:57.0,B. Biyombo misses 2-pt hook shot from 5 ft,,33,28
119,2,10:54.0,,Defensive rebound by R. Felton,33,28
120,2,10:48.0,,W. Johnson makes 3-pt jump shot from 27 ft (assist by J. Crawford),33,31
121,2,10:28.0,A. Gordon makes 2-pt jump shot from 19 ft,,35,31
122,2,10:10.0,,J. Crawford misses 2-pt jump shot from 8 ft,35,31
123,2,10:08.0,Defensive rebound by J. Meeks,,35,31
124,2,9:57.0,D. Augustin misses 2-pt jump shot from 18 ft (block by R. Felton),,35,31
125,2,9:54.0,,Defensive rebound by R. Felton,35,31
126,2,9:52.0,,Shooting foul by J. Meeks (drawn by B. Bass),35,31
127,2,9:52.0,,B. Bass makes 2-pt layup from 2 ft,35,33
128,2,9:52.0,C. Watson enters the game for J. Meeks,,35,33
129,2,9:52.0,,B. Bass makes free throw 1 of 1,35,34
130,2,9:38.0,Turnover by M. Hezonja (lost ball; steal by J. Crawford),,35,34
131,2,9:34.0,,Turnover by R. Felton (bad pass),35,34
132,2,9:14.0,M. Hezonja misses 3-pt jump shot from 27 ft,,35,34
133,2,9:13.0,,Defensive rebound by M. Speights,35,34
134,2,9:03.0,,Turnover by B. Bass (bad pass),35,34
135,2,8:50.0,A. Gordon misses 3-pt jump shot from 25 ft,,35,34
136,2,8:49.0,Offensive rebound by A. Gordon,,35,34
137,2,8:46.0,Official timeout,,35,34
138,2,8:46.0,,C. Paul enters the game for B. Bass,35,34
139,2,8:46.0,E. Payton enters the game for A. Gordon,,35,34
140,2,8:46.0,J. Green enters the game for D. Augustin,,35,34
141,2,8:38.0,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),,37,34
142,2,8:23.0,,Turnover by J. Crawford (lost ball; steal by C. Watson),37,34
143,2,8:14.0,Shooting foul by W. Johnson (drawn by E. Payton),,37,34
144,2,8:14.0,E. Payton misses free throw 1 of 2,,37,34
145,2,8:14.0,Offensive rebound by Team,,37,34
146,2,8:14.0,E. Payton misses free throw 2 of 2,,37,34
147,2,8:13.0,,Defensive rebound by R. Felton,37,34
148,2,7:59.0,,R. Felton misses 2-pt layup from 3 ft,37,34
149,2,7:55.0,Defensive rebound by B. Biyombo,,37,34
150,2,7:47.0,Turnover by B. Biyombo (lost ball; steal by W. Johnson),,37,34
151,2,7:27.0,,C. Paul makes 2-pt jump shot from 19 ft,37,36
152,2,7:06.0,Orlando full timeout,,37,36
153,2,7:06.0,,J. Redick enters the game for R. Felton,37,36
154,2,6:59.0,C. Watson misses 3-pt jump shot from 26 ft,,37,36
155,2,6:59.0,Offensive rebound by Team,,37,36
156,2,6:59.0,,Loose ball foul by J. Redick (drawn by B. Biyombo),37,36
157,2,6:51.0,J. Green misses 2-pt jump shot from 8 ft,,37,36
158,2,6:48.0,Offensive rebound by C. Watson,,37,36
159,2,6:45.0,C. Watson makes 2-pt jump shot from 20 ft,,39,36
160,2,6:45.0,Shooting foul by M. Speights (drawn by C. Watson),,39,36
161,2,6:45.0,N. Vučević enters the game for B. Biyombo,,39,36
162,2,6:45.0,C. Watson makes free throw 1 of 1,,40,36
163,2,6:31.0,,J. Crawford misses 2-pt jump shot from 20 ft,40,36
164,2,6:30.0,Defensive rebound by N. Vučević,,40,36
165,2,6:23.0,J. Green makes 2-pt layup from 3 ft (assist by N. Vučević),,42,36
166,2,6:23.0,Shooting foul by W. Johnson (drawn by J. Green),,42,36
167,2,6:23.0,,D. Jordan enters the game for M. Speights,42,36
168,2,6:23.0,,L. Mbah a Moute enters the game for W. Johnson,42,36
169,2,6:23.0,J. Green makes free throw 1 of 1,,43,36
170,2,6:04.0,,Personal foul by C. Watson (drawn by L. Mbah a Moute),43,36
171,2,6:04.0,,A. Rivers enters the game for J. Crawford,43,36
172,2,5:58.0,,C. Paul makes 2-pt jump shot from 15 ft (assist by A. Rivers),43,38
173,2,5:46.0,E. Payton misses 2-pt jump shot from 8 ft,,43,38
174,2,5:44.0,,Defensive rebound by D. Jordan,43,38
175,2,5:39.0,,C. Paul misses 3-pt jump shot from 27 ft,43,38
176,2,5:37.0,,Offensive rebound by L. Mbah a Moute,43,38
177,2,5:29.0,,C. Paul makes 2-pt jump shot from 15 ft,43,40
178,2,5:08.0,M. Hezonja misses 3-pt jump shot from 27 ft,,43,40
179,2,5:07.0,,Defensive rebound by C. Paul,43,40
180,2,5:01.0,,D. Jordan misses 2-pt layup from 1 ft,43,40
181,2,4:58.0,Defensive rebound by N. Vučević,,43,40
182,2,4:52.0,N. Vučević misses 3-pt jump shot from 27 ft,,43,40
183,2,4:51.0,Offensive rebound by J. Green,,43,40
184,2,4:48.0,Personal foul by C. Paul (drawn by J. Green),,43,40
185,2,4:48.0,J. Green makes free throw 1 of 2,,44,40
186,2,4:48.0,E. Fournier enters the game for M. Hezonja,,44,40
187,2,4:48.0,J. Green makes free throw 2 of 2,,45,40
188,2,4:35.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,45,40
189,2,4:34.0,Defensive rebound by C. Watson,,45,40
190,2,4:26.0,J. Green misses 2-pt layup from 2 ft,,45,40
191,2,4:25.0,,Defensive rebound by L. Mbah a Moute,45,40
192,2,4:23.0,,Turnover by L. Mbah a Moute (traveling),45,40
193,2,4:23.0,A. Gordon enters the game for C. Watson,,45,40
194,2,4:15.0,N. Vučević misses 2-pt jump shot from 18 ft,,45,40
195,2,4:14.0,,Defensive rebound by C. Paul,45,40
196,2,4:05.0,,J. Redick misses 3-pt jump shot from 24 ft,45,40
197,2,4:04.0,,Offensive rebound by D. Jordan,45,40
198,2,3:59.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by D. Jordan),45,43
199,2,3:46.0,Turnover by N. Vučević (lost ball; steal by C. Paul),,45,43
200,2,3:36.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),45,45
201,2,3:36.0,Orlando full timeout,,45,45
202,2,3:36.0,Technical foul by N. Vučević,,45,45
203,2,3:36.0,,J. Redick makes technical free throw,45,46
204,2,3:22.0,J. Green misses 2-pt jump shot from 4 ft,,45,46
205,2,3:22.0,,Defensive rebound by Team,45,46
206,2,3:09.0,,L. Mbah a Moute misses 2-pt jump shot from 16 ft,45,46
207,2,3:08.0,,Offensive rebound by D. Jordan,45,46
208,2,2:58.0,Loose ball foul by E. Fournier (drawn by D. Jordan),,45,46
209,2,2:58.0,,LA Clippers full timeout,45,46
210,2,2:52.0,,Shooting foul by E. Fournier (drawn by A. Rivers),45,46
211,2,2:52.0,,A. Rivers makes free throw 1 of 2,45,47
212,2,2:52.0,,A. Rivers makes free throw 2 of 2,45,48
213,2,2:36.0,Turnover by A. Gordon (lost ball; steal by D. Jordan),,45,48
214,2,2:30.0,,L. Mbah a Moute makes 2-pt layup from 4 ft (assist by C. Paul),45,50
215,2,2:20.0,E. Payton makes 2-pt layup from 2 ft,,47,50
216,2,2:07.0,,Personal foul by E. Fournier (drawn by J. Redick),47,50
217,2,2:07.0,,J. Redick makes free throw 1 of 2,47,51
218,2,2:07.0,D. Augustin enters the game for E. Fournier,,47,51
219,2,2:07.0,,J. Redick makes free throw 2 of 2,47,52
220,2,1:56.0,J. Green misses 3-pt jump shot from 26 ft,,47,52
221,2,1:54.0,,Defensive rebound by J. Redick,47,52
222,2,1:45.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),47,54
223,2,1:26.0,N. Vučević makes 2-pt jump shot from 12 ft,,49,54
224,2,1:12.0,,D. Jordan makes 2-pt dunk at rim (assist by A. Rivers),49,56
225,2,0:49.0,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Payton),,51,56
226,2,0:33.0,,L. Mbah a Moute misses 2-pt jump shot from 21 ft,51,56
227,2,0:32.0,Defensive rebound by J. Green,,51,56
228,2,0:14.0,E. Payton misses 2-pt jump shot from 16 ft,,51,56
229,2,0:13.0,,Defensive rebound by D. Jordan,51,56
230,2,0:02.0,,Turnover by C. Paul (bad pass),51,56
231,2,0:02.0,J. Meeks enters the game for E. Payton,,51,56
232,2,0:02.0,,R. Felton enters the game for C. Paul,51,56
233,2,0:01.0,A. Gordon misses 3-pt jump shot from 27 ft,,51,56
234,2,0:00.0,Offensive rebound by Team,,51,56
235,3,11:43.0,A. Gordon makes 2-pt layup from 3 ft,,53,56
236,3,11:22.0,,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by J. Redick),53,58
237,3,11:03.0,Turnover by E. Fournier (bad pass; steal by L. Mbah a Moute),,53,58
238,3,10:59.0,,L. Mbah a Moute makes 2-pt dunk at rim,53,60
239,3,10:43.0,,Violation by D. Jordan (kicked ball),53,60
240,3,10:33.0,J. Green makes 2-pt jump shot from 18 ft,,55,60
241,3,10:17.0,,Offensive foul by D. Jordan (drawn by E. Fournier),55,60
242,3,10:17.0,,Turnover by D. Jordan (offensive foul),55,60
243,3,9:59.0,J. Green misses 2-pt jump shot from 19 ft,,55,60
244,3,9:56.0,,Defensive rebound by C. Paul,55,60
245,3,9:51.0,,J. Redick misses 3-pt jump shot from 27 ft,55,60
246,3,9:49.0,Defensive rebound by E. Payton,,55,60
247,3,9:43.0,E. Payton makes 2-pt layup from 2 ft,,57,60
248,3,9:13.0,,C. Paul misses 2-pt jump shot from 15 ft,57,60
249,3,9:12.0,,Offensive rebound by D. Jordan,57,60
250,3,9:12.0,,Shooting foul by N. Vučević (drawn by D. Jordan),57,60
251,3,9:12.0,,D. Jordan makes free throw 1 of 2,57,61
252,3,9:12.0,,D. Jordan misses free throw 2 of 2,57,61
253,3,9:12.0,Defensive rebound by Team,,57,61
254,3,9:03.0,E. Payton misses 2-pt jump shot from 17 ft,,57,61
255,3,9:01.0,,Defensive rebound by D. Jordan,57,61
256,3,8:47.0,,Personal foul by E. Payton (drawn by C. Paul),57,61
257,3,8:33.0,,A. Rivers misses 2-pt layup from 2 ft,57,61
258,3,8:29.0,,Offensive rebound by D. Jordan,57,61
259,3,8:29.0,,D. Jordan misses 2-pt layup at rim,57,61
260,3,8:26.0,Defensive rebound by N. Vučević,,57,61
261,3,8:25.0,Turnover by E. Payton (lost ball; steal by C. Paul),,57,61
262,3,8:25.0,,Personal foul by E. Fournier (drawn by C. Paul),57,61
263,3,8:25.0,J. Meeks enters the game for E. Fournier,,57,61
264,3,8:11.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by J. Redick),57,63
265,3,7:56.0,E. Payton misses 2-pt jump shot from 4 ft (block by D. Jordan),,57,63
266,3,7:56.0,Offensive rebound by Team,,57,63
267,3,7:56.0,Orlando full timeout,,57,63
268,3,7:53.0,J. Meeks makes 2-pt jump shot from 16 ft (assist by A. Gordon),,59,63
269,3,7:30.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,59,63
270,3,7:27.0,,Offensive rebound by D. Jordan,59,63
271,3,7:27.0,,D. Jordan makes 2-pt layup from 2 ft,59,65
272,3,7:05.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,61,65
273,3,6:42.0,,A. Rivers misses 2-pt layup from 2 ft,61,65
274,3,6:41.0,Defensive rebound by N. Vučević,,61,65
275,3,6:34.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by A. Gordon),,63,65
276,3,6:18.0,,C. Paul misses 3-pt jump shot from 26 ft,63,65
277,3,6:15.0,Defensive rebound by A. Gordon,,63,65
278,3,6:12.0,J. Meeks misses 2-pt layup from 2 ft (block by D. Jordan),,63,65
279,3,6:09.0,Offensive rebound by Team,,63,65
280,3,6:04.0,J. Green misses 2-pt jump shot from 8 ft,,63,65
281,3,6:03.0,,Defensive rebound by D. Jordan,63,65
282,3,5:56.0,,J. Redick misses 2-pt jump shot from 21 ft,63,65
283,3,5:56.0,Defensive rebound by Team,,63,65
284,3,5:39.0,Turnover by J. Green (palming),,63,65
285,3,5:22.0,,C. Paul misses 3-pt jump shot from 27 ft,63,65
286,3,5:20.0,Defensive rebound by J. Green,,63,65
287,3,5:04.0,Turnover by N. Vučević (bad pass; steal by C. Paul),,63,65
288,3,5:01.0,,Shooting foul by J. Green (drawn by A. Rivers),63,65
289,3,5:01.0,,A. Rivers misses free throw 1 of 2,63,65
290,3,5:01.0,,Offensive rebound by Team,63,65
291,3,5:01.0,,A. Rivers misses free throw 2 of 2,63,65
292,3,5:01.0,D. Augustin enters the game for E. Payton,,63,65
293,3,5:00.0,Defensive rebound by N. Vučević,,63,65
294,3,4:50.0,D. Augustin misses 3-pt jump shot from 25 ft,,63,65
295,3,4:49.0,,Defensive rebound by D. Jordan,63,65
296,3,4:39.0,,Offensive foul by C. Paul (drawn by D. Augustin),63,65
297,3,4:39.0,,Turnover by C. Paul (offensive foul),63,65
298,3,4:39.0,,J. Crawford enters the game for J. Redick,63,65
299,3,4:25.0,N. Vučević misses 2-pt jump shot from 22 ft,,63,65
300,3,4:22.0,,Defensive rebound by D. Jordan,63,65
301,3,4:04.0,,C. Paul misses 2-pt jump shot from 21 ft,63,65
302,3,4:03.0,Defensive rebound by N. Vučević,,63,65
303,3,3:55.0,J. Green misses 2-pt layup from 2 ft,,63,65
304,3,3:52.0,,Defensive rebound by A. Rivers,63,65
305,3,3:51.0,Offensive charge foul by A. Rivers (drawn by D. Augustin),,63,65
306,3,3:51.0,,Turnover by A. Rivers (offensive foul),63,65
307,3,3:51.0,,W. Johnson enters the game for L. Mbah a Moute,63,65
308,3,3:35.0,Personal foul by D. Jordan (drawn by N. Vučević),,63,65
309,3,3:35.0,,R. Felton enters the game for C. Paul,63,65
310,3,3:26.0,Personal foul by R. Felton (drawn by D. Augustin),,63,65
311,3,3:26.0,M. Hezonja enters the game for J. Green,,63,65
312,3,3:20.0,Turnover by N. Vučević (traveling),,63,65
313,3,3:04.0,,J. Crawford makes 2-pt jump shot from 12 ft,63,67
314,3,2:52.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by N. Vučević),,66,67
315,3,2:36.0,,Turnover by J. Crawford (bad pass; steal by J. Meeks),66,67
316,3,2:30.0,A. Gordon makes 2-pt dunk at rim,,68,67
317,3,2:20.0,,LA Clippers full timeout,68,67
318,3,2:20.0,,M. Speights enters the game for D. Jordan,68,67
319,3,2:20.0,B. Biyombo enters the game for N. Vučević,,68,67
320,3,2:06.0,,J. Crawford makes 2-pt layup from 1 ft,68,69
321,3,1:46.0,B. Biyombo makes 2-pt layup from 3 ft (assist by M. Hezonja),,70,69
322,3,1:23.0,,J. Crawford misses 3-pt jump shot from 26 ft,70,69
323,3,1:22.0,Defensive rebound by B. Biyombo,,70,69
324,3,1:06.0,J. Meeks makes 2-pt jump shot from 16 ft,,72,69
325,3,0:55.0,,Turnover by A. Rivers (lost ball),72,69
326,3,0:55.0,,J. Redick enters the game for A. Rivers,72,69
327,3,0:43.0,Turnover by M. Hezonja (bad pass; steal by W. Johnson),,72,69
328,3,0:38.0,Violation by B. Biyombo (def goaltending),,72,69
329,3,0:38.0,,R. Felton makes 2-pt layup from 2 ft (assist by W. Johnson),72,71
330,3,0:19.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by D. Augustin),,75,71
331,3,0:03.0,,J. Crawford makes 2-pt jump shot from 3 ft,75,73
332,3,0:00.0,D. Augustin misses 3-pt jump shot from 53 ft,,75,73
333,3,0:00.0,Offensive rebound by Team,,75,73
334,4,11:53.0,,Shooting foul by M. Hezonja (drawn by J. Crawford),75,73
335,4,11:53.0,,J. Crawford makes free throw 1 of 3,75,74
336,4,11:53.0,,J. Crawford makes free throw 2 of 3,75,75
337,4,11:53.0,,J. Crawford makes free throw 3 of 3,75,76
338,4,11:38.0,J. Meeks misses 3-pt jump shot from 26 ft,,75,76
339,4,11:36.0,,Defensive rebound by W. Johnson,75,76
340,4,11:32.0,,Turnover by J. Crawford (bad pass; steal by J. Meeks),75,76
341,4,11:28.0,J. Meeks makes 2-pt dunk at rim,,77,76
342,4,11:10.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Redick),77,79
343,4,10:52.0,J. Green misses 3-pt jump shot from 27 ft,,77,79
344,4,10:51.0,,Defensive rebound by W. Johnson,77,79
345,4,10:39.0,,W. Johnson makes 2-pt jump shot from 18 ft (assist by J. Crawford),77,81
346,4,10:21.0,M. Hezonja misses 3-pt jump shot from 25 ft,,77,81
347,4,10:19.0,,Defensive rebound by M. Speights,77,81
348,4,10:12.0,,M. Speights makes 2-pt layup from 2 ft (assist by J. Crawford),77,83
349,4,10:12.0,,Shooting foul by M. Hezonja (drawn by M. Speights),77,83
350,4,10:12.0,Orlando full timeout,,77,83
351,4,10:12.0,,M. Speights misses free throw 1 of 1,77,83
352,4,10:12.0,C. Watson enters the game for M. Hezonja,,77,83
353,4,10:10.0,Defensive rebound by J. Meeks,,77,83
354,4,9:48.0,J. Green misses 2-pt jump shot from 13 ft,,77,83
355,4,9:46.0,,Defensive rebound by J. Redick,77,83
356,4,9:43.0,,Turnover by M. Speights (traveling),77,83
357,4,9:26.0,J. Green makes 2-pt jump shot from 15 ft,,79,83
358,4,9:11.0,,Turnover by J. Crawford (bad pass; steal by J. Meeks),79,83
359,4,9:06.0,D. Augustin makes 2-pt layup from 3 ft (assist by C. Watson),,81,83
360,4,8:48.0,,M. Speights makes 2-pt dunk at rim (assist by J. Redick),81,85
361,4,8:30.0,C. Watson misses 2-pt jump shot from 3 ft,,81,85
362,4,8:27.0,,Defensive rebound by M. Speights,81,85
363,4,8:23.0,,R. Felton makes 2-pt layup from 2 ft,81,87
364,4,8:09.0,Shooting block foul by M. Speights (drawn by J. Green),,81,87
365,4,8:09.0,J. Green misses free throw 1 of 2,,81,87
366,4,8:09.0,Offensive rebound by Team,,81,87
367,4,8:09.0,E. Fournier enters the game for J. Meeks,,81,87
368,4,8:09.0,J. Green makes free throw 2 of 2,,82,87
369,4,7:49.0,,R. Felton makes 2-pt layup from 1 ft (assist by M. Speights),82,89
370,4,7:37.0,D. Augustin misses 2-pt jump shot from 18 ft,,82,89
371,4,7:36.0,Offensive rebound by D. Augustin,,82,89
372,4,7:35.0,Personal foul by J. Crawford (drawn by D. Augustin),,82,89
373,4,7:35.0,A. Gordon enters the game for J. Green,,82,89
374,4,7:28.0,E. Fournier misses 2-pt jump shot from 11 ft,,82,89
375,4,7:26.0,,Defensive rebound by J. Redick,82,89
376,4,7:14.0,,W. Johnson misses 2-pt jump shot from 21 ft,82,89
377,4,7:12.0,Defensive rebound by D. Augustin,,82,89
378,4,7:08.0,Personal foul by R. Felton (drawn by D. Augustin),,82,89
379,4,7:08.0,N. Vučević enters the game for B. Biyombo,,82,89
380,4,6:53.0,Shooting foul by R. Felton (drawn by D. Augustin),,82,89
381,4,6:53.0,D. Augustin makes free throw 1 of 3,,83,89
382,4,6:53.0,D. Augustin makes free throw 2 of 3,,84,89
383,4,6:53.0,,C. Paul enters the game for R. Felton,84,89
384,4,6:53.0,D. Augustin makes free throw 3 of 3,,85,89
385,4,6:40.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by J. Crawford),85,92
386,4,6:24.0,E. Fournier makes 2-pt jump shot from 17 ft,,87,92
387,4,6:09.0,,Offensive foul by M. Speights (drawn by C. Watson),87,92
