,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
0,1,11:39.0,,J. Nurkić misses 2-pt layup from 3 ft,0,0
1,1,11:37.0,,Offensive rebound by K. Faried,0,0
2,1,11:37.0,,K. Faried makes 2-pt layup from 2 ft,0,2
3,1,11:24.0,D. Booker misses 2-pt jump shot from 15 ft,,0,2
4,1,11:23.0,,Defensive rebound by K. Faried,0,2
5,1,11:17.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Nurkić),0,4
6,1,11:07.0,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),,2,4
7,1,10:49.0,,K. Faried misses 2-pt jump shot from 16 ft,2,4
8,1,10:48.0,,Offensive rebound by J. Nurkić,2,4
9,1,10:46.0,,Turnover by J. Nurkić (lost ball; steal by E. Bledsoe),2,4
10,1,10:38.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,4,4
11,1,10:22.0,,D. Gallinari misses 2-pt jump shot from 10 ft,4,4
12,1,10:21.0,,Offensive rebound by J. Nurkić,4,4
13,1,10:11.0,,Personal foul by D. Booker (drawn by J. Nurkić),4,4
14,1,10:11.0,,Shooting foul by T. Warren (drawn by D. Gallinari),4,4
15,1,10:11.0,,D. Gallinari makes free throw 1 of 2,4,5
16,1,10:11.0,,D. Gallinari makes free throw 2 of 2,4,6
17,1,10:02.0,Turnover by E. Bledsoe (lost ball; steal by K. Faried),,4,6
18,1,9:54.0,,E. Mudiay makes 2-pt layup from 1 ft,4,8
19,1,9:36.0,D. Booker misses 2-pt jump shot from 12 ft,,4,8
20,1,9:35.0,,Defensive rebound by J. Nurkić,4,8
21,1,9:26.0,,Personal foul by M. Chriss (drawn by J. Nelson),4,8
22,1,9:12.0,,J. Nelson makes 2-pt layup from 1 ft,4,10
23,1,9:08.0,Turnover by D. Booker (lost ball),,4,10
24,1,9:08.0,Phoenix full timeout,,4,10
25,1,8:55.0,,Personal foul by T. Warren,4,10
26,1,8:55.0,P. Tucker enters the game for T. Warren,,4,10
27,1,8:44.0,,D. Gallinari misses 2-pt layup from 2 ft (block by T. Chandler),4,10
28,1,8:42.0,Defensive rebound by T. Chandler,,4,10
29,1,8:23.0,P. Tucker misses 3-pt jump shot from 24 ft,,4,10
30,1,8:23.0,,Defensive rebound by K. Faried,4,10
31,1,8:13.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by J. Nurkić),4,12
32,1,7:53.0,Turnover by P. Tucker (lost ball; steal by K. Faried),,4,12
33,1,7:45.0,,J. Nelson misses 3-pt jump shot from 24 ft,4,12
34,1,7:44.0,,Offensive rebound by K. Faried,4,12
35,1,7:41.0,,Turnover by K. Faried (bad pass; steal by D. Booker),4,12
36,1,7:41.0,Personal foul by J. Nelson (drawn by E. Bledsoe),,4,12
37,1,7:37.0,J. Dudley enters the game for M. Chriss,,4,12
38,1,7:31.0,D. Booker misses 2-pt jump shot from 21 ft,,4,12
39,1,7:31.0,,Defensive rebound by K. Faried,4,12
40,1,7:21.0,,J. Nurkić misses 2-pt jump shot from 12 ft,4,12
41,1,7:20.0,Defensive rebound by D. Booker,,4,12
42,1,7:12.0,Turnover by D. Booker (bad pass; steal by E. Mudiay),,4,12
43,1,7:09.0,,Turnover by J. Nelson (bad pass; steal by E. Bledsoe),4,12
44,1,7:08.0,Turnover by E. Bledsoe (bad pass),,4,12
45,1,7:08.0,A. Len enters the game for T. Chandler,,4,12
46,1,7:08.0,B. Knight enters the game for D. Booker,,4,12
47,1,6:55.0,,J. Nurkić misses 2-pt jump shot from 21 ft,4,12
48,1,6:54.0,,Offensive rebound by K. Faried,4,12
49,1,6:51.0,,K. Faried misses 2-pt layup from 2 ft,4,12
50,1,6:50.0,Defensive rebound by E. Bledsoe,,4,12
51,1,6:33.0,B. Knight makes 2-pt jump shot from 21 ft,,6,12
52,1,6:21.0,,N. Jokić enters the game for J. Nurkić,6,12
53,1,6:13.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by E. Mudiay),6,15
54,1,6:03.0,J. Dudley misses 3-pt jump shot from 25 ft,,6,15
55,1,6:02.0,,Defensive rebound by E. Mudiay,6,15
56,1,5:51.0,,N. Jokić misses 2-pt jump shot from 6 ft,6,15
57,1,5:49.0,Defensive rebound by A. Len,,6,15
58,1,5:42.0,Shooting foul by K. Faried (drawn by B. Knight),,6,15
59,1,5:42.0,B. Knight makes free throw 1 of 2,,7,15
60,1,5:42.0,,J. Murray enters the game for J. Nelson,7,15
61,1,5:42.0,,W. Chandler enters the game for K. Faried,7,15
62,1,5:42.0,B. Knight makes free throw 2 of 2,,8,15
63,1,5:30.0,,Personal foul by P. Tucker (drawn by D. Gallinari),8,15
64,1,5:30.0,,D. Gallinari makes free throw 1 of 2,8,16
65,1,5:30.0,,D. Gallinari makes free throw 2 of 2,8,17
66,1,5:12.0,E. Bledsoe misses 2-pt layup from 2 ft,,8,17
67,1,5:11.0,,Defensive rebound by N. Jokić,8,17
68,1,4:55.0,,W. Chandler misses 2-pt jump shot from 11 ft,8,17
69,1,4:54.0,Defensive rebound by P. Tucker,,8,17
70,1,4:44.0,B. Knight misses 2-pt jump shot from 9 ft,,8,17
71,1,4:43.0,,Defensive rebound by D. Gallinari,8,17
72,1,4:36.0,L. Barbosa enters the game for E. Bledsoe,,8,17
73,1,4:21.0,,D. Gallinari misses 2-pt jump shot from 22 ft,8,17
74,1,4:21.0,,Offensive rebound by Team,8,17
75,1,4:09.0,,E. Mudiay misses 2-pt layup from 2 ft,8,17
