,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
377,4,3:44.0,,N. Jokić misses 2-pt jump shot from 3 ft,103,96
378,4,3:44.0,Defensive rebound by M. Belinelli,,103,96
379,4,3:27.0,M. Williams makes 2-pt jump shot from 9 ft (assist by N. Batum),,105,96
380,4,3:11.0,,W. Barton misses 3-pt jump shot from 23 ft,105,96
381,4,3:09.0,Defensive rebound by N. Batum,,105,96
382,4,3:05.0,Shooting foul by J. Murray (drawn by K. Walker),,105,96
383,4,3:05.0,K. Walker makes free throw 1 of 2,,106,96
384,4,3:05.0,K. Walker makes free throw 2 of 2,,107,96
385,4,2:43.0,,D. Gallinari misses 3-pt jump shot from 26 ft,107,96
386,4,2:43.0,Defensive rebound by N. Batum,,107,96
387,4,2:25.0,N. Batum misses 2-pt jump shot from 16 ft,,107,96
388,4,2:25.0,,Defensive rebound by D. Gallinari,107,96
389,4,2:19.0,,J. Murray misses 3-pt jump shot from 25 ft,107,96
390,4,2:17.0,Defensive rebound by C. Zeller,,107,96
391,4,1:58.0,C. Zeller misses 2-pt jump shot from 3 ft,,107,96
392,4,1:56.0,Offensive rebound by K. Walker,,107,96
393,4,1:54.0,Personal foul by D. Gallinari (drawn by K. Walker),,107,96
394,4,1:54.0,K. Walker makes free throw 1 of 2,,108,96
395,4,1:54.0,K. Walker makes free throw 2 of 2,,109,96
396,4,1:43.0,,N. Jokić makes 2-pt dunk at rim (assist by J. Nelson),109,98
397,4,1:31.0,Personal foul by W. Barton (drawn by C. Zeller),,109,98
398,4,1:31.0,C. Zeller misses free throw 1 of 2,,109,98
399,4,1:31.0,Offensive rebound by Team,,109,98
400,4,1:31.0,C. Zeller misses free throw 2 of 2,,109,98
401,4,1:29.0,,Defensive rebound by J. Murray,109,98
402,4,1:18.0,,J. Nelson misses 3-pt jump shot from 24 ft,109,98
403,4,1:18.0,,Offensive rebound by N. Jokić,109,98
404,4,1:18.0,,Shooting foul by C. Zeller (drawn by N. Jokić),109,98
405,4,1:18.0,,N. Jokić misses free throw 1 of 2,109,98
406,4,1:18.0,,Offensive rebound by Team,109,98
407,4,1:18.0,,N. Jokić misses free throw 2 of 2,109,98
408,4,1:17.0,Defensive rebound by C. Zeller,,109,98
409,4,1:17.0,Personal take foul by D. Gallinari (drawn by C. Zeller),,109,98
410,4,1:17.0,C. Zeller misses free throw 1 of 2,,109,98
411,4,1:17.0,Offensive rebound by Team,,109,98
412,4,1:17.0,C. Zeller makes free throw 2 of 2,,110,98
413,4,1:17.0,,Denver full timeout,110,98
414,4,1:11.0,,W. Barton misses 2-pt jump shot from 6 ft,110,98
415,4,1:11.0,,Offensive rebound by N. Jokić,110,98
416,4,1:11.0,,N. Jokić makes 2-pt layup from 1 ft,110,100
417,4,1:01.0,Personal take foul by W. Barton (drawn by N. Batum),,110,100
418,4,1:01.0,N. Batum makes free throw 1 of 2,,111,100
419,4,1:01.0,N. Batum makes free throw 2 of 2,,112,100
420,4,0:47.0,,Turnover by N. Jokić (bad pass),112,100
421,4,0:27.0,K. Walker misses 3-pt jump shot from 27 ft,,112,100
422,4,0:26.0,,Defensive rebound by N. Jokić,112,100
423,4,0:18.0,,D. Gallinari makes 2-pt layup at rim (assist by N. Jokić),112,102
