,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
0,1,11:37.0,C. McCollum misses 2-pt layup from 2 ft,,0,0
1,1,11:37.0,Offensive rebound by J. Nurkić,,0,0
2,1,11:37.0,J. Nurkić misses 2-pt layup from 1 ft (block by S. Hill),,0,0
3,1,11:37.0,Offensive rebound by J. Nurkić,,0,0
4,1,11:17.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by C. McCollum),,2,0
5,1,10:52.0,,D. Cousins misses 2-pt jump shot from 4 ft,2,0
6,1,10:52.0,Defensive rebound by C. McCollum,,2,0
7,1,10:44.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,5,0
8,1,10:32.0,,J. Holiday misses 3-pt jump shot from 25 ft,5,0
9,1,10:31.0,Defensive rebound by N. Vonleh,,5,0
10,1,10:16.0,D. Lillard misses 3-pt jump shot from 27 ft,,5,0
11,1,10:16.0,,Defensive rebound by W. Selden,5,0
12,1,10:02.0,,A. Davis misses 2-pt jump shot from 17 ft,5,0
13,1,10:01.0,Defensive rebound by N. Vonleh,,5,0
14,1,9:53.0,Turnover by J. Nurkić (bad pass; steal by D. Cousins),,5,0
15,1,9:40.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by A. Davis),5,3
16,1,9:22.0,Personal foul by J. Holiday (drawn by D. Lillard),,5,3
17,1,9:09.0,C. McCollum misses 3-pt jump shot from 25 ft,,5,3
18,1,9:09.0,,Defensive rebound by A. Davis,5,3
19,1,8:53.0,,D. Cousins misses 3-pt jump shot from 26 ft,5,3
20,1,8:53.0,Defensive rebound by N. Vonleh,,5,3
21,1,8:48.0,Shooting foul by S. Hill (drawn by D. Lillard),,5,3
22,1,8:48.0,D. Lillard makes free throw 1 of 2,,6,3
23,1,8:48.0,D. Lillard makes free throw 2 of 2,,7,3
24,1,8:37.0,,A. Davis misses 2-pt jump shot from 6 ft,7,3
25,1,8:34.0,Defensive rebound by N. Vonleh,,7,3
26,1,8:25.0,D. Lillard misses 2-pt jump shot from 17 ft,,7,3
27,1,8:25.0,,Defensive rebound by W. Selden,7,3
28,1,8:11.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by W. Selden),7,5
29,1,7:55.0,J. Nurkić misses 2-pt layup from 2 ft,,7,5
30,1,7:55.0,,Defensive rebound by A. Davis,7,5
31,1,7:55.0,,Personal foul by M. Harkless (drawn by A. Davis),7,5
32,1,7:39.0,,J. Holiday makes 2-pt jump shot from 13 ft,7,7
33,1,7:14.0,Shooting foul by A. Davis (drawn by N. Vonleh),,7,7
34,1,7:14.0,N. Vonleh misses free throw 1 of 2,,7,7
35,1,7:14.0,Offensive rebound by Team,,7,7
36,1,7:14.0,N. Vonleh misses free throw 2 of 2,,7,7
37,1,7:13.0,,Defensive rebound by A. Davis,7,7
38,1,7:03.0,,Turnover by J. Holiday (bad pass; steal by N. Vonleh),7,7
39,1,6:57.0,C. McCollum misses 2-pt layup from 2 ft,,7,7
40,1,6:57.0,,Defensive rebound by A. Davis,7,7
41,1,6:57.0,Loose ball foul by N. Vonleh (drawn by D. Cousins),,7,7
42,1,6:41.0,,D. Cousins makes 2-pt jump shot from 4 ft,7,9
43,1,6:24.0,Shooting foul by W. Selden (drawn by M. Harkless),,7,9
44,1,6:24.0,M. Harkless makes free throw 1 of 2,,8,9
45,1,6:24.0,M. Harkless makes free throw 2 of 2,,9,9
46,1,6:13.0,,W. Selden misses 3-pt jump shot from 26 ft,9,9
47,1,6:12.0,Defensive rebound by J. Nurkić,,9,9
48,1,6:03.0,Turnover by M. Harkless (lost ball; steal by J. Holiday),,9,9
49,1,5:58.0,,Shooting foul by M. Harkless (drawn by D. Cousins),9,9
50,1,5:58.0,,New Orleans full timeout,9,9
51,1,5:58.0,,D. Cousins misses free throw 1 of 2,9,9
52,1,5:58.0,,Offensive rebound by Team,9,9
53,1,5:58.0,,D. Cousins misses free throw 2 of 2,9,9
54,1,5:58.0,P. Connaughton enters the game for C. McCollum,,9,9
55,1,5:58.0,A. Crabbe enters the game for M. Harkless,,9,9
56,1,5:58.0,,E. Moore enters the game for W. Selden,9,9
57,1,5:56.0,Defensive rebound by D. Lillard,,9,9
58,1,5:36.0,J. Nurkić misses 2-pt layup from 2 ft,,9,9
59,1,5:36.0,,Defensive rebound by D. Cousins,9,9
60,1,5:22.0,,D. Cousins makes 2-pt layup from 2 ft (assist by E. Moore),9,11
61,1,5:08.0,A. Crabbe misses 3-pt jump shot from 27 ft (block by D. Cousins),,9,11
62,1,5:07.0,,Defensive rebound by A. Davis,9,11
63,1,4:57.0,,Shooting foul by N. Vonleh (drawn by D. Cousins),9,11
64,1,4:57.0,,D. Cousins makes free throw 1 of 2,9,12
65,1,4:57.0,A. Aminu enters the game for N. Vonleh,,9,12
66,1,4:57.0,,D. Cousins makes free throw 2 of 2,9,13
67,1,4:45.0,D. Lillard misses 2-pt jump shot from 4 ft (block by A. Davis),,9,13
68,1,4:43.0,,Defensive rebound by D. Cousins,9,13
69,1,4:38.0,,Shooting foul by P. Connaughton (drawn by E. Moore),9,13
70,1,4:38.0,,E. Moore misses free throw 1 of 2,9,13
71,1,4:38.0,,Offensive rebound by Team,9,13
72,1,4:38.0,,Violation by Team (jump ball),9,13
73,1,4:38.0,,D. Cunningham enters the game for D. Cousins,9,13
74,1,4:38.0,,J. Crawford enters the game for S. Hill,9,13
75,1,4:38.0,,E. Moore makes free throw 2 of 2,9,14
76,1,4:12.0,D. Lillard makes 2-pt layup from 3 ft,,11,14
77,1,3:50.0,,A. Davis misses 2-pt hook shot from 5 ft,11,14
78,1,3:45.0,Defensive rebound by A. Aminu,,11,14
79,1,3:38.0,Personal foul by J. Holiday (drawn by D. Lillard),,11,14
80,1,3:38.0,D. Lillard makes free throw 1 of 2,,12,14
81,1,3:38.0,,T. Frazier enters the game for J. Holiday,12,14
82,1,3:38.0,S. Napier enters the game for P. Connaughton,,12,14
83,1,3:38.0,D. Lillard makes free throw 2 of 2,,13,14
84,1,3:27.0,,J. Crawford misses 2-pt jump shot from 16 ft,13,14
85,1,3:26.0,Defensive rebound by J. Nurkić,,13,14
86,1,3:04.0,A. Crabbe misses 3-pt jump shot from 26 ft,,13,14
87,1,3:02.0,,Defensive rebound by E. Moore,13,14
88,1,2:52.0,,T. Frazier makes 2-pt jump shot from 20 ft (assist by E. Moore),13,16
89,1,2:52.0,Portland full timeout,,13,16
90,1,2:52.0,C. McCollum enters the game for J. Nurkić,,13,16
91,1,2:52.0,N. Vonleh enters the game for D. Lillard,,13,16
92,1,2:36.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Napier),,16,16
93,1,2:20.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by T. Frazier),16,18
94,1,2:02.0,S. Napier misses 3-pt jump shot from 27 ft,,16,18
95,1,2:02.0,,Defensive rebound by D. Cunningham,16,18
96,1,1:49.0,,A. Davis misses 2-pt jump shot from 5 ft,16,18
97,1,1:48.0,Defensive rebound by N. Vonleh,,16,18
98,1,1:38.0,A. Aminu misses 3-pt jump shot from 26 ft,,16,18
99,1,1:37.0,,Defensive rebound by D. Cunningham,16,18
100,1,1:17.0,,D. Cunningham misses 3-pt jump shot from 24 ft,16,18
101,1,1:16.0,Defensive rebound by N. Vonleh,,16,18
102,1,0:57.0,A. Crabbe misses 2-pt jump shot from 22 ft,,16,18
103,1,0:57.0,,Defensive rebound by D. Cunningham,16,18
104,1,0:41.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Frazier),16,20
105,1,0:32.0,C. McCollum misses 2-pt jump shot from 3 ft (block by A. Davis),,16,20
106,1,0:32.0,Offensive rebound by Team,,16,20
107,1,0:32.0,M. Leonard enters the game for N. Vonleh,,16,20
108,1,0:32.0,,D. Cousins enters the game for A. Davis,16,20
109,1,0:21.0,C. McCollum misses 2-pt jump shot from 10 ft,,16,20
110,1,0:21.0,,Defensive rebound by D. Cunningham,16,20
111,1,0:01.0,,J. Crawford makes 3-pt jump shot from 26 ft,16,23
112,2,11:34.0,,T. Frazier misses 2-pt jump shot from 12 ft,16,23
113,2,11:32.0,Defensive rebound by A. Aminu,,16,23
114,2,11:12.0,S. Napier makes 3-pt jump shot from 26 ft (assist by M. Leonard),,19,23
115,2,10:52.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by J. Crawford),19,25
116,2,10:32.0,A. Crabbe misses 3-pt jump shot from 25 ft,,19,25
117,2,10:31.0,,Defensive rebound by D. Cousins,19,25
118,2,10:20.0,,J. Crawford makes 2-pt jump shot from 3 ft,19,27
119,2,9:59.0,S. Napier makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,22,27
120,2,9:43.0,,Shooting foul by M. Leonard (drawn by D. Cousins),22,27
121,2,9:43.0,,D. Cousins misses free throw 1 of 2,22,27
122,2,9:43.0,,Offensive rebound by Team,22,27
123,2,9:43.0,,D. Cousins misses free throw 2 of 2,22,27
124,2,9:41.0,Defensive rebound by A. Crabbe,,22,27
125,2,9:31.0,C. McCollum makes 2-pt jump shot from 21 ft (assist by M. Leonard),,24,27
126,2,9:17.0,,J. Crawford misses 2-pt jump shot from 18 ft,24,27
127,2,9:17.0,Defensive rebound by M. Leonard,,24,27
128,2,9:02.0,A. Crabbe misses 3-pt jump shot from 26 ft,,24,27
129,2,9:02.0,,Defensive rebound by T. Frazier,24,27
130,2,8:44.0,,E. Moore makes 2-pt jump shot from 18 ft,24,29
131,2,8:30.0,Official timeout,,24,29
132,2,8:30.0,,S. Hill enters the game for E. Moore,24,29
133,2,8:24.0,Offensive foul by M. Leonard (drawn by J. Crawford),,24,29
134,2,8:24.0,Turnover by M. Leonard (offensive foul),,24,29
135,2,8:05.0,,D. Cousins misses 2-pt jump shot from 17 ft,24,29
136,2,8:05.0,Defensive rebound by C. McCollum,,24,29
137,2,7:55.0,C. McCollum makes 2-pt dunk at rim,,26,29
138,2,7:37.0,D. Lillard enters the game for C. McCollum,,26,29
139,2,7:37.0,,A. Davis enters the game for D. Cunningham,26,29
140,2,7:37.0,,J. Holiday enters the game for T. Frazier,26,29
141,2,7:25.0,,D. Cousins misses 2-pt jump shot from 8 ft,26,29
142,2,7:25.0,Defensive rebound by A. Aminu,,26,29
143,2,7:16.0,D. Lillard misses 2-pt jump shot from 20 ft,,26,29
144,2,7:15.0,Offensive rebound by A. Aminu,,26,29
145,2,7:06.0,M. Leonard misses 2-pt layup from 2 ft (block by S. Hill),,26,29
146,2,7:05.0,,Defensive rebound by D. Cousins,26,29
147,2,6:57.0,,J. Crawford misses 3-pt jump shot from 26 ft,26,29
148,2,6:56.0,,Offensive rebound by A. Davis,26,29
149,2,6:47.0,,A. Davis misses 2-pt jump shot from 5 ft,26,29
150,2,6:47.0,Defensive rebound by M. Leonard,,26,29
151,2,6:42.0,Turnover by A. Aminu (bad pass; steal by A. Davis),,26,29
152,2,6:35.0,,J. Crawford makes 2-pt layup from 2 ft,26,31
153,2,6:18.0,D. Lillard makes 2-pt layup from 1 ft,,28,31
154,2,6:11.0,Violation by S. Napier (kicked ball),,28,31
155,2,6:11.0,M. Harkless enters the game for S. Napier,,28,31
156,2,5:59.0,,D. Cousins misses 2-pt jump shot from 3 ft,28,31
157,2,5:59.0,,Offensive rebound by A. Davis,28,31
158,2,5:59.0,,Shooting foul by M. Harkless (drawn by A. Davis),28,31
159,2,5:59.0,,New Orleans full timeout,28,31
160,2,5:59.0,,A. Davis makes free throw 1 of 2,28,32
161,2,5:59.0,J. Nurkić enters the game for M. Leonard,,28,31
162,2,5:59.0,,A. Davis makes free throw 2 of 2,28,33
163,2,5:46.0,Turnover by D. Lillard (lost ball),,28,33
164,2,5:46.0,,D. Cunningham enters the game for A. Davis,28,33
165,2,5:26.0,,S. Hill makes 2-pt layup from 1 ft,28,35
166,2,5:06.0,Turnover by A. Crabbe (traveling),,28,35
167,2,4:55.0,,D. Cousins makes 2-pt layup from 2 ft,28,37
168,2,4:43.0,Turnover by J. Nurkić (bad pass; steal by J. Holiday),,28,37
169,2,4:35.0,,D. Cousins makes 2-pt layup from 2 ft,28,39
170,2,4:35.0,Portland full timeout,,28,39
171,2,4:35.0,C. McCollum enters the game for M. Harkless,,28,39
172,2,4:35.0,,E. Moore enters the game for J. Crawford,28,39
173,2,4:13.0,J. Nurkić misses 2-pt layup from 2 ft,,28,39
174,2,4:13.0,,Defensive rebound by D. Cousins,28,39
175,2,3:57.0,,D. Cousins makes 2-pt layup from 3 ft,28,41
176,2,3:38.0,A. Crabbe misses 3-pt jump shot from 25 ft,,28,41
177,2,3:37.0,,Defensive rebound by D. Cunningham,28,41
178,2,3:14.0,,D. Cousins misses 2-pt jump shot from 22 ft,28,41
179,2,3:14.0,Defensive rebound by A. Aminu,,28,41
180,2,3:02.0,Turnover by D. Lillard (bad pass; steal by D. Cousins),,28,41
181,2,2:51.0,,Shooting foul by J. Nurkić (drawn by D. Cousins),28,41
182,2,2:51.0,,D. Cousins misses free throw 1 of 2,28,41
183,2,2:51.0,,Offensive rebound by Team,28,41
184,2,2:51.0,,D. Cousins misses free throw 2 of 2,28,41
185,2,2:51.0,M. Leonard enters the game for J. Nurkić,,28,41
186,2,2:51.0,,T. Frazier enters the game for J. Holiday,28,41
187,2,2:50.0,Defensive rebound by A. Aminu,,28,41
188,2,2:40.0,C. McCollum misses 3-pt jump shot from 25 ft,,28,41
189,2,2:39.0,,Defensive rebound by D. Cunningham,28,41
190,2,2:24.0,,D. Cousins misses 3-pt jump shot from 26 ft,28,41
191,2,2:24.0,Defensive rebound by A. Aminu,,28,41
192,2,2:16.0,Turnover by D. Lillard (bad pass; steal by D. Cousins),,28,41
193,2,2:10.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Frazier),28,43
194,2,2:09.0,Portland full timeout,,28,43
195,2,2:09.0,,A. Ajinça enters the game for D. Cousins,28,43
196,2,1:55.0,D. Lillard makes 2-pt layup from 2 ft,,30,43
197,2,1:43.0,,E. Moore makes 2-pt jump shot from 5 ft,30,45
198,2,1:26.0,Shooting foul by A. Ajinça (drawn by A. Aminu),,30,45
199,2,1:26.0,A. Aminu makes free throw 1 of 2,,31,45
200,2,1:26.0,A. Aminu misses free throw 2 of 2,,31,45
201,2,1:25.0,,Defensive rebound by D. Cunningham,31,45
