,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BROOKLYN_ACTION,CHICAGO_SCORE,BROOKLYN_SCORE
0,1,11:39.0,,B. Lopez misses 3-pt jump shot from 23 ft,0,0
1,1,11:38.0,Defensive rebound by R. Lopez,,0,0
2,1,11:24.0,Shooting foul by B. Lopez (drawn by R. Lopez),,0,0
3,1,11:24.0,R. Lopez makes free throw 1 of 2,,1,0
4,1,11:24.0,R. Lopez makes free throw 2 of 2,,2,0
5,1,11:03.0,,J. Lin makes 2-pt jump shot from 12 ft,2,2
6,1,10:54.0,R. Lopez misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),,2,2
7,1,10:52.0,Offensive rebound by R. Lopez,,2,2
8,1,10:46.0,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Lopez),,5,2
9,1,10:31.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),5,5
10,1,10:21.0,J. Butler makes 2-pt layup from 4 ft,,7,5
11,1,10:11.0,,Shooting foul by R. Lopez (drawn by B. Lopez),7,5
12,1,10:11.0,,B. Lopez makes free throw 1 of 2,7,6
13,1,10:11.0,,B. Lopez makes free throw 2 of 2,7,7
14,1,9:57.0,D. Wade misses 2-pt jump shot from 16 ft,,7,7
15,1,9:56.0,,Defensive rebound by J. Lin,7,7
16,1,9:41.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Gibson),7,7
17,1,9:26.0,R. Lopez misses 2-pt jump shot from 19 ft,,7,7
18,1,9:25.0,,Defensive rebound by B. Bogdanović,7,7
19,1,9:11.0,,B. Lopez misses 2-pt hook shot from 7 ft,7,7
20,1,9:10.0,Defensive rebound by T. Gibson,,7,7
21,1,9:05.0,T. Gibson makes 2-pt layup from 1 ft (assist by D. Wade),,9,7
22,1,8:49.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,9,7
23,1,8:48.0,Defensive rebound by T. Gibson,,9,7
24,1,8:38.0,R. Rondo makes 2-pt jump shot from 18 ft,,11,7
25,1,8:29.0,,Turnover by J. Lin (bad pass; steal by R. Rondo),11,7
26,1,8:24.0,T. Gibson makes 2-pt layup from 3 ft (assist by R. Rondo),,13,7
27,1,7:59.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,13,7
28,1,7:58.0,,Offensive rebound by R. Hollis-Jefferson,13,7
29,1,7:50.0,,J. Lin makes 2-pt jump shot from 5 ft,13,9
30,1,7:36.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by D. Wade),,15,9
31,1,7:22.0,,Turnover by J. Lin (bad pass),15,9
32,1,7:08.0,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Lopez),,18,9
33,1,7:07.0,,Brooklyn full timeout,18,9
34,1,7:07.0,,J. Harris enters the game for T. Booker,18,9
35,1,7:07.0,,J. Hamilton enters the game for B. Bogdanović,18,9
36,1,6:44.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,18,9
37,1,6:43.0,Defensive rebound by D. Wade,,18,9
38,1,6:37.0,Turnover by D. Wade (lost ball; steal by J. Lin),,18,9
39,1,6:34.0,,J. Harris makes 2-pt layup from 2 ft (assist by J. Lin),18,11
40,1,6:34.0,,Shooting foul by J. Butler (drawn by J. Harris),18,11
41,1,6:34.0,,J. Harris misses free throw 1 of 1,18,11
42,1,6:33.0,Defensive rebound by T. Gibson,,18,11
43,1,6:11.0,R. Rondo misses 3-pt jump shot from 25 ft,,18,11
44,1,6:10.0,,Defensive rebound by J. Hamilton,18,11
45,1,5:56.0,,B. Lopez misses 2-pt jump shot from 4 ft,18,11
46,1,5:55.0,Defensive rebound by J. Butler,,18,11
47,1,5:49.0,D. Wade makes 2-pt jump shot from 5 ft (assist by J. Butler),,20,11
48,1,5:36.0,,J. Hamilton misses 2-pt hook shot from 8 ft,20,11
49,1,5:35.0,Defensive rebound by T. Gibson,,20,11
50,1,5:30.0,J. Butler makes 2-pt layup from 2 ft (assist by D. Wade),,22,11
51,1,5:14.0,,J. Lin makes 2-pt jump shot from 14 ft,22,13
52,1,5:02.0,R. Rondo makes 2-pt jump shot from 22 ft,,24,13
53,1,4:46.0,,J. Harris misses 3-pt jump shot from 25 ft (block by R. Rondo),24,13
54,1,4:44.0,Defensive rebound by J. Butler,,24,13
55,1,4:34.0,R. Lopez misses 2-pt jump shot from 18 ft,,24,13
56,1,4:33.0,,Defensive rebound by J. Hamilton,24,13
57,1,4:28.0,,Personal foul by D. Wade (drawn by J. Harris),24,13
58,1,4:28.0,,L. Scola enters the game for B. Lopez,24,13
59,1,4:28.0,,I. Whitehead enters the game for J. Lin,24,13
60,1,4:28.0,D. McDermott enters the game for D. Wade,,24,13
61,1,4:28.0,N. Mirotić enters the game for R. Lopez,,24,13
62,1,4:16.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,24,13
63,1,4:14.0,Defensive rebound by N. Mirotić,,24,13
64,1,4:05.0,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),,26,13
65,1,3:56.0,,I. Whitehead misses 2-pt jump shot from 16 ft,26,13
66,1,3:54.0,Defensive rebound by R. Rondo,,26,13
67,1,3:45.0,N. Mirotić misses 2-pt jump shot from 4 ft,,26,13
68,1,3:44.0,,Defensive rebound by I. Whitehead,26,13
69,1,3:41.0,,Turnover by I. Whitehead (bad pass),26,13
70,1,3:41.0,,S. Kilpatrick enters the game for R. Hollis-Jefferson,26,13
71,1,3:24.0,D. McDermott makes 2-pt jump shot from 21 ft (assist by R. Rondo),,28,13
72,1,3:08.0,,J. Harris makes 2-pt jump shot from 21 ft (assist by L. Scola),28,15
73,1,2:56.0,D. McDermott misses 3-pt jump shot from 24 ft,,28,15
74,1,2:54.0,,Defensive rebound by J. Hamilton,28,15
75,1,2:48.0,,I. Whitehead misses 2-pt jump shot from 7 ft,28,15
76,1,2:47.0,Defensive rebound by D. McDermott,,28,15
77,1,2:33.0,D. McDermott misses 2-pt jump shot from 10 ft,,28,15
78,1,2:32.0,Offensive rebound by Team,,28,15
79,1,2:32.0,,Loose ball foul by I. Whitehead (drawn by D. McDermott),28,15
80,1,2:32.0,Chicago full timeout,,28,15
81,1,2:32.0,D. McDermott makes free throw 1 of 2,,29,15
82,1,2:32.0,C. Felício enters the game for T. Gibson,,28,15
83,1,2:32.0,M. Carter-Williams enters the game for R. Rondo,,28,15
84,1,2:32.0,D. McDermott makes free throw 2 of 2,,30,15
85,1,2:23.0,,Turnover by I. Whitehead (lost ball; steal by M. Carter-Williams),30,15
86,1,2:19.0,Turnover by M. Carter-Williams (bad pass; steal by J. Harris),,30,15
87,1,2:13.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,30,15
88,1,2:12.0,Defensive rebound by J. Butler,,30,15
89,1,1:55.0,M. Carter-Williams misses 2-pt layup from 2 ft,,30,15
90,1,1:53.0,Offensive rebound by C. Felício,,30,15
91,1,1:51.0,C. Felício makes 2-pt layup from 3 ft,,32,15
92,1,1:38.0,,I. Whitehead misses 2-pt jump shot from 5 ft,32,15
93,1,1:37.0,Defensive rebound by N. Mirotić,,32,15
94,1,1:36.0,Personal foul by I. Whitehead (drawn by N. Mirotić),,32,15
95,1,1:36.0,,J. Lin enters the game for I. Whitehead,32,15
96,1,1:36.0,,T. Booker enters the game for J. Hamilton,32,15
97,1,1:16.0,D. McDermott misses 3-pt jump shot from 24 ft,,32,15
98,1,1:15.0,,Defensive rebound by J. Lin,32,15
99,1,1:07.0,,J. Lin makes 3-pt jump shot from 24 ft,32,18
100,1,0:58.0,J. Butler makes 2-pt jump shot from 10 ft,,34,18
101,1,0:58.0,Shooting foul by J. Harris (drawn by J. Butler),,34,18
102,1,0:58.0,J. Butler makes free throw 1 of 1,,35,18
103,1,0:43.0,,Personal foul by M. Carter-Williams (drawn by J. Lin),35,18
104,1,0:43.0,D. Wade enters the game for J. Butler,,35,18
105,1,0:37.0,,J. Lin makes 2-pt layup from 3 ft,35,20
106,1,0:30.0,D. Wade makes 3-pt jump shot from 25 ft,,38,20
107,1,0:14.0,,L. Scola misses 3-pt jump shot from 24 ft,38,20
108,1,0:12.0,Defensive rebound by M. Carter-Williams,,38,20
109,1,0:01.0,D. Wade misses 3-pt jump shot from 25 ft,,38,20
110,1,0:00.0,,Defensive rebound by L. Scola,38,20
111,2,11:43.0,D. McDermott misses 3-pt jump shot from 24 ft,,38,20
112,2,11:42.0,,Defensive rebound by T. Booker,38,20
113,2,11:25.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,38,20
114,2,11:24.0,Defensive rebound by N. Mirotić,,38,20
115,2,11:18.0,N. Mirotić misses 3-pt jump shot from 24 ft,,38,20
116,2,11:17.0,,Defensive rebound by T. Booker,38,20
117,2,11:07.0,,S. Kilpatrick makes 2-pt layup at rim,38,22
118,2,10:50.0,D. McDermott makes 2-pt layup from 2 ft (assist by C. Felício),,40,22
119,2,10:34.0,,Shooting foul by C. Felício (drawn by T. Booker),40,22
120,2,10:34.0,,T. Booker misses free throw 1 of 2,40,22
121,2,10:34.0,,Offensive rebound by Team,40,22
122,2,10:34.0,,T. Booker makes free throw 2 of 2,40,23
123,2,10:24.0,Turnover by C. Felício (lost ball; steal by S. Kilpatrick),,40,23
124,2,10:15.0,,J. Lin misses 3-pt jump shot from 25 ft,40,23
125,2,10:14.0,Defensive rebound by M. Carter-Williams,,40,23
126,2,10:06.0,Turnover by M. Carter-Williams (bad pass),,40,23
127,2,9:55.0,,J. Lin misses 2-pt jump shot from 4 ft (block by N. Mirotić),40,23
128,2,9:53.0,Defensive rebound by N. Mirotić,,40,23
129,2,9:47.0,Turnover by D. Wade (bad pass; steal by J. Hamilton),,40,23
130,2,9:44.0,,S. Kilpatrick misses 2-pt layup from 2 ft,40,23
131,2,9:43.0,,Offensive rebound by B. Bogdanović,40,23
132,2,9:42.0,,B. Bogdanović misses 2-pt layup from 1 ft,40,23
133,2,9:41.0,,Offensive rebound by T. Booker,40,23
134,2,9:40.0,,T. Booker misses 2-pt layup from 2 ft,40,23
135,2,9:38.0,Defensive rebound by C. Felício,,40,23
136,2,9:37.0,Chicago full timeout,,40,23
137,2,9:37.0,I. Canaan enters the game for M. Carter-Williams,,40,23
138,2,9:22.0,D. McDermott misses 2-pt jump shot from 12 ft,,40,23
139,2,9:21.0,Offensive rebound by C. Felício,,40,23
140,2,9:20.0,C. Felício misses 2-pt layup from 1 ft,,40,23
141,2,9:18.0,,Defensive rebound by J. Hamilton,40,23
142,2,9:02.0,,T. Booker misses 2-pt hook shot at rim,40,23
143,2,9:01.0,Defensive rebound by C. Felício,,40,23
144,2,8:51.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Wade),,43,23
145,2,8:51.0,,Brooklyn full timeout,43,23
146,2,8:51.0,,B. Lopez enters the game for J. Hamilton,43,23
147,2,8:30.0,,T. Booker misses 3-pt jump shot from 23 ft,43,23
148,2,8:29.0,Defensive rebound by C. Felício,,43,23
149,2,8:16.0,Turnover by N. Mirotić (lost ball; steal by J. Lin),,43,23
