,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
80,1,0:57.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by D. Williams),23,41
81,1,0:42.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by I. Smith),,26,41
82,1,0:35.0,,Turnover by K. Irving (bad pass; steal by I. Smith),26,41
83,1,0:31.0,Turnover by S. Johnson (bad pass),,26,41
84,1,0:09.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by D. Williams),26,44
85,1,0:00.0,I. Smith misses 2-pt jump shot from 19 ft,,26,44
86,1,0:00.0,Offensive rebound by Team,,26,44
87,2,11:47.0,,J. Smith makes 3-pt jump shot from 27 ft (assist by L. James),26,47
88,2,11:39.0,Detroit full timeout,,26,47
89,2,11:32.0,Personal foul by D. Williams (drawn by A. Baynes),,26,47
90,2,11:19.0,R. Bullock misses 3-pt jump shot from 26 ft,,26,47
91,2,11:18.0,,Defensive rebound by J. Smith,26,47
92,2,11:11.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by J. Smith),26,50
93,2,10:58.0,T. Harris makes 2-pt jump shot from 17 ft (assist by R. Jackson),,28,50
94,2,10:58.0,Shooting foul by D. Williams (drawn by T. Harris),,28,50
95,2,10:58.0,T. Harris makes free throw 1 of 1,,29,50
96,2,10:42.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by L. James),29,52
97,2,10:22.0,S. Johnson misses 2-pt jump shot from 19 ft,,29,52
98,2,10:22.0,Offensive rebound by A. Baynes,,29,52
99,2,10:22.0,A. Baynes misses 2-pt layup from 1 ft,,29,52
100,2,10:20.0,,Defensive rebound by L. James,29,52
101,2,10:15.0,,D. Williams makes 2-pt dunk at rim (assist by L. James),29,54
102,2,9:59.0,R. Jackson misses 2-pt jump shot from 8 ft,,29,54
103,2,9:57.0,Offensive rebound by A. Baynes,,29,54
104,2,9:57.0,A. Baynes misses 2-pt layup at rim,,29,54
105,2,9:54.0,,Defensive rebound by C. Frye,29,54
106,2,9:40.0,,Turnover by L. James (step out of bounds),29,54
107,2,9:22.0,T. Harris makes 2-pt jump shot from 10 ft (assist by R. Jackson),,31,54
108,2,9:09.0,,D. Williams makes 3-pt jump shot from 26 ft (assist by L. James),31,57
109,2,8:58.0,Personal foul by D. Williams (drawn by R. Jackson),,31,57
110,2,8:58.0,M. Morris enters the game for S. Johnson,,31,57
111,2,8:53.0,R. Jackson makes 2-pt layup from 2 ft (assist by R. Bullock),,33,57
112,2,8:40.0,,D. Williams makes 2-pt layup from 1 ft (assist by L. James),33,59
113,2,8:21.0,T. Harris misses 2-pt jump shot from 16 ft,,33,59
114,2,8:21.0,,Defensive rebound by L. James,33,59
115,2,8:15.0,,Shooting foul by M. Morris (drawn by L. James),33,59
116,2,8:15.0,,L. James misses free throw 1 of 2,33,59
117,2,8:15.0,,Offensive rebound by Team,33,59
118,2,8:15.0,,L. James makes free throw 2 of 2,33,60
119,2,8:05.0,Shooting foul by D. Williams (drawn by T. Harris),,33,60
120,2,8:05.0,T. Harris makes free throw 1 of 2,,34,60
121,2,8:05.0,T. Harris misses free throw 2 of 2,,34,60
122,2,8:05.0,,R. Jefferson enters the game for D. Williams,34,60
123,2,8:03.0,,Defensive rebound by C. Frye,34,60
124,2,7:48.0,,L. James misses 2-pt jump shot from 23 ft,34,60
125,2,7:48.0,Defensive rebound by M. Morris,,34,60
126,2,7:41.0,Shooting foul by R. Jefferson (drawn by M. Morris),,34,60
127,2,7:41.0,M. Morris makes free throw 1 of 2,,35,60
128,2,7:41.0,M. Morris makes free throw 2 of 2,,36,60
129,2,7:29.0,,R. Jefferson misses 2-pt dunk at rim,36,60
130,2,7:27.0,Defensive rebound by R. Jackson,,36,60
131,2,7:22.0,R. Bullock misses 3-pt jump shot from 23 ft,,36,60
132,2,7:20.0,Offensive rebound by A. Baynes,,36,60
133,2,7:20.0,A. Baynes misses 2-pt layup from 1 ft,,36,60
134,2,7:20.0,Offensive rebound by Team,,36,60
135,2,7:10.0,R. Jackson misses 2-pt jump shot from 10 ft,,36,60
136,2,7:10.0,,Defensive rebound by Team,36,60
137,2,7:00.0,,D. Williams misses 3-pt jump shot from 26 ft,36,60
138,2,7:00.0,Defensive rebound by M. Morris,,36,60
139,2,6:49.0,R. Jackson misses 2-pt jump shot from 18 ft,,36,60
140,2,6:49.0,,Defensive rebound by J. Smith,36,60
141,2,6:27.0,,D. Williams misses 2-pt layup from 1 ft,36,60
142,2,6:25.0,Defensive rebound by M. Morris,,36,60
143,2,6:16.0,M. Morris makes 2-pt jump shot from 19 ft,,38,60
144,2,6:14.0,,Cleveland full timeout,38,60
145,2,6:14.0,,K. Irving enters the game for J. Smith,38,60
146,2,6:14.0,,I. Shumpert enters the game for D. Williams,38,60
147,2,6:14.0,K. Caldwell-Pope enters the game for R. Bullock,,38,60
148,2,6:14.0,A. Drummond enters the game for A. Baynes,,38,60
149,2,5:52.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by K. Irving),38,62
150,2,5:31.0,M. Morris misses 2-pt jump shot from 17 ft,,38,62
151,2,5:31.0,,Defensive rebound by L. James,38,62
152,2,5:27.0,,Shooting foul by T. Harris (drawn by L. James),38,62
153,2,5:27.0,,L. James makes free throw 1 of 2,38,63
154,2,5:27.0,,L. James makes free throw 2 of 2,38,64
155,2,5:09.0,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),,40,64
156,2,4:54.0,,Personal block foul by A. Drummond (drawn by R. Jefferson),40,64
157,2,4:54.0,,T. Thompson enters the game for L. James,40,64
158,2,4:42.0,,T. Thompson misses 2-pt layup from 1 ft,40,64
159,2,4:40.0,Defensive rebound by M. Morris,,40,64
160,2,4:34.0,T. Harris misses 3-pt jump shot from 24 ft,,40,64
161,2,4:33.0,Offensive rebound by A. Drummond,,40,64
162,2,4:30.0,A. Drummond misses 2-pt layup at rim,,40,64
163,2,4:27.0,Offensive rebound by A. Drummond,,40,64
164,2,4:27.0,A. Drummond misses 2-pt layup from 1 ft,,40,64
165,2,4:26.0,,Defensive rebound by R. Jefferson,40,64
166,2,4:22.0,,K. Irving misses 2-pt layup at rim,40,64
167,2,4:21.0,Defensive rebound by K. Caldwell-Pope,,40,64
168,2,4:18.0,Shooting block foul by R. Jefferson (drawn by T. Harris),,40,64
169,2,4:18.0,T. Harris makes free throw 1 of 2,,41,64
170,2,4:18.0,I. Smith enters the game for R. Jackson,,41,64
171,2,4:18.0,T. Harris makes free throw 2 of 2,,42,64
172,2,4:04.0,Offensive charge foul by T. Thompson (drawn by M. Morris),,42,64
173,2,4:04.0,,Turnover by T. Thompson (offensive foul),42,64
174,2,4:04.0,,J. Smith enters the game for C. Frye,42,64
175,2,3:43.0,Turnover by A. Drummond (lost ball; steal by J. Smith),,42,64
176,2,3:38.0,,Turnover by K. Irving (bad pass; steal by T. Harris),42,64
177,2,3:33.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by T. Harris),,44,64
178,2,3:14.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by T. Thompson),44,66
179,2,2:54.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,44,66
180,2,2:54.0,,Defensive rebound by T. Thompson,44,66
181,2,2:38.0,,I. Shumpert makes 2-pt jump shot from 17 ft,44,68
182,2,2:23.0,Turnover by I. Smith (bad pass; steal by R. Jefferson),,44,68
183,2,2:19.0,,Shooting foul by A. Drummond (drawn by J. Smith),44,68
184,2,2:19.0,Official timeout,,44,68
185,2,2:19.0,,J. Smith misses free throw 1 of 2,44,68
186,2,2:19.0,,Offensive rebound by Team,44,68
187,2,2:19.0,S. Johnson enters the game for M. Morris,,44,68
188,2,2:19.0,,J. Smith makes free throw 2 of 2,44,69
189,2,2:00.0,A. Drummond makes 2-pt hook shot from 13 ft (assist by S. Johnson),,46,69
190,2,1:40.0,,R. Jefferson misses 3-pt jump shot from 25 ft,46,69
191,2,1:40.0,Defensive rebound by A. Drummond,,46,69
192,2,1:33.0,T. Harris misses 3-pt jump shot from 23 ft,,46,69
193,2,1:32.0,Offensive rebound by K. Caldwell-Pope,,46,69
194,2,1:27.0,S. Johnson misses 3-pt jump shot from 25 ft,,46,69
195,2,1:26.0,,Defensive rebound by T. Thompson,46,69
196,2,1:15.0,,K. Irving misses 2-pt layup from 1 ft,46,69
197,2,1:13.0,Defensive rebound by A. Drummond,,46,69
198,2,1:07.0,I. Smith misses 2-pt jump shot from 16 ft,,46,69
199,2,1:05.0,,Defensive rebound by R. Jefferson,46,69
200,2,0:54.0,,Shooting foul by I. Smith (drawn by K. Irving),46,69
201,2,0:54.0,,K. Irving makes free throw 1 of 2,46,70
202,2,0:54.0,,D. Williams enters the game for R. Jefferson,46,70
203,2,0:54.0,,K. Irving makes free throw 2 of 2,46,71
204,2,0:38.0,S. Johnson misses 2-pt layup from 2 ft (block by T. Thompson),,46,71
205,2,0:36.0,Offensive rebound by T. Harris,,46,71
206,2,0:34.0,T. Harris misses 2-pt jump shot from 13 ft,,46,71
207,2,0:33.0,,Defensive rebound by J. Smith,46,71
208,2,0:30.0,,Turnover by J. Smith (bad pass; steal by K. Caldwell-Pope),46,71
209,2,0:27.0,Shooting foul by J. Smith (drawn by K. Caldwell-Pope),,46,71
210,2,0:27.0,K. Caldwell-Pope makes free throw 1 of 2,,47,71
211,2,0:27.0,K. Caldwell-Pope makes free throw 2 of 2,,48,71
212,2,0:08.0,,D. Williams misses 3-pt jump shot from 25 ft,48,71
213,2,0:07.0,,Offensive rebound by K. Irving,48,71
214,2,0:02.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),48,74
215,2,0:00.0,A. Drummond misses 3-pt jump shot from 68 ft,,48,74
216,2,0:00.0,Offensive rebound by Team,,48,74
217,3,11:49.0,,L. James misses 2-pt jump shot from 17 ft,48,74
218,3,11:48.0,Defensive rebound by A. Drummond,,48,74
219,3,11:37.0,R. Jackson makes 2-pt jump shot from 12 ft,,50,74
220,3,11:19.0,,R. Jefferson misses 3-pt jump shot from 23 ft,50,74
221,3,11:18.0,Defensive rebound by A. Drummond,,50,74
222,3,11:01.0,R. Jackson misses 2-pt layup from 1 ft,,50,74
223,3,10:58.0,,Defensive rebound by I. Shumpert,50,74
224,3,10:45.0,,I. Shumpert makes 2-pt jump shot from 20 ft,50,76
225,3,10:31.0,R. Jackson misses 2-pt jump shot from 19 ft,,50,76
226,3,10:31.0,,Defensive rebound by T. Thompson,50,76
227,3,10:21.0,,I. Shumpert misses 3-pt jump shot from 25 ft,50,76
228,3,10:21.0,Defensive rebound by A. Drummond,,50,76
229,3,10:03.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,50,76
230,3,10:01.0,,Defensive rebound by T. Thompson,50,76
231,3,9:46.0,,L. James misses 2-pt jump shot from 22 ft,50,76
232,3,9:46.0,Defensive rebound by A. Drummond,,50,76
233,3,9:36.0,R. Jackson makes 2-pt jump shot from 17 ft,,52,76
234,3,9:14.0,,L. James misses 3-pt jump shot from 24 ft,52,76
235,3,9:14.0,Defensive rebound by A. Drummond,,52,76
236,3,9:08.0,R. Jackson misses 3-pt jump shot from 28 ft,,52,76
237,3,9:07.0,,Defensive rebound by L. James,52,76
238,3,9:04.0,,Turnover by L. James (bad pass; steal by R. Jackson),52,76
239,3,8:54.0,M. Morris makes 2-pt layup from 1 ft (assist by R. Jackson),,54,76
240,3,8:54.0,,Cleveland full timeout,54,76
241,3,8:40.0,,Turnover by R. Jefferson (lost ball),54,76
242,3,8:22.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,54,76
243,3,8:21.0,,Defensive rebound by I. Shumpert,54,76
244,3,8:08.0,,I. Shumpert makes 3-pt jump shot from 24 ft,54,79
245,3,7:55.0,Turnover by R. Jackson (lost ball; steal by R. Jefferson),,54,79
246,3,7:47.0,,R. Jefferson makes 2-pt layup from 2 ft (assist by L. James),54,81
247,3,7:38.0,Detroit full timeout,,54,81
248,3,7:20.0,T. Harris misses 3-pt jump shot from 23 ft,,54,81
249,3,7:18.0,Offensive rebound by M. Morris,,54,81
250,3,7:18.0,M. Morris makes 2-pt layup at rim,,56,81
251,3,7:00.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by K. Irving),56,84
252,3,6:45.0,R. Jackson misses 2-pt jump shot from 13 ft,,56,84
253,3,6:43.0,,Defensive rebound by L. James,56,84
254,3,6:27.0,,K. Irving makes 2-pt jump shot from 8 ft,56,86
255,3,6:10.0,T. Harris makes 2-pt jump shot from 5 ft,,58,86
256,3,5:51.0,,Personal block foul by T. Harris (drawn by R. Jefferson),58,86
257,3,5:51.0,J. Leuer enters the game for T. Harris,,58,86
258,3,5:32.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by L. James),58,89
259,3,5:24.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,58,89
260,3,5:22.0,Offensive rebound by A. Drummond,,58,89
261,3,5:21.0,A. Drummond misses 2-pt layup from 1 ft (block by T. Thompson),,58,89
262,3,5:20.0,,Defensive rebound by T. Thompson,58,89
263,3,5:14.0,,L. James makes 2-pt layup from 2 ft (assist by K. Irving),58,91
264,3,4:52.0,J. Leuer makes 2-pt jump shot from 15 ft (assist by A. Drummond),,60,91
265,3,4:30.0,,I. Shumpert misses 2-pt jump shot from 16 ft,60,91
266,3,4:29.0,Defensive rebound by A. Drummond,,60,91
267,3,4:16.0,M. Morris misses 3-pt jump shot from 24 ft,,60,91
268,3,4:15.0,Offensive rebound by M. Morris,,60,91
269,3,4:13.0,Shooting foul by T. Thompson (drawn by J. Leuer),,60,91
270,3,4:13.0,J. Leuer makes free throw 1 of 2,,61,91
271,3,4:13.0,I. Smith enters the game for R. Jackson,,61,91
272,3,4:13.0,J. Leuer makes free throw 2 of 2,,62,91
273,3,3:55.0,,K. Irving makes 2-pt layup from 1 ft (assist by T. Thompson),62,93
274,3,3:45.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,93
275,3,3:45.0,,Defensive rebound by L. James,62,93
276,3,3:37.0,,Shooting foul by J. Leuer (drawn by R. Jefferson),62,93
277,3,3:37.0,,R. Jefferson makes free throw 1 of 3,62,94
278,3,3:37.0,,R. Jefferson makes free throw 2 of 3,62,95
279,3,3:37.0,,R. Jefferson misses free throw 3 of 3,62,95
280,3,3:37.0,,J. Smith enters the game for I. Shumpert,62,95
281,3,3:37.0,A. Baynes enters the game for M. Morris,,62,95
282,3,3:37.0,S. Johnson enters the game for A. Drummond,,62,95
283,3,3:37.0,R. Bullock enters the game for K. Caldwell-Pope,,62,95
284,3,3:36.0,Defensive rebound by J. Leuer,,62,95
285,3,3:17.0,I. Smith misses 2-pt jump shot from 13 ft,,62,95
286,3,3:17.0,,Defensive rebound by L. James,62,95
287,3,3:04.0,,K. Irving misses 2-pt layup from 1 ft (block by A. Baynes),62,95
288,3,3:01.0,Defensive rebound by I. Smith,,62,95
289,3,3:00.0,Turnover by I. Smith (bad pass; steal by T. Thompson),,62,95
290,3,2:48.0,,R. Jefferson makes 3-pt jump shot from 25 ft (assist by L. James),62,98
291,3,2:26.0,I. Smith makes 2-pt jump shot from 12 ft (assist by A. Baynes),,64,98
292,3,2:06.0,,R. Jefferson misses 3-pt jump shot from 25 ft,64,98
293,3,2:05.0,Defensive rebound by R. Bullock,,64,98
294,3,2:00.0,,D. Williams enters the game for R. Jefferson,64,98
295,3,1:53.0,Shooting foul by J. Smith (drawn by S. Johnson),,64,98
296,3,1:53.0,S. Johnson makes free throw 1 of 2,,65,98
297,3,1:53.0,S. Johnson makes free throw 2 of 2,,66,98
298,3,1:30.0,,K. Irving makes 2-pt jump shot from 17 ft,66,100
299,3,1:17.0,J. Leuer misses 2-pt jump shot from 18 ft,,66,100
300,3,1:17.0,,Defensive rebound by T. Thompson,66,100
301,3,1:02.0,,L. James misses 2-pt jump shot from 7 ft,66,100
302,3,1:00.0,,Offensive rebound by T. Thompson,66,100
303,3,0:55.0,,L. James misses 3-pt jump shot from 23 ft,66,100
304,3,0:54.0,Defensive rebound by R. Bullock,,66,100
305,3,0:44.0,I. Smith makes 2-pt jump shot from 17 ft,,68,100
306,3,0:26.0,,K. Irving misses 2-pt jump shot from 8 ft,68,100
307,3,0:22.0,,Offensive rebound by T. Thompson,68,100
308,3,0:22.0,,T. Thompson makes 2-pt layup from 2 ft,68,102
309,3,0:07.0,I. Smith makes 2-pt layup from 3 ft,,70,102
310,3,0:02.0,,L. James makes 2-pt layup from 1 ft,70,104
311,3,0:00.0,S. Johnson misses 3-pt jump shot from 67 ft,,70,104
312,3,0:00.0,Offensive rebound by Team,,70,104
313,4,11:46.0,Personal foul by I. Shumpert (drawn by J. Leuer),,70,104
314,4,11:34.0,Offensive foul by S. Johnson (drawn by I. Shumpert),,70,104
315,4,11:34.0,Turnover by S. Johnson (offensive foul),,70,104
316,4,11:22.0,,Personal foul by S. Johnson (drawn by I. Shumpert),70,104
317,4,11:12.0,,D. Williams misses 2-pt jump shot from 12 ft,70,104
318,4,11:12.0,Defensive rebound by J. Leuer,,70,104
319,4,11:05.0,I. Smith makes 2-pt jump shot from 17 ft,,72,104
320,4,10:50.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by D. Williams),72,107
321,4,10:33.0,R. Bullock misses 2-pt jump shot from 3 ft,,72,107
322,4,10:30.0,Offensive rebound by A. Baynes,,72,107
323,4,10:30.0,A. Baynes misses 2-pt layup from 2 ft (block by C. Frye),,72,107
324,4,10:29.0,Offensive rebound by J. Leuer,,72,107
325,4,10:29.0,J. Leuer makes 2-pt layup from 1 ft,,74,107
326,4,10:07.0,,D. Williams makes 2-pt jump shot from 9 ft,74,109
327,4,9:57.0,R. Bullock makes 3-pt jump shot from 29 ft (assist by I. Smith),,77,109
328,4,9:35.0,,D. Williams makes 2-pt layup from 1 ft,77,111
329,4,9:19.0,Personal foul by C. Frye (drawn by A. Baynes),,77,111
330,4,9:14.0,I. Smith misses 2-pt layup at rim,,77,111
331,4,9:14.0,Offensive rebound by Team,,77,111
332,4,9:14.0,,Loose ball foul by D. Williams (drawn by A. Baynes),77,111
333,4,9:02.0,A. Baynes makes 2-pt jump shot from 14 ft (assist by I. Smith),,79,111
334,4,8:39.0,,D. Williams makes 2-pt jump shot from 16 ft,79,113
335,4,8:23.0,I. Smith makes 2-pt jump shot from 18 ft,,81,113
336,4,7:49.0,,C. Frye misses 3-pt jump shot from 25 ft,81,113
337,4,7:49.0,Defensive rebound by S. Johnson,,81,113
338,4,7:36.0,I. Smith makes 2-pt jump shot from 18 ft,,83,113
339,4,7:14.0,,Turnover by D. Williams (bad pass; steal by R. Bullock),83,113
340,4,7:04.0,S. Johnson misses 2-pt jump shot from 8 ft,,83,113
341,4,7:02.0,,Defensive rebound by J. Smith,83,113
342,4,6:58.0,,Cleveland full timeout,83,113
343,4,6:58.0,,D. Liggins enters the game for D. Williams,83,113
344,4,6:58.0,D. Hilliard enters the game for I. Smith,,83,113
345,4,6:40.0,,J. Smith misses 3-pt jump shot from 28 ft,83,113
346,4,6:40.0,Defensive rebound by Team,,83,113
347,4,6:22.0,S. Johnson misses 2-pt jump shot from 20 ft,,83,113
348,4,6:22.0,,Defensive rebound by J. Smith,83,113
349,4,6:16.0,,Shooting foul by S. Johnson (drawn by D. Liggins),83,113
350,4,6:16.0,,D. Liggins makes free throw 1 of 2,83,114
351,4,6:16.0,,J. Jones enters the game for J. Smith,83,114
352,4,6:16.0,,D. Liggins makes free throw 2 of 2,83,115
353,4,6:04.0,J. Leuer misses 2-pt jump shot from 9 ft,,83,115
354,4,6:04.0,,Defensive rebound by J. Jones,83,115
355,4,5:51.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by D. Liggins),83,118
356,4,5:29.0,R. Bullock misses 3-pt jump shot from 26 ft,,83,118
357,4,5:29.0,,Defensive rebound by D. Liggins,83,118
358,4,5:11.0,,J. Jones misses 3-pt jump shot from 25 ft,83,118
359,4,5:11.0,Defensive rebound by J. Leuer,,83,118
360,4,5:02.0,D. Hilliard misses 3-pt jump shot from 25 ft,,83,118
361,4,5:02.0,,Defensive rebound by I. Shumpert,83,118
362,4,4:56.0,,Shooting foul by A. Baynes (drawn by D. Williams),83,118
363,4,4:56.0,Official timeout,,83,118
364,4,4:56.0,,D. Williams makes free throw 1 of 2,83,119
365,4,4:56.0,,D. Williams misses free throw 2 of 2,83,119
366,4,4:55.0,Defensive rebound by A. Baynes,,83,119
367,4,4:38.0,S. Johnson misses 2-pt jump shot from 16 ft,,83,119
368,4,4:38.0,,Defensive rebound by D. Liggins,83,119
369,4,4:30.0,,C. Frye misses 2-pt jump shot from 18 ft,83,119
370,4,4:30.0,Defensive rebound by D. Hilliard,,83,119
371,4,4:20.0,J. Leuer misses 2-pt layup from 1 ft,,83,119
372,4,4:18.0,Offensive rebound by A. Baynes,,83,119
373,4,4:18.0,A. Baynes makes 2-pt dunk from 1 ft,,85,119
374,4,4:05.0,,Shooting foul by R. Bullock (drawn by J. Jones),85,119
375,4,4:05.0,,J. Jones makes free throw 1 of 3,85,120
376,4,4:05.0,,J. Jones misses free throw 2 of 3,85,120
377,4,4:05.0,,Offensive rebound by Team,85,120
378,4,4:05.0,,J. Jones makes free throw 3 of 3,85,121
379,4,3:50.0,Turnover by R. Bullock (step out of bounds),,85,121
380,4,3:29.0,,Shooting foul by J. Leuer (drawn by D. Williams),85,121
381,4,3:29.0,,D. Williams makes free throw 1 of 2,85,122
382,4,3:29.0,,D. Williams misses free throw 2 of 2,85,122
383,4,3:25.0,Defensive rebound by Team,,85,122
384,4,3:12.0,S. Johnson misses 2-pt jump shot from 16 ft,,85,122
385,4,3:11.0,Offensive rebound by J. Leuer,,85,122
386,4,3:04.0,J. Leuer makes 2-pt jump shot from 4 ft,,87,122
