,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW ORLEANS_ACTION,DETROIT_SCORE,NEW ORLEANS_SCORE
0,1,11:37.0,,J. Holiday misses 3-pt jump shot from 27 ft,0,0
1,1,11:36.0,Defensive rebound by A. Drummond,,0,0
2,1,11:19.0,R. Jackson misses 2-pt jump shot from 15 ft,,0,0
3,1,11:18.0,,Defensive rebound by H. Thompson,0,0
4,1,11:04.0,,Turnover by S. Hill (bad pass; steal by K. Caldwell-Pope),0,0
5,1,11:02.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,2,0
6,1,10:53.0,,Turnover by S. Hill (bad pass; steal by A. Drummond),2,0
7,1,10:46.0,J. Leuer makes 2-pt layup from 2 ft (assist by R. Jackson),,4,0
8,1,10:24.0,,Turnover by J. Holiday (bad pass; steal by M. Morris),4,0
9,1,10:07.0,A. Drummond misses 2-pt hook shot from 13 ft,,4,0
10,1,10:06.0,,Defensive rebound by S. Hill,4,0
11,1,9:56.0,,J. Holiday makes 2-pt layup from 2 ft,4,2
12,1,9:37.0,J. Leuer makes 2-pt jump shot from 12 ft (assist by R. Jackson),,6,2
13,1,9:21.0,,Personal foul by M. Morris (drawn by H. Thompson),6,2
14,1,9:15.0,,J. Holiday makes 2-pt jump shot from 16 ft,6,4
15,1,9:00.0,R. Jackson makes 2-pt jump shot from 12 ft,,8,4
16,1,8:52.0,,A. Davis misses 2-pt jump shot from 19 ft,8,4
17,1,8:50.0,Defensive rebound by M. Morris,,8,4
18,1,8:43.0,Shooting foul by A. Davis (drawn by A. Drummond),,8,4
19,1,8:43.0,A. Drummond misses free throw 1 of 2,,8,4
20,1,8:43.0,Offensive rebound by Team,,8,4
21,1,8:43.0,A. Drummond misses free throw 2 of 2,,8,4
22,1,8:43.0,,A. Ajinça enters the game for D. Cunningham,8,4
23,1,8:42.0,,Defensive rebound by A. Davis,8,4
24,1,8:35.0,,A. Davis makes 2-pt jump shot from 5 ft,8,6
25,1,8:22.0,M. Morris misses 2-pt jump shot from 17 ft,,8,6
26,1,8:20.0,,Defensive rebound by A. Davis,8,6
27,1,8:06.0,,J. Holiday misses 2-pt jump shot from 19 ft,8,6
28,1,8:04.0,Defensive rebound by A. Drummond,,8,6
29,1,7:59.0,J. Leuer makes 2-pt jump shot from 16 ft (assist by R. Jackson),,10,6
30,1,7:44.0,,Shooting foul by A. Drummond (drawn by A. Ajinça),10,6
31,1,7:44.0,,A. Ajinça makes free throw 1 of 2,10,7
32,1,7:44.0,,A. Ajinça makes free throw 2 of 2,10,8
33,1,7:21.0,R. Jackson misses 2-pt jump shot from 12 ft,,10,8
34,1,7:20.0,Offensive rebound by A. Drummond,,10,8
35,1,7:19.0,A. Drummond makes 2-pt layup from 1 ft,,12,8
36,1,7:03.0,,Shooting foul by J. Leuer (drawn by A. Davis),12,8
37,1,7:03.0,,A. Davis makes free throw 1 of 2,12,9
38,1,7:03.0,,A. Davis makes free throw 2 of 2,12,10
39,1,6:50.0,R. Jackson misses 2-pt jump shot from 11 ft,,12,10
40,1,6:49.0,,Defensive rebound by A. Ajinça,12,10
41,1,6:39.0,,S. Hill misses 2-pt layup from 2 ft,12,10
42,1,6:37.0,Defensive rebound by J. Leuer,,12,10
43,1,6:31.0,J. Leuer misses 2-pt layup from 2 ft,,12,10
44,1,6:28.0,,Defensive rebound by S. Hill,12,10
45,1,6:24.0,,Shooting foul by R. Jackson (drawn by A. Davis),12,10
46,1,6:24.0,,A. Davis makes free throw 1 of 2,12,11
47,1,6:24.0,,A. Davis makes free throw 2 of 2,12,12
48,1,6:10.0,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,,12,12
49,1,6:06.0,,Defensive rebound by A. Ajinça,12,12
50,1,5:52.0,,Shooting foul by R. Jackson (drawn by A. Davis),12,12
51,1,5:52.0,,New Orleans full timeout,12,12
52,1,5:52.0,,A. Davis makes free throw 1 of 2,12,13
53,1,5:52.0,I. Smith enters the game for R. Jackson,,12,12
54,1,5:52.0,,A. Davis makes free throw 2 of 2,12,14
55,1,5:38.0,J. Leuer misses 3-pt jump shot from 24 ft,,12,14
56,1,5:32.0,,Defensive rebound by Team,12,14
57,1,5:19.0,,A. Ajinça misses 2-pt jump shot from 16 ft,12,14
58,1,5:16.0,,Offensive rebound by J. Holiday,12,14
59,1,5:11.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),12,16
60,1,5:03.0,Detroit full timeout,,12,16
61,1,5:03.0,,E. Moore enters the game for H. Thompson,12,16
62,1,5:03.0,T. Harris enters the game for M. Morris,,12,16
63,1,4:57.0,Personal foul by A. Ajinça (drawn by A. Drummond),,12,16
64,1,4:50.0,J. Leuer misses 2-pt jump shot from 19 ft,,12,16
65,1,4:50.0,,Defensive rebound by A. Davis,12,16
66,1,4:29.0,,A. Ajinça makes 2-pt jump shot from 8 ft,12,18
67,1,4:16.0,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by A. Ajinça),,12,18
68,1,4:16.0,Offensive rebound by K. Caldwell-Pope,,12,18
69,1,4:14.0,I. Smith misses 3-pt jump shot from 25 ft,,12,18
70,1,4:11.0,,Defensive rebound by A. Ajinça,12,18
71,1,3:58.0,,A. Ajinça makes 2-pt jump shot from 15 ft (assist by E. Moore),12,20
72,1,3:43.0,,Violation by S. Hill (kicked ball),12,20
73,1,3:43.0,,T. Frazier enters the game for J. Holiday,12,20
74,1,3:31.0,I. Smith makes 2-pt jump shot from 17 ft,,14,20
75,1,3:05.0,,A. Davis makes 2-pt layup from 2 ft,14,22
76,1,2:50.0,J. Leuer misses 2-pt jump shot from 16 ft,,14,22
77,1,2:48.0,,Defensive rebound by A. Ajinça,14,22
78,1,2:34.0,,A. Davis makes 2-pt jump shot from 12 ft,14,24
79,1,2:09.0,A. Drummond misses 2-pt jump shot from 11 ft (block by A. Ajinça),,14,24
80,1,2:09.0,Offensive rebound by Team,,14,24
81,1,2:09.0,Shooting foul by E. Moore (drawn by A. Drummond),,14,24
82,1,2:09.0,A. Drummond misses free throw 1 of 2,,14,24
83,1,2:09.0,Offensive rebound by Team,,14,24
84,1,2:09.0,A. Drummond misses free throw 2 of 2,,14,24
85,1,2:09.0,M. Morris enters the game for J. Leuer,,14,24
86,1,2:08.0,,Defensive rebound by A. Davis,14,24
87,1,1:54.0,,S. Hill misses 3-pt jump shot from 24 ft,14,24
88,1,1:52.0,Defensive rebound by A. Drummond,,14,24
89,1,1:46.0,I. Smith makes 2-pt layup from 1 ft,,16,24
90,1,1:35.0,,Shooting foul by M. Morris (drawn by A. Davis),16,24
91,1,1:35.0,,A. Davis makes free throw 1 of 2,16,25
92,1,1:35.0,S. Johnson enters the game for M. Morris,,16,25
93,1,1:35.0,,A. Davis makes free throw 2 of 2,16,26
94,1,1:21.0,T. Harris misses 2-pt jump shot from 18 ft,,16,26
95,1,1:19.0,,Defensive rebound by T. Frazier,16,26
96,1,1:09.0,,A. Ajinça misses 2-pt jump shot from 19 ft,16,26
97,1,1:07.0,Defensive rebound by A. Drummond,,16,26
98,1,1:02.0,T. Harris makes 2-pt layup from 2 ft (assist by I. Smith),,18,26
99,1,1:02.0,Shooting foul by T. Frazier (drawn by T. Harris),,18,26
100,1,1:02.0,T. Harris misses free throw 1 of 1,,18,26
101,1,1:02.0,,D. Cunningham enters the game for A. Davis,18,26
102,1,1:00.0,,Defensive rebound by A. Ajinça,18,26
103,1,0:49.0,,A. Ajinça makes 2-pt jump shot from 3 ft (assist by D. Cunningham),18,28
104,1,0:37.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,18,28
105,1,0:35.0,Offensive rebound by A. Drummond,,18,28
106,1,0:35.0,,Loose ball foul by T. Frazier (drawn by A. Drummond),18,28
107,1,0:35.0,A. Drummond misses free throw 1 of 2,,18,28
108,1,0:35.0,Offensive rebound by Team,,18,28
109,1,0:35.0,A. Drummond misses free throw 2 of 2,,18,28
110,1,0:35.0,,Defensive rebound by D. Cunningham,18,28
111,1,0:35.0,,D. Motiejūnas enters the game for A. Ajinça,18,28
112,1,0:18.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by T. Frazier),18,31
113,1,0:05.0,I. Smith misses 3-pt jump shot from 28 ft,,18,31
114,1,0:03.0,,Defensive rebound by D. Motiejūnas,18,31
115,1,0:00.0,,S. Hill misses 3-pt jump shot from 30 ft,18,31
116,1,0:00.0,,Offensive rebound by Team,18,31
117,2,11:36.0,T. Harris misses 3-pt jump shot from 25 ft,,18,31
118,2,11:33.0,,Defensive rebound by T. Frazier,18,31
119,2,11:21.0,,E. Moore misses 3-pt jump shot from 26 ft,18,31
120,2,11:19.0,Defensive rebound by A. Baynes,,18,31
121,2,11:10.0,J. Leuer makes 2-pt layup from 2 ft,,20,31
122,2,10:51.0,,Turnover by D. Motiejūnas (lost ball; steal by J. Leuer),20,31
123,2,10:44.0,T. Harris makes 2-pt jump shot from 16 ft,,22,31
124,2,10:31.0,,E. Moore misses 2-pt jump shot from 6 ft,22,31
125,2,10:29.0,Defensive rebound by A. Baynes,,22,31
126,2,10:12.0,A. Baynes misses 2-pt layup from 2 ft,,22,31
127,2,10:11.0,,Defensive rebound by H. Thompson,22,31
128,2,10:04.0,,Turnover by T. Frazier (lost ball; steal by I. Smith),22,31
129,2,9:59.0,T. Harris makes 3-pt jump shot from 26 ft,,25,31
130,2,9:50.0,,New Orleans full timeout,25,31
