,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:33.0,,J. Ennis misses 3-pt jump shot from 25 ft,0,0
1,1,11:32.0,Defensive rebound by T. Parker,,0,0
2,1,11:15.0,L. Aldridge makes 2-pt jump shot from 15 ft,,2,0
3,1,11:01.0,,M. Conley misses 2-pt jump shot from 20 ft,2,0
4,1,11:01.0,Defensive rebound by D. Dedmon,,2,0
5,1,10:48.0,Shooting foul by V. Carter (drawn by L. Aldridge),,2,0
6,1,10:48.0,L. Aldridge makes free throw 1 of 3,,3,0
7,1,10:48.0,L. Aldridge makes free throw 2 of 3,,4,0
8,1,10:48.0,L. Aldridge makes free throw 3 of 3,,5,0
9,1,10:33.0,,M. Gasol misses 2-pt jump shot from 6 ft,5,0
10,1,10:30.0,Defensive rebound by K. Leonard,,5,0
11,1,10:16.0,T. Parker misses 2-pt jump shot from 21 ft,,5,0
12,1,10:16.0,,Defensive rebound by V. Carter,5,0
13,1,10:00.0,,J. Ennis makes 2-pt dunk at rim,5,2
14,1,9:32.0,L. Aldridge misses 3-pt jump shot from 25 ft,,5,2
15,1,9:32.0,Offensive rebound by D. Green,,5,2
16,1,9:25.0,K. Leonard misses 2-pt jump shot from 15 ft,,5,2
17,1,9:25.0,,Defensive rebound by Team,5,2
18,1,9:25.0,Loose ball foul by D. Dedmon (drawn by V. Carter),,5,2
19,1,9:11.0,,Z. Randolph misses 2-pt jump shot from 20 ft,5,2
20,1,9:11.0,Defensive rebound by K. Leonard,,5,2
21,1,9:10.0,Offensive foul by D. Dedmon (drawn by M. Gasol),,5,2
22,1,9:10.0,Turnover by D. Dedmon (offensive foul),,5,2
23,1,9:10.0,P. Gasol enters the game for D. Dedmon,,5,2
24,1,9:00.0,,M. Conley misses 2-pt jump shot from 11 ft,5,2
25,1,8:56.0,Defensive rebound by K. Leonard,,5,2
26,1,8:47.0,P. Gasol misses 2-pt jump shot from 14 ft,,5,2
27,1,8:47.0,,Defensive rebound by Z. Randolph,5,2
28,1,8:38.0,,Personal foul by K. Leonard (drawn by M. Conley),5,2
29,1,8:31.0,,Shooting foul by D. Green (drawn by J. Ennis),5,2
30,1,8:31.0,,J. Ennis makes free throw 1 of 2,5,3
31,1,8:31.0,,J. Ennis misses free throw 2 of 2,5,3
32,1,8:30.0,Defensive rebound by P. Gasol,,5,3
33,1,8:06.0,K. Leonard misses 2-pt jump shot from 14 ft,,5,3
34,1,8:04.0,Offensive rebound by P. Gasol,,5,3
35,1,8:00.0,P. Gasol misses 2-pt layup from 3 ft,,5,3
36,1,8:00.0,,Defensive rebound by Z. Randolph,5,3
37,1,7:43.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by M. Conley),5,5
38,1,7:24.0,T. Parker misses 2-pt layup from 1 ft,,5,5
39,1,7:23.0,,Defensive rebound by M. Gasol,5,5
40,1,7:04.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),5,8
41,1,6:53.0,Personal foul by J. Ennis (drawn by K. Leonard),,5,8
42,1,6:45.0,D. Green makes 2-pt layup from 2 ft,,7,8
43,1,6:25.0,,V. Carter misses 2-pt dunk from 2 ft (block by L. Aldridge),7,8
44,1,6:22.0,Defensive rebound by L. Aldridge,,7,8
45,1,6:20.0,Shooting foul by M. Gasol (drawn by K. Leonard),,7,8
46,1,6:20.0,K. Leonard makes free throw 1 of 2,,8,8
47,1,6:20.0,K. Leonard makes free throw 2 of 2,,9,8
48,1,6:03.0,,M. Conley misses 3-pt jump shot from 26 ft,9,8
49,1,6:02.0,Defensive rebound by L. Aldridge,,9,8
50,1,5:47.0,K. Leonard makes 2-pt dunk at rim,,11,8
51,1,5:45.0,,Violation by Team (jump ball),11,8
52,1,5:33.0,,V. Carter makes 2-pt layup from 1 ft (assist by M. Conley),11,10
53,1,5:33.0,San Antonio full timeout,,11,10
