,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
92,1,0:35.0,J. Crawford makes free throw 1 of 2,,20,35
93,1,0:35.0,J. Crawford makes free throw 2 of 2,,21,35
94,1,0:20.0,,A. Baynes misses 2-pt layup from 1 ft (block by W. Johnson),21,35
95,1,0:18.0,Defensive rebound by J. Crawford,,21,35
96,1,0:02.0,M. Speights makes 2-pt layup from 1 ft (assist by J. Crawford),,23,35
97,1,0:01.0,,B. Udrih misses 3-pt jump shot from 61 ft,23,35
98,1,0:00.0,,Offensive rebound by Team,23,35
99,2,11:42.0,,M. Morris makes 2-pt layup from 2 ft (assist by J. Leuer),23,37
100,2,11:26.0,Shooting foul by M. Morris (drawn by J. Crawford),,23,37
101,2,11:26.0,J. Crawford makes free throw 1 of 2,,24,37
102,2,11:26.0,,M. Gbinije enters the game for M. Morris,24,37
103,2,11:26.0,J. Crawford makes free throw 2 of 2,,25,37
104,2,11:06.0,,B. Udrih misses 2-pt jump shot from 10 ft,25,37
105,2,11:05.0,Defensive rebound by J. Crawford,,25,37
106,2,10:59.0,Turnover by A. Rivers (lost ball; steal by D. Hilliard),,25,37
107,2,10:58.0,,Personal foul by M. Speights (drawn by D. Hilliard),25,37
108,2,10:45.0,,Personal foul by R. Felton (drawn by A. Baynes),25,37
109,2,10:33.0,,J. Leuer misses 2-pt jump shot from 18 ft,25,37
110,2,10:32.0,Defensive rebound by W. Johnson,,25,37
111,2,10:15.0,M. Speights misses 2-pt jump shot from 6 ft,,25,37
112,2,10:14.0,,Defensive rebound by M. Gbinije,25,37
113,2,10:04.0,,D. Hilliard misses 2-pt jump shot from 8 ft,25,37
114,2,10:03.0,,Offensive rebound by D. Hilliard,25,37
115,2,10:00.0,,D. Hilliard makes 2-pt layup from 1 ft,25,39
116,2,9:43.0,J. Crawford misses 3-pt jump shot from 26 ft,,25,39
117,2,9:42.0,,Defensive rebound by J. Leuer,25,39
118,2,9:33.0,,B. Udrih makes 2-pt jump shot from 10 ft,25,41
119,2,9:14.0,A. Rivers makes 2-pt layup from 1 ft,,27,41
120,2,9:00.0,,B. Udrih makes 2-pt layup from 1 ft (assist by J. Leuer),27,43
121,2,8:41.0,Turnover by A. Rivers (bad pass),,27,43
122,2,8:41.0,Official timeout,,27,43
123,2,8:30.0,,J. Leuer misses 2-pt jump shot from 9 ft,27,43
124,2,8:29.0,Defensive rebound by W. Johnson,,27,43
125,2,8:21.0,M. Speights misses 3-pt jump shot from 26 ft,,27,43
126,2,8:20.0,,Defensive rebound by D. Hilliard,27,43
127,2,8:11.0,,A. Baynes misses 2-pt hook shot from 6 ft,27,43
128,2,8:10.0,,Offensive rebound by A. Baynes,27,43
129,2,8:06.0,,J. Leuer makes 2-pt jump shot from 10 ft,27,45
130,2,7:42.0,M. Speights misses 3-pt jump shot from 27 ft,,27,45
131,2,7:41.0,,Defensive rebound by A. Baynes,27,45
132,2,7:34.0,,A. Baynes misses 2-pt jump shot from 12 ft,27,45
133,2,7:33.0,,Offensive rebound by J. Leuer,27,45
134,2,7:29.0,,J. Leuer misses 2-pt layup from 1 ft,27,45
135,2,7:29.0,Defensive rebound by W. Johnson,,27,45
136,2,7:17.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by J. Crawford),,30,45
137,2,7:00.0,,B. Udrih misses 2-pt jump shot from 14 ft,30,45
138,2,6:59.0,Defensive rebound by J. Crawford,,30,45
139,2,6:59.0,,Loose ball foul by A. Baynes (drawn by M. Speights),30,45
140,2,6:59.0,C. Paul enters the game for A. Rivers,,30,45
141,2,6:59.0,B. Griffin enters the game for M. Speights,,30,45
142,2,6:59.0,D. Jordan enters the game for R. Felton,,30,45
143,2,6:59.0,J. Redick enters the game for W. Johnson,,30,45
144,2,6:59.0,,I. Smith enters the game for A. Baynes,30,45
145,2,6:59.0,,A. Drummond enters the game for B. Udrih,30,45
146,2,6:45.0,J. Crawford makes 2-pt jump shot from 15 ft,,32,45
147,2,6:26.0,,A. Drummond makes 2-pt layup from 1 ft (assist by D. Hilliard),32,47
148,2,6:11.0,J. Crawford makes 2-pt jump shot from 17 ft,,34,47
149,2,5:54.0,,Turnover by A. Drummond (palming),34,47
150,2,5:54.0,,Detroit full timeout,34,47
151,2,5:54.0,,K. Caldwell-Pope enters the game for M. Gbinije,34,47
152,2,5:40.0,Shooting foul by A. Drummond (drawn by B. Griffin),,34,47
153,2,5:40.0,B. Griffin makes free throw 1 of 2,,35,47
154,2,5:40.0,B. Griffin misses free throw 2 of 2,,35,47
155,2,5:40.0,,Defensive rebound by J. Leuer,35,47
156,2,5:40.0,,A. Baynes enters the game for A. Drummond,35,47
157,2,5:24.0,,A. Baynes makes 2-pt layup from 1 ft (assist by J. Leuer),35,49
158,2,5:11.0,J. Crawford misses 2-pt jump shot from 20 ft,,35,49
159,2,5:10.0,Offensive rebound by B. Griffin,,35,49
160,2,5:04.0,,T. Harris enters the game for J. Leuer,35,49
161,2,5:01.0,Personal foul by D. Hilliard (drawn by J. Crawford),,35,49
162,2,4:49.0,Shooting foul by T. Harris (drawn by B. Griffin),,35,49
163,2,4:49.0,B. Griffin makes free throw 1 of 2,,36,49
164,2,4:49.0,B. Griffin makes free throw 2 of 2,,37,49
165,2,4:33.0,,T. Harris misses 2-pt jump shot from 13 ft,37,49
166,2,4:32.0,Defensive rebound by Team,,37,49
167,2,4:16.0,B. Griffin misses 2-pt jump shot from 19 ft,,37,49
168,2,4:15.0,Offensive rebound by D. Jordan,,37,49
169,2,4:14.0,Shooting foul by A. Baynes (drawn by D. Jordan),,37,49
170,2,4:14.0,D. Jordan misses free throw 1 of 2,,37,49
171,2,4:14.0,Offensive rebound by Team,,37,49
172,2,4:14.0,D. Jordan makes free throw 2 of 2,,38,49
173,2,3:56.0,,D. Hilliard misses 3-pt jump shot from 26 ft,38,49
174,2,3:55.0,Defensive rebound by C. Paul,,38,49
175,2,3:50.0,Shooting foul by I. Smith (drawn by C. Paul),,38,49
176,2,3:50.0,C. Paul makes free throw 1 of 3,,39,49
177,2,3:50.0,C. Paul makes free throw 2 of 3,,40,49
178,2,3:50.0,C. Paul makes free throw 3 of 3,,41,49
179,2,3:34.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by I. Smith),41,51
180,2,3:13.0,C. Paul makes 3-pt jump shot from 23 ft (assist by B. Griffin),,44,51
181,2,3:07.0,,Detroit full timeout,44,51
182,2,2:55.0,,T. Harris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),44,53
183,2,2:35.0,B. Griffin misses 2-pt layup at rim,,44,53
184,2,2:34.0,,Defensive rebound by D. Hilliard,44,53
185,2,2:21.0,,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,44,53
186,2,2:20.0,Defensive rebound by J. Crawford,,44,53
187,2,2:11.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,46,53
188,2,1:43.0,,I. Smith misses 2-pt jump shot from 14 ft,46,53
189,2,1:42.0,Defensive rebound by J. Redick,,46,53
190,2,1:30.0,Turnover by C. Paul (lost ball; steal by I. Smith),,46,53
191,2,1:30.0,Loose ball foul by D. Jordan (drawn by I. Smith),,46,53
192,2,1:12.0,,Turnover by A. Baynes (3 sec),46,53
193,2,1:01.0,C. Paul misses 3-pt jump shot from 26 ft,,46,53
194,2,1:01.0,,Defensive rebound by A. Baynes,46,53
195,2,0:53.0,,I. Smith makes 2-pt jump shot from 17 ft,46,55
196,2,0:49.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,48,55
197,2,0:36.0,,A. Baynes makes 2-pt dunk at rim (assist by K. Caldwell-Pope),48,57
198,2,0:28.0,C. Paul misses 2-pt jump shot from 10 ft,,48,57
199,2,0:28.0,,Defensive rebound by I. Smith,48,57
200,2,0:05.0,,I. Smith misses 2-pt jump shot from 18 ft,48,57
201,2,0:04.0,Defensive rebound by D. Jordan,,48,57
202,2,0:01.0,J. Crawford misses 3-pt jump shot from 37 ft,,48,57
203,2,0:00.0,Offensive rebound by Team,,48,57
204,3,11:47.0,,Personal foul by L. Mbah a Moute (drawn by M. Morris),48,57
205,3,11:38.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by I. Smith),48,60
206,3,11:18.0,J. Redick misses 2-pt jump shot from 20 ft,,48,60
207,3,11:18.0,,Defensive rebound by A. Drummond,48,60
208,3,11:07.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by T. Harris),48,63
209,3,10:49.0,J. Redick makes 2-pt jump shot from 14 ft (assist by C. Paul),,50,63
210,3,10:36.0,,Turnover by K. Caldwell-Pope (lost ball),50,63
211,3,10:24.0,Turnover by C. Paul (lost ball; steal by A. Drummond),,50,63
212,3,10:17.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),50,65
213,3,10:02.0,,Violation by M. Morris (kicked ball),50,65
214,3,9:55.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),,53,65
215,3,9:38.0,,M. Morris makes 2-pt jump shot from 16 ft,53,67
216,3,9:18.0,Shooting foul by T. Harris (drawn by B. Griffin),,53,67
217,3,9:18.0,B. Griffin makes free throw 1 of 2,,54,67
218,3,9:18.0,B. Griffin misses free throw 2 of 2,,54,67
219,3,9:17.0,,Defensive rebound by A. Drummond,54,67
220,3,8:59.0,,T. Harris makes 2-pt jump shot from 9 ft (assist by K. Caldwell-Pope),54,69
221,3,8:39.0,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),,56,69
222,3,8:23.0,,M. Morris misses 2-pt jump shot from 16 ft,56,69
223,3,8:22.0,,Offensive rebound by A. Drummond,56,69
224,3,8:15.0,,Turnover by K. Caldwell-Pope (bad pass; steal by B. Griffin),56,69
225,3,8:07.0,J. Redick misses 3-pt jump shot from 26 ft,,56,69
226,3,8:06.0,,Defensive rebound by T. Harris,56,69
227,3,7:57.0,,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),56,71
228,3,7:38.0,Turnover by J. Redick (lost ball),,56,71
229,3,7:24.0,,T. Harris misses 3-pt jump shot from 25 ft,56,71
230,3,7:23.0,Defensive rebound by D. Jordan,,56,71
231,3,7:13.0,C. Paul misses 2-pt jump shot from 15 ft,,56,71
232,3,7:12.0,,Defensive rebound by A. Drummond,56,71
233,3,7:08.0,,I. Smith misses 2-pt jump shot from 4 ft (block by D. Jordan),56,71
234,3,7:07.0,,Offensive rebound by Team,56,71
235,3,7:07.0,,Technical foul by I. Smith,56,71
236,3,7:07.0,Technical foul by D. Jordan,,56,71
237,3,7:00.0,,T. Harris misses 2-pt jump shot from 7 ft,56,71
238,3,6:59.0,Defensive rebound by C. Paul,,56,71
239,3,6:42.0,B. Griffin misses 2-pt jump shot from 18 ft,,56,71
240,3,6:41.0,,Defensive rebound by M. Morris,56,71
241,3,6:25.0,,A. Drummond makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),56,73
242,3,6:25.0,LA Clippers full timeout,,56,73
243,3,6:14.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,58,73
244,3,5:59.0,,Personal foul by L. Mbah a Moute (drawn by M. Morris),58,73
245,3,5:49.0,,Turnover by M. Morris (bad pass; steal by D. Jordan),58,73
246,3,5:39.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Redick),,60,73
247,3,5:39.0,Shooting foul by M. Morris (drawn by L. Mbah a Moute),,60,73
248,3,5:39.0,L. Mbah a Moute makes free throw 1 of 1,,61,73
249,3,5:33.0,,Detroit full timeout,61,73
250,3,5:33.0,,J. Leuer enters the game for M. Morris,61,73
251,3,5:20.0,,Shooting foul by D. Jordan (drawn by A. Drummond),61,73
252,3,5:20.0,,A. Drummond misses free throw 1 of 2,61,73
253,3,5:20.0,,Offensive rebound by Team,61,73
254,3,5:20.0,,A. Drummond misses free throw 2 of 2,61,73
255,3,5:19.0,Defensive rebound by D. Jordan,,61,73
256,3,5:10.0,Personal foul by J. Leuer (drawn by B. Griffin),,61,73
257,3,5:06.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,63,73
258,3,4:42.0,,T. Harris misses 3-pt jump shot from 26 ft,63,73
259,3,4:41.0,Defensive rebound by D. Jordan,,63,73
260,3,4:31.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,65,73
261,3,4:25.0,,Detroit full timeout,65,73
262,3,4:11.0,,J. Leuer misses 2-pt jump shot from 12 ft,65,73
263,3,4:11.0,,Offensive rebound by Team,65,73
264,3,4:06.0,,Turnover by J. Leuer (illegal screen),65,73
265,3,3:44.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),,67,73
266,3,3:14.0,,I. Smith makes 2-pt jump shot from 18 ft,67,75
267,3,2:54.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,69,75
268,3,2:30.0,,J. Leuer makes 2-pt jump shot from 20 ft (assist by K. Caldwell-Pope),69,77
269,3,2:10.0,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),,71,77
270,3,1:54.0,,J. Leuer makes 3-pt jump shot from 23 ft (assist by T. Harris),71,80
271,3,1:31.0,C. Paul misses 2-pt jump shot from 20 ft,,71,80
272,3,1:30.0,Offensive rebound by L. Mbah a Moute,,71,80
273,3,1:27.0,Personal foul by K. Caldwell-Pope (drawn by J. Redick),,71,80
274,3,1:27.0,J. Redick makes free throw 1 of 3,,72,80
275,3,1:27.0,J. Redick makes free throw 2 of 3,,73,80
276,3,1:27.0,J. Crawford enters the game for L. Mbah a Moute,,73,80
277,3,1:27.0,A. Rivers enters the game for C. Paul,,73,80
278,3,1:27.0,J. Redick makes free throw 3 of 3,,74,80
279,3,1:16.0,,I. Smith misses 2-pt layup from 1 ft (block by D. Jordan),74,80
280,3,1:14.0,Defensive rebound by D. Jordan,,74,80
281,3,1:08.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),,77,80
282,3,0:49.0,,J. Leuer makes 2-pt jump shot from 7 ft,77,82
283,3,0:41.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Crawford),,80,82
284,3,0:26.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,80,82
285,3,0:25.0,Defensive rebound by Team,,80,82
286,3,0:25.0,M. Speights enters the game for D. Jordan,,80,82
287,3,0:25.0,,A. Baynes enters the game for A. Drummond,80,82
288,3,0:25.0,C. Paul enters the game for B. Griffin,,80,82
289,3,0:02.0,C. Paul misses 3-pt jump shot from 26 ft,,80,82
290,3,0:01.0,Offensive rebound by Team,,80,82
291,4,11:42.0,J. Crawford misses 2-pt jump shot from 14 ft,,80,82
292,4,11:41.0,,Defensive rebound by B. Udrih,80,82
293,4,11:18.0,,M. Morris misses 2-pt layup from 1 ft,80,82
294,4,11:18.0,,Offensive rebound by J. Leuer,80,82
295,4,10:55.0,,M. Morris misses 3-pt jump shot from 27 ft,80,82
296,4,10:54.0,Defensive rebound by Team,,80,82
297,4,10:54.0,,Loose ball foul by A. Baynes (drawn by M. Speights),80,82
298,4,10:34.0,J. Crawford makes 2-pt layup at rim,,82,82
299,4,10:09.0,,M. Morris misses 2-pt jump shot from 6 ft,82,82
300,4,10:08.0,Defensive rebound by M. Speights,,82,82
301,4,10:00.0,R. Felton makes 2-pt layup from 1 ft (assist by J. Crawford),,84,82
302,4,9:39.0,,D. Hilliard makes 2-pt jump shot from 15 ft,84,84
303,4,9:22.0,M. Speights misses 2-pt jump shot from 18 ft,,84,84
304,4,9:21.0,,Defensive rebound by B. Udrih,84,84
305,4,9:10.0,,J. Leuer misses 3-pt jump shot from 26 ft,84,84
306,4,9:09.0,Defensive rebound by J. Crawford,,84,84
307,4,9:01.0,M. Speights misses 2-pt jump shot from 6 ft,,84,84
308,4,9:00.0,,Defensive rebound by J. Leuer,84,84
309,4,8:50.0,,D. Hilliard makes 2-pt jump shot from 19 ft,84,86
310,4,8:50.0,,Shooting foul by M. Speights (drawn by D. Hilliard),84,86
311,4,8:50.0,Official timeout,,84,86
312,4,8:50.0,,D. Hilliard makes free throw 1 of 1,84,87
313,4,8:37.0,Shooting foul by A. Baynes (drawn by M. Speights),,84,87
314,4,8:37.0,M. Speights misses free throw 1 of 2,,84,87
315,4,8:37.0,Offensive rebound by Team,,84,87
316,4,8:37.0,M. Speights makes free throw 2 of 2,,85,87
317,4,8:20.0,,Turnover by D. Hilliard (lost ball; steal by A. Rivers),85,87
318,4,8:13.0,A. Rivers misses 2-pt layup from 1 ft,,85,87
319,4,8:12.0,Offensive rebound by M. Speights,,85,87
320,4,8:10.0,M. Speights misses 2-pt layup at rim,,85,87
321,4,8:09.0,,Defensive rebound by M. Morris,85,87
322,4,8:06.0,,Turnover by D. Hilliard (bad pass),85,87
323,4,7:45.0,A. Rivers misses 2-pt layup from 2 ft,,85,87
324,4,7:44.0,,Defensive rebound by J. Leuer,85,87
325,4,7:23.0,,M. Morris makes 2-pt jump shot from 19 ft,85,89
326,4,7:05.0,Shooting foul by J. Leuer (drawn by J. Crawford),,85,89
327,4,7:05.0,J. Crawford makes free throw 1 of 2,,86,89
328,4,7:05.0,J. Crawford misses free throw 2 of 2,,86,89
329,4,7:05.0,,A. Drummond enters the game for A. Baynes,86,89
330,4,7:05.0,D. Jordan enters the game for M. Speights,,86,89
331,4,7:05.0,B. Griffin enters the game for W. Johnson,,86,89
332,4,7:04.0,,Defensive rebound by J. Leuer,86,89
333,4,6:45.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Leuer),86,92
334,4,6:44.0,LA Clippers full timeout,,86,92
335,4,6:44.0,J. Redick enters the game for A. Rivers,,86,92
336,4,6:44.0,C. Paul enters the game for R. Felton,,86,92
337,4,6:44.0,,I. Smith enters the game for B. Udrih,86,92
338,4,6:44.0,,K. Caldwell-Pope enters the game for D. Hilliard,86,92
339,4,6:30.0,J. Crawford misses 2-pt jump shot from 10 ft,,86,92
340,4,6:29.0,,Defensive rebound by J. Leuer,86,92
341,4,6:18.0,,A. Drummond misses 2-pt hook shot from 6 ft,86,92
342,4,6:17.0,Defensive rebound by D. Jordan,,86,92
343,4,6:13.0,Turnover by J. Redick (bad pass),,86,92
344,4,5:56.0,,M. Morris makes 2-pt jump shot from 18 ft,86,94
345,4,5:31.0,J. Crawford misses 2-pt jump shot from 16 ft,,86,94
346,4,5:30.0,,Defensive rebound by M. Morris,86,94
347,4,5:14.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by I. Smith),86,97
348,4,5:14.0,LA Clippers full timeout,,86,97
349,4,5:14.0,L. Mbah a Moute enters the game for C. Paul,,86,97
350,4,5:14.0,C. Paul enters the game for J. Crawford,,86,97
351,4,5:00.0,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Griffin),,88,97
352,4,4:40.0,,M. Morris misses 2-pt jump shot from 14 ft,88,97
353,4,4:39.0,Defensive rebound by D. Jordan,,88,97
354,4,4:39.0,Personal foul by A. Drummond (drawn by D. Jordan),,88,97
355,4,4:30.0,B. Griffin makes 2-pt layup at rim,,90,97
356,4,4:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,90,97
357,4,4:14.0,,Offensive rebound by A. Drummond,90,97
358,4,4:14.0,,A. Drummond misses 2-pt layup from 1 ft,90,97
359,4,4:13.0,,Offensive rebound by Team,90,97
360,4,4:13.0,Loose ball foul by C. Paul (drawn by A. Drummond),,90,97
361,4,3:57.0,,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),90,99
362,4,3:49.0,Shooting foul by J. Leuer (drawn by B. Griffin),,90,99
363,4,3:49.0,B. Griffin misses free throw 1 of 2,,90,99
364,4,3:49.0,Offensive rebound by Team,,90,99
365,4,3:49.0,B. Griffin makes free throw 2 of 2,,91,99
366,4,3:27.0,,J. Leuer misses 3-pt jump shot from 25 ft,91,99
367,4,3:26.0,,Offensive rebound by A. Drummond,91,99
368,4,3:25.0,,A. Drummond misses 2-pt layup from 1 ft,91,99
369,4,3:24.0,Defensive rebound by C. Paul,,91,99
370,4,3:13.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,91,99
371,4,3:12.0,,Defensive rebound by A. Drummond,91,99
372,4,3:02.0,,I. Smith makes 3-pt jump shot from 25 ft,91,102
373,4,3:02.0,LA Clippers full timeout,,91,102
374,4,2:46.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,93,102
375,4,2:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,93,102
376,4,2:26.0,Defensive rebound by L. Mbah a Moute,,93,102
377,4,2:10.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,95,102
378,4,1:45.0,,I. Smith misses 2-pt jump shot from 17 ft,95,102
379,4,1:44.0,Defensive rebound by J. Redick,,95,102
