,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
89,1,1:11.0,E. Freedom makes 2-pt jump shot from 8 ft,,29,17
90,1,0:58.0,,J. Johnson misses 2-pt jump shot from 18 ft,29,17
91,1,0:56.0,Defensive rebound by J. Lauvergne,,29,17
92,1,0:40.0,J. Lauvergne makes 2-pt dunk at rim (assist by J. Grant),,31,17
93,1,0:26.0,,T. Johnson makes 2-pt jump shot from 18 ft,31,19
94,1,0:05.0,E. Freedom makes 2-pt jump shot from 4 ft,,33,19
95,1,0:01.0,,J. Winslow misses 2-pt layup from 2 ft,33,19
96,1,0:01.0,,Offensive rebound by W. Reed,33,19
97,1,0:00.0,,W. Reed misses 2-pt layup from 1 ft,33,19
98,1,0:00.0,,Offensive rebound by Team,33,19
99,2,11:50.0,Turnover by S. Christon (bad pass; steal by H. Whiteside),,33,19
100,2,11:36.0,,H. Whiteside makes 2-pt hook shot from 9 ft,33,21
101,2,11:16.0,J. Lauvergne misses 2-pt jump shot from 8 ft,,33,21
102,2,11:15.0,,Defensive rebound by J. Richardson,33,21
103,2,11:00.0,,Shooting foul by Á. Abrines (drawn by J. Richardson),33,21
104,2,11:00.0,,J. Richardson makes free throw 1 of 2,33,22
105,2,11:00.0,,J. Richardson makes free throw 2 of 2,33,23
106,2,10:38.0,J. Grant misses 2-pt jump shot from 8 ft,,33,23
107,2,10:37.0,,Defensive rebound by J. Johnson,33,23
108,2,10:30.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by T. Johnson),33,26
109,2,10:13.0,Turnover by E. Freedom (bad pass; steal by W. Ellington),,33,26
110,2,10:04.0,,W. Ellington misses 3-pt jump shot from 25 ft,33,26
111,2,10:03.0,Defensive rebound by J. Lauvergne,,33,26
112,2,9:58.0,Oklahoma City full timeout,,33,26
113,2,9:58.0,K. Singler enters the game for Á. Abrines,,33,26
114,2,9:45.0,E. Freedom makes 2-pt jump shot from 19 ft (assist by S. Christon),,35,26
115,2,9:31.0,,Shooting foul by J. Lauvergne (drawn by J. Johnson),35,26
116,2,9:31.0,,J. Johnson misses free throw 1 of 2,35,26
117,2,9:31.0,,Offensive rebound by Team,35,26
118,2,9:31.0,,J. Johnson makes free throw 2 of 2,35,27
119,2,9:15.0,J. Grant makes 2-pt dunk at rim,,37,27
120,2,9:05.0,,H. Whiteside misses 2-pt hook shot from 10 ft,37,27
121,2,9:04.0,,Offensive rebound by J. Johnson,37,27
122,2,9:01.0,,J. Johnson misses 3-pt jump shot from 23 ft,37,27
123,2,8:59.0,,Offensive rebound by H. Whiteside,37,27
124,2,8:57.0,,Shooting foul by J. Grant (drawn by H. Whiteside),37,27
125,2,8:57.0,,H. Whiteside makes free throw 1 of 2,37,28
126,2,8:57.0,,H. Whiteside misses free throw 2 of 2,37,28
127,2,8:56.0,Defensive rebound by E. Freedom,,37,28
128,2,8:45.0,Shooting foul by H. Whiteside (drawn by J. Lauvergne),,37,28
129,2,8:45.0,J. Lauvergne misses free throw 1 of 2,,37,28
130,2,8:45.0,Offensive rebound by Team,,37,28
131,2,8:45.0,R. Westbrook enters the game for S. Christon,,37,28
132,2,8:45.0,J. Lauvergne makes free throw 2 of 2,,38,28
133,2,8:30.0,,H. Whiteside misses 2-pt jump shot from 17 ft,38,28
134,2,8:29.0,Defensive rebound by E. Freedom,,38,28
135,2,8:24.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,40,28
136,2,8:24.0,Shooting foul by T. Johnson (drawn by J. Grant),,40,28
137,2,8:24.0,S. Adams enters the game for J. Lauvergne,,40,28
138,2,8:24.0,J. Grant makes free throw 1 of 1,,41,28
139,2,8:20.0,,Miami full timeout,41,28
140,2,8:10.0,,J. Johnson misses 3-pt jump shot from 26 ft,41,28
141,2,8:09.0,Defensive rebound by R. Westbrook,,41,28
142,2,7:56.0,E. Freedom misses 3-pt jump shot from 24 ft,,41,28
143,2,7:55.0,,Defensive rebound by J. Richardson,41,28
144,2,7:50.0,,Shooting foul by S. Adams (drawn by J. Johnson),41,28
145,2,7:50.0,,J. Johnson misses free throw 1 of 2,41,28
146,2,7:50.0,,Offensive rebound by Team,41,28
147,2,7:50.0,,J. Johnson makes free throw 2 of 2,41,29
148,2,7:37.0,S. Adams makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,43,29
149,2,7:22.0,Violation by S. Adams (kicked ball),,43,29
150,2,7:08.0,,H. Whiteside misses 2-pt dunk at rim,43,29
151,2,7:07.0,Defensive rebound by S. Adams,,43,29
152,2,6:53.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,45,29
153,2,6:36.0,,T. Johnson misses 2-pt layup from 1 ft (block by J. Grant),45,29
154,2,6:35.0,Defensive rebound by R. Westbrook,,45,29
155,2,6:15.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,47,29
156,2,6:15.0,Shooting foul by W. Ellington (drawn by S. Adams),,47,29
157,2,6:15.0,,J. Winslow enters the game for W. Ellington,47,29
158,2,6:15.0,,R. McGruder enters the game for J. Johnson,47,29
159,2,6:15.0,S. Adams makes free throw 1 of 1,,48,29
160,2,6:12.0,,Miami full timeout,48,29
161,2,6:03.0,,J. Winslow misses 3-pt jump shot from 23 ft,48,29
162,2,6:02.0,Defensive rebound by E. Freedom,,48,29
163,2,5:57.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,50,29
164,2,5:57.0,Shooting foul by H. Whiteside (drawn by J. Grant),,50,29
165,2,5:57.0,J. Grant makes free throw 1 of 1,,51,29
166,2,5:39.0,,J. Richardson misses 2-pt jump shot from 19 ft,51,29
167,2,5:38.0,,Offensive rebound by H. Whiteside,51,29
168,2,5:37.0,,Turnover by H. Whiteside (bad pass; steal by K. Singler),51,29
169,2,5:32.0,Turnover by R. Westbrook (bad pass; steal by J. Winslow),,51,29
170,2,5:18.0,,H. Whiteside misses 2-pt jump shot from 7 ft,51,29
171,2,5:17.0,Defensive rebound by R. Westbrook,,51,29
172,2,5:08.0,Offensive foul by S. Adams (drawn by R. McGruder),,51,29
173,2,5:08.0,Turnover by S. Adams (offensive foul),,51,29
174,2,4:58.0,,Personal foul by J. Grant (drawn by T. Johnson),51,29
175,2,4:58.0,,T. Johnson makes free throw 1 of 2,51,30
176,2,4:58.0,,T. Johnson misses free throw 2 of 2,51,30
177,2,4:57.0,Defensive rebound by R. Westbrook,,51,30
178,2,4:45.0,S. Adams misses 2-pt jump shot from 6 ft,,51,30
179,2,4:44.0,,Defensive rebound by J. Richardson,51,30
180,2,4:39.0,,T. Johnson misses 2-pt layup from 2 ft,51,30
181,2,4:38.0,,Offensive rebound by R. McGruder,51,30
182,2,4:37.0,,R. McGruder makes 2-pt jump shot from 13 ft,51,32
183,2,4:35.0,Personal foul by H. Whiteside (drawn by S. Adams),,51,32
184,2,4:35.0,,Personal foul by S. Adams,51,32
185,2,4:35.0,D. Sabonis enters the game for S. Adams,,51,32
186,2,4:35.0,,U. Haslem enters the game for H. Whiteside,51,32
187,2,4:25.0,R. Westbrook makes 2-pt layup from 1 ft,,53,32
188,2,3:55.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Richardson),53,35
189,2,3:39.0,E. Freedom makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,55,35
190,2,3:19.0,,T. Johnson makes 2-pt jump shot from 8 ft,55,37
191,2,3:02.0,J. Grant misses 3-pt jump shot from 24 ft,,55,37
192,2,3:01.0,,Defensive rebound by J. Winslow,55,37
193,2,2:57.0,,J. Winslow makes 2-pt layup from 3 ft,55,39
194,2,2:57.0,,Shooting foul by D. Sabonis (drawn by J. Winslow),55,39
195,2,2:57.0,Official timeout,,55,39
196,2,2:57.0,,J. Winslow makes free throw 1 of 1,55,40
197,2,2:40.0,E. Freedom makes 2-pt jump shot from 2 ft,,57,40
198,2,2:21.0,,R. McGruder makes 2-pt hook shot from 8 ft,57,42
199,2,1:58.0,D. Sabonis makes 2-pt hook shot from 7 ft,,59,42
200,2,1:33.0,,J. Winslow misses 2-pt jump shot from 20 ft,59,42
201,2,1:32.0,Defensive rebound by R. Westbrook,,59,42
202,2,1:20.0,R. Westbrook makes 2-pt jump shot from 18 ft,,61,42
203,2,0:50.0,,J. Richardson makes 3-pt jump shot from 26 ft,61,45
204,2,0:29.0,D. Sabonis misses 2-pt layup from 3 ft,,61,45
205,2,0:28.0,,Defensive rebound by J. Richardson,61,45
206,2,0:07.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),61,48
207,2,0:01.0,J. Grant misses 3-pt jump shot from 24 ft,,61,48
208,2,0:00.0,Offensive rebound by Team,,61,48
209,3,11:40.0,Turnover by A. Roberson (lost ball; steal by D. Williams),,61,48
210,3,11:24.0,,J. Richardson misses 2-pt layup from 2 ft (block by S. Adams),61,48
211,3,11:23.0,,Offensive rebound by H. Whiteside,61,48
212,3,11:21.0,,H. Whiteside misses 2-pt hook shot from 5 ft,61,48
213,3,11:20.0,Defensive rebound by R. Westbrook,,61,48
214,3,11:12.0,R. Westbrook misses 2-pt jump shot from 19 ft,,61,48
215,3,11:11.0,,Defensive rebound by D. Williams,61,48
216,3,10:55.0,,J. Winslow misses 2-pt layup from 2 ft (block by S. Adams),61,48
217,3,10:54.0,Defensive rebound by S. Adams,,61,48
218,3,10:50.0,Shooting foul by J. Richardson (drawn by R. Westbrook),,61,48
219,3,10:50.0,R. Westbrook makes free throw 1 of 2,,62,48
220,3,10:50.0,R. Westbrook makes free throw 2 of 2,,63,48
221,3,10:33.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Richardson),63,51
222,3,10:13.0,S. Adams makes 2-pt hook shot from 5 ft,,65,51
223,3,9:58.0,,Offensive foul by H. Whiteside (drawn by A. Roberson),65,51
224,3,9:58.0,,Turnover by H. Whiteside (offensive foul),65,51
225,3,9:45.0,Turnover by S. Adams (bad pass),,65,51
226,3,9:30.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by J. Winslow),65,53
227,3,9:12.0,A. Morrow makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,67,53
228,3,8:54.0,,Turnover by J. Winslow (bad pass),67,53
229,3,8:42.0,D. Sabonis misses 3-pt jump shot from 24 ft,,67,53
230,3,8:41.0,Offensive rebound by S. Adams,,67,53
231,3,8:34.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by S. Adams),,70,53
232,3,8:17.0,,D. Williams makes 2-pt jump shot from 12 ft,70,55
233,3,8:05.0,Shooting foul by J. Richardson (drawn by A. Morrow),,70,55
234,3,8:05.0,A. Morrow makes free throw 1 of 2,,71,55
235,3,8:05.0,,W. Reed enters the game for H. Whiteside,71,55
236,3,8:05.0,A. Morrow makes free throw 2 of 2,,72,55
237,3,7:45.0,,W. Reed makes 2-pt jump shot from 16 ft,72,57
238,3,7:32.0,R. Westbrook misses 2-pt jump shot from 7 ft,,72,57
239,3,7:31.0,,Defensive rebound by W. Reed,72,57
240,3,7:19.0,,W. Reed makes 2-pt hook shot from 4 ft (assist by J. Winslow),72,59
241,3,7:02.0,A. Roberson misses 2-pt jump shot from 11 ft,,72,59
242,3,7:01.0,,Defensive rebound by Team,72,59
243,3,7:01.0,Loose ball foul by S. Adams (drawn by W. Reed),,72,59
244,3,7:01.0,E. Freedom enters the game for D. Sabonis,,72,59
245,3,6:52.0,,Personal foul by A. Roberson (drawn by W. Reed),72,59
246,3,6:52.0,D. Sabonis enters the game for S. Adams,,72,59
247,3,6:43.0,,R. McGruder misses 3-pt jump shot from 25 ft,72,59
248,3,6:42.0,,Offensive rebound by W. Reed,72,59
249,3,6:40.0,,W. Reed misses 2-pt hook shot from 4 ft,72,59
250,3,6:39.0,Defensive rebound by R. Westbrook,,72,59
251,3,6:32.0,D. Sabonis misses 3-pt jump shot from 24 ft,,72,59
252,3,6:31.0,Offensive rebound by E. Freedom,,72,59
253,3,6:30.0,E. Freedom misses 2-pt layup from 1 ft,,72,59
254,3,6:29.0,Offensive rebound by E. Freedom,,72,59
255,3,6:28.0,E. Freedom misses 2-pt layup from 2 ft (block by W. Reed),,72,59
256,3,6:27.0,,Defensive rebound by W. Reed,72,59
257,3,6:18.0,,Offensive foul by W. Reed (drawn by E. Freedom),72,59
258,3,6:18.0,,Turnover by W. Reed (offensive foul),72,59
259,3,6:18.0,Oklahoma City full timeout,,72,59
260,3,6:09.0,Personal foul by R. McGruder (drawn by A. Morrow),,72,59
261,3,6:02.0,R. Westbrook makes 2-pt layup from 2 ft (assist by E. Freedom),,74,59
262,3,5:41.0,,J. Winslow misses 2-pt jump shot from 16 ft,74,59
263,3,5:40.0,Defensive rebound by A. Roberson,,74,59
264,3,5:37.0,Turnover by R. Westbrook (bad pass),,74,59
265,3,5:24.0,,J. Richardson makes 2-pt jump shot from 23 ft,74,61
266,3,5:12.0,E. Freedom misses 2-pt layup from 1 ft (block by W. Reed),,74,61
267,3,5:11.0,Offensive rebound by E. Freedom,,74,61
268,3,5:10.0,Personal foul by W. Reed (drawn by E. Freedom),,74,61
269,3,5:10.0,J. Grant enters the game for D. Sabonis,,74,61
270,3,4:56.0,R. Westbrook misses 2-pt jump shot from 18 ft,,74,61
271,3,4:55.0,,Defensive rebound by W. Reed,74,61
272,3,4:42.0,,J. Richardson misses 3-pt jump shot from 25 ft,74,61
273,3,4:41.0,Defensive rebound by Team,,74,61
274,3,4:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,74,61
275,3,4:30.0,,Defensive rebound by Team,74,61
276,3,4:30.0,Loose ball foul by E. Freedom (drawn by W. Reed),,74,61
277,3,4:30.0,,T. Johnson enters the game for D. Williams,74,61
278,3,4:06.0,,W. Reed makes 2-pt hook shot from 6 ft,74,63
279,3,3:52.0,A. Morrow makes 2-pt jump shot from 5 ft,,76,63
280,3,3:39.0,,T. Johnson makes 2-pt jump shot from 7 ft,76,65
281,3,3:19.0,J. Grant misses 3-pt jump shot from 25 ft,,76,65
282,3,3:18.0,,Defensive rebound by T. Johnson,76,65
283,3,3:09.0,,W. Reed misses 3-pt jump shot from 25 ft,76,65
284,3,3:08.0,Defensive rebound by R. Westbrook,,76,65
285,3,3:02.0,Shooting foul by J. Winslow (drawn by E. Freedom),,76,65
286,3,3:02.0,E. Freedom misses free throw 1 of 2,,76,65
287,3,3:02.0,Offensive rebound by Team,,76,65
288,3,3:02.0,,W. Ellington enters the game for R. McGruder,76,65
289,3,3:02.0,Á. Abrines enters the game for A. Morrow,,76,65
290,3,3:02.0,E. Freedom makes free throw 2 of 2,,77,65
291,3,2:46.0,,T. Johnson misses 2-pt jump shot from 9 ft,77,65
292,3,2:45.0,Defensive rebound by R. Westbrook,,77,65
293,3,2:39.0,R. Westbrook makes 2-pt jump shot from 4 ft,,79,65
294,3,2:39.0,,Miami full timeout,79,65
295,3,2:39.0,S. Christon enters the game for R. Westbrook,,79,65
296,3,2:39.0,,J. Johnson enters the game for J. Winslow,79,65
297,3,2:21.0,,J. Richardson misses 3-pt jump shot from 26 ft,79,65
298,3,2:20.0,Defensive rebound by A. Roberson,,79,65
299,3,2:07.0,Á. Abrines misses 3-pt jump shot from 25 ft,,79,65
300,3,2:06.0,,Defensive rebound by W. Reed,79,65
301,3,1:49.0,,Shooting foul by S. Christon (drawn by T. Johnson),79,65
302,3,1:49.0,,T. Johnson makes free throw 1 of 2,79,66
303,3,1:49.0,J. Lauvergne enters the game for A. Roberson,,79,66
304,3,1:49.0,,T. Johnson makes free throw 2 of 2,79,67
305,3,1:24.0,E. Freedom makes 2-pt hook shot from 5 ft,,81,67
306,3,1:10.0,,J. Richardson misses 2-pt jump shot from 8 ft,81,67
307,3,1:09.0,,Offensive rebound by Team,81,67
308,3,1:01.0,,T. Johnson misses 2-pt hook shot from 9 ft,81,67
309,3,1:01.0,Defensive rebound by S. Christon,,81,67
310,3,0:56.0,Á. Abrines makes 3-pt jump shot from 24 ft (assist by S. Christon),,84,67
311,3,0:33.0,,W. Reed misses 2-pt jump shot from 7 ft,84,67
312,3,0:32.0,,Offensive rebound by Team,84,67
313,3,0:32.0,,Turnover by Team (shot clock),84,67
314,3,0:10.0,Á. Abrines makes 3-pt jump shot from 25 ft,,87,67
315,3,0:04.0,,J. Johnson makes 2-pt jump shot from 13 ft,87,69
316,3,0:02.0,Turnover by E. Freedom (bad pass),,87,69
317,3,0:01.0,,J. Johnson misses 3-pt jump shot from 41 ft,87,69
318,3,0:00.0,,Offensive rebound by Team,87,69
319,4,11:46.0,,Personal foul by J. Grant (drawn by H. Whiteside),87,69
320,4,11:33.0,,W. Ellington misses 3-pt jump shot from 26 ft,87,69
321,4,11:32.0,,Offensive rebound by H. Whiteside,87,69
322,4,11:29.0,,H. Whiteside makes 2-pt jump shot from 6 ft,87,71
323,4,11:14.0,Á. Abrines makes 2-pt jump shot from 8 ft (assist by S. Christon),,89,71
324,4,10:59.0,,Shooting foul by J. Grant (drawn by H. Whiteside),89,71
325,4,10:59.0,,H. Whiteside makes free throw 1 of 2,89,72
326,4,10:59.0,,H. Whiteside makes free throw 2 of 2,89,73
327,4,10:38.0,E. Freedom misses 2-pt jump shot from 6 ft,,89,73
328,4,10:37.0,,Defensive rebound by J. Johnson,89,73
329,4,10:28.0,,T. Johnson makes 3-pt jump shot from 25 ft,89,76
330,4,10:28.0,Oklahoma City full timeout,,89,76
331,4,10:14.0,E. Freedom makes 2-pt jump shot from 5 ft (assist by J. Lauvergne),,91,76
332,4,9:58.0,,J. Johnson makes 2-pt dunk at rim (assist by H. Whiteside),91,78
333,4,9:33.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by E. Freedom),,94,78
334,4,9:05.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),94,81
335,4,8:48.0,Personal foul by J. Johnson (drawn by E. Freedom),,94,81
336,4,8:48.0,R. Westbrook enters the game for S. Christon,,94,81
337,4,8:39.0,Turnover by E. Freedom (lost ball),,94,81
338,4,8:39.0,D. Sabonis enters the game for J. Lauvergne,,94,81
339,4,8:18.0,,Turnover by H. Whiteside (lost ball; steal by E. Freedom),94,81
340,4,8:11.0,R. Westbrook misses 2-pt layup from 2 ft (block by T. Johnson),,94,81
341,4,8:10.0,,Defensive rebound by J. Johnson,94,81
342,4,8:08.0,S. Adams enters the game for E. Freedom,,94,81
343,4,8:08.0,,Miami full timeout,94,81
344,4,7:57.0,,W. Ellington misses 3-pt jump shot from 25 ft,94,81
345,4,7:56.0,,Offensive rebound by Team,94,81
346,4,7:56.0,Loose ball foul by J. Grant (drawn by J. Johnson),,94,81
347,4,7:56.0,A. Roberson enters the game for J. Grant,,94,81
348,4,7:51.0,,Offensive foul by J. Johnson (drawn by D. Sabonis),94,81
349,4,7:51.0,,Turnover by J. Johnson (offensive foul),94,81
350,4,7:44.0,Offensive foul by S. Adams (drawn by H. Whiteside),,94,81
351,4,7:44.0,Turnover by S. Adams (offensive foul),,94,81
352,4,7:28.0,,H. Whiteside misses 2-pt hook shot from 8 ft,94,81
353,4,7:27.0,Defensive rebound by R. Westbrook,,94,81
354,4,7:23.0,R. Westbrook misses 2-pt jump shot from 17 ft,,94,81
355,4,7:22.0,Offensive rebound by Team,,94,81
356,4,7:22.0,Personal foul by T. Johnson (drawn by S. Adams),,94,81
357,4,7:22.0,,J. Winslow enters the game for W. Ellington,94,81
358,4,7:22.0,E. Freedom enters the game for S. Adams,,94,81
359,4,7:15.0,R. Westbrook makes 2-pt jump shot from 18 ft,,96,81
360,4,7:03.0,,J. Johnson misses 3-pt jump shot from 25 ft,96,81
361,4,7:02.0,Defensive rebound by R. Westbrook,,96,81
362,4,6:58.0,R. Westbrook misses 2-pt layup from 1 ft,,96,81
363,4,6:57.0,,Defensive rebound by H. Whiteside,96,81
364,4,6:41.0,,H. Whiteside makes 2-pt jump shot from 17 ft,96,83
365,4,6:26.0,Á. Abrines misses 3-pt jump shot from 26 ft,,96,83
366,4,6:25.0,,Defensive rebound by J. Winslow,96,83
367,4,6:14.0,,J. Johnson makes 2-pt jump shot from 3 ft,96,85
368,4,6:00.0,E. Freedom misses 2-pt layup from 2 ft (block by J. Winslow),,96,85
369,4,5:59.0,Offensive rebound by E. Freedom,,96,85
370,4,5:58.0,Turnover by E. Freedom (lost ball; steal by T. Johnson),,96,85
371,4,5:49.0,,T. Johnson misses 3-pt jump shot from 26 ft,96,85
372,4,5:48.0,Defensive rebound by D. Sabonis,,96,85
373,4,5:48.0,Oklahoma City full timeout,,96,85
374,4,5:48.0,,J. Richardson enters the game for T. Johnson,96,85
375,4,5:35.0,R. Westbrook makes 2-pt jump shot from 13 ft,,98,85
376,4,5:16.0,,Personal foul by A. Roberson (drawn by J. Richardson),98,85
377,4,5:04.0,,J. Johnson makes 2-pt dunk at rim,98,87
378,4,4:47.0,R. Westbrook misses 2-pt jump shot from 19 ft,,98,87
379,4,4:46.0,Offensive rebound by E. Freedom,,98,87
380,4,4:45.0,Shooting foul by J. Richardson (drawn by E. Freedom),,98,87
381,4,4:45.0,E. Freedom misses free throw 1 of 2,,98,87
382,4,4:45.0,Offensive rebound by Team,,98,87
383,4,4:45.0,E. Freedom misses free throw 2 of 2,,98,87
384,4,4:44.0,,Defensive rebound by H. Whiteside,98,87
