,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
387,4,5:44.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by A. Iguodala),82,89
388,4,5:43.0,Miami full timeout,,82,89
389,4,5:26.0,D. Waiters misses 3-pt jump shot from 23 ft,,82,89
390,4,5:25.0,,Defensive rebound by I. Clark,82,89
391,4,5:07.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,82,89
392,4,5:06.0,Defensive rebound by H. Whiteside,,82,89
393,4,4:54.0,J. Johnson misses 3-pt jump shot from 25 ft,,82,89
394,4,4:54.0,,Defensive rebound by Z. Pachulia,82,89
395,4,4:48.0,,Shooting foul by D. Waiters (drawn by Z. Pachulia),82,89
396,4,4:48.0,,Z. Pachulia makes free throw 1 of 2,82,90
397,4,4:48.0,,Z. Pachulia makes free throw 2 of 2,82,91
398,4,4:27.0,Personal foul by S. Livingston (drawn by H. Whiteside),,82,91
399,4,4:13.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),,84,91
400,4,3:58.0,,I. Clark makes 2-pt layup from 1 ft (assist by A. Iguodala),84,93
401,4,3:44.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by T. Johnson),,86,93
402,4,3:37.0,,Offensive foul by Z. Pachulia (drawn by T. Johnson),86,93
403,4,3:37.0,,Turnover by Z. Pachulia (offensive foul),86,93
404,4,3:37.0,,D. Green enters the game for S. Livingston,86,93
405,4,3:37.0,,K. Durant enters the game for I. Clark,86,93
406,4,3:23.0,D. Waiters misses 2-pt layup from 1 ft,,86,93
407,4,3:21.0,,Defensive rebound by D. Green,86,93
408,4,3:13.0,,S. Curry makes 3-pt jump shot from 29 ft,86,96
409,4,2:56.0,Turnover by G. Dragić (bad pass; steal by D. Green),,86,96
410,4,2:50.0,,D. Green misses 2-pt layup at rim,86,96
411,4,2:49.0,Defensive rebound by T. Johnson,,86,96
412,4,2:40.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),,89,96
413,4,2:29.0,,S. Curry misses 3-pt jump shot from 27 ft,89,96
414,4,2:28.0,Defensive rebound by T. Johnson,,89,96
415,4,2:13.0,H. Whiteside misses 2-pt jump shot from 4 ft,,89,96
416,4,2:13.0,,Defensive rebound by K. Durant,89,96
417,4,2:03.0,,K. Durant makes 2-pt jump shot from 17 ft,89,98
418,4,2:02.0,Miami full timeout,,89,98
419,4,1:52.0,Personal foul by K. Durant (drawn by D. Waiters),,89,98
420,4,1:40.0,D. Waiters misses 3-pt jump shot from 30 ft,,89,98
421,4,1:40.0,Offensive rebound by H. Whiteside,,89,98
422,4,1:37.0,H. Whiteside misses 2-pt jump shot from 5 ft,,89,98
423,4,1:35.0,,Defensive rebound by D. Green,89,98
424,4,1:18.0,,S. Curry makes 2-pt layup from 2 ft,89,100
425,4,1:00.0,Turnover by H. Whiteside (lost ball; steal by S. Curry),,89,100
426,4,0:58.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),89,102
427,4,0:58.0,Miami full timeout,,89,102
428,4,0:58.0,,I. Clark enters the game for A. Iguodala,89,102
429,4,0:58.0,,J. McGee enters the game for Z. Pachulia,89,102
430,4,0:52.0,Shooting foul by I. Clark (drawn by T. Johnson),,89,102
431,4,0:52.0,T. Johnson misses free throw 1 of 2,,89,102
432,4,0:52.0,Offensive rebound by Team,,89,102
433,4,0:52.0,T. Johnson makes free throw 2 of 2,,90,102
434,4,0:39.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),90,105
435,4,0:26.0,D. Waiters misses 2-pt jump shot from 11 ft,,90,105
436,4,0:25.0,,Defensive rebound by J. McGee,90,105
437,4,0:19.0,,Personal foul by J. Johnson (drawn by K. Durant),90,105
438,4,0:19.0,,K. Durant makes free throw 1 of 2,90,106
439,4,0:19.0,,P. McCaw enters the game for S. Curry,90,106
440,4,0:19.0,,K. Durant makes free throw 2 of 2,90,107
441,4,0:13.0,G. Dragić makes 2-pt layup from 2 ft,,92,107
442,4,0:13.0,Shooting foul by P. McCaw (drawn by G. Dragić),,92,107
443,4,0:13.0,G. Dragić makes free throw 1 of 1,,93,107
444,4,0:08.0,,Turnover by K. Durant (bad pass; steal by J. Johnson),93,107
445,4,0:07.0,J. Johnson makes 2-pt layup from 2 ft,,95,107
