,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
47,1,6:02.0,A. Aminu makes 2-pt layup from 1 ft,,13,7
48,1,5:46.0,,Shooting foul by C. McCollum (drawn by N. Batum),13,7
49,1,5:46.0,,N. Batum makes free throw 1 of 2,13,8
50,1,5:46.0,,F. Kaminsky enters the game for M. Williams,13,8
51,1,5:46.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,13,8
52,1,5:46.0,N. Vonleh enters the game for A. Aminu,,13,8
53,1,5:46.0,,N. Batum makes free throw 2 of 2,13,9
54,1,5:37.0,Turnover by M. Harkless (lost ball),,13,9
55,1,5:24.0,,K. Walker makes 2-pt layup from 2 ft (assist by F. Kaminsky),13,11
56,1,5:10.0,D. Lillard misses 2-pt layup from 2 ft,,13,11
57,1,5:08.0,Offensive rebound by D. Lillard,,13,11
58,1,5:08.0,D. Lillard makes 2-pt layup at rim,,15,11
59,1,4:52.0,,M. Belinelli misses 2-pt layup from 2 ft (block by M. Plumlee),15,11
60,1,4:50.0,Defensive rebound by D. Lillard,,15,11
61,1,4:39.0,C. McCollum misses 2-pt jump shot from 16 ft,,15,11
62,1,4:38.0,,Defensive rebound by N. Batum,15,11
63,1,4:30.0,,Turnover by N. Batum (bad pass; steal by C. McCollum),15,11
64,1,4:20.0,C. McCollum misses 2-pt jump shot from 11 ft,,15,11
65,1,4:17.0,Offensive rebound by N. Vonleh,,15,11
66,1,4:17.0,N. Vonleh misses 2-pt layup from 1 ft (block by C. Zeller),,15,11
67,1,4:14.0,,Defensive rebound by N. Batum,15,11
68,1,4:12.0,,Turnover by N. Batum (bad pass; steal by C. McCollum),15,11
69,1,4:06.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,18,11
70,1,3:49.0,,K. Walker makes 3-pt jump shot from 25 ft,18,14
71,1,3:34.0,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),,20,14
72,1,3:26.0,,Charlotte full timeout,20,14
73,1,3:26.0,A. Crabbe enters the game for M. Harkless,,20,14
74,1,3:26.0,E. Turner enters the game for C. McCollum,,20,14
75,1,3:16.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),20,17
76,1,3:01.0,D. Lillard misses 2-pt jump shot from 10 ft,,20,17
77,1,2:59.0,Offensive rebound by M. Plumlee,,20,17
78,1,2:59.0,M. Plumlee misses 2-pt dunk at rim,,20,17
79,1,2:57.0,,Defensive rebound by M. Belinelli,20,17
80,1,2:46.0,,M. Belinelli makes 2-pt jump shot from 19 ft,20,19
81,1,2:27.0,M. Plumlee makes 2-pt hook shot from 9 ft,,22,19
82,1,2:12.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by K. Walker),22,21
83,1,2:11.0,Portland full timeout,,22,21
84,1,2:11.0,,R. Sessions enters the game for C. Zeller,22,21
85,1,2:11.0,,R. Hibbert enters the game for K. Walker,22,21
86,1,2:11.0,M. Leonard enters the game for M. Plumlee,,22,21
87,1,1:56.0,E. Turner makes 2-pt jump shot from 18 ft (assist by M. Leonard),,24,21
88,1,1:46.0,,Personal foul by A. Crabbe (drawn by M. Belinelli),24,21
89,1,1:40.0,,N. Batum misses 3-pt jump shot from 26 ft,24,21
90,1,1:38.0,Defensive rebound by D. Lillard,,24,21
91,1,1:27.0,N. Vonleh misses 2-pt layup from 3 ft (block by R. Hibbert),,24,21
92,1,1:25.0,Offensive rebound by N. Vonleh,,24,21
93,1,1:25.0,N. Vonleh misses 2-pt layup from 1 ft (block by R. Hibbert),,24,21
94,1,1:22.0,Offensive rebound by N. Vonleh,,24,21
95,1,1:22.0,N. Vonleh misses 2-pt layup from 1 ft,,24,21
96,1,1:20.0,Offensive rebound by N. Vonleh,,24,21
97,1,1:20.0,N. Vonleh misses 2-pt layup from 2 ft,,24,21
98,1,1:17.0,,Defensive rebound by R. Hibbert,24,21
99,1,1:12.0,,N. Batum misses 2-pt jump shot from 6 ft,24,21
100,1,1:10.0,Defensive rebound by M. Leonard,,24,21
101,1,1:09.0,Personal foul by R. Sessions (drawn by M. Leonard),,24,21
102,1,1:02.0,Turnover by D. Lillard (bad pass; steal by F. Kaminsky),,24,21
103,1,0:48.0,,R. Sessions misses 2-pt jump shot from 10 ft,24,21
104,1,0:45.0,Defensive rebound by D. Lillard,,24,21
105,1,0:33.0,A. Crabbe misses 3-pt jump shot from 25 ft,,24,21
106,1,0:31.0,,Defensive rebound by R. Sessions,24,21
107,1,0:19.0,,Shooting foul by E. Turner (drawn by N. Batum),24,21
108,1,0:19.0,,N. Batum makes free throw 1 of 2,24,22
109,1,0:19.0,,N. Batum makes free throw 2 of 2,24,23
110,1,0:00.0,E. Turner makes 2-pt jump shot from 16 ft,,26,23
111,2,11:48.0,,R. Hibbert misses 2-pt layup from 1 ft (block by N. Vonleh),26,23
112,2,11:46.0,Defensive rebound by M. Leonard,,26,23
113,2,11:43.0,Personal block foul by M. Kidd-Gilchrist (drawn by M. Leonard),,26,23
114,2,11:32.0,E. Turner misses 3-pt jump shot from 24 ft,,26,23
115,2,11:30.0,Offensive rebound by E. Turner,,26,23
116,2,11:27.0,E. Turner makes 2-pt jump shot from 9 ft,,28,23
117,2,11:09.0,,R. Hibbert makes 2-pt jump shot from 17 ft (assist by M. Belinelli),28,25
118,2,10:52.0,A. Crabbe misses 3-pt jump shot from 25 ft,,28,25
119,2,10:50.0,Offensive rebound by M. Leonard,,28,25
120,2,10:50.0,M. Leonard misses 2-pt dunk at rim,,28,25
121,2,10:48.0,,Defensive rebound by M. Kidd-Gilchrist,28,25
122,2,10:42.0,,R. Sessions makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),28,27
123,2,10:27.0,E. Turner makes 2-pt jump shot from 13 ft (assist by C. McCollum),,30,27
124,2,10:08.0,,R. Hibbert makes 2-pt dunk at rim,30,29
125,2,10:04.0,Turnover by E. Turner (bad pass),,30,29
126,2,10:04.0,A. Aminu enters the game for N. Vonleh,,30,29
127,2,9:50.0,,R. Hibbert makes 2-pt jump shot from 19 ft,30,31
128,2,9:34.0,A. Crabbe misses 2-pt jump shot from 18 ft,,30,31
129,2,9:32.0,,Defensive rebound by M. Williams,30,31
130,2,9:22.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,30,31
131,2,9:21.0,Defensive rebound by A. Aminu,,30,31
132,2,9:20.0,Turnover by A. Aminu (lost ball; steal by M. Kidd-Gilchrist),,30,31
133,2,9:16.0,,R. Sessions misses 2-pt layup from 2 ft,30,31
134,2,9:14.0,,Offensive rebound by M. Kidd-Gilchrist,30,31
135,2,9:11.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by A. Crabbe),30,31
136,2,9:05.0,C. McCollum makes 2-pt jump shot from 13 ft,,32,31
137,2,8:52.0,,M. Williams misses 2-pt layup from 2 ft,32,31
138,2,8:50.0,Defensive rebound by E. Turner,,32,31
139,2,8:43.0,A. Aminu misses 3-pt jump shot from 25 ft,,32,31
140,2,8:42.0,,Defensive rebound by M. Kidd-Gilchrist,32,31
141,2,8:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,32,31
142,2,8:19.0,Defensive rebound by A. Aminu,,32,31
143,2,8:07.0,M. Leonard misses 2-pt jump shot from 20 ft,,32,31
144,2,8:02.0,,Defensive rebound by M. Williams,32,31
145,2,7:58.0,,R. Sessions misses 2-pt jump shot from 6 ft (block by M. Leonard),32,31
146,2,7:58.0,,Offensive rebound by Team,32,31
147,2,7:58.0,Official timeout,,32,31
148,2,7:58.0,,K. Walker enters the game for M. Belinelli,32,31
149,2,7:52.0,,M. Williams misses 2-pt jump shot from 22 ft,32,31
150,2,7:51.0,Defensive rebound by E. Turner,,32,31
151,2,7:36.0,Turnover by M. Leonard (bad pass; steal by K. Walker),,32,31
152,2,7:36.0,,Charlotte full timeout,32,31
153,2,7:22.0,,M. Williams misses 2-pt jump shot from 11 ft,32,31
154,2,7:21.0,Defensive rebound by E. Turner,,32,31
155,2,7:09.0,A. Aminu misses 3-pt jump shot from 26 ft,,32,31
156,2,7:08.0,,Defensive rebound by K. Walker,32,31
157,2,7:00.0,,K. Walker makes 2-pt jump shot from 12 ft,32,33
158,2,6:40.0,C. McCollum misses 2-pt jump shot from 17 ft,,32,33
159,2,6:39.0,,Defensive rebound by M. Kidd-Gilchrist,32,33
160,2,6:23.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by K. Walker),32,35
161,2,6:04.0,M. Leonard misses 3-pt jump shot from 24 ft,,32,35
162,2,6:02.0,,Defensive rebound by M. Williams,32,35
163,2,5:56.0,,Shooting foul by C. McCollum (drawn by K. Walker),32,35
164,2,5:56.0,,K. Walker misses free throw 1 of 3,32,35
165,2,5:56.0,,Offensive rebound by Team,32,35
166,2,5:56.0,,K. Walker misses free throw 2 of 3,32,35
167,2,5:56.0,,Offensive rebound by Team,32,35
168,2,5:56.0,M. Plumlee enters the game for A. Crabbe,,32,35
169,2,5:56.0,M. Harkless enters the game for M. Leonard,,32,35
170,2,5:56.0,,N. Batum enters the game for R. Hibbert,32,35
171,2,5:56.0,,C. Zeller enters the game for R. Sessions,32,35
172,2,5:56.0,,K. Walker makes free throw 3 of 3,32,36
173,2,5:45.0,Shooting foul by C. Zeller (drawn by C. McCollum),,32,36
174,2,5:45.0,C. McCollum makes free throw 1 of 2,,33,36
175,2,5:45.0,C. McCollum makes free throw 2 of 2,,34,36
176,2,5:28.0,,M. Williams misses 3-pt jump shot from 25 ft,34,36
177,2,5:28.0,Defensive rebound by Team,,34,36
178,2,5:28.0,D. Lillard enters the game for C. McCollum,,34,36
179,2,5:13.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Harkless),,37,36
180,2,4:57.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),37,38
181,2,4:38.0,E. Turner misses 3-pt jump shot from 25 ft,,37,38
182,2,4:37.0,,Defensive rebound by M. Williams,37,38
183,2,4:29.0,,N. Batum makes 2-pt jump shot from 12 ft,37,40
184,2,4:13.0,Turnover by D. Lillard (bad pass; steal by M. Williams),,37,40
185,2,4:00.0,,K. Walker makes 2-pt layup at rim (assist by M. Williams),37,42
186,2,4:00.0,Portland full timeout,,37,42
187,2,4:00.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,37,42
188,2,4:00.0,,F. Kaminsky enters the game for M. Williams,37,42
189,2,3:47.0,Turnover by E. Turner (lost ball; steal by M. Belinelli),,37,42
190,2,3:42.0,,M. Belinelli misses 2-pt layup from 2 ft (block by M. Harkless),37,42
191,2,3:40.0,,Offensive rebound by C. Zeller,37,42
192,2,3:23.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,37,42
193,2,3:21.0,Defensive rebound by A. Aminu,,37,42
194,2,3:11.0,D. Lillard misses 3-pt jump shot from 26 ft,,37,42
195,2,3:10.0,Offensive rebound by E. Turner,,37,42
196,2,3:05.0,A. Aminu misses 3-pt jump shot from 24 ft,,37,42
197,2,3:03.0,,Defensive rebound by F. Kaminsky,37,42
198,2,2:56.0,,N. Batum misses 3-pt jump shot from 28 ft,37,42
199,2,2:54.0,Defensive rebound by D. Lillard,,37,42
200,2,2:46.0,D. Lillard makes 2-pt layup at rim,,39,42
201,2,2:27.0,,N. Batum makes 2-pt jump shot from 12 ft (assist by M. Belinelli),39,44
202,2,2:05.0,M. Harkless misses 2-pt jump shot from 22 ft,,39,44
203,2,2:04.0,,Defensive rebound by K. Walker,39,44
204,2,1:46.0,,C. Zeller makes 2-pt jump shot from 17 ft (assist by K. Walker),39,46
205,2,1:46.0,Portland full timeout,,39,46
206,2,1:46.0,C. McCollum enters the game for E. Turner,,39,46
207,2,1:29.0,D. Lillard makes 2-pt layup from 1 ft,,41,46
208,2,1:10.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),41,49
209,2,0:59.0,Shooting foul by K. Walker (drawn by D. Lillard),,41,49
210,2,0:59.0,D. Lillard makes free throw 1 of 3,,42,49
211,2,0:59.0,D. Lillard makes free throw 2 of 3,,43,49
212,2,0:59.0,A. Crabbe enters the game for C. McCollum,,43,49
213,2,0:59.0,D. Lillard makes free throw 3 of 3,,44,49
214,2,0:48.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),44,52
215,2,0:31.0,Shooting foul by F. Kaminsky (drawn by A. Aminu),,44,52
216,2,0:31.0,A. Aminu makes free throw 1 of 2,,45,52
217,2,0:31.0,A. Aminu makes free throw 2 of 2,,46,52
218,2,0:13.0,,N. Batum makes 2-pt layup from 2 ft (assist by K. Walker),46,54
219,2,0:01.0,A. Crabbe misses 2-pt jump shot from 10 ft (block by N. Batum),,46,54
220,2,0:00.0,,Defensive rebound by C. Zeller,46,54
221,3,11:50.0,,C. Zeller misses 2-pt layup from 1 ft (block by M. Plumlee),46,54
222,3,11:50.0,,Offensive rebound by Team,46,54
223,3,11:41.0,,C. Zeller misses 2-pt jump shot from 9 ft,46,54
224,3,11:40.0,Defensive rebound by A. Aminu,,46,54
225,3,11:30.0,Turnover by A. Aminu (bad pass; steal by M. Williams),,46,54
226,3,11:21.0,,N. Batum makes 2-pt jump shot from 12 ft,46,56
227,3,11:02.0,C. McCollum misses 2-pt layup from 2 ft,,46,56
228,3,11:01.0,,Defensive rebound by C. Zeller,46,56
229,3,10:57.0,,Shooting foul by M. Plumlee (drawn by M. Kidd-Gilchrist),46,56
230,3,10:57.0,,M. Kidd-Gilchrist misses free throw 1 of 2,46,56
231,3,10:57.0,,Offensive rebound by Team,46,56
232,3,10:57.0,,M. Kidd-Gilchrist makes free throw 2 of 2,46,57
233,3,10:37.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),,49,57
234,3,10:26.0,,K. Walker misses 3-pt jump shot from 26 ft,49,57
235,3,10:25.0,Defensive rebound by A. Aminu,,49,57
236,3,10:03.0,M. Harkless misses 3-pt jump shot from 24 ft,,49,57
237,3,10:01.0,,Defensive rebound by N. Batum,49,57
238,3,9:50.0,,Shooting foul by M. Harkless (drawn by M. Kidd-Gilchrist),49,57
239,3,9:50.0,,M. Kidd-Gilchrist makes free throw 1 of 2,49,58
240,3,9:50.0,,M. Kidd-Gilchrist makes free throw 2 of 2,49,59
241,3,9:35.0,C. McCollum misses 3-pt jump shot from 25 ft,,49,59
242,3,9:32.0,,Defensive rebound by C. Zeller,49,59
243,3,9:13.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),49,62
244,3,9:12.0,Portland full timeout,,49,62
245,3,8:59.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Harkless),,52,62
246,3,8:39.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),52,64
247,3,8:23.0,D. Lillard makes 2-pt layup from 1 ft (assist by M. Harkless),,54,64
248,3,8:07.0,,Shooting foul by A. Aminu (drawn by K. Walker),54,64
249,3,8:07.0,,K. Walker makes free throw 1 of 2,54,65
250,3,8:07.0,,K. Walker makes free throw 2 of 2,54,66
251,3,7:50.0,M. Plumlee misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,54,66
252,3,7:48.0,Offensive rebound by M. Plumlee,,54,66
253,3,7:44.0,M. Plumlee makes 2-pt hook shot from 7 ft,,56,66
254,3,7:20.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),56,69
255,3,7:03.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,59,69
256,3,6:50.0,,N. Batum misses 2-pt jump shot from 9 ft (block by C. McCollum),59,69
257,3,6:48.0,,Offensive rebound by C. Zeller,59,69
258,3,6:43.0,,Turnover by N. Batum (bad pass; steal by C. McCollum),59,69
259,3,6:42.0,Personal foul by C. Zeller (drawn by M. Plumlee),,59,69
260,3,6:29.0,D. Lillard misses 3-pt jump shot from 25 ft,,59,69
261,3,6:29.0,Offensive rebound by Team,,59,69
262,3,6:29.0,,Loose ball foul by C. Zeller (drawn by M. Plumlee),59,69
263,3,6:19.0,M. Harkless misses 2-pt layup from 1 ft (block by N. Batum),,59,69
264,3,6:18.0,,Defensive rebound by C. Zeller,59,69
265,3,6:17.0,,Turnover by C. Zeller (bad pass; steal by M. Harkless),59,69
266,3,6:03.0,D. Lillard misses 2-pt layup from 1 ft,,59,69
267,3,6:02.0,,Defensive rebound by C. Zeller,59,69
268,3,5:50.0,,C. Zeller makes 2-pt layup from 2 ft (assist by M. Williams),59,71
269,3,5:38.0,C. McCollum makes 2-pt layup at rim,,61,71
270,3,5:20.0,,N. Batum misses 3-pt jump shot from 25 ft,61,71
271,3,5:18.0,Defensive rebound by M. Plumlee,,61,71
272,3,5:05.0,M. Harkless misses 3-pt jump shot from 26 ft,,61,71
273,3,5:03.0,,Defensive rebound by C. Zeller,61,71
274,3,4:56.0,,Offensive foul by C. Zeller (drawn by A. Aminu),61,71
275,3,4:56.0,,Turnover by C. Zeller (offensive foul),61,71
276,3,4:56.0,A. Crabbe enters the game for A. Aminu,,61,71
277,3,4:56.0,N. Vonleh enters the game for M. Harkless,,61,71
278,3,4:56.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,61,71
279,3,4:56.0,,F. Kaminsky enters the game for M. Williams,61,71
280,3,4:56.0,,R. Hibbert enters the game for C. Zeller,61,71
281,3,4:40.0,A. Crabbe misses 2-pt jump shot from 14 ft,,61,71
282,3,4:39.0,,Defensive rebound by N. Batum,61,71
283,3,4:27.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by N. Batum),61,73
284,3,4:09.0,Turnover by C. McCollum (bad pass; steal by K. Walker),,61,73
285,3,3:56.0,,Shooting foul by A. Crabbe (drawn by R. Hibbert),61,73
286,3,3:56.0,,R. Hibbert makes free throw 1 of 2,61,74
287,3,3:56.0,E. Turner enters the game for M. Plumlee,,61,74
288,3,3:56.0,M. Leonard enters the game for C. McCollum,,61,74
289,3,3:56.0,,R. Hibbert makes free throw 2 of 2,61,75
290,3,3:44.0,Personal foul by M. Belinelli (drawn by E. Turner),,61,75
291,3,3:36.0,N. Vonleh makes 2-pt jump shot from 16 ft (assist by E. Turner),,63,75
292,3,3:15.0,,N. Batum misses 2-pt jump shot from 9 ft,63,75
293,3,3:14.0,Defensive rebound by E. Turner,,63,75
294,3,3:05.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),,66,75
295,3,3:05.0,,Charlotte full timeout,66,75
296,3,2:53.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,66,75
297,3,2:52.0,Defensive rebound by E. Turner,,66,75
298,3,2:36.0,M. Leonard misses 3-pt jump shot from 26 ft,,66,75
299,3,2:35.0,,Defensive rebound by N. Batum,66,75
300,3,2:16.0,,F. Kaminsky misses 2-pt jump shot from 12 ft,66,75
301,3,2:15.0,Defensive rebound by E. Turner,,66,75
302,3,2:11.0,Personal foul by F. Kaminsky (drawn by N. Vonleh),,66,75
303,3,2:11.0,,R. Sessions enters the game for K. Walker,66,75
304,3,1:54.0,M. Leonard misses 2-pt jump shot from 16 ft,,66,75
305,3,1:53.0,,Defensive rebound by M. Belinelli,66,75
306,3,1:40.0,,R. Hibbert makes 2-pt jump shot from 18 ft,66,77
307,3,1:25.0,D. Lillard misses 2-pt jump shot from 15 ft,,66,77
308,3,1:24.0,,Defensive rebound by R. Hibbert,66,77
309,3,1:17.0,,Turnover by N. Batum (bad pass; steal by E. Turner),66,77
310,3,1:12.0,A. Crabbe makes 2-pt layup from 2 ft (assist by E. Turner),,68,77
311,3,0:49.0,,M. Belinelli misses 3-pt jump shot from 25 ft,68,77
312,3,0:48.0,Defensive rebound by E. Turner,,68,77
313,3,0:34.0,Personal foul by F. Kaminsky (drawn by D. Lillard),,68,77
314,3,0:34.0,D. Lillard makes free throw 1 of 2,,69,77
315,3,0:34.0,D. Lillard makes free throw 2 of 2,,70,77
316,3,0:26.0,,Personal foul by E. Turner (drawn by M. Belinelli),70,77
317,3,0:26.0,,M. Belinelli makes free throw 1 of 2,70,78
318,3,0:26.0,C. McCollum enters the game for M. Leonard,,70,78
319,3,0:26.0,,M. Kidd-Gilchrist enters the game for R. Hibbert,70,78
320,3,0:26.0,,M. Belinelli makes free throw 2 of 2,70,79
321,3,0:06.0,D. Lillard misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,70,79
322,3,0:04.0,Offensive rebound by N. Vonleh,,70,79
323,3,0:04.0,N. Vonleh makes 2-pt hook shot from 2 ft,,72,79
324,3,0:03.0,,Turnover by M. Belinelli (bad pass; steal by D. Lillard),72,79
325,3,0:01.0,D. Lillard misses 3-pt jump shot from 29 ft,,72,79
326,3,0:00.0,Offensive rebound by Team,,72,79
327,4,11:39.0,E. Turner misses 2-pt jump shot from 4 ft,,72,79
328,4,11:37.0,Offensive rebound by N. Vonleh,,72,79
329,4,11:37.0,N. Vonleh misses 2-pt layup from 1 ft,,72,79
330,4,11:36.0,,Defensive rebound by M. Belinelli,72,79
331,4,11:27.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by M. Belinelli),72,82
332,4,11:09.0,E. Turner misses 2-pt jump shot from 18 ft,,72,82
333,4,11:07.0,,Defensive rebound by R. Sessions,72,82
334,4,10:50.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by R. Sessions),72,84
335,4,10:34.0,C. McCollum misses 2-pt jump shot from 18 ft,,72,84
336,4,10:33.0,,Defensive rebound by R. Hibbert,72,84
337,4,10:22.0,,R. Sessions misses 2-pt jump shot from 6 ft (block by N. Vonleh),72,84
338,4,10:22.0,,Offensive rebound by R. Hibbert,72,84
339,4,10:22.0,,R. Hibbert makes 2-pt dunk at rim,72,86
340,4,10:22.0,Portland full timeout,,72,86
341,4,10:22.0,M. Plumlee enters the game for N. Vonleh,,72,86
342,4,10:22.0,A. Aminu enters the game for M. Leonard,,72,86
343,4,10:08.0,C. McCollum misses 2-pt jump shot from 7 ft,,72,86
344,4,10:06.0,,Defensive rebound by R. Sessions,72,86
345,4,10:00.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by R. Sessions),72,88
346,4,9:43.0,Shooting foul by R. Hibbert (drawn by M. Plumlee),,72,88
347,4,9:43.0,M. Plumlee makes free throw 1 of 2,,73,88
348,4,9:43.0,M. Harkless enters the game for A. Crabbe,,73,88
349,4,9:43.0,D. Lillard enters the game for E. Turner,,73,88
350,4,9:43.0,M. Plumlee makes free throw 2 of 2,,74,88
351,4,9:28.0,,F. Kaminsky misses 2-pt jump shot from 7 ft (block by A. Aminu),74,88
352,4,9:26.0,Defensive rebound by C. McCollum,,74,88
353,4,9:15.0,Turnover by C. McCollum (bad pass; steal by R. Sessions),,74,88
354,4,9:01.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by R. Sessions),74,91
355,4,8:38.0,C. McCollum misses 3-pt jump shot from 27 ft,,74,91
356,4,8:37.0,,Defensive rebound by M. Belinelli,74,91
357,4,8:26.0,,Turnover by M. Belinelli (bad pass; steal by A. Aminu),74,91
358,4,8:22.0,Personal foul by R. Sessions (drawn by D. Lillard),,74,91
359,4,8:11.0,D. Lillard makes 2-pt jump shot from 17 ft,,76,91
360,4,7:56.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Sessions),76,93
361,4,7:40.0,A. Aminu misses 3-pt jump shot from 26 ft,,76,93
362,4,7:39.0,,Defensive rebound by M. Belinelli,76,93
363,4,7:32.0,,K. Walker enters the game for R. Sessions,76,93
364,4,7:18.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,76,93
365,4,7:16.0,Defensive rebound by M. Plumlee,,76,93
366,4,6:58.0,C. McCollum misses 2-pt layup from 1 ft,,76,93
367,4,6:57.0,,Defensive rebound by M. Kidd-Gilchrist,76,93
368,4,6:50.0,Violation by M. Plumlee (kicked ball),,76,93
369,4,6:50.0,,N. Batum enters the game for M. Belinelli,76,93
370,4,6:39.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,76,93
371,4,6:38.0,Defensive rebound by C. McCollum,,76,93
372,4,6:29.0,C. McCollum makes 2-pt jump shot from 12 ft,,78,93
373,4,6:07.0,,Turnover by F. Kaminsky (lost ball; steal by C. McCollum),78,93
