,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW ORLEANS_ACTION,CHARLOTTE_SCORE,NEW ORLEANS_SCORE
126,2,9:52.0,Defensive rebound by S. Hawes,,28,24
127,2,9:30.0,M. Belinelli misses 2-pt jump shot from 18 ft,,28,24
128,2,9:29.0,,Defensive rebound by L. Galloway,28,24
129,2,9:17.0,,T. Jones misses 2-pt jump shot from 13 ft,28,24
130,2,9:17.0,Defensive rebound by M. Belinelli,,28,24
131,2,9:05.0,R. Sessions misses 2-pt layup from 2 ft,,28,24
132,2,9:04.0,Offensive rebound by M. Kidd-Gilchrist,,28,24
133,2,8:58.0,M. Belinelli misses 2-pt layup from 3 ft,,28,24
134,2,8:57.0,,Defensive rebound by L. Galloway,28,24
135,2,8:50.0,,B. Hield misses 2-pt jump shot from 13 ft,28,24
136,2,8:49.0,Defensive rebound by S. Hawes,,28,24
137,2,8:41.0,R. Sessions makes 2-pt layup from 2 ft (assist by S. Hawes),,30,24
138,2,8:32.0,,New Orleans full timeout,30,24
139,2,8:27.0,,A. Davis enters the game for T. Jones,30,24
140,2,8:20.0,,L. Galloway misses 3-pt jump shot from 26 ft,30,24
141,2,8:19.0,Defensive rebound by M. Kidd-Gilchrist,,30,24
142,2,8:04.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,30,24
143,2,8:03.0,Offensive rebound by M. Kidd-Gilchrist,,30,24
144,2,7:55.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by R. Sessions),,32,24
145,2,7:43.0,,A. Davis makes 2-pt jump shot from 5 ft,32,26
146,2,7:27.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,32,26
147,2,7:26.0,,Defensive rebound by A. Davis,32,26
148,2,7:20.0,,B. Hield makes 2-pt layup from 1 ft (assist by J. Holiday),32,28
149,2,7:03.0,R. Sessions makes 2-pt jump shot from 8 ft (assist by S. Hawes),,34,28
150,2,6:53.0,,Offensive foul by A. Davis (drawn by R. Sessions),34,28
151,2,6:53.0,,Turnover by A. Davis (offensive foul),34,28
152,2,6:53.0,N. Batum enters the game for M. Kidd-Gilchrist,,34,28
153,2,6:53.0,,S. Hill enters the game for J. Holiday,34,28
154,2,6:42.0,Turnover by S. Hawes (bad pass; steal by L. Galloway),,34,28
155,2,6:35.0,,L. Galloway makes 2-pt layup from 1 ft,34,30
156,2,6:14.0,S. Hawes makes 2-pt layup from 2 ft (assist by M. Belinelli),,36,30
157,2,6:02.0,,D. Cunningham misses 2-pt jump shot from 17 ft,36,30
158,2,5:58.0,Defensive rebound by S. Hawes,,36,30
159,2,5:51.0,S. Hawes makes 2-pt layup from 2 ft (assist by M. Belinelli),,38,30
160,2,5:39.0,,L. Galloway misses 3-pt jump shot from 25 ft,38,30
161,2,5:38.0,Defensive rebound by N. Batum,,38,30
162,2,5:24.0,R. Sessions misses 3-pt jump shot from 26 ft,,38,30
163,2,5:23.0,Offensive rebound by F. Kaminsky,,38,30
164,2,5:19.0,S. Hawes misses 3-pt jump shot from 25 ft,,38,30
165,2,5:18.0,,Defensive rebound by A. Davis,38,30
166,2,5:04.0,,B. Hield misses 3-pt jump shot from 25 ft,38,30
167,2,5:03.0,Defensive rebound by S. Hawes,,38,30
168,2,4:48.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),,41,30
169,2,4:44.0,,New Orleans full timeout,41,30
170,2,4:44.0,Official timeout,,41,30
171,2,4:44.0,K. Walker enters the game for M. Belinelli,,41,30
172,2,4:44.0,M. Williams enters the game for S. Hawes,,41,30
173,2,4:44.0,,E. Moore enters the game for L. Galloway,41,30
174,2,4:44.0,,T. Frazier enters the game for B. Hield,41,30
175,2,4:29.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by E. Moore),41,32
176,2,4:16.0,N. Batum misses 2-pt jump shot from 8 ft (block by S. Hill),,41,32
177,2,4:14.0,,Defensive rebound by S. Hill,41,32
178,2,4:12.0,,Shooting foul by F. Kaminsky (drawn by S. Hill),41,32
179,2,4:12.0,,S. Hill makes free throw 1 of 2,41,33
180,2,4:12.0,,S. Hill makes free throw 2 of 2,41,34
181,2,3:57.0,Turnover by M. Williams (bad pass; steal by D. Cunningham),,41,34
182,2,3:37.0,,E. Moore misses 2-pt jump shot from 10 ft (block by N. Batum),41,34
183,2,3:36.0,Defensive rebound by K. Walker,,41,34
184,2,3:28.0,K. Walker makes 2-pt layup from 3 ft,,43,34
185,2,3:09.0,,E. Moore misses 2-pt layup from 3 ft,43,34
186,2,3:08.0,,Offensive rebound by E. Moore,43,34
187,2,3:04.0,,E. Moore makes 2-pt layup from 2 ft,43,36
188,2,2:54.0,N. Batum misses 3-pt jump shot from 24 ft,,43,36
189,2,2:54.0,,Defensive rebound by D. Cunningham,43,36
190,2,2:44.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Frazier),43,38
191,2,2:20.0,K. Walker misses 2-pt jump shot from 3 ft,,43,38
192,2,2:20.0,,Defensive rebound by D. Cunningham,43,38
193,2,2:12.0,,T. Frazier makes 2-pt layup at rim,43,40
194,2,2:06.0,Charlotte full timeout,,43,40
195,2,2:06.0,M. Kidd-Gilchrist enters the game for R. Sessions,,43,40
196,2,1:50.0,N. Batum makes 2-pt jump shot from 16 ft,,45,40
197,2,1:34.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by E. Moore),45,43
198,2,1:19.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,45,43
199,2,1:18.0,,Defensive rebound by T. Frazier,45,43
200,2,1:14.0,,Shooting foul by F. Kaminsky (drawn by T. Frazier),45,43
201,2,1:14.0,,T. Frazier makes free throw 1 of 2,45,44
202,2,1:14.0,M. Belinelli enters the game for F. Kaminsky,,45,44
203,2,1:14.0,,T. Jones enters the game for A. Davis,45,44
204,2,1:14.0,,T. Frazier makes free throw 2 of 2,45,45
205,2,1:02.0,K. Walker misses 2-pt layup from 2 ft,,45,45
206,2,1:02.0,Offensive rebound by M. Williams,,45,45
207,2,1:02.0,M. Williams misses 2-pt layup from 2 ft,,45,45
208,2,1:02.0,Offensive rebound by Team,,45,45
209,2,0:45.0,Shooting foul by T. Jones (drawn by M. Kidd-Gilchrist),,45,45
210,2,0:45.0,M. Kidd-Gilchrist misses free throw 1 of 2,,45,45
211,2,0:45.0,Offensive rebound by Team,,45,45
212,2,0:45.0,M. Kidd-Gilchrist makes free throw 2 of 2,,46,45
213,2,0:25.0,,T. Frazier makes 2-pt jump shot from 17 ft,46,47
214,2,0:01.0,K. Walker misses 3-pt jump shot from 25 ft (block by T. Jones),,46,47
215,2,0:01.0,Offensive rebound by Team,,46,47
216,2,0:01.0,Turnover by Team (shot clock),,46,47
217,3,11:47.0,,T. Frazier makes 2-pt jump shot from 20 ft (assist by E. Moore),46,49
218,3,11:30.0,Turnover by R. Hibbert (lost ball),,46,49
219,3,11:17.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by E. Moore),46,51
220,3,11:04.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,49,51
221,3,10:49.0,,A. Davis misses 2-pt layup from 1 ft,49,51
222,3,10:48.0,Defensive rebound by M. Kidd-Gilchrist,,49,51
223,3,10:46.0,Shooting foul by D. Cunningham (drawn by M. Kidd-Gilchrist),,49,51
224,3,10:46.0,M. Kidd-Gilchrist makes free throw 1 of 2,,50,51
225,3,10:46.0,M. Kidd-Gilchrist makes free throw 2 of 2,,51,51
226,3,10:33.0,,A. Davis misses 2-pt jump shot from 16 ft,51,51
227,3,10:32.0,Defensive rebound by M. Kidd-Gilchrist,,51,51
228,3,10:18.0,R. Hibbert makes 2-pt hook shot from 7 ft,,53,51
229,3,10:01.0,,Turnover by E. Moore (bad pass; steal by K. Walker),53,51
230,3,9:55.0,K. Walker makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),,55,51
231,3,9:47.0,Violation by K. Walker (kicked ball),,55,51
232,3,9:41.0,,T. Frazier makes 3-pt jump shot from 26 ft,55,54
233,3,9:27.0,K. Walker makes 3-pt jump shot from 25 ft,,58,54
234,3,9:04.0,,E. Moore misses 3-pt jump shot from 26 ft,58,54
235,3,9:03.0,Defensive rebound by K. Walker,,58,54
236,3,8:59.0,Personal foul by T. Frazier (drawn by N. Batum),,58,54
237,3,8:50.0,K. Walker makes 2-pt layup from 1 ft,,60,54
238,3,8:50.0,Shooting foul by Ö. Aşık (drawn by K. Walker),,60,54
239,3,8:50.0,K. Walker makes free throw 1 of 1,,61,54
240,3,8:42.0,,Personal foul by M. Williams (drawn by A. Davis),61,54
241,3,8:36.0,,Shooting foul by R. Hibbert (drawn by A. Davis),61,54
242,3,8:36.0,,A. Davis makes free throw 1 of 2,61,55
243,3,8:36.0,,A. Davis makes free throw 2 of 2,61,56
244,3,8:27.0,Personal foul by D. Cunningham (drawn by K. Walker),,61,56
245,3,8:21.0,,Violation by Ö. Aşık (kicked ball),61,56
246,3,8:11.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,61,56
247,3,8:11.0,Offensive rebound by Team,,61,56
248,3,8:11.0,,Loose ball foul by D. Cunningham (drawn by M. Williams),61,56
249,3,8:11.0,M. Williams makes free throw 1 of 2,,62,56
250,3,8:11.0,M. Williams makes free throw 2 of 2,,63,56
251,3,7:59.0,,Shooting foul by M. Williams (drawn by A. Davis),63,56
252,3,7:59.0,,A. Davis makes free throw 1 of 2,63,57
253,3,7:59.0,,A. Davis makes free throw 2 of 2,63,58
254,3,7:48.0,N. Batum misses 3-pt jump shot from 26 ft,,63,58
255,3,7:45.0,Offensive rebound by K. Walker,,63,58
256,3,7:39.0,M. Williams misses 3-pt jump shot from 26 ft,,63,58
257,3,7:39.0,,Defensive rebound by E. Moore,63,58
258,3,7:33.0,,A. Davis misses 2-pt layup from 1 ft,63,58
259,3,7:29.0,Defensive rebound by M. Kidd-Gilchrist,,63,58
260,3,7:24.0,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),,65,58
261,3,7:11.0,,T. Frazier misses 3-pt jump shot from 26 ft,65,58
262,3,7:11.0,Defensive rebound by N. Batum,,65,58
263,3,7:01.0,M. Williams misses 2-pt jump shot from 5 ft,,65,58
264,3,7:00.0,Offensive rebound by M. Kidd-Gilchrist,,65,58
265,3,6:53.0,Shooting foul by A. Davis (drawn by M. Williams),,65,58
266,3,6:53.0,M. Williams makes free throw 1 of 2,,66,58
267,3,6:53.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,66,58
268,3,6:53.0,,S. Hill enters the game for D. Cunningham,66,58
269,3,6:53.0,M. Williams makes free throw 2 of 2,,67,58
270,3,6:38.0,,E. Moore misses 2-pt jump shot from 9 ft,67,58
271,3,6:38.0,Defensive rebound by R. Hibbert,,67,58
272,3,6:30.0,K. Walker makes 3-pt jump shot from 25 ft,,70,58
273,3,6:30.0,,New Orleans full timeout,70,58
274,3,6:30.0,,J. Holiday enters the game for Ö. Aşık,70,58
275,3,6:30.0,,T. Jones enters the game for E. Moore,70,58
276,3,6:16.0,,A. Davis misses 2-pt layup from 2 ft,70,58
277,3,6:15.0,Defensive rebound by R. Hibbert,,70,58
278,3,6:08.0,R. Hibbert misses 2-pt layup from 2 ft (block by A. Davis),,70,58
279,3,6:06.0,,Defensive rebound by S. Hill,70,58
280,3,6:00.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by S. Hill),70,61
281,3,5:45.0,K. Walker misses 2-pt layup from 1 ft,,70,61
282,3,5:45.0,,Defensive rebound by Team,70,61
283,3,5:45.0,Loose ball foul by R. Hibbert (drawn by A. Davis),,70,61
284,3,5:34.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),70,64
285,3,5:14.0,M. Williams misses 2-pt jump shot from 4 ft,,70,64
286,3,5:14.0,Offensive rebound by Team,,70,64
287,3,5:08.0,M. Williams misses 2-pt jump shot from 20 ft,,70,64
288,3,5:08.0,,Defensive rebound by T. Frazier,70,64
289,3,4:59.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),70,66
290,3,4:45.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by K. Walker),,73,66
291,3,4:30.0,,J. Holiday misses 3-pt jump shot from 23 ft,73,66
292,3,4:29.0,Defensive rebound by M. Belinelli,,73,66
293,3,4:21.0,K. Walker misses 2-pt jump shot from 3 ft (block by A. Davis),,73,66
294,3,4:21.0,Offensive rebound by Team,,73,66
295,3,4:21.0,F. Kaminsky enters the game for M. Williams,,73,66
296,3,4:18.0,M. Belinelli misses 2-pt jump shot from 18 ft,,73,66
297,3,4:17.0,Offensive rebound by N. Batum,,73,66
298,3,4:12.0,N. Batum makes 3-pt jump shot from 24 ft,,76,66
299,3,4:01.0,,A. Davis misses 2-pt jump shot from 5 ft,76,66
300,3,4:00.0,Defensive rebound by F. Kaminsky,,76,66
301,3,3:45.0,Personal foul by J. Holiday (drawn by M. Belinelli),,76,66
302,3,3:45.0,M. Belinelli misses free throw 1 of 2,,76,66
303,3,3:45.0,Offensive rebound by Team,,76,66
304,3,3:45.0,M. Belinelli makes free throw 2 of 2,,77,66
305,3,3:29.0,,Shooting foul by R. Hibbert (drawn by T. Jones),77,66
306,3,3:29.0,,T. Jones makes 2-pt layup from 3 ft (assist by T. Frazier),77,68
307,3,3:29.0,Violation by R. Hibbert (lane),,77,68
308,3,3:29.0,M. Kidd-Gilchrist enters the game for K. Walker,,77,68
309,3,3:29.0,R. Sessions enters the game for N. Batum,,77,68
310,3,3:29.0,,T. Jones makes free throw 1 of 1,77,69
311,3,3:29.0,Turnover by F. Kaminsky (lost ball; steal by T. Frazier),,77,69
312,3,3:15.0,Violation by F. Kaminsky (kicked ball),,77,69
313,3,3:15.0,,L. Galloway enters the game for T. Frazier,77,69
314,3,2:54.0,Charlotte full timeout,,77,69
315,3,2:54.0,S. Hawes enters the game for R. Hibbert,,77,69
316,3,2:47.0,,L. Galloway misses 3-pt jump shot from 24 ft,77,69
317,3,2:47.0,Defensive rebound by M. Belinelli,,77,69
318,3,2:36.0,Turnover by S. Hawes (bad pass),,77,69
319,3,2:17.0,,J. Holiday makes 2-pt layup from 1 ft,77,71
320,3,1:57.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,80,71
321,3,1:46.0,,Turnover by J. Holiday (bad pass; steal by R. Sessions),80,71
322,3,1:30.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,80,71
323,3,1:29.0,,Defensive rebound by J. Holiday,80,71
324,3,1:18.0,,A. Davis misses 2-pt jump shot from 20 ft,80,71
325,3,1:17.0,Defensive rebound by M. Belinelli,,80,71
326,3,1:11.0,Turnover by M. Belinelli (bad pass; steal by L. Galloway),,80,71
327,3,1:02.0,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Jones),80,71
328,3,1:02.0,,T. Jones misses free throw 1 of 2,80,71
329,3,1:02.0,,Offensive rebound by Team,80,71
330,3,1:02.0,,D. Cunningham enters the game for A. Davis,80,71
331,3,1:02.0,,T. Jones makes free throw 2 of 2,80,72
332,3,0:47.0,S. Hawes makes 2-pt dunk at rim (assist by R. Sessions),,82,72
333,3,0:36.0,,T. Jones misses 2-pt jump shot from 20 ft,82,72
334,3,0:35.0,Defensive rebound by M. Belinelli,,82,72
335,3,0:19.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Sessions),,85,72
336,3,0:00.0,,J. Holiday makes 2-pt jump shot from 10 ft,85,74
337,4,11:45.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by R. Sessions),,88,74
338,4,11:31.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Holiday),88,77
339,4,11:12.0,Shooting foul by S. Hill (drawn by R. Sessions),,88,77
340,4,11:12.0,R. Sessions misses free throw 1 of 2,,88,77
341,4,11:12.0,Offensive rebound by Team,,88,77
342,4,11:12.0,R. Sessions misses free throw 2 of 2,,88,77
343,4,11:11.0,,Defensive rebound by T. Jones,88,77
344,4,11:05.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Holiday),88,80
345,4,11:05.0,Charlotte full timeout,,88,80
346,4,10:46.0,S. Hawes makes 2-pt hook shot from 9 ft (assist by R. Sessions),,90,80
347,4,10:30.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by J. Holiday),90,83
348,4,10:16.0,Turnover by R. Sessions (bad pass; steal by T. Jones),,90,83
349,4,10:07.0,,Offensive foul by T. Jones (drawn by M. Kidd-Gilchrist),90,83
350,4,10:07.0,,Turnover by T. Jones (offensive foul),90,83
351,4,10:03.0,,T. Frazier enters the game for J. Holiday,90,83
352,4,9:53.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by S. Hill),,90,83
353,4,9:51.0,,Defensive rebound by L. Galloway,90,83
354,4,9:43.0,,Personal foul by R. Sessions (drawn by S. Hill),90,83
355,4,9:26.0,,S. Hill misses 2-pt layup from 3 ft,90,83
356,4,9:26.0,Defensive rebound by M. Kidd-Gilchrist,,90,83
357,4,9:19.0,Offensive foul by M. Belinelli (drawn by T. Frazier),,90,83
358,4,9:19.0,Turnover by M. Belinelli (offensive foul),,90,83
359,4,9:19.0,K. Walker enters the game for M. Kidd-Gilchrist,,90,83
360,4,9:03.0,,Turnover by L. Galloway (bad pass; steal by R. Sessions),90,83
361,4,9:02.0,Personal foul by T. Jones (drawn by R. Sessions),,90,83
362,4,8:52.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by S. Hawes),,93,83
363,4,8:41.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by T. Frazier),93,86
364,4,8:28.0,K. Walker misses 2-pt jump shot from 19 ft,,93,86
365,4,8:28.0,,Defensive rebound by L. Galloway,93,86
366,4,8:19.0,,T. Jones misses 2-pt layup from 2 ft (block by S. Hawes),93,86
367,4,8:17.0,Defensive rebound by M. Belinelli,,93,86
368,4,8:08.0,R. Sessions misses 3-pt jump shot from 24 ft,,93,86
369,4,8:08.0,,Defensive rebound by D. Cunningham,93,86
370,4,7:49.0,,T. Jones misses 2-pt jump shot from 7 ft,93,86
371,4,7:48.0,Defensive rebound by S. Hawes,,93,86
372,4,7:40.0,M. Belinelli makes 3-pt jump shot from 25 ft,,96,86
373,4,7:20.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by D. Cunningham),96,89
