,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
133,2,9:07.0,,P. Millsap makes 2-pt jump shot from 15 ft,29,34
134,2,8:47.0,G. Henderson misses 2-pt jump shot from 13 ft,,29,34
135,2,8:45.0,,Defensive rebound by T. Sefolosha,29,34
136,2,8:38.0,,M. Delaney misses 3-pt jump shot from 25 ft,29,34
137,2,8:36.0,,Offensive rebound by M. Delaney,29,34
138,2,8:26.0,,M. Delaney makes 2-pt jump shot from 19 ft,29,36
139,2,8:26.0,,Shooting foul by R. Covington (drawn by M. Delaney),29,36
140,2,8:26.0,,M. Delaney makes free throw 1 of 1,29,37
141,2,8:16.0,R. Covington misses 3-pt jump shot from 25 ft,,29,37
142,2,8:14.0,,Defensive rebound by P. Millsap,29,37
143,2,8:11.0,,Turnover by P. Millsap (bad pass),29,37
144,2,8:01.0,Shooting foul by T. Sefolosha (drawn by R. Holmes),,29,37
145,2,8:01.0,R. Holmes makes free throw 1 of 2,,30,37
146,2,8:01.0,R. Holmes makes free throw 2 of 2,,31,37
147,2,7:47.0,,P. Millsap misses 2-pt jump shot from 13 ft,31,37
148,2,7:44.0,Defensive rebound by D. Šarić,,31,37
149,2,7:38.0,R. Covington misses 3-pt jump shot from 25 ft,,31,37
150,2,7:37.0,,Defensive rebound by K. Humphries,31,37
151,2,7:31.0,,M. Delaney makes 2-pt jump shot from 19 ft,31,39
152,2,7:15.0,S. Rodríguez makes 2-pt jump shot from 6 ft,,33,39
153,2,7:08.0,,M. Delaney misses 2-pt layup from 4 ft (block by R. Covington),33,39
154,2,7:08.0,Defensive rebound by Team,,33,39
155,2,7:08.0,,K. Bazemore enters the game for P. Millsap,33,39
156,2,7:08.0,,M. Muscala enters the game for T. Sefolosha,33,39
157,2,7:08.0,J. Okafor enters the game for R. Holmes,,33,39
158,2,6:44.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by S. Rodríguez),,36,39
159,2,6:20.0,,M. Muscala misses 2-pt hook shot from 6 ft,36,39
160,2,6:20.0,Defensive rebound by Team,,36,39
161,2,6:20.0,,Loose ball foul by M. Muscala (drawn by G. Henderson),36,39
162,2,6:20.0,,D. Schröder enters the game for M. Delaney,36,39
163,2,6:20.0,,D. Howard enters the game for K. Humphries,36,39
164,2,6:00.0,J. Okafor misses 2-pt jump shot from 15 ft,,36,39
165,2,5:59.0,,Defensive rebound by M. Muscala,36,39
166,2,5:54.0,,D. Howard makes 2-pt layup from 2 ft (assist by K. Bazemore),36,41
167,2,5:54.0,,Shooting foul by J. Okafor (drawn by D. Howard),36,41
168,2,5:54.0,Official timeout,,36,41
169,2,5:54.0,,D. Howard misses free throw 1 of 1,36,41
170,2,5:54.0,E. İlyasova enters the game for J. Okafor,,36,41
171,2,5:54.0,H. Thompson enters the game for G. Henderson,,36,41
172,2,5:52.0,Defensive rebound by S. Rodríguez,,36,41
173,2,5:40.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,39,41
174,2,5:25.0,,M. Muscala makes 2-pt layup from 3 ft (assist by D. Schröder),39,43
175,2,5:15.0,D. Šarić misses 3-pt jump shot from 24 ft,,39,43
176,2,5:12.0,,Defensive rebound by K. Korver,39,43
177,2,5:06.0,,Turnover by D. Schröder (bad pass; steal by R. Covington),39,43
178,2,4:57.0,Turnover by E. İlyasova (lost ball; steal by K. Bazemore),,39,43
179,2,4:38.0,,K. Bazemore misses 2-pt layup from 1 ft,39,43
180,2,4:38.0,Defensive rebound by Team,,39,43
181,2,4:38.0,,Loose ball foul by D. Howard (drawn by E. İlyasova),39,43
182,2,4:38.0,N. Stauskas enters the game for R. Covington,,39,43
183,2,4:38.0,,T. Hardaway enters the game for K. Korver,39,43
184,2,4:24.0,Turnover by N. Stauskas (bad pass; steal by D. Howard),,39,43
185,2,4:20.0,,K. Bazemore makes 2-pt layup at rim (assist by M. Muscala),39,45
186,2,3:59.0,D. Šarić misses 2-pt jump shot from 17 ft,,39,45
187,2,3:58.0,,Defensive rebound by T. Hardaway,39,45
188,2,3:53.0,,T. Hardaway misses 2-pt layup at rim,39,45
189,2,3:52.0,Defensive rebound by S. Rodríguez,,39,45
190,2,3:45.0,E. İlyasova misses 2-pt layup from 3 ft (block by K. Bazemore),,39,45
191,2,3:43.0,,Defensive rebound by M. Muscala,39,45
192,2,3:40.0,,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),39,47
193,2,3:16.0,S. Rodríguez makes 2-pt jump shot from 19 ft,,41,47
194,2,3:08.0,,K. Bazemore makes 2-pt dunk at rim (assist by M. Muscala),41,49
195,2,2:43.0,Turnover by D. Šarić (3 sec),,41,49
196,2,2:43.0,,Atlanta full timeout,41,49
197,2,2:43.0,,P. Millsap enters the game for M. Muscala,41,49
198,2,2:43.0,R. Holmes enters the game for D. Šarić,,41,49
199,2,2:33.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),41,51
200,2,2:20.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,44,51
201,2,2:11.0,,Personal foul by S. Rodríguez (drawn by D. Schröder),44,51
202,2,2:09.0,,D. Schröder misses 2-pt layup at rim (block by S. Rodríguez),44,51
203,2,2:07.0,,Offensive rebound by D. Howard,44,51
204,2,1:59.0,,K. Bazemore misses 3-pt jump shot from 24 ft,44,51
205,2,1:57.0,Defensive rebound by N. Stauskas,,44,51
206,2,1:49.0,R. Holmes makes 2-pt jump shot from 18 ft (assist by S. Rodríguez),,46,51
207,2,1:33.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),46,54
208,2,1:17.0,E. İlyasova misses 2-pt jump shot from 19 ft,,46,54
209,2,1:14.0,Offensive rebound by N. Stauskas,,46,54
210,2,1:00.0,N. Stauskas misses 3-pt jump shot from 23 ft,,46,54
211,2,0:59.0,,Defensive rebound by D. Schröder,46,54
212,2,0:53.0,,T. Hardaway misses 3-pt jump shot from 25 ft,46,54
213,2,0:51.0,,Offensive rebound by D. Howard,46,54
214,2,0:47.0,,T. Hardaway makes 2-pt layup at rim (assist by D. Howard),46,56
215,2,0:47.0,Philadelphia full timeout,,46,56
216,2,0:47.0,T. McConnell enters the game for S. Rodríguez,,46,56
217,2,0:31.0,E. İlyasova makes 2-pt layup from 2 ft (assist by R. Holmes),,48,56
218,2,0:10.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),48,59
219,2,0:04.0,Personal foul by D. Howard (drawn by H. Thompson),,48,59
220,2,0:04.0,,M. Muscala enters the game for D. Howard,48,59
221,2,0:02.0,R. Holmes misses 2-pt dunk from 1 ft,,48,59
222,2,0:01.0,Offensive rebound by N. Stauskas,,48,59
223,2,0:01.0,N. Stauskas misses 3-pt jump shot from 23 ft,,48,59
224,2,0:00.0,Offensive rebound by Team,,48,59
225,3,11:45.0,J. Okafor misses 2-pt layup from 1 ft (block by D. Schröder),,48,59
226,3,11:45.0,Offensive rebound by Team,,48,59
227,3,11:35.0,S. Rodríguez misses 2-pt jump shot from 13 ft,,48,59
228,3,11:35.0,Offensive rebound by G. Henderson,,48,59
229,3,11:35.0,Personal foul by P. Millsap (drawn by G. Henderson),,48,59
230,3,11:35.0,G. Henderson misses free throw 1 of 2,,48,59
231,3,11:35.0,Offensive rebound by Team,,48,59
232,3,11:35.0,G. Henderson misses free throw 2 of 2,,48,59
233,3,11:34.0,Offensive rebound by Team,,48,59
234,3,11:12.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by G. Henderson),,51,59
235,3,10:56.0,,D. Howard misses 2-pt dunk at rim,51,59
236,3,10:54.0,,Offensive rebound by K. Bazemore,51,59
237,3,10:45.0,,P. Millsap misses 3-pt jump shot from 25 ft,51,59
238,3,10:43.0,Defensive rebound by G. Henderson,,51,59
239,3,10:37.0,Turnover by D. Šarić (bad pass; steal by K. Bazemore),,51,59
240,3,10:33.0,,Turnover by K. Bazemore (lost ball; steal by R. Covington),51,59
241,3,10:24.0,D. Šarić misses 2-pt layup from 1 ft,,51,59
242,3,10:22.0,,Defensive rebound by P. Millsap,51,59
243,3,10:14.0,,Turnover by D. Schröder (bad pass; steal by D. Šarić),51,59
244,3,10:07.0,G. Henderson misses 2-pt jump shot from 16 ft,,51,59
245,3,10:04.0,Offensive rebound by J. Okafor,,51,59
246,3,9:58.0,J. Okafor makes 2-pt layup from 1 ft,,53,59
247,3,9:46.0,,K. Korver misses 2-pt jump shot from 18 ft,53,59
248,3,9:44.0,Defensive rebound by D. Šarić,,53,59
249,3,9:35.0,Shooting block foul by K. Korver (drawn by R. Covington),,53,59
250,3,9:35.0,R. Covington makes free throw 1 of 2,,54,59
251,3,9:35.0,R. Covington makes free throw 2 of 2,,55,59
252,3,9:23.0,,D. Schröder makes 2-pt layup from 2 ft,55,61
253,3,9:05.0,Shooting foul by D. Howard (drawn by J. Okafor),,55,61
254,3,9:05.0,J. Okafor makes free throw 1 of 2,,56,61
255,3,9:05.0,J. Okafor misses free throw 2 of 2,,56,61
256,3,9:04.0,,Defensive rebound by K. Bazemore,56,61
257,3,8:52.0,,P. Millsap misses 2-pt layup from 1 ft,56,61
258,3,8:50.0,Defensive rebound by G. Henderson,,56,61
259,3,8:45.0,R. Covington makes 3-pt jump shot from 24 ft (assist by G. Henderson),,59,61
260,3,8:44.0,,Atlanta full timeout,59,61
261,3,8:33.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Schröder),59,63
262,3,8:16.0,D. Šarić makes 2-pt jump shot from 22 ft,,61,63
263,3,7:55.0,,D. Schröder makes 3-pt jump shot from 25 ft,61,66
264,3,7:39.0,G. Henderson makes 2-pt layup from 1 ft (assist by D. Šarić),,63,66
265,3,7:31.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),63,68
266,3,7:02.0,J. Okafor misses 2-pt jump shot from 17 ft,,63,68
267,3,7:01.0,,Defensive rebound by D. Schröder,63,68
268,3,6:58.0,,Personal foul by J. Okafor (drawn by D. Howard),63,68
269,3,6:58.0,Technical foul by J. Okafor,,63,68
270,3,6:58.0,,K. Korver makes technical free throw,63,69
271,3,6:58.0,R. Holmes enters the game for J. Okafor,,63,69
272,3,6:58.0,,M. Muscala enters the game for D. Howard,63,69
273,3,6:53.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),63,71
274,3,6:36.0,D. Šarić misses 2-pt layup from 1 ft,,63,71
275,3,6:35.0,,Defensive rebound by P. Millsap,63,71
276,3,6:25.0,,K. Korver misses 3-pt jump shot from 24 ft,63,71
277,3,6:24.0,Defensive rebound by D. Šarić,,63,71
278,3,6:08.0,R. Holmes misses 2-pt jump shot from 17 ft,,63,71
279,3,6:06.0,,Defensive rebound by D. Schröder,63,71
280,3,5:59.0,,Turnover by P. Millsap (bad pass; steal by G. Henderson),63,71
281,3,5:51.0,S. Rodríguez misses 2-pt jump shot from 9 ft,,63,71
282,3,5:49.0,Offensive rebound by R. Holmes,,63,71
283,3,5:49.0,R. Holmes makes 2-pt layup from 2 ft,,65,71
284,3,5:39.0,,Shooting foul by R. Holmes (drawn by M. Muscala),65,71
285,3,5:39.0,,M. Muscala makes free throw 1 of 2,65,72
286,3,5:39.0,,M. Muscala misses free throw 2 of 2,65,72
287,3,5:39.0,T. McConnell enters the game for S. Rodríguez,,65,72
288,3,5:39.0,N. Stauskas enters the game for G. Henderson,,65,72
289,3,5:39.0,,D. Howard enters the game for P. Millsap,65,72
290,3,5:38.0,Defensive rebound by D. Šarić,,65,72
291,3,5:24.0,R. Holmes misses 2-pt layup at rim (block by K. Bazemore),,65,72
292,3,5:24.0,Offensive rebound by Team,,65,72
293,3,5:24.0,E. İlyasova enters the game for D. Šarić,,65,72
294,3,5:17.0,R. Covington makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,68,72
295,3,5:02.0,,K. Bazemore makes 2-pt dunk at rim (assist by D. Howard),68,74
296,3,4:51.0,,Violation by D. Schröder (kicked ball),68,74
297,3,4:51.0,,T. Hardaway enters the game for K. Korver,68,74
298,3,4:37.0,Turnover by N. Stauskas (bad pass),,68,74
299,3,4:29.0,,Turnover by D. Schröder (bad pass; steal by R. Covington),68,74
300,3,4:24.0,R. Covington makes 3-pt jump shot from 25 ft,,71,74
301,3,4:04.0,,D. Schröder makes 2-pt layup from 2 ft,71,76
302,3,4:04.0,,Shooting foul by E. İlyasova (drawn by D. Schröder),71,76
303,3,4:04.0,,D. Schröder misses free throw 1 of 1,71,76
304,3,4:04.0,,T. Sefolosha enters the game for T. Hardaway,71,76
305,3,4:01.0,Defensive rebound by R. Covington,,71,76
306,3,3:49.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Holmes),,74,76
307,3,3:35.0,,T. Sefolosha makes 2-pt jump shot from 15 ft,74,78
308,3,3:26.0,Turnover by R. Covington (traveling),,74,78
309,3,3:26.0,,M. Delaney enters the game for D. Schröder,74,78
310,3,3:10.0,,K. Bazemore misses 2-pt jump shot from 4 ft,74,78
311,3,3:09.0,Defensive rebound by R. Holmes,,74,78
312,3,3:06.0,Personal foul by M. Muscala (drawn by E. İlyasova),,74,78
313,3,2:49.0,E. İlyasova misses 3-pt jump shot from 25 ft,,74,78
314,3,2:48.0,,Defensive rebound by M. Muscala,74,78
315,3,2:39.0,,D. Howard makes 2-pt dunk at rim (assist by M. Delaney),74,80
316,3,2:38.0,Philadelphia full timeout,,74,80
317,3,2:38.0,,K. Korver enters the game for K. Bazemore,74,80
318,3,2:24.0,R. Covington misses 3-pt jump shot from 25 ft,,74,80
319,3,2:22.0,,Defensive rebound by M. Delaney,74,80
320,3,2:14.0,,M. Delaney misses 2-pt jump shot from 14 ft,74,80
321,3,2:13.0,Defensive rebound by R. Covington,,74,80
322,3,1:59.0,H. Thompson enters the game for R. Covington,,74,80
323,3,1:59.0,J. Okafor enters the game for R. Holmes,,74,80
324,3,1:55.0,Turnover by T. McConnell (traveling),,74,80
325,3,1:42.0,,T. Sefolosha makes 2-pt layup at rim (assist by M. Delaney),74,82
326,3,1:29.0,T. McConnell misses 2-pt layup from 3 ft,,74,82
327,3,1:27.0,,Defensive rebound by D. Howard,74,82
328,3,1:21.0,,K. Korver misses 3-pt jump shot from 26 ft,74,82
329,3,1:20.0,,Offensive rebound by Team,74,82
330,3,1:13.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,74,82
331,3,1:10.0,,Offensive rebound by D. Howard,74,82
332,3,1:10.0,,D. Howard makes 2-pt dunk at rim,74,84
333,3,0:58.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. McConnell),,77,84
334,3,0:52.0,,K. Korver misses 3-pt jump shot from 25 ft,77,84
335,3,0:51.0,,Offensive rebound by D. Howard,77,84
336,3,0:45.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),77,87
337,3,0:25.0,Shooting foul by D. Howard (drawn by J. Okafor),,77,87
338,3,0:25.0,J. Okafor makes free throw 1 of 2,,78,87
339,3,0:25.0,J. Okafor misses free throw 2 of 2,,78,87
340,3,0:25.0,,K. Humphries enters the game for D. Howard,78,87
341,3,0:25.0,,P. Millsap enters the game for M. Muscala,78,87
342,3,0:24.0,,Defensive rebound by K. Humphries,78,87
343,3,0:02.0,,P. Millsap misses 2-pt jump shot from 13 ft,78,87
344,3,0:00.0,,Offensive rebound by Team,78,87
345,4,11:41.0,,Turnover by K. Korver (lost ball; steal by H. Thompson),78,87
346,4,11:35.0,E. İlyasova misses 2-pt jump shot from 3 ft (block by K. Humphries),,78,87
347,4,11:33.0,,Defensive rebound by K. Korver,78,87
348,4,11:14.0,,K. Humphries misses 3-pt jump shot from 25 ft,78,87
349,4,11:12.0,Defensive rebound by H. Thompson,,78,87
350,4,10:51.0,Turnover by J. Okafor (lost ball; steal by K. Korver),,78,87
351,4,10:44.0,,K. Humphries misses 2-pt jump shot from 7 ft,78,87
352,4,10:44.0,,Offensive rebound by K. Humphries,78,87
353,4,10:44.0,,Personal foul by N. Stauskas (drawn by K. Humphries),78,87
354,4,10:34.0,,M. Delaney makes 2-pt jump shot from 15 ft,78,89
355,4,10:17.0,Turnover by H. Thompson (offensive foul),,78,89
356,4,10:17.0,,Offensive charge foul by H. Thompson (drawn by K. Korver),78,89
357,4,10:17.0,D. Šarić enters the game for E. İlyasova,,78,89
358,4,10:08.0,,Personal foul by T. McConnell (drawn by M. Delaney),78,89
359,4,9:56.0,,T. Sefolosha misses 2-pt jump shot from 10 ft,78,89
360,4,9:53.0,Defensive rebound by J. Okafor,,78,89
361,4,9:47.0,Turnover by N. Stauskas (bad pass; steal by T. Sefolosha),,78,89
362,4,9:42.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by M. Delaney),78,92
363,4,9:18.0,Shooting foul by K. Humphries (drawn by J. Okafor),,78,92
364,4,9:18.0,J. Okafor makes free throw 1 of 2,,79,92
365,4,9:18.0,G. Henderson enters the game for H. Thompson,,79,92
366,4,9:18.0,J. Okafor makes free throw 2 of 2,,80,92
367,4,9:07.0,,K. Korver misses 3-pt jump shot from 24 ft,80,92
368,4,9:07.0,Defensive rebound by Team,,80,92
369,4,9:07.0,Philadelphia full timeout,,80,92
370,4,8:49.0,J. Okafor misses 2-pt hook shot from 5 ft,,80,92
371,4,8:47.0,Offensive rebound by J. Okafor,,80,92
372,4,8:46.0,J. Okafor makes 2-pt layup at rim,,82,92
373,4,8:29.0,,K. Korver makes 2-pt jump shot from 20 ft,82,94
374,4,8:15.0,J. Okafor makes 2-pt jump shot from 3 ft,,84,94
375,4,8:06.0,,K. Korver misses 3-pt jump shot from 24 ft,84,94
376,4,8:05.0,Defensive rebound by Team,,84,94
377,4,8:05.0,,D. Schröder enters the game for M. Delaney,84,94
378,4,8:05.0,,T. Hardaway enters the game for K. Korver,84,94
