,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
92,1,1:02.0,Offensive rebound by L. Nogueira,,14,35
93,1,1:00.0,T. Ross makes 3-pt jump shot from 27 ft (assist by L. Nogueira),,17,35
94,1,0:51.0,Violation by P. Patterson (kicked ball),,17,35
95,1,0:51.0,,K. Durant enters the game for J. McGee,17,35
96,1,0:48.0,,D. Green makes 3-pt jump shot from 26 ft (assist by A. Iguodala),17,38
97,1,0:41.0,Turnover by C. Joseph (bad pass; steal by D. Green),,17,38
98,1,0:36.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Durant),17,40
99,1,0:29.0,C. Joseph misses 2-pt jump shot from 11 ft,,17,40
100,1,0:29.0,Offensive rebound by C. Joseph,,17,40
101,1,0:23.0,Turnover by P. Patterson (bad pass; steal by A. Iguodala),,17,40
102,1,0:07.0,,Personal foul by C. Joseph (drawn by S. Curry),17,40
103,1,0:05.0,,S. Curry misses 2-pt jump shot from 8 ft,17,40
104,1,0:03.0,,Offensive rebound by I. Clark,17,40
105,1,0:03.0,,I. Clark makes 2-pt layup from 2 ft,17,42
106,1,0:01.0,L. Nogueira misses 3-pt jump shot from 58 ft,,17,42
107,1,0:00.0,Offensive rebound by Team,,17,42
108,2,11:42.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Joseph),,20,42
109,2,11:19.0,,K. Thompson misses 2-pt jump shot from 16 ft,20,42
110,2,11:18.0,Defensive rebound by C. Joseph,,20,42
111,2,11:08.0,T. Ross misses 2-pt jump shot from 14 ft,,20,42
112,2,11:07.0,Offensive rebound by L. Nogueira,,20,42
113,2,10:59.0,K. Lowry makes 2-pt layup from 2 ft,,22,42
114,2,10:59.0,Shooting foul by S. Livingston (drawn by K. Lowry),,22,42
115,2,10:59.0,K. Lowry misses free throw 1 of 1,,22,42
116,2,10:57.0,Offensive rebound by T. Ross,,22,42
117,2,10:57.0,T. Ross misses 2-pt layup from 1 ft,,22,42
118,2,10:55.0,,Defensive rebound by K. Durant,22,42
119,2,10:45.0,,Shooting foul by T. Ross (drawn by K. Durant),22,42
120,2,10:45.0,,K. Durant makes free throw 1 of 3,22,43
121,2,10:45.0,,K. Durant makes free throw 2 of 3,22,44
122,2,10:45.0,,K. Durant misses free throw 3 of 3,22,44
123,2,10:44.0,Defensive rebound by P. Patterson,,22,44
124,2,10:23.0,T. Ross misses 2-pt jump shot from 22 ft,,22,44
125,2,10:21.0,,Defensive rebound by K. Thompson,22,44
126,2,10:15.0,,Turnover by K. Thompson (lost ball; steal by P. Patterson),22,44
127,2,10:11.0,T. Ross makes 2-pt dunk at rim (assist by C. Joseph),,24,44
128,2,10:11.0,,Golden State full timeout,24,44
129,2,9:57.0,,K. Durant makes 2-pt dunk at rim (assist by D. West),24,46
130,2,9:37.0,K. Lowry misses 3-pt jump shot from 28 ft,,24,46
131,2,9:37.0,Offensive rebound by C. Joseph,,24,46
132,2,9:29.0,P. Patterson misses 3-pt jump shot from 25 ft,,24,46
133,2,9:28.0,,Defensive rebound by D. West,24,46
134,2,9:27.0,,Turnover by D. West (step out of bounds),24,46
135,2,9:23.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,27,46
136,2,9:04.0,,K. Durant misses 3-pt jump shot from 26 ft,27,46
137,2,9:02.0,Defensive rebound by T. Ross,,27,46
138,2,8:48.0,T. Ross makes 2-pt jump shot from 15 ft (assist by C. Joseph),,29,46
139,2,8:41.0,,Personal foul by L. Nogueira (drawn by D. West),29,46
140,2,8:41.0,N. Powell enters the game for P. Patterson,,29,46
141,2,8:34.0,,Turnover by K. Durant (bad pass),29,46
142,2,8:15.0,C. Joseph misses 2-pt jump shot from 9 ft,,29,46
143,2,8:15.0,Offensive rebound by C. Joseph,,29,46
144,2,8:08.0,Shooting foul by K. Thompson (drawn by N. Powell),,29,46
145,2,8:08.0,N. Powell misses free throw 1 of 2,,29,46
146,2,8:08.0,Offensive rebound by Team,,29,46
147,2,8:08.0,N. Powell misses free throw 2 of 2,,29,46
148,2,8:08.0,,I. Clark enters the game for A. Iguodala,29,46
149,2,8:07.0,,Defensive rebound by K. Durant,29,46
150,2,7:58.0,,S. Livingston makes 2-pt dunk at rim (assist by K. Durant),29,48
151,2,7:48.0,N. Powell misses 3-pt jump shot from 26 ft,,29,48
152,2,7:48.0,,Defensive rebound by I. Clark,29,48
153,2,7:36.0,,Turnover by K. Durant (bad pass; steal by K. Lowry),29,48
154,2,7:25.0,,Violation by D. West (kicked ball),29,48
155,2,7:25.0,J. Valančiūnas enters the game for L. Nogueira,,29,48
156,2,7:25.0,D. DeRozan enters the game for C. Joseph,,29,48
157,2,7:25.0,,Z. Pachulia enters the game for D. West,29,48
158,2,7:25.0,,D. Green enters the game for K. Durant,29,48
159,2,7:09.0,N. Powell makes 2-pt jump shot from 22 ft (assist by D. DeRozan),,31,48
160,2,6:51.0,Violation by D. DeRozan (kicked ball),,31,48
161,2,6:44.0,,K. Thompson misses 2-pt jump shot from 16 ft,31,48
162,2,6:43.0,Defensive rebound by T. Ross,,31,48
163,2,6:33.0,D. DeRozan makes 2-pt jump shot from 11 ft,,33,48
164,2,6:26.0,,Golden State full timeout,33,48
165,2,6:26.0,,S. Curry enters the game for K. Thompson,33,48
166,2,6:22.0,,Offensive foul by Z. Pachulia (drawn by K. Lowry),33,48
167,2,6:22.0,,Turnover by Z. Pachulia (offensive foul),33,48
168,2,6:06.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,36,48
169,2,5:56.0,,Turnover by S. Livingston (bad pass),36,48
170,2,5:56.0,Official timeout,,36,48
171,2,5:56.0,,A. Iguodala enters the game for S. Livingston,36,48
172,2,5:35.0,K. Lowry makes 2-pt layup from 1 ft,,38,48
173,2,5:16.0,,Z. Pachulia makes 2-pt jump shot from 5 ft (assist by S. Curry),38,50
174,2,5:00.0,Shooting foul by D. Green (drawn by D. DeRozan),,38,50
175,2,5:00.0,D. DeRozan makes free throw 1 of 2,,39,50
176,2,5:00.0,D. DeRozan misses free throw 2 of 2,,39,50
177,2,4:57.0,,Defensive rebound by D. Green,39,50
178,2,4:42.0,,Turnover by D. Green (bad pass),39,50
179,2,4:31.0,Shooting foul by D. Green (drawn by K. Lowry),,39,50
180,2,4:31.0,K. Lowry makes free throw 1 of 3,,40,50
181,2,4:31.0,K. Lowry makes free throw 2 of 3,,41,50
182,2,4:31.0,,K. Durant enters the game for Z. Pachulia,41,50
183,2,4:31.0,K. Lowry makes free throw 3 of 3,,42,50
184,2,4:16.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),42,52
185,2,4:07.0,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),,44,52
186,2,4:04.0,,Shooting foul by K. Lowry (drawn by I. Clark),44,52
187,2,4:04.0,,I. Clark makes free throw 1 of 2,44,53
188,2,4:04.0,,I. Clark makes free throw 2 of 2,44,54
189,2,3:47.0,D. DeRozan makes 2-pt jump shot from 12 ft,,46,54
190,2,3:34.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Durant),46,56
191,2,3:19.0,D. DeRozan makes 2-pt jump shot from 21 ft,,48,56
192,2,3:06.0,,Turnover by I. Clark (bad pass; steal by D. DeRozan),48,56
193,2,2:56.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,51,56
194,2,2:43.0,,S. Curry makes 2-pt layup at rim,51,58
195,2,2:33.0,K. Lowry misses 2-pt jump shot from 12 ft,,51,58
196,2,2:32.0,Offensive rebound by J. Valančiūnas,,51,58
197,2,2:31.0,J. Valančiūnas makes 2-pt layup from 2 ft,,53,58
198,2,2:19.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by K. Durant),53,61
199,2,2:10.0,Toronto full timeout,,53,61
200,2,2:10.0,,K. Thompson enters the game for I. Clark,53,61
201,2,2:10.0,C. Joseph enters the game for K. Lowry,,53,61
202,2,2:10.0,P. Patterson enters the game for N. Powell,,53,61
203,2,1:57.0,D. DeRozan misses 2-pt jump shot from 18 ft,,53,61
204,2,1:55.0,Offensive rebound by J. Valančiūnas,,53,61
205,2,1:55.0,J. Valančiūnas misses 2-pt layup from 1 ft,,53,61
206,2,1:53.0,,Defensive rebound by S. Curry,53,61
207,2,1:49.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),53,64
208,2,1:30.0,T. Ross misses 2-pt jump shot from 19 ft,,53,64
209,2,1:30.0,,Defensive rebound by K. Durant,53,64
210,2,1:21.0,,K. Durant makes 2-pt layup at rim,53,66
211,2,0:52.0,D. DeRozan misses 3-pt jump shot from 23 ft,,53,66
212,2,0:51.0,,Defensive rebound by K. Durant,53,66
213,2,0:49.0,,Turnover by K. Durant (bad pass; steal by T. Ross),53,66
214,2,0:48.0,T. Ross makes 2-pt layup from 1 ft,,55,66
215,2,0:35.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),55,69
216,2,0:20.0,C. Joseph misses 2-pt layup from 2 ft,,55,69
217,2,0:20.0,,Defensive rebound by Team,55,69
218,2,0:20.0,Loose ball foul by J. Valančiūnas (drawn by A. Iguodala),,55,69
219,2,0:20.0,N. Powell enters the game for J. Valančiūnas,,55,69
220,2,0:04.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Green),55,72
221,2,0:00.0,T. Ross misses 3-pt jump shot from 45 ft,,55,72
222,2,0:00.0,Offensive rebound by Team,,55,72
223,3,11:42.0,J. Valančiūnas misses 2-pt layup from 2 ft,,55,72
224,3,11:42.0,,Defensive rebound by K. Durant,55,72
225,3,11:36.0,,S. Curry misses 2-pt jump shot from 20 ft,55,72
226,3,11:35.0,Defensive rebound by D. Carroll,,55,72
227,3,11:23.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,58,72
228,3,11:02.0,,Turnover by D. Green (bad pass; steal by D. Carroll),58,72
229,3,10:43.0,P. Patterson misses 2-pt layup from 3 ft,,58,72
230,3,10:42.0,,Defensive rebound by K. Durant,58,72
231,3,10:33.0,,D. Green misses 3-pt jump shot from 26 ft,58,72
232,3,10:33.0,Defensive rebound by J. Valančiūnas,,58,72
233,3,10:13.0,D. DeRozan misses 2-pt jump shot from 14 ft,,58,72
234,3,10:13.0,,Defensive rebound by D. Green,58,72
235,3,10:00.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by D. Carroll),58,72
236,3,9:59.0,,Offensive rebound by Z. Pachulia,58,72
237,3,9:55.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),58,75
238,3,9:36.0,Shooting foul by Z. Pachulia (drawn by K. Lowry),,58,75
239,3,9:36.0,K. Lowry makes 2-pt layup from 2 ft,,60,75
240,3,9:36.0,K. Lowry makes free throw 1 of 1,,61,75
241,3,9:16.0,,K. Thompson misses 2-pt jump shot from 13 ft,61,75
242,3,9:15.0,Defensive rebound by J. Valančiūnas,,61,75
243,3,9:02.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),,64,75
244,3,8:52.0,,S. Curry misses 2-pt jump shot from 18 ft,64,75
245,3,8:50.0,Defensive rebound by P. Patterson,,64,75
246,3,8:39.0,Turnover by K. Lowry (bad pass),,64,75
247,3,8:27.0,,K. Thompson misses 2-pt jump shot from 4 ft (block by D. DeRozan),64,75
248,3,8:26.0,,Offensive rebound by K. Thompson,64,75
249,3,8:22.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),64,78
250,3,7:57.0,P. Patterson makes 2-pt hook shot from 9 ft (assist by K. Lowry),,66,78
251,3,7:43.0,,Shooting foul by J. Valančiūnas (drawn by Z. Pachulia),66,78
252,3,7:43.0,,Z. Pachulia makes free throw 1 of 2,66,79
253,3,7:43.0,,Z. Pachulia makes free throw 2 of 2,66,80
254,3,7:31.0,K. Lowry makes 3-pt jump shot from 25 ft,,69,80
255,3,7:14.0,,D. Green makes 2-pt layup from 1 ft (assist by Z. Pachulia),69,82
256,3,6:55.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,72,82
257,3,6:35.0,,Turnover by K. Durant (lost ball; steal by D. DeRozan),72,82
258,3,6:30.0,Turnover by K. Lowry (lost ball; steal by K. Thompson),,72,82
259,3,6:23.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),72,85
260,3,6:22.0,Toronto full timeout,,72,85
261,3,6:08.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Carroll),,75,85
262,3,5:51.0,,K. Durant makes 2-pt jump shot from 7 ft,75,87
263,3,5:27.0,K. Lowry misses 3-pt jump shot from 23 ft,,75,87
264,3,5:26.0,,Defensive rebound by Z. Pachulia,75,87
265,3,5:24.0,,Personal foul by D. Carroll (drawn by S. Curry),75,87
266,3,5:19.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),75,89
267,3,4:53.0,K. Lowry misses 2-pt jump shot from 19 ft,,75,89
268,3,4:53.0,,Defensive rebound by K. Durant,75,89
269,3,4:47.0,,Personal foul by J. Valančiūnas (drawn by S. Curry),75,89
270,3,4:36.0,,Shooting foul by D. DeRozan (drawn by S. Curry),75,89
271,3,4:36.0,,S. Curry makes free throw 1 of 3,75,90
272,3,4:36.0,,S. Curry makes free throw 2 of 3,75,91
273,3,4:36.0,,J. McGee enters the game for Z. Pachulia,75,91
274,3,4:36.0,,A. Iguodala enters the game for K. Durant,75,91
275,3,4:36.0,,S. Curry makes free throw 3 of 3,75,92
276,3,4:26.0,D. DeRozan misses 2-pt jump shot from 13 ft,,75,92
277,3,4:26.0,,Defensive rebound by J. McGee,75,92
278,3,4:19.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),75,95
279,3,3:59.0,,Violation by J. McGee (def goaltending),75,95
280,3,3:59.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,77,95
281,3,3:59.0,Shooting foul by J. McGee (drawn by J. Valančiūnas),,77,95
282,3,3:59.0,J. Valančiūnas makes free throw 1 of 1,,78,95
283,3,3:54.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),78,97
284,3,3:33.0,Turnover by K. Lowry (lost ball),,78,97
285,3,3:33.0,,I. Clark enters the game for K. Thompson,78,97
286,3,3:33.0,L. Nogueira enters the game for J. Valančiūnas,,78,97
287,3,3:33.0,T. Ross enters the game for D. Carroll,,78,97
288,3,3:19.0,,I. Clark misses 3-pt jump shot from 26 ft,78,97
289,3,3:18.0,Defensive rebound by P. Patterson,,78,97
290,3,3:12.0,K. Lowry misses 3-pt jump shot from 25 ft,,78,97
291,3,3:10.0,Offensive rebound by L. Nogueira,,78,97
292,3,2:56.0,T. Ross makes 3-pt jump shot from 27 ft,,81,97
293,3,2:37.0,,D. Green misses 2-pt jump shot from 3 ft (block by L. Nogueira),81,97
294,3,2:36.0,Defensive rebound by L. Nogueira,,81,97
295,3,2:30.0,D. DeRozan misses 2-pt jump shot from 10 ft,,81,97
296,3,2:29.0,Offensive rebound by K. Lowry,,81,97
297,3,2:28.0,K. Lowry misses 2-pt layup from 3 ft (block by D. Green),,81,97
298,3,2:28.0,Offensive rebound by K. Lowry,,81,97
299,3,2:28.0,Toronto full timeout,,81,97
300,3,2:28.0,,Golden State full timeout,81,97
301,3,2:28.0,C. Joseph enters the game for K. Lowry,,81,97
302,3,2:16.0,D. DeRozan misses 2-pt jump shot from 15 ft,,81,97
303,3,2:16.0,,Defensive rebound by D. Green,81,97
304,3,2:10.0,,D. Green makes 2-pt layup at rim,81,99
305,3,1:54.0,T. Ross misses 2-pt jump shot from 17 ft,,81,99
306,3,1:54.0,,Defensive rebound by J. McGee,81,99
307,3,1:36.0,,S. Curry makes 2-pt jump shot from 11 ft,81,101
308,3,1:30.0,Shooting foul by S. Curry (drawn by D. DeRozan),,81,101
309,3,1:30.0,D. DeRozan makes free throw 1 of 2,,82,101
310,3,1:30.0,,K. Durant enters the game for J. McGee,82,101
311,3,1:30.0,D. Carroll enters the game for P. Patterson,,82,101
312,3,1:30.0,D. DeRozan makes free throw 2 of 2,,83,101
313,3,1:10.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by D. Green),83,103
314,3,0:43.0,Shooting foul by S. Curry (drawn by C. Joseph),,83,103
315,3,0:43.0,C. Joseph makes free throw 1 of 2,,84,103
316,3,0:43.0,C. Joseph makes free throw 2 of 2,,85,103
317,3,0:31.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),85,103
318,3,0:26.0,Turnover by D. Carroll (bad pass; steal by D. Green),,85,103
319,3,0:23.0,,Personal foul by T. Ross (drawn by A. Iguodala),85,103
320,3,0:23.0,,A. Iguodala makes free throw 1 of 2,85,104
321,3,0:23.0,,A. Iguodala misses free throw 2 of 2,85,104
322,3,0:23.0,,S. Livingston enters the game for S. Curry,85,104
323,3,0:22.0,Defensive rebound by D. Carroll,,85,104
324,3,0:01.0,D. DeRozan makes 2-pt jump shot from 16 ft,,87,104
325,4,11:45.0,,K. Durant misses 2-pt jump shot from 11 ft,87,104
326,4,11:44.0,Defensive rebound by K. Lowry,,87,104
327,4,11:38.0,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),,89,104
328,4,11:14.0,,A. Iguodala makes 2-pt hook shot from 5 ft,89,106
329,4,10:54.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Joseph),,92,106
330,4,10:44.0,,Personal foul by L. Nogueira (drawn by D. West),92,106
331,4,10:41.0,,K. Thompson misses 2-pt jump shot from 18 ft,92,106
332,4,10:40.0,,Offensive rebound by Team,92,106
333,4,10:36.0,,K. Thompson misses 2-pt jump shot from 19 ft,92,106
334,4,10:35.0,Defensive rebound by D. Carroll,,92,106
335,4,10:28.0,K. Lowry makes 2-pt layup from 2 ft,,94,106
336,4,10:14.0,,D. West makes 2-pt hook shot from 5 ft (assist by S. Livingston),94,108
337,4,10:07.0,T. Ross misses 3-pt jump shot from 27 ft,,94,108
338,4,10:07.0,,Defensive rebound by K. Durant,94,108
339,4,9:58.0,,Personal foul by T. Ross (drawn by K. Thompson),94,108
340,4,9:54.0,,Offensive foul by S. Livingston (drawn by K. Lowry),94,108
341,4,9:54.0,,Turnover by S. Livingston (offensive foul),94,108
342,4,9:38.0,K. Lowry misses 2-pt layup from 2 ft (block by K. Thompson),,94,108
343,4,9:37.0,,Defensive rebound by K. Durant,94,108
344,4,9:36.0,,Personal foul by C. Joseph (drawn by K. Durant),94,108
345,4,9:36.0,P. Patterson enters the game for L. Nogueira,,94,108
346,4,9:21.0,,K. Durant misses 2-pt jump shot from 15 ft,94,108
347,4,9:21.0,Defensive rebound by K. Lowry,,94,108
348,4,9:13.0,K. Lowry misses 2-pt layup from 2 ft,,94,108
349,4,9:12.0,,Defensive rebound by D. West,94,108
350,4,9:05.0,,Turnover by K. Thompson (bad pass; steal by C. Joseph),94,108
351,4,8:58.0,D. Carroll misses 3-pt jump shot from 25 ft,,94,108
352,4,8:57.0,,Defensive rebound by K. Durant,94,108
353,4,8:51.0,,Golden State full timeout,94,108
354,4,8:37.0,,K. Thompson misses 2-pt jump shot from 9 ft,94,108
355,4,8:36.0,Defensive rebound by P. Patterson,,94,108
356,4,8:20.0,C. Joseph misses 3-pt jump shot from 27 ft,,94,108
357,4,8:19.0,,Defensive rebound by K. Durant,94,108
358,4,8:07.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by K. Durant),94,110
359,4,7:40.0,P. Patterson misses 2-pt dunk at rim (block by K. Durant),,94,110
360,4,7:39.0,,Defensive rebound by K. Durant,94,110
361,4,7:32.0,,D. West makes 2-pt layup from 1 ft (assist by A. Iguodala),94,112
362,4,7:30.0,Toronto full timeout,,94,112
363,4,7:30.0,D. DeRozan enters the game for C. Joseph,,94,112
364,4,7:11.0,T. Ross makes 2-pt jump shot from 13 ft,,96,112
365,4,6:54.0,,Turnover by K. Durant (lost ball; steal by D. Carroll),96,112
366,4,6:50.0,,I. Clark enters the game for A. Iguodala,96,112
367,4,6:41.0,D. Carroll makes 2-pt layup from 2 ft (assist by D. DeRozan),,98,112
368,4,6:20.0,,Turnover by K. Durant (lost ball; steal by D. Carroll),98,112
369,4,6:16.0,D. DeRozan makes 2-pt layup from 1 ft (assist by T. Ross),,100,112
370,4,6:16.0,,Golden State full timeout,100,112
371,4,6:16.0,,S. Curry enters the game for K. Thompson,100,112
372,4,6:16.0,,D. Green enters the game for D. West,100,112
373,4,6:16.0,,A. Iguodala enters the game for S. Livingston,100,112
374,4,5:54.0,,S. Curry misses 2-pt jump shot from 18 ft,100,112
375,4,5:54.0,,Offensive rebound by I. Clark,100,112
376,4,5:44.0,,S. Curry misses 2-pt layup from 3 ft (block by D. Carroll),100,112
377,4,5:43.0,Defensive rebound by K. Lowry,,100,112
378,4,5:37.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),,103,112
