,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MILWAUKEE_ACTION,PHILADELPHIA_SCORE,MILWAUKEE_SCORE
0,1,11:40.0,,J. Henson misses 2-pt hook shot from 6 ft,0,0
1,1,11:39.0,Defensive rebound by E. İlyasova,,0,0
2,1,11:17.0,Turnover by Team (shot clock),,0,0
3,1,11:09.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),0,2
4,1,11:09.0,,Shooting foul by R. Covington (drawn by G. Antetokounmpo),0,2
5,1,11:09.0,,G. Antetokounmpo makes free throw 1 of 1,0,3
6,1,10:56.0,R. Covington misses 3-pt jump shot from 25 ft,,0,3
7,1,10:55.0,,Defensive rebound by G. Antetokounmpo,0,3
8,1,10:47.0,,J. Parker misses 2-pt layup from 1 ft (block by J. Embiid),0,3
9,1,10:46.0,,Offensive rebound by J. Henson,0,3
10,1,10:45.0,,J. Henson misses 2-pt layup from 2 ft (block by R. Covington),0,3
11,1,10:44.0,Defensive rebound by S. Rodríguez,,0,3
12,1,10:34.0,E. İlyasova misses 2-pt jump shot from 4 ft,,0,3
13,1,10:31.0,Offensive rebound by R. Covington,,0,3
14,1,10:27.0,R. Covington misses 3-pt jump shot from 26 ft,,0,3
15,1,10:26.0,,Defensive rebound by T. Snell,0,3
16,1,10:20.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,0,5
17,1,10:09.0,N. Stauskas misses 2-pt jump shot from 18 ft,,0,5
18,1,10:08.0,Offensive rebound by J. Embiid,,0,5
19,1,10:08.0,Shooting foul by J. Henson (drawn by J. Embiid),,0,5
20,1,10:08.0,J. Embiid misses free throw 1 of 2,,0,5
21,1,10:08.0,Offensive rebound by Team,,0,5
22,1,10:08.0,J. Embiid misses free throw 2 of 2,,0,5
23,1,10:07.0,,Defensive rebound by J. Henson,0,5
24,1,9:43.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,0,7
25,1,9:26.0,J. Embiid misses 2-pt layup from 2 ft (block by J. Henson),,0,7
26,1,9:24.0,,Defensive rebound by J. Parker,0,7
27,1,9:09.0,,J. Henson makes 2-pt layup at rim (assist by G. Antetokounmpo),0,9
28,1,8:48.0,J. Embiid misses 3-pt jump shot from 26 ft,,0,9
29,1,8:47.0,Offensive rebound by E. İlyasova,,0,9
30,1,8:44.0,E. İlyasova misses 2-pt jump shot from 7 ft,,0,9
31,1,8:42.0,,Defensive rebound by T. Snell,0,9
32,1,8:31.0,,J. Henson misses 2-pt layup from 1 ft,0,9
33,1,8:29.0,Defensive rebound by S. Rodríguez,,0,9
34,1,8:23.0,R. Covington makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),,3,9
35,1,8:05.0,,J. Parker misses 2-pt jump shot from 18 ft,3,9
36,1,8:03.0,Defensive rebound by N. Stauskas,,3,9
37,1,7:57.0,N. Stauskas misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,3,9
38,1,7:54.0,,Defensive rebound by J. Parker,3,9
39,1,7:53.0,,Personal foul by S. Rodríguez,3,9
40,1,7:42.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Embiid),3,9
41,1,7:35.0,E. İlyasova misses 3-pt jump shot from 24 ft,,3,9
42,1,7:34.0,Offensive rebound by J. Embiid,,3,9
43,1,7:27.0,R. Covington makes 3-pt jump shot from 22 ft (assist by S. Rodríguez),,6,9
44,1,7:09.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,6,9
45,1,7:08.0,Defensive rebound by J. Embiid,,6,9
46,1,6:51.0,R. Covington makes 2-pt jump shot from 8 ft (assist by S. Rodríguez),,8,9
47,1,6:37.0,,J. Parker misses 3-pt jump shot from 24 ft,8,9
48,1,6:35.0,Defensive rebound by S. Rodríguez,,8,9
49,1,6:28.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,8,9
50,1,6:27.0,,Defensive rebound by G. Antetokounmpo,8,9
51,1,6:21.0,,Milwaukee full timeout,8,9
52,1,6:21.0,J. Okafor enters the game for J. Embiid,,8,9
53,1,6:21.0,G. Henderson enters the game for N. Stauskas,,8,9
54,1,6:21.0,,M. Dellavedova enters the game for G. Antetokounmpo,8,9
55,1,6:21.0,,M. Beasley enters the game for M. Brogdon,8,9
