,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
0,1,11:37.0,,O. Porter misses 2-pt jump shot from 10 ft,0,0
1,1,11:36.0,Defensive rebound by C. Zeller,,0,0
2,1,11:14.0,M. Williams misses 2-pt layup from 2 ft,,0,0
3,1,11:13.0,,Defensive rebound by J. Wall,0,0
4,1,11:06.0,,B. Beal misses 3-pt jump shot from 27 ft,0,0
5,1,11:05.0,Defensive rebound by N. Batum,,0,0
6,1,10:53.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,0,0
7,1,10:52.0,,Defensive rebound by O. Porter,0,0
8,1,10:41.0,,O. Porter misses 3-pt jump shot from 27 ft,0,0
9,1,10:40.0,Defensive rebound by K. Walker,,0,0
10,1,10:33.0,N. Batum makes 3-pt jump shot from 27 ft (assist by M. Kidd-Gilchrist),,3,0
11,1,10:13.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by O. Porter),3,2
12,1,9:59.0,Turnover by N. Batum (bad pass; steal by J. Wall),,3,2
13,1,9:50.0,,O. Porter misses 2-pt jump shot from 15 ft,3,2
14,1,9:49.0,Defensive rebound by K. Walker,,3,2
15,1,9:35.0,K. Walker misses 3-pt jump shot from 28 ft,,3,2
16,1,9:34.0,,Defensive rebound by M. Gortat,3,2
17,1,9:23.0,,J. Wall misses 2-pt jump shot from 16 ft,3,2
18,1,9:22.0,Defensive rebound by C. Zeller,,3,2
19,1,9:13.0,N. Batum makes 2-pt jump shot from 5 ft,,5,2
20,1,8:49.0,,M. Morris misses 2-pt jump shot from 15 ft,5,2
21,1,8:48.0,Defensive rebound by C. Zeller,,5,2
22,1,8:27.0,M. Williams misses 3-pt jump shot from 28 ft,,5,2
23,1,8:26.0,Offensive rebound by C. Zeller,,5,2
24,1,8:22.0,Turnover by C. Zeller (bad pass; steal by J. Wall),,5,2
25,1,8:13.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by O. Porter),5,4
26,1,7:59.0,Turnover by M. Williams (bad pass; steal by J. Wall),,5,4
27,1,7:54.0,,B. Beal misses 2-pt layup at rim,5,4
28,1,7:52.0,Defensive rebound by K. Walker,,5,4
29,1,7:40.0,Turnover by N. Batum (lost ball; steal by J. Wall),,5,4
30,1,7:34.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by O. Porter),5,6
31,1,7:13.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft,,7,6
32,1,6:53.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by B. Beal),7,9
33,1,6:29.0,C. Zeller makes 2-pt jump shot from 12 ft (assist by N. Batum),,9,9
34,1,6:29.0,Shooting foul by M. Morris (drawn by C. Zeller),,9,9
35,1,6:29.0,C. Zeller makes free throw 1 of 1,,10,9
36,1,6:15.0,,M. Morris misses 2-pt jump shot from 17 ft,10,9
37,1,6:14.0,Defensive rebound by C. Zeller,,10,9
38,1,5:55.0,C. Zeller misses 2-pt jump shot from 22 ft,,10,9
39,1,5:53.0,Offensive rebound by M. Kidd-Gilchrist,,10,9
40,1,5:50.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,12,9
41,1,5:37.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),12,12
42,1,5:19.0,N. Batum makes 2-pt jump shot from 15 ft,,14,12
43,1,4:59.0,,O. Porter misses 3-pt jump shot from 25 ft (block by M. Williams),14,12
44,1,4:58.0,Defensive rebound by C. Zeller,,14,12
45,1,4:48.0,K. Walker misses 3-pt jump shot from 27 ft,,14,12
46,1,4:48.0,,Defensive rebound by M. Gortat,14,12
47,1,4:30.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),14,14
48,1,4:19.0,Charlotte full timeout,,14,14
49,1,4:19.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,14,14
50,1,4:19.0,M. Belinelli enters the game for M. Williams,,14,14
51,1,4:19.0,,I. Mahinmi enters the game for M. Gortat,14,14
52,1,4:04.0,N. Batum misses 3-pt jump shot from 26 ft,,14,14
53,1,4:03.0,,Defensive rebound by M. Morris,14,14
54,1,3:48.0,,Turnover by J. Wall (bad pass),14,14
55,1,3:32.0,C. Zeller makes 2-pt layup from 1 ft,,16,14
56,1,3:18.0,,Turnover by J. Wall (bad pass; steal by K. Walker),16,14
57,1,3:13.0,C. Zeller makes 2-pt layup at rim (assist by K. Walker),,18,14
58,1,3:13.0,Shooting foul by M. Morris (drawn by C. Zeller),,18,14
59,1,3:13.0,,K. Oubre enters the game for O. Porter,18,14
60,1,3:13.0,,J. Smith enters the game for M. Morris,18,14
61,1,3:13.0,C. Zeller makes free throw 1 of 1,,19,14
62,1,2:52.0,,J. Smith misses 3-pt jump shot from 23 ft,19,14
63,1,2:50.0,Defensive rebound by K. Walker,,19,14
64,1,2:37.0,K. Walker makes 3-pt jump shot from 27 ft (assist by N. Batum),,22,14
65,1,2:22.0,,Def 3 sec tech foul by C. Zeller,22,14
66,1,2:22.0,,Washington full timeout,22,14
67,1,2:22.0,,B. Beal misses technical free throw,22,14
68,1,2:22.0,,Offensive rebound by Team,22,14
69,1,2:22.0,B. Roberts enters the game for C. Zeller,,22,14
70,1,2:22.0,J. Lamb enters the game for N. Batum,,22,14
71,1,2:22.0,M. Plumlee enters the game for K. Walker,,22,14
72,1,2:22.0,,B. Jennings enters the game for J. Wall,22,14
73,1,2:17.0,Violation by M. Belinelli (kicked ball),,22,14
74,1,2:11.0,,Shooting foul by F. Kaminsky (drawn by B. Beal),22,14
75,1,2:11.0,,B. Beal makes free throw 1 of 2,22,15
76,1,2:11.0,,B. Beal makes free throw 2 of 2,22,16
77,1,1:59.0,Personal foul by K. Oubre (drawn by F. Kaminsky),,22,16
78,1,1:59.0,,B. Bogdanović enters the game for B. Beal,22,16
79,1,1:53.0,M. Belinelli misses 3-pt jump shot from 27 ft,,22,16
80,1,1:52.0,,Defensive rebound by I. Mahinmi,22,16
81,1,1:43.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by J. Smith),22,19
82,1,1:32.0,Personal foul by K. Oubre (drawn by M. Belinelli),,22,19
83,1,1:32.0,M. Belinelli makes free throw 1 of 2,,23,19
84,1,1:32.0,M. Belinelli makes free throw 2 of 2,,24,19
85,1,1:22.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,24,19
86,1,1:21.0,Defensive rebound by J. Lamb,,24,19
87,1,1:16.0,Offensive foul by M. Plumlee (drawn by J. Smith),,24,19
88,1,1:16.0,Turnover by M. Plumlee (offensive foul),,24,19
89,1,1:03.0,,Turnover by K. Oubre (lost ball; steal by J. Lamb),24,19
90,1,0:49.0,F. Kaminsky misses 3-pt jump shot from 29 ft,,24,19
91,1,0:48.0,,Defensive rebound by J. Smith,24,19
92,1,0:31.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by B. Jennings),24,22
93,1,0:16.0,B. Roberts misses 3-pt jump shot from 26 ft,,24,22
94,1,0:15.0,,Defensive rebound by J. Smith,24,22
95,1,0:01.0,,K. Oubre misses 3-pt jump shot from 26 ft,24,22
96,1,0:00.0,Defensive rebound by Team,,24,22
97,2,11:46.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Belinelli),,26,22
98,2,11:31.0,,B. Bogdanović misses 2-pt jump shot from 15 ft,26,22
99,2,11:30.0,Defensive rebound by J. Lamb,,26,22
100,2,11:20.0,Personal foul by I. Mahinmi (drawn by M. Belinelli),,26,22
101,2,11:10.0,J. Lamb makes 2-pt layup from 2 ft,,28,22
102,2,10:56.0,,Shooting foul by M. Plumlee (drawn by K. Oubre),28,22
103,2,10:56.0,,K. Oubre makes free throw 1 of 2,28,23
104,2,10:56.0,,K. Oubre makes free throw 2 of 2,28,24
105,2,10:43.0,J. Lamb misses 2-pt jump shot from 14 ft,,28,24
106,2,10:43.0,Offensive rebound by J. Lamb,,28,24
107,2,10:37.0,F. Kaminsky misses 2-pt layup from 3 ft,,28,24
108,2,10:36.0,Offensive rebound by M. Plumlee,,28,24
109,2,10:29.0,B. Roberts makes 2-pt layup from 2 ft (assist by M. Belinelli),,30,24
110,2,10:20.0,,J. Smith misses 3-pt jump shot from 26 ft,30,24
111,2,10:19.0,,Offensive rebound by Team,30,24
112,2,10:19.0,Loose ball foul by J. Lamb (drawn by K. Oubre),,30,24
113,2,10:02.0,,K. Oubre misses 3-pt jump shot from 24 ft,30,24
114,2,10:01.0,,Offensive rebound by B. Bogdanović,30,24
115,2,9:59.0,,B. Bogdanović makes 2-pt jump shot from 3 ft,30,26
116,2,9:43.0,M. Belinelli misses 2-pt jump shot from 17 ft,,30,26
117,2,9:42.0,,Defensive rebound by B. Bogdanović,30,26
118,2,9:29.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by K. Oubre),30,28
119,2,9:12.0,Turnover by F. Kaminsky (offensive foul),,30,28
120,2,9:12.0,Offensive foul by F. Kaminsky (drawn by K. Oubre),,30,28
121,2,9:05.0,,B. Jennings misses 2-pt jump shot from 20 ft,30,28
122,2,9:04.0,,Offensive rebound by I. Mahinmi,30,28
123,2,9:00.0,,K. Oubre makes 2-pt jump shot from 14 ft (assist by I. Mahinmi),30,30
124,2,8:50.0,Charlotte full timeout,,30,30
125,2,8:50.0,M. Williams enters the game for M. Plumlee,,30,30
126,2,8:47.0,Turnover by M. Belinelli (lost ball; steal by I. Mahinmi),,30,30
127,2,8:42.0,,B. Jennings makes 2-pt layup at rim,30,32
128,2,8:28.0,J. Lamb misses 2-pt layup from 1 ft (block by J. Smith),,30,32
129,2,8:27.0,,Defensive rebound by K. Oubre,30,32
130,2,8:22.0,,B. Jennings misses 2-pt layup from 1 ft,30,32
131,2,8:21.0,Defensive rebound by F. Kaminsky,,30,32
132,2,8:01.0,M. Belinelli makes 3-pt jump shot from 25 ft,,33,32
133,2,7:37.0,,Turnover by B. Bogdanović (lost ball),33,32
134,2,7:37.0,,J. Wall enters the game for B. Jennings,33,32
135,2,7:37.0,,B. Beal enters the game for B. Bogdanović,33,32
136,2,7:27.0,J. Lamb makes 2-pt jump shot from 20 ft,,35,32
137,2,7:12.0,,J. Smith misses 2-pt layup from 2 ft,35,32
138,2,7:11.0,Defensive rebound by Team,,35,32
139,2,7:11.0,,M. Morris enters the game for J. Smith,35,32
140,2,7:11.0,K. Walker enters the game for M. Belinelli,,35,32
141,2,7:11.0,M. Kidd-Gilchrist enters the game for J. Lamb,,35,32
142,2,7:11.0,N. Batum enters the game for B. Roberts,,35,32
143,2,6:54.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),,37,32
144,2,6:34.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by B. Beal),37,35
145,2,6:18.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,40,35
146,2,6:01.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),40,37
147,2,5:46.0,Turnover by F. Kaminsky (bad pass; steal by B. Beal),,40,37
148,2,5:38.0,,J. Wall makes 2-pt layup from 2 ft,40,39
149,2,5:21.0,K. Walker makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,43,39
150,2,5:11.0,,Personal foul by M. Kidd-Gilchrist (drawn by B. Beal),43,39
151,2,5:11.0,Official timeout,,43,39
152,2,5:11.0,C. Zeller enters the game for F. Kaminsky,,43,39
153,2,5:11.0,,M. Gortat enters the game for I. Mahinmi,43,39
154,2,5:11.0,,O. Porter enters the game for K. Oubre,43,39
155,2,5:04.0,,M. Gortat makes 2-pt hook shot from 8 ft (assist by J. Wall),43,41
156,2,4:47.0,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),,46,41
157,2,4:22.0,,B. Beal misses 2-pt layup from 2 ft,46,41
158,2,4:22.0,,Offensive rebound by Team,46,41
159,2,4:22.0,,Turnover by Team (shot clock),46,41
160,2,4:02.0,N. Batum misses 3-pt jump shot from 28 ft,,46,41
161,2,4:01.0,,Defensive rebound by M. Morris,46,41
162,2,3:53.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),46,43
163,2,3:43.0,Shooting block foul by M. Morris (drawn by K. Walker),,46,43
164,2,3:43.0,K. Walker makes free throw 1 of 2,,47,43
165,2,3:43.0,,J. Smith enters the game for M. Morris,47,43
166,2,3:43.0,K. Walker makes free throw 2 of 2,,48,43
167,2,3:37.0,,Turnover by J. Wall (lost ball; steal by K. Walker),48,43
168,2,3:34.0,Shooting foul by B. Beal (drawn by M. Kidd-Gilchrist),,48,43
169,2,3:34.0,M. Kidd-Gilchrist makes free throw 1 of 2,,49,43
170,2,3:34.0,M. Kidd-Gilchrist makes free throw 2 of 2,,50,43
171,2,3:22.0,,B. Beal misses 2-pt jump shot from 19 ft,50,43
172,2,3:21.0,Defensive rebound by M. Williams,,50,43
173,2,3:13.0,K. Walker makes 2-pt jump shot from 17 ft,,52,43
174,2,2:59.0,,J. Wall misses 2-pt layup from 1 ft,52,43
175,2,2:59.0,,Offensive rebound by M. Gortat,52,43
176,2,2:56.0,,O. Porter misses 3-pt jump shot from 25 ft,52,43
177,2,2:55.0,Defensive rebound by K. Walker,,52,43
178,2,2:51.0,N. Batum makes 2-pt layup at rim (assist by K. Walker),,54,43
179,2,2:51.0,,Washington full timeout,54,43
180,2,2:38.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by O. Porter),54,46
181,2,2:10.0,K. Walker makes 2-pt jump shot from 16 ft,,56,46
182,2,1:52.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by M. Gortat),56,49
183,2,1:26.0,K. Walker makes 2-pt jump shot from 19 ft (assist by N. Batum),,58,49
184,2,1:13.0,,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),58,51
185,2,0:54.0,Turnover by M. Kidd-Gilchrist (bad pass; steal by J. Wall),,58,51
186,2,0:41.0,,B. Beal misses 2-pt layup from 2 ft,58,51
