,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
390,4,3:37.0,,L. James makes 2-pt jump shot from 13 ft,98,99
391,4,3:26.0,Personal foul by T. Thompson (drawn by D. Cousins),,98,99
392,4,3:17.0,Personal foul by K. Korver (drawn by D. Cousins),,98,99
393,4,3:07.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,98,99
394,4,3:06.0,Offensive rebound by W. Cauley-Stein,,98,99
395,4,3:06.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,98,99
396,4,3:05.0,,Defensive rebound by T. Thompson,98,99
397,4,2:53.0,,K. Love misses 3-pt jump shot from 23 ft,98,99
398,4,2:52.0,Defensive rebound by D. Cousins,,98,99
399,4,2:39.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,100,99
400,4,2:23.0,,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),100,101
401,4,2:07.0,D. Cousins misses 3-pt jump shot from 23 ft,,100,101
402,4,2:07.0,,Defensive rebound by Team,100,101
403,4,2:07.0,,Cleveland full timeout,100,101
404,4,1:57.0,,Personal foul by A. Afflalo (drawn by L. James),100,101
405,4,1:57.0,,L. James makes free throw 1 of 2,100,102
406,4,1:57.0,,L. James makes free throw 2 of 2,100,103
407,4,1:41.0,D. Cousins misses 2-pt hook shot from 7 ft,,100,103
408,4,1:38.0,,Defensive rebound by L. James,100,103
409,4,1:18.0,,L. James misses 2-pt layup from 2 ft (block by W. Cauley-Stein),100,103
410,4,1:16.0,Defensive rebound by W. Cauley-Stein,,100,103
411,4,1:14.0,Personal foul by L. James (drawn by D. Cousins),,100,103
412,4,1:02.0,G. Temple misses 3-pt jump shot from 23 ft,,100,103
413,4,1:02.0,Offensive rebound by Team,,100,103
414,4,0:51.0,A. Afflalo misses 3-pt jump shot from 25 ft,,100,103
415,4,0:49.0,Offensive rebound by Team,,100,103
416,4,0:38.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),,102,103
417,4,0:16.0,,K. Korver misses 3-pt jump shot from 24 ft,102,103
418,4,0:15.0,,Offensive rebound by K. Love,102,103
419,4,0:12.0,,Personal foul by G. Temple (drawn by K. Irving),102,103
420,4,0:12.0,,K. Irving makes free throw 1 of 2,102,104
421,4,0:12.0,,K. Irving misses free throw 2 of 2,102,104
422,4,0:12.0,Defensive rebound by D. Cousins,,102,104
423,4,0:12.0,Sacramento full timeout,,102,104
424,4,0:12.0,,I. Shumpert enters the game for K. Korver,102,104
425,4,0:12.0,T. Lawson enters the game for W. Cauley-Stein,,102,104
426,4,0:12.0,,K. Korver enters the game for K. Love,102,104
427,4,0:03.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,104,104
428,4,0:03.0,,Cleveland full timeout,104,104
429,4,0:03.0,,K. Love enters the game for T. Thompson,104,104
430,4,0:03.0,,C. Frye enters the game for I. Shumpert,104,104
431,4,0:03.0,W. Cauley-Stein enters the game for T. Lawson,,104,104
432,4,0:03.0,,Turnover by L. James (bad pass; steal by D. Cousins),104,104
433,4,0:01.0,D. Cousins misses 3-pt jump shot from 38 ft,,104,104
434,4,0:00.0,Offensive rebound by Team,,104,104
435,1OT,4:43.0,G. Temple misses 2-pt layup from 2 ft,,104,104
436,1OT,4:42.0,Offensive rebound by W. Cauley-Stein,,104,104
437,1OT,4:41.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,104,104
438,1OT,4:40.0,Offensive rebound by W. Cauley-Stein,,104,104
439,1OT,4:40.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,104,104
440,1OT,4:38.0,,Defensive rebound by T. Thompson,104,104
441,1OT,4:26.0,,K. Korver misses 2-pt jump shot from 21 ft,104,104
442,1OT,4:25.0,Defensive rebound by D. Cousins,,104,104
443,1OT,4:08.0,D. Cousins misses 3-pt jump shot from 25 ft,,104,104
444,1OT,4:08.0,,Defensive rebound by L. James,104,104
445,1OT,3:51.0,,K. Irving misses 2-pt jump shot from 13 ft,104,104
446,1OT,3:49.0,Defensive rebound by G. Temple,,104,104
447,1OT,3:39.0,Turnover by D. Collison (bad pass; steal by K. Love),,104,104
448,1OT,3:29.0,,K. Irving makes 2-pt layup at rim (assist by K. Love),104,106
449,1OT,3:07.0,D. Cousins misses 2-pt layup at rim,,104,106
450,1OT,3:06.0,Offensive rebound by D. Cousins,,104,106
451,1OT,3:05.0,D. Cousins makes 2-pt layup from 1 ft,,106,106
452,1OT,2:58.0,,K. Irving makes 2-pt layup from 2 ft (assist by K. Love),106,108
453,1OT,2:37.0,D. Cousins misses 2-pt hook shot from 5 ft,,106,108
454,1OT,2:36.0,,Defensive rebound by K. Love,106,108
455,1OT,2:36.0,,Personal foul by D. Collison (drawn by L. James),106,108
456,1OT,2:30.0,,K. Love makes 3-pt jump shot from 26 ft (assist by T. Thompson),106,111
457,1OT,2:22.0,Sacramento full timeout,,106,111
458,1OT,2:22.0,M. Barnes enters the game for W. Cauley-Stein,,106,111
459,1OT,2:11.0,D. Cousins makes 2-pt layup from 1 ft (assist by A. Afflalo),,108,111
460,1OT,1:46.0,,L. James misses 2-pt layup from 2 ft,108,111
461,1OT,1:45.0,Defensive rebound by G. Temple,,108,111
462,1OT,1:31.0,D. Cousins misses 2-pt layup from 2 ft (block by T. Thompson),,108,111
463,1OT,1:31.0,,Defensive rebound by K. Love,108,111
464,1OT,1:31.0,,Personal foul by M. Barnes (drawn by L. James),108,111
465,1OT,1:13.0,,K. Irving misses 3-pt jump shot from 24 ft,108,111
466,1OT,1:12.0,,Offensive rebound by K. Love,108,111
467,1OT,1:09.0,,K. Love misses 2-pt layup from 2 ft (block by D. Cousins),108,111
468,1OT,1:08.0,Defensive rebound by G. Temple,,108,111
469,1OT,0:57.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,110,111
470,1OT,0:41.0,,Turnover by L. James (bad pass; steal by G. Temple),110,111
471,1OT,0:35.0,D. Collison makes 2-pt layup from 1 ft (assist by M. Barnes),,112,111
472,1OT,0:35.0,,Cleveland full timeout,112,111
473,1OT,0:35.0,,C. Frye enters the game for T. Thompson,112,111
474,1OT,0:32.0,,Personal foul by D. Cousins (drawn by K. Love),112,111
475,1OT,0:32.0,,K. Love makes free throw 1 of 2,112,112
476,1OT,0:32.0,,K. Love misses free throw 2 of 2,112,112
477,1OT,0:32.0,K. Koufos enters the game for M. Barnes,,112,112
478,1OT,0:32.0,,T. Thompson enters the game for C. Frye,112,112
479,1OT,0:31.0,Defensive rebound by D. Cousins,,112,112
480,1OT,0:31.0,Sacramento full timeout,,112,112
481,1OT,0:31.0,,I. Shumpert enters the game for K. Korver,112,112
482,1OT,0:31.0,M. Barnes enters the game for K. Koufos,,112,112
483,1OT,0:31.0,,K. Korver enters the game for K. Love,112,112
484,1OT,0:17.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by D. Cousins),,115,112
485,1OT,0:17.0,,Cleveland full timeout,115,112
486,1OT,0:17.0,,K. Love enters the game for T. Thompson,115,112
487,1OT,0:17.0,,C. Frye enters the game for I. Shumpert,115,112
488,1OT,0:11.0,,L. James misses 3-pt jump shot from 34 ft,115,112
489,1OT,0:09.0,,Offensive rebound by K. Love,115,112
490,1OT,0:09.0,,K. Love misses 2-pt layup at rim,115,112
491,1OT,0:07.0,,Offensive rebound by L. James,115,112
492,1OT,0:07.0,,Turnover by K. Korver (bad pass; steal by M. Barnes),115,112
493,1OT,0:07.0,Personal foul by K. Korver (drawn by M. Barnes),,115,112
494,1OT,0:07.0,,T. Thompson enters the game for C. Frye,115,112
495,1OT,0:05.0,Personal foul by T. Thompson (drawn by D. Cousins),,115,112
496,1OT,0:05.0,D. Cousins misses free throw 1 of 2,,115,112
497,1OT,0:05.0,Offensive rebound by Team,,115,112
498,1OT,0:05.0,D. Cousins makes free throw 2 of 2,,116,112
499,1OT,0:05.0,,Cleveland full timeout,116,112
500,1OT,0:05.0,,I. Shumpert enters the game for T. Thompson,116,112
501,1OT,0:01.0,,K. Irving misses 3-pt jump shot from 24 ft,116,112
502,1OT,0:01.0,Defensive rebound by D. Cousins,,116,112
