,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
389,4,8:47.0,,Shooting foul by G. Dragić (drawn by M. Speights),70,89
390,4,8:47.0,Official timeout,,70,89
391,4,8:47.0,,M. Speights makes free throw 1 of 2,70,90
392,4,8:47.0,,M. Speights makes free throw 2 of 2,70,91
393,4,8:33.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by G. Dragić),,72,91
394,4,8:08.0,,R. Felton misses 3-pt jump shot from 26 ft,72,91
395,4,8:08.0,Defensive rebound by Team,,72,91
396,4,8:08.0,,Loose ball foul by M. Speights (drawn by H. Whiteside),72,91
397,4,7:46.0,W. Ellington misses 3-pt jump shot from 28 ft,,72,91
398,4,7:44.0,,Defensive rebound by R. Felton,72,91
399,4,7:41.0,,Shooting foul by D. Williams (drawn by M. Speights),72,91
400,4,7:41.0,,M. Speights makes free throw 1 of 2,72,92
401,4,7:41.0,,M. Speights makes free throw 2 of 2,72,93
402,4,7:25.0,D. Williams misses 3-pt jump shot from 23 ft,,72,93
403,4,7:24.0,,Defensive rebound by J. Redick,72,93
404,4,7:09.0,,M. Speights makes 3-pt jump shot from 24 ft (assist by J. Redick),72,96
405,4,6:55.0,Turnover by G. Dragić (bad pass),,72,96
406,4,6:55.0,,W. Johnson enters the game for R. Felton,72,96
407,4,6:55.0,T. Johnson enters the game for W. Ellington,,72,96
408,4,6:42.0,,J. Redick misses 2-pt jump shot from 5 ft,72,96
409,4,6:40.0,,Offensive rebound by B. Bass,72,96
410,4,6:34.0,,Turnover by B. Bass (bad pass; steal by D. Williams),72,96
411,4,6:28.0,G. Dragić makes 2-pt layup from 2 ft (assist by T. Johnson),,74,96
412,4,6:11.0,,J. Crawford misses 3-pt jump shot from 26 ft,74,96
413,4,6:09.0,Defensive rebound by H. Whiteside,,74,96
414,4,5:57.0,G. Dragić misses 3-pt jump shot from 26 ft,,74,96
415,4,5:53.0,,Defensive rebound by B. Bass,74,96
416,4,5:40.0,,M. Speights misses 3-pt jump shot from 24 ft,74,96
417,4,5:39.0,Defensive rebound by G. Dragić,,74,96
418,4,5:24.0,,LA Clippers full timeout,74,96
419,4,5:18.0,Personal foul by M. Speights (drawn by T. Johnson),,74,96
420,4,5:18.0,,D. Jordan enters the game for M. Speights,74,96
421,4,5:07.0,D. Williams misses 2-pt jump shot from 19 ft,,74,96
422,4,5:06.0,,Defensive rebound by W. Johnson,74,96
423,4,4:56.0,,Turnover by J. Redick (lost ball),74,96
424,4,4:56.0,,R. Felton enters the game for J. Redick,74,96
425,4,4:38.0,H. Whiteside makes 2-pt hook shot at rim (assist by D. Williams),,76,96
426,4,4:17.0,Violation by D. Williams (kicked ball),,76,96
427,4,4:07.0,,Personal foul by D. Williams (drawn by B. Bass),76,96
428,4,3:57.0,,J. Crawford misses 3-pt jump shot from 27 ft,76,96
429,4,3:56.0,Defensive rebound by T. Johnson,,76,96
430,4,3:47.0,T. Johnson misses 2-pt jump shot from 7 ft,,76,96
431,4,3:45.0,Offensive rebound by H. Whiteside,,76,96
432,4,3:44.0,H. Whiteside makes 2-pt jump shot from 4 ft,,78,96
433,4,3:23.0,,R. Felton misses 3-pt jump shot from 28 ft,78,96
434,4,3:22.0,Defensive rebound by H. Whiteside,,78,96
435,4,3:12.0,G. Dragić makes 2-pt jump shot from 16 ft,,80,96
436,4,2:49.0,,W. Johnson misses 3-pt jump shot from 25 ft,80,96
437,4,2:49.0,Defensive rebound by Team,,80,96
438,4,2:49.0,,Loose ball foul by D. Jordan (drawn by H. Whiteside),80,96
439,4,2:49.0,Miami full timeout,,80,96
440,4,2:31.0,D. Williams makes 2-pt jump shot from 16 ft,,82,96
441,4,2:11.0,,Shooting foul by D. Williams (drawn by B. Bass),82,96
442,4,2:11.0,,B. Bass makes free throw 1 of 2,82,97
443,4,2:11.0,,B. Bass makes free throw 2 of 2,82,98
444,4,1:59.0,T. Johnson makes 2-pt dunk at rim (assist by D. Williams),,84,98
445,4,1:43.0,,J. Crawford misses 2-pt jump shot from 10 ft,84,98
446,4,1:40.0,Defensive rebound by T. Johnson,,84,98
447,4,1:30.0,R. McGruder misses 3-pt jump shot from 24 ft,,84,98
448,4,1:29.0,,Defensive rebound by W. Johnson,84,98
449,4,1:08.0,,R. Felton misses 2-pt jump shot from 12 ft,84,98
450,4,1:05.0,Defensive rebound by H. Whiteside,,84,98
451,4,0:58.0,G. Dragić makes 2-pt jump shot from 11 ft,,86,98
452,4,0:36.0,,R. Felton misses 2-pt layup from 3 ft,86,98
453,4,0:33.0,Defensive rebound by D. Williams,,86,98
454,4,0:25.0,G. Dragić misses 3-pt jump shot from 27 ft,,86,98
455,4,0:21.0,,Defensive rebound by D. Jordan,86,98
