,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHOENIX_ACTION,OKLAHOMA CITY_SCORE,PHOENIX_SCORE
122,2,11:30.0,Defensive rebound by E. Freedom,,28,23
123,2,11:25.0,Turnover by T. Gibson (offensive foul),,28,23
124,2,11:25.0,Offensive foul by T. Gibson (drawn by J. Dudley),,28,23
125,2,11:05.0,,J. Dudley makes 2-pt jump shot from 22 ft (assist by D. Jones),28,25
126,2,10:48.0,J. Grant misses 2-pt jump shot from 7 ft (block by A. Williams),,28,25
127,2,10:47.0,Offensive rebound by J. Grant,,28,25
128,2,10:40.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Grant),,30,25
129,2,10:21.0,,T. Ulis makes 2-pt jump shot from 13 ft,30,27
130,2,10:04.0,N. Cole misses 2-pt jump shot from 9 ft (block by J. Dudley),,30,27
131,2,10:03.0,,Defensive rebound by Team,30,27
132,2,10:03.0,Á. Abrines enters the game for T. Gibson,,30,27
133,2,9:55.0,,Offensive foul by A. Williams (drawn by Á. Abrines),30,27
134,2,9:55.0,,Turnover by A. Williams (offensive foul),30,27
135,2,9:34.0,E. Freedom makes 2-pt jump shot from 5 ft (assist by J. Grant),,32,27
136,2,9:21.0,,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),32,29
137,2,9:12.0,N. Cole misses 2-pt layup from 2 ft,,32,29
138,2,9:09.0,,Defensive rebound by T. Ulis,32,29
139,2,9:02.0,,T. Ulis misses 2-pt jump shot from 20 ft,32,29
140,2,9:00.0,,Offensive rebound by A. Williams,32,29
141,2,8:58.0,,A. Williams misses 2-pt layup from 1 ft,32,29
142,2,8:56.0,,Offensive rebound by A. Williams,32,29
143,2,8:56.0,,A. Williams misses 2-pt layup from 2 ft,32,29
144,2,8:54.0,Defensive rebound by N. Cole,,32,29
145,2,8:48.0,J. Grant misses 2-pt jump shot from 18 ft,,32,29
146,2,8:45.0,,Defensive rebound by A. Williams,32,29
147,2,8:31.0,,L. Barbosa makes 2-pt jump shot from 22 ft,32,31
148,2,8:25.0,Oklahoma City full timeout,,32,31
149,2,8:25.0,R. Westbrook enters the game for N. Cole,,32,31
150,2,8:23.0,Personal foul by D. Jones (drawn by R. Westbrook),,32,31
151,2,8:13.0,J. Grant misses 3-pt jump shot from 26 ft,,32,31
152,2,8:11.0,,Defensive rebound by J. Dudley,32,31
153,2,7:51.0,,A. Williams makes 2-pt layup from 1 ft (assist by T. Ulis),32,33
154,2,7:40.0,R. Westbrook makes 2-pt layup from 2 ft,,34,33
155,2,7:26.0,,L. Barbosa misses 3-pt jump shot from 24 ft,34,33
156,2,7:24.0,Defensive rebound by R. Westbrook,,34,33
157,2,7:16.0,J. Grant misses 3-pt jump shot from 25 ft,,34,33
158,2,7:15.0,Offensive rebound by E. Freedom,,34,33
159,2,7:14.0,Shooting foul by A. Williams (drawn by E. Freedom),,34,33
160,2,7:14.0,E. Freedom makes free throw 1 of 2,,35,33
161,2,7:14.0,,M. Chriss enters the game for A. Williams,35,33
162,2,7:14.0,E. Freedom makes free throw 2 of 2,,36,33
163,2,6:57.0,,M. Chriss makes 2-pt jump shot from 5 ft (assist by J. Dudley),36,35
164,2,6:43.0,Offensive foul by R. Westbrook (drawn by D. Jones),,36,35
165,2,6:43.0,Turnover by R. Westbrook (offensive foul),,36,35
166,2,6:34.0,Offensive charge foul by T. Ulis (drawn by Á. Abrines),,36,35
167,2,6:34.0,,Turnover by T. Ulis (offensive foul),36,35
168,2,6:34.0,,Technical foul by D. Jones,36,35
169,2,6:34.0,Technical foul by R. Westbrook,,36,35
170,2,6:14.0,D. McDermott misses 3-pt jump shot from 26 ft,,36,35
171,2,6:12.0,,Defensive rebound by T. Ulis,36,35
172,2,6:08.0,,M. Chriss makes 2-pt layup from 2 ft (assist by T. Ulis),36,37
173,2,6:07.0,Oklahoma City full timeout,,36,37
174,2,5:59.0,E. Freedom misses 2-pt jump shot from 16 ft,,36,37
175,2,5:57.0,,Defensive rebound by L. Barbosa,36,37
176,2,5:41.0,,T. Ulis makes 2-pt layup from 2 ft,36,39
177,2,5:33.0,Offensive foul by J. Grant (drawn by D. Jones),,36,39
178,2,5:33.0,Turnover by J. Grant (offensive foul),,36,39
179,2,5:33.0,Official timeout,,36,39
180,2,5:33.0,Technical foul by Team,,36,39
181,2,5:33.0,T. Gibson enters the game for E. Freedom,,36,39
182,2,5:33.0,S. Adams enters the game for J. Grant,,36,39
183,2,5:33.0,,L. Barbosa makes technical free throw,36,40
184,2,5:25.0,,L. Barbosa misses 2-pt jump shot from 4 ft,36,40
185,2,5:22.0,,Offensive rebound by D. Jones,36,40
186,2,5:22.0,,D. Jones makes 2-pt dunk at rim,36,42
187,2,5:10.0,R. Westbrook misses 2-pt jump shot from 6 ft (block by M. Chriss),,36,42
188,2,5:09.0,Offensive rebound by Team,,36,42
189,2,5:04.0,R. Westbrook misses 3-pt jump shot from 26 ft,,36,42
190,2,5:03.0,Offensive rebound by T. Gibson,,36,42
191,2,5:03.0,Personal foul by T. Ulis (drawn by T. Gibson),,36,42
192,2,4:56.0,Personal foul by J. Dudley (drawn by R. Westbrook),,36,42
193,2,4:45.0,T. Gibson makes 2-pt dunk at rim (assist by S. Adams),,38,42
194,2,4:33.0,,T. Ulis makes 2-pt layup from 2 ft,38,44
195,2,4:24.0,Personal foul by D. Jones (drawn by R. Westbrook),,38,44
196,2,4:24.0,R. Westbrook makes free throw 1 of 2,,39,44
197,2,4:24.0,A. Roberson enters the game for D. McDermott,,39,44
198,2,4:24.0,,D. Booker enters the game for L. Barbosa,39,44
199,2,4:24.0,R. Westbrook makes free throw 2 of 2,,40,44
200,2,4:11.0,,Turnover by T. Ulis (bad pass; steal by Á. Abrines),40,44
201,2,4:07.0,Turnover by A. Roberson (bad pass; steal by M. Chriss),,40,44
202,2,4:05.0,,D. Jones makes 2-pt layup from 1 ft (assist by J. Dudley),40,46
203,2,3:55.0,Shooting foul by D. Jones (drawn by R. Westbrook),,40,46
204,2,3:55.0,R. Westbrook makes free throw 1 of 3,,41,46
205,2,3:55.0,R. Westbrook makes free throw 2 of 3,,42,46
206,2,3:55.0,,E. Bledsoe enters the game for D. Jones,42,46
207,2,3:55.0,R. Westbrook makes free throw 3 of 3,,43,46
208,2,3:43.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by T. Ulis),43,48
209,2,3:29.0,A. Roberson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,46,48
210,2,3:08.0,,J. Dudley makes 2-pt jump shot from 17 ft,46,50
211,2,3:02.0,Offensive foul by S. Adams (drawn by E. Bledsoe),,46,50
212,2,3:02.0,Turnover by S. Adams (offensive foul),,46,50
213,2,2:38.0,,D. Booker misses 3-pt jump shot from 25 ft,46,50
214,2,2:36.0,Defensive rebound by T. Gibson,,46,50
215,2,2:26.0,Turnover by T. Gibson (lost ball; steal by T. Ulis),,46,50
216,2,2:24.0,,Phoenix full timeout,46,50
217,2,2:24.0,,T. Warren enters the game for J. Dudley,46,50
218,2,2:24.0,,Turnover by T. Ulis (lost ball; steal by T. Gibson),46,50
219,2,2:17.0,Shooting foul by E. Bledsoe (drawn by S. Adams),,46,50
220,2,2:17.0,S. Adams misses free throw 1 of 2,,46,50
221,2,2:17.0,Offensive rebound by Team,,46,50
222,2,2:17.0,S. Adams makes free throw 2 of 2,,47,50
223,2,1:59.0,,T. Ulis makes 2-pt jump shot from 18 ft,47,52
224,2,1:43.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,50,52
225,2,1:33.0,,Personal foul by Á. Abrines (drawn by E. Bledsoe),50,52
226,2,1:33.0,,A. Len enters the game for T. Ulis,50,52
227,2,1:33.0,E. Freedom enters the game for T. Gibson,,50,52
228,2,1:20.0,,A. Len makes 2-pt jump shot from 15 ft (assist by T. Warren),50,54
229,2,1:13.0,Turnover by R. Westbrook (lost ball; steal by M. Chriss),,50,54
230,2,1:09.0,,T. Warren makes 2-pt layup from 2 ft (assist by M. Chriss),50,56
231,2,0:56.0,Á. Abrines misses 3-pt jump shot from 26 ft,,50,56
232,2,0:49.0,,Defensive rebound by D. Booker,50,56
233,2,0:37.0,,E. Bledsoe makes 2-pt layup from 1 ft,50,58
234,2,0:31.0,R. Westbrook makes 2-pt layup from 2 ft,,52,58
235,2,0:08.0,,M. Chriss misses 2-pt dunk at rim,52,58
236,2,0:07.0,Defensive rebound by R. Westbrook,,52,58
237,2,0:02.0,R. Westbrook makes 3-pt jump shot from 25 ft,,55,58
238,3,11:42.0,Violation by D. Sabonis (kicked ball),,55,58
239,3,11:37.0,,T. Warren makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),55,60
240,3,11:25.0,Á. Abrines misses 3-pt jump shot from 24 ft,,55,60
241,3,11:23.0,,Defensive rebound by M. Chriss,55,60
242,3,11:11.0,,A. Len misses 2-pt jump shot from 17 ft,55,60
243,3,11:08.0,,Offensive rebound by T. Warren,55,60
244,3,11:06.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Warren),55,63
245,3,10:52.0,Personal foul by M. Chriss (drawn by Á. Abrines),,55,63
246,3,10:38.0,R. Westbrook misses 3-pt jump shot from 30 ft,,55,63
247,3,10:36.0,,Defensive rebound by Team,55,63
248,3,10:30.0,,Personal block foul by Á. Abrines,55,63
249,3,10:30.0,D. McDermott enters the game for Á. Abrines,,55,63
250,3,10:25.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),55,65
251,3,10:05.0,Personal foul by A. Len (drawn by A. Roberson),,55,65
252,3,9:59.0,D. McDermott misses 2-pt jump shot from 14 ft,,55,65
253,3,9:58.0,Offensive rebound by D. Sabonis,,55,65
254,3,9:58.0,Shooting foul by A. Len (drawn by D. Sabonis),,55,65
255,3,9:58.0,D. Sabonis makes free throw 1 of 2,,56,65
256,3,9:58.0,D. Sabonis misses free throw 2 of 2,,56,65
257,3,9:57.0,,Defensive rebound by M. Chriss,56,65
258,3,9:41.0,,Shooting foul by D. McDermott (drawn by A. Len),56,65
259,3,9:41.0,,A. Len makes free throw 1 of 2,56,66
260,3,9:41.0,,A. Len makes free throw 2 of 2,56,67
261,3,9:31.0,R. Westbrook misses 2-pt jump shot from 17 ft,,56,67
262,3,9:30.0,,Defensive rebound by D. Booker,56,67
263,3,9:20.0,,Personal foul by A. Roberson (drawn by D. Booker),56,67
264,3,9:16.0,,T. Warren misses 2-pt jump shot from 16 ft,56,67
265,3,9:13.0,Defensive rebound by S. Adams,,56,67
266,3,9:08.0,D. Sabonis makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,59,67
267,3,8:48.0,,Turnover by D. Booker (bad pass; steal by R. Westbrook),59,67
268,3,8:43.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,67
269,3,8:19.0,,M. Chriss misses 3-pt jump shot from 23 ft,61,67
270,3,8:17.0,Defensive rebound by R. Westbrook,,61,67
271,3,8:11.0,Shooting foul by D. Booker (drawn by S. Adams),,61,67
272,3,8:11.0,S. Adams makes free throw 1 of 2,,62,67
273,3,8:11.0,S. Adams misses free throw 2 of 2,,62,67
274,3,8:10.0,,Defensive rebound by T. Warren,62,67
275,3,7:51.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,62,67
276,3,7:49.0,Defensive rebound by S. Adams,,62,67
277,3,7:45.0,R. Westbrook misses 3-pt jump shot from 25 ft,,62,67
278,3,7:41.0,,Defensive rebound by T. Warren,62,67
279,3,7:31.0,,D. Booker makes 2-pt layup from 1 ft,62,69
280,3,7:14.0,D. McDermott misses 3-pt jump shot from 25 ft,,62,69
281,3,7:14.0,Offensive rebound by S. Adams,,62,69
282,3,7:14.0,Personal foul by A. Len (drawn by S. Adams),,62,69
283,3,7:14.0,S. Adams misses free throw 1 of 2,,62,69
284,3,7:14.0,Offensive rebound by Team,,62,69
285,3,7:14.0,,A. Williams enters the game for A. Len,62,69
286,3,7:14.0,S. Adams makes free throw 2 of 2,,63,69
287,3,6:51.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by D. Booker),63,71
288,3,6:36.0,Turnover by R. Westbrook (bad pass; steal by E. Bledsoe),,63,71
289,3,6:30.0,,D. Booker makes 2-pt jump shot from 23 ft (assist by E. Bledsoe),63,73
290,3,6:30.0,Oklahoma City full timeout,,63,73
291,3,6:30.0,E. Freedom enters the game for S. Adams,,63,73
292,3,6:13.0,Turnover by E. Freedom (bad pass; steal by E. Bledsoe),,63,73
293,3,6:04.0,S. Adams enters the game for D. Sabonis,,63,73
294,3,5:58.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,63,75
295,3,5:41.0,A. Roberson misses 3-pt jump shot from 25 ft,,63,75
296,3,5:38.0,,Defensive rebound by E. Bledsoe,63,75
297,3,5:38.0,,Personal foul by S. Adams (drawn by E. Bledsoe),63,75
298,3,5:33.0,,Shooting foul by R. Westbrook (drawn by E. Bledsoe),63,75
299,3,5:33.0,,E. Bledsoe makes free throw 1 of 3,63,76
300,3,5:33.0,,E. Bledsoe makes free throw 2 of 3,63,77
301,3,5:33.0,,E. Bledsoe misses free throw 3 of 3,63,77
302,3,5:33.0,Á. Abrines enters the game for A. Roberson,,63,77
303,3,5:32.0,Defensive rebound by R. Westbrook,,63,77
304,3,5:24.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,65,77
305,3,5:08.0,,Turnover by D. Booker (bad pass),65,77
306,3,4:58.0,Á. Abrines makes 2-pt jump shot from 6 ft,,67,77
307,3,4:40.0,,D. Booker misses 2-pt jump shot from 14 ft,67,77
308,3,4:37.0,Defensive rebound by S. Adams,,67,77
309,3,4:30.0,D. McDermott misses 3-pt jump shot from 25 ft,,67,77
310,3,4:28.0,Offensive rebound by S. Adams,,67,77
311,3,4:28.0,S. Adams makes 2-pt dunk at rim,,69,77
312,3,4:28.0,,Phoenix full timeout,69,77
313,3,4:15.0,,M. Chriss misses 3-pt jump shot from 23 ft,69,77
314,3,4:13.0,,Offensive rebound by A. Williams,69,77
315,3,4:10.0,,T. Warren makes 2-pt jump shot from 17 ft (assist by A. Williams),69,79
316,3,3:57.0,Personal foul by T. Warren,,69,79
317,3,3:57.0,D. McDermott makes free throw 1 of 2,,70,79
318,3,3:57.0,D. McDermott makes free throw 2 of 2,,71,79
319,3,3:37.0,,M. Chriss misses 2-pt jump shot from 14 ft (block by S. Adams),71,79
320,3,3:34.0,Defensive rebound by E. Freedom,,71,79
321,3,3:29.0,R. Westbrook makes 3-pt jump shot from 26 ft,,74,79
322,3,3:13.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,74,79
323,3,3:10.0,Defensive rebound by Á. Abrines,,74,79
324,3,2:58.0,S. Adams misses 2-pt hook shot from 8 ft,,74,79
325,3,2:55.0,,Defensive rebound by D. Booker,74,79
326,3,2:45.0,,A. Williams misses 2-pt hook shot from 9 ft,74,79
327,3,2:42.0,Defensive rebound by R. Westbrook,,74,79
328,3,2:29.0,R. Westbrook makes 2-pt layup from 1 ft,,76,79
329,3,2:14.0,,Personal block foul by Á. Abrines (drawn by D. Booker),76,79
330,3,2:14.0,,D. Booker makes free throw 1 of 2,76,80
331,3,2:14.0,,J. Dudley enters the game for M. Chriss,76,80
332,3,2:14.0,,T. Ulis enters the game for E. Bledsoe,76,80
333,3,2:14.0,,D. Booker makes free throw 2 of 2,76,81
334,3,2:01.0,E. Freedom misses 2-pt layup from 2 ft (block by A. Williams),,76,81
335,3,2:00.0,Offensive rebound by E. Freedom,,76,81
336,3,1:54.0,E. Freedom misses 2-pt layup at rim,,76,81
337,3,1:53.0,,Defensive rebound by J. Dudley,76,81
338,3,1:40.0,,Turnover by T. Ulis (bad pass),76,81
339,3,1:40.0,E. Freedom misses 3-pt jump shot from 24 ft,,76,81
340,3,1:39.0,,Defensive rebound by D. Booker,76,81
341,3,1:33.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),76,83
342,3,1:33.0,,Shooting foul by S. Adams (drawn by T. Warren),76,83
343,3,1:33.0,,T. Warren misses free throw 1 of 1,76,83
344,3,1:32.0,Defensive rebound by S. Adams,,76,83
345,3,1:19.0,R. Westbrook misses 3-pt jump shot from 24 ft,,76,83
346,3,1:17.0,,Defensive rebound by T. Warren,76,83
347,3,1:11.0,,T. Ulis misses 2-pt jump shot from 17 ft,76,83
348,3,1:08.0,Defensive rebound by S. Adams,,76,83
349,3,0:59.0,Á. Abrines misses 3-pt jump shot from 25 ft,,76,83
350,3,0:58.0,,Defensive rebound by T. Warren,76,83
351,3,0:58.0,Loose ball foul by S. Adams,,76,83
352,3,0:58.0,,T. Warren misses free throw 1 of 2,76,83
353,3,0:58.0,,Offensive rebound by Team,76,83
354,3,0:58.0,,T. Warren makes free throw 2 of 2,76,84
355,3,0:37.0,D. McDermott misses 3-pt jump shot from 24 ft,,76,84
356,3,0:33.0,Offensive rebound by S. Adams,,76,84
357,3,0:26.0,R. Westbrook makes 3-pt jump shot from 25 ft,,79,84
358,3,0:05.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Booker),79,87
359,3,0:00.0,Á. Abrines misses 3-pt jump shot from 40 ft,,79,87
360,3,0:00.0,Offensive rebound by Team,,79,87
361,4,11:52.0,Offensive foul by N. Cole (drawn by T. Ulis),,79,87
362,4,11:52.0,Turnover by N. Cole (offensive foul),,79,87
363,4,11:32.0,,L. Barbosa makes 2-pt layup from 1 ft,79,89
364,4,11:19.0,N. Cole misses 2-pt jump shot from 6 ft,,79,89
365,4,11:17.0,,Defensive rebound by T. Ulis,79,89
366,4,11:10.0,,A. Williams misses 2-pt jump shot from 4 ft,79,89
367,4,11:09.0,Defensive rebound by T. Gibson,,79,89
368,4,11:09.0,Oklahoma City full timeout,,79,89
369,4,11:09.0,E. Freedom enters the game for S. Adams,,79,89
370,4,10:52.0,D. McDermott makes 2-pt layup from 2 ft (assist by E. Freedom),,81,89
371,4,10:41.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by T. Ulis),81,91
372,4,10:23.0,D. McDermott makes 2-pt layup from 1 ft,,83,91
373,4,10:16.0,,A. Williams makes 2-pt layup from 1 ft (assist by L. Barbosa),83,93
374,4,10:00.0,Turnover by N. Cole (bad pass; steal by T. Ulis),,83,93
375,4,9:37.0,,T. Ulis makes 2-pt jump shot from 9 ft,83,95
376,4,9:13.0,E. Freedom misses 2-pt jump shot from 3 ft,,83,95
377,4,9:13.0,Offensive rebound by Team,,83,95
378,4,9:13.0,,Loose ball foul by J. Dudley (drawn by T. Gibson),83,95
379,4,9:05.0,N. Cole misses 2-pt jump shot from 20 ft,,83,95
380,4,9:03.0,,Defensive rebound by A. Williams,83,95
381,4,8:49.0,,D. Jones makes 2-pt layup at rim (assist by T. Ulis),83,97
382,4,8:33.0,R. Westbrook enters the game for T. Gibson,,83,97
383,4,8:33.0,A. Roberson enters the game for N. Cole,,83,97
384,4,8:24.0,Shooting foul by J. Dudley (drawn by R. Westbrook),,83,97
