,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
393,4,3:40.0,Defensive rebound by T. Evans,,91,96
394,4,3:29.0,T. Evans misses 2-pt jump shot from 3 ft,,91,96
395,4,3:29.0,Offensive rebound by Team,,91,96
396,4,3:29.0,,Loose ball foul by M. Morris (drawn by A. Davis),91,96
397,4,3:29.0,T. Jones enters the game for D. Cunningham,,91,96
398,4,3:22.0,A. Davis misses 2-pt jump shot from 17 ft,,91,96
399,4,3:21.0,,Defensive rebound by B. Beal,91,96
400,4,3:11.0,,Offensive foul by M. Morris (drawn by J. Holiday),91,96
401,4,3:11.0,,Turnover by M. Morris (offensive foul),91,96
402,4,2:55.0,Turnover by J. Holiday (lost ball; steal by J. Wall),,91,96
403,4,2:49.0,,J. Wall makes 2-pt layup from 1 ft,91,98
404,4,2:48.0,New Orleans full timeout,,91,98
405,4,2:33.0,J. Holiday misses 2-pt jump shot from 9 ft,,91,98
406,4,2:30.0,,Defensive rebound by B. Beal,91,98
407,4,2:15.0,,Personal foul by E. Moore (drawn by B. Beal),91,98
408,4,2:12.0,,B. Beal makes 2-pt layup from 3 ft (assist by J. Wall),91,100
409,4,1:58.0,T. Evans misses 3-pt jump shot from 30 ft,,91,100
410,4,1:57.0,,Defensive rebound by M. Gortat,91,100
411,4,1:41.0,,J. Wall misses 3-pt jump shot from 27 ft,91,100
412,4,1:40.0,Defensive rebound by T. Evans,,91,100
413,4,1:37.0,Turnover by T. Evans (bad pass),,91,100
414,4,1:15.0,,J. Wall makes 2-pt jump shot from 21 ft,91,102
415,4,1:09.0,Turnover by J. Holiday (lost ball; steal by J. Wall),,91,102
416,4,1:09.0,,Washington full timeout,91,102
417,4,0:48.0,,J. Wall misses 2-pt jump shot from 19 ft,91,102
418,4,0:47.0,,Offensive rebound by Team,91,102
419,4,0:47.0,,J. Wall misses 3-pt jump shot from 19 ft,91,102
420,4,0:47.0,,Offensive rebound by Team,91,102
421,4,0:47.0,,Turnover by Team (shot clock),91,102
422,4,0:36.0,T. Jones misses 3-pt jump shot from 30 ft,,91,102
423,4,0:36.0,,Defensive rebound by O. Porter,91,102
424,4,0:15.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),91,105
