,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
0,1,11:43.0,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),,2,0
1,1,11:28.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),2,2
2,1,11:15.0,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Young),,5,2
3,1,10:56.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,5,4
4,1,10:34.0,P. George misses 2-pt layup from 2 ft,,5,4
5,1,10:32.0,,Defensive rebound by M. Williams,5,4
6,1,10:21.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),5,7
7,1,10:12.0,,Offensive charge foul by P. George (drawn by K. Walker),5,7
8,1,10:12.0,Turnover by P. George (offensive foul),,5,7
9,1,9:59.0,,Shooting foul by T. Young (drawn by M. Kidd-Gilchrist),5,7
10,1,9:59.0,,M. Kidd-Gilchrist makes free throw 1 of 2,5,8
11,1,9:59.0,,M. Kidd-Gilchrist makes free throw 2 of 2,5,9
12,1,9:43.0,Turnover by M. Ellis (lost ball; steal by N. Batum),,5,9
13,1,9:36.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),5,11
14,1,9:19.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by P. George),,8,11
15,1,9:06.0,,M. Williams misses 2-pt layup from 1 ft (block by M. Turner),8,11
16,1,9:06.0,,Offensive rebound by Team,8,11
17,1,9:00.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),8,13
18,1,8:51.0,Turnover by J. Teague (lost ball; steal by N. Batum),,8,13
19,1,8:42.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),8,16
20,1,8:29.0,M. Turner makes 2-pt jump shot from 17 ft (assist by P. George),,10,16
21,1,8:16.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),10,18
22,1,8:05.0,Turnover by M. Ellis (bad pass; steal by M. Kidd-Gilchrist),,10,18
23,1,8:05.0,,Clear path foul by M. Ellis,10,18
24,1,8:05.0,,M. Kidd-Gilchrist makes clear path free throw 1 of 2,10,19
25,1,8:05.0,,M. Kidd-Gilchrist makes clear path free throw 2 of 2,10,20
26,1,7:55.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),10,22
27,1,7:38.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by J. Teague),,12,22
28,1,7:26.0,,K. Walker misses 2-pt layup from 1 ft (block by M. Turner),12,22
29,1,7:26.0,,Offensive rebound by Team,12,22
30,1,7:19.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),12,25
31,1,7:01.0,T. Young misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,12,25
32,1,7:00.0,,Defensive rebound by N. Batum,12,25
33,1,6:51.0,,M. Williams makes 2-pt jump shot from 8 ft,12,27
34,1,6:47.0,Indiana full timeout,,12,27
35,1,6:37.0,P. George misses 3-pt jump shot from 24 ft,,12,27
36,1,6:36.0,,Defensive rebound by N. Batum,12,27
37,1,6:30.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),12,29
38,1,6:30.0,,Shooting foul by M. Ellis (drawn by C. Zeller),12,29
39,1,6:30.0,C. Miles enters the game for M. Ellis,,12,29
40,1,6:30.0,,C. Zeller makes free throw 1 of 1,12,30
41,1,6:10.0,Shooting foul by C. Zeller (drawn by J. Teague),,12,30
42,1,6:10.0,J. Teague makes free throw 1 of 2,,13,30
43,1,6:10.0,J. Teague makes free throw 2 of 2,,14,30
44,1,5:48.0,,M. Williams misses 2-pt jump shot from 16 ft,14,30
45,1,5:47.0,Defensive rebound by M. Turner,,14,30
46,1,5:24.0,M. Turner misses 3-pt jump shot from 28 ft,,14,30
47,1,5:22.0,,Defensive rebound by M. Williams,14,30
48,1,5:10.0,,C. Zeller misses 2-pt jump shot from 21 ft,14,30
49,1,5:09.0,Defensive rebound by T. Young,,14,30
50,1,4:57.0,J. Teague misses 2-pt layup at rim,,14,30
51,1,4:55.0,,Defensive rebound by N. Batum,14,30
52,1,4:54.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),14,32
53,1,4:54.0,,Shooting foul by T. Young (drawn by M. Kidd-Gilchrist),14,32
54,1,4:54.0,A. Jefferson enters the game for T. Young,,14,32
55,1,4:54.0,L. Allen enters the game for M. Turner,,14,32
56,1,4:54.0,,F. Kaminsky enters the game for M. Williams,14,32
57,1,4:54.0,,M. Kidd-Gilchrist makes free throw 1 of 1,14,33
58,1,4:45.0,C. Miles misses 3-pt jump shot from 25 ft,,14,33
59,1,4:43.0,Offensive rebound by L. Allen,,14,33
60,1,4:38.0,C. Miles makes 2-pt layup at rim (assist by A. Jefferson),,16,33
61,1,4:25.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by K. Walker),16,35
62,1,4:15.0,Personal foul by M. Kidd-Gilchrist (drawn by J. Teague),,16,35
63,1,4:15.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,16,35
64,1,4:09.0,P. George makes 2-pt jump shot from 20 ft (assist by J. Teague),,18,35
65,1,3:56.0,,K. Walker makes 3-pt jump shot from 24 ft,18,38
66,1,3:44.0,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Teague),,20,38
67,1,3:31.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,20,38
68,1,3:30.0,Defensive rebound by A. Jefferson,,20,38
69,1,3:11.0,J. Teague misses 2-pt layup from 2 ft,,20,38
70,1,3:10.0,,Defensive rebound by K. Walker,20,38
71,1,3:04.0,,K. Walker makes 2-pt layup from 1 ft,20,40
72,1,2:48.0,A. Jefferson makes 2-pt layup from 1 ft (assist by P. George),,22,40
73,1,2:41.0,,Charlotte full timeout,22,40
74,1,2:41.0,A. Brooks enters the game for J. Teague,,22,40
75,1,2:41.0,,R. Sessions enters the game for C. Zeller,22,40
76,1,2:41.0,,S. Hawes enters the game for K. Walker,22,40
77,1,2:38.0,,N. Batum misses 2-pt jump shot from 18 ft,22,40
78,1,2:36.0,Defensive rebound by A. Jefferson,,22,40
79,1,2:30.0,Turnover by P. George (bad pass; steal by M. Belinelli),,22,40
80,1,2:25.0,,M. Belinelli makes 3-pt jump shot from 25 ft,22,43
81,1,2:08.0,Def 3 sec tech foul by R. Sessions,,22,43
82,1,2:08.0,P. George makes technical free throw,,23,43
83,1,1:53.0,A. Brooks misses 3-pt jump shot from 25 ft,,23,43
84,1,1:51.0,Offensive rebound by L. Allen,,23,43
85,1,1:51.0,L. Allen makes 2-pt layup from 1 ft,,25,43
86,1,1:35.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,25,43
87,1,1:33.0,Defensive rebound by P. George,,25,43
88,1,1:24.0,P. George makes 2-pt jump shot from 19 ft,,27,43
89,1,1:05.0,,M. Belinelli misses 3-pt jump shot from 25 ft,27,43
90,1,1:04.0,Defensive rebound by L. Allen,,27,43
91,1,0:59.0,C. Miles makes 2-pt layup from 2 ft (assist by P. George),,29,43
92,1,0:35.0,,S. Hawes misses 2-pt jump shot from 16 ft,29,43
93,1,0:34.0,Defensive rebound by A. Brooks,,29,43
94,1,0:15.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by A. Brooks),,31,43
95,1,0:03.0,,Turnover by S. Hawes (lost ball; steal by C. Miles),31,43
96,1,0:00.0,C. Miles makes 3-pt jump shot from 32 ft,,34,43
97,2,11:46.0,,M. Belinelli misses 2-pt jump shot from 19 ft,34,43
98,2,11:45.0,Defensive rebound by A. Jefferson,,34,43
99,2,11:31.0,L. Allen makes 2-pt jump shot from 20 ft (assist by A. Brooks),,36,43
100,2,11:19.0,,S. Hawes makes 2-pt layup from 3 ft (assist by R. Sessions),36,45
101,2,10:53.0,A. Jefferson misses 2-pt jump shot from 16 ft,,36,45
102,2,10:51.0,,Defensive rebound by M. Belinelli,36,45
103,2,10:42.0,,Shooting foul by A. Jefferson (drawn by M. Belinelli),36,45
104,2,10:42.0,,M. Belinelli makes free throw 1 of 2,36,46
105,2,10:42.0,,M. Belinelli makes free throw 2 of 2,36,47
106,2,10:23.0,M. Ellis misses 3-pt jump shot from 23 ft,,36,47
107,2,10:22.0,,Defensive rebound by S. Hawes,36,47
108,2,10:14.0,,R. Sessions misses 3-pt jump shot from 25 ft,36,47
109,2,10:13.0,,Offensive rebound by S. Hawes,36,47
110,2,10:09.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by S. Hawes),36,50
111,2,9:59.0,A. Jefferson makes 2-pt layup from 1 ft (assist by A. Brooks),,38,50
112,2,9:59.0,Shooting foul by F. Kaminsky (drawn by A. Jefferson),,38,50
