,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:44.0,,S. Mack makes 2-pt layup from 2 ft,0,2
1,1,11:25.0,D. Green misses 3-pt jump shot from 25 ft,,0,2
2,1,11:24.0,Offensive rebound by K. Thompson,,0,2
3,1,11:18.0,K. Thompson misses 3-pt jump shot from 24 ft,,0,2
4,1,11:17.0,,Defensive rebound by R. Gobert,0,2
5,1,11:03.0,,J. Johnson makes 2-pt jump shot from 7 ft,0,4
6,1,10:49.0,Turnover by Z. Pachulia (bad pass),,0,4
7,1,10:34.0,,J. Johnson misses 3-pt jump shot from 22 ft,0,4
8,1,10:33.0,Defensive rebound by S. Curry,,0,4
9,1,10:16.0,K. Durant misses 2-pt jump shot from 14 ft,,0,4
10,1,10:15.0,Offensive rebound by Team,,0,4
11,1,10:15.0,,Loose ball foul by R. Gobert (drawn by Z. Pachulia),0,4
12,1,10:12.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by K. Durant),,2,4
13,1,9:46.0,,J. Johnson misses 2-pt jump shot from 9 ft,2,4
14,1,9:46.0,Defensive rebound by Z. Pachulia,,2,4
15,1,9:37.0,D. Green misses 2-pt layup from 3 ft,,2,4
16,1,9:36.0,Offensive rebound by D. Green,,2,4
17,1,9:34.0,D. Green misses 2-pt layup from 3 ft,,2,4
18,1,9:33.0,Offensive rebound by D. Green,,2,4
19,1,9:30.0,K. Thompson misses 3-pt jump shot from 23 ft,,2,4
20,1,9:29.0,Offensive rebound by Z. Pachulia,,2,4
21,1,9:25.0,S. Curry makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,5,4
22,1,9:09.0,,Turnover by B. Diaw (lost ball; steal by D. Green),5,4
23,1,9:02.0,K. Durant makes 2-pt jump shot from 12 ft,,7,4
24,1,8:36.0,,D. Exum misses 2-pt layup from 2 ft,7,4
25,1,8:36.0,Defensive rebound by D. Green,,7,4
26,1,8:27.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),,10,4
27,1,8:08.0,,S. Mack misses 2-pt jump shot from 3 ft (block by K. Durant),10,4
28,1,8:07.0,Defensive rebound by D. Green,,10,4
29,1,8:03.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,12,4
30,1,8:03.0,,Utah full timeout,12,4
31,1,7:47.0,,Turnover by D. Exum (bad pass; steal by S. Curry),12,4
32,1,7:45.0,Personal foul by J. Johnson (drawn by S. Curry),,12,4
33,1,7:33.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),,14,4
34,1,7:15.0,,D. Exum misses 3-pt jump shot from 23 ft,14,4
35,1,7:15.0,Defensive rebound by K. Durant,,14,4
36,1,6:53.0,Z. Pachulia misses 2-pt layup from 3 ft (block by R. Gobert),,14,4
37,1,6:53.0,Offensive rebound by K. Thompson,,14,4
38,1,6:49.0,K. Thompson misses 3-pt jump shot from 26 ft,,14,4
39,1,6:48.0,,Defensive rebound by R. Gobert,14,4
40,1,6:38.0,,B. Diaw misses 3-pt jump shot from 24 ft,14,4
41,1,6:37.0,Defensive rebound by D. Green,,14,4
42,1,6:29.0,S. Curry makes 2-pt jump shot from 23 ft (assist by D. Green),,16,4
43,1,6:29.0,Shooting foul by D. Exum (drawn by S. Curry),,16,4
44,1,6:29.0,,J. Ingles enters the game for D. Exum,16,4
45,1,6:29.0,S. Curry makes free throw 1 of 1,,17,4
46,1,6:12.0,,Shooting foul by Z. Pachulia (drawn by J. Johnson),17,4
47,1,6:12.0,,J. Johnson makes free throw 1 of 2,17,5
48,1,6:12.0,,J. Johnson misses free throw 2 of 2,17,5
49,1,6:12.0,J. McGee enters the game for Z. Pachulia,,17,5
50,1,6:11.0,Defensive rebound by D. Green,,17,5
51,1,6:02.0,J. McGee misses 2-pt layup at rim,,17,5
52,1,6:01.0,Offensive rebound by J. McGee,,17,5
53,1,5:59.0,J. McGee makes 2-pt layup from 3 ft,,19,5
54,1,5:39.0,,J. Johnson misses 2-pt jump shot from 22 ft,19,5
55,1,5:39.0,Defensive rebound by K. Durant,,19,5
56,1,5:32.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Durant),,22,5
57,1,5:14.0,,Turnover by B. Diaw (lost ball; steal by D. Green),22,5
58,1,5:07.0,K. Thompson makes 2-pt layup from 2 ft,,24,5
59,1,5:03.0,,Utah full timeout,24,5
60,1,5:03.0,,T. Lyles enters the game for B. Diaw,24,5
61,1,4:54.0,,T. Lyles misses 3-pt jump shot from 24 ft,24,5
62,1,4:54.0,Defensive rebound by J. McGee,,24,5
63,1,4:38.0,Turnover by K. Durant (bad pass; steal by T. Lyles),,24,5
64,1,4:33.0,,S. Mack misses 3-pt jump shot from 25 ft,24,5
65,1,4:32.0,Defensive rebound by K. Thompson,,24,5
66,1,4:23.0,J. McGee makes 2-pt layup from 2 ft (assist by K. Thompson),,26,5
67,1,4:04.0,,Turnover by S. Mack (lost ball; steal by S. Curry),26,5
68,1,3:55.0,S. Curry makes 2-pt jump shot from 21 ft,,28,5
69,1,3:55.0,Shooting foul by S. Mack (drawn by S. Curry),,28,5
70,1,3:55.0,,R. Neto enters the game for S. Mack,28,5
71,1,3:55.0,A. Iguodala enters the game for K. Durant,,28,5
72,1,3:55.0,S. Curry makes free throw 1 of 1,,29,5
73,1,3:47.0,,Personal foul by D. Green (drawn by T. Lyles),29,5
74,1,3:42.0,,Shooting foul by J. McGee (drawn by R. Gobert),29,5
75,1,3:42.0,,R. Gobert misses free throw 1 of 2,29,5
76,1,3:42.0,,Offensive rebound by Team,29,5
77,1,3:42.0,,R. Gobert misses free throw 2 of 2,29,5
78,1,3:41.0,Defensive rebound by D. Green,,29,5
79,1,3:26.0,K. Thompson misses 3-pt jump shot from 23 ft,,29,5
80,1,3:25.0,,Defensive rebound by J. Ingles,29,5
81,1,3:15.0,,J. Ingles makes 2-pt layup from 2 ft,29,7
82,1,3:02.0,Turnover by K. Thompson (bad pass; steal by J. Ingles),,29,7
83,1,2:56.0,,T. Lyles makes 2-pt layup from 2 ft (assist by J. Ingles),29,9
84,1,2:54.0,Golden State full timeout,,29,9
85,1,2:54.0,I. Clark enters the game for K. Thompson,,29,9
86,1,2:39.0,S. Curry misses 3-pt jump shot from 24 ft,,29,9
87,1,2:38.0,,Defensive rebound by R. Gobert,29,9
88,1,2:22.0,,T. Lyles misses 3-pt jump shot from 25 ft,29,9
89,1,2:22.0,,Offensive rebound by Team,29,9
90,1,2:22.0,Loose ball foul by J. McGee (drawn by R. Gobert),,29,9
91,1,2:16.0,,Turnover by R. Neto (bad pass; steal by J. McGee),29,9
92,1,2:14.0,Personal foul by J. Ingles (drawn by S. Curry),,29,9
93,1,2:14.0,S. Curry makes free throw 1 of 2,,30,9
94,1,2:14.0,,J. Withey enters the game for R. Gobert,30,9
95,1,2:14.0,,D. Exum enters the game for J. Johnson,30,9
96,1,2:14.0,D. West enters the game for J. McGee,,30,9
97,1,2:14.0,S. Curry makes free throw 2 of 2,,31,9
98,1,2:05.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Neto),31,12
99,1,1:54.0,S. Curry misses 3-pt jump shot from 25 ft,,31,12
100,1,1:53.0,,Defensive rebound by J. Withey,31,12
101,1,1:44.0,,J. Ingles makes 3-pt jump shot from 25 ft,31,15
102,1,1:30.0,I. Clark misses 3-pt jump shot from 25 ft,,31,15
103,1,1:30.0,,Defensive rebound by R. Neto,31,15
104,1,1:24.0,,Offensive foul by R. Neto (drawn by D. Green),31,15
105,1,1:24.0,,Turnover by R. Neto (offensive foul),31,15
106,1,1:24.0,K. Looney enters the game for D. Green,,31,15
107,1,1:24.0,K. Durant enters the game for S. Curry,,31,15
108,1,1:08.0,K. Looney makes 2-pt layup from 2 ft (assist by D. West),,33,15
109,1,1:02.0,,J. Ingles misses 3-pt jump shot from 24 ft,33,15
110,1,1:01.0,,Offensive rebound by J. Withey,33,15
111,1,1:00.0,,J. Withey misses 2-pt layup from 3 ft,33,15
112,1,0:59.0,Defensive rebound by K. Durant,,33,15
113,1,0:54.0,K. Durant misses 3-pt jump shot from 24 ft,,33,15
114,1,0:53.0,,Defensive rebound by D. Exum,33,15
115,1,0:40.0,,J. Ingles misses 3-pt jump shot from 26 ft,33,15
116,1,0:39.0,Defensive rebound by K. Durant,,33,15
117,1,0:18.0,D. West makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,35,15
118,1,0:02.0,,D. Exum misses 2-pt layup from 3 ft,35,15
119,1,0:02.0,,Offensive rebound by J. Withey,35,15
120,1,0:02.0,,J. Withey makes 2-pt layup from 2 ft,35,17
121,2,11:42.0,D. West makes 2-pt jump shot from 17 ft (assist by I. Clark),,37,17
122,2,11:24.0,,Personal foul by P. McCaw (drawn by J. Ingles),37,17
123,2,11:17.0,,R. Neto makes 3-pt jump shot from 25 ft (assist by D. Exum),37,20
124,2,11:04.0,P. McCaw makes 2-pt layup from 3 ft (assist by D. West),,39,20
125,2,10:41.0,,J. Withey misses 2-pt jump shot from 3 ft,39,20
126,2,10:40.0,Defensive rebound by D. West,,39,20
127,2,10:33.0,Turnover by P. McCaw (step out of bounds),,39,20
128,2,10:14.0,,D. Exum misses 2-pt layup from 1 ft (block by K. Durant),39,20
129,2,10:13.0,Defensive rebound by K. Durant,,39,20
130,2,10:08.0,K. Durant misses 2-pt layup from 1 ft,,39,20
131,2,10:07.0,,Defensive rebound by T. Lyles,39,20
132,2,9:56.0,,R. Neto misses 2-pt layup from 1 ft (block by D. West),39,20
133,2,9:56.0,,Offensive rebound by Team,39,20
134,2,9:56.0,,S. Mack enters the game for R. Neto,39,20
135,2,9:47.0,,T. Lyles misses 2-pt jump shot from 4 ft,39,20
136,2,9:46.0,,Offensive rebound by J. Withey,39,20
137,2,9:43.0,,J. Withey misses 2-pt layup from 2 ft,39,20
138,2,9:42.0,Defensive rebound by A. Iguodala,,39,20
139,2,9:26.0,K. Durant makes 2-pt layup from 1 ft (assist by D. West),,41,20
140,2,9:11.0,,Personal foul by D. West (drawn by D. Exum),41,20
141,2,9:11.0,,B. Diaw enters the game for T. Lyles,41,20
142,2,9:04.0,Violation by D. West (kicked ball),,41,20
143,2,8:58.0,,S. Mack misses 3-pt jump shot from 24 ft,41,20
144,2,8:57.0,Defensive rebound by D. West,,41,20
145,2,8:43.0,K. Durant misses 2-pt jump shot from 15 ft,,41,20
146,2,8:43.0,Offensive rebound by A. Iguodala,,41,20
147,2,8:41.0,A. Iguodala makes 2-pt dunk at rim,,43,20
148,2,8:36.0,,Utah full timeout,43,20
149,2,8:36.0,,J. Johnson enters the game for J. Withey,43,20
150,2,8:28.0,,S. Mack makes 2-pt layup from 3 ft,43,22
151,2,8:06.0,A. Iguodala misses 2-pt layup from 1 ft (block by J. Ingles),,43,22
152,2,8:05.0,,Defensive rebound by S. Mack,43,22
153,2,7:58.0,,D. Exum misses 3-pt jump shot from 23 ft,43,22
154,2,7:58.0,,Offensive rebound by B. Diaw,43,22
155,2,7:54.0,,B. Diaw makes 2-pt layup from 2 ft,43,24
156,2,7:33.0,D. West misses 2-pt jump shot from 20 ft,,43,24
157,2,7:32.0,,Defensive rebound by J. Johnson,43,24
158,2,7:21.0,,J. Ingles makes 2-pt jump shot from 20 ft (assist by S. Mack),43,26
159,2,7:02.0,Turnover by K. Durant (bad pass; steal by S. Mack),,43,26
160,2,6:54.0,,S. Mack makes 2-pt jump shot from 16 ft (assist by D. Exum),43,28
161,2,6:54.0,Golden State full timeout,,43,28
162,2,6:54.0,S. Curry enters the game for K. Durant,,43,28
163,2,6:54.0,D. Green enters the game for I. Clark,,43,28
164,2,6:54.0,K. Thompson enters the game for D. West,,43,28
165,2,6:40.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Thompson),,46,28
166,2,6:20.0,,Personal foul by P. McCaw (drawn by J. Ingles),46,28
167,2,6:05.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Exum),46,31
168,2,5:54.0,K. Thompson misses 2-pt jump shot from 17 ft,,46,31
169,2,5:54.0,,Defensive rebound by J. Ingles,46,31
170,2,5:47.0,,Turnover by J. Ingles (lost ball; steal by P. McCaw),46,31
171,2,5:42.0,P. McCaw makes 2-pt layup from 2 ft,,48,31
172,2,5:31.0,,B. Diaw makes 2-pt layup from 3 ft,48,33
173,2,5:16.0,P. McCaw makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,51,33
174,2,4:59.0,,D. Exum makes 2-pt layup from 2 ft (assist by B. Diaw),51,35
175,2,4:33.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,54,35
176,2,4:10.0,,Turnover by J. Johnson (bad pass),54,35
177,2,4:10.0,,R. Gobert enters the game for J. Ingles,54,35
178,2,4:10.0,Z. Pachulia enters the game for A. Iguodala,,54,35
179,2,3:55.0,Shooting foul by D. Exum (drawn by S. Curry),,54,35
180,2,3:55.0,S. Curry makes free throw 1 of 3,,55,35
181,2,3:55.0,S. Curry makes free throw 2 of 3,,56,35
182,2,3:55.0,S. Curry makes free throw 3 of 3,,57,35
183,2,3:44.0,,Personal foul by D. Green (drawn by B. Diaw),57,35
184,2,3:44.0,,R. Neto enters the game for D. Exum,57,35
185,2,3:29.0,,S. Mack misses 3-pt jump shot from 27 ft,57,35
186,2,3:28.0,Defensive rebound by D. Green,,57,35
187,2,3:09.0,P. McCaw makes 3-pt jump shot from 23 ft (assist by S. Curry),,60,35
188,2,2:57.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by S. Mack),60,38
189,2,2:48.0,Turnover by S. Curry (bad pass; steal by J. Johnson),,60,38
190,2,2:48.0,,Personal foul by K. Thompson (drawn by J. Johnson),60,38
191,2,2:48.0,,Utah full timeout,60,38
192,2,2:48.0,,J. Johnson misses free throw 1 of 2,60,38
193,2,2:48.0,,Offensive rebound by Team,60,38
194,2,2:48.0,K. Durant enters the game for P. McCaw,,60,38
195,2,2:48.0,,J. Johnson makes free throw 2 of 2,60,39
196,2,2:38.0,Personal foul by R. Neto (drawn by S. Curry),,60,39
197,2,2:28.0,D. Green makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,63,39
198,2,2:04.0,,J. Johnson misses 2-pt jump shot from 23 ft,63,39
199,2,2:02.0,Defensive rebound by S. Curry,,63,39
200,2,1:58.0,Turnover by S. Curry (bad pass),,63,39
201,2,1:58.0,,J. Ingles enters the game for R. Neto,63,39
202,2,1:33.0,,B. Diaw makes 2-pt jump shot from 19 ft,63,41
203,2,1:06.0,Turnover by Team (shot clock),,63,41
204,2,0:45.0,,R. Gobert makes 2-pt layup from 1 ft (assist by B. Diaw),63,43
205,2,0:31.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),,65,43
206,2,0:15.0,,S. Mack makes 3-pt jump shot from 25 ft,65,46
207,2,0:07.0,Personal foul by S. Mack (drawn by S. Curry),,65,46
208,2,0:07.0,Golden State full timeout,,65,46
209,2,0:07.0,A. Iguodala enters the game for Z. Pachulia,,65,46
210,2,0:07.0,,D. Exum enters the game for B. Diaw,65,46
211,2,0:02.0,S. Curry misses 3-pt jump shot from 28 ft,,65,46
212,2,0:01.0,,Defensive rebound by D. Exum,65,46
213,2,0:00.0,,D. Exum misses 3-pt jump shot from 78 ft,65,46
214,2,0:00.0,,Offensive rebound by Team,65,46
215,3,11:36.0,D. Green misses 3-pt jump shot from 25 ft,,65,46
216,3,11:36.0,,Defensive rebound by Team,65,46
217,3,11:18.0,,B. Diaw makes 2-pt jump shot from 10 ft,65,48
218,3,10:51.0,K. Durant misses 3-pt jump shot from 27 ft,,65,48
219,3,10:50.0,,Defensive rebound by R. Gobert,65,48
220,3,10:42.0,,D. Exum misses 2-pt layup from 2 ft,65,48
221,3,10:42.0,Defensive rebound by K. Durant,,65,48
222,3,10:36.0,Turnover by K. Durant (offensive foul),,65,48
223,3,10:36.0,,Offensive charge foul by K. Durant (drawn by D. Exum),65,48
224,3,10:22.0,,B. Diaw misses 3-pt jump shot from 24 ft,65,48
225,3,10:22.0,,Offensive rebound by B. Diaw,65,48
226,3,10:18.0,,B. Diaw misses 2-pt hook shot from 3 ft,65,48
227,3,10:16.0,,Offensive rebound by R. Gobert,65,48
228,3,10:10.0,,D. Exum misses 3-pt jump shot from 24 ft,65,48
229,3,10:09.0,Defensive rebound by K. Thompson,,65,48
230,3,9:48.0,Z. Pachulia misses 2-pt layup from 2 ft,,65,48
231,3,9:47.0,,Defensive rebound by R. Gobert,65,48
232,3,9:39.0,,S. Mack misses 3-pt jump shot from 25 ft,65,48
233,3,9:39.0,Defensive rebound by S. Curry,,65,48
234,3,9:21.0,S. Curry misses 2-pt jump shot from 8 ft,,65,48
235,3,9:20.0,,Defensive rebound by R. Gobert,65,48
236,3,9:04.0,,R. Gobert makes 2-pt layup from 2 ft (assist by S. Mack),65,50
