,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,,D. Cousins misses 2-pt jump shot from 21 ft,0,0
1,1,11:42.0,Defensive rebound by P. Tucker,,0,0
2,1,11:21.0,J. Valančiūnas misses 2-pt jump shot from 5 ft (block by D. Cousins),,0,0
3,1,11:18.0,,Defensive rebound by A. Davis,0,0
4,1,11:05.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Holiday),0,3
5,1,10:47.0,J. Valančiūnas misses 2-pt layup from 2 ft,,0,3
6,1,10:47.0,,Defensive rebound by D. Cousins,0,3
7,1,10:38.0,,D. Cousins makes 2-pt layup from 1 ft,0,5
8,1,10:20.0,C. Joseph misses 2-pt jump shot from 20 ft,,0,5
9,1,10:20.0,,Defensive rebound by S. Hill,0,5
10,1,10:16.0,,S. Hill misses 2-pt layup from 1 ft (block by S. Ibaka),0,5
11,1,10:16.0,,Offensive rebound by Team,0,5
12,1,10:07.0,,J. Holiday misses 3-pt jump shot from 26 ft,0,5
13,1,10:06.0,Defensive rebound by J. Valančiūnas,,0,5
14,1,9:50.0,D. DeRozan misses 2-pt jump shot from 14 ft,,0,5
15,1,9:49.0,,Defensive rebound by D. Cousins,0,5
16,1,9:39.0,,Def 3 sec tech foul by J. Valančiūnas,0,5
17,1,9:39.0,,A. Davis misses technical free throw,0,5
18,1,9:39.0,,Offensive rebound by Team,0,5
19,1,9:31.0,,J. Holiday misses 2-pt jump shot from 4 ft,0,5
20,1,9:30.0,Defensive rebound by C. Joseph,,0,5
21,1,9:17.0,S. Ibaka misses 2-pt jump shot from 15 ft,,0,5
22,1,9:16.0,,Defensive rebound by H. Thompson,0,5
23,1,9:05.0,,Turnover by D. Cousins (bad pass; steal by S. Ibaka),0,5
24,1,8:53.0,S. Ibaka misses 2-pt jump shot from 20 ft,,0,5
25,1,8:52.0,,Defensive rebound by S. Hill,0,5
26,1,8:41.0,,D. Cousins misses 2-pt jump shot from 3 ft,0,5
27,1,8:40.0,,Offensive rebound by D. Cousins,0,5
28,1,8:40.0,,D. Cousins makes 2-pt layup from 2 ft,0,7
29,1,8:40.0,,Shooting foul by S. Ibaka (drawn by D. Cousins),0,7
30,1,8:40.0,,D. Cousins makes free throw 1 of 1,0,8
31,1,8:26.0,D. DeRozan makes 2-pt layup from 1 ft,,2,8
32,1,8:26.0,Shooting foul by J. Holiday (drawn by D. DeRozan),,2,8
33,1,8:26.0,D. DeRozan makes free throw 1 of 1,,3,8
34,1,8:10.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by D. Cousins),3,11
35,1,8:00.0,Toronto full timeout,,3,11
36,1,7:44.0,D. DeRozan misses 2-pt jump shot from 17 ft,,3,11
37,1,7:43.0,,Defensive rebound by A. Davis,3,11
38,1,7:36.0,,Personal foul by S. Ibaka (drawn by D. Cousins),3,11
39,1,7:36.0,P. Patterson enters the game for S. Ibaka,,3,11
40,1,7:28.0,,H. Thompson misses 2-pt layup from 2 ft (block by P. Tucker),3,11
41,1,7:27.0,Defensive rebound by P. Tucker,,3,11
42,1,7:10.0,Turnover by C. Joseph (lost ball),,3,11
43,1,6:55.0,,A. Davis misses 2-pt jump shot from 7 ft,3,11
44,1,6:54.0,Defensive rebound by J. Valančiūnas,,3,11
45,1,6:47.0,P. Tucker makes 2-pt jump shot from 22 ft (assist by C. Joseph),,5,11
46,1,6:38.0,,D. Cousins misses 2-pt layup from 2 ft,5,11
47,1,6:36.0,Defensive rebound by P. Tucker,,5,11
48,1,6:26.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by P. Tucker),,8,11
49,1,6:15.0,,J. Holiday makes 2-pt layup from 2 ft,8,13
50,1,6:02.0,C. Joseph misses 3-pt jump shot from 23 ft,,8,13
51,1,6:00.0,,Defensive rebound by H. Thompson,8,13
52,1,5:44.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by H. Thompson),8,16
53,1,5:24.0,Personal foul by A. Davis (drawn by J. Valančiūnas),,8,16
54,1,5:20.0,Turnover by C. Joseph (bad pass; steal by J. Holiday),,8,16
55,1,5:15.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),8,18
56,1,4:50.0,J. Valančiūnas makes 2-pt hook shot from 5 ft,,10,18
57,1,4:50.0,Shooting foul by H. Thompson (drawn by J. Valančiūnas),,10,18
58,1,4:50.0,,A. Ajinça enters the game for D. Cousins,10,18
59,1,4:50.0,,E. Moore enters the game for H. Thompson,10,18
60,1,4:50.0,J. Valančiūnas makes free throw 1 of 1,,11,18
61,1,4:38.0,,J. Holiday misses 2-pt jump shot from 6 ft,11,18
62,1,4:36.0,Defensive rebound by P. Tucker,,11,18
63,1,4:16.0,J. Valančiūnas makes 2-pt jump shot from 11 ft,,13,18
64,1,4:16.0,Shooting foul by A. Ajinça (drawn by J. Valančiūnas),,13,18
65,1,4:16.0,J. Valančiūnas makes free throw 1 of 1,,14,18
66,1,4:03.0,,A. Davis misses 2-pt jump shot from 7 ft,14,18
67,1,4:00.0,Defensive rebound by P. Patterson,,14,18
68,1,3:51.0,D. DeRozan misses 2-pt jump shot from 5 ft (block by E. Moore),,14,18
69,1,3:50.0,,Defensive rebound by S. Hill,14,18
70,1,3:45.0,,Turnover by S. Hill (bad pass),14,18
71,1,3:45.0,D. Wright enters the game for C. Joseph,,14,18
72,1,3:45.0,N. Powell enters the game for P. Tucker,,14,18
73,1,3:30.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,14,18
74,1,3:27.0,Offensive rebound by D. Wright,,14,18
75,1,3:23.0,D. Wright misses 2-pt layup from 2 ft,,14,18
76,1,3:20.0,Offensive rebound by J. Valančiūnas,,14,18
77,1,3:13.0,Shooting foul by S. Hill (drawn by P. Patterson),,14,18
78,1,3:13.0,P. Patterson makes free throw 1 of 2,,15,18
79,1,3:13.0,P. Patterson misses free throw 2 of 2,,15,18
80,1,3:13.0,J. Poeltl enters the game for J. Valančiūnas,,15,18
81,1,3:12.0,,Defensive rebound by A. Davis,15,18
82,1,3:05.0,,A. Ajinça makes 2-pt dunk at rim (assist by J. Holiday),15,20
83,1,2:37.0,Shooting foul by E. Moore (drawn by J. Poeltl),,15,20
84,1,2:37.0,,New Orleans full timeout,15,20
85,1,2:37.0,J. Poeltl misses free throw 1 of 2,,15,20
86,1,2:37.0,Offensive rebound by Team,,15,20
87,1,2:37.0,J. Poeltl misses free throw 2 of 2,,15,20
88,1,2:37.0,P. Tucker enters the game for D. DeRozan,,15,20
89,1,2:37.0,,T. Frazier enters the game for J. Holiday,15,20
90,1,2:37.0,,D. Cunningham enters the game for S. Hill,15,20
91,1,2:36.0,,Defensive rebound by A. Ajinça,15,20
92,1,2:23.0,,A. Ajinça makes 2-pt dunk at rim (assist by A. Davis),15,22
93,1,2:23.0,,Shooting foul by P. Tucker (drawn by A. Ajinça),15,22
94,1,2:23.0,,A. Ajinça makes free throw 1 of 1,15,23
95,1,1:59.0,N. Powell makes 3-pt jump shot from 26 ft,,18,23
96,1,1:43.0,,Def 3 sec tech foul by J. Poeltl,18,23
97,1,1:43.0,,A. Davis makes technical free throw,18,24
98,1,1:39.0,,Turnover by A. Davis (bad pass; steal by D. Wright),18,24
99,1,1:29.0,N. Powell makes 2-pt dunk at rim,,20,24
100,1,1:13.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by E. Moore),20,26
101,1,0:53.0,,D. Cousins enters the game for A. Davis,20,26
102,1,0:53.0,,J. Crawford enters the game for A. Ajinça,20,26
103,1,0:47.0,D. Wright misses 3-pt jump shot from 24 ft,,20,26
104,1,0:46.0,,Defensive rebound by T. Frazier,20,26
105,1,0:30.0,,D. Cunningham misses 3-pt jump shot from 24 ft,20,26
106,1,0:26.0,Defensive rebound by D. Wright,,20,26
107,1,0:03.0,D. Wright misses 2-pt jump shot from 14 ft,,20,26
108,1,0:03.0,Offensive rebound by J. Poeltl,,20,26
109,1,0:02.0,J. Poeltl makes 2-pt layup from 2 ft,,22,26
110,1,0:00.0,,Personal foul by D. Wright (drawn by T. Frazier),22,26
111,2,11:40.0,D. Wright makes 3-pt jump shot from 23 ft (assist by N. Powell),,25,26
112,2,11:16.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by E. Moore),25,29
113,2,10:56.0,Shooting foul by D. Cunningham (drawn by J. Valančiūnas),,25,29
114,2,10:56.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by N. Powell),,27,29
115,2,10:56.0,J. Valančiūnas makes free throw 1 of 1,,28,29
116,2,10:40.0,,D. Cousins makes 2-pt jump shot from 19 ft,28,31
117,2,10:15.0,P. Tucker misses 3-pt jump shot from 26 ft,,28,31
118,2,10:14.0,Offensive rebound by D. Wright,,28,31
119,2,10:02.0,P. Tucker makes 2-pt layup from 2 ft (assist by J. Valančiūnas),,30,31
120,2,9:37.0,,Turnover by E. Moore (bad pass),30,31
121,2,9:32.0,Offensive foul by P. Tucker (drawn by D. Cousins),,30,31
122,2,9:32.0,Turnover by P. Tucker (offensive foul),,30,31
123,2,9:32.0,D. DeRozan enters the game for P. Tucker,,30,31
124,2,9:21.0,,D. Cousins makes 2-pt layup from 3 ft,30,33
125,2,9:07.0,J. Valančiūnas makes 2-pt dunk at rim (assist by D. Wright),,32,33
126,2,8:51.0,,J. Crawford misses 2-pt jump shot from 19 ft,32,33
127,2,8:50.0,Defensive rebound by J. Valančiūnas,,32,33
128,2,8:32.0,N. Powell misses 2-pt jump shot from 18 ft,,32,33
129,2,8:30.0,,Defensive rebound by Team,32,33
130,2,8:30.0,Official timeout,,32,33
131,2,8:30.0,S. Ibaka enters the game for P. Patterson,,32,33
132,2,8:21.0,,Personal foul by J. Valančiūnas (drawn by D. Cousins),32,33
