,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
28,1,7:51.0,Shooting foul by S. Curry (drawn by N. Stauskas),,8,2
29,1,7:51.0,N. Stauskas misses free throw 1 of 2,,8,2
30,1,7:51.0,Offensive rebound by Team,,8,2
31,1,7:51.0,N. Stauskas makes free throw 2 of 2,,9,2
32,1,7:31.0,,W. Matthews makes 2-pt jump shot from 9 ft,9,4
33,1,7:21.0,E. İlyasova misses 2-pt jump shot from 16 ft,,9,4
34,1,7:19.0,,Defensive rebound by H. Barnes,9,4
35,1,7:09.0,,S. Curry misses 2-pt jump shot from 22 ft,9,4
36,1,7:08.0,Defensive rebound by E. İlyasova,,9,4
37,1,6:59.0,T. Luwawu-Cabarrot makes 2-pt layup at rim,,11,4
38,1,6:59.0,,Dallas full timeout,11,4
39,1,6:59.0,,D. Harris enters the game for D. Nowitzki,11,4
40,1,6:59.0,,S. Mejri enters the game for Y. Ferrell,11,4
41,1,6:59.0,D. Šarić enters the game for E. İlyasova,,11,4
42,1,6:40.0,,Shooting block foul by D. Šarić (drawn by H. Barnes),11,4
43,1,6:40.0,,H. Barnes makes free throw 1 of 2,11,5
44,1,6:40.0,,H. Barnes makes free throw 2 of 2,11,6
45,1,6:31.0,Turnover by T. McConnell (lost ball; steal by S. Curry),,11,6
46,1,6:10.0,,Turnover by S. Curry (traveling),11,6
47,1,5:57.0,J. Okafor misses 2-pt jump shot from 10 ft,,11,6
48,1,5:56.0,,Defensive rebound by W. Matthews,11,6
49,1,5:40.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Mejri),11,6
50,1,5:40.0,,S. Mejri makes free throw 1 of 2,11,7
51,1,5:40.0,,S. Mejri misses free throw 2 of 2,11,7
52,1,5:40.0,N. Noel enters the game for T. Luwawu-Cabarrot,,11,7
53,1,5:40.0,C. Randle enters the game for J. Okafor,,11,7
54,1,5:40.0,G. Henderson enters the game for N. Stauskas,,11,7
55,1,5:39.0,Defensive rebound by G. Henderson,,11,7
56,1,5:28.0,G. Henderson makes 2-pt jump shot from 18 ft (assist by N. Noel),,13,7
57,1,5:12.0,,S. Mejri misses 2-pt layup from 1 ft,13,7
58,1,5:11.0,,Offensive rebound by S. Mejri,13,7
59,1,5:09.0,,S. Mejri misses 2-pt layup from 1 ft,13,7
60,1,5:07.0,,Offensive rebound by S. Mejri,13,7
61,1,5:07.0,,S. Mejri makes 2-pt layup from 1 ft,13,9
62,1,4:54.0,N. Noel misses 2-pt jump shot from 15 ft,,13,9
63,1,4:53.0,,Defensive rebound by W. Matthews,13,9
64,1,4:45.0,,H. Barnes makes 3-pt jump shot from 25 ft,13,12
65,1,4:29.0,G. Henderson misses 3-pt jump shot from 24 ft,,13,12
66,1,4:26.0,,Defensive rebound by Team,13,12
67,1,4:26.0,S. Rodríguez enters the game for T. McConnell,,13,12
68,1,4:06.0,,W. Matthews misses 3-pt jump shot from 24 ft,13,12
69,1,4:05.0,Defensive rebound by N. Noel,,13,12
70,1,3:55.0,G. Henderson makes 2-pt layup from 4 ft (assist by S. Rodríguez),,15,12
71,1,3:34.0,,H. Barnes misses 2-pt jump shot from 17 ft,15,12
72,1,3:33.0,,Offensive rebound by S. Mejri,15,12
73,1,3:24.0,,Shooting foul by N. Noel (drawn by S. Mejri),15,12
74,1,3:24.0,,S. Mejri makes free throw 1 of 2,15,13
75,1,3:24.0,,S. Mejri misses free throw 2 of 2,15,13
76,1,3:23.0,,Offensive rebound by H. Barnes,15,13
77,1,3:02.0,,W. Matthews misses 2-pt layup from 1 ft,15,13
78,1,2:59.0,Defensive rebound by D. Šarić,,15,13
79,1,2:55.0,C. Randle misses 3-pt jump shot from 25 ft,,15,13
80,1,2:54.0,,Defensive rebound by W. Matthews,15,13
81,1,2:42.0,,S. Curry makes 3-pt jump shot from 24 ft,15,16
82,1,2:41.0,Philadelphia full timeout,,15,16
83,1,2:41.0,,Y. Ferrell enters the game for W. Matthews,15,16
84,1,2:41.0,,D. Nowitzki enters the game for H. Barnes,15,16
85,1,2:41.0,,D. Finney-Smith enters the game for S. Curry,15,16
86,1,2:30.0,D. Šarić misses 3-pt jump shot from 24 ft,,15,16
87,1,2:29.0,,Defensive rebound by S. Mejri,15,16
88,1,2:06.0,,D. Finney-Smith makes 2-pt jump shot from 9 ft,15,18
89,1,1:58.0,Shooting block foul by D. Finney-Smith (drawn by G. Henderson),,15,18
90,1,1:58.0,G. Henderson makes free throw 1 of 2,,16,18
91,1,1:58.0,G. Henderson makes free throw 2 of 2,,17,18
92,1,1:40.0,,D. Harris misses 2-pt jump shot from 4 ft (block by C. Randle),17,18
93,1,1:38.0,Defensive rebound by S. Rodríguez,,17,18
94,1,1:25.0,Turnover by D. Šarić (traveling),,17,18
95,1,1:25.0,E. İlyasova enters the game for D. Šarić,,17,18
96,1,1:16.0,,Y. Ferrell misses 2-pt jump shot from 18 ft,17,18
97,1,1:13.0,,Offensive rebound by S. Mejri,17,18
98,1,1:13.0,,S. Mejri makes 2-pt dunk at rim,17,20
99,1,1:09.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,20,20
100,1,0:47.0,,D. Harris misses 2-pt jump shot from 5 ft,20,20
101,1,0:44.0,Defensive rebound by C. Randle,,20,20
102,1,0:39.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),,23,20
103,1,0:29.0,,Y. Ferrell misses 2-pt layup from 1 ft,23,20
104,1,0:28.0,,Offensive rebound by S. Mejri,23,20
105,1,0:25.0,,Personal foul by N. Noel (drawn by S. Mejri),23,20
106,1,0:25.0,J. Okafor enters the game for N. Noel,,23,20
107,1,0:25.0,Violation by Team (jump ball),,23,20
108,1,0:15.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,23,20
109,1,0:14.0,Defensive rebound by E. İlyasova,,23,20
110,1,0:02.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,23,20
111,1,0:00.0,Offensive rebound by G. Henderson,,23,20
112,2,11:47.0,S. Rodríguez makes 2-pt layup from 1 ft,,25,20
113,2,11:29.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,25,20
114,2,11:27.0,Defensive rebound by E. İlyasova,,25,20
115,2,11:18.0,J. Okafor makes 2-pt jump shot from 5 ft (assist by D. Šarić),,27,20
116,2,11:04.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Powell),27,22
117,2,10:56.0,Personal foul by D. Powell (drawn by J. Okafor),,27,22
118,2,10:47.0,G. Henderson makes 2-pt jump shot from 8 ft (assist by J. Okafor),,29,22
119,2,10:20.0,,D. Powell misses 2-pt jump shot from 10 ft,29,22
120,2,10:19.0,Defensive rebound by J. Okafor,,29,22
121,2,10:04.0,Turnover by D. Šarić (bad pass; steal by S. Curry),,29,22
122,2,10:00.0,,Shooting block foul by G. Henderson (drawn by D. Finney-Smith),29,22
123,2,10:00.0,,D. Finney-Smith makes free throw 1 of 2,29,23
124,2,10:00.0,,D. Finney-Smith makes free throw 2 of 2,29,24
125,2,9:48.0,J. Okafor makes 2-pt layup at rim (assist by S. Rodríguez),,31,24
126,2,9:25.0,,D. Powell misses 2-pt jump shot from 18 ft,31,24
127,2,9:24.0,Defensive rebound by E. İlyasova,,31,24
128,2,9:17.0,Shooting foul by D. Finney-Smith (drawn by E. İlyasova),,31,24
129,2,9:17.0,E. İlyasova makes free throw 1 of 2,,32,24
130,2,9:17.0,,W. Matthews enters the game for D. Finney-Smith,32,24
131,2,9:17.0,,H. Barnes enters the game for D. Powell,32,24
132,2,9:17.0,N. Stauskas enters the game for G. Henderson,,32,24
133,2,9:17.0,E. İlyasova makes free throw 2 of 2,,33,24
134,2,8:59.0,,Y. Ferrell makes 2-pt layup from 1 ft (assist by S. Curry),33,26
135,2,8:59.0,,Shooting foul by S. Rodríguez (drawn by Y. Ferrell),33,26
136,2,8:59.0,Official timeout,,33,26
137,2,8:59.0,,D. Harris enters the game for D. Nowitzki,33,26
138,2,8:59.0,,S. Mejri enters the game for S. Curry,33,26
139,2,8:59.0,,Y. Ferrell makes free throw 1 of 1,33,27
140,2,8:39.0,D. Šarić misses 2-pt jump shot from 7 ft,,33,27
141,2,8:38.0,,Defensive rebound by S. Mejri,33,27
142,2,8:29.0,,Personal foul by N. Stauskas (drawn by S. Mejri),33,27
143,2,8:29.0,T. McConnell enters the game for S. Rodríguez,,33,27
144,2,8:29.0,T. Luwawu-Cabarrot enters the game for D. Šarić,,33,27
145,2,8:20.0,,Shooting block foul by T. Luwawu-Cabarrot (drawn by W. Matthews),33,27
146,2,8:20.0,,W. Matthews makes free throw 1 of 2,33,28
147,2,8:20.0,,S. Curry enters the game for Y. Ferrell,33,28
148,2,8:20.0,,W. Matthews makes free throw 2 of 2,33,29
149,2,8:06.0,N. Stauskas misses 3-pt jump shot from 23 ft,,33,29
150,2,8:05.0,,Defensive rebound by S. Mejri,33,29
151,2,7:49.0,,W. Matthews makes 2-pt layup from 1 ft,33,31
152,2,7:34.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by S. Curry),,33,31
153,2,7:28.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Harris),33,34
154,2,7:14.0,J. Okafor misses 2-pt layup from 2 ft (block by S. Mejri),,33,34
155,2,7:14.0,Offensive rebound by Team,,33,34
156,2,7:09.0,J. Okafor makes 2-pt layup from 1 ft,,35,34
157,2,7:09.0,Shooting foul by S. Mejri (drawn by J. Okafor),,35,34
158,2,7:09.0,J. Okafor misses free throw 1 of 1,,35,34
159,2,7:08.0,,Defensive rebound by S. Mejri,35,34
160,2,6:52.0,,Loose ball foul by H. Barnes (drawn by E. İlyasova),35,34
161,2,6:52.0,,Turnover by H. Barnes (offensive foul),35,34
162,2,6:37.0,J. Okafor misses 2-pt jump shot from 7 ft,,35,34
163,2,6:36.0,,Defensive rebound by S. Mejri,35,34
164,2,6:24.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by S. Curry),35,37
165,2,6:14.0,Personal foul by S. Curry,,35,37
166,2,6:14.0,T. McConnell makes free throw 1 of 2,,36,37
167,2,6:14.0,T. McConnell makes free throw 2 of 2,,37,37
168,2,6:03.0,,S. Curry makes 3-pt jump shot from 24 ft,37,40
169,2,6:02.0,Philadelphia full timeout,,37,40
170,2,5:52.0,T. McConnell misses 2-pt jump shot from 10 ft,,37,40
171,2,5:51.0,,Defensive rebound by S. Mejri,37,40
172,2,5:38.0,,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),37,42
173,2,5:26.0,Personal foul by D. Harris (drawn by E. İlyasova),,37,42
174,2,5:26.0,E. İlyasova makes free throw 1 of 2,,38,42
175,2,5:26.0,,Y. Ferrell enters the game for S. Curry,38,42
176,2,5:26.0,,D. Finney-Smith enters the game for D. Harris,38,42
177,2,5:26.0,N. Noel enters the game for J. Okafor,,38,42
178,2,5:26.0,E. İlyasova makes free throw 2 of 2,,39,42
179,2,5:08.0,,W. Matthews misses 2-pt jump shot from 19 ft,39,42
180,2,5:07.0,,Offensive rebound by S. Mejri,39,42
181,2,5:04.0,,W. Matthews misses 3-pt jump shot from 26 ft,39,42
182,2,5:03.0,,Offensive rebound by Y. Ferrell,39,42
183,2,4:54.0,,Turnover by W. Matthews (bad pass; steal by T. McConnell),39,42
184,2,4:40.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,41,42
185,2,4:40.0,,Dallas full timeout,41,42
186,2,4:40.0,,S. Curry enters the game for S. Mejri,41,42
187,2,4:40.0,,D. Nowitzki enters the game for D. Finney-Smith,41,42
188,2,4:40.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,41,42
189,2,4:16.0,,H. Barnes makes 2-pt jump shot from 15 ft (assist by D. Nowitzki),41,44
190,2,3:51.0,E. İlyasova misses 3-pt jump shot from 25 ft,,41,44
191,2,3:50.0,,Defensive rebound by H. Barnes,41,44
192,2,3:41.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,41,44
193,2,3:40.0,Defensive rebound by N. Stauskas,,41,44
194,2,3:26.0,Turnover by T. McConnell (bad pass; steal by D. Nowitzki),,41,44
195,2,3:16.0,,Turnover by D. Nowitzki (bad pass),41,44
196,2,3:03.0,N. Noel misses 2-pt jump shot from 17 ft,,41,44
197,2,3:02.0,,Defensive rebound by W. Matthews,41,44
198,2,2:46.0,,S. Curry makes 2-pt layup from 2 ft,41,46
199,2,2:46.0,Philadelphia full timeout,,41,46
200,2,2:31.0,N. Noel misses 2-pt layup from 1 ft,,41,46
201,2,2:30.0,,Defensive rebound by Y. Ferrell,41,46
202,2,2:17.0,,H. Barnes makes 2-pt layup at rim (assist by S. Curry),41,48
203,2,2:01.0,G. Henderson misses 2-pt jump shot from 15 ft,,41,48
204,2,2:00.0,,Defensive rebound by H. Barnes,41,48
205,2,1:44.0,,H. Barnes makes 2-pt jump shot from 5 ft,41,50
206,2,1:24.0,T. McConnell misses 2-pt jump shot from 10 ft,,41,50
207,2,1:23.0,,Defensive rebound by Y. Ferrell,41,50
208,2,1:14.0,,Y. Ferrell misses 2-pt jump shot from 15 ft,41,50
209,2,1:13.0,Defensive rebound by N. Noel,,41,50
210,2,1:01.0,T. McConnell misses 2-pt jump shot from 7 ft,,41,50
211,2,1:00.0,Offensive rebound by N. Noel,,41,50
212,2,1:00.0,N. Noel makes 2-pt layup from 1 ft,,43,50
213,2,0:47.0,,S. Curry misses 3-pt jump shot from 25 ft,43,50
214,2,0:45.0,Defensive rebound by E. İlyasova,,43,50
215,2,0:38.0,E. İlyasova makes 2-pt jump shot from 22 ft (assist by G. Henderson),,45,50
216,2,0:31.0,,Turnover by Y. Ferrell (bad pass; steal by N. Noel),45,50
217,2,0:28.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,47,50
218,2,0:10.0,,S. Curry misses 3-pt jump shot from 23 ft,47,50
219,2,0:09.0,Defensive rebound by E. İlyasova,,47,50
220,2,0:01.0,Turnover by G. Henderson (bad pass; steal by H. Barnes),,47,50
221,3,11:42.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by S. Curry),,47,50
222,3,11:34.0,,H. Barnes makes 2-pt dunk at rim (assist by Y. Ferrell),47,52
223,3,11:19.0,J. Okafor misses 2-pt layup from 1 ft (block by Y. Ferrell),,47,52
224,3,11:17.0,,Defensive rebound by S. Curry,47,52
225,3,11:08.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,47,52
226,3,11:07.0,Defensive rebound by T. Luwawu-Cabarrot,,47,52
227,3,10:58.0,J. Okafor misses 2-pt hook shot from 4 ft,,47,52
228,3,10:56.0,,Defensive rebound by D. Nowitzki,47,52
229,3,10:32.0,,H. Barnes misses 2-pt jump shot from 21 ft,47,52
230,3,10:31.0,Defensive rebound by N. Stauskas,,47,52
231,3,10:21.0,N. Stauskas misses 3-pt jump shot from 25 ft,,47,52
232,3,10:20.0,,Defensive rebound by D. Nowitzki,47,52
233,3,10:09.0,,S. Curry misses 3-pt jump shot from 23 ft,47,52
234,3,10:08.0,Defensive rebound by T. Luwawu-Cabarrot,,47,52
235,3,9:56.0,Shooting foul by D. Nowitzki (drawn by J. Okafor),,47,52
236,3,9:56.0,J. Okafor misses free throw 1 of 2,,47,52
237,3,9:56.0,Offensive rebound by Team,,47,52
238,3,9:56.0,J. Okafor makes free throw 2 of 2,,48,52
239,3,9:39.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by S. Curry),48,54
240,3,9:29.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,51,54
241,3,9:06.0,,S. Curry misses 2-pt jump shot from 15 ft,51,54
242,3,9:05.0,,Offensive rebound by H. Barnes,51,54
243,3,8:46.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),51,57
244,3,8:29.0,Shooting foul by W. Matthews (drawn by N. Stauskas),,51,57
245,3,8:29.0,N. Stauskas makes free throw 1 of 2,,52,57
246,3,8:29.0,N. Stauskas makes free throw 2 of 2,,53,57
247,3,8:16.0,,S. Curry makes 2-pt jump shot from 9 ft,53,59
248,3,8:02.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,53,59
249,3,8:02.0,,Defensive rebound by H. Barnes,53,59
250,3,7:42.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,53,59
251,3,7:41.0,,Offensive rebound by S. Curry,53,59
252,3,7:36.0,,Shooting foul by J. Okafor (drawn by S. Curry),53,59
253,3,7:36.0,,S. Curry misses free throw 1 of 2,53,59
254,3,7:36.0,,Offensive rebound by Team,53,59
255,3,7:36.0,,S. Mejri enters the game for D. Nowitzki,53,59
256,3,7:36.0,G. Henderson enters the game for N. Stauskas,,53,59
257,3,7:36.0,,S. Curry makes free throw 2 of 2,53,60
258,3,7:28.0,,Violation by S. Mejri (kicked ball),53,60
259,3,7:28.0,,D. Harris enters the game for Y. Ferrell,53,60
260,3,7:12.0,Personal foul by D. Harris (drawn by J. Okafor),,53,60
261,3,7:12.0,N. Noel enters the game for J. Okafor,,53,60
262,3,7:04.0,Shooting foul by W. Matthews (drawn by G. Henderson),,53,60
263,3,7:04.0,G. Henderson makes free throw 1 of 2,,54,60
264,3,7:04.0,D. Šarić enters the game for E. İlyasova,,54,60
265,3,7:04.0,G. Henderson makes free throw 2 of 2,,55,60
266,3,6:47.0,,W. Matthews misses 3-pt jump shot from 25 ft,55,60
267,3,6:46.0,,Offensive rebound by S. Mejri,55,60
268,3,6:40.0,,Turnover by S. Mejri (bad pass; steal by G. Henderson),55,60
269,3,6:36.0,N. Noel makes 2-pt dunk at rim (assist by G. Henderson),,57,60
270,3,6:36.0,,Dallas full timeout,57,60
271,3,6:17.0,,S. Curry makes 2-pt jump shot from 4 ft (assist by H. Barnes),57,62
272,3,6:08.0,G. Henderson misses 2-pt jump shot from 6 ft,,57,62
273,3,6:07.0,,Defensive rebound by S. Mejri,57,62
274,3,5:58.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Harris),57,62
275,3,5:51.0,,H. Barnes misses 2-pt jump shot from 12 ft,57,62
276,3,5:50.0,Defensive rebound by D. Šarić,,57,62
277,3,5:38.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. McConnell),,60,62
278,3,5:23.0,,H. Barnes misses 2-pt jump shot from 18 ft,60,62
279,3,5:21.0,Defensive rebound by T. McConnell,,60,62
280,3,5:06.0,D. Šarić misses 2-pt hook shot from 4 ft,,60,62
281,3,5:05.0,,Defensive rebound by S. Curry,60,62
282,3,5:02.0,,Shooting block foul by T. Luwawu-Cabarrot (drawn by D. Harris),60,62
283,3,5:02.0,,D. Harris makes free throw 1 of 2,60,63
284,3,5:02.0,,Y. Ferrell enters the game for S. Curry,60,63
285,3,5:02.0,,D. Nowitzki enters the game for S. Mejri,60,63
286,3,5:02.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,60,63
287,3,5:02.0,,D. Harris makes free throw 2 of 2,60,64
288,3,4:40.0,G. Henderson misses 2-pt jump shot from 11 ft,,60,64
289,3,4:39.0,,Defensive rebound by D. Harris,60,64
290,3,4:23.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),60,66
291,3,4:07.0,D. Šarić makes 2-pt layup from 1 ft,,62,66
292,3,3:48.0,,Y. Ferrell makes 2-pt layup from 2 ft,62,68
293,3,3:32.0,Turnover by N. Noel (traveling),,62,68
294,3,3:09.0,,H. Barnes misses 3-pt jump shot from 24 ft,62,68
295,3,3:08.0,Defensive rebound by T. McConnell,,62,68
296,3,3:03.0,T. McConnell makes 2-pt jump shot from 13 ft,,64,68
297,3,2:54.0,,Dallas full timeout,64,68
298,3,2:54.0,Philadelphia full timeout,,64,68
299,3,2:54.0,,D. Powell enters the game for H. Barnes,64,68
300,3,2:54.0,S. Rodríguez enters the game for T. McConnell,,64,68
301,3,2:36.0,,D. Harris makes 3-pt jump shot from 28 ft (assist by D. Nowitzki),64,71
302,3,2:23.0,Shooting block foul by D. Powell (drawn by D. Šarić),,64,71
303,3,2:23.0,D. Šarić makes free throw 1 of 2,,65,71
304,3,2:23.0,D. Šarić misses free throw 2 of 2,,65,71
305,3,2:23.0,J. Okafor enters the game for N. Noel,,65,71
306,3,2:22.0,,Defensive rebound by D. Powell,65,71
307,3,2:03.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),65,74
308,3,1:46.0,N. Stauskas makes 2-pt dunk at rim (assist by S. Rodríguez),,67,74
309,3,1:33.0,,Shooting foul by J. Okafor (drawn by Y. Ferrell),67,74
310,3,1:33.0,,Y. Ferrell makes free throw 1 of 2,67,75
311,3,1:33.0,E. İlyasova enters the game for G. Henderson,,67,75
312,3,1:33.0,,S. Mejri enters the game for D. Powell,67,75
313,3,1:33.0,,Y. Ferrell makes free throw 2 of 2,67,76
314,3,1:19.0,J. Okafor misses 2-pt jump shot from 5 ft,,67,76
315,3,1:17.0,Offensive rebound by D. Šarić,,67,76
316,3,1:17.0,D. Šarić makes 2-pt layup from 2 ft,,69,76
317,3,1:02.0,,Y. Ferrell misses 2-pt layup from 1 ft,69,76
318,3,1:00.0,Defensive rebound by S. Rodríguez,,69,76
319,3,0:47.0,Turnover by E. İlyasova (bad pass; steal by S. Mejri),,69,76
320,3,0:34.0,,Shooting block foul by N. Stauskas (drawn by D. Harris),69,76
321,3,0:34.0,,D. Harris makes free throw 1 of 3,69,77
322,3,0:34.0,,D. Harris makes free throw 2 of 3,69,78
323,3,0:34.0,,H. Barnes enters the game for D. Nowitzki,69,78
324,3,0:34.0,,D. Harris makes free throw 3 of 3,69,79
325,3,0:28.0,,Offensive charge foul by J. Okafor (drawn by S. Mejri),69,79
326,3,0:28.0,Turnover by J. Okafor (offensive foul),,69,79
327,3,0:09.0,,Y. Ferrell makes 2-pt jump shot from 19 ft,69,81
328,3,0:00.0,S. Rodríguez misses 2-pt jump shot from 13 ft,,69,81
329,3,0:00.0,Offensive rebound by Team,,69,81
330,4,11:35.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,69,81
331,4,11:34.0,Defensive rebound by D. Šarić,,69,81
332,4,11:22.0,D. Šarić misses 3-pt jump shot from 26 ft,,69,81
333,4,11:21.0,,Defensive rebound by Team,69,81
334,4,11:04.0,,S. Mejri makes 2-pt dunk at rim (assist by S. Curry),69,83
335,4,10:49.0,S. Rodríguez misses 3-pt jump shot from 24 ft,,69,83
336,4,10:48.0,Offensive rebound by D. Šarić,,69,83
337,4,10:43.0,D. Šarić misses 2-pt layup from 2 ft (block by D. Finney-Smith),,69,83
338,4,10:41.0,Offensive rebound by E. İlyasova,,69,83
339,4,10:40.0,E. İlyasova misses 2-pt layup from 1 ft,,69,83
340,4,10:39.0,,Defensive rebound by S. Mejri,69,83
341,4,10:25.0,,S. Curry misses 3-pt jump shot from 24 ft,69,83
342,4,10:24.0,,Offensive rebound by S. Mejri,69,83
343,4,10:24.0,,S. Mejri makes 2-pt dunk at rim,69,85
344,4,10:24.0,Philadelphia full timeout,,69,85
345,4,10:12.0,Shooting foul by S. Mejri (drawn by J. Okafor),,69,85
346,4,10:12.0,J. Okafor misses free throw 1 of 2,,69,85
347,4,10:12.0,Offensive rebound by Team,,69,85
348,4,10:12.0,J. Okafor makes free throw 2 of 2,,70,85
349,4,10:01.0,,S. Mejri makes 2-pt dunk at rim (assist by Y. Ferrell),70,87
350,4,9:46.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,70,87
351,4,9:45.0,,Defensive rebound by S. Mejri,70,87
352,4,9:33.0,,Shooting foul by N. Stauskas (drawn by S. Curry),70,87
353,4,9:33.0,,S. Curry makes free throw 1 of 2,70,88
354,4,9:33.0,T. McConnell enters the game for S. Rodríguez,,70,88
355,4,9:33.0,G. Henderson enters the game for D. Šarić,,70,88
356,4,9:33.0,,S. Curry makes free throw 2 of 2,70,89
357,4,9:22.0,J. Okafor makes 2-pt dunk at rim (assist by N. Stauskas),,72,89
358,4,8:57.0,,S. Mejri makes 2-pt dunk at rim,72,91
359,4,8:41.0,E. İlyasova misses 3-pt jump shot from 24 ft,,72,91
360,4,8:40.0,,Defensive rebound by D. Nowitzki,72,91
361,4,8:33.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,72,91
362,4,8:33.0,Defensive rebound by E. İlyasova,,72,91
363,4,8:26.0,E. İlyasova misses 3-pt jump shot from 25 ft,,72,91
364,4,8:23.0,,Defensive rebound by D. Finney-Smith,72,91
365,4,8:13.0,,Y. Ferrell misses 2-pt jump shot from 18 ft,72,91
366,4,8:12.0,Defensive rebound by N. Stauskas,,72,91
367,4,8:01.0,J. Okafor makes 2-pt layup from 1 ft,,74,91
368,4,8:01.0,,Dallas full timeout,74,91
369,4,8:01.0,,D. Harris enters the game for D. Nowitzki,74,91
370,4,8:01.0,,H. Barnes enters the game for Y. Ferrell,74,91
371,4,8:01.0,N. Noel enters the game for J. Okafor,,74,91
372,4,7:43.0,,S. Mejri makes 2-pt dunk at rim (assist by D. Harris),74,93
373,4,7:25.0,Turnover by N. Stauskas (lost ball; steal by H. Barnes),,74,93
374,4,7:22.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Finney-Smith),74,95
375,4,7:22.0,Philadelphia full timeout,,74,95
376,4,7:22.0,,Y. Ferrell enters the game for D. Harris,74,95
377,4,7:16.0,Personal foul by H. Barnes (drawn by E. İlyasova),,74,95
378,4,7:02.0,T. McConnell makes 2-pt jump shot from 5 ft,,76,95
379,4,6:49.0,,Personal foul by E. İlyasova (drawn by H. Barnes),76,95
