,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
26,1,8:01.0,,Offensive rebound by R. Gay,8,13
27,1,7:59.0,,Turnover by R. Gay (bad pass; steal by V. Oladipo),8,13
28,1,7:54.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,10,13
29,1,7:37.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),10,15
30,1,7:20.0,A. Roberson misses 3-pt jump shot from 23 ft,,10,15
31,1,7:19.0,,Defensive rebound by D. Cousins,10,15
32,1,7:12.0,,Turnover by D. Collison (bad pass),10,15
33,1,7:12.0,J. Grant enters the game for S. Adams,,10,15
34,1,6:55.0,V. Oladipo misses 3-pt jump shot from 25 ft,,10,15
35,1,6:54.0,,Defensive rebound by A. Afflalo,10,15
36,1,6:39.0,,Turnover by D. Cousins (kicked ball),10,15
37,1,6:21.0,,Violation by D. Cousins (def goaltending),10,15
38,1,6:21.0,R. Westbrook makes 2-pt layup from 2 ft,,12,15
39,1,6:09.0,,D. Cousins misses 2-pt jump shot from 4 ft (block by A. Roberson),12,15
40,1,6:08.0,,Offensive rebound by D. Cousins,12,15
41,1,6:07.0,,Shooting foul by D. Sabonis (drawn by D. Cousins),12,15
42,1,6:07.0,,D. Cousins makes free throw 1 of 2,12,16
43,1,6:07.0,S. Adams enters the game for D. Sabonis,,12,16
44,1,6:07.0,,D. Cousins makes free throw 2 of 2,12,17
45,1,5:52.0,R. Westbrook misses 2-pt jump shot from 6 ft,,12,17
46,1,5:50.0,Offensive rebound by A. Roberson,,12,17
47,1,5:50.0,A. Roberson makes 2-pt layup from 2 ft,,14,17
48,1,5:40.0,,D. Collison misses 2-pt layup from 4 ft,14,17
49,1,5:39.0,Defensive rebound by A. Roberson,,14,17
50,1,5:36.0,Shooting foul by M. Barnes (drawn by R. Westbrook),,14,17
51,1,5:36.0,R. Westbrook makes free throw 1 of 2,,15,17
52,1,5:36.0,R. Westbrook makes free throw 2 of 2,,16,17
53,1,5:17.0,,D. Collison makes 2-pt layup from 3 ft,16,19
54,1,5:07.0,R. Westbrook misses 2-pt jump shot from 18 ft,,16,19
55,1,5:06.0,,Defensive rebound by D. Cousins,16,19
56,1,4:58.0,,R. Gay misses 2-pt jump shot from 5 ft,16,19
57,1,4:57.0,Defensive rebound by S. Adams,,16,19
58,1,4:47.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,19,19
59,1,4:32.0,,Shooting foul by S. Adams (drawn by D. Cousins),19,19
60,1,4:32.0,,D. Cousins makes free throw 1 of 2,19,20
61,1,4:32.0,A. Morrow enters the game for V. Oladipo,,19,20
62,1,4:32.0,,T. Lawson enters the game for D. Collison,19,20
63,1,4:32.0,,K. Koufos enters the game for M. Barnes,19,20
64,1,4:32.0,,D. Cousins makes free throw 2 of 2,19,21
65,1,4:23.0,Shooting foul by K. Koufos (drawn by R. Westbrook),,19,21
66,1,4:23.0,R. Westbrook makes free throw 1 of 2,,20,21
67,1,4:23.0,R. Westbrook makes free throw 2 of 2,,21,21
68,1,3:58.0,,D. Cousins misses 3-pt jump shot from 27 ft,21,21
69,1,3:57.0,Defensive rebound by R. Westbrook,,21,21
70,1,3:53.0,E. Freedom enters the game for J. Grant,,21,21
71,1,3:48.0,A. Morrow misses 2-pt jump shot from 22 ft,,21,21
72,1,3:45.0,,Defensive rebound by R. Gay,21,21
73,1,3:36.0,,D. Cousins misses 2-pt layup from 2 ft,21,21
74,1,3:35.0,Defensive rebound by E. Freedom,,21,21
75,1,3:31.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,23,21
76,1,3:25.0,,Sacramento full timeout,23,21
77,1,3:25.0,,B. McLemore enters the game for R. Gay,23,21
78,1,3:15.0,,D. Cousins makes 2-pt layup from 4 ft (assist by T. Lawson),23,23
79,1,3:02.0,R. Westbrook misses 3-pt jump shot from 25 ft,,23,23
80,1,3:01.0,,Defensive rebound by K. Koufos,23,23
81,1,2:46.0,,D. Cousins misses 2-pt layup from 3 ft (block by S. Adams),23,23
82,1,2:46.0,Defensive rebound by Team,,23,23
83,1,2:46.0,V. Oladipo enters the game for R. Westbrook,,23,23
84,1,2:22.0,V. Oladipo makes 2-pt jump shot from 19 ft,,25,23
85,1,2:08.0,,K. Koufos makes 2-pt dunk at rim (assist by T. Lawson),25,25
86,1,1:55.0,E. Freedom misses 3-pt jump shot from 24 ft,,25,25
87,1,1:54.0,,Defensive rebound by K. Koufos,25,25
88,1,1:45.0,,B. McLemore misses 2-pt layup from 5 ft (block by S. Adams),25,25
89,1,1:43.0,Defensive rebound by A. Roberson,,25,25
90,1,1:24.0,A. Roberson misses 3-pt jump shot from 25 ft,,25,25
91,1,1:22.0,,Defensive rebound by D. Cousins,25,25
92,1,1:02.0,,B. McLemore makes 2-pt jump shot from 20 ft (assist by A. Afflalo),25,27
93,1,0:45.0,Shooting foul by A. Afflalo (drawn by A. Morrow),,25,27
94,1,0:45.0,A. Morrow makes free throw 1 of 2,,26,27
95,1,0:45.0,J. Grant enters the game for A. Roberson,,26,27
96,1,0:45.0,,G. Temple enters the game for A. Afflalo,26,27
97,1,0:45.0,A. Morrow makes free throw 2 of 2,,27,27
98,1,0:25.0,,T. Lawson misses 2-pt layup from 2 ft,27,27
99,1,0:23.0,,Offensive rebound by K. Koufos,27,27
100,1,0:23.0,,K. Koufos misses 2-pt layup from 2 ft,27,27
101,1,0:22.0,Defensive rebound by S. Adams,,27,27
102,1,0:04.0,V. Oladipo misses 2-pt jump shot from 22 ft,,27,27
103,1,0:03.0,,Defensive rebound by D. Cousins,27,27
104,1,0:00.0,,D. Cousins misses 3-pt jump shot from 40 ft,27,27
105,1,0:00.0,,Offensive rebound by Team,27,27
106,2,11:45.0,,B. McLemore misses 3-pt jump shot from 24 ft,27,27
107,2,11:45.0,Defensive rebound by J. Grant,,27,27
108,2,11:43.0,Turnover by V. Oladipo (lost ball),,27,27
109,2,11:32.0,,M. Barnes misses 3-pt jump shot from 25 ft,27,27
110,2,11:31.0,,Offensive rebound by K. Koufos,27,27
111,2,11:31.0,,K. Koufos makes 2-pt layup from 1 ft,27,29
112,2,11:21.0,Turnover by Á. Abrines (step out of bounds),,27,29
113,2,11:11.0,,G. Temple misses 3-pt jump shot from 24 ft,27,29
114,2,11:10.0,Defensive rebound by V. Oladipo,,27,29
115,2,10:56.0,Á. Abrines misses 3-pt jump shot from 25 ft,,27,29
116,2,10:55.0,,Defensive rebound by K. Koufos,27,29
117,2,10:44.0,,K. Koufos makes 2-pt layup from 3 ft (assist by M. Barnes),27,31
118,2,10:44.0,Oklahoma City full timeout,,27,31
119,2,10:26.0,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,30,31
120,2,10:06.0,,G. Temple misses 3-pt jump shot from 24 ft,30,31
121,2,10:05.0,Defensive rebound by J. Grant,,30,31
122,2,10:00.0,Turnover by J. Lauvergne (lost ball; steal by K. Koufos),,30,31
123,2,9:49.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by G. Temple),30,34
124,2,9:36.0,Turnover by J. Lauvergne (lost ball; steal by G. Temple),,30,34
125,2,9:32.0,,B. McLemore makes 2-pt layup from 3 ft (assist by M. Barnes),30,36
126,2,9:32.0,Oklahoma City full timeout,,30,36
127,2,9:32.0,R. Westbrook enters the game for E. Freedom,,30,36
128,2,9:32.0,S. Adams enters the game for Á. Abrines,,30,36
129,2,9:32.0,A. Roberson enters the game for J. Lauvergne,,30,36
130,2,9:16.0,J. Grant misses 3-pt jump shot from 25 ft,,30,36
131,2,9:14.0,,Defensive rebound by K. Koufos,30,36
132,2,8:59.0,,Turnover by T. Lawson (bad pass; steal by A. Roberson),30,36
133,2,8:55.0,Turnover by R. Westbrook (lost ball; steal by G. Temple),,30,36
134,2,8:50.0,,G. Temple misses 2-pt layup from 4 ft,30,36
135,2,8:49.0,,Offensive rebound by T. Lawson,30,36
136,2,8:42.0,,Personal foul by J. Grant (drawn by T. Lawson),30,36
137,2,8:42.0,A. Morrow enters the game for V. Oladipo,,30,36
138,2,8:32.0,,B. McLemore misses 2-pt jump shot from 15 ft,30,36
139,2,8:31.0,Defensive rebound by R. Westbrook,,30,36
140,2,8:25.0,A. Morrow misses 3-pt jump shot from 24 ft,,30,36
141,2,8:24.0,,Defensive rebound by T. Lawson,30,36
142,2,8:18.0,,B. McLemore makes 2-pt layup from 3 ft (assist by T. Lawson),30,38
143,2,8:04.0,R. Westbrook misses 2-pt jump shot from 19 ft,,30,38
144,2,8:04.0,,Defensive rebound by T. Lawson,30,38
145,2,7:57.0,,T. Lawson makes 2-pt layup from 2 ft,30,40
146,2,7:46.0,Shooting foul by K. Koufos (drawn by R. Westbrook),,30,40
147,2,7:46.0,R. Westbrook makes free throw 1 of 2,,31,40
148,2,7:46.0,R. Westbrook makes free throw 2 of 2,,32,40
149,2,7:23.0,,Shooting foul by A. Roberson (drawn by T. Lawson),32,40
150,2,7:23.0,,T. Lawson makes free throw 1 of 2,32,41
151,2,7:23.0,,D. Cousins enters the game for K. Koufos,32,41
152,2,7:23.0,,T. Lawson makes free throw 2 of 2,32,42
153,2,7:13.0,A. Morrow misses 2-pt jump shot from 16 ft,,32,42
154,2,7:12.0,,Defensive rebound by B. McLemore,32,42
155,2,6:56.0,,B. McLemore misses 2-pt hook shot from 5 ft,32,42
156,2,6:55.0,Defensive rebound by R. Westbrook,,32,42
157,2,6:52.0,Shooting foul by T. Lawson (drawn by J. Grant),,32,42
158,2,6:52.0,J. Grant misses free throw 1 of 2,,32,42
159,2,6:52.0,Offensive rebound by Team,,32,42
160,2,6:52.0,J. Grant misses free throw 2 of 2,,32,42
161,2,6:50.0,,Defensive rebound by Team,32,42
162,2,6:43.0,,Personal foul by S. Adams (drawn by D. Cousins),32,42
163,2,6:43.0,J. Lauvergne enters the game for J. Grant,,32,42
164,2,6:33.0,,G. Temple makes 2-pt layup from 2 ft (assist by M. Barnes),32,44
165,2,6:23.0,Shooting foul by G. Temple (drawn by R. Westbrook),,32,44
166,2,6:23.0,R. Westbrook makes free throw 1 of 2,,33,44
167,2,6:23.0,R. Westbrook makes free throw 2 of 2,,34,44
168,2,6:04.0,,M. Barnes misses 3-pt jump shot from 25 ft,34,44
169,2,6:03.0,,Offensive rebound by D. Cousins,34,44
170,2,6:00.0,,D. Cousins makes 2-pt jump shot from 3 ft,34,46
171,2,5:44.0,Personal foul by T. Lawson (drawn by A. Morrow),,34,46
172,2,5:44.0,Official timeout,,34,46
173,2,5:44.0,V. Oladipo enters the game for S. Adams,,34,46
174,2,5:44.0,E. Freedom enters the game for A. Morrow,,34,46
175,2,5:44.0,,R. Gay enters the game for T. Lawson,34,46
176,2,5:44.0,,D. Collison enters the game for B. McLemore,34,46
177,2,5:40.0,R. Westbrook misses 2-pt jump shot from 20 ft,,34,46
178,2,5:38.0,,Defensive rebound by M. Barnes,34,46
179,2,5:30.0,,Turnover by M. Barnes (bad pass),34,46
180,2,5:05.0,R. Westbrook misses 3-pt jump shot from 25 ft,,34,46
181,2,5:05.0,,Defensive rebound by D. Cousins,34,46
182,2,4:52.0,,Turnover by D. Collison (lost ball; steal by R. Westbrook),34,46
183,2,4:50.0,Shooting foul by M. Barnes (drawn by V. Oladipo),,34,46
184,2,4:50.0,V. Oladipo misses free throw 1 of 2,,34,46
185,2,4:50.0,Offensive rebound by Team,,34,46
186,2,4:50.0,,A. Afflalo enters the game for G. Temple,34,46
187,2,4:50.0,V. Oladipo makes free throw 2 of 2,,35,46
188,2,4:46.0,,Sacramento full timeout,35,46
189,2,4:31.0,,D. Cousins makes 2-pt jump shot from 6 ft,35,48
190,2,4:08.0,E. Freedom makes 2-pt jump shot from 13 ft,,37,48
191,2,3:50.0,,Turnover by D. Cousins (lost ball; steal by R. Westbrook),37,48
192,2,3:46.0,R. Westbrook misses 2-pt dunk at rim,,37,48
193,2,3:44.0,Offensive rebound by J. Lauvergne,,37,48
194,2,3:42.0,J. Lauvergne misses 2-pt jump shot from 11 ft,,37,48
195,2,3:40.0,Offensive rebound by E. Freedom,,37,48
196,2,3:40.0,E. Freedom misses 2-pt layup from 2 ft,,37,48
197,2,3:39.0,,Defensive rebound by Team,37,48
198,2,3:39.0,J. Grant enters the game for J. Lauvergne,,37,48
199,2,3:15.0,,D. Collison misses 3-pt jump shot from 25 ft,37,48
200,2,3:14.0,,Offensive rebound by M. Barnes,37,48
201,2,3:07.0,,R. Gay misses 3-pt jump shot from 26 ft,37,48
202,2,3:07.0,Defensive rebound by E. Freedom,,37,48
203,2,2:44.0,E. Freedom makes 2-pt layup from 3 ft,,39,48
204,2,2:30.0,,A. Afflalo misses 2-pt jump shot from 5 ft (block by V. Oladipo),39,48
205,2,2:30.0,,Offensive rebound by Team,39,48
206,2,2:27.0,,D. Cousins misses 2-pt jump shot from 6 ft,39,48
207,2,2:27.0,Defensive rebound by Team,,39,48
208,2,2:27.0,,Loose ball foul by D. Cousins (drawn by E. Freedom),39,48
209,2,2:27.0,E. Freedom makes free throw 1 of 2,,40,48
210,2,2:27.0,E. Freedom makes free throw 2 of 2,,41,48
211,2,2:16.0,,Personal block foul by J. Grant (drawn by R. Gay),41,48
212,2,2:05.0,,D. Cousins misses 2-pt jump shot from 21 ft,41,48
213,2,2:04.0,Defensive rebound by A. Roberson,,41,48
214,2,2:01.0,Shooting foul by D. Cousins (drawn by A. Roberson),,41,48
215,2,2:01.0,A. Roberson misses free throw 1 of 2,,41,48
216,2,2:01.0,Offensive rebound by Team,,41,48
217,2,2:01.0,,G. Temple enters the game for M. Barnes,41,48
218,2,2:01.0,A. Roberson makes free throw 2 of 2,,42,48
219,2,1:42.0,,G. Temple misses 3-pt jump shot from 26 ft,42,48
220,2,1:42.0,Defensive rebound by A. Roberson,,42,48
221,2,1:33.0,E. Freedom misses 2-pt jump shot from 5 ft,,42,48
222,2,1:32.0,,Defensive rebound by R. Gay,42,48
223,2,1:25.0,,Shooting foul by E. Freedom (drawn by D. Cousins),42,48
224,2,1:25.0,,D. Cousins misses free throw 1 of 2,42,48
225,2,1:25.0,,Offensive rebound by Team,42,48
226,2,1:25.0,,D. Cousins makes free throw 2 of 2,42,49
227,2,1:14.0,R. Westbrook makes 2-pt layup from 3 ft,,44,49
228,2,1:00.0,,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),44,51
229,2,0:47.0,E. Freedom misses 2-pt jump shot from 17 ft,,44,51
230,2,0:47.0,Offensive rebound by R. Westbrook,,44,51
231,2,0:44.0,Shooting foul by R. Gay (drawn by R. Westbrook),,44,51
232,2,0:44.0,R. Westbrook misses free throw 1 of 2,,44,51
233,2,0:44.0,Offensive rebound by Team,,44,51
234,2,0:44.0,R. Westbrook makes free throw 2 of 2,,45,51
235,2,0:25.0,,D. Cousins misses 2-pt jump shot from 19 ft,45,51
236,2,0:24.0,,Offensive rebound by G. Temple,45,51
237,2,0:21.0,,G. Temple misses 2-pt layup from 3 ft,45,51
238,2,0:20.0,Defensive rebound by V. Oladipo,,45,51
239,2,0:04.0,R. Westbrook makes 3-pt jump shot from 25 ft,,48,51
240,2,0:00.0,,D. Collison misses 3-pt jump shot from 30 ft,48,51
241,2,0:00.0,,Offensive rebound by Team,48,51
242,3,11:44.0,,A. Afflalo makes 2-pt jump shot from 19 ft (assist by R. Gay),48,53
243,3,11:44.0,,Shooting foul by V. Oladipo (drawn by A. Afflalo),48,53
244,3,11:44.0,,A. Afflalo makes free throw 1 of 1,48,54
245,3,11:29.0,S. Adams makes 2-pt hook shot from 8 ft (assist by D. Sabonis),,50,54
246,3,11:16.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by A. Afflalo),50,57
247,3,11:16.0,Oklahoma City full timeout,,50,57
248,3,11:02.0,A. Roberson makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,53,57
249,3,10:43.0,,D. Cousins makes 2-pt jump shot from 5 ft (assist by A. Afflalo),53,59
250,3,10:26.0,D. Sabonis makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,55,59
251,3,10:06.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Gay),55,62
252,3,9:54.0,R. Westbrook misses 2-pt jump shot from 14 ft,,55,62
253,3,9:54.0,,Defensive rebound by M. Barnes,55,62
254,3,9:39.0,,A. Afflalo misses 3-pt jump shot from 24 ft,55,62
255,3,9:38.0,Defensive rebound by R. Westbrook,,55,62
256,3,9:34.0,V. Oladipo makes 2-pt layup from 2 ft (assist by A. Roberson),,57,62
257,3,9:11.0,,D. Cousins misses 2-pt jump shot from 18 ft,57,62
258,3,9:11.0,Defensive rebound by V. Oladipo,,57,62
259,3,9:02.0,V. Oladipo misses 2-pt jump shot from 16 ft,,57,62
260,3,9:01.0,,Defensive rebound by D. Cousins,57,62
261,3,8:48.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by A. Afflalo),57,65
262,3,8:30.0,Turnover by D. Sabonis (lost ball),,57,65
263,3,8:30.0,J. Grant enters the game for V. Oladipo,,57,65
264,3,8:17.0,,D. Collison makes 2-pt layup from 3 ft (assist by R. Gay),57,67
265,3,8:10.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,59,67
266,3,7:47.0,,M. Barnes misses 3-pt jump shot from 26 ft,59,67
267,3,7:47.0,Defensive rebound by R. Westbrook,,59,67
268,3,7:42.0,D. Sabonis makes 2-pt dunk at rim (assist by R. Westbrook),,61,67
269,3,7:24.0,,D. Cousins misses 2-pt jump shot from 4 ft,61,67
270,3,7:23.0,Defensive rebound by S. Adams,,61,67
271,3,7:17.0,R. Westbrook makes 2-pt layup from 3 ft,,63,67
272,3,7:03.0,,D. Cousins makes 2-pt layup from 1 ft,63,69
273,3,6:40.0,A. Roberson misses 3-pt jump shot from 26 ft,,63,69
274,3,6:38.0,,Defensive rebound by R. Gay,63,69
275,3,6:33.0,,Turnover by D. Collison (bad pass; steal by D. Sabonis),63,69
276,3,6:29.0,,Offensive charge foul by R. Westbrook (drawn by D. Cousins),63,69
277,3,6:29.0,Turnover by R. Westbrook (offensive foul),,63,69
278,3,6:11.0,,R. Gay makes 2-pt jump shot from 6 ft,63,71
279,3,5:51.0,S. Adams makes 2-pt hook shot from 5 ft,,65,71
280,3,5:35.0,,Turnover by R. Gay (bad pass; steal by R. Westbrook),65,71
281,3,5:30.0,J. Grant misses 2-pt jump shot from 4 ft (block by M. Barnes),,65,71
282,3,5:30.0,,Defensive rebound by Team,65,71
283,3,5:30.0,S. Christon enters the game for A. Roberson,,65,71
284,3,5:14.0,,A. Afflalo makes 2-pt jump shot from 9 ft,65,73
285,3,4:50.0,S. Adams misses 2-pt jump shot from 11 ft,,65,73
286,3,4:49.0,,Defensive rebound by Team,65,73
287,3,4:43.0,,Personal foul by S. Christon (drawn by A. Afflalo),65,73
288,3,4:43.0,,Sacramento full timeout,65,73
289,3,4:43.0,A. Morrow enters the game for D. Sabonis,,65,73
290,3,4:43.0,,G. Temple enters the game for R. Gay,65,73
291,3,4:34.0,,D. Cousins makes 2-pt hook shot from 6 ft (assist by D. Collison),65,75
292,3,4:11.0,R. Westbrook misses 3-pt jump shot from 23 ft,,65,75
293,3,4:10.0,,Defensive rebound by M. Barnes,65,75
294,3,3:59.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Cousins),65,78
295,3,3:37.0,S. Adams misses 2-pt jump shot from 9 ft,,65,78
296,3,3:37.0,,Defensive rebound by D. Cousins,65,78
297,3,3:21.0,,D. Cousins misses 2-pt jump shot from 17 ft,65,78
298,3,3:20.0,Defensive rebound by R. Westbrook,,65,78
299,3,3:16.0,Shooting foul by G. Temple (drawn by R. Westbrook),,65,78
300,3,3:16.0,R. Westbrook makes free throw 1 of 2,,66,78
301,3,3:16.0,E. Freedom enters the game for S. Adams,,66,78
302,3,3:16.0,R. Westbrook makes free throw 2 of 2,,67,78
303,3,3:01.0,,D. Cousins misses 2-pt layup from 2 ft,67,78
304,3,3:00.0,Defensive rebound by R. Westbrook,,67,78
305,3,2:53.0,A. Morrow makes 2-pt layup from 3 ft (assist by R. Westbrook),,69,78
306,3,2:53.0,,Sacramento full timeout,69,78
307,3,2:53.0,V. Oladipo enters the game for R. Westbrook,,69,78
308,3,2:44.0,,Personal foul by E. Freedom (drawn by D. Cousins),69,78
309,3,2:36.0,,D. Cousins makes 2-pt layup from 4 ft (assist by M. Barnes),69,80
310,3,2:17.0,A. Morrow misses 2-pt jump shot from 10 ft,,69,80
311,3,2:17.0,,Defensive rebound by D. Cousins,69,80
312,3,2:06.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by D. Collison),69,83
313,3,1:51.0,V. Oladipo makes 3-pt jump shot from 22 ft (assist by J. Grant),,72,83
314,3,1:33.0,,D. Cousins misses 2-pt layup from 1 ft,72,83
315,3,1:30.0,Defensive rebound by V. Oladipo,,72,83
316,3,1:23.0,A. Morrow misses 2-pt jump shot from 11 ft,,72,83
317,3,1:22.0,Offensive rebound by E. Freedom,,72,83
318,3,1:22.0,E. Freedom misses 2-pt layup from 2 ft,,72,83
319,3,1:21.0,,Defensive rebound by G. Temple,72,83
320,3,1:02.0,,A. Afflalo misses 2-pt jump shot from 12 ft,72,83
321,3,1:02.0,Defensive rebound by E. Freedom,,72,83
322,3,0:51.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by S. Christon),,75,83
323,3,0:39.0,,Personal foul by S. Christon (drawn by D. Collison),75,83
324,3,0:39.0,,T. Lawson enters the game for A. Afflalo,75,83
325,3,0:34.0,,D. Collison makes 2-pt layup from 1 ft,75,85
326,3,0:14.0,V. Oladipo misses 3-pt jump shot from 25 ft,,75,85
327,3,0:13.0,,Defensive rebound by D. Cousins,75,85
328,3,0:00.0,,D. Cousins makes 2-pt jump shot from 19 ft (assist by D. Collison),75,87
329,4,11:43.0,E. Freedom makes 2-pt hook shot from 4 ft,,77,87
330,4,11:24.0,,Turnover by T. Lawson (bad pass),77,87
331,4,11:09.0,J. Grant makes 2-pt dunk at rim (assist by E. Freedom),,79,87
332,4,10:47.0,,Shooting foul by S. Christon (drawn by D. Collison),79,87
333,4,10:47.0,,D. Collison makes free throw 1 of 2,79,88
334,4,10:47.0,A. Roberson enters the game for S. Christon,,79,88
335,4,10:47.0,,D. Collison makes free throw 2 of 2,79,89
336,4,10:29.0,V. Oladipo misses 3-pt jump shot from 24 ft,,79,89
337,4,10:28.0,,Defensive rebound by T. Lawson,79,89
338,4,10:09.0,,Turnover by D. Collison (bad pass; steal by J. Grant),79,89
339,4,10:08.0,Oklahoma City full timeout,,79,89
340,4,10:08.0,,B. McLemore enters the game for D. Collison,79,89
341,4,9:47.0,J. Grant misses 3-pt jump shot from 25 ft,,79,89
342,4,9:47.0,,Defensive rebound by K. Koufos,79,89
343,4,9:30.0,,R. Gay misses 2-pt jump shot from 19 ft,79,89
344,4,9:29.0,Defensive rebound by E. Freedom,,79,89
345,4,9:20.0,V. Oladipo misses 2-pt jump shot from 3 ft,,79,89
346,4,9:19.0,,Defensive rebound by R. Gay,79,89
347,4,9:10.0,,R. Gay makes 2-pt dunk at rim (assist by T. Lawson),79,91
348,4,8:44.0,E. Freedom misses 2-pt hook shot from 5 ft,,79,91
349,4,8:43.0,,Defensive rebound by B. McLemore,79,91
350,4,8:34.0,R. Westbrook enters the game for A. Morrow,,79,91
351,4,8:25.0,,B. McLemore misses 3-pt jump shot from 25 ft,79,91
352,4,8:25.0,Defensive rebound by R. Westbrook,,79,91
353,4,8:20.0,Shooting foul by B. McLemore (drawn by R. Westbrook),,79,91
354,4,8:20.0,R. Westbrook makes free throw 1 of 2,,80,91
355,4,8:20.0,R. Westbrook makes free throw 2 of 2,,81,91
356,4,8:05.0,,R. Gay makes 3-pt jump shot from 27 ft,81,94
357,4,7:49.0,Turnover by R. Westbrook (bad pass; steal by T. Lawson),,81,94
358,4,7:44.0,,T. Lawson makes 2-pt layup from 4 ft,81,96
359,4,7:43.0,Oklahoma City full timeout,,81,96
360,4,7:31.0,R. Westbrook misses 2-pt jump shot from 18 ft,,81,96
361,4,7:31.0,,Defensive rebound by R. Gay,81,96
362,4,7:13.0,,R. Gay misses 3-pt jump shot from 25 ft,81,96
363,4,7:12.0,Defensive rebound by R. Westbrook,,81,96
364,4,7:11.0,Personal foul by T. Lawson (drawn by R. Westbrook),,81,96
365,4,7:01.0,Shooting foul by K. Koufos (drawn by E. Freedom),,81,96
366,4,7:01.0,E. Freedom makes free throw 1 of 2,,82,96
367,4,7:01.0,E. Freedom makes free throw 2 of 2,,83,96
368,4,6:43.0,,R. Gay misses 2-pt jump shot from 5 ft,83,96
369,4,6:43.0,Defensive rebound by E. Freedom,,83,96
370,4,6:38.0,R. Westbrook makes 2-pt layup from 1 ft,,85,96
371,4,6:28.0,,T. Lawson makes 2-pt layup from 2 ft,85,98
372,4,6:20.0,R. Westbrook makes 2-pt layup from 4 ft,,87,98
373,4,6:20.0,Shooting foul by K. Koufos (drawn by R. Westbrook),,87,98
374,4,6:20.0,R. Westbrook misses free throw 1 of 1,,87,98
375,4,6:20.0,A. Morrow enters the game for J. Grant,,87,98
376,4,6:20.0,S. Adams enters the game for E. Freedom,,87,98
377,4,6:19.0,,Defensive rebound by Team,87,98
378,4,6:19.0,Loose ball foul by A. Roberson (drawn by G. Temple),,87,98
379,4,6:04.0,,B. McLemore misses 2-pt jump shot from 5 ft,87,98
380,4,6:03.0,,Offensive rebound by K. Koufos,87,98
381,4,6:03.0,,K. Koufos makes 2-pt layup from 2 ft,87,100
