,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
0,1,11:41.0,,Turnover by M. Ellis (bad pass; steal by S. Rodríguez),0,0
1,1,11:30.0,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okafor),,2,0
2,1,11:13.0,,M. Ellis makes 2-pt layup from 2 ft,2,2
3,1,10:58.0,G. Henderson misses 3-pt jump shot from 25 ft,,2,2
4,1,10:57.0,,Defensive rebound by M. Ellis,2,2
5,1,10:54.0,,Turnover by M. Ellis (bad pass),2,2
6,1,10:38.0,R. Covington misses 3-pt jump shot from 25 ft,,2,2
7,1,10:37.0,,Defensive rebound by P. George,2,2
8,1,10:27.0,,M. Turner misses 2-pt jump shot from 14 ft,2,2
9,1,10:26.0,Defensive rebound by Team,,2,2
10,1,10:14.0,J. Okafor misses 2-pt jump shot from 13 ft,,2,2
11,1,10:14.0,,Defensive rebound by P. George,2,2
12,1,10:01.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Ellis),2,5
13,1,9:38.0,J. Okafor makes 2-pt hook shot from 5 ft,,4,5
14,1,9:26.0,,P. George makes 2-pt layup from 2 ft (assist by J. Teague),4,7
15,1,9:11.0,G. Henderson makes 2-pt jump shot from 14 ft,,6,7
16,1,8:55.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by J. Teague),6,9
17,1,8:41.0,R. Covington makes 2-pt layup from 2 ft,,8,9
18,1,8:30.0,,P. George misses 2-pt layup from 2 ft (block by R. Covington),8,9
19,1,8:28.0,Defensive rebound by G. Henderson,,8,9
20,1,8:22.0,R. Covington makes 3-pt jump shot from 28 ft (assist by S. Rodríguez),,11,9
21,1,8:10.0,,P. George misses 3-pt jump shot from 27 ft,11,9
22,1,8:10.0,Defensive rebound by D. Šarić,,11,9
23,1,8:02.0,R. Holmes enters the game for J. Okafor,,11,9
24,1,7:59.0,Personal foul by P. George (drawn by G. Henderson),,11,9
25,1,7:48.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by G. Henderson),,14,9
26,1,7:30.0,,P. George makes 2-pt jump shot from 14 ft,14,11
27,1,7:23.0,,Offensive charge foul by G. Henderson (drawn by M. Ellis),14,11
28,1,7:23.0,Turnover by G. Henderson (offensive foul),,14,11
29,1,7:23.0,,Indiana full timeout,14,11
30,1,7:23.0,,C. Miles enters the game for M. Ellis,14,11
31,1,7:12.0,,Shooting block foul by D. Šarić (drawn by T. Young),14,11
32,1,7:12.0,,T. Young misses free throw 1 of 2,14,11
33,1,7:12.0,,Offensive rebound by Team,14,11
34,1,7:12.0,,T. Young misses free throw 2 of 2,14,11
35,1,7:12.0,Defensive rebound by R. Holmes,,14,11
36,1,6:52.0,G. Henderson makes 2-pt dunk from 2 ft (assist by S. Rodríguez),,16,11
37,1,6:34.0,,M. Turner makes 2-pt jump shot from 4 ft (assist by T. Young),16,13
38,1,6:34.0,,Shooting foul by R. Holmes (drawn by M. Turner),16,13
39,1,6:34.0,N. Stauskas enters the game for G. Henderson,,16,13
40,1,6:34.0,,M. Turner makes free throw 1 of 1,16,14
41,1,6:25.0,S. Rodríguez misses 2-pt jump shot from 14 ft,,16,14
42,1,6:24.0,Offensive rebound by Team,,16,14
43,1,6:18.0,R. Covington misses 3-pt jump shot from 25 ft,,16,14
44,1,6:17.0,,Defensive rebound by M. Turner,16,14
45,1,6:08.0,,P. George makes 2-pt jump shot from 15 ft,16,16
46,1,5:55.0,R. Covington makes 2-pt layup from 2 ft,,18,16
47,1,5:43.0,,M. Turner misses 2-pt jump shot from 15 ft,18,16
48,1,5:43.0,Defensive rebound by N. Stauskas,,18,16
49,1,5:37.0,Turnover by N. Stauskas (bad pass; steal by J. Teague),,18,16
50,1,5:33.0,,J. Teague makes 2-pt layup from 2 ft,18,18
51,1,5:09.0,D. Šarić misses 2-pt jump shot from 23 ft,,18,18
52,1,5:07.0,,Defensive rebound by M. Turner,18,18
53,1,4:54.0,,P. George makes 2-pt jump shot from 13 ft,18,20
54,1,4:41.0,Shooting foul by P. George (drawn by R. Holmes),,18,20
55,1,4:41.0,R. Holmes misses free throw 1 of 2,,18,20
56,1,4:41.0,Offensive rebound by Team,,18,20
57,1,4:41.0,R. Holmes misses free throw 2 of 2,,18,20
58,1,4:41.0,,Defensive rebound by A. Jefferson,18,20
59,1,4:41.0,,A. Jefferson enters the game for M. Turner,18,20
60,1,4:41.0,,M. Ellis enters the game for P. George,18,20
61,1,4:41.0,H. Thompson enters the game for R. Covington,,18,20
62,1,4:41.0,E. İlyasova enters the game for D. Šarić,,18,20
63,1,4:41.0,T. McConnell enters the game for S. Rodríguez,,18,20
64,1,4:27.0,,C. Miles misses 3-pt jump shot from 28 ft,18,20
65,1,4:27.0,Defensive rebound by R. Holmes,,18,20
66,1,4:08.0,E. İlyasova misses 3-pt jump shot from 26 ft,,18,20
67,1,4:07.0,,Defensive rebound by C. Miles,18,20
68,1,4:01.0,,C. Miles misses 2-pt jump shot from 6 ft (block by R. Holmes),18,20
69,1,3:59.0,Defensive rebound by T. McConnell,,18,20
70,1,3:50.0,T. McConnell misses 3-pt jump shot from 27 ft,,18,20
71,1,3:49.0,,Defensive rebound by M. Ellis,18,20
72,1,3:34.0,,A. Jefferson misses 2-pt jump shot from 17 ft,18,20
73,1,3:34.0,Defensive rebound by H. Thompson,,18,20
74,1,3:28.0,Philadelphia full timeout,,18,20
75,1,3:28.0,,L. Allen enters the game for T. Young,18,20
76,1,3:28.0,J. Okafor enters the game for R. Holmes,,18,20
77,1,3:13.0,Turnover by J. Okafor (bad pass),,18,20
78,1,3:01.0,,J. Teague misses 3-pt jump shot from 26 ft,18,20
79,1,3:00.0,Defensive rebound by E. İlyasova,,18,20
80,1,2:54.0,Turnover by T. McConnell (lost ball; steal by J. Teague),,18,20
81,1,2:48.0,,Turnover by J. Teague (bad pass; steal by E. İlyasova),18,20
82,1,2:39.0,H. Thompson misses 3-pt jump shot from 26 ft,,18,20
83,1,2:39.0,,Defensive rebound by A. Jefferson,18,20
84,1,2:31.0,,Turnover by A. Jefferson (bad pass),18,20
85,1,2:31.0,,A. Brooks enters the game for J. Teague,18,20
86,1,2:15.0,E. İlyasova makes 3-pt jump shot from 27 ft (assist by N. Stauskas),,21,20
87,1,1:59.0,,A. Jefferson makes 2-pt jump shot from 5 ft,21,22
88,1,1:45.0,Turnover by N. Stauskas (bad pass; steal by A. Jefferson),,21,22
89,1,1:38.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),21,25
90,1,1:20.0,J. Okafor makes 2-pt layup from 1 ft,,23,25
91,1,1:05.0,,A. Jefferson makes 2-pt dunk at rim (assist by A. Brooks),23,27
92,1,0:57.0,Shooting foul by A. Brooks (drawn by E. İlyasova),,23,27
93,1,0:57.0,E. İlyasova misses free throw 1 of 2,,23,27
