,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
0,1,11:44.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by T. Maker),0,2
1,1,11:18.0,D. Carroll misses 2-pt jump shot from 7 ft (block by T. Maker),,0,2
2,1,11:16.0,,Defensive rebound by G. Antetokounmpo,0,2
3,1,11:08.0,,Turnover by K. Middleton (bad pass; steal by K. Lowry),0,2
4,1,11:04.0,K. Lowry makes 2-pt layup from 1 ft,,2,2
5,1,10:58.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),2,4
6,1,10:58.0,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),2,4
7,1,10:58.0,,G. Antetokounmpo makes free throw 1 of 1,2,5
8,1,10:44.0,N. Powell misses 2-pt layup from 1 ft (block by T. Maker),,2,5
9,1,10:42.0,,Defensive rebound by K. Middleton,2,5
10,1,10:38.0,,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),2,5
11,1,10:38.0,,G. Antetokounmpo makes free throw 1 of 2,2,6
12,1,10:38.0,,G. Antetokounmpo misses free throw 2 of 2,2,6
13,1,10:33.0,,Offensive rebound by Team,2,6
14,1,10:21.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,2,8
15,1,10:12.0,Toronto full timeout,,2,8
16,1,9:59.0,D. DeRozan makes 2-pt layup at rim,,4,8
17,1,9:44.0,,Shooting foul by S. Ibaka (drawn by T. Maker),4,8
18,1,9:44.0,,T. Maker makes free throw 1 of 2,4,9
19,1,9:44.0,J. Valančiūnas enters the game for S. Ibaka,,4,9
20,1,9:44.0,,T. Maker makes free throw 2 of 2,4,10
21,1,9:22.0,D. DeRozan makes 2-pt layup from 2 ft,,6,10
22,1,9:01.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. DeRozan),6,10
23,1,8:57.0,D. DeRozan misses 2-pt layup at rim (block by T. Maker),,6,10
24,1,8:54.0,Offensive rebound by K. Lowry,,6,10
25,1,8:48.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,9,10
26,1,8:32.0,,T. Maker misses 3-pt jump shot from 23 ft,9,10
27,1,8:31.0,Defensive rebound by J. Valančiūnas,,9,10
28,1,8:22.0,K. Lowry misses 3-pt jump shot from 29 ft,,9,10
29,1,8:21.0,,Defensive rebound by T. Snell,9,10
30,1,8:06.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Brogdon),9,12
31,1,7:55.0,Turnover by N. Powell (bad pass; steal by M. Brogdon),,9,12
32,1,7:55.0,,Personal take foul by K. Lowry (drawn by M. Brogdon),9,12
33,1,7:35.0,,M. Brogdon makes 2-pt jump shot from 4 ft (assist by T. Snell),9,14
34,1,7:22.0,D. DeRozan makes 2-pt layup at rim (assist by K. Lowry),,11,14
35,1,7:17.0,,Turnover by M. Brogdon (offensive foul),11,14
36,1,7:17.0,,Offensive foul by M. Brogdon (drawn by D. Carroll),11,14
37,1,7:17.0,P. Tucker enters the game for D. Carroll,,11,14
38,1,6:52.0,N. Powell makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,14,14
39,1,6:40.0,,Def 3 sec tech foul by J. Valančiūnas,14,14
40,1,6:40.0,,K. Middleton makes technical free throw,14,15
41,1,6:39.0,,Offensive foul by K. Middleton (drawn by P. Tucker),14,15
42,1,6:39.0,,Turnover by K. Middleton (offensive foul),14,15
43,1,6:24.0,D. DeRozan misses 3-pt jump shot from 27 ft,,14,15
44,1,6:22.0,,Defensive rebound by K. Middleton,14,15
45,1,6:18.0,,Shooting block foul by P. Tucker (drawn by G. Antetokounmpo),14,15
46,1,6:18.0,,G. Antetokounmpo makes free throw 1 of 2,14,16
47,1,6:18.0,,G. Monroe enters the game for T. Maker,14,16
48,1,6:18.0,,G. Antetokounmpo makes free throw 2 of 2,14,17
49,1,6:01.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,14,17
50,1,6:00.0,Offensive rebound by P. Tucker,,14,17
51,1,5:52.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. DeRozan),,16,17
52,1,5:35.0,,T. Snell misses 2-pt jump shot from 15 ft,16,17
53,1,5:33.0,Defensive rebound by J. Valančiūnas,,16,17
54,1,5:19.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,18,17
55,1,5:19.0,,Milwaukee full timeout,18,17
56,1,5:19.0,,M. Dellavedova enters the game for M. Brogdon,18,17
57,1,4:58.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by T. Snell),18,20
58,1,4:36.0,D. DeRozan makes 2-pt jump shot from 9 ft,,20,20
